actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
639,PT01M26.00S,2021-11-13T05:23:16.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629308,91.5407358738502,57.59803921568627,1610612744,115,91,2021-11-13T05:29:32Z,6210000,38.0,27.0,1,right,MISS J. Toscano-Anderson running Layup - blocked,"[1629308, 1629744]",1610612744.0,GSW,running,,,Toscano-Anderson,J. Toscano-Anderson,,,,,4.66,Missed,,,,,,,,,,,Thomas,1629744.0,,,,,,,
640,PT01M26.00S,2021-11-13T05:23:16.4Z,4,REGULAR,block,,[],1629744,,,1610612744,115,91,2021-11-13T05:23:20Z,6220000,,,0,,M. Thomas BLOCK (1 BLK),[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT01M26.00S,2021-11-13T05:23:16.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612744,115,91,2021-11-13T05:23:36Z,6230000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,639.0,,,,,,,,,,,,,,
638,PT01M26.00S,2021-11-13T05:23:18.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,115,91,2021-11-13T05:28:10Z,6235000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT01M22.00S,2021-11-13T05:23:24.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,93.51182654402102,4.411764705882353,1610612744,115,91,2021-11-13T05:23:27Z,6240000,-228.0,8.0,1,right,MISS J. Poole 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,22.81,Missed,,,,,,,,,,,,,,,,,,,
643,PT01M19.00S,2021-11-13T05:23:28.3Z,4,REGULAR,rebound,defensive,[],1627884,,,1610612741,115,91,2021-11-13T05:23:28Z,6250000,,,0,,D. Jones Jr. REBOUND (Off:2 Def:4),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,642.0,6.0,4.0,2.0,,,,,,,,,,,
644,PT01M10.00S,2021-11-13T05:23:45.3Z,4,REGULAR,foul,personal,[],1630541,,,1610612741,115,91,2021-11-13T05:23:50Z,6260000,,,0,,M. Moody personal FOUL (1 PF),"[1630541, 1630245]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,201639.0,,,,,,1.0,0.0,Dosunmu,1630245.0,
646,PT01M02.00S,2021-11-13T05:24:04.3Z,4,REGULAR,turnover,lost ball,[],1629076,,,1610612741,115,91,2021-11-13T05:24:07Z,6280000,,,0,,T. Cook lost ball TURNOVER (1 TO),"[1629076, 1629308]",1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,,,,,,,,,1.0,,,Toscano-Anderson,1629308.0,,,,,
647,PT01M02.00S,2021-11-13T05:24:04.3Z,4,REGULAR,steal,,[],1629308,,,1610612744,115,91,2021-11-13T05:24:07Z,6290000,,,0,,J. Toscano-Anderson STEAL (1 STL),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M57.90S,2021-11-13T05:24:09.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630228,94.1688567674113,49.01960784313725,1610612744,117,91,2021-11-13T05:24:14Z,6300000,-5.0,2.0,1,right,J. Kuminga running DUNK (6 PTS),[1630228],1610612744.0,GSW,running,,,Kuminga,J. Kuminga,,,,,0.54,Made,6.0,,,,,,,,,,,,,,,,,,
649,PT00M42.60S,2021-11-13T05:24:28.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630228,,,1610612741,117,91,2021-11-13T05:24:33Z,6310000,,,0,,J. Kuminga shooting personal FOUL (3 PF) (Cook 2 FT),"[1630228, 1629076]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,202007.0,,,,,,3.0,0.0,Cook,1629076.0,
651,PT00M42.60S,2021-11-13T05:24:54.8Z,4,REGULAR,freethrow,1 of 2,[],1629076,,,1610612741,117,92,2021-11-13T05:24:54Z,6330000,,,0,,T. Cook Free Throw 1 of 2 (5 PTS),[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
652,PT00M42.60S,2021-11-13T05:25:10.4Z,4,REGULAR,freethrow,2 of 2,[],1629076,,,1610612741,117,93,2021-11-13T05:25:10Z,6340000,,,0,,T. Cook Free Throw 2 of 2 (6 PTS),[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
653,PT00M27.90S,2021-11-13T05:25:28.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,93.24901445466492,50.0,1610612744,119,93,2021-11-13T05:25:31Z,6350000,0.0,11.0,1,right,J. Kuminga driving DUNK (8 PTS) (J. Poole 2 AST),"[1630228, 1629673]",1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,1.1,Made,8.0,J. Poole,1629673.0,2.0,,,,,,,,,,,,,,,
655,PT00M17.20S,2021-11-13T05:25:42.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.783837056504599,55.63725490196079,1610612741,119,93,2021-11-13T05:25:45Z,6370000,-28.0,11.0,1,left,MISS A. Dosunmu driving Layup,[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,3.04,Missed,,,,,,,,,,,,,,,,,,,
656,PT00M15.80S,2021-11-13T05:25:43.6Z,4,REGULAR,rebound,defensive,[],1630541,,,1610612744,119,93,2021-11-13T05:25:54Z,6380000,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,655.0,1.0,1.0,0.0,,,,,,,,,,,
657,PT00M00.00S,2021-11-13T05:26:01.4Z,4,REGULAR,period,end,[],0,,,1610612744,119,93,2021-11-13T05:26:01Z,6390000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M00.00S,2021-11-13T05:26:04.2Z,4,REGULAR,game,end,[],0,,,0,119,93,2021-11-13T05:26:04Z,6400000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
