actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
606,PT01M44.00S,2022-11-02T01:49:57.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.258212877792378,40.44117647058824,1610612741,97,106,2022-11-02T01:50:02Z,5950000,48.0,6.0,1,left,MISS A. Dosunmu driving Layup - blocked,"[1630245, 202681]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,4.82,Missed,,,,,,,,,,,,,,,,,Irving,202681.0
607,PT01M44.00S,2022-11-02T01:49:57.7Z,4,REGULAR,block,,[],202681,,,1610612741,97,106,2022-11-02T01:49:59Z,5960000,,,0,,K. Irving BLOCK (1 BLK),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
608,PT01M42.00S,2022-11-02T01:49:59.7Z,4,REGULAR,rebound,defensive,[],202681,,,1610612751,97,106,2022-11-02T01:50:02Z,5970000,,,0,,K. Irving REBOUND (Off:0 Def:6),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,606.0,6.0,6.0,0.0,,,,,,,,,,,,,,
609,PT01M36.00S,2022-11-02T01:50:06.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203925,74.06373193166885,13.23529411764706,1610612751,97,106,2022-11-02T01:50:13Z,5980000,-184.0,191.0,1,right,MISS J. Harris 26' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Left Center,26.53,Missed,,,,,,,,,,,,,,,,,,
610,PT01M31.00S,2022-11-02T01:50:10.1Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,97,106,2022-11-02T01:50:10Z,5990000,,,0,,N. Vucevic REBOUND (Off:2 Def:12),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,609.0,14.0,12.0,2.0,,,,,,,,,,,,,,
612,PT01M10.00S,2022-11-02T01:50:31.2Z,4,REGULAR,3pt,Jump Shot,[],203897,19.530223390275953,90.44117647058823,1610612741,97,106,2022-11-02T01:50:36Z,6000000,-202.0,131.0,1,left,MISS Z. LaVine 24' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,24.1,Missed,,,,,,,,,,,,,,,,,,
613,PT01M07.00S,2022-11-02T01:50:34.2Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,97,106,2022-11-02T01:50:37Z,6010000,,,0,,K. Durant REBOUND (Off:0 Def:9),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,612.0,9.0,9.0,0.0,,,,,,,,,,,,,,
614,PT01M03.00S,2022-11-02T01:50:39.3Z,4,REGULAR,turnover,bad pass,[],201142,,,1610612751,97,106,2022-11-02T01:50:44Z,6020000,,,0,,K. Durant bad pass TURNOVER (7 TO),"[201142, 1630245]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left,,,,,,,,7.0,,,,,,,,,Dosunmu,1630245.0,,
615,PT01M03.00S,2022-11-02T01:50:39.3Z,4,REGULAR,steal,,[],1630245,,,1610612741,97,106,2022-11-02T01:50:41Z,6030000,,,0,,A. Dosunmu STEAL (3 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
616,PT00M49.10S,2022-11-02T01:50:53.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201942,5.863994743758213,51.9607843137255,1610612741,97,106,2022-11-02T01:50:58Z,6040000,-10.0,3.0,1,left,MISS D. DeRozan driving Layup,[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1.01,Missed,,,,,,,,,,,,,,,,,,
617,PT00M49.10S,2022-11-02T01:50:53.7Z,4,REGULAR,rebound,offensive,[],202696,,,1610612741,97,106,2022-11-02T01:50:58Z,6050000,,,0,,N. Vucevic REBOUND (Off:3 Def:12),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,616.0,15.0,12.0,3.0,,,,,,,,,,,,,,
618,PT00M49.10S,2022-11-02T01:50:57.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202696,5.590000152587891,50.0,1610612741,97,108,2022-11-02T01:51:28Z,6060000,0.0,0.0,1,left,N. Vucevic tip Layup (7 PTS),[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,7.0,,,,,,,,,,,
619,PT00M49.10S,2022-11-02T01:51:01.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,97,108,2022-11-02T01:51:01Z,6070000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT00M49.10S,2022-11-02T01:51:22.1Z,4,REGULAR,substitution,out,[],1626220,,,1610612751,97,108,2022-11-02T01:52:33Z,6080000,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT00M49.10S,2022-11-02T01:51:22.1Z,4,REGULAR,substitution,out,[],201142,,,1610612751,97,108,2022-11-02T01:52:33Z,6090000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT00M49.10S,2022-11-02T01:51:22.1Z,4,REGULAR,substitution,out,[],202681,,,1610612751,97,108,2022-11-02T01:52:33Z,6100000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M49.10S,2022-11-02T01:51:22.1Z,4,REGULAR,substitution,out,[],203925,,,1610612751,97,108,2022-11-02T01:52:33Z,6110000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT00M49.10S,2022-11-02T01:51:22.1Z,4,REGULAR,substitution,out,[],202696,,,1610612751,97,108,2022-11-02T01:52:33Z,6120000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M49.10S,2022-11-02T01:51:22.1Z,4,REGULAR,substitution,in,[],1630560,,,1610612751,97,108,2022-11-02T01:52:33Z,6130000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M49.10S,2022-11-02T01:51:22.1Z,4,REGULAR,substitution,in,[],1630561,,,1610612751,97,108,2022-11-02T01:52:33Z,6140000,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M49.10S,2022-11-02T01:51:22.1Z,4,REGULAR,substitution,in,[],1630556,,,1610612751,97,108,2022-11-02T01:52:33Z,6150000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M49.10S,2022-11-02T01:51:22.1Z,4,REGULAR,substitution,in,[],1628410,,,1610612751,97,108,2022-11-02T01:52:33Z,6160000,,,0,,SUB in: E. Sumner,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M49.10S,2022-11-02T01:51:22.1Z,4,REGULAR,substitution,in,[],1627884,,,1610612751,97,108,2022-11-02T01:52:33Z,6170000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT00M37.60S,2022-11-02T01:53:04.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628410,92.32917214191852,50.73529411764706,1610612751,99,108,2022-11-02T01:53:08Z,6180000,4.0,20.0,1,right,E. Sumner cutting Layup (4 PTS) (D. Duke Jr. 2 AST),"[1628410, 1630561]",1610612751.0,BKN,cutting,,,Sumner,E. Sumner,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,,,4.0,D. Duke Jr.,1630561.0,2.0,,,,,,,,
632,PT00M13.50S,2022-11-02T01:53:32.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612741,99,108,2022-11-02T01:53:41Z,6200000,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,201246.0,,,,,,,,,,,,,
633,PT00M00.00S,2022-11-02T01:53:59.4Z,4,REGULAR,period,end,[],0,,,1610612751,99,108,2022-11-02T01:53:59Z,6210000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT00M00.00S,2022-11-02T01:54:01.7Z,4,REGULAR,game,end,[],0,,,0,99,108,2022-11-02T01:54:01Z,6220000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
