actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
606,PT03M04.00S,2023-11-09T03:14:38.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629629,73.40670170827858,79.41176470588235,1610612747,121,91,2023-11-09T03:14:45Z,5960000,False,147.0,197.0,1,right,MISS C. Reddish 24' pullup 3PT,[1629629],1610612747.0,LAL,pullup,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,24.63,Missed,,,,,,,,,,,,,,,,,,
607,PT03M04.00S,2023-11-09T03:14:38.4Z,4,REGULAR,rebound,defensive,[],1629111,,,1610612745,121,91,2023-11-09T03:14:45Z,5970000,False,,,0,,J. Landale REBOUND (Off:0 Def:2),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,,,,,606.0,,2.0,2.0,0.0,,,,,,,,,,,
608,PT02M51.00S,2023-11-09T03:14:57.7Z,4,REGULAR,foul,personal,['2freethrow'],1630658,,,1610612745,121,91,2023-11-09T03:15:26Z,5980000,False,,,0,,C. Castleton shooting personal FOUL (3 PF) (Williams 2 FT),"[1630658, 1631466]",1610612747.0,LAL,shooting,,,Castleton,C. Castleton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1626300.0,3.0,0.0,Williams,1631466.0,,,
610,PT02M51.00S,2023-11-09T03:15:30.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,121,91,2023-11-09T03:15:30Z,6000000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT02M51.00S,2023-11-09T03:18:04.2Z,4,REGULAR,freethrow,1 of 2,[],1631466,,,1610612745,121,91,2023-11-09T03:18:04Z,6010000,False,,,0,,MISS N. Williams Free Throw 1 of 2,[1631466],1610612745.0,HOU,,,,Williams,N. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
612,PT02M51.00S,2023-11-09T03:18:04.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,121,91,2023-11-09T03:18:04Z,6020000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,611.0,,,,,,,,,,,,,,,
613,PT02M51.00S,2023-11-09T03:18:16.5Z,4,REGULAR,freethrow,2 of 2,[],1631466,,,1610612745,122,91,2023-11-09T03:18:16Z,6030000,False,,,0,,N. Williams Free Throw 2 of 2 (5 PTS),[1631466],1610612745.0,HOU,,,,Williams,N. Williams,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
614,PT02M37.00S,2023-11-09T03:18:31.3Z,4,REGULAR,2pt,Jump Shot,[],1641721,75.90341655716163,46.81372549019608,1610612747,122,91,2023-11-09T03:18:38Z,6040000,False,-16.0,174.0,1,right,MISS M. Lewis 17' pullup Shot,[1641721],1610612747.0,LAL,pullup,,,Lewis,M. Lewis,,,,,Mid-Range,16-24 Center,17.47,Missed,,,,,,,,,,,,,,,,,,
615,PT02M36.00S,2023-11-09T03:18:32.3Z,4,REGULAR,rebound,defensive,[],1626246,,,1610612745,122,91,2023-11-09T03:18:38Z,6050000,False,,,0,,B. Marjanovic REBOUND (Off:0 Def:2),[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,Mid-Range,16-24 Center,,,,,614.0,,2.0,2.0,0.0,,,,,,,,,,,
616,PT02M21.00S,2023-11-09T03:18:47.3Z,4,REGULAR,turnover,bad pass,[],1629111,,,1610612745,122,91,2023-11-09T03:18:52Z,6060000,False,,,0,,J. Landale bad pass TURNOVER (1 TO),"[1629111, 1629629]",1610612745.0,HOU,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Reddish,1629629.0
617,PT02M21.00S,2023-11-09T03:18:47.3Z,4,REGULAR,steal,,[],1629629,,,1610612747,122,91,2023-11-09T03:18:49Z,6070000,False,,,0,,C. Reddish STEAL (3 STL),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
618,PT02M15.00S,2023-11-09T03:18:53.4Z,4,REGULAR,turnover,bad pass,[],1641793,,,1610612747,122,91,2023-11-09T03:20:29Z,6080000,False,,,0,,D. Hodge bad pass TURNOVER (1 TO),"[1641793, 1631466]",1610612747.0,LAL,,,,Hodge,D. Hodge,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Williams,1631466.0
619,PT02M15.00S,2023-11-09T03:18:53.4Z,4,REGULAR,steal,,[],1631466,,,1610612745,122,91,2023-11-09T03:18:57Z,6090000,False,,,0,,N. Williams STEAL (1 STL),[1631466],1610612745.0,HOU,,,,Williams,N. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
620,PT02M10.00S,2023-11-09T03:18:58.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629111,7.440867279894875,50.49019607843137,1610612745,122,91,2023-11-09T03:19:07Z,6100000,False,-2.0,17.0,1,left,MISS J. Landale Layup - blocked,"[1629111, 1631108]",1610612745.0,HOU,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1.76,Missed,Christie,1631108.0,,,,,,,,,,,,,,,,
621,PT02M10.00S,2023-11-09T03:18:58.2Z,4,REGULAR,block,,[],1631108,,,1610612745,122,91,2023-11-09T03:19:00Z,6110000,False,,,0,,M. Christie BLOCK (1 BLK),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
622,PT02M07.00S,2023-11-09T03:19:01.2Z,4,REGULAR,rebound,offensive,[],1629111,,,1610612745,122,91,2023-11-09T03:19:07Z,6120000,False,,,0,,J. Landale REBOUND (Off:1 Def:2),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,620.0,,3.0,2.0,1.0,,,,,,,,,,,
623,PT02M07.00S,2023-11-09T03:19:01.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629111,7.966491458607096,49.26470588235294,1610612745,124,91,2023-11-09T03:19:11Z,6130000,False,4.0,22.0,1,left,J. Landale Layup (2 PTS),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,2.27,Made,,,,2.0,,,,,,,,,,,,,,
624,PT01M56.00S,2023-11-09T03:19:12.1Z,4,REGULAR,3pt,Jump Shot,[],1641793,68.80749014454665,62.00980392156863,1610612747,124,91,2023-11-09T03:20:14Z,6140000,False,60.0,241.0,1,right,MISS D. Hodge 24' 3PT,[1641793],1610612747.0,LAL,,,,Hodge,D. Hodge,,,,,Above the Break 3,24+ Center,24.81,Missed,,,,,,,,,,,,,,,,,,
625,PT01M55.00S,2023-11-09T03:19:13.1Z,4,REGULAR,rebound,defensive,[],1628988,,,1610612745,124,91,2023-11-09T03:19:22Z,6150000,False,,,0,,A. Holiday REBOUND (Off:0 Def:2),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,,,,,624.0,,2.0,2.0,0.0,,,,,,,,,,,
626,PT01M49.00S,2023-11-09T03:19:19.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203493,24.129434954007884,12.745098039215685,1610612745,124,91,2023-11-09T03:19:28Z,6160000,False,186.0,174.0,1,left,MISS R. Bullock Jr. 25' 3PT,[203493],1610612745.0,HOU,,,,Bullock Jr.,R. Bullock Jr.,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
627,PT01M49.00S,2023-11-09T03:19:19.4Z,4,REGULAR,rebound,defensive,[],1641721,,,1610612747,124,91,2023-11-09T03:19:28Z,6170000,False,,,0,,M. Lewis REBOUND (Off:0 Def:1),[1641721],1610612747.0,LAL,,,,Lewis,M. Lewis,,,,,Above the Break 3,24+ Right Center,,,,,626.0,,1.0,1.0,0.0,,,,,,,,,,,
628,PT01M42.00S,2023-11-09T03:19:27.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641721,94.43166885676742,49.26470588235294,1610612747,124,91,2023-11-09T03:19:35Z,6180000,False,-4.0,0.0,1,right,MISS M. Lewis driving Layup,[1641721],1610612747.0,LAL,driving,,,Lewis,M. Lewis,,,,,Restricted Area,0-8 Center,0.37,Missed,,,,,,,,,,,,,,,,,,
629,PT01M42.00S,2023-11-09T03:19:27.1Z,4,REGULAR,rebound,offensive,[],1630658,,,1610612747,124,91,2023-11-09T03:19:35Z,6190000,False,,,0,,C. Castleton REBOUND (Off:2 Def:0),[1630658],1610612747.0,LAL,,,,Castleton,C. Castleton,,,,,Restricted Area,0-8 Center,,,,,628.0,,2.0,0.0,2.0,,,,,,,,,,,
630,PT01M38.00S,2023-11-09T03:19:29.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630658,94.40999984741211,50.0,1610612747,124,91,2023-11-09T03:19:29Z,6200000,False,0.0,0.0,1,right,MISS C. Castleton tip Layup,[1630658],1610612747.0,LAL,tip,,,Castleton,C. Castleton,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
631,PT01M37.00S,2023-11-09T03:19:30.9Z,4,REGULAR,rebound,defensive,[],1626246,,,1610612745,124,91,2023-11-09T03:19:30Z,6210000,False,,,0,,B. Marjanovic REBOUND (Off:0 Def:3),[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,Mid-Range,8-16 Left,,,,,630.0,,3.0,3.0,0.0,,,,,,,,,,,
632,PT01M24.00S,2023-11-09T03:19:44.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,19.267411300919843,63.48039215686274,1610612745,124,91,2023-11-09T03:19:52Z,6220000,False,-67.0,129.0,1,left,MISS A. Holiday 14' driving floating Shot,[1628988],1610612745.0,HOU,driving floating,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,14.52,Missed,,,,,,,,,,,,,,,,,,
633,PT01M23.00S,2023-11-09T03:19:45.1Z,4,REGULAR,rebound,defensive,[],1631108,,,1610612747,124,91,2023-11-09T03:19:52Z,6230000,False,,,0,,M. Christie REBOUND (Off:1 Def:7),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,,,,,632.0,,8.0,7.0,1.0,,,,,,,,,,,
634,PT01M18.00S,2023-11-09T03:19:51.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631108,93.51182654402102,52.69607843137255,1610612747,124,93,2023-11-09T03:19:58Z,6240000,False,13.0,8.0,1,right,M. Christie running Layup (4 PTS),[1631108],1610612747.0,LAL,running,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,1.6,Made,,,,4.0,,,,,,,,,,,,,,
635,PT01M10.00S,2023-11-09T03:20:06.9Z,4,REGULAR,foul,personal,[],1630658,,,1610612745,124,93,2023-11-09T03:20:21Z,6250000,False,,,0,,C. Castleton personal FOUL (4 PF),"[1630658, 1626246]",1610612747.0,LAL,,,,Castleton,C. Castleton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2002.0,4.0,0.0,Marjanovic,1626246.0,,,
637,PT01M07.00S,2023-11-09T03:20:29.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626246,9.411957950065702,56.86274509803921,1610612745,124,93,2023-11-09T03:21:17Z,6270000,False,-34.0,36.0,1,left,MISS B. Marjanovic Layup,[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,In The Paint (Non-RA),0-8 Center,4.97,Missed,,,,,,,,,,,,,,,,,,
638,PT01M06.00S,2023-11-09T03:20:30.3Z,4,REGULAR,rebound,offensive,[],1626246,,,1610612745,124,93,2023-11-09T03:20:39Z,6280000,False,,,0,,B. Marjanovic REBOUND (Off:1 Def:3),[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,637.0,,4.0,3.0,1.0,,,,,,,,,,,
639,PT01M06.00S,2023-11-09T03:20:32.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626246,6.258212877792378,52.20588235294118,1610612745,126,93,2023-11-09T03:20:45Z,6290000,False,-11.0,6.0,1,left,B. Marjanovic putback Layup (4 PTS),[1626246],1610612745.0,HOU,putback,,,Marjanovic,B. Marjanovic,,,,,Restricted Area,0-8 Center,1.27,Made,,,,4.0,,,,,,,,,,,,,,
640,PT01M06.00S,2023-11-09T03:20:35.6Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630658,,,1610612745,126,93,2023-11-09T03:20:44Z,6300000,False,,,0,,C. Castleton shooting personal FOUL (5 PF) (Marjanovic 1 FT),"[1630658, 1626246]",1610612747.0,LAL,shooting,,,Castleton,C. Castleton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202027.0,5.0,0.0,Marjanovic,1626246.0,,,
642,PT01M06.00S,2023-11-09T03:20:56.1Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1626246,,,1610612745,126,93,2023-11-09T03:20:59Z,6320000,False,,,0,,MISS B. Marjanovic Free Throw 1 of 1,[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
643,PT01M05.00S,2023-11-09T03:20:57.1Z,4,REGULAR,rebound,offensive,[],1626246,,,1610612745,126,93,2023-11-09T03:20:57Z,6330000,False,,,0,,B. Marjanovic REBOUND (Off:2 Def:3),[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,642.0,,5.0,3.0,2.0,,,,,,,,,,,
644,PT01M03.00S,2023-11-09T03:20:58.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626246,8.09789750328515,51.225490196078425,1610612745,128,93,2023-11-09T03:21:05Z,6340000,False,-6.0,24.0,1,left,B. Marjanovic driving DUNK (6 PTS),[1626246],1610612745.0,HOU,driving,,,Marjanovic,B. Marjanovic,,,,,Restricted Area,0-8 Center,2.44,Made,,,,6.0,,,,,,,,,,,,,,
645,PT00M48.60S,2023-11-09T03:21:28.3Z,4,REGULAR,foul,personal,['2freethrow'],1626246,,,1610612747,128,93,2023-11-09T03:21:33Z,6350000,False,,,0,,B. Marjanovic shooting personal FOUL (1 PF) (Hodge 2 FT),"[1626246, 1641793]",1610612745.0,HOU,shooting,,,Marjanovic,B. Marjanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202027.0,1.0,0.0,Hodge,1641793.0,,,
647,PT00M48.60S,2023-11-09T03:21:54.5Z,4,REGULAR,freethrow,1 of 2,[],1641793,,,1610612747,128,94,2023-11-09T03:22:12Z,6370000,False,,,0,,D. Hodge Free Throw 1 of 2 (3 PTS),[1641793],1610612747.0,LAL,,,,Hodge,D. Hodge,,,,,,,,Made,,,,3.0,,,,,,,,,,,,,,
648,PT00M48.60S,2023-11-09T03:21:54.5Z,4,REGULAR,freethrow,2 of 2,[],1641793,,,1610612747,128,94,2023-11-09T03:22:12Z,6380000,False,,,0,,MISS D. Hodge Free Throw 2 of 2,[1641793],1610612747.0,LAL,,,,Hodge,D. Hodge,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
649,PT00M48.10S,2023-11-09T03:21:55.0Z,4,REGULAR,rebound,defensive,[],1626246,,,1610612745,128,94,2023-11-09T03:22:12Z,6390000,False,,,0,,B. Marjanovic REBOUND (Off:2 Def:4),[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,648.0,,6.0,4.0,2.0,,,,,,,,,,,
650,PT00M24.30S,2023-11-09T03:22:32.7Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612745,128,94,2023-11-09T03:22:44Z,6400000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,2002.0,,,,,,,
651,PT00M13.20S,2023-11-09T03:22:50.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630658,83.78777923784494,52.20588235294118,1610612747,128,94,2023-11-09T03:23:00Z,6410000,False,11.0,100.0,1,right,MISS C. Castleton 10' step back Shot,[1630658],1610612747.0,LAL,step back,,,Castleton,C. Castleton,,,,,In The Paint (Non-RA),8-16 Center,10.05,Missed,,,,,,,,,,,,,,,,,,
652,PT00M12.40S,2023-11-09T03:22:51.4Z,4,REGULAR,rebound,defensive,[],1626246,,,1610612745,128,94,2023-11-09T03:23:00Z,6420000,False,,,0,,B. Marjanovic REBOUND (Off:2 Def:5),[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,In The Paint (Non-RA),8-16 Center,,,,,651.0,,7.0,5.0,2.0,,,,,,,,,,,
653,PT00M00.00S,2023-11-09T03:23:06.2Z,4,REGULAR,period,end,[],0,,,1610612745,128,94,2023-11-09T03:23:06Z,6430000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M00.00S,2023-11-09T03:23:08.8Z,4,REGULAR,game,end,[],0,,,0,128,94,2023-11-09T03:23:08Z,6440000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
