actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
609,PT01M21.00S,2022-10-22T01:25:58.0Z,4,REGULAR,rebound,offensive,[],201609,,,1610612741,98,96,2022-10-22T01:25:58Z,5890000,,,0,,G. Dragic REBOUND (Off:2 Def:0),[201609],1610612741.0,CHI,,,,,Dragic,G. Dragic,,,,,Mid-Range,8-16 Center,,,,,,,608.0,2.0,0.0,2.0,,,,,,,,,
610,PT01M19.00S,2022-10-22T01:26:02.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204001,,,1610612741,98,96,2022-10-22T01:26:15Z,5900000,,,0,,K. Porzingis shooting personal FOUL (6 PF) (DeRozan 2 FT),"[204001, 201942]",1610612764.0,WAS,1627534.0,shooting,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,6.0,0.0,DeRozan,201942.0,,,,,
612,PT01M19.00S,2022-10-22T01:26:16.5Z,4,REGULAR,substitution,out,[],204001,,,1610612741,98,96,2022-10-22T01:26:22Z,5920000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT01M19.00S,2022-10-22T01:26:16.5Z,4,REGULAR,substitution,in,[],1629655,,,1610612741,98,96,2022-10-22T01:26:22Z,5930000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT01M19.00S,2022-10-22T01:26:44.6Z,4,REGULAR,substitution,out,[],1629655,,,1610612741,98,96,2022-10-22T01:26:50Z,5940000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT01M19.00S,2022-10-22T01:26:44.6Z,4,REGULAR,substitution,in,[],1630264,,,1610612741,98,96,2022-10-22T01:26:50Z,5950000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT01M19.00S,2022-10-22T01:27:03.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201942,,,1610612741,98,97,2022-10-22T01:27:03Z,5960000,,,0,,D. DeRozan Free Throw 1 of 2 (29 PTS),[201942],1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,,,,Made,29.0,,,,,,,,,,,,,,,,
617,PT01M19.00S,2022-10-22T01:27:20.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201942,,,1610612741,98,98,2022-10-22T01:27:20Z,5970000,,,0,,D. DeRozan Free Throw 2 of 2 (30 PTS),[201942],1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,,,,Made,30.0,,,,,,,,,,,,,,,,
618,PT01M04.00S,2022-10-22T01:27:38.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203078,8.459264126149804,48.529411764705884,1610612764,100,98,2022-10-22T01:27:44Z,5980000,7.0,27.0,1,left,B. Beal cutting Layup (17 PTS) (A. Gill 1 AST),"[203078, 1630264]",1610612764.0,WAS,,cutting,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,2.8,Made,17.0,A. Gill,1630264.0,1.0,,,,,,,,,,,,,
620,PT00M50.70S,2022-10-22T01:27:55.6Z,4,REGULAR,3pt,Jump Shot,[],202696,70.3515111695138,19.607843137254903,1610612741,100,98,2022-10-22T01:28:01Z,6000000,-152.0,226.0,1,right,MISS N. Vucevic 27' 3PT,[202696],1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,27.25,Missed,,,,,,,,,,,,,,,,,
621,PT00M45.80S,2022-10-22T01:28:00.5Z,4,REGULAR,rebound,defensive,[],1628420,,,1610612764,100,98,2022-10-22T01:28:01Z,6010000,,,0,,M. Morris REBOUND (Off:0 Def:4),[1628420],1610612764.0,WAS,,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,,,,,,,620.0,4.0,4.0,0.0,,,,,,,,,
622,PT00M33.10S,2022-10-22T01:28:13.3Z,4,REGULAR,turnover,bad pass,[],203078,,,1610612764,100,98,2022-10-22T01:28:17Z,6020000,,,0,,B. Beal bad pass TURNOVER (5 TO),"[203078, 201942]",1610612764.0,WAS,,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,5.0,DeRozan,201942.0
623,PT00M33.10S,2022-10-22T01:28:13.3Z,4,REGULAR,steal,,[],201942,,,1610612741,100,98,2022-10-22T01:28:15Z,6030000,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
624,PT00M31.50S,2022-10-22T01:28:16.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201942,90.98226018396846,50.245098039215684,1610612741,100,100,2022-10-22T01:28:24Z,6040000,1.0,32.0,1,right,D. DeRozan running DUNK (32 PTS),[201942],1610612741.0,CHI,,running,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,3.23,Made,32.0,,,,,,,,,,,,,,,,
625,PT00M07.40S,2022-10-22T01:28:43.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,8.196452036793687,46.32352941176471,1610612764,102,100,2022-10-22T01:28:51Z,6050000,18.0,25.0,1,left,B. Beal pullup bank Jump Shot (19 PTS),[203078],1610612764.0,WAS,,pullup bank,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,3.06,Made,19.0,,,,,,,,,,,,,,,,
626,PT00M07.40S,2022-10-22T01:28:51.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,102,100,2022-10-22T01:28:51Z,6060000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M07.40S,2022-10-22T01:28:54.5Z,4,REGULAR,substitution,out,[],1628420,,,1610612741,102,100,2022-10-22T01:30:15Z,6070000,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M07.40S,2022-10-22T01:28:54.5Z,4,REGULAR,substitution,in,[],1626153,,,1610612741,102,100,2022-10-22T01:30:15Z,6080000,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M07.40S,2022-10-22T01:30:31.0Z,4,REGULAR,substitution,out,[],1627936,,,1610612741,102,100,2022-10-22T01:30:36Z,6090000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT00M07.40S,2022-10-22T01:30:31.0Z,4,REGULAR,substitution,in,[],1629632,,,1610612741,102,100,2022-10-22T01:30:36Z,6100000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT00M02.00S,2022-10-22T01:30:53.2Z,4,REGULAR,3pt,Jump Shot,[],201942,65.3580814717477,47.79411764705882,1610612741,102,100,2022-10-22T01:31:43Z,6110000,-11.0,273.0,1,right,MISS D. DeRozan 27' pullup 3PT,[201942],1610612741.0,CHI,,pullup,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,27.33,Missed,,,,,,,,,,,,,,,,,
632,PT00M00.10S,2022-10-22T01:30:55.1Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,102,100,2022-10-22T01:31:43Z,6120000,,,0,,D. Avdija REBOUND (Off:0 Def:10),[1630166],1610612764.0,WAS,,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,631.0,10.0,10.0,0.0,,,,,,,,,
633,PT00M00.00S,2022-10-22T01:31:07.4Z,4,REGULAR,period,end,[],0,,,1610612764,102,100,2022-10-22T01:31:07Z,6130000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT00M00.00S,2022-10-22T01:31:17.4Z,4,REGULAR,game,end,[],0,,,0,102,100,2022-10-22T01:31:17Z,6140000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
