actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
670,PT04M07.00S,2025-12-21T03:12:41.1Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1642907,,,1610612763,116,115,2025-12-21T03:12:41Z,6610000,False,,,0,,C. Coward Free Throw 1 of 2 (11 PTS),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
671,PT04M07.00S,2025-12-21T03:13:11.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612763,116,115,2025-12-21T03:13:11Z,6620000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT04M07.00S,2025-12-21T03:14:56.4Z,4,REGULAR,substitution,out,[],1630551,,,1610612763,116,115,2025-12-21T03:15:31Z,6630000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT04M07.00S,2025-12-21T03:14:56.4Z,4,REGULAR,substitution,in,[],1642848,,,1610612763,116,115,2025-12-21T03:15:31Z,6640000,False,,,0,,SUB in: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT04M07.00S,2025-12-21T03:15:58.0Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1642907,,,1610612763,116,115,2025-12-21T03:15:58Z,6650000,False,,,0,,MISS C. Coward Free Throw 2 of 2,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
677,PT04M05.00S,2025-12-21T03:15:59.0Z,4,REGULAR,rebound,defensive,[],1642273,,,1610612764,116,115,2025-12-21T03:15:59Z,6660000,False,,,0,,K. George REBOUND (Off:2 Def:5),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,676.0,7.0,5.0,2.0,,,,,,,,,,,
678,PT03M52.00S,2025-12-21T03:16:11.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642273,8.754927726675426,43.38235294117647,1610612764,116,115,2025-12-21T03:16:17Z,6670000,False,33.0,30.0,1,left,MISS K. George driving Layup,[1642273],1610612764.0,WAS,driving,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,,,,,,,,,,,,,,,,,,
680,PT03M47.00S,2025-12-21T03:16:16.3Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,116,115,2025-12-21T03:16:17Z,6690000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:7),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,678.0,8.0,7.0,1.0,,,,,,,,,,,
681,PT03M38.00S,2025-12-21T03:16:26.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642907,93.24901445466492,51.225490196078425,1610612763,118,115,2025-12-21T03:16:29Z,6700000,False,6.0,11.0,1,right,C. Coward cutting DUNK (13 PTS) (J. Jackson Jr. 3 AST),"[1642907, 1628991]",1610612763.0,MEM,cutting,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,1.26,Made,13.0,,,,,,,,,,,J. Jackson Jr.,1628991.0,3.0,,,,
683,PT03M23.00S,2025-12-21T03:16:40.3Z,4,REGULAR,3pt,Jump Shot,[],1642267,30.17411300919842,31.372549019607842,1610612764,118,115,2025-12-21T03:16:43Z,6720000,False,93.0,231.0,1,left,MISS B. Carrington 24' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,24.91,Missed,,,,,,,,,,,,,,,,,,
684,PT03M21.00S,2025-12-21T03:16:42.3Z,4,REGULAR,rebound,defensive,[],1642907,,,1610612763,118,115,2025-12-21T03:16:43Z,6730000,False,,,0,,C. Coward REBOUND (Off:2 Def:3),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Right Center,,,,,,683.0,5.0,3.0,2.0,,,,,,,,,,,
685,PT03M11.00S,2025-12-21T03:16:55.0Z,4,REGULAR,foul,personal,['2freethrow'],1642273,,,1610612763,118,115,2025-12-21T03:17:05Z,6740000,False,,,0,,K. George shooting personal FOUL (5 PF) (Jackson Jr. 2 FT),"[1642273, 1628991]",1610612764.0,WAS,shooting,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,1151.0,,,,,,,5.0,0.0,Jackson Jr.,1628991.0
687,PT03M11.00S,2025-12-21T03:17:35.8Z,4,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,119,115,2025-12-21T03:17:35Z,6760000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (22 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
688,PT03M11.00S,2025-12-21T03:17:54.3Z,4,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,119,115,2025-12-21T03:17:54Z,6770000,False,,,0,,MISS J. Jackson Jr. Free Throw 2 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
689,PT03M09.00S,2025-12-21T03:17:55.1Z,4,REGULAR,rebound,defensive,[],1642259,,,1610612764,119,115,2025-12-21T03:17:55Z,6780000,False,,,0,,A. Sarr REBOUND (Off:6 Def:4),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,688.0,10.0,4.0,6.0,,,,,,,,,,,
690,PT03M00.00S,2025-12-21T03:18:04.1Z,4,REGULAR,3pt,Jump Shot,[],203468,28.07161629434954,73.52941176470588,1610612764,119,118,2025-12-21T03:18:07Z,6790000,False,-118.0,211.0,1,left,C. McCollum 24' 3PT  (28 PTS) (B. Carrington 4 AST),"[203468, 1642267]",1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,24.19,Made,28.0,,,,,,,,,,,B. Carrington,1642267.0,4.0,,,,
692,PT02M39.00S,2025-12-21T03:18:24.5Z,4,REGULAR,3pt,Jump Shot,[],1642907,77.61169513797634,89.4607843137255,1610612763,119,118,2025-12-21T03:18:28Z,6810000,False,197.0,158.0,1,right,MISS C. Coward 25' 3PT,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Right Center,25.28,Missed,,,,,,,,,,,,,,,,,,
693,PT02M36.00S,2025-12-21T03:18:27.5Z,4,REGULAR,rebound,defensive,[],1642259,,,1610612764,119,118,2025-12-21T03:18:28Z,6820000,False,,,0,,A. Sarr REBOUND (Off:6 Def:5),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,,,,,,692.0,11.0,5.0,6.0,,,,,,,,,,,
694,PT02M16.00S,2025-12-21T03:18:47.4Z,4,REGULAR,3pt,Jump Shot,[],1642259,3.892904073587385,94.6078431372549,1610612764,119,121,2025-12-21T03:18:50Z,6830000,False,-223.0,-16.0,1,left,A. Sarr 3PT  (16 PTS) (T. Johnson 2 AST),"[1642259, 1642848]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Left Corner 3,24+ Left,22.36,Made,16.0,,,,,,,,,,,T. Johnson,1642848.0,2.0,,,,
696,PT02M04.00S,2025-12-21T03:19:03.3Z,4,REGULAR,foul,offensive,[],1628991,,,1610612763,119,121,2025-12-21T03:19:10Z,6850000,False,,,0,,J. Jackson Jr. charge offensive FOUL (6 PF),"[1628991, 1642273]",1610612763.0,MEM,charge,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628159.0,,,,,,,6.0,0.0,George,1642273.0
698,PT02M04.00S,2025-12-21T03:19:03.3Z,4,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,119,121,2025-12-21T03:19:03Z,6870000,False,,,0,,J. Jackson Jr. offensive foul TURNOVER (3 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628159.0,3.0,,,,,,,,,
699,PT02M04.00S,2025-12-21T03:19:25.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,119,121,2025-12-21T03:19:25Z,6880000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,PT02M04.00S,2025-12-21T03:21:40.5Z,4,REGULAR,substitution,out,[],1628991,,,1610612764,119,121,2025-12-21T03:21:52Z,6900000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
702,PT02M04.00S,2025-12-21T03:21:40.5Z,4,REGULAR,substitution,in,[],1629111,,,1610612764,119,121,2025-12-21T03:21:52Z,6910000,False,,,0,,SUB in: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
703,PT01M44.00S,2025-12-21T03:22:23.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642259,9.937582128777924,50.245098039215684,1610612764,119,123,2025-12-21T03:29:41Z,6920000,False,-1.0,41.0,1,left,A. Sarr driving floating Jump Shot (18 PTS) (C. McCollum 6 AST),"[1642259, 203468]",1610612764.0,WAS,driving floating,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,4.09,Made,18.0,,,,,,,,,,,C. McCollum,203468.0,6.0,,,,
705,PT01M36.00S,2025-12-21T03:22:33.5Z,4,REGULAR,3pt,Jump Shot,[],1630583,94.56307490144546,4.411764705882353,1610612763,119,123,2025-12-21T03:22:40Z,6940000,False,-228.0,-1.0,1,right,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
706,PT01M33.00S,2025-12-21T03:22:36.5Z,4,REGULAR,rebound,offensive,[],1642285,,,1610612763,119,123,2025-12-21T03:22:40Z,6950000,False,,,0,,C. Spencer REBOUND (Off:1 Def:3),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Left Corner 3,24+ Left,,,,,,705.0,4.0,3.0,1.0,,,,,,,,,,,
707,PT01M33.00S,2025-12-21T03:22:40.0Z,4,REGULAR,turnover,out-of-bounds,[],1642285,,,1610612763,119,123,2025-12-21T03:22:44Z,6960000,False,,,0,,C. Spencer lost ball out-of-bounds TURNOVER (2 TO),[1642285],1610612763.0,MEM,lost ball,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,1628159.0,2.0,,,,,,,,,
708,PT01M10.00S,2025-12-21T03:23:10.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642267,14.273981603153747,60.5392156862745,1610612764,119,123,2025-12-21T03:23:14Z,6970000,False,-53.0,82.0,1,left,MISS B. Carrington 9' driving floating Shot,[1642267],1610612764.0,WAS,driving floating,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),8-16 Left,9.72,Missed,,,,,,,,,,,,,,,,,,
709,PT01M07.00S,2025-12-21T03:23:13.9Z,4,REGULAR,rebound,defensive,[],1629111,,,1610612763,119,123,2025-12-21T03:23:14Z,6980000,False,,,0,,J. Landale REBOUND (Off:3 Def:2),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Left,,,,,,708.0,5.0,2.0,3.0,,,,,,,,,,,
710,PT01M01.00S,2025-12-21T03:23:19.8Z,4,REGULAR,3pt,Jump Shot,[],1642907,91.14651773981603,95.58823529411765,1610612763,119,123,2025-12-21T03:23:23Z,6990000,False,228.0,31.0,1,right,MISS C. Coward 3PT,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Right Corner 3,24+ Right,23.0,Missed,,,,,,,,,,,,,,,,,,
711,PT00M59.50S,2025-12-21T03:23:22.4Z,4,REGULAR,rebound,offensive,[],1629111,,,1610612763,119,123,2025-12-21T03:23:22Z,7000000,False,,,0,,J. Landale REBOUND (Off:4 Def:2),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Right Corner 3,24+ Right,,,,,,710.0,6.0,2.0,4.0,,,,,,,,,,,
712,PT00M55.20S,2025-12-21T03:23:27.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642285,92.32917214191852,55.63725490196079,1610612763,121,123,2025-12-21T03:23:30Z,7010000,False,28.0,20.0,1,right,C. Spencer Layup (19 PTS) (J. Landale 1 AST),"[1642285, 1629111]",1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Restricted Area,0-8 Center,3.43,Made,19.0,,,,,,,,,,,J. Landale,1629111.0,1.0,,,,
714,PT00M42.30S,2025-12-21T03:23:47.0Z,4,REGULAR,foul,personal,[],1642907,,,1610612764,121,123,2025-12-21T03:23:49Z,7030000,False,,,0,,C. Coward personal FOUL (2 PF),"[1642907, 1642273]",1610612763.0,MEM,,,,Coward,C. Coward,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,202026.0,,,,,,,2.0,0.0,George,1642273.0
716,PT00M31.70S,2025-12-21T03:24:17.2Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1642907,,,1610612764,121,123,2025-12-21T03:24:30Z,7050000,False,,,0,,C. Coward shooting personal FOUL (3 PF) (George 3 FT),"[1642907, 1642273]",1610612763.0,MEM,shooting,,,Coward,C. Coward,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1151.0,,,,,,,3.0,0.0,George,1642273.0
718,PT00M31.70S,2025-12-21T03:24:51.6Z,4,REGULAR,freethrow,1 of 3,[],1642273,,,1610612764,121,124,2025-12-21T03:24:51Z,7070000,False,,,0,,K. George Free Throw 1 of 3 (26 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
719,PT00M31.70S,2025-12-21T03:25:06.4Z,4,REGULAR,freethrow,2 of 3,[],1642273,,,1610612764,121,125,2025-12-21T03:25:06Z,7080000,False,,,0,,K. George Free Throw 2 of 3 (27 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
720,PT00M31.70S,2025-12-21T03:25:07.0Z,4,REGULAR,substitution,out,[],1642848,,,1610612764,121,125,2025-12-21T03:25:10Z,7090000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
721,PT00M31.70S,2025-12-21T03:25:07.0Z,4,REGULAR,substitution,in,[],1630551,,,1610612764,121,125,2025-12-21T03:25:10Z,7100000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
722,PT00M31.70S,2025-12-21T03:25:23.8Z,4,REGULAR,freethrow,3 of 3,[],1642273,,,1610612764,121,126,2025-12-21T03:25:23Z,7110000,False,,,0,,K. George Free Throw 3 of 3 (28 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
723,PT00M22.20S,2025-12-21T03:25:34.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642285,94.03745072273325,47.30392156862745,1610612763,121,126,2025-12-21T03:25:42Z,7120000,False,-13.0,4.0,1,right,MISS C. Spencer driving Layup - blocked,"[1642285, 1642273]",1610612763.0,MEM,driving,,,Spencer,C. Spencer,,,,,Restricted Area,0-8 Center,1.39,Missed,,George,1642273.0,,,,,,,,,,,,,,,
724,PT00M22.20S,2025-12-21T03:25:34.9Z,4,REGULAR,block,,[],1642273,,,1610612763,121,126,2025-12-21T03:25:38Z,7130000,False,,,0,,K. George BLOCK (1 BLK),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
725,PT00M19.70S,2025-12-21T03:25:37.4Z,4,REGULAR,rebound,offensive,[],1629111,,,1610612763,121,126,2025-12-21T03:25:42Z,7140000,False,,,0,,J. Landale REBOUND (Off:5 Def:2),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,723.0,7.0,2.0,5.0,,,,,,,,,,,
726,PT00M19.70S,2025-12-21T03:25:41.5Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629111,94.40999984741211,50.0,1610612763,121,126,2025-12-21T03:25:44Z,7150000,False,0.0,0.0,1,right,MISS J. Landale tip Layup,[1629111],1610612763.0,MEM,tip,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
727,PT00M19.70S,2025-12-21T03:25:41.5Z,4,REGULAR,rebound,offensive,[],1642907,,,1610612763,121,126,2025-12-21T03:38:20Z,7160000,False,,,0,,C. Coward REBOUND (Off:3 Def:3),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,,,,,,726.0,6.0,3.0,3.0,,,,,,,,,,,
728,PT00M19.70S,2025-12-21T03:25:48.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642259,,,1610612763,121,126,2025-12-21T03:25:53Z,7170000,False,,,0,,A. Sarr shooting personal FOUL (2 PF) (Coward 2 FT),"[1642259, 1642907]",1610612764.0,WAS,shooting,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1151.0,,,,,,,2.0,0.0,Coward,1642907.0
730,PT00M19.70S,2025-12-21T03:26:08.1Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1642907,,,1610612763,121,126,2025-12-21T03:26:08Z,7190000,False,,,0,,MISS C. Coward Free Throw 1 of 2,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
731,PT00M19.70S,2025-12-21T03:26:08.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,121,126,2025-12-21T03:26:08Z,7200000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,730.0,,,,,,,,,,,,,,
732,PT00M19.70S,2025-12-21T03:26:17.9Z,4,REGULAR,substitution,out,[],1642285,,,1610612763,121,126,2025-12-21T03:26:25Z,7210000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
733,PT00M19.70S,2025-12-21T03:26:17.9Z,4,REGULAR,substitution,out,[],203468,,,1610612763,121,126,2025-12-21T03:26:25Z,7220000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
734,PT00M19.70S,2025-12-21T03:26:17.9Z,4,REGULAR,substitution,in,[],1641765,,,1610612763,121,126,2025-12-21T03:26:25Z,7230000,False,,,0,,SUB in: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
735,PT00M19.70S,2025-12-21T03:26:17.9Z,4,REGULAR,substitution,in,[],1628963,,,1610612763,121,126,2025-12-21T03:26:25Z,7240000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
736,PT00M19.70S,2025-12-21T03:26:41.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1642907,,,1610612763,122,126,2025-12-21T03:26:41Z,7250000,False,,,0,,C. Coward Free Throw 2 of 2 (14 PTS),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
737,PT00M19.70S,2025-12-21T03:26:44.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,122,126,2025-12-21T03:26:44Z,7260000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,PT00M19.70S,2025-12-21T03:27:34.5Z,4,REGULAR,substitution,out,[],1629111,,,1610612764,122,126,2025-12-21T03:28:04Z,7270000,False,,,0,,SUB out: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
739,PT00M19.70S,2025-12-21T03:27:34.5Z,4,REGULAR,substitution,out,[],1630551,,,1610612764,122,126,2025-12-21T03:28:04Z,7280000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
740,PT00M19.70S,2025-12-21T03:27:34.5Z,4,REGULAR,substitution,out,[],1642259,,,1610612764,122,126,2025-12-21T03:28:04Z,7290000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
741,PT00M19.70S,2025-12-21T03:27:34.5Z,4,REGULAR,substitution,out,[],1628963,,,1610612764,122,126,2025-12-21T03:28:04Z,7300000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
742,PT00M19.70S,2025-12-21T03:27:34.5Z,4,REGULAR,substitution,in,[],203484,,,1610612764,122,126,2025-12-21T03:28:04Z,7310000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
743,PT00M19.70S,2025-12-21T03:27:34.5Z,4,REGULAR,substitution,in,[],203468,,,1610612764,122,126,2025-12-21T03:28:04Z,7320000,False,,,0,,SUB in: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
744,PT00M19.70S,2025-12-21T03:27:34.5Z,4,REGULAR,substitution,in,[],1642848,,,1610612764,122,126,2025-12-21T03:28:04Z,7330000,False,,,0,,SUB in: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
745,PT00M19.70S,2025-12-21T03:27:34.5Z,4,REGULAR,substitution,in,[],203114,,,1610612764,122,126,2025-12-21T03:28:04Z,7340000,False,,,0,,SUB in: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
746,PT00M15.60S,2025-12-21T03:28:26.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612764,122,126,2025-12-21T03:28:35Z,7350000,False,,,0,,K. Caldwell-Pope take personal FOUL (3 PF) (Carrington 2 FT),"[203484, 1642267]",1610612763.0,MEM,take,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,,,,,,,,1151.0,,,,,,,3.0,0.0,Carrington,1642267.0
748,PT00M15.60S,2025-12-21T03:28:52.6Z,4,REGULAR,freethrow,1 of 2,[],1642267,,,1610612764,122,127,2025-12-21T03:28:52Z,7370000,False,,,0,,B. Carrington Free Throw 1 of 2 (11 PTS),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
749,PT00M15.60S,2025-12-21T03:28:54.6Z,4,REGULAR,substitution,out,[],203484,,,1610612764,122,127,2025-12-21T03:29:04Z,7380000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
750,PT00M15.60S,2025-12-21T03:28:54.6Z,4,REGULAR,substitution,out,[],1642848,,,1610612764,122,127,2025-12-21T03:29:04Z,7390000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
751,PT00M15.60S,2025-12-21T03:28:54.6Z,4,REGULAR,substitution,out,[],203114,,,1610612764,122,127,2025-12-21T03:29:04Z,7400000,False,,,0,,SUB out: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
752,PT00M15.60S,2025-12-21T03:28:54.6Z,4,REGULAR,substitution,in,[],1629111,,,1610612764,122,127,2025-12-21T03:29:04Z,7410000,False,,,0,,SUB in: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
753,PT00M15.60S,2025-12-21T03:28:54.6Z,4,REGULAR,substitution,in,[],1630551,,,1610612764,122,127,2025-12-21T03:29:04Z,7420000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
754,PT00M15.60S,2025-12-21T03:28:54.6Z,4,REGULAR,substitution,in,[],1642259,,,1610612764,122,127,2025-12-21T03:29:04Z,7430000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
755,PT00M15.60S,2025-12-21T03:29:16.2Z,4,REGULAR,freethrow,2 of 2,[],1642267,,,1610612764,122,128,2025-12-21T03:29:16Z,7440000,False,,,0,,B. Carrington Free Throw 2 of 2 (12 PTS),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
756,PT00M15.60S,2025-12-21T03:29:18.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612763,122,128,2025-12-21T03:29:18Z,7450000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,PT00M15.60S,2025-12-21T03:30:11.0Z,4,REGULAR,substitution,out,[],1641765,,,1610612763,122,128,2025-12-21T03:30:32Z,7460000,False,,,0,,SUB out: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
758,PT00M15.60S,2025-12-21T03:30:11.0Z,4,REGULAR,substitution,out,[],1642907,,,1610612763,122,128,2025-12-21T03:30:32Z,7470000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
759,PT00M15.60S,2025-12-21T03:30:11.0Z,4,REGULAR,substitution,in,[],1642285,,,1610612763,122,128,2025-12-21T03:30:32Z,7480000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
