actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
593,PT03M10.00S,2024-01-11T02:41:25.4Z,4,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612748,112,126,2024-01-11T02:41:34Z,5860000,False,,,0,,J. Williams shooting personal FOUL (2 PF) (Jaquez Jr. 2 FT),"[1631114, 1631170]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,2.0,0.0,,,Jaquez Jr.,1631170.0,,
595,PT03M10.00S,2024-01-11T02:41:51.2Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1631170,,,1610612748,113,126,2024-01-11T02:41:51Z,5880000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (18 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
596,PT03M10.00S,2024-01-11T02:41:58.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,113,126,2024-01-11T02:41:58Z,5890000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT03M10.00S,2024-01-11T02:42:46.2Z,4,REGULAR,substitution,out,[],1630581,,,1610612748,113,126,2024-01-11T02:43:19Z,5910000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT03M10.00S,2024-01-11T02:42:46.2Z,4,REGULAR,substitution,in,[],1629652,,,1610612748,113,126,2024-01-11T02:43:19Z,5920000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT03M10.00S,2024-01-11T02:43:44.5Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1631170,,,1610612748,114,126,2024-01-11T02:43:44Z,5930000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (19 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
601,PT02M52.00S,2024-01-11T02:44:00.0Z,4,REGULAR,3pt,Jump Shot,[],1631114,31.225361366622867,74.50980392156863,1610612760,114,126,2024-01-11T02:44:04Z,5940000,False,-123.0,241.0,1,left,MISS J. Williams 27' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,27.03,Missed,,,,,,,,,,,,,,,,,,
602,PT02M50.00S,2024-01-11T02:44:02.0Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,114,126,2024-01-11T02:44:04Z,5950000,False,,,0,,T. Herro REBOUND (Off:0 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,601.0,5.0,5.0,0.0,,,,,,,,,,,,,,
603,PT02M38.00S,2024-01-11T02:44:15.6Z,4,REGULAR,foul,personal,['2freethrow'],1631096,,,1610612748,114,126,2024-01-11T02:44:30Z,5960000,False,,,0,,C. Holmgren shooting personal FOUL (3 PF) (Adebayo 2 FT),"[1631096, 1628389]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1630886.0,,3.0,0.0,,,Adebayo,1628389.0,,
605,PT02M38.00S,2024-01-11T02:44:52.2Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,115,126,2024-01-11T02:44:52Z,5980000,False,,,0,,B. Adebayo Free Throw 1 of 2 (22 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
606,PT02M38.00S,2024-01-11T02:45:06.5Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,116,126,2024-01-11T02:45:06Z,5990000,False,,,0,,B. Adebayo Free Throw 2 of 2 (23 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
607,PT02M21.00S,2024-01-11T02:45:24.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,10.33180026281209,55.392156862745104,1610612760,116,126,2024-01-11T02:45:51Z,6000000,False,-27.0,45.0,1,left,MISS J. Williams driving floating Shot,[1631114],1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,,,,,,,,,,,,,
608,PT02M18.00S,2024-01-11T02:45:27.6Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,116,126,2024-01-11T02:45:28Z,6010000,False,,,0,,B. Adebayo REBOUND (Off:4 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,607.0,10.0,6.0,4.0,,,,,,,,,,,,,,
609,PT02M09.00S,2024-01-11T02:45:35.9Z,4,REGULAR,2pt,Jump Shot,[],1628389,86.02168199737189,68.13725490196079,1610612748,116,126,2024-01-11T02:46:25Z,6020000,False,91.0,79.0,1,right,MISS B. Adebayo 12' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,12.02,Missed,,,,,,,,,,,,,,,,,,
610,PT02M07.00S,2024-01-11T02:45:37.9Z,4,REGULAR,rebound,defensive,[],1629652,,,1610612760,116,126,2024-01-11T02:45:40Z,6030000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Right,,,609.0,2.0,2.0,0.0,,,,,,,,,,,,,,
611,PT01M51.00S,2024-01-11T02:45:54.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,13.61695137976347,41.42156862745098,1610612760,116,126,2024-01-11T02:46:59Z,6040000,False,43.0,75.0,1,left,MISS S. Gilgeous-Alexander 8' driving floating Shot,[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,8.68,Missed,,,,,,,,,,,,,,,,,,
612,PT01M48.00S,2024-01-11T02:45:57.3Z,4,REGULAR,rebound,defensive,[],1631170,,,1610612748,116,126,2024-01-11T02:46:03Z,6050000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:5),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,611.0,5.0,5.0,0.0,,,,,,,,,,,,,,
614,PT01M46.00S,2024-01-11T02:46:23.7Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612748,116,126,2024-01-11T02:49:05Z,6070000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT01M46.00S,2024-01-11T02:48:03.1Z,4,REGULAR,turnover,out-of-bounds,[],1631170,,,1610612748,116,126,2024-01-11T02:48:25Z,6090000,False,,,0,,J. Jaquez Jr. lost ball out-of-bounds TURNOVER (3 TO),[1631170],1610612748.0,MIA,lost ball,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,202041.0,3.0,,,,,,,,
617,PT01M46.00S,2024-01-11T02:48:28.1Z,4,REGULAR,substitution,out,[],1629652,,,1610612760,116,126,2024-01-11T02:48:37Z,6100000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT01M46.00S,2024-01-11T02:48:28.1Z,4,REGULAR,substitution,in,[],1631119,,,1610612760,116,126,2024-01-11T02:48:37Z,6110000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT01M30.00S,2024-01-11T02:48:45.7Z,4,REGULAR,turnover,traveling,[],1628983,,,1610612760,116,126,2024-01-11T02:49:05Z,6120000,False,,,0,,S. Gilgeous-Alexander traveling TURNOVER (2 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202007.0,2.0,,,,,,,,
620,PT01M13.00S,2024-01-11T02:49:16.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629312,90.22667542706965,41.911764705882355,1610612748,116,126,2024-01-11T02:49:44Z,6130000,False,-40.0,39.0,1,right,MISS H. Highsmith driving floating bank Shot,[1629312],1610612748.0,MIA,driving floating bank,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,5.64,Missed,,,,,,,,,,,,,,,,,,
621,PT01M09.00S,2024-01-11T02:49:20.3Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,116,126,2024-01-11T02:49:23Z,6140000,False,,,0,,B. Adebayo REBOUND (Off:5 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,620.0,11.0,6.0,5.0,,,,,,,,,,,,,,
622,PT01M09.00S,2024-01-11T02:49:22.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628389,94.40999984741211,50.0,1610612748,118,126,2024-01-11T02:49:22Z,6150000,False,0.0,0.0,1,right,B. Adebayo tip Layup (25 PTS),[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,25.0,,,,,,,,,,,,,
623,PT01M08.00S,2024-01-11T02:49:31.3Z,4,REGULAR,turnover,bad pass,[],1628983,,,1610612760,118,126,2024-01-11T02:49:48Z,6160000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (3 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,3.0,,,,,,,,
624,PT01M08.00S,2024-01-11T02:49:43.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631096,,,1610612748,118,126,2024-01-11T02:49:53Z,6170000,False,,,0,,C. Holmgren loose ball personal FOUL (4 PF) (Jaquez Jr. 2 FT),"[1631096, 1631170]",1610612760.0,OKC,loose ball,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,202041.0,,4.0,0.0,,,Jaquez Jr.,1631170.0,,
626,PT01M08.00S,2024-01-11T02:49:58.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1631170,,,1610612748,119,126,2024-01-11T02:49:58Z,6190000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (20 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
627,PT01M08.00S,2024-01-11T02:49:59.2Z,4,REGULAR,substitution,out,[],1630198,,,1610612748,119,126,2024-01-11T02:50:05Z,6200000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT01M08.00S,2024-01-11T02:49:59.2Z,4,REGULAR,substitution,in,[],1630581,,,1610612748,119,126,2024-01-11T02:50:05Z,6210000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT01M08.00S,2024-01-11T02:50:19.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1631170,,,1610612748,120,126,2024-01-11T02:50:19Z,6220000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (21 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
630,PT01M01.00S,2024-01-11T02:50:33.2Z,4,REGULAR,foul,personal,[],1629312,,,1610612760,120,126,2024-01-11T02:53:54Z,6230000,False,,,0,,H. Highsmith personal FOUL (2 PF),"[1629312, 1628983]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202007.0,,2.0,0.0,,,Gilgeous-Alexander,1628983.0,,
632,PT01M01.00S,2024-01-11T02:51:06.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,120,126,2024-01-11T02:51:06Z,6250000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT01M01.00S,2024-01-11T02:52:01.2Z,4,REGULAR,substitution,out,[],1631119,,,1610612760,120,126,2024-01-11T02:52:17Z,6260000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT01M01.00S,2024-01-11T02:52:01.2Z,4,REGULAR,substitution,in,[],1629652,,,1610612760,120,126,2024-01-11T02:52:17Z,6270000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M52.80S,2024-01-11T02:52:40.8Z,4,REGULAR,3pt,Jump Shot,[],1631096,9.149145860709593,95.58823529411765,1610612760,120,126,2024-01-11T02:52:44Z,6280000,False,-228.0,34.0,1,left,MISS C. Holmgren 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,23.03,Missed,,,,,,,,,,,,,,,,,,
636,PT00M50.60S,2024-01-11T02:52:43.0Z,4,REGULAR,rebound,defensive,[],1631107,,,1610612748,120,126,2024-01-11T02:52:44Z,6290000,False,,,0,,N. Jovic REBOUND (Off:0 Def:5),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Left Corner 3,24+ Left,,,635.0,5.0,5.0,0.0,,,,,,,,,,,,,,
637,PT00M44.20S,2024-01-11T02:52:49.6Z,4,REGULAR,3pt,Jump Shot,[],1629639,74.72076215505913,10.049019607843137,1610612748,120,126,2024-01-11T02:53:25Z,6300000,False,-200.0,185.0,1,right,MISS T. Herro 27' fadeaway 3PT,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,27.24,Missed,,,,,,,,,,,,,,,,,,
638,PT00M40.70S,2024-01-11T02:52:53.1Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,120,126,2024-01-11T02:52:58Z,6310000,False,,,0,,J. Giddey REBOUND (Off:0 Def:5),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,637.0,5.0,5.0,0.0,,,,,,,,,,,,,,
639,PT00M37.30S,2024-01-11T02:52:57.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631096,10.988830486202366,44.11764705882353,1610612760,120,128,2024-01-11T02:53:47Z,6320000,False,29.0,51.0,1,left,C. Holmgren running DUNK (23 PTS) (J. Giddey 2 AST),"[1631096, 1630581]",1610612760.0,OKC,running,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,5.87,Made,,,,,23.0,J. Giddey,1630581.0,2.0,,,,,,,,,,
641,PT00M37.30S,2024-01-11T02:53:29.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,120,128,2024-01-11T02:53:29Z,6340000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M37.30S,2024-01-11T02:54:15.5Z,4,REGULAR,substitution,out,[],1631107,,,1610612748,120,128,2024-01-11T02:54:24Z,6350000,False,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M37.30S,2024-01-11T02:54:15.5Z,4,REGULAR,substitution,in,[],1629130,,,1610612748,120,128,2024-01-11T02:54:24Z,6360000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M29.30S,2024-01-11T02:54:51.6Z,4,REGULAR,2pt,Jump Shot,[],1629312,93.11760840998686,86.76470588235294,1610612748,120,128,2024-01-11T02:54:57Z,6370000,False,184.0,12.0,1,right,MISS H. Highsmith 18' step back Shot,[1629312],1610612748.0,MIA,step back,,,Highsmith,H. Highsmith,,,,,Mid-Range,16-24 Right,18.42,Missed,,,,,,,,,,,,,,,,,,
645,PT00M25.90S,2024-01-11T02:54:55.0Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,120,128,2024-01-11T02:54:57Z,6380000,False,,,0,,J. Giddey REBOUND (Off:0 Def:6),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Right,,,644.0,6.0,6.0,0.0,,,,,,,,,,,,,,
646,PT00M17.60S,2024-01-11T02:55:03.3Z,4,REGULAR,turnover,bad pass,[],1631096,,,1610612760,120,128,2024-01-11T02:55:09Z,6390000,False,,,0,,C. Holmgren bad pass TURNOVER (2 TO),"[1631096, 1629130]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,2.0,,,,,,,Robinson,1629130.0
647,PT00M17.60S,2024-01-11T02:55:03.3Z,4,REGULAR,steal,,[],1629130,,,1610612748,120,128,2024-01-11T02:55:05Z,6400000,False,,,0,,D. Robinson STEAL (2 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
648,PT00M13.90S,2024-01-11T02:55:07.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629639,89.70105124835742,55.392156862745104,1610612748,120,128,2024-01-11T02:55:54Z,6410000,False,27.0,44.0,1,right,MISS T. Herro running Layup - blocked,"[1629639, 1631096]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,5.19,Missed,,,,,,,,,,,,,Holmgren,1631096.0,,,,
649,PT00M13.90S,2024-01-11T02:55:07.0Z,4,REGULAR,block,,[],1631096,,,1610612748,120,128,2024-01-11T02:55:09Z,6420000,False,,,0,,C. Holmgren BLOCK (3 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
650,PT00M10.60S,2024-01-11T02:55:10.3Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,120,128,2024-01-11T02:55:16Z,6430000,False,,,0,,J. Giddey REBOUND (Off:0 Def:7),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,648.0,7.0,7.0,0.0,,,,,,,,,,,,,,
651,PT00M00.00S,2024-01-11T02:55:44.4Z,4,REGULAR,period,end,[],0,,,1610612760,120,128,2024-01-11T02:55:44Z,6440000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M00.00S,2024-01-11T02:55:46.8Z,4,REGULAR,game,end,[],0,,,0,120,128,2024-01-11T02:55:46Z,6450000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
