actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
621,PT02M44.00S,2022-10-29T04:24:16.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,11.251642575558476,45.34313725490196,1610612740,116,103,2022-10-29T04:24:54Z,6080000,23.0,53.0,1,left,MISS C. McCollum driving floating Shot - blocked,"[203468, 1628969]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,5.82,Missed,,,,,,,,,,,,,,,,,Bridges,1628969.0
622,PT02M44.00S,2022-10-29T04:24:16.2Z,4,REGULAR,block,,[],1628969,,,1610612740,116,103,2022-10-29T04:24:18Z,6090000,,,0,,M. Bridges BLOCK (3 BLK),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
623,PT02M42.00S,2022-10-29T04:24:18.2Z,4,REGULAR,rebound,defensive,[],1626164,,,1610612756,116,103,2022-10-29T04:24:24Z,6100000,,,0,,D. Booker REBOUND (Off:0 Def:4),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,621.0,4.0,4.0,0.0,,,,,,,,,,,,,
624,PT02M40.00S,2022-10-29T04:24:20.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629661,92.06636005256242,50.98039215686274,1610612756,118,103,2022-10-29T04:25:27Z,6110000,5.0,22.0,1,right,C. Johnson running Layup (16 PTS) (D. Booker 4 AST),"[1629661, 1626164]",1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,2.26,Made,16.0,,,,,,,,,,,,,D. Booker,1626164.0,4.0,,
625,PT02M31.00S,2022-10-29T04:24:28.3Z,4,REGULAR,3pt,Jump Shot,[],1630230,22.683968462549277,91.17647058823529,1610612740,118,103,2022-10-29T04:24:37Z,6120000,-206.0,161.0,1,left,MISS N. Marshall 26' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,26.12,Missed,,,,,,,,,,,,,,,,,,
626,PT02M31.00S,2022-10-29T04:24:28.3Z,4,REGULAR,rebound,defensive,[],1626164,,,1610612756,118,103,2022-10-29T04:24:37Z,6130000,,,0,,D. Booker REBOUND (Off:0 Def:5),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,625.0,5.0,5.0,0.0,,,,,,,,,,,,,
628,PT02M14.00S,2022-10-29T04:24:45.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202687,93.64323258869908,49.50980392156863,1610612756,120,103,2022-10-29T04:24:53Z,6140000,-2.0,7.0,1,right,B. Biyombo cutting Layup (11 PTS) (C. Paul 8 AST),"[202687, 101108]",1610612756.0,PHX,cutting,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,0.77,Made,11.0,,,,,,,,,,,,,C. Paul,101108.0,8.0,,
630,PT02M00.00S,2022-10-29T04:24:59.6Z,4,REGULAR,3pt,Jump Shot,[],1630230,14.668199737187912,96.32352941176471,1610612740,120,106,2022-10-29T04:25:05Z,6160000,-232.0,85.0,1,left,N. Marshall 24' 3PT  (21 PTS) (J. Alvarado 3 AST),"[1630230, 1630631]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,24.68,Made,21.0,,,,,,,,,,,,,J. Alvarado,1630631.0,3.0,,
632,PT01M58.00S,2022-10-29T04:25:11.5Z,4,REGULAR,foul,personal,[],203468,,,1610612756,120,106,2022-10-29T04:25:25Z,6180000,,,0,,C. McCollum personal FOUL (2 PF),"[203468, 1628969]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,,,1627963.0,2.0,0.0,Bridges,1628969.0,,,,,,,,
634,PT01M58.00S,2022-10-29T04:25:20.0Z,4,REGULAR,substitution,out,[],203468,,,1610612756,120,106,2022-10-29T04:25:33Z,6200000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT01M58.00S,2022-10-29T04:25:20.0Z,4,REGULAR,substitution,out,[],1630230,,,1610612756,120,106,2022-10-29T04:25:33Z,6210000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT01M58.00S,2022-10-29T04:25:20.0Z,4,REGULAR,substitution,out,[],1630631,,,1610612756,120,106,2022-10-29T04:25:33Z,6220000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT01M58.00S,2022-10-29T04:25:20.0Z,4,REGULAR,substitution,out,[],202685,,,1610612756,120,106,2022-10-29T04:25:33Z,6230000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT01M58.00S,2022-10-29T04:25:20.0Z,4,REGULAR,substitution,in,[],1628984,,,1610612756,120,106,2022-10-29T04:25:33Z,6240000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT01M58.00S,2022-10-29T04:25:20.0Z,4,REGULAR,substitution,in,[],1626195,,,1610612756,120,106,2022-10-29T04:25:33Z,6250000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT01M58.00S,2022-10-29T04:25:20.0Z,4,REGULAR,substitution,in,[],202066,,,1610612756,120,106,2022-10-29T04:25:33Z,6260000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT01M58.00S,2022-10-29T04:25:20.0Z,4,REGULAR,substitution,in,[],1631220,,,1610612756,120,106,2022-10-29T04:25:33Z,6270000,,,0,,SUB in: D. Seabron,[1631220],1610612740.0,NOP,,,,Seabron,D. Seabron,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT01M58.00S,2022-10-29T04:25:36.8Z,4,REGULAR,substitution,out,[],1630530,,,1610612756,120,106,2022-10-29T04:25:42Z,6280000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT01M58.00S,2022-10-29T04:25:36.8Z,4,REGULAR,substitution,in,[],1629637,,,1610612756,120,106,2022-10-29T04:25:42Z,6290000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT01M49.00S,2022-10-29T04:26:01.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628969,93.11760840998686,51.470588235294116,1610612756,122,106,2022-10-29T04:26:06Z,6300000,7.0,12.0,1,right,M. Bridges cutting DUNK (27 PTS) (C. Paul 9 AST),"[1628969, 101108]",1610612756.0,PHX,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.43,Made,27.0,,,,,,,,,,,,,C. Paul,101108.0,9.0,,
646,PT01M38.00S,2022-10-29T04:26:15.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202687,,,1610612740,122,106,2022-10-29T04:26:29Z,6320000,,,0,,B. Biyombo shooting personal FOUL (5 PF) (Hernangomez 2 FT),"[202687, 1626195]",1610612756.0,PHX,shooting,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,1627963.0,5.0,0.0,Hernangomez,1626195.0,,,,,,,,
648,PT01M38.00S,2022-10-29T04:26:42.9Z,4,REGULAR,freethrow,1 of 2,[],1626195,,,1610612740,122,107,2022-10-29T04:26:42Z,6340000,,,0,,W. Hernangomez Free Throw 1 of 2 (1 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
649,PT01M38.00S,2022-10-29T04:26:43.8Z,4,REGULAR,substitution,out,[],1626164,,,1610612740,122,107,2022-10-29T04:26:54Z,6350000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT01M38.00S,2022-10-29T04:26:43.8Z,4,REGULAR,substitution,out,[],101108,,,1610612740,122,107,2022-10-29T04:26:54Z,6360000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT01M38.00S,2022-10-29T04:26:43.8Z,4,REGULAR,substitution,out,[],1629661,,,1610612740,122,107,2022-10-29T04:26:54Z,6370000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT01M38.00S,2022-10-29T04:26:43.8Z,4,REGULAR,substitution,out,[],1628969,,,1610612740,122,107,2022-10-29T04:26:54Z,6380000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT01M38.00S,2022-10-29T04:26:43.8Z,4,REGULAR,substitution,in,[],1629006,,,1610612740,122,107,2022-10-29T04:26:54Z,6390000,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT01M38.00S,2022-10-29T04:26:43.8Z,4,REGULAR,substitution,in,[],1628470,,,1610612740,122,107,2022-10-29T04:26:54Z,6400000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT01M38.00S,2022-10-29T04:26:43.8Z,4,REGULAR,substitution,in,[],1630613,,,1610612740,122,107,2022-10-29T04:26:54Z,6410000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612756.0,PHX,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT01M38.00S,2022-10-29T04:26:43.8Z,4,REGULAR,substitution,in,[],1626166,,,1610612740,122,107,2022-10-29T04:26:54Z,6420000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT01M38.00S,2022-10-29T04:27:10.3Z,4,REGULAR,freethrow,2 of 2,[],1626195,,,1610612740,122,108,2022-10-29T04:27:10Z,6430000,,,0,,W. Hernangomez Free Throw 2 of 2 (2 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
658,PT01M24.00S,2022-10-29T04:27:25.8Z,4,REGULAR,2pt,Jump Shot,[],1626166,83.26215505913272,30.88235294117647,1610612756,122,108,2022-10-29T04:27:32Z,6440000,-96.0,105.0,1,right,MISS C. Payne 14' step back Shot,[1626166],1610612756.0,PHX,step back,,,Payne,C. Payne,,,,,Mid-Range,8-16 Left,14.19,Missed,,,,,,,,,,,,,,,,,,
659,PT01M20.00S,2022-10-29T04:27:29.8Z,4,REGULAR,rebound,defensive,[],1626195,,,1610612740,122,108,2022-10-29T04:27:32Z,6450000,,,0,,W. Hernangomez REBOUND (Off:2 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Mid-Range,8-16 Left,,,,658.0,4.0,2.0,2.0,,,,,,,,,,,,,
660,PT01M07.00S,2022-10-29T04:27:41.8Z,4,REGULAR,3pt,Jump Shot,[],1628984,21.107095926412615,92.8921568627451,1610612740,122,111,2022-10-29T04:27:45Z,6460000,-214.0,146.0,1,left,D. Graham 25' 3PT  (11 PTS) (W. Hernangomez 1 AST),"[1628984, 1626195]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,25.94,Made,11.0,,,,,,,,,,,,,W. Hernangomez,1626195.0,1.0,,
662,PT00M46.30S,2022-10-29T04:28:06.9Z,4,REGULAR,2pt,Jump Shot,[],1630613,88.78120893561103,77.69607843137256,1610612756,124,111,2022-10-29T04:28:28Z,6480000,138.0,53.0,1,right,D. Washington Jr. 14' turnaround Jump Shot (2 PTS) (C. Payne 5 AST),"[1630613, 1626166]",1610612756.0,PHX,turnaround,,,Washington Jr.,D. Washington Jr.,,,,,Mid-Range,8-16 Right,14.83,Made,2.0,,,,,,,,,,,,,C. Payne,1626166.0,5.0,,
664,PT00M38.80S,2022-10-29T04:28:16.5Z,4,REGULAR,3pt,Jump Shot,[],1626195,28.597240473061763,22.794117647058822,1610612740,124,111,2022-10-29T04:28:24Z,6500000,136.0,216.0,1,left,MISS W. Hernangomez 25' 3PT,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Above the Break 3,24+ Right Center,25.55,Missed,,,,,,,,,,,,,,,,,,
665,PT00M36.50S,2022-10-29T04:28:18.8Z,4,REGULAR,rebound,defensive,[],1629006,,,1610612756,124,111,2022-10-29T04:28:24Z,6510000,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,664.0,1.0,1.0,0.0,,,,,,,,,,,,,
666,PT00M22.90S,2022-10-29T04:28:32.4Z,4,REGULAR,3pt,Jump Shot,[],1630613,94.03745072273325,95.83333333333334,1610612756,124,111,2022-10-29T04:28:36Z,6520000,229.0,4.0,1,right,MISS D. Washington Jr. 3PT,[1630613],1610612756.0,PHX,,,,Washington Jr.,D. Washington Jr.,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
667,PT00M20.40S,2022-10-29T04:28:34.9Z,4,REGULAR,rebound,offensive,[],1629006,,,1610612756,124,111,2022-10-29T04:28:36Z,6530000,,,0,,J. Okogie REBOUND (Off:1 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,,,,666.0,2.0,1.0,1.0,,,,,,,,,,,,,
668,PT00M10.80S,2022-10-29T04:28:44.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630613,78.66294349540078,92.40196078431373,1610612756,124,111,2022-10-29T04:28:52Z,6540000,212.0,148.0,1,right,MISS D. Washington Jr. 25' 3PT,[1630613],1610612756.0,PHX,,,,Washington Jr.,D. Washington Jr.,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
669,PT00M05.90S,2022-10-29T04:28:49.5Z,4,REGULAR,rebound,offensive,[],1629006,,,1610612756,124,111,2022-10-29T04:28:52Z,6550000,,,0,,J. Okogie REBOUND (Off:2 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,668.0,3.0,1.0,2.0,,,,,,,,,,,,,
670,PT00M00.00S,2022-10-29T04:28:59.5Z,4,REGULAR,period,end,[],0,,,1610612756,124,111,2022-10-29T04:28:59Z,6560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M00.00S,2022-10-29T04:29:04.7Z,4,REGULAR,game,end,[],0,,,0,124,111,2022-10-29T04:29:04Z,6570000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
