actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
591,PT04M17.00S,2023-12-21T02:20:35.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,31.750985545335087,44.85294117647059,1610612750,112,103,2023-12-21T02:20:52Z,5860000,False,26.0,246.0,1,left,MISS A. Edwards 24' running pullup 3PT,[1630162],1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,24.73,Missed,,,,,,,,,,,,,,,,,,
592,PT04M15.00S,2023-12-21T02:20:37.3Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,112,103,2023-12-21T02:20:52Z,5870000,False,,,0,,J. Embiid REBOUND (Off:2 Def:9),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,591.0,,,,,,11.0,9.0,2.0,,,,,,,,,
593,PT03M58.00S,2023-12-21T02:20:54.6Z,4,REGULAR,2pt,Jump Shot,[],203954,73.27529566360053,43.627450980392155,1610612755,114,103,2023-12-21T02:21:00Z,5880000,False,-32.0,199.0,1,right,J. Embiid 20' fadeaway Jump Shot (46 PTS),[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,20.12,Made,,,,,,,,,,,46.0,,,,,,,
594,PT03M57.00S,2023-12-21T02:21:01.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612750,114,103,2023-12-21T02:21:01Z,5890000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT03M38.00S,2023-12-21T02:22:57.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,5.469776609724048,47.05882352941176,1610612750,114,103,2023-12-21T02:23:07Z,5900000,False,15.0,-1.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
596,PT03M37.00S,2023-12-21T02:22:58.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,114,103,2023-12-21T02:24:48Z,5910000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,595.0,,,,,,,,,,,,,,,,,
598,PT03M37.00S,2023-12-21T02:23:16.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,114,103,2023-12-21T02:24:48Z,5930000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT03M19.00S,2023-12-21T02:25:21.5Z,4,REGULAR,2pt,Jump Shot,[],203954,76.03482260183968,65.93137254901961,1610612755,116,103,2023-12-21T02:25:26Z,5950000,False,80.0,173.0,1,right,J. Embiid 19' Jump Shot (48 PTS) (T. Maxey 5 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right Center,19.03,Made,,,,,,,,,,,48.0,T. Maxey,1630178.0,5.0,,,,
602,PT02M59.00S,2023-12-21T02:25:42.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202699,,,1610612750,116,103,2023-12-21T02:25:49Z,5970000,False,,,0,,T. Harris shooting personal FOUL (5 PF) (Edwards 2 FT),"[202699, 1630162]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,1627962.0,5.0,0.0,Edwards,1630162.0,,,,,,,,,,,,
604,PT02M59.00S,2023-12-21T02:26:09.8Z,4,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,116,104,2023-12-21T02:26:09Z,5990000,False,,,0,,A. Edwards Free Throw 1 of 2 (27 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,,,,,27.0,,,,,,,
605,PT02M59.00S,2023-12-21T02:26:09.8Z,4,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,116,104,2023-12-21T02:26:31Z,6000000,False,,,0,,MISS A. Edwards Free Throw 2 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
606,PT02M57.00S,2023-12-21T02:26:11.8Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,116,104,2023-12-21T02:26:31Z,6010000,False,,,0,,J. Embiid REBOUND (Off:2 Def:10),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,605.0,,,,,,12.0,10.0,2.0,,,,,,,,,
607,PT02M40.00S,2023-12-21T02:26:46.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626162,92.46057818659659,53.18627450980392,1610612755,116,104,2023-12-21T02:28:44Z,6020000,False,16.0,18.0,1,right,MISS K. Oubre Jr. cutting DUNK,[1626162],1610612755.0,PHI,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,,
608,PT02M37.00S,2023-12-21T02:26:49.5Z,4,REGULAR,rebound,defensive,[],1630162,,,1610612750,116,104,2023-12-21T02:26:53Z,6030000,False,,,0,,A. Edwards REBOUND (Off:1 Def:6),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,607.0,,,,,,7.0,6.0,1.0,,,,,,,,,
609,PT02M28.00S,2023-12-21T02:26:58.8Z,4,REGULAR,turnover,bad pass,[],1626157,,,1610612750,116,104,2023-12-21T02:27:02Z,6040000,False,,,0,,K. Towns bad pass TURNOVER (4 TO),"[1626157, 1626162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,4.0,,,,,,,Oubre Jr.,1626162.0
610,PT02M28.00S,2023-12-21T02:26:58.8Z,4,REGULAR,steal,,[],1626162,,,1610612755,116,104,2023-12-21T02:27:00Z,6050000,False,,,0,,K. Oubre Jr. STEAL (2 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
611,PT02M15.00S,2023-12-21T02:27:12.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,92.85479632063075,52.20588235294118,1610612755,118,104,2023-12-21T02:27:40Z,6060000,False,11.0,15.0,1,right,T. Maxey driving finger roll Layup (35 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,,,,,,,35.0,,,,,,,
612,PT02M15.00S,2023-12-21T02:27:16.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612750,118,104,2023-12-21T02:27:16Z,6070000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT02M15.00S,2023-12-21T02:28:44.6Z,4,REGULAR,substitution,out,[],1630183,,,1610612750,118,104,2023-12-21T02:28:52Z,6080000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT02M15.00S,2023-12-21T02:28:44.6Z,4,REGULAR,substitution,out,[],1630162,,,1610612750,118,104,2023-12-21T02:28:52Z,6090000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT02M15.00S,2023-12-21T02:28:44.6Z,4,REGULAR,substitution,out,[],1629638,,,1610612750,118,104,2023-12-21T02:28:52Z,6100000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT02M15.00S,2023-12-21T02:28:44.6Z,4,REGULAR,substitution,out,[],203497,,,1610612750,118,104,2023-12-21T02:28:52Z,6110000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT02M15.00S,2023-12-21T02:28:44.6Z,4,REGULAR,substitution,out,[],1626157,,,1610612750,118,104,2023-12-21T02:28:52Z,6120000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT02M15.00S,2023-12-21T02:28:44.6Z,4,REGULAR,substitution,in,[],1629162,,,1610612750,118,104,2023-12-21T02:28:52Z,6130000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT02M15.00S,2023-12-21T02:28:44.6Z,4,REGULAR,substitution,in,[],1631111,,,1610612750,118,104,2023-12-21T02:28:52Z,6140000,False,,,0,,SUB in: W. Moore Jr.,[1631111],1610612750.0,MIN,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT02M15.00S,2023-12-21T02:28:44.6Z,4,REGULAR,substitution,in,[],1630568,,,1610612750,118,104,2023-12-21T02:28:52Z,6150000,False,,,0,,SUB in: L. Garza,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT02M15.00S,2023-12-21T02:28:44.6Z,4,REGULAR,substitution,in,[],1629003,,,1610612750,118,104,2023-12-21T02:28:52Z,6160000,False,,,0,,SUB in: S. Milton,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT02M15.00S,2023-12-21T02:28:44.6Z,4,REGULAR,substitution,in,[],1628972,,,1610612750,118,104,2023-12-21T02:28:52Z,6170000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT02M02.00S,2023-12-21T02:28:55.7Z,4,REGULAR,3pt,Jump Shot,[],1628972,7.966491458607096,96.07843137254902,1610612750,118,107,2023-12-21T02:29:01Z,6180000,False,-230.0,22.0,1,left,T. Brown Jr. 3PT  (3 PTS) (J. McLaughlin 1 AST),"[1628972, 1629162]",1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,Left Corner 3,24+ Left,23.15,Made,,,,,,,,,,,3.0,J. McLaughlin,1629162.0,1.0,,,,
625,PT01M49.00S,2023-12-21T02:29:18.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630568,,,1610612755,118,107,2023-12-21T02:29:24Z,6200000,False,,,0,,L. Garza shooting personal FOUL (1 PF) (Embiid 2 FT),"[1630568, 203954]",1610612750.0,MIN,shooting,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,,,,202056.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,
627,PT01M49.00S,2023-12-21T02:29:43.7Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,119,107,2023-12-21T02:30:25Z,6220000,False,,,0,,J. Embiid Free Throw 1 of 2 (49 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,49.0,,,,,,,
628,PT01M49.00S,2023-12-21T02:29:44.7Z,4,REGULAR,substitution,out,[],1630178,,,1610612755,119,107,2023-12-21T02:30:13Z,6230000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT01M49.00S,2023-12-21T02:29:44.7Z,4,REGULAR,substitution,out,[],1626162,,,1610612755,119,107,2023-12-21T02:30:13Z,6240000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT01M49.00S,2023-12-21T02:29:44.7Z,4,REGULAR,substitution,out,[],202699,,,1610612755,119,107,2023-12-21T02:30:13Z,6250000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT01M49.00S,2023-12-21T02:29:44.7Z,4,REGULAR,substitution,in,[],1627788,,,1610612755,119,107,2023-12-21T02:30:13Z,6260000,False,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT01M49.00S,2023-12-21T02:29:44.7Z,4,REGULAR,substitution,in,[],1630194,,,1610612755,119,107,2023-12-21T02:30:13Z,6270000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT01M49.00S,2023-12-21T02:29:44.7Z,4,REGULAR,substitution,in,[],1630231,,,1610612755,119,107,2023-12-21T02:30:13Z,6280000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT01M49.00S,2023-12-21T02:29:43.7Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,119,107,2023-12-21T02:30:25Z,6290000,False,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
635,PT01M47.00S,2023-12-21T02:29:45.7Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612755,119,107,2023-12-21T02:30:25Z,6300000,False,,,0,,P. Reed REBOUND (Off:4 Def:3),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,634.0,,,,,,7.0,3.0,4.0,,,,,,,,,
636,PT01M46.00S,2023-12-21T02:30:23.8Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],203954,77.7431011826544,54.65686274509803,1610612755,121,107,2023-12-21T02:30:28Z,6310000,False,23.0,157.0,1,right,J. Embiid 15' Jump Shot (51 PTS) (P. Reed 3 AST),"[203954, 1630194]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,15.84,Made,,,,,,,,,,,51.0,P. Reed,1630194.0,3.0,,,,
638,PT01M42.00S,2023-12-21T02:30:32.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203954,,,1610612750,121,107,2023-12-21T02:30:39Z,6330000,False,,,0,,J. Embiid personal FOUL (5 PF) (Milton 2 FT),"[203954, 1629003]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,1179.0,5.0,0.0,Milton,1629003.0,,,,,,,,,,,,
640,PT01M42.00S,2023-12-21T02:30:59.9Z,4,REGULAR,freethrow,1 of 2,[],1629003,,,1610612750,121,108,2023-12-21T02:30:59Z,6350000,False,,,0,,S. Milton Free Throw 1 of 2 (1 PTS),[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
641,PT01M42.00S,2023-12-21T02:31:00.5Z,4,REGULAR,substitution,out,[],202694,,,1610612750,121,108,2023-12-21T02:31:07Z,6360000,False,,,0,,SUB out: M. Morris Sr.,[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT01M42.00S,2023-12-21T02:31:00.5Z,4,REGULAR,substitution,out,[],203954,,,1610612750,121,108,2023-12-21T02:31:07Z,6370000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT01M42.00S,2023-12-21T02:31:00.5Z,4,REGULAR,substitution,in,[],1630531,,,1610612750,121,108,2023-12-21T02:31:07Z,6380000,False,,,0,,SUB in: J. Springer,[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT01M42.00S,2023-12-21T02:31:00.5Z,4,REGULAR,substitution,in,[],1628964,,,1610612750,121,108,2023-12-21T02:31:07Z,6390000,False,,,0,,SUB in: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT01M42.00S,2023-12-21T02:31:21.9Z,4,REGULAR,freethrow,2 of 2,[],1629003,,,1610612750,121,109,2023-12-21T02:31:21Z,6400000,False,,,0,,S. Milton Free Throw 2 of 2 (2 PTS),[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
646,PT01M31.00S,2023-12-21T02:31:35.1Z,4,REGULAR,2pt,Jump Shot,[],1627788,91.40932982917214,70.34313725490196,1610612755,121,109,2023-12-21T02:31:41Z,6410000,False,102.0,28.0,1,right,MISS F. Korkmaz 10' driving floating Shot,[1627788],1610612755.0,PHI,driving floating,,,Korkmaz,F. Korkmaz,,,,,Mid-Range,8-16 Right,10.56,Missed,,,,,,,,,,,,,,,,,,
647,PT01M28.00S,2023-12-21T02:31:38.1Z,4,REGULAR,rebound,defensive,[],1630568,,,1610612750,121,109,2023-12-21T02:38:59Z,6420000,False,,,0,,L. Garza REBOUND (Off:0 Def:1),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,Mid-Range,8-16 Right,,,646.0,,,,,,1.0,1.0,0.0,,,,,,,,,
650,PT01M24.00S,2023-12-21T02:31:44.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629003,5.206964520367937,51.470588235294116,1610612750,121,109,2023-12-21T02:39:19Z,6450000,False,-7.0,-4.0,1,left,MISS S. Milton running Layup - blocked,"[1629003, 1630194]",1610612750.0,MIN,running,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,0.82,Missed,,,,,,,,,,,,,,,Reed,1630194.0,,
651,PT01M24.00S,2023-12-21T02:31:44.1Z,4,REGULAR,block,,[],1630194,,,1610612750,121,109,2023-12-21T02:31:46Z,6460000,False,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
652,PT01M24.00S,2023-12-21T02:31:44.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612750,121,109,2023-12-21T02:31:51Z,6470000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,650.0,,,,,,,,,,,,,,,,,
654,PT01M16.00S,2023-12-21T02:32:03.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630568,31.882391590013142,67.40196078431373,1610612750,121,109,2023-12-21T02:39:19Z,6490000,False,-87.0,247.0,1,left,MISS L. Garza 26' 3PT,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Left Center,26.21,Missed,,,,,,,,,,,,,,,,,,
655,PT01M12.00S,2023-12-21T02:32:07.9Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,121,109,2023-12-21T02:32:11Z,6500000,False,,,0,,P. Reed REBOUND (Off:4 Def:4),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,654.0,,,,,,8.0,4.0,4.0,,,,,,,,,
656,PT01M03.00S,2023-12-21T02:32:16.7Z,4,REGULAR,turnover,bad pass,[],1630194,,,1610612755,121,109,2023-12-21T02:32:21Z,6510000,False,,,0,,P. Reed bad pass TURNOVER (2 TO),"[1630194, 1631111]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,2.0,,,,,,,Moore Jr.,1631111.0
657,PT01M03.00S,2023-12-21T02:32:16.7Z,4,REGULAR,steal,,[],1631111,,,1610612750,121,109,2023-12-21T02:32:18Z,6520000,False,,,0,,W. Moore Jr. STEAL (1 STL),[1631111],1610612750.0,MIN,,,,Moore Jr.,W. Moore Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
658,PT01M01.00S,2023-12-21T02:32:19.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631111,6.521024967148489,48.03921568627451,1610612750,121,111,2023-12-21T02:32:28Z,6530000,False,10.0,9.0,1,left,W. Moore Jr. running finger roll Layup (2 PTS),[1631111],1610612750.0,MIN,running finger roll,,,Moore Jr.,W. Moore Jr.,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,,,,,,,2.0,,,,,,,
659,PT00M48.00S,2023-12-21T02:32:36.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630194,91.40932982917214,52.69607843137255,1610612755,123,111,2023-12-21T02:32:41Z,6540000,False,13.0,28.0,1,right,P. Reed turnaround Hook (4 PTS) (J. Springer 1 AST),"[1630194, 1630531]",1610612755.0,PHI,turnaround,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,3.14,Made,,,,,,,,,,,4.0,J. Springer,1630531.0,1.0,,,,
660,PT00M43.50S,2023-12-21T02:32:45.0Z,4,REGULAR,turnover,out-of-bounds,[],1631111,,,1610612750,123,111,2023-12-21T02:32:53Z,6550000,False,,,0,,W. Moore Jr. bad pass out-of-bounds TURNOVER (1 TO),[1631111],1610612750.0,MIN,bad pass,,,Moore Jr.,W. Moore Jr.,,,,,Above the Break 3,24+ Center,,,,1627962.0,,,,,,,,1.0,,,,,,,,
661,PT00M31.30S,2023-12-21T02:33:03.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630568,,,1610612755,123,111,2023-12-21T02:33:08Z,6560000,False,,,0,,L. Garza shooting personal FOUL (2 PF) (Reed 2 FT),"[1630568, 1630194]",1610612750.0,MIN,shooting,,,Garza,L. Garza,,,,,In The Paint (Non-RA),8-16 Center,,,,1179.0,2.0,0.0,Reed,1630194.0,,,,,,,,,,,,
663,PT00M31.30S,2023-12-21T02:33:25.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630194,,,1610612755,124,111,2023-12-21T02:33:25Z,6580000,False,,,0,,P. Reed Free Throw 1 of 2 (5 PTS),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
664,PT00M31.30S,2023-12-21T02:33:39.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630194,,,1610612755,125,111,2023-12-21T02:33:39Z,6590000,False,,,0,,P. Reed Free Throw 2 of 2 (6 PTS),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
665,PT00M18.80S,2023-12-21T02:33:53.8Z,4,REGULAR,turnover,bad pass,[],1628972,,,1610612750,125,111,2023-12-21T02:33:59Z,6600000,False,,,0,,T. Brown Jr. bad pass TURNOVER (3 TO),"[1628972, 1630194]",1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,3.0,,,,,,,Reed,1630194.0
666,PT00M18.80S,2023-12-21T02:33:53.8Z,4,REGULAR,steal,,[],1630194,,,1610612755,125,111,2023-12-21T02:33:55Z,6610000,False,,,0,,P. Reed STEAL (3 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
667,PT00M16.00S,2023-12-21T02:33:57.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630194,91.67214191852825,52.94117647058824,1610612755,127,111,2023-12-21T02:34:06Z,6620000,False,15.0,26.0,1,right,P. Reed running reverse DUNK (8 PTS),[1630194],1610612755.0,PHI,running reverse,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,2.97,Made,,,,,,,,,,,8.0,,,,,,,
668,PT00M11.20S,2023-12-21T02:34:06.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628972,5.469776609724048,52.20588235294118,1610612750,127,113,2023-12-21T02:34:12Z,6630000,False,-11.0,-1.0,1,left,T. Brown Jr. Layup (5 PTS) (L. Garza 1 AST),"[1628972, 1630568]",1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,,,,,5.0,L. Garza,1630568.0,1.0,,,,
670,PT00M00.00S,2023-12-21T02:34:24.0Z,4,REGULAR,period,end,[],0,,,1610612755,127,113,2023-12-21T02:34:24Z,6650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M00.00S,2023-12-21T02:34:30.4Z,4,REGULAR,game,end,[],0,,,0,127,113,2023-12-21T02:34:30Z,6660000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
