actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
628,PT01M19.00S,2021-11-24T02:51:22.5Z,4,REGULAR,rebound,defensive,[],201566,,,1610612747,105,95,2021-11-24T02:51:22Z,5900000,,,0,,R. Westbrook REBOUND (Off:1 Def:12),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,627.0,13.0,12.0,1.0,,,,,,,,,,,,,,
629,PT01M14.00S,2021-11-24T02:51:28.8Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",203095,,,1610612747,105,95,2021-11-24T02:51:45Z,5910000,,,0,,E. Fournier shooting personal FOUL (3 PF) (Westbrook 3 FT),"[203095, 201566]",1610612752.0,NYK,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,202007.0,,,,,,,,,3.0,0.0,Westbrook,201566.0
633,PT01M14.00S,2021-11-24T02:51:45.5Z,4,REGULAR,substitution,out,[],1630167,,,1610612747,105,95,2021-11-24T02:52:24Z,5925000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,
634,PT01M14.00S,2021-11-24T02:51:45.5Z,4,REGULAR,substitution,in,[],203944,,,1610612747,105,95,2021-11-24T02:52:24Z,5927500,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
631,PT01M14.00S,2021-11-24T02:52:02.2Z,4,REGULAR,freethrow,1 of 3,[],201566,,,1610612747,105,96,2021-11-24T02:52:02Z,5930000,,,0,,R. Westbrook Free Throw 1 of 3 (27 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,27.0,,,,,,,,,,,,,
632,PT01M14.00S,2021-11-24T02:52:17.2Z,4,REGULAR,freethrow,2 of 3,[],201566,,,1610612747,105,97,2021-11-24T02:52:17Z,5940000,,,0,,R. Westbrook Free Throw 2 of 3 (28 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,28.0,,,,,,,,,,,,,
635,PT01M14.00S,2021-11-24T02:52:43.1Z,4,REGULAR,freethrow,3 of 3,[],201566,,,1610612747,105,98,2021-11-24T02:52:43Z,5950000,,,0,,R. Westbrook Free Throw 3 of 3 (29 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,29.0,,,,,,,,,,,,,
636,PT00M52.60S,2021-11-24T02:53:08.4Z,4,REGULAR,2pt,Jump Shot,[],203944,18.74178712220762,17.892156862745097,1610612752,105,98,2021-11-24T02:53:25Z,5960000,161.0,124.0,1,left,MISS J. Randle 20' step back Shot,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,20.26,Missed,,,,,,,,,,,,,,,,,,
637,PT00M50.60S,2021-11-24T02:53:10.4Z,4,REGULAR,rebound,defensive,[],2546,,,1610612747,105,98,2021-11-24T02:53:14Z,5970000,,,0,,C. Anthony REBOUND (Off:1 Def:2),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,636.0,3.0,2.0,1.0,,,,,,,,,,,,,,
638,PT00M39.90S,2021-11-24T02:53:22.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201566,93.24901445466492,52.450980392156865,1610612747,105,100,2021-11-24T02:53:27Z,5980000,12.0,11.0,1,right,R. Westbrook Layup (31 PTS) (M. Monk 4 AST),"[201566, 1628370]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,1.65,Made,,,,,31.0,,,M. Monk,1628370.0,4.0,,,,,,,,
639,PT00M37.70S,2021-11-24T02:54:01.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,105,100,2021-11-24T02:54:01Z,5990000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT00M37.70S,2021-11-24T02:54:01.1Z,4,REGULAR,substitution,out,[],203457,,,1610612752,105,100,2021-11-24T02:55:28Z,6000000,,,0,,SUB out: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M37.70S,2021-11-24T02:54:01.1Z,4,REGULAR,substitution,in,[],202689,,,1610612752,105,100,2021-11-24T02:55:28Z,6020000,,,0,,SUB in: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M37.70S,2021-11-24T02:55:37.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,105,100,2021-11-24T02:55:37Z,6040000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M35.50S,2021-11-24T02:57:06.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2546,,,1610612752,105,100,2021-11-24T02:57:17Z,6050000,,,0,,C. Anthony personal FOUL (5 PF) (Randle 2 FT),"[2546, 203944]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,201639.0,,,,,,,,,5.0,1.0,Randle,203944.0
650,PT00M35.50S,2021-11-24T02:57:21.7Z,4,REGULAR,substitution,out,[],202689,,,1610612752,105,100,2021-11-24T02:57:54Z,6065000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M35.50S,2021-11-24T02:57:21.7Z,4,REGULAR,substitution,in,[],1629628,,,1610612752,105,100,2021-11-24T02:57:54Z,6067500,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M35.50S,2021-11-24T02:57:37.2Z,4,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,105,100,2021-11-24T02:57:37Z,6070000,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Missed,,,,,,,,,,,,,,,,,,
649,PT00M35.50S,2021-11-24T02:57:37.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,105,100,2021-11-24T02:57:37Z,6080000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,648.0,,,,,,,,,,,,,,,,,
652,PT00M35.50S,2021-11-24T02:58:01.7Z,4,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,106,100,2021-11-24T02:58:01Z,6090000,,,0,,J. Randle Free Throw 2 of 2 (20 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
653,PT00M35.50S,2021-11-24T02:58:04.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612747,106,100,2021-11-24T02:58:04Z,6100000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M35.50S,2021-11-24T02:58:04.8Z,4,REGULAR,substitution,out,[],203095,,,1610612747,106,100,2021-11-24T02:59:31Z,6110000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M35.50S,2021-11-24T02:58:04.8Z,4,REGULAR,substitution,in,[],203457,,,1610612747,106,100,2021-11-24T02:59:31Z,6120000,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M30.60S,2021-11-24T02:59:42.3Z,4,REGULAR,3pt,Jump Shot,[],201566,69.07030223390277,70.83333333333334,1610612747,106,100,2021-11-24T03:00:07Z,6130000,104.0,238.0,1,right,MISS R. Westbrook 26' pullup 3PT,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,
657,PT00M28.10S,2021-11-24T02:59:44.8Z,4,REGULAR,rebound,offensive,[],202340,,,1610612747,106,100,2021-11-24T02:59:48Z,6140000,,,0,,A. Bradley REBOUND (Off:2 Def:7),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,656.0,9.0,7.0,2.0,,,,,,,,,,,,,,
658,PT00M24.80S,2021-11-24T02:59:48.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,94.03745072273325,96.32352941176471,1610612747,106,100,2021-11-24T03:00:32Z,6150000,232.0,4.0,1,right,MISS M. Monk fadeaway 3PT,[1628370],1610612747.0,LAL,fadeaway,,,Monk,M. Monk,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,
659,PT00M23.00S,2021-11-24T02:59:49.8Z,4,REGULAR,rebound,defensive,[],203944,,,1610612752,106,100,2021-11-24T02:59:54Z,6160000,,,0,,J. Randle REBOUND (Off:1 Def:15),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,658.0,16.0,15.0,1.0,,,,,,,,,,,,,,
660,PT00M00.90S,2021-11-24T03:00:17.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612752,106,100,2021-11-24T03:00:21Z,6170000,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,201639.0,,,,,,,,,,,,
661,PT00M00.00S,2021-11-24T03:00:27.5Z,4,REGULAR,period,end,[],0,,,1610612747,106,100,2021-11-24T03:00:27Z,6180000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M00.00S,2021-11-24T03:00:37.5Z,4,REGULAR,game,end,[],0,,,0,106,100,2021-11-24T03:00:37Z,6190000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
