actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
640,PT05M50.00S,2022-02-27T20:24:00.5Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,105,108,2022-02-27T20:24:03Z,5790000,,,0,,J. Embiid REBOUND (Off:0 Def:7),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,,,,639.0,7.0,7.0,0.0,,,,,,,,,
641,PT05M43.00S,2022-02-27T20:24:07.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,94.56307490144546,49.01960784313725,1610612755,105,110,2022-02-27T20:24:11Z,5800000,-5.0,-1.0,1,right,J. Embiid cutting DUNK (35 PTS) (J. Harden 15 AST),"[203954, 201935]",1610612755.0,PHI,cutting,,,,,,,,,Embiid,J. Embiid,,,Made,35.0,0.51,,,,,,J. Harden,201935.0,15.0,,,,,
643,PT05M31.00S,2022-02-27T20:24:24.8Z,4,REGULAR,foul,offensive,['inpenalty'],1630167,,,1610612752,105,110,2022-02-27T20:24:41Z,5820000,,,0,,O. Toppin offensive FOUL (2 PF),"[1630167, 1629680]",1610612752.0,NYK,,,,,,,200834.0,2.0,0.0,Toppin,O. Toppin,Thybulle,1629680.0,,,,,,,,,,,,,,,,
645,PT05M31.00S,2022-02-27T20:24:24.8Z,4,REGULAR,turnover,offensive foul,[],1630167,,,1610612752,105,110,2022-02-27T20:24:41Z,5840000,,,0,,O. Toppin offensive foul TURNOVER (1 TO),[1630167],1610612752.0,NYK,,,,,,,201245.0,,,Toppin,O. Toppin,,,,,,,,,,1.0,,,,,,,,
646,PT05M31.00S,2022-02-27T20:24:50.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,105,110,2022-02-27T20:24:50Z,5850000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT05M31.00S,2022-02-27T20:24:50.6Z,4,REGULAR,substitution,out,[],1630167,,,1610612755,105,110,2022-02-27T20:28:00Z,5870000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,
649,PT05M31.00S,2022-02-27T20:24:50.6Z,4,REGULAR,substitution,in,[],203095,,,1610612755,105,110,2022-02-27T20:28:00Z,5880000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,,,,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,
650,PT05M16.00S,2022-02-27T20:28:41.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203954,80.1084099868594,36.27450980392157,1610612755,105,110,2022-02-27T20:28:47Z,5890000,-69.0,134.0,1,right,MISS J. Embiid 15' step back Shot,[203954],1610612755.0,PHI,step back,,,,,,,,,Embiid,J. Embiid,,,Missed,,15.1,,,,,,,,,,,,,
651,PT05M14.00S,2022-02-27T20:28:43.4Z,4,REGULAR,rebound,defensive,[],202692,,,1610612752,105,110,2022-02-27T20:28:47Z,5900000,,,0,,A. Burks REBOUND (Off:0 Def:6),[202692],1610612752.0,NYK,,,,,,,,,,Burks,A. Burks,,,,,,650.0,6.0,6.0,0.0,,,,,,,,,
652,PT05M05.00S,2022-02-27T20:28:51.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203944,5.206964520367937,52.69607843137255,1610612752,105,110,2022-02-27T20:28:55Z,5910000,-13.0,-4.0,1,left,MISS J. Randle cutting Layup,[203944],1610612752.0,NYK,cutting,,,,,,,,,Randle,J. Randle,,,Missed,,1.4,,,,,,,,,,,,,
653,PT05M04.00S,2022-02-27T20:28:52.7Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,105,110,2022-02-27T20:28:55Z,5920000,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,,,,,,,Harris,T. Harris,,,,,,652.0,4.0,4.0,0.0,,,,,,,,,
654,PT04M55.00S,2022-02-27T20:29:05.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203944,,,1610612755,105,110,2022-02-27T20:29:17Z,5930000,,,0,,J. Randle shooting personal FOUL (4 PF) (Embiid 2 FT),"[203944, 203954]",1610612752.0,NYK,shooting,,,,,,200834.0,4.0,0.0,Randle,J. Randle,Embiid,203954.0,,,,,,,,,,,,,,,,
656,PT04M55.00S,2022-02-27T20:29:37.5Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,105,111,2022-02-27T20:29:37Z,5950000,,,0,,J. Embiid Free Throw 1 of 2 (36 PTS),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,Made,36.0,,,,,,,,,,,,,,
657,PT04M55.00S,2022-02-27T20:29:59.9Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,105,112,2022-02-27T20:29:59Z,5960000,,,0,,J. Embiid Free Throw 2 of 2 (37 PTS),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,Made,37.0,,,,,,,,,,,,,,
658,PT04M41.00S,2022-02-27T20:30:15.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.783837056504599,48.28431372549019,1610612752,107,112,2022-02-27T20:30:19Z,5970000,9.0,11.0,1,left,R. Barrett driving Layup (22 PTS),[1629628],1610612752.0,NYK,driving,,,,,,,,,Barrett,R. Barrett,,,Made,22.0,1.42,,,,,,,,,,,,,
659,PT04M16.00S,2022-02-27T20:30:40.6Z,4,REGULAR,2pt,Jump Shot,[],1630178,79.45137976346912,50.49019607843137,1610612755,107,112,2022-02-27T20:31:28Z,5980000,2.0,141.0,1,right,MISS T. Maxey 14' turnaround fadeaway Shot,[1630178],1610612755.0,PHI,turnaround fadeaway,,,,,,,,,Maxey,T. Maxey,,,Missed,,14.07,,,,,,,,,,,,,
660,PT04M14.00S,2022-02-27T20:30:42.6Z,4,REGULAR,rebound,offensive,[],202699,,,1610612755,107,112,2022-02-27T20:30:47Z,5990000,,,0,,T. Harris REBOUND (Off:1 Def:4),[202699],1610612755.0,PHI,,,,,,,,,,Harris,T. Harris,,,,,,659.0,5.0,4.0,1.0,,,,,,,,,
661,PT04M02.00S,2022-02-27T20:30:55.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202699,91.14651773981603,95.09803921568627,1610612755,107,115,2022-02-27T20:30:59Z,6000000,225.0,31.0,1,right,T. Harris 3PT  (7 PTS) (M. Thybulle 2 AST),"[202699, 1629680]",1610612755.0,PHI,,,,,,,,,,Harris,T. Harris,,,Made,7.0,22.76,,,,,,M. Thybulle,1629680.0,2.0,,,,,
663,PT03M41.00S,2022-02-27T20:31:14.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,16.376478318002626,51.71568627450981,1610612752,107,115,2022-02-27T20:31:21Z,6020000,-9.0,101.0,1,left,MISS R. Barrett 10' turnaround fadeaway Shot,[1629628],1610612752.0,NYK,turnaround fadeaway,,,,,,,,,Barrett,R. Barrett,,,Missed,,10.18,,,,,,,,,,,,,
664,PT03M39.00S,2022-02-27T20:31:16.9Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,107,115,2022-02-27T20:31:21Z,6030000,,,0,,J. Embiid REBOUND (Off:0 Def:8),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,,,,663.0,8.0,8.0,0.0,,,,,,,,,
665,PT03M35.00S,2022-02-27T20:31:27.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,107,115,2022-02-27T20:31:27Z,6040000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT03M24.00S,2022-02-27T20:33:21.9Z,4,REGULAR,violation,kicked ball,[],1629628,,,1610612755,107,115,2022-02-27T20:33:36Z,6050000,,,0,,R. Barrett kicked ball VIOLATION,[1629628],1610612752.0,NYK,,,,,,,200834.0,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
667,PT03M13.00S,2022-02-27T20:33:44.8Z,4,REGULAR,3pt,Jump Shot,[],201935,66.70499342969777,48.529411764705884,1610612755,107,115,2022-02-27T20:33:50Z,6060000,-7.0,260.0,1,right,MISS J. Harden 26' step back 3PT,[201935],1610612755.0,PHI,step back,,,,,,,,,Harden,J. Harden,,,Missed,,26.06,,,,,,,,,,,,,
668,PT03M12.00S,2022-02-27T20:33:45.8Z,4,REGULAR,rebound,defensive,[],1630193,,,1610612752,107,115,2022-02-27T20:33:50Z,6070000,,,0,,I. Quickley REBOUND (Off:2 Def:2),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,,,,667.0,4.0,2.0,2.0,,,,,,,,,
669,PT03M02.00S,2022-02-27T20:33:59.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,7.703679369250986,46.568627450980394,1610612752,107,115,2022-02-27T20:34:05Z,6080000,17.0,20.0,1,left,MISS I. Quickley driving finger roll Layup - blocked,"[1630193, 203954]",1610612752.0,NYK,driving finger roll,,,,,,,,,Quickley,I. Quickley,,,Missed,,2.63,,,,,,,,,,,Embiid,203954.0,
670,PT03M02.00S,2022-02-27T20:33:59.1Z,4,REGULAR,block,,[],203954,,,1610612752,107,115,2022-02-27T20:34:01Z,6090000,,,0,,J. Embiid BLOCK (3 BLK),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,
671,PT03M01.00S,2022-02-27T20:34:00.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612752,107,115,2022-02-27T20:34:05Z,6100000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,669.0,,,,,,,,,,,,
672,PT03M01.00S,2022-02-27T20:34:03.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,107,115,2022-02-27T20:34:03Z,6110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT03M00.00S,2022-02-27T20:34:22.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,107,115,2022-02-27T20:34:22Z,6120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT02M50.00S,2022-02-27T20:34:49.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202692,5.732588699080158,95.34313725490196,1610612752,107,115,2022-02-27T20:34:58Z,6130000,-227.0,1.0,1,left,MISS A. Burks 3PT,[202692],1610612752.0,NYK,,,,,,,,,,Burks,A. Burks,,,Missed,,22.67,,,,,,,,,,,,,
675,PT02M47.00S,2022-02-27T20:34:52.6Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,107,115,2022-02-27T20:34:58Z,6140000,,,0,,J. Embiid REBOUND (Off:0 Def:9),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,,,,674.0,9.0,9.0,0.0,,,,,,,,,
676,PT02M23.00S,2022-02-27T20:35:15.4Z,4,REGULAR,3pt,Jump Shot,[],1630178,74.72076215505913,12.009803921568627,1610612755,107,118,2022-02-27T20:35:19Z,6150000,-190.0,185.0,1,right,T. Maxey 26' 3PT step back (21 PTS) (J. Embiid 3 AST),"[1630178, 203954]",1610612755.0,PHI,step back,,,,,,,,,Maxey,T. Maxey,,,Made,21.0,26.53,,,,,,J. Embiid,203954.0,3.0,,,,,
677,PT02M13.00S,2022-02-27T20:35:27.8Z,4,REGULAR,foul,personal,[],1629680,,,1610612752,107,118,2022-02-27T20:35:34Z,6160000,,,0,,M. Thybulle personal FOUL (4 PF),"[1629680, 203095]",1610612755.0,PHI,,,,,,,201245.0,4.0,0.0,Thybulle,M. Thybulle,Fournier,203095.0,,,,,,,,,,,,,,,,
680,PT02M06.00S,2022-02-27T20:35:58.9Z,4,REGULAR,3pt,Jump Shot,[],1630193,9.411957950065702,4.166666666666666,1610612752,107,118,2022-02-27T20:36:03Z,6180000,229.0,36.0,1,left,MISS I. Quickley 3PT,[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,Missed,,23.2,,,,,,,,,,,,,
681,PT02M04.00S,2022-02-27T20:36:00.9Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,107,118,2022-02-27T20:36:03Z,6190000,,,0,,J. Harden REBOUND (Off:0 Def:9),[201935],1610612755.0,PHI,,,,,,,,,,Harden,J. Harden,,,,,,680.0,9.0,9.0,0.0,,,,,,,,,
682,PT01M53.00S,2022-02-27T20:36:13.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629680,94.56307490144546,49.754901960784316,1610612755,107,120,2022-02-27T20:36:16Z,6200000,-1.0,-1.0,1,right,M. Thybulle DUNK (8 PTS) (J. Harden 16 AST),"[1629680, 201935]",1610612755.0,PHI,,,,,,,,,,Thybulle,M. Thybulle,,,Made,8.0,0.18,,,,,,J. Harden,201935.0,16.0,,,,,
684,PT01M46.00S,2022-02-27T20:36:22.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629628,5.075558475689881,50.0,1610612752,109,120,2022-02-27T20:36:26Z,6220000,0.0,-5.0,1,left,R. Barrett driving DUNK (24 PTS),[1629628],1610612752.0,NYK,driving,,,,,,,,,Barrett,R. Barrett,,,Made,24.0,0.48,,,,,,,,,,,,,
685,PT01M29.00S,2022-02-27T20:36:45.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],202699,94.30026281208936,49.01960784313725,1610612755,109,122,2022-02-27T20:36:52Z,6230000,-5.0,1.0,1,right,T. Harris cutting DUNK (9 PTS) (T. Maxey 2 AST),"[202699, 1630178]",1610612755.0,PHI,cutting,,,,,,,,,Harris,T. Harris,,,Made,9.0,0.5,,,,,,T. Maxey,1630178.0,2.0,,,,,
687,PT01M29.00S,2022-02-27T20:36:49.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,109,122,2022-02-27T20:36:49Z,6250000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT01M20.00S,2022-02-27T20:38:47.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203095,11.12023653088042,46.568627450980394,1610612752,109,122,2022-02-27T20:38:54Z,6260000,17.0,52.0,1,left,MISS E. Fournier driving Layup - blocked,"[203095, 203954]",1610612752.0,NYK,driving,,,,,,,,,Fournier,E. Fournier,,,Missed,,5.48,,,,,,,,,,,Embiid,203954.0,
689,PT01M20.00S,2022-02-27T20:38:47.0Z,4,REGULAR,block,,[],203954,,,1610612752,109,122,2022-02-27T20:38:49Z,6270000,,,0,,J. Embiid BLOCK (4 BLK),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,
690,PT01M18.00S,2022-02-27T20:38:49.0Z,4,REGULAR,rebound,defensive,[],1630178,,,1610612755,109,122,2022-02-27T20:38:54Z,6280000,,,0,,T. Maxey REBOUND (Off:0 Def:7),[1630178],1610612755.0,PHI,,,,,,,,,,Maxey,T. Maxey,,,,,,688.0,7.0,7.0,0.0,,,,,,,,,
691,PT01M00.00S,2022-02-27T20:39:07.2Z,4,REGULAR,3pt,Jump Shot,[],203954,74.32654402102497,16.176470588235293,1610612755,109,122,2022-02-27T20:39:12Z,6290000,-169.0,189.0,1,right,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,Missed,,25.35,,,,,,,,,,,,,
692,PT00M57.40S,2022-02-27T20:39:09.8Z,4,REGULAR,rebound,defensive,[],1630193,,,1610612752,109,122,2022-02-27T20:39:12Z,6300000,,,0,,I. Quickley REBOUND (Off:2 Def:3),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,,,,691.0,5.0,3.0,2.0,,,,,,,,,
693,PT00M51.50S,2022-02-27T20:39:15.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630193,6.1268068331143235,54.41176470588235,1610612752,109,122,2022-02-27T20:39:23Z,6310000,-22.0,5.0,1,left,MISS I. Quickley driving Layup,[1630193],1610612752.0,NYK,driving,,,,,,,,,Quickley,I. Quickley,,,Missed,,2.27,,,,,,,,,,,,,
694,PT00M49.70S,2022-02-27T20:39:17.6Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,109,122,2022-02-27T20:39:23Z,6320000,,,0,,J. Harden REBOUND (Off:0 Def:10),[201935],1610612755.0,PHI,,,,,,,,,,Harden,J. Harden,,,,,,693.0,10.0,10.0,0.0,,,,,,,,,
695,PT00M30.30S,2022-02-27T20:39:37.1Z,4,REGULAR,3pt,Jump Shot,[],202699,72.88107752956637,78.92156862745098,1610612755,109,125,2022-02-27T20:39:41Z,6330000,145.0,202.0,1,right,T. Harris 24' 3PT  (12 PTS) (T. Maxey 3 AST),"[202699, 1630178]",1610612755.0,PHI,,,,,,,,,,Harris,T. Harris,,,Made,12.0,24.87,,,,,,T. Maxey,1630178.0,3.0,,,,,
697,PT00M17.50S,2022-02-27T20:39:53.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.389618922470433,50.73529411764706,1610612752,109,125,2022-02-27T20:39:58Z,6350000,-4.0,8.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,,,,,,,Barrett,R. Barrett,,,Missed,,0.85,,,,,,,,,,,,,
698,PT00M15.10S,2022-02-27T20:39:56.3Z,4,REGULAR,rebound,defensive,[],1629680,,,1610612755,109,125,2022-02-27T20:39:56Z,6360000,,,0,,M. Thybulle REBOUND (Off:0 Def:6),[1629680],1610612755.0,PHI,,,,,,,,,,Thybulle,M. Thybulle,,,,,,697.0,6.0,6.0,0.0,,,,,,,,,
699,PT00M00.00S,2022-02-27T20:40:12.0Z,4,REGULAR,period,end,[],0,,,1610612755,109,125,2022-02-27T20:40:12Z,6370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,PT00M00.00S,2022-02-27T20:40:17.2Z,4,REGULAR,game,end,[],0,,,0,109,125,2022-02-27T20:40:17Z,6380000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
