actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
596,PT07M31.00S,2026-01-16T03:30:26.4Z,4,REGULAR,foul,personal,[],1642846,,,1610612742,126,97,2026-01-16T03:31:57Z,5920000,False,,,0,,A. Bailey personal FOUL (4 PF),"[1642846, 203939]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1151.0,4.0,0.0,Powell,203939.0
600,PT07M25.00S,2026-01-16T03:32:14.1Z,4,REGULAR,turnover,out-of-bounds,[],1630314,,,1610612742,126,97,2026-01-16T03:32:21Z,5960000,False,,,0,,B. Williams lost ball out-of-bounds TURNOVER (3 TO),[1630314],1610612742.0,DAL,lost ball,,,Williams,B. Williams,,,,,Mid-Range,8-16 Right,3.0,,,,,,,,,,,,,,,1830.0,,,,
601,PT07M02.00S,2026-01-16T03:32:44.8Z,4,REGULAR,turnover,lost ball,[],1642846,,,1610612762,126,97,2026-01-16T03:32:48Z,5970000,False,,,0,,A. Bailey lost ball TURNOVER (3 TO),"[1642846, 203939]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Right,3.0,Powell,203939.0,,,,,,,,,,,,,,,,,
602,PT07M02.00S,2026-01-16T03:32:44.8Z,4,REGULAR,steal,,[],203939,,,1610612742,126,97,2026-01-16T03:36:08Z,5980000,False,,,0,,D. Powell STEAL (2 STL),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
603,PT06M57.00S,2026-01-16T03:32:49.9Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628997,90.88370565045992,3.1862745098039214,1610612742,129,97,2026-01-16T03:38:57Z,5990000,False,-234.0,33.0,1,right,C. Martin 3PT running pullup (14 PTS) (J. Hardy 5 AST),"[1628997, 1630702]",1610612742.0,DAL,running pullup,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,,,,23.64,Made,14.0,J. Hardy,1630702.0,5.0,,,,,,,,,,,
605,PT06M33.00S,2026-01-16T03:33:13.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641729,18.478975032851512,49.26470588235294,1610612762,129,99,2026-01-16T03:33:17Z,6010000,False,4.0,121.0,1,left,B. Sensabaugh 12' driving floating Jump Shot (22 PTS),[1641729],1610612762.0,UTA,driving floating,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Center,,,,12.13,Made,22.0,,,,,,,,,,,,,,
606,PT06M05.00S,2026-01-16T03:33:42.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,93.24901445466492,50.0,1610612742,131,99,2026-01-16T03:33:45Z,6020000,False,0.0,11.0,1,right,B. Williams cutting finger roll Layup (18 PTS) (C. Martin 6 AST),"[1630314, 1628997]",1610612742.0,DAL,cutting finger roll,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,,,,1.1,Made,18.0,C. Martin,1628997.0,6.0,,,,,,,,,,,
608,PT05M55.00S,2026-01-16T03:33:51.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1642268,6.915243101182654,60.5392156862745,1610612762,131,101,2026-01-16T03:33:55Z,6040000,False,-53.0,13.0,1,left,I. Collier turnaround Hook (6 PTS),[1642268],1610612762.0,UTA,turnaround,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,,5.42,Made,6.0,,,,,,,,,,,,,,
609,PT05M47.00S,2026-01-16T03:34:02.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,131,101,2026-01-16T03:35:37Z,6050000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT05M47.00S,2026-01-16T03:36:33.1Z,4,REGULAR,substitution,out,[],203939,,,1610612742,131,101,2026-01-16T03:37:07Z,6080000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT05M47.00S,2026-01-16T03:36:33.1Z,4,REGULAR,substitution,out,[],1630314,,,1610612742,131,101,2026-01-16T03:37:07Z,6090000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT05M47.00S,2026-01-16T03:36:33.1Z,4,REGULAR,substitution,out,[],1642939,,,1610612742,131,101,2026-01-16T03:37:07Z,6100000,False,,,0,,SUB out: M. Kelly,[1642939],1610612742.0,DAL,,,,Kelly,M. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT05M47.00S,2026-01-16T03:36:33.1Z,4,REGULAR,substitution,out,[],1642846,,,1610612742,131,101,2026-01-16T03:37:07Z,6110000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT05M47.00S,2026-01-16T03:36:33.1Z,4,REGULAR,substitution,in,[],1630619,,,1610612742,131,101,2026-01-16T03:37:07Z,6120000,False,,,0,,SUB in: M. Cisse,[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT05M47.00S,2026-01-16T03:36:33.1Z,4,REGULAR,substitution,in,[],1630526,,,1610612742,131,101,2026-01-16T03:37:07Z,6130000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612742.0,DAL,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT05M47.00S,2026-01-16T03:36:33.1Z,4,REGULAR,substitution,in,[],1642948,,,1610612742,131,101,2026-01-16T03:37:07Z,6140000,False,,,0,,SUB in: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT05M47.00S,2026-01-16T03:36:33.1Z,4,REGULAR,substitution,in,[],1642383,,,1610612742,131,101,2026-01-16T03:37:07Z,6150000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT05M29.00S,2026-01-16T03:37:25.0Z,4,REGULAR,2pt,Jump Shot,[],1628997,76.03482260183968,75.98039215686273,1610612742,131,101,2026-01-16T03:37:30Z,6160000,False,130.0,173.0,1,right,MISS C. Martin 21' pullup Shot,[1628997],1610612742.0,DAL,pullup,,,Martin,C. Martin,,,,,Mid-Range,16-24 Right Center,,,,21.62,Missed,,,,,,,,,,,,,,,
623,PT05M24.00S,2026-01-16T03:37:30.0Z,4,REGULAR,rebound,defensive,[],1642262,,,1610612762,131,101,2026-01-16T03:37:30Z,6170000,False,,,0,,C. Williams REBOUND (Off:1 Def:3),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,622.0,,,4.0,3.0,1.0,,,,,
624,PT05M20.00S,2026-01-16T03:37:33.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1642383,31.35676741130092,39.46078431372549,1610612762,131,104,2026-01-16T03:37:42Z,6180000,False,53.0,242.0,1,left,W. Clayton Jr. 24' 3PT running pullup (11 PTS),[1642383],1610612762.0,UTA,running pullup,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Center,,,,24.8,Made,11.0,,,,,,,,,,,,,,
625,PT05M06.00S,2026-01-16T03:37:47.3Z,4,REGULAR,3pt,Jump Shot,[],1630702,76.2976346911958,85.7843137254902,1610612742,134,104,2026-01-16T03:37:50Z,6190000,False,179.0,170.0,1,right,J. Hardy 24' 3PT  (13 PTS) (R. Nembhard 8 AST),"[1630702, 1642948]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,,,,24.7,Made,13.0,R. Nembhard,1642948.0,8.0,,,,,,,,,,,
627,PT04M49.00S,2026-01-16T03:38:04.7Z,4,REGULAR,3pt,Jump Shot,[],203937,31.225361366622867,43.627450980392155,1610612762,134,107,2026-01-16T03:38:08Z,6210000,False,32.0,241.0,1,left,K. Anderson 24' 3PT pullup (10 PTS) (I. Collier 10 AST),"[203937, 1642268]",1610612762.0,UTA,pullup,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,,,,24.31,Made,10.0,I. Collier,1642268.0,10.0,,,,,,,,,,,
629,PT04M37.00S,2026-01-16T03:38:16.9Z,4,REGULAR,turnover,bad pass,[],1642948,,,1610612742,134,107,2026-01-16T03:38:20Z,6230000,False,,,0,,R. Nembhard bad pass TURNOVER (2 TO),"[1642948, 1642268]",1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,2.0,Collier,1642268.0,,,,,,,,,,,,,,,,,
630,PT04M37.00S,2026-01-16T03:38:16.9Z,4,REGULAR,steal,,[],1642268,,,1610612762,134,107,2026-01-16T03:55:14Z,6240000,False,,,0,,I. Collier STEAL (1 STL),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
631,PT04M33.00S,2026-01-16T03:38:20.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642268,5.863994743758213,50.98039215686274,1610612762,134,109,2026-01-16T03:38:24Z,6250000,False,-5.0,3.0,1,left,I. Collier running Layup (8 PTS),[1642268],1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,,,,0.55,Made,8.0,,,,,,,,,,,,,,
632,PT04M15.00S,2026-01-16T03:38:37.9Z,4,REGULAR,3pt,Jump Shot,[],1630702,96.40275952693824,94.85294117647058,1610612742,137,109,2026-01-16T03:38:42Z,6260000,False,224.0,-19.0,1,right,J. Hardy 3PT  (16 PTS) (R. Nembhard 9 AST),"[1630702, 1642948]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Right Corner 3,24+ Right,,,,22.51,Made,16.0,R. Nembhard,1642948.0,9.0,,,,,,,,,,,
634,PT03M54.00S,2026-01-16T03:38:59.1Z,4,REGULAR,3pt,Jump Shot,[],1642383,23.99802890932983,85.04901960784314,1610612762,137,109,2026-01-16T03:39:02Z,6280000,False,-175.0,173.0,1,left,MISS W. Clayton Jr. 24' 3PT,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Left Center,,,,24.63,Missed,,,,,,,,,,,,,,,
635,PT03M53.00S,2026-01-16T03:39:00.1Z,4,REGULAR,rebound,offensive,[],1642268,,,1610612762,137,109,2026-01-16T03:39:02Z,6290000,False,,,0,,I. Collier REBOUND (Off:4 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,634.0,,,5.0,1.0,4.0,,,,,
636,PT03M51.00S,2026-01-16T03:39:03.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641729,29.25427069645204,25.0,1610612762,137,112,2026-01-16T03:39:06Z,6300000,False,125.0,222.0,1,left,B. Sensabaugh 25' 3PT  (25 PTS) (I. Collier 11 AST),"[1641729, 1642268]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,25.52,Made,25.0,I. Collier,1642268.0,11.0,,,,,,,,,,,
638,PT03M39.00S,2026-01-16T03:39:15.0Z,4,REGULAR,3pt,Jump Shot,[],1630702,94.82588699080158,94.85294117647058,1610612742,137,112,2026-01-16T03:39:19Z,6320000,False,224.0,-4.0,1,right,MISS J. Hardy 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Right Corner 3,24+ Right,,,,22.43,Missed,,,,,,,,,,,,,,,
639,PT03M34.00S,2026-01-16T03:39:20.0Z,4,REGULAR,rebound,defensive,[],203937,,,1610612762,137,112,2026-01-16T03:39:19Z,6330000,False,,,0,,K. Anderson REBOUND (Off:1 Def:5),[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,Right Corner 3,24+ Right,,,,,,,,,,638.0,,,6.0,5.0,1.0,,,,,
640,PT03M31.00S,2026-01-16T03:39:27.7Z,4,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612762,137,112,2026-01-16T03:39:32Z,6340000,False,,,0,,C. Martin shooting personal FOUL (4 PF) (Collier 2 FT),"[1628997, 1642268]",1610612742.0,DAL,shooting,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1830.0,4.0,0.0,Collier,1642268.0
642,PT03M31.00S,2026-01-16T03:39:54.1Z,4,REGULAR,freethrow,1 of 2,[],1642268,,,1610612762,137,113,2026-01-16T03:39:54Z,6360000,False,,,0,,I. Collier Free Throw 1 of 2 (9 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
643,PT03M31.00S,2026-01-16T03:39:54.8Z,4,REGULAR,substitution,out,[],1628997,,,1610612762,137,113,2026-01-16T03:40:14Z,6370000,False,,,0,,SUB out: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT03M31.00S,2026-01-16T03:39:54.8Z,4,REGULAR,substitution,in,[],1642939,,,1610612762,137,113,2026-01-16T03:40:14Z,6380000,False,,,0,,SUB in: M. Kelly,[1642939],1610612742.0,DAL,,,,Kelly,M. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT03M31.00S,2026-01-16T03:40:15.9Z,4,REGULAR,freethrow,2 of 2,[],1642268,,,1610612762,137,114,2026-01-16T03:40:15Z,6390000,False,,,0,,I. Collier Free Throw 2 of 2 (10 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
646,PT03M16.00S,2026-01-16T03:40:28.8Z,4,REGULAR,3pt,Jump Shot,[],1630702,90.88370565045992,3.6764705882352944,1610612742,140,114,2026-01-16T03:40:32Z,6400000,False,-232.0,33.0,1,right,J. Hardy 3PT  (19 PTS) (R. Nembhard 10 AST),"[1630702, 1642948]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Left Corner 3,24+ Left,,,,23.4,Made,19.0,R. Nembhard,1642948.0,10.0,,,,,,,,,,,
648,PT03M02.00S,2026-01-16T03:40:42.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642383,19.053876478318003,59.091605392156865,1610612762,140,116,2026-01-16T03:40:47Z,6420000,False,-45.0,127.0,1,left,W. Clayton Jr. 13' pullup Jump Shot (13 PTS),[1642383],1610612762.0,UTA,pullup,,,Clayton Jr.,W. Clayton Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,13.45,Made,13.0,,,,,,,,,,,,,,
649,PT02M43.00S,2026-01-16T03:41:01.6Z,4,REGULAR,3pt,Jump Shot,[],1630702,87.59855453350855,95.09803921568627,1610612742,140,116,2026-01-16T03:41:05Z,6430000,False,225.0,64.0,1,right,MISS J. Hardy 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Right Corner 3,24+ Right,,,,23.44,Missed,,,,,,,,,,,,,,,
650,PT02M41.00S,2026-01-16T03:41:03.6Z,4,REGULAR,rebound,defensive,[],1642262,,,1610612762,140,116,2026-01-16T03:41:05Z,6440000,False,,,0,,C. Williams REBOUND (Off:1 Def:4),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,,649.0,,,5.0,4.0,1.0,,,,,
651,PT02M26.00S,2026-01-16T03:41:20.2Z,4,REGULAR,foul,personal,['2freethrow'],1630619,,,1610612762,140,116,2026-01-16T03:41:25Z,6450000,False,,,0,,M. Cisse shooting personal FOUL (2 PF) (Anderson 2 FT),"[1630619, 203937]",1610612742.0,DAL,shooting,,,Cisse,M. Cisse,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627526.0,2.0,0.0,Anderson,203937.0
653,PT02M26.00S,2026-01-16T03:41:33.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,140,116,2026-01-16T03:41:33Z,6470000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT02M26.00S,2026-01-16T03:44:42.7Z,4,REGULAR,freethrow,1 of 2,[],203937,,,1610612762,140,116,2026-01-16T03:44:42Z,6490000,False,,,0,,MISS K. Anderson Free Throw 1 of 2,[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
656,PT02M26.00S,2026-01-16T03:44:42.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,140,116,2026-01-16T03:44:42Z,6500000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,655.0,,,,,,,,,,
657,PT02M26.00S,2026-01-16T03:44:59.8Z,4,REGULAR,freethrow,2 of 2,[],203937,,,1610612762,140,116,2026-01-16T03:44:59Z,6510000,False,,,0,,MISS K. Anderson Free Throw 2 of 2,[203937],1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
658,PT02M24.00S,2026-01-16T03:45:00.8Z,4,REGULAR,rebound,defensive,[],1630619,,,1610612742,140,116,2026-01-16T03:45:00Z,6520000,False,,,0,,M. Cisse REBOUND (Off:5 Def:8),[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,,,,,,,,,,,,657.0,,,13.0,8.0,5.0,,,,,
659,PT02M12.00S,2026-01-16T03:45:12.9Z,4,REGULAR,2pt,Jump Shot,[],1630526,77.7431011826544,36.51960784313725,1610612742,140,116,2026-01-16T03:46:32Z,6530000,False,-67.0,157.0,1,right,MISS J. Robinson-Earl 17' pullup Shot,[1630526],1610612742.0,DAL,pullup,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Left Center,,,,17.06,Missed,,,,,,,,,,,,,,,
660,PT02M09.00S,2026-01-16T03:45:17.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,140,116,2026-01-16T03:45:17Z,6540000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,659.0,,,,,,,,,,
662,PT02M09.00S,2026-01-16T03:45:19.1Z,4,REGULAR,foul,personal,[],1630619,,,1610612762,140,116,2026-01-16T03:46:41Z,6560000,False,,,0,,M. Cisse loose ball personal FOUL (3 PF),"[1630619, 1641729]",1610612742.0,DAL,loose ball,,,Cisse,M. Cisse,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627526.0,3.0,0.0,Sensabaugh,1641729.0
664,PT02M00.00S,2026-01-16T03:45:52.2Z,4,REGULAR,3pt,Jump Shot,[],1642268,31.750985545335087,64.4607843137255,1610612762,140,116,2026-01-16T03:50:54Z,6580000,False,-72.0,246.0,1,left,MISS I. Collier 25' 3PT,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,,25.64,Missed,,,,,,,,,,,,,,,
665,PT01M57.00S,2026-01-16T03:45:55.5Z,4,REGULAR,rebound,defensive,[],1630526,,,1610612742,140,116,2026-01-16T03:45:55Z,6590000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:5),[1630526],1610612742.0,DAL,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Center,,,,,,,,,,664.0,,,6.0,5.0,1.0,,,,,
666,PT01M47.00S,2026-01-16T03:46:05.8Z,4,REGULAR,3pt,Jump Shot,[],1630702,69.59592641261499,72.05882352941177,1610612742,140,116,2026-01-16T03:46:28Z,6600000,False,110.0,233.0,1,right,MISS J. Hardy 25' 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,,,,25.81,Missed,,,,,,,,,,,,,,,
667,PT01M43.00S,2026-01-16T03:46:09.4Z,4,REGULAR,rebound,defensive,[],1642262,,,1610612762,140,116,2026-01-16T03:46:09Z,6610000,False,,,0,,C. Williams REBOUND (Off:1 Def:5),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,666.0,,,6.0,5.0,1.0,,,,,
668,PT01M38.00S,2026-01-16T03:46:15.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642383,5.732588699080158,50.98039215686274,1610612762,140,118,2026-01-16T03:47:23Z,6620000,False,-5.0,1.0,1,left,W. Clayton Jr. running Layup (15 PTS) (I. Collier 12 AST),"[1642383, 1642268]",1610612762.0,UTA,running,,,Clayton Jr.,W. Clayton Jr.,,,,,Restricted Area,0-8 Center,,,,0.51,Made,15.0,I. Collier,1642268.0,12.0,,,,,,,,,,,
670,PT01M21.00S,2026-01-16T03:46:35.4Z,4,REGULAR,3pt,Jump Shot,[],1630702,94.95729303547962,95.09803921568627,1610612742,140,118,2026-01-16T03:46:47Z,6640000,False,225.0,-5.0,1,right,MISS J. Hardy 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Right Corner 3,24+ Right,,,,22.56,Missed,,,,,,,,,,,,,,,
671,PT01M19.00S,2026-01-16T03:46:38.5Z,4,REGULAR,rebound,defensive,[],1642383,,,1610612762,140,118,2026-01-16T03:46:38Z,6650000,False,,,0,,W. Clayton Jr. REBOUND (Off:0 Def:2),[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,670.0,,,2.0,2.0,0.0,,,,,
672,PT01M12.00S,2026-01-16T03:46:46.8Z,4,REGULAR,2pt,Jump Shot,[],203937,30.831143232588698,50.98039215686274,1610612762,140,120,2026-01-16T03:47:48Z,6660000,False,-5.0,237.0,1,left,K. Anderson 23' Jump Shot (12 PTS) (W. Clayton Jr. 7 AST),"[203937, 1642383]",1610612762.0,UTA,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Center,,,,23.74,Made,12.0,W. Clayton Jr.,1642383.0,7.0,,,,,,,,,,,
674,PT00M52.00S,2026-01-16T03:47:10.4Z,4,REGULAR,2pt,Jump Shot,[],1642948,73.66951379763469,47.549019607843135,1610612742,142,120,2026-01-16T03:48:34Z,6680000,False,-12.0,195.0,1,right,R. Nembhard 19' step back Jump Shot (8 PTS),[1642948],1610612742.0,DAL,step back,,,Nembhard,R. Nembhard,,,,,Mid-Range,16-24 Center,,,,19.54,Made,8.0,,,,,,,,,,,,,,
675,PT00M44.90S,2026-01-16T03:47:20.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,6.915243101182654,46.568627450980394,1610612762,142,120,2026-01-16T03:49:25Z,6690000,False,17.0,13.0,1,left,MISS I. Collier driving reverse Layup - blocked,"[1642268, 1630619]",1610612762.0,UTA,driving reverse,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,,,,2.13,Missed,,,,,,Cisse,1630619.0,,,,,,,,
676,PT00M44.90S,2026-01-16T03:47:20.7Z,4,REGULAR,block,,[],1630619,,,1610612762,142,120,2026-01-16T03:47:22Z,6700000,False,,,0,,M. Cisse BLOCK (3 BLK),[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
677,PT00M42.40S,2026-01-16T03:47:23.2Z,4,REGULAR,rebound,defensive,[],1642948,,,1610612742,142,120,2026-01-16T03:47:29Z,6710000,False,,,0,,R. Nembhard REBOUND (Off:0 Def:4),[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,675.0,,,4.0,4.0,0.0,,,,,
678,PT00M37.80S,2026-01-16T03:47:27.8Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642948,84.70762155059133,35.294117647058826,1610612742,142,120,2026-01-16T03:49:46Z,6720000,False,-74.0,91.0,1,right,MISS R. Nembhard 11' running pullup Shot,[1642948],1610612742.0,DAL,running pullup,,,Nembhard,R. Nembhard,,,,,In The Paint (Non-RA),8-16 Left,,,,11.71,Missed,,,,,,,,,,,,,,,
679,PT00M35.50S,2026-01-16T03:47:30.1Z,4,REGULAR,rebound,offensive,[],1630526,,,1610612742,142,120,2026-01-16T03:47:52Z,6730000,False,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:5),[1630526],1610612742.0,DAL,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,678.0,,,7.0,5.0,2.0,,,,,
680,PT00M35.00S,2026-01-16T03:47:31.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630526,93.9060446780552,52.450980392156865,1610612742,144,120,2026-01-16T03:47:35Z,6740000,False,12.0,5.0,1,right,J. Robinson-Earl putback Layup (12 PTS),[1630526],1610612742.0,DAL,putback,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,1.32,Made,12.0,,,,,,,,,,,,,,
681,PT00M16.60S,2026-01-16T03:47:54.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641729,5.863994743758213,49.01960784313725,1610612762,144,122,2026-01-16T03:47:58Z,6750000,False,5.0,3.0,1,left,B. Sensabaugh cutting Layup (27 PTS) (K. Anderson 6 AST),"[1641729, 203937]",1610612762.0,UTA,cutting,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,0.55,Made,27.0,K. Anderson,203937.0,6.0,,,,,,,,,,,
683,PT00M00.00S,2026-01-16T03:48:21.3Z,4,REGULAR,period,end,[],0,,,1610612742,144,122,2026-01-16T03:48:21Z,6770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M00.00S,2026-01-16T03:48:25.9Z,4,REGULAR,game,end,[],0,,,0,144,122,2026-01-16T03:48:25Z,6780000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
