actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
678,PT04M04.00S,2022-10-20T02:19:41.1Z,4,REGULAR,3pt,Jump Shot,[],1628983,21.23850197109067,10.784313725490197,1610612760,105,103,2022-10-20T02:20:06Z,6700000,196.0,147.0,1,left,S. Gilgeous-Alexander 24' 3PT  (29 PTS) (A. Pokusevski 3 AST),"[1628983, 1630197]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,24.51,Made,,,,,,,29.0,,,,A. Pokusevski,1630197.0,3.0,,,,,
680,PT03M41.00S,2022-10-20T02:20:03.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.06636005256242,48.28431372549019,1610612750,105,103,2022-10-20T02:20:14Z,6720000,-9.0,22.0,1,right,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,,,,,,
681,PT03M41.00S,2022-10-20T02:20:03.2Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,105,103,2022-10-20T02:20:14Z,6730000,,,0,,J. Giddey REBOUND (Off:1 Def:9),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,680.0,10.0,9.0,1.0,,,,,,,,,,,,
682,PT03M18.00S,2022-10-20T02:20:25.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,7.835085413929041,54.65686274509803,1610612760,105,103,2022-10-20T02:20:33Z,6740000,-23.0,21.0,1,left,MISS A. Pokusevski driving finger roll Layup,[1630197],1610612760.0,OKC,driving finger roll,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,,
683,PT03M16.00S,2022-10-20T02:20:27.5Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,105,103,2022-10-20T02:20:33Z,6750000,,,0,,R. Gobert REBOUND (Off:5 Def:9),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,682.0,14.0,9.0,5.0,,,,,,,,,,,,
684,PT02M59.00S,2022-10-20T02:20:45.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,87.99277266754271,48.529411764705884,1610612750,105,103,2022-10-20T02:20:50Z,6760000,-7.0,60.0,1,right,MISS D. Russell 6' Jump Shot,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,6.09,Missed,,,,,,,,,,,,,,,,,,
685,PT02M55.00S,2022-10-20T02:20:49.1Z,4,REGULAR,rebound,offensive,[],203497,,,1610612750,105,103,2022-10-20T02:20:50Z,6770000,,,0,,R. Gobert REBOUND (Off:6 Def:9),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,684.0,15.0,9.0,6.0,,,,,,,,,,,,
686,PT02M55.00S,2022-10-20T02:20:48.5Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203497,94.40999984741211,50.0,1610612750,107,103,2022-10-20T02:21:01Z,6780000,0.0,0.0,1,right,R. Gobert tip Layup (23 PTS),[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,23.0,,,,,,,,,,,
687,PT02M38.00S,2022-10-20T02:21:06.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,8.09789750328515,54.166666666666664,1610612760,107,103,2022-10-20T02:21:10Z,6790000,-21.0,24.0,1,left,MISS A. Pokusevski Layup,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,3.15,Missed,,,,,,,,,,,,,,,,,,
688,PT02M34.00S,2022-10-20T02:21:10.2Z,4,REGULAR,rebound,defensive,[],1626156,,,1610612750,107,103,2022-10-20T02:21:10Z,6800000,,,0,,D. Russell REBOUND (Off:0 Def:4),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,687.0,4.0,4.0,0.0,,,,,,,,,,,,
689,PT02M32.00S,2022-10-20T02:21:12.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626156,92.85479632063075,47.794117647058826,1610612750,109,103,2022-10-20T02:21:21Z,6810000,-11.0,15.0,1,right,D. Russell running Layup (18 PTS),[1626156],1610612750.0,MIN,running,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,,,18.0,,,,,,,,,,,
690,PT02M24.00S,2022-10-20T02:21:20.2Z,4,REGULAR,3pt,Jump Shot,[],1630197,31.225361366622867,63.970588235294116,1610612760,109,103,2022-10-20T02:23:59Z,6820000,-70.0,241.0,1,left,MISS A. Pokusevski 25' pullup 3PT,[1630197],1610612760.0,OKC,pullup,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Center,25.09,Missed,,,,,,,,,,,,,,,,,,
691,PT02M22.00S,2022-10-20T02:21:22.2Z,4,REGULAR,rebound,defensive,[],1630162,,,1610612750,109,103,2022-10-20T02:21:25Z,6830000,,,0,,A. Edwards REBOUND (Off:1 Def:5),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,690.0,6.0,5.0,1.0,,,,,,,,,,,,
694,PT02M08.00S,2022-10-20T02:21:45.3Z,4,REGULAR,foul,offensive,[],1626157,,,1610612750,109,103,2022-10-20T02:22:00Z,6860000,,,0,,K. Towns offensive FOUL (4 PF),"[1626157, 1628983]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,203591.0,4.0,0.0,Gilgeous-Alexander,1628983.0
696,PT02M08.00S,2022-10-20T02:21:45.3Z,4,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,109,103,2022-10-20T02:21:45Z,6880000,,,0,,K. Towns offensive foul TURNOVER (3 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,,,,3.0,,,,,,203591.0,,,,
697,PT02M08.00S,2022-10-20T02:22:07.4Z,4,REGULAR,foul,technical,['1freethrow'],1626157,,,1610612760,109,103,2022-10-20T02:22:14Z,6890000,,,0,,K. Towns technical FOUL (1 Tech),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,203591.0,4.0,1.0,,
698,PT02M08.00S,2022-10-20T02:22:16.3Z,4,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,109,104,2022-10-20T02:22:16Z,6900000,,,0,,S. Gilgeous-Alexander technical Free Throw 1 of 1 (30 PTS),[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,30.0,,,,,,,,,,,
699,PT02M08.00S,2022-10-20T02:22:25.8Z,4,REGULAR,substitution,out,[],1630647,,,1610612760,109,104,2022-10-20T02:22:31Z,6910000,,,0,,SUB out: E. Omoruyi,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
700,PT02M08.00S,2022-10-20T02:22:25.8Z,4,REGULAR,substitution,in,[],1629026,,,1610612760,109,104,2022-10-20T02:22:31Z,6920000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
701,PT01M59.00S,2022-10-20T02:22:47.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630197,10.068988173455978,51.225490196078425,1610612760,109,104,2022-10-20T02:23:01Z,6930000,-6.0,42.0,1,left,MISS A. Pokusevski cutting Layup,[1630197],1610612760.0,OKC,cutting,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,4.25,Missed,,,,,,,,,,,,,,,,,,
702,PT01M57.00S,2022-10-20T02:22:49.4Z,4,REGULAR,rebound,defensive,[],1630162,,,1610612750,109,104,2022-10-20T02:22:49Z,6940000,,,0,,A. Edwards REBOUND (Off:1 Def:6),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,701.0,7.0,6.0,1.0,,,,,,,,,,,,
703,PT01M52.00S,2022-10-20T02:22:54.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630162,91.67214191852825,47.30392156862745,1610612750,109,104,2022-10-20T02:25:58Z,6950000,-13.0,26.0,1,right,MISS A. Edwards running Layup,[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.91,Missed,,,,,,,,,,,,,,,,,,
704,PT01M50.00S,2022-10-20T02:22:56.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612750,109,104,2022-10-20T02:26:01Z,6960000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,703.0,,,,,,,,,,,,,,,
706,PT01M50.00S,2022-10-20T02:23:23.6Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612750,109,104,2022-10-20T02:27:03Z,6980000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,PT01M50.00S,2022-10-20T02:25:56.5Z,4,REGULAR,substitution,out,[],1630197,,,1610612750,109,104,2022-10-20T02:26:14Z,7000000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
709,PT01M50.00S,2022-10-20T02:25:56.5Z,4,REGULAR,substitution,in,[],1630647,,,1610612750,109,104,2022-10-20T02:26:14Z,7010000,,,0,,SUB in: E. Omoruyi,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
710,PT01M37.00S,2022-10-20T02:26:24.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,79.05716162943496,9.068627450980392,1610612750,109,104,2022-10-20T02:26:29Z,7020000,-205.0,144.0,1,right,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,25.05,Missed,,,,,,,,,,,,,,,,,,
711,PT01M35.00S,2022-10-20T02:26:26.2Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,109,104,2022-10-20T02:26:29Z,7030000,,,0,,J. Giddey REBOUND (Off:1 Def:10),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,710.0,11.0,10.0,1.0,,,,,,,,,,,,
712,PT01M27.00S,2022-10-20T02:26:34.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,12.565703022339028,53.67647058823529,1610612760,109,104,2022-10-20T02:27:58Z,7040000,-18.0,66.0,1,left,MISS L. Dort 6' driving floating Shot,[1629652],1610612760.0,OKC,driving floating,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,6.81,Missed,,,,,,,,,,,,,,,,,,
713,PT01M24.00S,2022-10-20T02:26:37.5Z,4,REGULAR,rebound,offensive,[],1630647,,,1610612760,109,104,2022-10-20T02:26:37Z,7050000,,,0,,E. Omoruyi REBOUND (Off:3 Def:1),[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,In The Paint (Non-RA),0-8 Center,,,,,712.0,4.0,1.0,3.0,,,,,,,,,,,,
714,PT01M16.00S,2022-10-20T02:26:45.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628983,22.026938239159,49.50980392156863,1610612760,109,104,2022-10-20T02:26:51Z,7060000,2.0,155.0,1,left,MISS S. Gilgeous-Alexander 15' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,15.46,Missed,,,,,,,,,,,,,,,,,,
715,PT01M14.00S,2022-10-20T02:26:47.7Z,4,REGULAR,rebound,defensive,[],1630162,,,1610612750,109,104,2022-10-20T02:26:51Z,7070000,,,0,,A. Edwards REBOUND (Off:1 Def:7),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Center,,,,,714.0,8.0,7.0,1.0,,,,,,,,,,,,
716,PT00M57.30S,2022-10-20T02:27:04.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,80.3712220762155,63.970588235294116,1610612750,109,104,2022-10-20T02:27:09Z,7080000,70.0,132.0,1,right,MISS A. Edwards 14' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,14.94,Missed,,,,,,,,,,,,,,,,,,
717,PT00M54.60S,2022-10-20T02:27:07.4Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,109,104,2022-10-20T02:27:09Z,7090000,,,0,,S. Gilgeous-Alexander REBOUND (Off:2 Def:4),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,716.0,6.0,4.0,2.0,,,,,,,,,,,,
718,PT00M48.90S,2022-10-20T02:27:13.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630581,20.05584756898817,8.088235294117647,1610612760,109,104,2022-10-20T02:32:24Z,7100000,210.0,136.0,1,left,MISS J. Giddey 24' running 3PT,[1630581],1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,24.99,Missed,,,,,,,,,,,,,,,,,,
719,PT00M43.50S,2022-10-20T02:27:18.7Z,4,REGULAR,rebound,offensive,[],1629026,,,1610612760,109,104,2022-10-20T02:27:18Z,7110000,,,0,,K. Williams REBOUND (Off:2 Def:4),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,,,,,718.0,6.0,4.0,2.0,,,,,,,,,,,,
720,PT00M39.80S,2022-10-20T02:27:22.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628983,19.398817345597898,92.15686274509804,1610612760,109,104,2022-10-20T02:27:27Z,7120000,-211.0,130.0,1,left,MISS S. Gilgeous-Alexander 24' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,,
721,PT00M36.30S,2022-10-20T02:27:26.0Z,4,REGULAR,rebound,defensive,[],1626156,,,1610612750,109,104,2022-10-20T02:27:27Z,7130000,,,0,,D. Russell REBOUND (Off:0 Def:5),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,720.0,5.0,5.0,0.0,,,,,,,,,,,,
722,PT00M31.40S,2022-10-20T02:27:32.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630647,,,1610612750,109,104,2022-10-20T02:27:40Z,7140000,,,0,,E. Omoruyi take personal FOUL (5 PF) (Russell 2 FT),"[1630647, 1626156]",1610612760.0,OKC,take,,,Omoruyi,E. Omoruyi,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2002.0,5.0,0.0,Russell,1626156.0
743,PT00M31.40S,2022-10-20T02:27:58.3Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612750,109,104,2022-10-20T02:29:40Z,7155000,,,0,,TEAM delay-of-game VIOLATION,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,PT00M31.40S,2022-10-20T02:28:24.1Z,4,REGULAR,freethrow,1 of 2,[],1626156,,,1610612750,110,104,2022-10-20T02:28:24Z,7160000,,,0,,D. Russell Free Throw 1 of 2 (19 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,Made,,,,,,,19.0,,,,,,,,,,,
725,PT00M31.40S,2022-10-20T02:28:24.8Z,4,REGULAR,substitution,out,[],1630162,,,1610612750,110,104,2022-10-20T02:28:47Z,7170000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
726,PT00M31.40S,2022-10-20T02:28:24.8Z,4,REGULAR,substitution,out,[],1629026,,,1610612750,110,104,2022-10-20T02:28:47Z,7180000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
727,PT00M31.40S,2022-10-20T02:28:24.8Z,4,REGULAR,substitution,out,[],1630647,,,1610612750,110,104,2022-10-20T02:28:47Z,7190000,,,0,,SUB out: E. Omoruyi,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
728,PT00M31.40S,2022-10-20T02:28:24.8Z,4,REGULAR,substitution,in,[],203085,,,1610612750,110,104,2022-10-20T02:28:47Z,7200000,,,0,,SUB in: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
729,PT00M31.40S,2022-10-20T02:28:24.8Z,4,REGULAR,substitution,in,[],203488,,,1610612750,110,104,2022-10-20T02:28:47Z,7210000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
730,PT00M31.40S,2022-10-20T02:28:24.8Z,4,REGULAR,substitution,in,[],1630544,,,1610612750,110,104,2022-10-20T02:28:47Z,7220000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
731,PT00M31.40S,2022-10-20T02:28:49.3Z,4,REGULAR,freethrow,2 of 2,[],1626156,,,1610612750,111,104,2022-10-20T02:28:49Z,7230000,,,0,,D. Russell Free Throw 2 of 2 (20 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,Made,,,,,,,20.0,,,,,,,,,,,
732,PT00M21.00S,2022-10-20T02:28:56.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.966491458607096,51.470588235294116,1610612760,111,106,2022-10-20T02:29:07Z,7240000,-7.0,22.0,1,left,S. Gilgeous-Alexander driving Layup (32 PTS) (M. Muscala 1 AST),"[1628983, 203488]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,,,32.0,,,,M. Muscala,203488.0,1.0,,,,,
733,PT00M14.30S,2022-10-20T02:29:05.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630183,91.93495400788436,53.431372549019606,1610612750,111,106,2022-10-20T02:29:16Z,7250000,17.0,23.0,1,right,MISS J. McDaniels DUNK - blocked,"[1630183, 1630581]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.9,Missed,Giddey,1630581.0,,,,,,,,,,,,,,,,
734,PT00M14.30S,2022-10-20T02:29:05.5Z,4,REGULAR,block,,[],1630581,,,1610612750,111,106,2022-10-20T02:29:07Z,7260000,,,0,,J. Giddey BLOCK (2 BLK),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
735,PT00M14.30S,2022-10-20T02:29:05.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612750,111,106,2022-10-20T02:29:16Z,7270000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,733.0,,,,,,,,,,,,,,,
737,PT00M14.30S,2022-10-20T02:29:16.5Z,4,REGULAR,substitution,out,[],203497,,,1610612750,111,106,2022-10-20T02:29:34Z,7290000,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
738,PT00M14.30S,2022-10-20T02:29:16.5Z,4,REGULAR,substitution,out,[],203488,,,1610612750,111,106,2022-10-20T02:29:34Z,7300000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
739,PT00M14.30S,2022-10-20T02:29:16.5Z,4,REGULAR,substitution,out,[],1630544,,,1610612750,111,106,2022-10-20T02:29:34Z,7310000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
740,PT00M14.30S,2022-10-20T02:29:16.5Z,4,REGULAR,substitution,in,[],1630162,,,1610612750,111,106,2022-10-20T02:29:34Z,7320000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
741,PT00M14.30S,2022-10-20T02:29:16.5Z,4,REGULAR,substitution,in,[],1630647,,,1610612750,111,106,2022-10-20T02:29:34Z,7330000,,,0,,SUB in: E. Omoruyi,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
742,PT00M14.30S,2022-10-20T02:29:16.5Z,4,REGULAR,substitution,in,[],1629026,,,1610612750,111,106,2022-10-20T02:29:34Z,7340000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
744,PT00M14.30S,2022-10-20T02:29:45.8Z,4,REGULAR,foul,offensive,[],1626156,,,1610612750,111,106,2022-10-20T02:30:08Z,7350000,,,0,,D. Russell offensive FOUL (5 PF),"[1626156, 1629652]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,203591.0,5.0,0.0,Dort,1629652.0
746,PT00M14.30S,2022-10-20T02:29:45.8Z,4,REGULAR,turnover,offensive foul,[],1626156,,,1610612750,111,106,2022-10-20T02:29:45Z,7370000,,,0,,D. Russell offensive foul TURNOVER (4 TO),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Mid-Range,8-16 Left,,,,,,,,,,4.0,,,,,,203591.0,,,,
747,PT00M14.30S,2022-10-20T02:30:05.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,111,106,2022-10-20T02:30:05Z,7380000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,PT00M14.30S,2022-10-20T02:30:53.9Z,4,REGULAR,substitution,out,[],1626156,,,1610612760,111,106,2022-10-20T02:31:19Z,7390000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
749,PT00M14.30S,2022-10-20T02:30:53.9Z,4,REGULAR,substitution,out,[],1626157,,,1610612760,111,106,2022-10-20T02:31:19Z,7400000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
750,PT00M14.30S,2022-10-20T02:30:53.9Z,4,REGULAR,substitution,out,[],1630647,,,1610612760,111,106,2022-10-20T02:31:19Z,7410000,,,0,,SUB out: E. Omoruyi,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
751,PT00M14.30S,2022-10-20T02:30:53.9Z,4,REGULAR,substitution,out,[],1629026,,,1610612760,111,106,2022-10-20T02:31:19Z,7420000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
752,PT00M14.30S,2022-10-20T02:30:53.9Z,4,REGULAR,substitution,in,[],203937,,,1610612760,111,106,2022-10-20T02:31:19Z,7430000,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
753,PT00M14.30S,2022-10-20T02:30:53.9Z,4,REGULAR,substitution,in,[],203497,,,1610612760,111,106,2022-10-20T02:31:19Z,7440000,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
754,PT00M14.30S,2022-10-20T02:30:53.9Z,4,REGULAR,substitution,in,[],203488,,,1610612760,111,106,2022-10-20T02:31:19Z,7450000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
755,PT00M14.30S,2022-10-20T02:30:53.9Z,4,REGULAR,substitution,in,[],1630544,,,1610612760,111,106,2022-10-20T02:31:19Z,7460000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
756,PT00M12.10S,2022-10-20T02:31:42.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630544,16.90210249671485,58.82352941176471,1610612760,111,108,2022-10-20T02:31:50Z,7470000,-44.0,106.0,1,left,T. Mann 11' floating Jump Shot (12 PTS) (J. Giddey 4 AST),"[1630544, 1630581]",1610612760.0,OKC,floating,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,11.52,Made,,,,,,,12.0,,,,J. Giddey,1630581.0,4.0,,,,,
758,PT00M12.00S,2022-10-20T02:31:53.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612750,111,108,2022-10-20T02:31:53Z,7490000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,PT00M12.00S,2022-10-20T02:32:54.2Z,4,REGULAR,substitution,out,[],203085,,,1610612750,111,108,2022-10-20T02:33:16Z,7500000,,,0,,SUB out: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
760,PT00M12.00S,2022-10-20T02:32:54.2Z,4,REGULAR,substitution,out,[],203497,,,1610612750,111,108,2022-10-20T02:33:16Z,7510000,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
761,PT00M12.00S,2022-10-20T02:32:54.2Z,4,REGULAR,substitution,out,[],203488,,,1610612750,111,108,2022-10-20T02:33:16Z,7520000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
762,PT00M12.00S,2022-10-20T02:32:54.2Z,4,REGULAR,substitution,out,[],1630544,,,1610612750,111,108,2022-10-20T02:33:16Z,7530000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
