actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
594,PT06M43.00S,2022-11-26T03:13:43.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631113,11.514454664914586,44.36274509803921,1610612763,115,90,2022-11-26T03:13:48Z,5900000,False,28.0,56.0,1,left,MISS K. Chandler 6' driving floating bank Shot,[1631113],1610612763.0,MEM,driving floating bank,,,Chandler,K. Chandler,,,,,,In The Paint (Non-RA),0-8 Center,6.24,Missed,,,,,,,,,,,,,,,,,
595,PT06M39.00S,2022-11-26T03:13:47.9Z,4,REGULAR,rebound,offensive,[],1629634,,,1610612763,115,90,2022-11-26T03:13:48Z,5910000,False,,,0,,B. Clarke REBOUND (Off:1 Def:7),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,In The Paint (Non-RA),0-8 Center,,,594.0,8.0,7.0,1.0,,,,,,,,,,,,,
596,PT06M39.00S,2022-11-26T03:13:48.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629634,5.590000152587891,50.0,1610612763,117,90,2022-11-26T03:13:48Z,5920000,False,0.0,0.0,1,left,B. Clarke tip Layup (12 PTS),[1629634],1610612763.0,MEM,tip,,,Clarke,B. Clarke,,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,12.0,,,,,,,,,,,,
597,PT06M26.00S,2022-11-26T03:14:01.2Z,4,REGULAR,3pt,Jump Shot,[],1630530,66.44218134034165,42.64705882352941,1610612740,117,90,2022-11-26T03:14:05Z,5930000,False,-37.0,263.0,1,right,MISS T. Murphy III 26' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Center,26.55,Missed,,,,,,,,,,,,,,,,,
598,PT06M22.00S,2022-11-26T03:14:05.2Z,4,REGULAR,rebound,defensive,[],1629634,,,1610612763,117,90,2022-11-26T03:14:05Z,5940000,False,,,0,,B. Clarke REBOUND (Off:1 Def:8),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Above the Break 3,24+ Center,,,597.0,9.0,8.0,1.0,,,,,,,,,,,,,
599,PT06M19.00S,2022-11-26T03:14:07.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631223,6.521024967148489,48.28431372549019,1610612763,117,90,2022-11-26T03:14:12Z,5950000,False,9.0,9.0,1,left,MISS D. Roddy driving Layup - blocked,"[1631223, 202066]",1610612763.0,MEM,driving,,,Roddy,D. Roddy,,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,Temple,202066.0,,
600,PT06M19.00S,2022-11-26T03:14:07.8Z,4,REGULAR,block,,[],202066,,,1610612763,117,90,2022-11-26T03:14:10Z,5960000,False,,,0,,G. Temple BLOCK (1 BLK),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
601,PT06M15.00S,2022-11-26T03:14:11.8Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,117,90,2022-11-26T03:14:12Z,5970000,False,,,0,,T. Murphy III REBOUND (Off:2 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Restricted Area,0-8 Center,,,599.0,3.0,1.0,2.0,,,,,,,,,,,,,
602,PT06M12.00S,2022-11-26T03:14:15.5Z,4,REGULAR,turnover,bad pass,[],1630700,,,1610612740,117,90,2022-11-26T03:14:18Z,5980000,False,,,0,,D. Daniels bad pass TURNOVER (2 TO),"[1630700, 1631113]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2.0,,,,,,,Chandler,1631113.0
603,PT06M12.00S,2022-11-26T03:14:15.5Z,4,REGULAR,steal,,[],1631113,,,1610612763,117,90,2022-11-26T03:14:17Z,5990000,False,,,0,,K. Chandler STEAL (1 STL),[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
604,PT06M09.00S,2022-11-26T03:14:21.5Z,4,REGULAR,turnover,traveling,[],1631223,,,1610612763,117,90,2022-11-26T03:14:25Z,6000000,False,,,0,,D. Roddy traveling TURNOVER (2 TO),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,101284.0,Mid-Range,8-16 Right,,,,,,,,,,,2.0,,,,,,,,
605,PT06M01.00S,2022-11-26T03:14:46.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629637,87.86136662286465,94.85294117647058,1610612740,117,90,2022-11-26T03:14:51Z,6010000,False,224.0,62.0,1,right,MISS J. Hayes 3PT,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Right Corner 3,24+ Right,23.26,Missed,,,,,,,,,,,,,,,,,
606,PT05M56.00S,2022-11-26T03:14:51.8Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,117,90,2022-11-26T03:14:51Z,6020000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Right Corner 3,24+ Right,,,605.0,4.0,4.0,0.0,,,,,,,,,,,,,
607,PT05M51.00S,2022-11-26T03:14:59.2Z,4,REGULAR,foul,personal,[],202066,,,1610612763,117,90,2022-11-26T03:15:04Z,6030000,False,,,0,,G. Temple personal FOUL (1 PF),"[202066, 1628991]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,203177.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,0.0,Jackson Jr.,1628991.0,,,,
609,PT05M47.00S,2022-11-26T03:15:22.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,10.463206307490145,44.11764705882353,1610612763,119,90,2022-11-26T03:15:27Z,6050000,False,29.0,46.0,1,left,J. Jackson Jr. driving floating bank Jump Shot (15 PTS),[1628991],1610612763.0,MEM,driving floating bank,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),0-8 Center,5.45,Made,,,,,15.0,,,,,,,,,,,,
610,PT05M47.00S,2022-11-26T03:15:24.2Z,4,REGULAR,foul,personal,['1freethrow'],202066,,,1610612763,119,90,2022-11-26T03:15:31Z,6060000,False,,,0,,G. Temple shooting personal FOUL (2 PF) (Jackson Jr. 1 FT),"[202066, 1628991]",1610612740.0,NOP,shooting,,,Temple,G. Temple,,,,,1198.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,0.0,Jackson Jr.,1628991.0,,,,
612,PT05M47.00S,2022-11-26T03:15:52.3Z,4,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,120,90,2022-11-26T03:15:52Z,6080000,False,,,0,,J. Jackson Jr. Free Throw 1 of 1 (16 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,
613,PT05M37.00S,2022-11-26T03:16:03.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,88.51839684625493,49.26470588235294,1610612740,120,90,2022-11-26T03:16:09Z,6090000,False,-4.0,55.0,1,right,MISS D. Daniels driving floating Shot,[1630700],1610612740.0,NOP,driving floating,,,Daniels,D. Daniels,,,,,,In The Paint (Non-RA),0-8 Center,5.55,Missed,,,,,,,,,,,,,,,,,
614,PT05M33.00S,2022-11-26T03:16:07.6Z,4,REGULAR,rebound,defensive,[],1629634,,,1610612763,120,90,2022-11-26T03:16:09Z,6100000,False,,,0,,B. Clarke REBOUND (Off:1 Def:9),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,In The Paint (Non-RA),0-8 Center,,,613.0,10.0,9.0,1.0,,,,,,,,,,,,,
615,PT05M28.00S,2022-11-26T03:16:12.6Z,4,REGULAR,3pt,Jump Shot,[],1628991,31.09395532194481,34.31372549019608,1610612763,120,90,2022-11-26T03:16:17Z,6110000,False,78.0,240.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Above the Break 3,24+ Center,25.23,Missed,,,,,,,,,,,,,,,,,
616,PT05M25.00S,2022-11-26T03:16:16.0Z,4,REGULAR,rebound,offensive,[],1631113,,,1610612763,120,90,2022-11-26T03:16:16Z,6120000,False,,,0,,K. Chandler REBOUND (Off:1 Def:0),[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,Above the Break 3,24+ Center,,,615.0,1.0,0.0,1.0,,,,,,,,,,,,,
617,PT05M21.00S,2022-11-26T03:16:19.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,13.61695137976347,49.01960784313725,1610612763,122,90,2022-11-26T03:16:23Z,6130000,False,5.0,75.0,1,left,J. Jackson Jr. 7' driving finger roll Layup (18 PTS) (K. Chandler 1 AST),"[1628991, 1631113]",1610612763.0,MEM,driving finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),0-8 Center,7.57,Made,,,,,18.0,K. Chandler,1631113.0,1.0,,,,,,,,,
619,PT05M15.00S,2022-11-26T03:16:25.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,93.64323258869908,48.77450980392157,1610612740,122,92,2022-11-26T03:16:30Z,6150000,False,-6.0,7.0,1,right,T. Murphy III running DUNK (15 PTS) (D. Daniels 5 AST),"[1630530, 1630700]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,15.0,D. Daniels,1630700.0,5.0,,,,,,,,,
621,PT04M51.00S,2022-11-26T03:16:49.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,7.046649145860711,48.03921568627451,1610612763,124,92,2022-11-26T03:16:53Z,6170000,False,10.0,14.0,1,left,J. Jackson Jr. driving finger roll Layup (20 PTS),[1628991],1610612763.0,MEM,driving finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,1.68,Made,,,,,20.0,,,,,,,,,,,,
623,PT04M43.00S,2022-11-26T03:17:16.6Z,4,REGULAR,foul,personal,['1freethrow'],1631113,,,1610612740,124,92,2022-11-26T03:17:25Z,6190000,False,,,0,,K. Chandler transition take personal FOUL (1 PF) (Hayes 1 FT),"[1631113, 1629637]",1610612763.0,MEM,transition take,,,Chandler,K. Chandler,,,,,101284.0,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,0.0,Hayes,1629637.0,,,,
625,PT04M43.00S,2022-11-26T03:17:26.5Z,4,REGULAR,freethrow,1 of 1,[],1629637,,,1610612740,124,93,2022-11-26T03:17:26Z,6210000,False,,,0,,J. Hayes transition take Free Throw 1 of 1 (5 PTS),[1629637],1610612740.0,NOP,transition take,,,Hayes,J. Hayes,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
626,PT04M43.00S,2022-11-26T03:17:30.5Z,4,REGULAR,substitution,out,[],1628991,,,1610612763,124,93,2022-11-26T03:17:51Z,6220000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT04M43.00S,2022-11-26T03:17:30.5Z,4,REGULAR,substitution,out,[],1629634,,,1610612763,124,93,2022-11-26T03:17:51Z,6230000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT04M43.00S,2022-11-26T03:17:30.5Z,4,REGULAR,substitution,in,[],1631254,,,1610612763,124,93,2022-11-26T03:17:51Z,6240000,False,,,0,,SUB in: K. Lofton Jr.,[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT04M43.00S,2022-11-26T03:17:30.5Z,4,REGULAR,substitution,in,[],1631246,,,1610612763,124,93,2022-11-26T03:17:51Z,6250000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT04M29.00S,2022-11-26T03:18:05.1Z,4,REGULAR,turnover,out-of-bounds,[],1630700,,,1610612740,124,93,2022-11-26T03:18:11Z,6260000,False,,,0,,D. Daniels bad pass out-of-bounds TURNOVER (3 TO),[1630700],1610612740.0,NOP,bad pass,,,Daniels,D. Daniels,,,,,1198.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,3.0,,,,,,,,
631,PT04M14.00S,2022-11-26T03:18:33.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1631254,12.565703022339028,25.98039215686275,1610612763,124,93,2022-11-26T03:18:36Z,6270000,False,120.0,66.0,1,left,MISS K. Lofton Jr. 13' Jump Shot,[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,Mid-Range,8-16 Right,13.68,Missed,,,,,,,,,,,,,,,,,
632,PT04M11.00S,2022-11-26T03:18:36.1Z,4,REGULAR,rebound,defensive,[],1629637,,,1610612740,124,93,2022-11-26T03:18:36Z,6280000,False,,,0,,J. Hayes REBOUND (Off:0 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Mid-Range,8-16 Right,,,631.0,3.0,3.0,0.0,,,,,,,,,,,,,
633,PT04M05.00S,2022-11-26T03:18:41.6Z,4,REGULAR,3pt,Jump Shot,[],202066,73.14388961892247,82.59803921568627,1610612740,124,96,2022-11-26T03:18:45Z,6290000,False,163.0,200.0,1,right,G. Temple 25' 3PT  (6 PTS) (J. Hayes 1 AST),"[202066, 1629637]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,,Above the Break 3,24+ Right Center,25.79,Made,,,,,6.0,J. Hayes,1629637.0,1.0,,,,,,,,,
635,PT03M43.00S,2022-11-26T03:19:04.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631254,7.5722733245729295,55.392156862745104,1610612763,126,96,2022-11-26T03:19:10Z,6310000,False,-27.0,19.0,1,left,K. Lofton Jr. driving Layup (2 PTS),[1631254],1610612763.0,MEM,driving,,,Lofton Jr.,K. Lofton Jr.,,,,,,Restricted Area,0-8 Center,3.28,Made,,,,,2.0,,,,,,,,,,,,
636,PT03M26.00S,2022-11-26T03:19:20.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,93.51182654402102,46.32352941176471,1610612740,126,98,2022-11-26T03:19:23Z,6320000,False,-18.0,8.0,1,right,T. Murphy III driving finger roll Layup (17 PTS) (J. Hayes 2 AST),"[1630530, 1629637]",1610612740.0,NOP,driving finger roll,,,Murphy III,T. Murphy III,,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,17.0,J. Hayes,1629637.0,2.0,,,,,,,,,
638,PT03M19.00S,2022-11-26T03:19:27.4Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],1631254,9.149145860709593,20.098039215686274,1610612763,126,98,2022-11-26T03:19:32Z,6340000,False,150.0,34.0,1,left,MISS K. Lofton Jr. 15' pullup Shot,[1631254],1610612763.0,MEM,pullup,,,Lofton Jr.,K. Lofton Jr.,,,,,,Mid-Range,8-16 Right,15.32,Missed,,,,,,,,,,,,,,,,,
639,PT03M14.00S,2022-11-26T03:19:32.4Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612740,126,98,2022-11-26T03:19:32Z,6350000,False,,,0,,D. Daniels REBOUND (Off:0 Def:3),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,Mid-Range,8-16 Right,,,638.0,3.0,3.0,0.0,,,,,,,,,,,,,
640,PT03M12.00S,2022-11-26T03:19:34.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,71.69842312746385,19.852941176470587,1610612740,126,98,2022-11-26T03:19:39Z,6360000,False,-151.0,214.0,1,right,MISS T. Murphy III 26' running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,,,,,,,,,,,,,,,,
641,PT03M08.00S,2022-11-26T03:19:37.8Z,4,REGULAR,rebound,offensive,[],1626195,,,1610612740,126,98,2022-11-26T03:19:37Z,6370000,False,,,0,,W. Hernangomez REBOUND (Off:2 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Above the Break 3,24+ Left Center,,,640.0,4.0,2.0,2.0,,,,,,,,,,,,,
642,PT03M06.00S,2022-11-26T03:19:40.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629637,66.17936925098554,42.40196078431372,1610612740,126,98,2022-11-26T03:19:45Z,6380000,False,-38.0,265.0,1,right,MISS J. Hayes 26' 3PT,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Above the Break 3,24+ Center,26.81,Missed,,,,,,,,,,,,,,,,,
643,PT03M03.00S,2022-11-26T03:19:43.5Z,4,REGULAR,rebound,defensive,[],1631254,,,1610612763,126,98,2022-11-26T03:19:45Z,6390000,False,,,0,,K. Lofton Jr. REBOUND (Off:0 Def:1),[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,Above the Break 3,24+ Center,,,642.0,1.0,1.0,0.0,,,,,,,,,,,,,
644,PT02M57.00S,2022-11-26T03:19:49.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631246,29.517082785808146,74.01960784313727,1610612763,129,98,2022-11-26T03:19:53Z,6400000,False,-120.0,225.0,1,left,V. Williams Jr. 25' 3PT  (3 PTS) (K. Lofton Jr. 1 AST),"[1631246, 1631254]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,Above the Break 3,24+ Left Center,25.5,Made,,,,,3.0,K. Lofton Jr.,1631254.0,1.0,,,,,,,,,
646,PT02M43.00S,2022-11-26T03:20:03.6Z,4,REGULAR,3pt,Jump Shot,[],1630700,66.96780551905388,55.63725490196079,1610612740,129,101,2022-11-26T03:20:07Z,6420000,False,28.0,258.0,1,right,D. Daniels 25' 3PT pullup (5 PTS),[1630700],1610612740.0,NOP,pullup,,,Daniels,D. Daniels,,,,,,Above the Break 3,24+ Center,25.95,Made,,,,,5.0,,,,,,,,,,,,
647,PT02M19.00S,2022-11-26T03:20:27.3Z,4,REGULAR,turnover,lost ball,[],1631254,,,1610612763,129,101,2022-11-26T03:20:30Z,6430000,False,,,0,,K. Lofton Jr. lost ball TURNOVER (1 TO),"[1631254, 1626195]",1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,,,,,Hernangomez,1626195.0
648,PT02M19.00S,2022-11-26T03:20:27.3Z,4,REGULAR,steal,,[],1626195,,,1610612740,129,101,2022-11-26T03:20:29Z,6440000,False,,,0,,W. Hernangomez STEAL (1 STL),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
649,PT02M12.00S,2022-11-26T03:20:37.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631223,,,1610612740,129,101,2022-11-26T03:20:46Z,6450000,False,,,0,,D. Roddy shooting personal FOUL (3 PF) (Murphy III 2 FT),"[1631223, 1630530]",1610612763.0,MEM,shooting,,,Roddy,D. Roddy,,,,,1198.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,3.0,0.0,Murphy III,1630530.0,,,,
651,PT02M12.00S,2022-11-26T03:20:59.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630530,,,1610612740,129,102,2022-11-26T03:20:59Z,6470000,False,,,0,,T. Murphy III Free Throw 1 of 2 (18 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,
652,PT02M12.00S,2022-11-26T03:21:14.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630530,,,1610612740,129,103,2022-11-26T03:21:14Z,6480000,False,,,0,,T. Murphy III Free Throw 2 of 2 (19 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,
653,PT01M56.00S,2022-11-26T03:21:35.9Z,4,REGULAR,turnover,traveling,[],1631113,,,1610612763,129,103,2022-11-26T03:21:39Z,6490000,False,,,0,,K. Chandler traveling TURNOVER (1 TO),[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,203177.0,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,,,,,,,,
654,PT01M46.00S,2022-11-26T03:22:04.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629637,94.43166885676742,52.450980392156865,1610612740,129,103,2022-11-26T03:22:08Z,6500000,False,12.0,0.0,1,right,MISS J. Hayes Layup,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,
655,PT01M46.00S,2022-11-26T03:22:04.6Z,4,REGULAR,rebound,offensive,[],1626195,,,1610612740,129,103,2022-11-26T03:22:08Z,6510000,False,,,0,,W. Hernangomez REBOUND (Off:3 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Restricted Area,0-8 Center,,,654.0,5.0,2.0,3.0,,,,,,,,,,,,,
656,PT01M46.00S,2022-11-26T03:22:08.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626195,94.40999984741211,50.0,1610612740,129,105,2022-11-26T03:22:08Z,6520000,False,0.0,0.0,1,right,W. Hernangomez tip DUNK (6 PTS),[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,6.0,,,,,,,,,,,,
657,PT01M31.00S,2022-11-26T03:22:22.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631113,7.5722733245729295,51.470588235294116,1610612763,129,105,2022-11-26T03:22:26Z,6530000,False,-7.0,19.0,1,left,MISS K. Chandler driving DUNK,[1631113],1610612763.0,MEM,driving,,,Chandler,K. Chandler,,,,,,Restricted Area,0-8 Center,2.01,Missed,,,,,,,,,,,,,,,,,
658,PT01M29.00S,2022-11-26T03:22:24.7Z,4,REGULAR,rebound,offensive,[],1631222,,,1610612763,129,105,2022-11-26T03:22:26Z,6540000,False,,,0,,J. LaRavia REBOUND (Off:2 Def:2),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,Restricted Area,0-8 Center,,,657.0,4.0,2.0,2.0,,,,,,,,,,,,,
659,PT01M22.00S,2022-11-26T03:22:31.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631113,6.783837056504599,51.71568627450981,1610612763,129,105,2022-11-26T03:22:35Z,6550000,False,-9.0,11.0,1,left,MISS K. Chandler driving reverse Layup,[1631113],1610612763.0,MEM,driving reverse,,,Chandler,K. Chandler,,,,,,Restricted Area,0-8 Center,1.42,Missed,,,,,,,,,,,,,,,,,
660,PT01M20.00S,2022-11-26T03:22:33.3Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612740,129,105,2022-11-26T03:22:35Z,6560000,False,,,0,,D. Daniels REBOUND (Off:0 Def:4),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,Restricted Area,0-8 Center,,,659.0,4.0,4.0,0.0,,,,,,,,,,,,,
661,PT01M18.00S,2022-11-26T03:22:36.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630530,94.03745072273325,49.754901960784316,1610612740,129,107,2022-11-26T03:22:41Z,6570000,False,-1.0,4.0,1,right,T. Murphy III running DUNK (21 PTS) (D. Daniels 6 AST),"[1630530, 1630700]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,21.0,D. Daniels,1630700.0,6.0,,,,,,,,,
663,PT00M57.80S,2022-11-26T03:23:03.3Z,4,REGULAR,3pt,Jump Shot,[],1631223,20.97568988173456,88.72549019607843,1610612763,129,107,2022-11-26T03:23:06Z,6590000,False,-194.0,145.0,1,left,MISS D. Roddy 24' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,Above the Break 3,24+ Left Center,24.17,Missed,,,,,,,,,,,,,,,,,
664,PT00M55.80S,2022-11-26T03:23:05.3Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612740,129,107,2022-11-26T03:23:06Z,6600000,False,,,0,,D. Daniels REBOUND (Off:0 Def:5),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,Above the Break 3,24+ Left Center,,,663.0,5.0,5.0,0.0,,,,,,,,,,,,,
665,PT00M45.40S,2022-11-26T03:23:17.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,93.38042049934296,53.67647058823529,1610612740,129,109,2022-11-26T03:23:20Z,6610000,False,18.0,10.0,1,right,D. Daniels driving Layup (7 PTS),[1630700],1610612740.0,NOP,driving,,,Daniels,D. Daniels,,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,7.0,,,,,,,,,,,,
666,PT00M23.20S,2022-11-26T03:23:41.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631223,6.258212877792378,50.49019607843137,1610612763,131,109,2022-11-26T03:23:46Z,6620000,False,-2.0,6.0,1,left,D. Roddy cutting DUNK (10 PTS) (K. Lofton Jr. 2 AST),"[1631223, 1631254]",1610612763.0,MEM,cutting,,,Roddy,D. Roddy,,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,10.0,K. Lofton Jr.,1631254.0,2.0,,,,,,,,,
668,PT00M23.20S,2022-11-26T03:23:43.9Z,4,REGULAR,foul,personal,['1freethrow'],1626195,,,1610612763,131,109,2022-11-26T03:23:53Z,6640000,False,,,0,,W. Hernangomez shooting personal FOUL (1 PF) (Roddy 1 FT),"[1626195, 1631223]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,1198.0,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,0.0,Roddy,1631223.0,,,,
670,PT00M23.20S,2022-11-26T03:24:07.7Z,4,REGULAR,freethrow,1 of 1,[],1631223,,,1610612763,132,109,2022-11-26T03:24:07Z,6660000,False,,,0,,D. Roddy Free Throw 1 of 1 (11 PTS),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
671,PT00M04.40S,2022-11-26T03:24:32.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,93.9060446780552,48.529411764705884,1610612740,132,111,2022-11-26T03:24:35Z,6670000,False,-7.0,5.0,1,right,D. Daniels driving finger roll Layup (9 PTS),[1630700],1610612740.0,NOP,driving finger roll,,,Daniels,D. Daniels,,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,9.0,,,,,,,,,,,,
