actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
611,PT08M16.00S,2022-10-25T02:10:00.5Z,4,REGULAR,substitution,in,[],1629630,,,1610612763,117,105,2022-10-25T02:10:18Z,6070000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT08M16.00S,2022-10-25T02:10:00.5Z,4,REGULAR,substitution,in,[],1628415,,,1610612763,117,105,2022-10-25T02:10:18Z,6080000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT08M16.00S,2022-10-25T02:10:00.5Z,4,REGULAR,substitution,in,[],203925,,,1610612763,117,105,2022-10-25T02:10:18Z,6090000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT08M07.00S,2022-10-25T02:10:25.8Z,4,REGULAR,3pt,Jump Shot,[],1629630,67.23061760840999,68.87254901960785,1610612763,117,105,2022-10-25T02:10:31Z,6100000,94.0,256.0,1,right,MISS J. Morant 27' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,27.24,Missed,,,,,,,,,,,,,,,,,,
615,PT08M02.00S,2022-10-25T02:10:30.8Z,4,REGULAR,rebound,defensive,[],1629651,,,1610612751,117,105,2022-10-25T02:10:31Z,6110000,,,0,,N. Claxton REBOUND (Off:2 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,614.0,7.0,5.0,2.0,,,,,,,,,,,,,,
616,PT07M51.00S,2022-10-25T02:10:41.1Z,4,REGULAR,3pt,Jump Shot,[],202681,13.485545335085414,96.32352941176471,1610612751,117,108,2022-10-25T02:10:44Z,6120000,-232.0,74.0,1,left,K. Irving 24' 3PT  (25 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Left Corner 3,24+ Left,24.32,Made,,,,,,,,,,,,25.0,,,,,,
617,PT07M31.00S,2022-10-25T02:11:00.6Z,4,REGULAR,2pt,Jump Shot,[],1626145,78.0059132720105,41.17647058823529,1610612763,117,108,2022-10-25T02:11:05Z,6130000,-44.0,154.0,1,right,MISS T. Jones 16' pullup Shot,[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,16.04,Missed,,,,,,,,,,,,,,,,,,
618,PT07M28.00S,2022-10-25T02:11:03.6Z,4,REGULAR,rebound,defensive,[],202681,,,1610612751,117,108,2022-10-25T02:11:05Z,6140000,,,0,,K. Irving REBOUND (Off:2 Def:5),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Center,,,617.0,7.0,5.0,2.0,,,,,,,,,,,,,,
619,PT07M25.00S,2022-10-25T02:11:10.1Z,4,REGULAR,foul,personal,['2freethrow'],1631222,,,1610612751,117,108,2022-10-25T02:11:18Z,6150000,,,0,,J. LaRavia shooting personal FOUL (2 PF) (Irving 2 FT),"[1631222, 202681]",1610612763.0,MEM,shooting,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,,,,,1627962.0,2.0,0.0,Irving,202681.0,,,,,,,,,
621,PT07M25.00S,2022-10-25T02:11:40.6Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],202681,,,1610612751,117,108,2022-10-25T02:11:40Z,6170000,,,0,,MISS K. Irving Free Throw 1 of 2,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
622,PT07M25.00S,2022-10-25T02:11:40.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,117,108,2022-10-25T02:11:40Z,6180000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,621.0,,,,,,,,,,,,,,,,,
623,PT07M25.00S,2022-10-25T02:11:49.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,117,108,2022-10-25T02:11:49Z,6190000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT07M25.00S,2022-10-25T02:14:14.1Z,4,REGULAR,substitution,out,[],1631222,,,1610612751,117,108,2022-10-25T02:14:32Z,6200000,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT07M25.00S,2022-10-25T02:14:14.1Z,4,REGULAR,substitution,out,[],1629634,,,1610612751,117,108,2022-10-25T02:14:32Z,6210000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT07M25.00S,2022-10-25T02:14:14.1Z,4,REGULAR,substitution,in,[],203500,,,1610612751,117,108,2022-10-25T02:14:32Z,6220000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT07M25.00S,2022-10-25T02:14:14.1Z,4,REGULAR,substitution,in,[],1630583,,,1610612751,117,108,2022-10-25T02:14:32Z,6230000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT07M25.00S,2022-10-25T02:14:48.0Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],202681,,,1610612751,117,109,2022-10-25T02:14:48Z,6240000,,,0,,K. Irving Free Throw 2 of 2 (26 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,Made,,,,,,,,,,,,26.0,,,,,,
632,PT07M02.00S,2022-10-25T02:15:11.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,91.5407358738502,43.872549019607845,1610612763,119,109,2022-10-25T02:15:17Z,6250000,-31.0,27.0,1,right,J. Morant driving finger roll Layup (35 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,4.08,Made,,,,,,,,,,,,35.0,,,,,,
633,PT06M43.00S,2022-10-25T02:15:31.8Z,4,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612751,119,109,2022-10-25T02:15:41Z,6260000,,,0,,D. Brooks shooting personal FOUL (3 PF) (Durant 2 FT),"[1628415, 201142]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2882.0,3.0,1.0,Durant,201142.0,,,,,,,,,
635,PT06M43.00S,2022-10-25T02:15:58.4Z,4,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,119,110,2022-10-25T02:15:58Z,6280000,,,0,,K. Durant Free Throw 1 of 2 (36 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,,,,,,,,,,,,36.0,,,,,,
636,PT06M43.00S,2022-10-25T02:15:59.5Z,4,REGULAR,substitution,out,[],203925,,,1610612751,119,110,2022-10-25T02:16:04Z,6290000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT06M43.00S,2022-10-25T02:15:59.5Z,4,REGULAR,substitution,in,[],1627732,,,1610612751,119,110,2022-10-25T02:16:04Z,6300000,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT06M43.00S,2022-10-25T02:16:20.8Z,4,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,119,111,2022-10-25T02:16:20Z,6310000,,,0,,K. Durant Free Throw 2 of 2 (37 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,,,,,,,,,,,,37.0,,,,,,
639,PT06M32.00S,2022-10-25T02:16:35.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203500,90.22667542706965,58.333333333333336,1610612763,119,111,2022-10-25T02:16:57Z,6320000,42.0,39.0,1,right,MISS S. Adams driving Layup - blocked,"[203500, 1629651]",1610612763.0,MEM,driving,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,5.74,Missed,,,,,,,,,,Claxton,1629651.0,,,,,,,
640,PT06M32.00S,2022-10-25T02:16:35.0Z,4,REGULAR,block,,[],1629651,,,1610612763,119,111,2022-10-25T02:16:37Z,6330000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
644,PT06M28.00S,2022-10-25T02:16:39.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612751,119,111,2022-10-25T02:16:57Z,6340000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,639.0,,,,,,,,,,,,,,,,,
641,PT06M28.00S,2022-10-25T02:16:56.0Z,4,REGULAR,jumpball,recovered,[],201142,,,1610612751,119,111,2022-10-25T02:16:56Z,6350000,,,0,,Jump Ball N. Claxton vs. S. Adams: Tip to K. Durant,"[201142, 1629651, 203500]",1610612751.0,BKN,heldball,K. Durant,201142.0,Durant,K. Durant,Claxton,1629651.0,Adams,203500.0,,,,,,,,,,,,,,,,,,,,,,
645,PT06M21.00S,2022-10-25T02:17:02.9Z,4,REGULAR,3pt,Jump Shot,[],201142,32.013797634691194,59.80392156862745,1610612751,119,111,2022-10-25T02:17:08Z,6380000,-49.0,248.0,1,left,MISS K. Durant 25' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,25.32,Missed,,,,,,,,,,,,,,,,,,
646,PT06M17.00S,2022-10-25T02:17:06.9Z,4,REGULAR,rebound,defensive,[],1630583,,,1610612763,119,111,2022-10-25T02:17:08Z,6390000,,,0,,S. Aldama REBOUND (Off:2 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,,,645.0,4.0,2.0,2.0,,,,,,,,,,,,,,
648,PT06M07.00S,2022-10-25T02:17:23.6Z,4,REGULAR,substitution,out,[],1626145,,,1610612763,119,111,2022-10-25T02:17:29Z,6410000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT06M07.00S,2022-10-25T02:17:23.6Z,4,REGULAR,substitution,in,[],1630217,,,1610612763,119,111,2022-10-25T02:17:29Z,6420000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT06M00.00S,2022-10-25T02:17:46.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,92.9862023653088,42.8921568627451,1610612763,119,111,2022-10-25T02:17:51Z,6430000,-36.0,13.0,1,right,MISS D. Brooks driving finger roll Layup,[1628415],1610612763.0,MEM,driving finger roll,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,3.79,Missed,,,,,,,,,,,,,,,,,,
651,PT05M57.00S,2022-10-25T02:17:49.4Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,119,111,2022-10-25T02:17:51Z,6440000,,,0,,K. Durant REBOUND (Off:1 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,650.0,5.0,4.0,1.0,,,,,,,,,,,,,,
652,PT05M52.00S,2022-10-25T02:17:54.1Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629651,5.863994743758213,51.71568627450981,1610612751,119,113,2022-10-25T02:18:51Z,6450000,-9.0,3.0,1,left,N. Claxton cutting DUNK (16 PTS) (K. Irving 5 AST),"[1629651, 202681]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.9,Made,,,,,,,,,,,,16.0,K. Irving,202681.0,5.0,,,
654,PT05M32.00S,2022-10-25T02:18:13.1Z,4,REGULAR,3pt,Jump Shot,[],1630217,71.43561103810775,74.75490196078431,1610612763,122,113,2022-10-25T02:18:17Z,6470000,124.0,216.0,1,right,D. Bane 24' 3PT pullup (31 PTS) (J. Morant 7 AST),"[1630217, 1629630]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,24.9,Made,,,,,,,,,,,,31.0,J. Morant,1629630.0,7.0,,,
656,PT05M11.00S,2022-10-25T02:18:34.5Z,4,REGULAR,3pt,Jump Shot,[],202681,28.07161629434954,21.07843137254902,1610612751,122,116,2022-10-25T02:18:41Z,6490000,145.0,211.0,1,left,K. Irving 25' 3PT pullup (29 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,25.61,Made,,,,,,,,,,,,29.0,,,,,,
657,PT04M42.00S,2022-10-25T02:19:04.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,91.5407358738502,43.872549019607845,1610612763,124,116,2022-10-25T02:19:09Z,6500000,-31.0,27.0,1,right,D. Bane driving finger roll Layup (33 PTS),[1630217],1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,4.08,Made,,,,,,,,,,,,33.0,,,,,,
658,PT04M25.00S,2022-10-25T02:19:20.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,18.2161629434954,49.01960784313725,1610612751,124,118,2022-10-25T02:19:26Z,6510000,5.0,119.0,1,left,K. Irving 11' turnaround fadeaway Jump Shot (31 PTS),[202681],1610612751.0,BKN,turnaround fadeaway,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,11.88,Made,,,,,,,,,,,,31.0,,,,,,
660,PT03M52.00S,2022-10-25T02:19:56.7Z,4,REGULAR,foul,personal,[],1627732,,,1610612763,124,118,2022-10-25T02:20:07Z,6520000,,,0,,B. Simmons personal FOUL (6 PF),"[1627732, 1629630]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Right Center,,,,,,,202037.0,6.0,1.0,Morant,1629630.0,,,,,,,,,
662,PT03M52.00S,2022-10-25T02:20:09.7Z,4,REGULAR,substitution,out,[],1627732,,,1610612763,124,118,2022-10-25T02:20:57Z,6540000,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT03M52.00S,2022-10-25T02:20:09.7Z,4,REGULAR,substitution,in,[],201988,,,1610612763,124,118,2022-10-25T02:20:57Z,6550000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT03M44.00S,2022-10-25T02:21:21.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,79.71419185282524,48.03921568627451,1610612763,124,118,2022-10-25T02:21:26Z,6560000,-10.0,138.0,1,right,MISS J. Morant 13' pullup Shot,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,13.85,Missed,,,,,,,,,,,,,,,,,,
665,PT03M38.00S,2022-10-25T02:21:27.3Z,4,REGULAR,rebound,defensive,[],202681,,,1610612751,124,118,2022-10-25T02:21:26Z,6570000,,,0,,K. Irving REBOUND (Off:2 Def:6),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,664.0,8.0,6.0,2.0,,,,,,,,,,,,,,
666,PT03M29.00S,2022-10-25T02:21:37.6Z,4,REGULAR,foul,personal,[],1630217,,,1610612751,124,118,2022-10-25T02:21:44Z,6580000,,,0,,D. Bane personal FOUL (5 PF),"[1630217, 202681]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Left,,,,,,,202037.0,5.0,0.0,Irving,202681.0,,,,,,,,,
668,PT03M29.00S,2022-10-25T02:21:53.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,124,118,2022-10-25T02:22:00Z,6600000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT03M29.00S,2022-10-25T02:23:49.4Z,4,REGULAR,foul,offensive,[],201142,,,1610612751,124,118,2022-10-25T02:23:57Z,6610000,,,0,,K. Durant offensive FOUL (4 PF),"[201142, 1628415]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,,,,,,202037.0,4.0,1.0,Brooks,1628415.0,,,,,,,,,
671,PT03M29.00S,2022-10-25T02:23:49.4Z,4,REGULAR,turnover,offensive foul,[],201142,,,1610612751,124,118,2022-10-25T02:23:49Z,6630000,,,0,,K. Durant offensive foul TURNOVER (1 TO),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,,,,,,202037.0,,,,,,,,,,,1.0,,
672,PT03M08.00S,2022-10-25T02:24:23.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629630,87.59855453350855,46.81372549019608,1610612763,124,118,2022-10-25T02:24:28Z,6640000,-16.0,64.0,1,right,MISS J. Morant 6' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,6.6,Missed,,,,,,,,,,,,,,,,,,
673,PT03M05.00S,2022-10-25T02:24:26.9Z,4,REGULAR,rebound,offensive,[],1629630,,,1610612763,124,118,2022-10-25T02:24:28Z,6650000,,,0,,J. Morant REBOUND (Off:2 Def:4),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,672.0,6.0,4.0,2.0,,,,,,,,,,,,,,
674,PT03M02.00S,2022-10-25T02:24:29.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630217,73.40670170827858,13.970588235294118,1610612763,127,118,2022-10-25T02:24:34Z,6660000,-180.0,197.0,1,right,D. Bane 26' 3PT  (36 PTS) (D. Brooks 1 AST),"[1630217, 1628415]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,26.73,Made,,,,,,,,,,,,36.0,D. Brooks,1628415.0,1.0,,,
676,PT02M37.00S,2022-10-25T02:24:53.9Z,4,REGULAR,2pt,Jump Shot,[],202681,23.603810775295663,19.607843137254903,1610612751,127,120,2022-10-25T02:24:58Z,6680000,152.0,169.0,1,left,K. Irving 22' Jump Shot (33 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,22.76,Made,,,,,,,,,,,,33.0,,,,,,
677,PT02M04.00S,2022-10-25T02:25:27.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,91.67214191852825,42.8921568627451,1610612763,129,120,2022-10-25T02:25:32Z,6690000,-36.0,26.0,1,right,D. Bane driving finger roll Layup (38 PTS),[1630217],1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,4.39,Made,,,,,,,,,,,,38.0,,,,,,
678,PT01M52.00S,2022-10-25T02:25:42.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203500,,,1610612751,129,120,2022-10-25T02:25:49Z,6700000,,,0,,S. Adams personal FOUL (2 PF) (Irving 2 FT),"[203500, 202681]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Right Center,,,,,,,1627962.0,2.0,0.0,Irving,202681.0,,,,,,,,,
680,PT01M52.00S,2022-10-25T02:26:25.3Z,4,REGULAR,freethrow,1 of 2,[],202681,,,1610612751,129,121,2022-10-25T02:26:25Z,6720000,,,0,,K. Irving Free Throw 1 of 2 (34 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,Made,,,,,,,,,,,,34.0,,,,,,
681,PT01M52.00S,2022-10-25T02:26:41.4Z,4,REGULAR,freethrow,2 of 2,[],202681,,,1610612751,129,122,2022-10-25T02:26:41Z,6730000,,,0,,K. Irving Free Throw 2 of 2 (35 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,Made,,,,,,,,,,,,35.0,,,,,,
683,PT01M28.00S,2022-10-25T02:28:14.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,91.67214191852825,44.11764705882353,1610612763,129,122,2022-10-25T02:28:23Z,6750000,-29.0,26.0,1,right,MISS J. Morant driving finger roll Layup - blocked,"[1629630, 1629651]",1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,3.91,Missed,,,,,,,,,,Claxton,1629651.0,,,,,,,
684,PT01M28.00S,2022-10-25T02:28:14.8Z,4,REGULAR,block,,[],1629651,,,1610612763,129,122,2022-10-25T02:28:17Z,6760000,,,0,,N. Claxton BLOCK (2 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
685,PT01M28.00S,2022-10-25T02:28:14.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,129,122,2022-10-25T02:28:23Z,6770000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,683.0,,,,,,,,,,,,,,,,,
687,PT01M28.00S,2022-10-25T02:28:34.0Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628415,90.48948751642575,9.313725490196079,1610612763,129,122,2022-10-25T02:28:43Z,6790000,-203.0,37.0,1,right,MISS D. Brooks 20' floating Shot,[1628415],1610612763.0,MEM,floating,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left,20.67,Missed,,,,,,,,,,,,,,,,,,
688,PT01M28.00S,2022-10-25T02:28:37.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,129,122,2022-10-25T02:28:37Z,6800000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,16-24 Left,,,687.0,,,,,,,,,,,,,,,,,
689,PT01M28.00S,2022-10-25T02:28:39.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612763,129,122,2022-10-25T02:28:48Z,6810000,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627962.0,,,,,,,,,,,,,
690,PT01M13.00S,2022-10-25T02:29:02.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201988,4.944152431011826,94.6078431372549,1610612751,129,122,2022-10-25T02:29:07Z,6820000,-223.0,-6.0,1,left,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,Left Corner 3,24+ Left,22.31,Missed,,,,,,,,,,,,,,,,,,
691,PT01M11.00S,2022-10-25T02:29:04.5Z,4,REGULAR,rebound,defensive,[],1629630,,,1610612763,129,122,2022-10-25T02:29:07Z,6830000,,,0,,J. Morant REBOUND (Off:2 Def:5),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Left Corner 3,24+ Left,,,690.0,7.0,5.0,2.0,,,,,,,,,,,,,,
692,PT00M51.10S,2022-10-25T02:29:24.9Z,4,REGULAR,3pt,Jump Shot,[],1629630,61.0545335085414,32.84313725490196,1610612763,132,122,2022-10-25T02:29:29Z,6840000,-86.0,314.0,1,right,J. Morant 32' 3PT  (38 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,32.51,Made,,,,,,,,,,,,38.0,,,,,,
693,PT00M42.70S,2022-10-25T02:29:40.5Z,4,REGULAR,3pt,Jump Shot,[],201142,24.655059132720105,84.55882352941177,1610612751,132,122,2022-10-25T02:29:44Z,6850000,-173.0,179.0,1,left,MISS K. Durant 24' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,24.9,Missed,,,,,,,,,,,,,,,,,,
694,PT00M38.70S,2022-10-25T02:29:44.5Z,4,REGULAR,rebound,defensive,[],1629630,,,1610612763,132,122,2022-10-25T02:29:44Z,6860000,,,0,,J. Morant REBOUND (Off:2 Def:6),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,,,693.0,8.0,6.0,2.0,,,,,,,,,,,,,,
695,PT00M20.10S,2022-10-25T02:30:03.1Z,4,REGULAR,3pt,Jump Shot,[],1630217,73.53810775295663,85.7843137254902,1610612763,132,122,2022-10-25T02:30:08Z,6870000,179.0,196.0,1,right,MISS D. Bane 26' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,26.55,Missed,,,,,,,,,,,,,,,,,,
696,PT00M18.00S,2022-10-25T02:30:05.2Z,4,REGULAR,rebound,offensive,[],203500,,,1610612763,132,122,2022-10-25T02:30:08Z,6880000,,,0,,S. Adams REBOUND (Off:4 Def:9),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Right Center,,,695.0,13.0,9.0,4.0,,,,,,,,,,,,,,
697,PT00M18.00S,2022-10-25T02:30:08.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,94.40999984741211,50.0,1610612763,134,122,2022-10-25T02:30:08Z,6890000,0.0,0.0,1,right,S. Adams tip Layup (9 PTS),[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,9.0,,,,,,
698,PT00M12.30S,2022-10-25T02:30:17.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202681,7.046649145860711,55.392156862745104,1610612751,134,124,2022-10-25T02:30:21Z,6900000,-27.0,14.0,1,left,K. Irving driving reverse Layup (37 PTS),[202681],1610612751.0,BKN,driving reverse,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,3.03,Made,,,,,,,,,,,,37.0,,,,,,
699,PT00M00.00S,2022-10-25T02:30:31.3Z,4,REGULAR,period,end,[],0,,,1610612763,134,124,2022-10-25T02:30:31Z,6910000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,PT00M00.00S,2022-10-25T02:30:43.9Z,4,REGULAR,game,end,[],0,,,0,134,124,2022-10-25T02:30:43Z,6920000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
