actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
624,PT02M21.00S,2021-12-09T05:18:55.1Z,4,REGULAR,3pt,Jump Shot,[],1629056,5.469776609724048,95.09803921568627,1610612758,132,121,2021-12-09T05:19:04Z,6170000,-225.0,-1.0,1,left,MISS T. Davis 3PT,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,22.55,Missed,,,,,,,,,,,,,,,,,,,
625,PT02M18.00S,2021-12-09T05:18:58.5Z,4,REGULAR,rebound,offensive,[],202684,,,1610612758,132,121,2021-12-09T05:18:58Z,6180000,,,0,,T. Thompson REBOUND (Off:6 Def:3),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,624.0,9.0,3.0,6.0,,,,,,,
626,PT02M15.00S,2021-12-09T05:19:00.9Z,4,REGULAR,turnover,lost ball,[],202684,,,1610612758,132,121,2021-12-09T05:19:06Z,6190000,,,0,,T. Thompson lost ball TURNOVER (1 TO),"[202684, 1630175]",1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,1.0,Anthony,1630175.0,,,,,,,,,,,,,,,
627,PT02M15.00S,2021-12-09T05:19:00.9Z,4,REGULAR,steal,,[],1630175,,,1610612753,132,121,2021-12-09T05:19:03Z,6200000,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT02M11.00S,2021-12-09T05:19:08.1Z,4,REGULAR,foul,personal,['2freethrow'],1629056,,,1610612753,132,121,2021-12-09T05:19:25Z,6210000,,,0,,T. Davis shooting personal FOUL (5 PF) (Anthony 2 FT),"[1629056, 1630175]",1610612758.0,SAC,shooting,,,Davis,T. Davis,,,,,,,,,,,,,,202037.0,,,,,5.0,0.0,Anthony,1630175.0,,,
630,PT02M11.00S,2021-12-09T05:19:47.4Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630175,,,1610612753,132,122,2021-12-09T05:19:47Z,6230000,,,0,,C. Anthony Free Throw 1 of 2 (28 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,28.0,,,,,,,,,,,,,,,,,,
631,PT02M11.00S,2021-12-09T05:19:47.4Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630175,,,1610612753,132,122,2021-12-09T05:20:10Z,6240000,,,0,,MISS C. Anthony Free Throw 2 of 2,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Missed,,,,,,,,,,,,,,,,,,,
632,PT02M07.00S,2021-12-09T05:19:51.4Z,4,REGULAR,rebound,defensive,[],1628368,,,1610612758,132,122,2021-12-09T05:20:10Z,6250000,,,0,,D. Fox REBOUND (Off:0 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,631.0,3.0,3.0,0.0,,,,,,,
633,PT02M04.00S,2021-12-09T05:20:12.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,4.812746386333772,96.81372549019608,1610612758,135,122,2021-12-09T05:20:22Z,6260000,-234.0,-7.0,1,left,T. Haliburton 3PT running (18 PTS) (D. Fox 1 AST),"[1630169, 1628368]",1610612758.0,SAC,running,,,Haliburton,T. Haliburton,,,,,23.42,Made,18.0,,,,D. Fox,1628368.0,1.0,,,,,,,,,,,,
635,PT02M04.00S,2021-12-09T05:20:21.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,135,122,2021-12-09T05:20:21Z,6280000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT02M04.00S,2021-12-09T05:21:16.3Z,4,REGULAR,substitution,out,[],1629056,,,1610612753,135,122,2021-12-09T05:21:45Z,6290000,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT02M04.00S,2021-12-09T05:21:16.3Z,4,REGULAR,substitution,in,[],1630558,,,1610612753,135,122,2021-12-09T05:21:45Z,6300000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT01M54.00S,2021-12-09T05:22:01.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,93.24901445466492,52.450980392156865,1610612753,135,124,2021-12-09T05:22:07Z,6310000,12.0,11.0,1,right,C. Anthony driving Layup (30 PTS),[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,1.65,Made,30.0,,,,,,,,,,,,,,,,,,
639,PT01M33.00S,2021-12-09T05:22:23.3Z,4,REGULAR,2pt,Jump Shot,[],1628368,21.107095926412615,25.98039215686275,1610612758,137,124,2021-12-09T05:22:29Z,6320000,120.0,146.0,1,left,D. Fox 18' pullup Jump Shot (33 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,18.9,Made,33.0,,,,,,,,,,,,,,,,,,
640,PT01M25.00S,2021-12-09T05:22:33.9Z,4,REGULAR,3pt,Jump Shot,[],1630175,67.23061760840999,53.92156862745098,1610612753,137,127,2021-12-09T05:22:39Z,6330000,20.0,256.0,1,right,C. Anthony 25' 3PT pullup (33 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,25.63,Made,33.0,,,,,,,,,,,,,,,,,,
641,PT01M06.00S,2021-12-09T05:22:54.3Z,4,REGULAR,turnover,bad pass,[],1630169,,,1610612758,137,127,2021-12-09T05:23:00Z,6340000,,,0,,T. Haliburton bad pass TURNOVER (2 TO),"[1630169, 1630532]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,2.0,Wagner,1630532.0,,,,,,,,,,,,,,,
642,PT01M06.00S,2021-12-09T05:22:54.3Z,4,REGULAR,steal,,[],1630532,,,1610612753,137,127,2021-12-09T05:22:56Z,6350000,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT01M05.00S,2021-12-09T05:23:00.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,92.85479632063075,51.470588235294116,1610612753,137,129,2021-12-09T05:23:08Z,6360000,7.0,15.0,1,right,F. Wagner running Layup (18 PTS),[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,1.65,Made,18.0,,,,,,,,,,,,,,,,,,
644,PT01M05.00S,2021-12-09T05:23:04.2Z,4,REGULAR,foul,personal,['1freethrow'],203084,,,1610612753,137,129,2021-12-09T05:23:14Z,6370000,,,0,,H. Barnes shooting personal FOUL (2 PF) (Wagner 1 FT),"[203084, 1630532]",1610612758.0,SAC,shooting,,,Barnes,H. Barnes,,,,,,,,,,,,,,1627529.0,,,,,2.0,0.0,Wagner,1630532.0,,,
646,PT01M05.00S,2021-12-09T05:23:24.5Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630532,,,1610612753,137,130,2021-12-09T05:23:24Z,6390000,,,0,,F. Wagner Free Throw 1 of 1 (19 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
647,PT01M05.00S,2021-12-09T05:23:31.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,137,130,2021-12-09T05:23:31Z,6400000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT01M05.00S,2021-12-09T05:24:23.7Z,4,REGULAR,substitution,out,[],1630558,,,1610612758,137,130,2021-12-09T05:24:52Z,6410000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT01M05.00S,2021-12-09T05:24:23.7Z,4,REGULAR,substitution,in,[],1629056,,,1610612758,137,130,2021-12-09T05:24:52Z,6420000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M52.70S,2021-12-09T05:25:15.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202684,6.783837056504599,54.166666666666664,1610612758,139,130,2021-12-09T05:25:54Z,6430000,-21.0,11.0,1,left,T. Thompson fadeaway bank Jump Shot (13 PTS) (T. Davis 3 AST),"[202684, 1629056]",1610612758.0,SAC,fadeaway bank,,,Thompson,T. Thompson,,,,,2.37,Made,13.0,,,,T. Davis,1629056.0,3.0,,,,,,,,,,,,
652,PT00M52.70S,2021-12-09T05:25:19.7Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630532,,,1610612758,139,130,2021-12-09T05:25:41Z,6450000,,,0,,F. Wagner shooting personal FOUL (2 PF) (Thompson 1 FT),"[1630532, 202684]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,,,,1627529.0,,,,,2.0,0.0,Thompson,202684.0,,,
654,PT00M52.70S,2021-12-09T05:25:35.8Z,4,REGULAR,substitution,out,[],1630169,,,1610612758,139,130,2021-12-09T05:25:54Z,6470000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M52.70S,2021-12-09T05:25:35.8Z,4,REGULAR,substitution,in,[],1630558,,,1610612758,139,130,2021-12-09T05:25:54Z,6480000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M52.70S,2021-12-09T05:25:54.4Z,4,REGULAR,freethrow,1 of 1,[],202684,,,1610612758,140,130,2021-12-09T05:25:54Z,6490000,,,0,,T. Thompson Free Throw 1 of 1 (14 PTS),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
657,PT00M43.20S,2021-12-09T05:26:06.0Z,4,REGULAR,3pt,Jump Shot,[],203082,67.49342969776609,58.08823529411765,1610612753,140,130,2021-12-09T05:26:12Z,6500000,40.0,253.0,1,right,MISS T. Ross 25' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,,
658,PT00M39.70S,2021-12-09T05:26:09.5Z,4,REGULAR,rebound,defensive,[],1630558,,,1610612758,140,130,2021-12-09T05:26:12Z,6510000,,,0,,D. Mitchell REBOUND (Off:1 Def:2),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,657.0,3.0,2.0,1.0,,,,,,,
659,PT00M18.90S,2021-12-09T05:26:31.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,5.863994743758213,65.44117647058823,1610612758,142,130,2021-12-09T05:26:35Z,6520000,-77.0,3.0,1,left,D. Mitchell 7' Jump Shot (18 PTS),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,7.72,Made,18.0,,,,,,,,,,,,,,,,,,
660,PT00M12.70S,2021-12-09T05:26:42.7Z,4,REGULAR,3pt,Jump Shot,[],1628976,65.65374507227332,54.41176470588235,1610612753,142,130,2021-12-09T05:26:50Z,6530000,22.0,270.0,1,right,MISS W. Carter Jr. 27' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,27.13,Missed,,,,,,,,,,,,,,,,,,,
661,PT00M07.60S,2021-12-09T05:26:47.8Z,4,REGULAR,rebound,offensive,[],203914,,,1610612753,142,130,2021-12-09T05:26:47Z,6540000,,,0,,G. Harris REBOUND (Off:2 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,660.0,3.0,1.0,2.0,,,,,,,
662,PT00M05.80S,2021-12-09T05:26:49.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630175,76.95466491458606,11.519607843137255,1610612753,142,130,2021-12-09T05:27:05Z,6550000,-192.0,164.0,1,right,MISS C. Anthony 25' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
663,PT00M00.10S,2021-12-09T05:26:55.2Z,4,REGULAR,rebound,defensive,[],202684,,,1610612758,142,130,2021-12-09T05:26:55Z,6560000,,,0,,T. Thompson REBOUND (Off:6 Def:4),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,662.0,10.0,4.0,6.0,,,,,,,
664,PT00M00.00S,2021-12-09T05:27:06.1Z,4,REGULAR,period,end,[],0,,,1610612758,142,130,2021-12-09T05:27:06Z,6570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M00.00S,2021-12-09T05:28:14.3Z,4,REGULAR,game,end,[],0,,,0,142,130,2021-12-09T05:28:14Z,6580000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
