actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
608,PT01M46.00S,2021-11-21T05:28:36.8Z,4,REGULAR,substitution,out,[],1626158,,,1610612758,100,119,2021-11-21T05:29:04Z,5990000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT01M46.00S,2021-11-21T05:28:36.8Z,4,REGULAR,substitution,out,[],1627741,,,1610612758,100,119,2021-11-21T05:29:04Z,6000000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT01M46.00S,2021-11-21T05:28:36.8Z,4,REGULAR,substitution,out,[],203084,,,1610612758,100,119,2021-11-21T05:29:04Z,6010000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT01M46.00S,2021-11-21T05:28:36.8Z,4,REGULAR,substitution,out,[],203497,,,1610612758,100,119,2021-11-21T05:29:04Z,6020000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT01M46.00S,2021-11-21T05:28:36.8Z,4,REGULAR,substitution,out,[],1628378,,,1610612758,100,119,2021-11-21T05:29:04Z,6030000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT01M46.00S,2021-11-21T05:28:36.8Z,4,REGULAR,substitution,in,[],1630558,,,1610612758,100,119,2021-11-21T05:29:04Z,6050000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT01M46.00S,2021-11-21T05:28:36.8Z,4,REGULAR,substitution,in,[],1629002,,,1610612758,100,119,2021-11-21T05:29:04Z,6060000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT01M46.00S,2021-11-21T05:28:36.8Z,4,REGULAR,substitution,in,[],1627745,,,1610612758,100,119,2021-11-21T05:29:04Z,6070000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT01M46.00S,2021-11-21T05:28:36.8Z,4,REGULAR,substitution,in,[],1630186,,,1610612758,100,119,2021-11-21T05:29:04Z,6080000,,,0,,SUB in: J. Ramsey,[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT01M46.00S,2021-11-21T05:28:36.8Z,4,REGULAR,substitution,in,[],202355,,,1610612758,100,119,2021-11-21T05:29:04Z,6090000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT01M46.00S,2021-11-21T05:28:36.8Z,4,REGULAR,substitution,in,[],1629672,,,1610612758,100,119,2021-11-21T05:29:04Z,6100000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT01M46.00S,2021-11-21T05:28:36.8Z,4,REGULAR,substitution,in,[],1629671,,,1610612758,100,119,2021-11-21T05:29:04Z,6110000,,,0,,SUB in: M. Oni,[1629671],1610612762.0,UTA,,,,Oni,M. Oni,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT01M46.00S,2021-11-21T05:28:36.8Z,4,REGULAR,substitution,out,[],1626220,,,1610612758,100,119,2021-11-21T05:41:55Z,6112500,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT01M29.00S,2021-11-21T05:29:36.0Z,4,REGULAR,3pt,Jump Shot,[],1630558,18.134034165571617,3.699448529411765,1610612758,100,119,2021-11-21T05:37:57Z,6118750,232.0,118.0,1,left,MISS D. Mitchell 25' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,,
636,PT01M29.00S,2021-11-21T05:29:36.0Z,4,REGULAR,rebound,defensive,[],1630235,,,1610612762,100,119,2021-11-21T05:37:57Z,6119375,,,0,,T. Forrest REBOUND (Off:0 Def:1),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,635.0,,,1.0,1.0,0.0,,,,,,,,,,,,,
621,PT01M16.00S,2021-11-21T05:29:37.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630235,91.40932982917214,51.470588235294116,1610612762,100,121,2021-11-21T05:42:42Z,6120000,7.0,28.0,1,right,T. Forrest driving Layup (2 PTS),[1630235],1610612762.0,UTA,driving,,,Forrest,T. Forrest,,,,,2.93,Made,,,,,,,2.0,,,,,,,,,,,,
622,PT01M10.00S,2021-11-21T05:29:18.4Z,4,REGULAR,3pt,Jump Shot,[],1629002,27.808804204993432,76.47058823529412,1610612758,103,121,2021-11-21T05:43:21Z,6130000,-132.0,209.0,1,left,C. Metu 24' 3PT pullup (5 PTS) (D. Mitchell 2 AST),"[1629002, 1630558]",1610612758.0,SAC,pullup,,,Metu,C. Metu,,,,,24.73,Made,,,,,,,5.0,D. Mitchell,1630558.0,2.0,,,,,,,,,
626,PT00M57.60S,2021-11-21T05:29:33.4Z,4,REGULAR,3pt,Jump Shot,[],202711,75.50919842312747,87.5,1610612762,103,121,2021-11-21T05:29:49Z,6170000,188.0,178.0,1,right,MISS B. Bogdanovic 25' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
627,PT00M57.60S,2021-11-21T05:29:33.4Z,4,REGULAR,rebound,defensive,[],1630169,,,1610612758,103,121,2021-11-21T05:43:48Z,6180000,,,0,,T. Haliburton REBOUND (Off:1 Def:1),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,626.0,,,2.0,1.0,1.0,,,,,,,,,,,,,
628,PT00M50.10S,2021-11-21T05:29:41.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629002,8.623521681997373,50.0,1610612758,105,121,2021-11-21T05:44:29Z,6190000,0.0,29.0,1,left,C. Metu running Layup (7 PTS) (T. Haliburton 2 AST),"[1629002, 1630169]",1610612758.0,SAC,running,,,Metu,C. Metu,,,,,2.86,Made,,,,,,,7.0,T. Haliburton,1630169.0,2.0,,,,,,,,,
630,PT00M30.40S,2021-11-21T05:30:04.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202355,94.69448094612353,54.166666666666664,1610612762,105,123,2021-11-21T05:30:13Z,6210000,21.0,-3.0,1,right,H. Whiteside Layup (10 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,2.1,Made,,,,,,,10.0,,,,,,,,,,,,
631,PT00M22.40S,2021-11-21T05:30:14.1Z,4,REGULAR,2pt,Jump Shot,[],1630558,10.988830486202366,80.3921568627451,1610612758,105,123,2021-11-21T05:30:26Z,6220000,-152.0,51.0,1,left,MISS D. Mitchell 16' Jump Shot,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,16.03,Missed,,,,,,,,,,,,,,,,,,,
632,PT00M16.80S,2021-11-21T05:30:19.8Z,4,REGULAR,rebound,defensive,[],1629672,,,1610612762,105,123,2021-11-21T05:30:19Z,6230000,,,0,,E. Paschall REBOUND (Off:0 Def:1),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,631.0,,,1.0,1.0,0.0,,,,,,,,,,,,,
634,PT00M00.00S,2021-11-21T05:30:40.0Z,4,REGULAR,period,end,[],0,,,1610612762,105,123,2021-11-21T05:30:40Z,6240000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M00.00S,2021-11-21T05:34:56.3Z,4,REGULAR,game,end,[],0,,,0,105,123,2021-11-21T05:34:56Z,6250000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
