actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
605,PT06M46.00S,2026-03-02T00:03:27.0Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630643,5.590000152587891,50.0,1610612754,96,102,2026-03-02T00:03:38Z,5940000,False,0.0,0.0,1,left,J. Huff tip DUNK (13 PTS),[1630643],1610612754.0,IND,tip,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,0.0,Made,,,,13.0,,,,,,,,,,,,,,
606,PT06M31.00S,2026-03-02T00:03:39.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630590,87.72996057818659,40.68627450980392,1610612763,96,104,2026-03-02T00:03:44Z,5950000,False,-47.0,63.0,1,right,S. Pippen Jr. 7' driving floating bank Jump Shot (14 PTS) (W. Clayton Jr. 11 AST),"[1630590, 1642383]",1610612763.0,MEM,driving floating bank,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.82,Made,,,,14.0,W. Clayton Jr.,1642383.0,11.0,,,,,,,,,,,
608,PT06M12.00S,2026-03-02T00:03:58.2Z,4,REGULAR,3pt,Jump Shot,[],1641716,27.020367936925098,83.08823529411765,1610612754,99,104,2026-03-02T00:04:02Z,5970000,False,-165.0,201.0,1,left,J. Walker 26' 3PT  (21 PTS) (K. Jones 10 AST),"[1641716, 1642880]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,26.07,Made,,,,21.0,K. Jones,1642880.0,10.0,,,,,,,,,,,
610,PT05M53.00S,2026-03-02T00:04:17.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641712,91.01511169513797,47.05882352941176,1610612763,99,106,2026-03-02T00:04:21Z,5990000,False,-15.0,32.0,1,right,R. Rupert driving Layup (8 PTS) (W. Clayton Jr. 12 AST),"[1641712, 1642383]",1610612763.0,MEM,driving,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,3.52,Made,,,,8.0,W. Clayton Jr.,1642383.0,12.0,,,,,,,,,,,
612,PT05M45.00S,2026-03-02T00:04:26.1Z,4,REGULAR,3pt,Jump Shot,[],1643007,33.459264126149804,47.549019607843135,1610612754,99,106,2026-03-02T00:04:29Z,6010000,False,12.0,262.0,1,left,MISS T. Peter 26' 3PT - blocked,"[1643007, 1641712]",1610612754.0,IND,,,,Peter,T. Peter,,,,,Above the Break 3,24+ Center,26.23,Missed,Rupert,1641712.0,,,,,,,,,,,,,,,,
613,PT05M45.00S,2026-03-02T00:04:26.1Z,4,REGULAR,block,,[],1641712,,,1610612754,99,106,2026-03-02T00:04:27Z,6020000,False,,,0,,R. Rupert BLOCK (1 BLK),[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
614,PT05M44.00S,2026-03-02T00:04:27.1Z,4,REGULAR,rebound,defensive,[],1641712,,,1610612763,99,106,2026-03-02T00:04:50Z,6030000,False,,,0,,R. Rupert REBOUND (Off:2 Def:4),[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Center,,,,,612.0,,,,,,,,,,,,,6.0,4.0,2.0
615,PT05M41.00S,2026-03-02T00:04:30.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",1630590,92.19776609724047,46.32352941176471,1610612763,99,108,2026-03-02T00:04:43Z,6040000,False,-18.0,21.0,1,right,S. Pippen Jr. running finger roll Layup (16 PTS) (R. Rupert 1 AST),"[1630590, 1641712]",1610612763.0,MEM,running finger roll,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,2.78,Made,,,,16.0,R. Rupert,1641712.0,1.0,,,,,,,,,,,
616,PT05M41.00S,2026-03-02T00:04:34.7Z,4,REGULAR,violation,defensive goaltending,[],1631245,,,1610612763,99,108,2026-03-02T00:04:43Z,6050000,False,,,0,,Q. Jackson defensive goaltending VIOLATION,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,1628481.0,,,,,,,
618,PT05M32.00S,2026-03-02T00:04:53.1Z,4,REGULAR,foul,offensive,[],1630643,,,1610612754,99,108,2026-03-02T00:04:58Z,6060000,False,,,0,,J. Huff offensive FOUL (1 PF),"[1630643, 1642383]",1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2004.0,1.0,1.0,Clayton Jr.,1642383.0,,,
620,PT05M32.00S,2026-03-02T00:04:53.1Z,4,REGULAR,turnover,offensive foul,[],1630643,,,1610612754,99,108,2026-03-02T00:04:53Z,6080000,False,,,0,,J. Huff offensive foul TURNOVER (3 TO),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,3.0,,,2004.0,,,,,,,
621,PT05M32.00S,2026-03-02T00:04:58.1Z,4,REGULAR,substitution,out,[],1630590,,,1610612763,99,108,2026-03-02T00:05:03Z,6090000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT05M32.00S,2026-03-02T00:04:58.1Z,4,REGULAR,substitution,in,[],1642914,,,1610612763,99,108,2026-03-02T00:05:03Z,6100000,False,,,0,,SUB in: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT05M20.00S,2026-03-02T00:05:21.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641712,95.0886990801577,96.32352941176471,1610612763,99,111,2026-03-02T00:05:24Z,6110000,False,232.0,-6.0,1,right,R. Rupert 3PT  (11 PTS) (W. Clayton Jr. 13 AST),"[1641712, 1642383]",1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,Right Corner 3,24+ Right,23.17,Made,,,,11.0,W. Clayton Jr.,1642383.0,13.0,,,,,,,,,,,
625,PT05M02.00S,2026-03-02T00:05:41.0Z,4,REGULAR,foul,personal,['2freethrow'],1641712,,,1610612754,99,111,2026-03-02T00:05:48Z,6130000,False,,,0,,R. Rupert shooting personal FOUL (4 PF) (Huff 2 FT),"[1641712, 1630643]",1610612763.0,MEM,shooting,,,Rupert,R. Rupert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628951.0,4.0,0.0,Huff,1630643.0,,,
627,PT05M02.00S,2026-03-02T00:06:11.8Z,4,REGULAR,freethrow,1 of 2,[],1630643,,,1610612754,100,111,2026-03-02T00:06:31Z,6150000,False,,,0,,J. Huff Free Throw 1 of 2 (14 PTS),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,Made,,,,14.0,,,,,,,,,,,,,,
628,PT05M02.00S,2026-03-02T00:06:11.8Z,4,REGULAR,freethrow,2 of 2,[],1630643,,,1610612754,100,111,2026-03-02T00:06:31Z,6160000,False,,,0,,MISS J. Huff Free Throw 2 of 2,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
629,PT05M01.00S,2026-03-02T00:06:12.8Z,4,REGULAR,rebound,defensive,[],1642914,,,1610612763,100,111,2026-03-02T00:06:34Z,6170000,False,,,0,,J. Small REBOUND (Off:0 Def:4),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,628.0,,,,,,,,,,,,,4.0,4.0,0.0
630,PT04M41.00S,2026-03-02T00:06:52.0Z,4,REGULAR,foul,personal,['2freethrow'],1630643,,,1610612763,100,111,2026-03-02T00:06:56Z,6180000,False,,,0,,J. Huff shooting personal FOUL (2 PF) (Rupert 2 FT),"[1630643, 1641712]",1610612754.0,IND,shooting,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628951.0,2.0,1.0,Rupert,1641712.0,,,
632,PT04M41.00S,2026-03-02T00:07:22.6Z,4,REGULAR,freethrow,1 of 2,[],1641712,,,1610612763,100,112,2026-03-02T00:07:22Z,6200000,False,,,0,,R. Rupert Free Throw 1 of 2 (12 PTS),[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,,,,Made,,,,12.0,,,,,,,,,,,,,,
633,PT04M41.00S,2026-03-02T00:07:35.4Z,4,REGULAR,freethrow,2 of 2,[],1641712,,,1610612763,100,113,2026-03-02T00:07:35Z,6210000,False,,,0,,R. Rupert Free Throw 2 of 2 (13 PTS),[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,,,,Made,,,,13.0,,,,,,,,,,,,,,
634,PT04M29.00S,2026-03-02T00:07:51.9Z,4,REGULAR,turnover,lost ball,[],1642880,,,1610612754,100,113,2026-03-02T00:07:54Z,6220000,False,,,0,,K. Jones lost ball TURNOVER (2 TO),"[1642880, 1641712]",1610612754.0,IND,,,,Jones,K. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,2.0,Rupert,1641712.0,,,,,,,,
635,PT04M29.00S,2026-03-02T00:07:51.9Z,4,REGULAR,steal,,[],1641712,,,1610612763,100,113,2026-03-02T00:07:53Z,6230000,False,,,0,,R. Rupert STEAL (1 STL),[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
636,PT04M05.00S,2026-03-02T00:08:15.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641707,74.19513797634691,89.95098039215686,1610612763,100,116,2026-03-02T00:08:19Z,6240000,False,200.0,190.0,1,right,T. Hendricks 27' 3PT  (19 PTS) (J. Small 3 AST),"[1641707, 1642914]",1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Right Center,27.58,Made,,,,19.0,J. Small,1642914.0,3.0,,,,,,,,,,,
638,PT03M46.00S,2026-03-02T00:08:37.2Z,4,REGULAR,foul,offensive,[],1630643,,,1610612754,100,116,2026-03-02T00:08:44Z,6260000,False,,,0,,J. Huff offensive FOUL (3 PF),"[1630643, 1642383]",1610612754.0,IND,,,,Huff,J. Huff,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,2004.0,3.0,1.0,Clayton Jr.,1642383.0,,,
640,PT03M46.00S,2026-03-02T00:08:37.2Z,4,REGULAR,turnover,offensive foul,[],1630643,,,1610612754,100,116,2026-03-02T00:08:37Z,6280000,False,,,0,,J. Huff offensive foul TURNOVER (4 TO),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Mid-Range,16-24 Center,,,,,,,,,,4.0,,,2004.0,,,,,,,
641,PT03M46.00S,2026-03-02T00:08:43.7Z,4,REGULAR,substitution,out,[],1641716,,,1610612763,100,116,2026-03-02T00:08:50Z,6290000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT03M46.00S,2026-03-02T00:08:43.7Z,4,REGULAR,substitution,out,[],1630643,,,1610612763,100,116,2026-03-02T00:08:50Z,6300000,False,,,0,,SUB out: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT03M46.00S,2026-03-02T00:08:43.7Z,4,REGULAR,substitution,out,[],1641707,,,1610612763,100,116,2026-03-02T00:08:50Z,6310000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT03M46.00S,2026-03-02T00:08:43.7Z,4,REGULAR,substitution,in,[],1630695,,,1610612763,100,116,2026-03-02T00:08:50Z,6320000,False,,,0,,SUB in: M. Potter,[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT03M46.00S,2026-03-02T00:08:43.7Z,4,REGULAR,substitution,in,[],1641738,,,1610612763,100,116,2026-03-02T00:08:50Z,6330000,False,,,0,,SUB in: K. Brown,[1641738],1610612754.0,IND,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT03M46.00S,2026-03-02T00:08:43.7Z,4,REGULAR,substitution,in,[],1642285,,,1610612763,100,116,2026-03-02T00:08:50Z,6340000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT03M36.00S,2026-03-02T00:09:09.5Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1642914,91.40932982917214,58.333333333333336,1610612763,100,116,2026-03-02T00:12:39Z,6350000,False,42.0,28.0,1,right,MISS J. Small driving bank Hook,[1642914],1610612763.0,MEM,driving bank,,,Small,J. Small,,,,,In The Paint (Non-RA),0-8 Center,5.04,Missed,,,,,,,,,,,,,,,,,,
648,PT03M34.00S,2026-03-02T00:09:11.5Z,4,REGULAR,rebound,defensive,[],1630695,,,1610612754,100,116,2026-03-02T00:09:13Z,6360000,False,,,0,,M. Potter REBOUND (Off:2 Def:5),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,In The Paint (Non-RA),0-8 Center,,,,,647.0,,,,,,,,,,,,,7.0,5.0,2.0
649,PT03M30.00S,2026-03-02T00:09:16.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631245,21.107095926412615,90.19607843137256,1610612754,100,116,2026-03-02T00:09:24Z,6370000,False,-201.0,146.0,1,left,MISS Q. Jackson 24' running 3PT,[1631245],1610612754.0,IND,running,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Left Center,24.84,Missed,,,,,,,,,,,,,,,,,,
650,PT03M25.00S,2026-03-02T00:09:23.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612763,100,116,2026-03-02T00:09:23Z,6380000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,649.0,,,,,,,,,,,,,,,
652,PT03M11.00S,2026-03-02T00:09:54.8Z,4,REGULAR,turnover,out-of-bounds,[],1642942,,,1610612763,100,116,2026-03-02T00:09:59Z,6400000,False,,,0,,J. Mashack step out-of-bounds TURNOVER (2 TO),[1642942],1610612763.0,MEM,step,,,Mashack,J. Mashack,,,,,Left Corner 3,24+ Left,,,,,,,,,,2.0,,,2004.0,,,,,,,
653,PT02M54.00S,2026-03-02T00:10:20.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641738,17.95335085413929,3.1862745098039214,1610612754,100,116,2026-03-02T00:10:25Z,6410000,False,234.0,116.0,1,left,MISS K. Brown 26' 3PT,[1641738],1610612754.0,IND,,,,Brown,K. Brown,,,,,Above the Break 3,24+ Right Center,26.14,Missed,,,,,,,,,,,,,,,,,,
654,PT02M52.00S,2026-03-02T00:10:22.8Z,4,REGULAR,rebound,defensive,[],1642383,,,1610612763,100,116,2026-03-02T00:10:27Z,6420000,False,,,0,,W. Clayton Jr. REBOUND (Off:0 Def:3),[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Right Center,,,,,653.0,,,,,,,,,,,,,3.0,3.0,0.0
655,PT02M34.00S,2026-03-02T00:10:40.3Z,4,REGULAR,3pt,Jump Shot,[],1641712,66.17936925098554,38.48039215686275,1610612763,100,119,2026-03-02T00:10:45Z,6430000,False,-58.0,265.0,1,right,R. Rupert 27' 3PT pullup (16 PTS) (C. Spencer 4 AST),"[1641712, 1642285]",1610612763.0,MEM,pullup,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Center,27.16,Made,,,,16.0,C. Spencer,1642285.0,4.0,,,,,,,,,,,
657,PT02M31.00S,2026-03-02T00:10:47.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,100,119,2026-03-02T00:10:47Z,6450000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT02M31.00S,2026-03-02T00:12:23.3Z,4,REGULAR,substitution,out,[],1631245,,,1610612754,100,119,2026-03-02T00:13:34Z,6460000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT02M31.00S,2026-03-02T00:12:23.3Z,4,REGULAR,substitution,in,[],1630643,,,1610612754,100,119,2026-03-02T00:13:34Z,6470000,False,,,0,,SUB in: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT02M18.00S,2026-03-02T00:13:56.9Z,4,REGULAR,turnover,bad pass,[],1630643,,,1610612754,100,119,2026-03-02T00:13:59Z,6480000,False,,,0,,J. Huff bad pass TURNOVER (5 TO),"[1630643, 1642285]",1610612754.0,IND,,,,Huff,J. Huff,,,,,Mid-Range,16-24 Center,,,,,,,,,,5.0,Spencer,1642285.0,,,,,,,,
661,PT02M18.00S,2026-03-02T00:13:56.9Z,4,REGULAR,steal,,[],1642285,,,1610612763,100,119,2026-03-02T00:13:58Z,6490000,False,,,0,,C. Spencer STEAL (1 STL),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
662,PT02M04.00S,2026-03-02T00:14:09.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642942,91.93495400788436,52.20588235294118,1610612763,100,121,2026-03-02T00:14:14Z,6500000,False,11.0,23.0,1,right,J. Mashack driving Layup (4 PTS) (W. Clayton Jr. 14 AST),"[1642942, 1642383]",1610612763.0,MEM,driving,,,Mashack,J. Mashack,,,,,Restricted Area,0-8 Center,2.58,Made,,,,4.0,W. Clayton Jr.,1642383.0,14.0,,,,,,,,,,,
663,PT01M42.00S,2026-03-02T00:14:32.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630695,8.229303547963205,50.98039215686274,1610612754,100,121,2026-03-02T00:17:00Z,6510000,False,-5.0,25.0,1,left,MISS M. Potter turnaround Hook,[1630695],1610612754.0,IND,turnaround,,,Potter,M. Potter,,,,,Restricted Area,0-8 Center,2.54,Missed,,,,,,,,,,,,,,,,,,
664,PT01M41.00S,2026-03-02T00:14:33.4Z,4,REGULAR,rebound,offensive,[],1630695,,,1610612754,100,121,2026-03-02T00:15:40Z,6520000,False,,,0,,M. Potter REBOUND (Off:3 Def:5),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,Restricted Area,0-8 Center,,,,,663.0,,,,,,,,,,,,,8.0,5.0,3.0
665,PT01M41.00S,2026-03-02T00:14:36.5Z,4,REGULAR,foul,personal,['2freethrow'],1641712,,,1610612754,100,121,2026-03-02T00:14:48Z,6530000,False,,,0,,R. Rupert shooting personal FOUL (5 PF) (Potter 2 FT),"[1641712, 1630695]",1610612763.0,MEM,shooting,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628951.0,5.0,0.0,Potter,1630695.0,,,
668,PT01M41.00S,2026-03-02T00:15:13.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630695,,,1610612754,101,121,2026-03-02T00:15:13Z,6550000,False,,,0,,M. Potter Free Throw 1 of 2 (15 PTS),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,Made,,,,15.0,,,,,,,,,,,,,,
669,PT01M41.00S,2026-03-02T00:15:34.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630695,,,1610612754,102,121,2026-03-02T00:15:34Z,6560000,False,,,0,,M. Potter Free Throw 2 of 2 (16 PTS),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,Made,,,,16.0,,,,,,,,,,,,,,
670,PT01M29.00S,2026-03-02T00:15:47.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642914,85.10183968462549,49.01960784313725,1610612763,102,121,2026-03-02T00:15:59Z,6570000,False,-5.0,88.0,1,right,MISS J. Small 8' driving Layup - blocked,"[1642914, 1643007]",1610612763.0,MEM,driving,,,Small,J. Small,,,,,In The Paint (Non-RA),8-16 Center,8.76,Missed,Peter,1643007.0,,,,,,,,,,,,,,,,
671,PT01M29.00S,2026-03-02T00:15:47.8Z,4,REGULAR,block,,[],1643007,,,1610612763,102,121,2026-03-02T00:15:49Z,6580000,False,,,0,,T. Peter BLOCK (2 BLK),[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
672,PT01M28.00S,2026-03-02T00:15:48.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,102,121,2026-03-02T00:15:59Z,6590000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,670.0,,,,,,,,,,,,,,,
674,PT01M25.00S,2026-03-02T00:16:20.5Z,4,REGULAR,turnover,backcourt,[],1642942,,,1610612763,102,121,2026-03-02T00:16:26Z,6610000,False,,,0,,J. Mashack backcourt TURNOVER (3 TO),[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,3.0,,,2004.0,,,,,,,
675,PT01M16.00S,2026-03-02T00:16:39.1Z,4,REGULAR,turnover,bad pass,[],1630695,,,1610612754,102,121,2026-03-02T00:16:42Z,6620000,False,,,0,,M. Potter bad pass TURNOVER (2 TO),"[1630695, 1642285]",1610612754.0,IND,,,,Potter,M. Potter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2.0,Spencer,1642285.0,,,,,,,,
676,PT01M16.00S,2026-03-02T00:16:39.1Z,4,REGULAR,steal,,[],1642285,,,1610612763,102,121,2026-03-02T00:16:40Z,6630000,False,,,0,,C. Spencer STEAL (2 STL),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
677,PT01M04.00S,2026-03-02T00:16:50.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642914,92.46057818659659,55.63725490196079,1610612763,102,123,2026-03-02T00:16:53Z,6640000,False,28.0,18.0,1,right,J. Small driving Layup (7 PTS),[1642914],1610612763.0,MEM,driving,,,Small,J. Small,,,,,Restricted Area,0-8 Center,3.37,Made,,,,7.0,,,,,,,,,,,,,,
678,PT00M53.70S,2026-03-02T00:17:04.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642880,7.440867279894875,59.80392156862745,1610612754,104,123,2026-03-02T00:17:07Z,6650000,False,-49.0,17.0,1,left,K. Jones driving Layup (10 PTS),[1642880],1610612754.0,IND,driving,,,Jones,K. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.2,Made,,,,10.0,,,,,,,,,,,,,,
679,PT00M40.80S,2026-03-02T00:17:19.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642285,86.41590013140605,43.38235294117647,1610612763,104,125,2026-03-02T00:22:17Z,6660000,False,-33.0,75.0,1,right,C. Spencer 8' turnaround fadeaway Jump Shot (10 PTS),[1642285],1610612763.0,MEM,turnaround fadeaway,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Center,8.22,Made,,,,10.0,,,,,,,,,,,,,,
681,PT00M22.50S,2026-03-02T00:17:39.8Z,4,REGULAR,3pt,Jump Shot,[],1630643,33.459264126149804,58.57843137254902,1610612754,104,125,2026-03-02T00:17:44Z,6680000,False,-43.0,262.0,1,left,MISS J. Huff 26' pullup 3PT,[1630643],1610612754.0,IND,pullup,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,26.55,Missed,,,,,,,,,,,,,,,,,,
682,PT00M19.20S,2026-03-02T00:17:43.2Z,4,REGULAR,rebound,offensive,[],1630695,,,1610612754,104,125,2026-03-02T00:17:43Z,6690000,False,,,0,,M. Potter REBOUND (Off:4 Def:5),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,Above the Break 3,24+ Center,,,,,681.0,,,,,,,,,,,,,9.0,5.0,4.0
683,PT00M17.90S,2026-03-02T00:17:46.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642914,,,1610612754,104,125,2026-03-02T00:17:51Z,6700000,False,,,0,,J. Small shooting personal FOUL (3 PF) (Potter 2 FT),"[1642914, 1630695]",1610612763.0,MEM,shooting,,,Small,J. Small,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2004.0,3.0,0.0,Potter,1630695.0,,,
685,PT00M17.90S,2026-03-02T00:18:15.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630695,,,1610612754,105,125,2026-03-02T00:18:15Z,6720000,False,,,0,,M. Potter Free Throw 1 of 2 (17 PTS),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,Made,,,,17.0,,,,,,,,,,,,,,
686,PT00M17.90S,2026-03-02T00:18:37.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630695,,,1610612754,106,125,2026-03-02T00:18:37Z,6730000,False,,,0,,M. Potter Free Throw 2 of 2 (18 PTS),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,Made,,,,18.0,,,,,,,,,,,,,,
687,PT00M00.00S,2026-03-02T00:18:56.5Z,4,REGULAR,period,end,[],0,,,1610612763,106,125,2026-03-02T00:18:56Z,6740000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M00.00S,2026-03-02T00:19:00.3Z,4,REGULAR,game,end,[],0,,,0,106,125,2026-03-02T00:19:00Z,6750000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
