actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
585,PT08M05.00S,2025-11-01T01:05:09.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630700,92.59198423127464,47.549019607843135,1610612737,87,106,2025-11-01T01:05:12Z,5750000,False,-12.0,17.0,1,right,D. Daniels cutting DUNK (16 PTS) (O. Okongwu 1 AST),"[1630700, 1630168]",1610612737.0,ATL,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,2.11,Made,16.0,,,,,,,,,,O. Okongwu,1630168.0,1.0,,,,,
587,PT08M04.00S,2025-11-01T01:05:16.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,87,106,2025-11-01T01:05:16Z,5770000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT08M04.00S,2025-11-01T01:07:41.6Z,4,REGULAR,substitution,out,[],1641716,,,1610612754,87,106,2025-11-01T01:07:59Z,5780000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT08M04.00S,2025-11-01T01:07:41.6Z,4,REGULAR,substitution,out,[],1641767,,,1610612754,87,106,2025-11-01T01:07:59Z,5790000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT08M04.00S,2025-11-01T01:07:41.6Z,4,REGULAR,substitution,out,[],1631245,,,1610612754,87,106,2025-11-01T01:07:59Z,5800000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT08M04.00S,2025-11-01T01:07:41.6Z,4,REGULAR,substitution,out,[],1630700,,,1610612754,87,106,2025-11-01T01:07:59Z,5810000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT08M04.00S,2025-11-01T01:07:41.6Z,4,REGULAR,substitution,in,[],1643007,,,1610612754,87,106,2025-11-01T01:07:59Z,5820000,False,,,0,,SUB in: T. Peter,[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT08M04.00S,2025-11-01T01:07:41.6Z,4,REGULAR,substitution,in,[],1642484,,,1610612754,87,106,2025-11-01T01:07:59Z,5830000,False,,,0,,SUB in: R. Dennis,[1642484],1610612754.0,IND,,,,Dennis,R. Dennis,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT08M04.00S,2025-11-01T01:07:41.6Z,4,REGULAR,substitution,in,[],1630643,,,1610612754,87,106,2025-11-01T01:07:59Z,5840000,False,,,0,,SUB in: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT08M04.00S,2025-11-01T01:07:41.6Z,4,REGULAR,substitution,in,[],1628379,,,1610612754,87,106,2025-11-01T01:07:59Z,5850000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT07M45.00S,2025-11-01T01:08:11.6Z,4,REGULAR,turnover,lost ball,[],1642484,,,1610612754,87,106,2025-11-01T01:10:28Z,5865000,False,,,0,,R. Dennis lost ball TURNOVER (2 TO),[1642484],1610612754.0,IND,,,,Dennis,R. Dennis,,,,,Mid-Range,16-24 Center,,,,,,,,,,2.0,,,,,,,,,,
598,PT07M45.00S,2025-11-01T01:08:41.7Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612737,87,106,2025-11-01T01:10:28Z,5880000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT07M31.00S,2025-11-01T01:10:52.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628379,93.11760840998686,55.14705882352941,1610612737,87,106,2025-11-01T01:10:55Z,5900000,False,26.0,12.0,1,right,MISS L. Kennard driving finger roll Layup,[1628379],1610612737.0,ATL,driving finger roll,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,,,,,,,,,,
603,PT07M28.00S,2025-11-01T01:10:54.6Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,87,106,2025-11-01T01:10:54Z,5910000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:5),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,602.0,7.0,5.0,2.0,,,,,,,,,,,
604,PT07M28.00S,2025-11-01T01:10:54.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630168,94.40999984741211,50.0,1610612737,87,108,2025-11-01T01:10:54Z,5920000,False,0.0,0.0,1,right,O. Okongwu tip Layup (11 PTS),[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,0.0,Made,11.0,,,,,,,,,,,,,,,,,
605,PT07M15.00S,2025-11-01T01:11:10.1Z,4,REGULAR,foul,personal,['3freethrow'],1628379,,,1610612754,87,108,2025-11-01T01:11:21Z,5930000,False,,,0,,L. Kennard shooting personal FOUL (1 PF) (Peter 3 FT),"[1628379, 1643007]",1610612737.0,ATL,shooting,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Peter,1643007.0
607,PT07M15.00S,2025-11-01T01:11:32.3Z,4,REGULAR,freethrow,1 of 3,[],1643007,,,1610612754,88,108,2025-11-01T01:11:32Z,5950000,False,,,0,,T. Peter Free Throw 1 of 3 (1 PTS),[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
608,PT07M15.00S,2025-11-01T01:11:51.4Z,4,REGULAR,freethrow,2 of 3,[],1643007,,,1610612754,89,108,2025-11-01T01:11:51Z,5960000,False,,,0,,T. Peter Free Throw 2 of 3 (2 PTS),[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
609,PT07M15.00S,2025-11-01T01:11:54.9Z,4,REGULAR,freethrow,3 of 3,[],1643007,,,1610612754,90,108,2025-11-01T01:11:54Z,5970000,False,,,0,,T. Peter Free Throw 3 of 3 (3 PTS),[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
610,PT06M59.00S,2025-11-01T01:12:13.5Z,4,REGULAR,foul,personal,['2freethrow'],1642484,,,1610612737,90,108,2025-11-01T01:12:19Z,5980000,False,,,0,,R. Dennis shooting personal FOUL (2 PF) (Alexander-Walker 2 FT),"[1642484, 1629638]",1610612754.0,IND,shooting,,,Dennis,R. Dennis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627524.0,2.0,0.0,Alexander-Walker,1629638.0
612,PT06M59.00S,2025-11-01T01:12:45.1Z,4,REGULAR,freethrow,1 of 2,[],1629638,,,1610612737,90,109,2025-11-01T01:12:45Z,6000000,False,,,0,,N. Alexander-Walker Free Throw 1 of 2 (18 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
613,PT06M59.00S,2025-11-01T01:12:57.8Z,4,REGULAR,freethrow,2 of 2,[],1629638,,,1610612737,90,110,2025-11-01T01:12:57Z,6010000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (19 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
614,PT06M44.00S,2025-11-01T01:13:15.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630644,7.178055190538765,47.549019607843135,1610612754,92,110,2025-11-01T01:13:17Z,6020000,False,12.0,15.0,1,left,M. McClung driving Layup (10 PTS),[1630644],1610612754.0,IND,driving,,,McClung,M. McClung,,,,,Restricted Area,0-8 Center,1.94,Made,10.0,,,,,,,,,,,,,,,,,
615,PT06M28.00S,2025-11-01T01:13:29.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642258,85.3646517739816,43.627450980392155,1610612737,92,110,2025-11-01T01:16:59Z,6030000,False,-32.0,85.0,1,right,MISS Z. Risacher 9' driving floating Shot - blocked,"[1642258, 1630643]",1610612737.0,ATL,driving floating,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),8-16 Center,9.09,Missed,,Huff,1630643.0,,,,,,,,,,,,,,,
636,PT06M28.00S,2025-11-01T01:13:29.9Z,4,REGULAR,block,,[],1630643,,,1610612737,92,110,2025-11-01T01:15:28Z,6035000,False,,,0,,J. Huff BLOCK (2 BLK),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
616,PT06M25.00S,2025-11-01T01:13:32.9Z,4,REGULAR,rebound,defensive,[],1630644,,,1610612754,92,110,2025-11-01T01:13:33Z,6040000,False,,,0,,M. McClung REBOUND (Off:0 Def:2),[1630644],1610612754.0,IND,,,,McClung,M. McClung,,,,,In The Paint (Non-RA),8-16 Center,,,,,,615.0,2.0,2.0,0.0,,,,,,,,,,,
617,PT06M23.00S,2025-11-01T01:13:35.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642484,8.229303547963205,51.71568627450981,1610612754,92,110,2025-11-01T01:17:37Z,6050000,False,-9.0,25.0,1,left,MISS R. Dennis running Layup,[1642484],1610612754.0,IND,running,,,Dennis,R. Dennis,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,,,,,,,,,
618,PT06M22.00S,2025-11-01T01:13:36.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,92,110,2025-11-01T01:13:56Z,6060000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,617.0,,,,,,,,,,,,,,
620,PT06M22.00S,2025-11-01T01:13:48.5Z,4,REGULAR,foul,personal,[],1628379,,,1610612754,92,110,2025-11-01T01:18:21Z,6080000,False,,,0,,L. Kennard loose ball personal FOUL (2 PF),"[1628379, 1630543]",1610612737.0,ATL,loose ball,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1627524.0,2.0,0.0,Jackson,1630543.0
623,PT06M09.00S,2025-11-01T01:14:12.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630643,3.7614980289093296,63.23529411764706,1610612754,92,110,2025-11-01T01:14:16Z,6110000,False,-66.0,-17.0,1,left,MISS J. Huff 6' turnaround Shot,[1630643],1610612754.0,IND,turnaround,,,Huff,J. Huff,,,,,In The Paint (Non-RA),0-8 Center,6.84,Missed,,,,,,,,,,,,,,,,,,
624,PT06M08.00S,2025-11-01T01:14:13.2Z,4,REGULAR,rebound,defensive,[],1628379,,,1610612737,92,110,2025-11-01T01:14:16Z,6120000,False,,,0,,L. Kennard REBOUND (Off:1 Def:1),[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,623.0,2.0,1.0,1.0,,,,,,,,,,,
625,PT06M03.00S,2025-11-01T01:14:19.0Z,4,REGULAR,turnover,lost ball,[],1642258,,,1610612737,92,110,2025-11-01T01:14:21Z,6130000,False,,,0,,Z. Risacher lost ball TURNOVER (1 TO),"[1642258, 1630644]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,,1.0,McClung,1630644.0,,,,,,,,
626,PT06M03.00S,2025-11-01T01:14:19.0Z,4,REGULAR,steal,,[],1630644,,,1610612754,92,110,2025-11-01T01:14:20Z,6140000,False,,,0,,M. McClung STEAL (3 STL),[1630644],1610612754.0,IND,,,,McClung,M. McClung,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
627,PT05M56.00S,2025-11-01T01:14:26.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630643,32.933639947437584,44.11764705882353,1610612754,92,110,2025-11-01T01:14:33Z,6150000,False,29.0,257.0,1,left,MISS J. Huff 25' 3PT,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,25.88,Missed,,,,,,,,,,,,,,,,,,
628,PT05M52.00S,2025-11-01T01:14:30.4Z,4,REGULAR,rebound,defensive,[],1629638,,,1610612737,92,110,2025-11-01T01:14:30Z,6160000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,,,,627.0,2.0,2.0,0.0,,,,,,,,,,,
629,PT05M50.00S,2025-11-01T01:14:32.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1642258,67.88764783180025,15.931372549019606,1610612737,92,110,2025-11-01T01:14:39Z,6170000,False,-170.0,249.0,1,right,MISS Z. Risacher 30' running 3PT,[1642258],1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,30.2,Missed,,,,,,,,,,,,,,,,,,
630,PT05M45.00S,2025-11-01T01:14:37.3Z,4,REGULAR,rebound,defensive,[],1630543,,,1610612754,92,110,2025-11-01T01:14:38Z,6180000,False,,,0,,I. Jackson REBOUND (Off:2 Def:6),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,629.0,8.0,6.0,2.0,,,,,,,,,,,
632,PT05M36.00S,2025-11-01T01:15:07.4Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612754,92,110,2025-11-01T01:16:15Z,6200000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,204059.0,,,,
633,PT05M36.00S,2025-11-01T01:15:10.2Z,4,REGULAR,substitution,out,[],1642258,,,1610612754,92,110,2025-11-01T01:16:15Z,6210000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT05M36.00S,2025-11-01T01:15:10.2Z,4,REGULAR,substitution,in,[],1630700,,,1610612754,92,110,2025-11-01T01:16:15Z,6220000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT05M34.00S,2025-11-01T01:15:27.5Z,4,REGULAR,3pt,Jump Shot,[],1643007,3.1044678055190538,95.09803921568627,1610612754,92,110,2025-11-01T01:15:33Z,6230000,False,-225.0,-23.0,1,left,MISS T. Peter 3PT,[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
637,PT05M31.00S,2025-11-01T01:15:30.5Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,92,110,2025-11-01T01:24:58Z,6240000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:6),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,,,,,,635.0,8.0,6.0,2.0,,,,,,,,,,,
641,PT05M20.00S,2025-11-01T01:15:48.9Z,4,REGULAR,turnover,out-of-bounds,[],1630552,,,1610612737,92,110,2025-11-01T01:16:59Z,6255000,False,,,0,,J. Johnson lost ball out-of-bounds TURNOVER (1 TO),[1630552],1610612737.0,ATL,lost ball,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,1.0,,,,,,204059.0,,,,
639,PT05M20.00S,2025-11-01T01:15:54.2Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612754,92,110,2025-11-01T01:17:35Z,6260000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT05M07.00S,2025-11-01T01:17:46.2Z,4,REGULAR,turnover,bad pass,[],1630644,,,1610612754,92,110,2025-11-01T01:17:48Z,6280000,False,,,0,,M. McClung bad pass TURNOVER (2 TO),"[1630644, 1630552]",1610612754.0,IND,,,,McClung,M. McClung,,,,,Mid-Range,8-16 Left,,,,,,,,,,2.0,Johnson,1630552.0,,,,,,,,
643,PT05M07.00S,2025-11-01T01:17:46.2Z,4,REGULAR,steal,,[],1630552,,,1610612737,92,110,2025-11-01T01:17:47Z,6290000,False,,,0,,J. Johnson STEAL (2 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
644,PT05M00.00S,2025-11-01T01:17:53.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630552,63.9454664914586,58.333333333333336,1610612737,92,110,2025-11-01T01:18:00Z,6300000,False,42.0,286.0,1,right,MISS J. Johnson 28' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,28.94,Missed,,,,,,,,,,,,,,,,,,
645,PT04M56.00S,2025-11-01T01:17:59.0Z,4,REGULAR,rebound,offensive,[],1629638,,,1610612737,92,110,2025-11-01T01:17:59Z,6310000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:2),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,,,,644.0,3.0,2.0,1.0,,,,,,,,,,,
646,PT04M54.00S,2025-11-01T01:18:00.8Z,4,REGULAR,turnover,lost ball,[],1630700,,,1610612737,92,110,2025-11-01T01:19:55Z,6320000,False,,,0,,D. Daniels lost ball TURNOVER (1 TO),"[1630700, 1642484]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1.0,Dennis,1642484.0,,,,,,,,
647,PT04M54.00S,2025-11-01T01:18:00.8Z,4,REGULAR,steal,,[],1642484,,,1610612754,92,110,2025-11-01T01:18:03Z,6330000,False,,,0,,R. Dennis STEAL (1 STL),[1642484],1610612754.0,IND,,,,Dennis,R. Dennis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
648,PT04M48.00S,2025-11-01T01:18:05.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630643,35.167542706964525,41.911764705882355,1610612754,92,110,2025-11-01T01:18:10Z,6340000,False,40.0,278.0,1,left,MISS J. Huff 28' running 3PT,[1630643],1610612754.0,IND,running,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,28.1,Missed,,,,,,,,,,,,,,,,,,
649,PT04M43.00S,2025-11-01T01:18:10.1Z,4,REGULAR,rebound,offensive,[],1630543,,,1610612754,92,110,2025-11-01T01:18:10Z,6350000,False,,,0,,I. Jackson REBOUND (Off:3 Def:6),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,,,,648.0,9.0,6.0,3.0,,,,,,,,,,,
650,PT04M43.00S,2025-11-01T01:18:10.1Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630543,5.590000152587891,50.0,1610612754,92,110,2025-11-01T01:18:14Z,6360000,False,0.0,0.0,1,left,MISS I. Jackson tip Layup,[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
651,PT04M43.00S,2025-11-01T01:18:10.1Z,4,REGULAR,rebound,offensive,[],1630543,,,1610612754,92,110,2025-11-01T01:30:19Z,6370000,False,,,0,,I. Jackson REBOUND (Off:4 Def:6),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,650.0,10.0,6.0,4.0,,,,,,,,,,,
724,PT04M43.00S,2025-11-01T01:18:12.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630543,6.258212877792378,49.50980392156863,1610612754,92,110,2025-11-01T01:30:15Z,6375000,False,2.0,6.0,1,left,MISS I. Jackson tip Layup,[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,0.68,Missed,,,,,,,,,,,,,,,,,,
725,PT04M43.00S,2025-11-01T01:18:12.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,92,110,2025-11-01T01:30:15Z,6377500,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,724.0,,,,,,,,,,,,,,
653,PT04M38.00S,2025-11-01T01:18:32.5Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642484,29.911300919842315,16.911764705882355,1610612754,95,110,2025-11-01T01:30:15Z,6390000,False,165.0,229.0,1,left,R. Dennis 28' 3PT  (5 PTS) (I. Jackson 2 AST),"[1642484, 1630543]",1610612754.0,IND,,,,Dennis,R. Dennis,,,,,Above the Break 3,24+ Right Center,28.22,Made,5.0,,,,,,,,,,I. Jackson,1630543.0,2.0,,,,,
655,PT04M25.00S,2025-11-01T01:18:46.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630552,92.72339027595268,49.50980392156863,1610612737,95,112,2025-11-01T01:18:49Z,6410000,False,-2.0,16.0,1,right,J. Johnson cutting DUNK (18 PTS) (O. Okongwu 2 AST),"[1630552, 1630168]",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.61,Made,18.0,,,,,,,,,,O. Okongwu,1630168.0,2.0,,,,,
657,PT04M08.00S,2025-11-01T01:19:04.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630643,8.360709592641262,34.068627450980394,1610612754,97,112,2025-11-01T01:19:09Z,6430000,False,80.0,26.0,1,left,J. Huff 8' turnaround bank Jump Shot (4 PTS) (R. Dennis 3 AST),"[1630643, 1642484]",1610612754.0,IND,turnaround bank,,,Huff,J. Huff,,,,,In The Paint (Non-RA),8-16 Right,8.39,Made,4.0,,,,,,,,,,R. Dennis,1642484.0,3.0,,,,,
659,PT03M48.00S,2025-11-01T01:19:23.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,93.64323258869908,50.73529411764706,1610612737,97,114,2025-11-01T01:19:26Z,6450000,False,4.0,7.0,1,right,J. Johnson driving Layup (20 PTS),[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.82,Made,20.0,,,,,,,,,,,,,,,,,
660,PT03M37.00S,2025-11-01T01:19:34.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642484,11.514454664914586,51.225490196078425,1610612754,97,114,2025-11-01T01:19:38Z,6460000,False,-6.0,56.0,1,left,MISS R. Dennis driving Layup - blocked,"[1642484, 1630168]",1610612754.0,IND,driving,,,Dennis,R. Dennis,,,,,In The Paint (Non-RA),0-8 Center,5.6,Missed,,Okongwu,1630168.0,,,,,,,,,,,,,,,
661,PT03M37.00S,2025-11-01T01:19:34.5Z,4,REGULAR,block,,[],1630168,,,1610612754,97,114,2025-11-01T01:19:37Z,6470000,False,,,0,,O. Okongwu BLOCK (2 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
662,PT03M35.00S,2025-11-01T01:19:36.5Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,97,114,2025-11-01T01:22:53Z,6480000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:7),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,660.0,9.0,7.0,2.0,,,,,,,,,,,
663,PT03M30.00S,2025-11-01T01:19:44.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629638,92.85479632063075,52.69607843137255,1610612737,97,116,2025-11-01T01:19:48Z,6490000,False,13.0,15.0,1,right,N. Alexander-Walker running Layup (21 PTS) (J. Johnson 8 AST),"[1629638, 1630552]",1610612737.0,ATL,running,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,2.0,Made,21.0,,,,,,,,,,J. Johnson,1630552.0,8.0,,,,,
665,PT03M30.00S,2025-11-01T01:19:50.6Z,4,REGULAR,foul,personal,['1freethrow'],1630643,,,1610612737,97,116,2025-11-01T01:19:56Z,6510000,False,,,0,,J. Huff shooting personal FOUL (1 PF) (Alexander-Walker 1 FT),"[1630643, 1629638]",1610612754.0,IND,shooting,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Alexander-Walker,1629638.0
667,PT03M30.00S,2025-11-01T01:20:11.9Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1629638,,,1610612737,97,116,2025-11-01T01:20:13Z,6530000,False,,,0,,MISS N. Alexander-Walker Free Throw 1 of 1,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
668,PT03M29.00S,2025-11-01T01:20:12.9Z,4,REGULAR,rebound,defensive,[],1643007,,,1610612754,97,116,2025-11-01T01:20:13Z,6540000,False,,,0,,T. Peter REBOUND (Off:0 Def:1),[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,,,,,,,,667.0,1.0,1.0,0.0,,,,,,,,,,,
670,PT03M06.00S,2025-11-01T01:20:50.4Z,4,REGULAR,3pt,Jump Shot,[],1630644,34.510512483574246,5.392156862745098,1610612754,97,116,2025-11-01T01:20:55Z,6560000,False,223.0,272.0,1,left,MISS M. McClung 35' pullup 3PT,[1630644],1610612754.0,IND,pullup,,,McClung,M. McClung,,,,,Above the Break 3,24+ Right Center,35.17,Missed,,,,,,,,,,,,,,,,,,
671,PT03M02.00S,2025-11-01T01:20:54.4Z,4,REGULAR,rebound,offensive,[],1643007,,,1610612754,97,116,2025-11-01T01:20:55Z,6570000,False,,,0,,T. Peter REBOUND (Off:1 Def:1),[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,Above the Break 3,24+ Right Center,,,,,,670.0,2.0,1.0,1.0,,,,,,,,,,,
672,PT03M00.00S,2025-11-01T01:20:57.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1642484,3.235873850197109,2.941176470588235,1610612754,97,116,2025-11-01T01:21:01Z,6580000,False,235.0,-22.0,1,left,MISS R. Dennis 3PT,[1642484],1610612754.0,IND,,,,Dennis,R. Dennis,,,,,Right Corner 3,24+ Right,23.63,Missed,,,,,,,,,,,,,,,,,,
