actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
597,PT06M39.00S,2026-02-06T02:34:18.8Z,4,REGULAR,3pt,Jump Shot,[],1642846,30.436925098554536,34.068627450980394,1610612762,107,109,2026-02-06T02:34:25Z,5910000,False,80.0,234.0,1,left,A. Bailey 24' 3PT pullup (17 PTS),[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Right Center,24.68,Made,,,,,,,,,,,17.0,,,,,,,
598,PT06M25.00S,2026-02-06T02:34:31.9Z,4,REGULAR,3pt,Jump Shot,[],1642258,97.32260183968464,95.34313725490196,1610612737,107,109,2026-02-06T02:34:39Z,5920000,False,227.0,-27.0,1,right,MISS Z. Risacher 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,22.83,Missed,,,,,,,,,,,,,,,,,,
599,PT06M22.00S,2026-02-06T02:34:34.9Z,4,REGULAR,rebound,defensive,[],1642262,,,1610612762,107,109,2026-02-06T02:34:39Z,5930000,False,,,0,,C. Williams REBOUND (Off:2 Def:2),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Right Corner 3,24+ Right,,,598.0,4.0,2.0,2.0,,,,,,,,,,,,,,
600,PT06M19.00S,2026-02-06T02:34:39.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642846,4.681340341655716,49.26470588235294,1610612762,107,109,2026-02-06T02:34:48Z,5940000,False,4.0,-8.0,1,left,MISS A. Bailey running alley-oop DUNK,[1642846],1610612762.0,UTA,running alley-oop,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,0.93,Missed,,,,,,,,,,,,,,,,,,
601,PT06M18.00S,2026-02-06T02:34:41.8Z,4,REGULAR,rebound,offensive,[],1642271,,,1610612762,107,109,2026-02-06T02:34:41Z,5950000,False,,,0,,K. Filipowski REBOUND (Off:5 Def:9),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,600.0,14.0,9.0,5.0,,,,,,,,,,,,,,
602,PT06M18.00S,2026-02-06T02:34:45.3Z,4,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612762,107,109,2026-02-06T02:35:06Z,5960000,False,,,0,,C. Kispert shooting personal FOUL (4 PF) (Filipowski 2 FT),"[1630557, 1642271]",1610612737.0,ATL,shooting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,101284.0,,4.0,0.0,Filipowski,1642271.0,,,,,,,,
604,PT06M18.00S,2026-02-06T02:35:20.9Z,4,REGULAR,freethrow,1 of 2,"['2ndchance', 'fastbreak']",1642271,,,1610612762,107,109,2026-02-06T02:35:20Z,5980000,False,,,0,,MISS K. Filipowski Free Throw 1 of 2,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
605,PT06M18.00S,2026-02-06T02:35:20.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,107,109,2026-02-06T02:35:20Z,5990000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,604.0,,,,,,,,,,,,,,,,,
606,PT06M18.00S,2026-02-06T02:35:23.5Z,4,REGULAR,substitution,out,[],1642258,,,1610612762,107,109,2026-02-06T02:35:28Z,6000000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT06M18.00S,2026-02-06T02:35:23.5Z,4,REGULAR,substitution,out,[],1642854,,,1610612762,107,109,2026-02-06T02:35:28Z,6010000,False,,,0,,SUB out: A. Newell,[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT06M18.00S,2026-02-06T02:35:23.5Z,4,REGULAR,substitution,in,[],1629111,,,1610612762,107,109,2026-02-06T02:35:28Z,6020000,False,,,0,,SUB in: J. Landale,[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT06M18.00S,2026-02-06T02:35:23.5Z,4,REGULAR,substitution,in,[],1630700,,,1610612762,107,109,2026-02-06T02:35:28Z,6030000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT06M18.00S,2026-02-06T02:35:42.5Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', '2ndchance']",1642271,,,1610612762,107,110,2026-02-06T02:35:42Z,6040000,False,,,0,,K. Filipowski Free Throw 2 of 2 (15 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,,,,,,,,,,,15.0,,,,,,,
611,PT06M06.00S,2026-02-06T02:35:55.7Z,4,REGULAR,3pt,Jump Shot,[],1629111,95.6143232588699,96.07843137254902,1610612737,107,110,2026-02-06T02:36:01Z,6050000,False,230.0,-11.0,1,right,MISS J. Landale 3PT,[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,Right Corner 3,24+ Right,23.07,Missed,,,,,,,,,,,,,,,,,,
612,PT06M03.00S,2026-02-06T02:35:58.7Z,4,REGULAR,rebound,defensive,[],1641729,,,1610612762,107,110,2026-02-06T02:36:01Z,6060000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:4),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Right Corner 3,24+ Right,,,611.0,4.0,4.0,0.0,,,,,,,,,,,,,,
613,PT05M55.00S,2026-02-06T02:36:07.2Z,4,REGULAR,foul,personal,['2freethrow'],1630552,,,1610612762,107,110,2026-02-06T02:36:30Z,6070000,False,,,0,,J. Johnson shooting personal FOUL (4 PF) (Sensabaugh 2 FT),"[1630552, 1641729]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,204058.0,,4.0,0.0,Sensabaugh,1641729.0,,,,,,,,
615,PT05M55.00S,2026-02-06T02:36:33.7Z,4,REGULAR,freethrow,1 of 2,[],1641729,,,1610612762,107,110,2026-02-06T02:36:55Z,6090000,False,,,0,,MISS B. Sensabaugh Free Throw 1 of 2,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
616,PT05M55.00S,2026-02-06T02:36:33.7Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,107,110,2026-02-06T02:36:55Z,6100000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,615.0,,,,,,,,,,,,,,,,,
617,PT05M55.00S,2026-02-06T02:36:35.9Z,4,REGULAR,substitution,out,[],1630557,,,1610612762,107,110,2026-02-06T02:36:42Z,6110000,False,,,0,,SUB out: C. Kispert,[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT05M55.00S,2026-02-06T02:36:35.9Z,4,REGULAR,substitution,out,[],1642271,,,1610612762,107,110,2026-02-06T02:36:42Z,6120000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT05M55.00S,2026-02-06T02:36:35.9Z,4,REGULAR,substitution,in,[],203468,,,1610612762,107,110,2026-02-06T02:36:42Z,6130000,False,,,0,,SUB in: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT05M55.00S,2026-02-06T02:36:35.9Z,4,REGULAR,substitution,in,[],1631131,,,1610612762,107,110,2026-02-06T02:36:42Z,6140000,False,,,0,,SUB in: O. Tshiebwe,[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT05M55.00S,2026-02-06T02:36:33.7Z,4,REGULAR,freethrow,2 of 2,[],1641729,,,1610612762,107,110,2026-02-06T02:36:55Z,6150000,False,,,0,,MISS B. Sensabaugh Free Throw 2 of 2,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
622,PT05M51.00S,2026-02-06T02:36:37.7Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,107,110,2026-02-06T02:36:55Z,6160000,False,,,0,,J. Johnson REBOUND (Off:3 Def:11),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,621.0,14.0,11.0,3.0,,,,,,,,,,,,,,
623,PT05M41.00S,2026-02-06T02:37:06.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,90.3580814717477,49.50980392156863,1610612737,109,110,2026-02-06T02:37:13Z,6170000,False,-2.0,38.0,1,right,J. Johnson driving Layup (17 PTS) (J. Landale 4 AST),"[1630552, 1629111]",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,3.82,Made,,,,,,,,,,,17.0,,,J. Landale,1629111.0,4.0,,
625,PT05M41.00S,2026-02-06T02:37:12.8Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641729,,,1610612737,109,110,2026-02-06T02:37:44Z,6190000,False,,,0,,B. Sensabaugh shooting personal FOUL (6 PF) (Johnson 1 FT),"[1641729, 1630552]",1610612762.0,UTA,shooting,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,,6.0,0.0,Johnson,1630552.0,,,,,,,,
627,PT05M41.00S,2026-02-06T02:37:27.1Z,4,REGULAR,substitution,out,[],1641729,,,1610612737,109,110,2026-02-06T02:37:30Z,6210000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT05M41.00S,2026-02-06T02:37:27.1Z,4,REGULAR,substitution,in,[],1629004,,,1610612737,109,110,2026-02-06T02:37:30Z,6220000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT05M41.00S,2026-02-06T02:37:47.4Z,4,REGULAR,freethrow,1 of 1,[],1630552,,,1610612737,110,110,2026-02-06T02:37:47Z,6230000,False,,,0,,J. Johnson Free Throw 1 of 1 (18 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,,,18.0,,,,,,,
630,PT05M20.00S,2026-02-06T02:38:09.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,17.0335085413929,50.73529411764706,1610612762,110,112,2026-02-06T02:38:16Z,6240000,False,-4.0,108.0,1,left,I. Collier 10' fadeaway Jump Shot (25 PTS),[1642268],1610612762.0,UTA,fadeaway,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Center,10.77,Made,,,,,,,,,,,25.0,,,,,,,
631,PT05M04.00S,2026-02-06T02:38:25.2Z,4,REGULAR,2pt,Jump Shot,[],203468,76.95466491458606,46.568627450980394,1610612737,110,112,2026-02-06T02:38:31Z,6250000,False,-17.0,164.0,1,right,MISS C. McCollum 16' pullup Shot,[203468],1610612737.0,ATL,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Center,16.5,Missed,,,,,,,,,,,,,,,,,,
632,PT05M01.00S,2026-02-06T02:38:28.2Z,4,REGULAR,rebound,defensive,[],1642268,,,1610612762,110,112,2026-02-06T02:38:31Z,6260000,False,,,0,,I. Collier REBOUND (Off:0 Def:5),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,16-24 Center,,,631.0,5.0,5.0,0.0,,,,,,,,,,,,,,
633,PT04M44.00S,2026-02-06T02:38:45.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1642262,5.338370565045992,49.01960784313725,1610612762,110,112,2026-02-06T02:40:04Z,6270000,False,5.0,-2.0,1,left,MISS C. Williams driving Hook,[1642262],1610612762.0,UTA,driving,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,0.54,Missed,,,,,,,,,,,,,,,,,,
634,PT04M41.00S,2026-02-06T02:38:48.4Z,4,REGULAR,rebound,offensive,[],1631131,,,1610612762,110,112,2026-02-06T02:40:04Z,6280000,False,,,0,,O. Tshiebwe REBOUND (Off:2 Def:0),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,,,633.0,2.0,0.0,2.0,,,,,,,,,,,,,,
635,PT04M41.00S,2026-02-06T02:38:50.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631131,5.590000152587891,50.0,1610612762,110,114,2026-02-06T02:38:50Z,6290000,False,0.0,0.0,1,left,O. Tshiebwe putback Layup (4 PTS),[1631131],1610612762.0,UTA,putback,,,Tshiebwe,O. Tshiebwe,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,4.0,,,,,,,
636,PT04M41.00S,2026-02-06T02:38:52.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,110,114,2026-02-06T02:38:52Z,6300000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT04M29.00S,2026-02-06T02:42:13.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,92.9862023653088,49.01960784313725,1610612737,112,114,2026-02-06T02:42:18Z,6310000,False,-5.0,13.0,1,right,J. Johnson driving Layup (20 PTS) (J. Landale 5 AST),"[1630552, 1629111]",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,,,,,20.0,,,J. Landale,1629111.0,5.0,,
639,PT04M13.00S,2026-02-06T02:42:29.7Z,4,REGULAR,2pt,Jump Shot,[],1629004,8.492115637319317,71.07843137254902,1610612762,112,114,2026-02-06T02:42:43Z,6330000,False,-105.0,27.0,1,left,MISS S. Mykhailiuk 10' turnaround Shot,[1629004],1610612762.0,UTA,turnaround,,,Mykhailiuk,S. Mykhailiuk,,,,,Mid-Range,8-16 Left,10.89,Missed,,,,,,,,,,,,,,,,,,
640,PT04M10.00S,2026-02-06T02:42:32.7Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612737,112,114,2026-02-06T02:42:43Z,6340000,False,,,0,,D. Daniels REBOUND (Off:3 Def:3),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,639.0,6.0,3.0,3.0,,,,,,,,,,,,,,
641,PT03M54.00S,2026-02-06T02:42:48.9Z,4,REGULAR,3pt,Jump Shot,[],1630552,66.70499342969777,37.00980392156863,1610612737,112,114,2026-02-06T02:42:53Z,6350000,False,-65.0,260.0,1,right,MISS J. Johnson 26' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,26.85,Missed,,,,,,,,,,,,,,,,,,
642,PT03M51.00S,2026-02-06T02:42:51.9Z,4,REGULAR,rebound,defensive,[],1642268,,,1610612762,112,114,2026-02-06T02:42:53Z,6360000,False,,,0,,I. Collier REBOUND (Off:0 Def:6),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,641.0,6.0,6.0,0.0,,,,,,,,,,,,,,
643,PT03M35.00S,2026-02-06T02:43:07.5Z,4,REGULAR,2pt,Jump Shot,[],1629004,22.552562417871222,50.73529411764706,1610612762,112,116,2026-02-06T02:43:12Z,6370000,False,-4.0,159.0,1,left,S. Mykhailiuk 15' pullup Jump Shot (14 PTS),[1629004],1610612762.0,UTA,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,Mid-Range,8-16 Center,15.95,Made,,,,,,,,,,,14.0,,,,,,,
644,PT03M19.00S,2026-02-06T02:43:23.0Z,4,REGULAR,3pt,Jump Shot,[],1630700,73.27529566360053,15.196078431372548,1610612737,112,116,2026-02-06T02:43:31Z,6380000,False,-174.0,199.0,1,right,MISS D. Daniels 26' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,,,,,,,,,,,,,,,,,
645,PT03M16.00S,2026-02-06T02:43:26.0Z,4,REGULAR,rebound,offensive,[],1630552,,,1610612737,112,116,2026-02-06T02:43:31Z,6390000,False,,,0,,J. Johnson REBOUND (Off:4 Def:11),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,644.0,15.0,11.0,4.0,,,,,,,,,,,,,,
647,PT03M15.00S,2026-02-06T02:43:32.8Z,4,REGULAR,substitution,out,[],1629004,,,1610612737,112,116,2026-02-06T02:43:36Z,6410000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT03M15.00S,2026-02-06T02:43:32.8Z,4,REGULAR,substitution,in,[],1642271,,,1610612737,112,116,2026-02-06T02:43:36Z,6420000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT03M06.00S,2026-02-06T02:44:03.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630700,92.59198423127464,45.83333333333333,1610612737,112,116,2026-02-06T02:44:09Z,6430000,False,-21.0,17.0,1,right,MISS D. Daniels driving Layup,[1630700],1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
650,PT03M03.00S,2026-02-06T02:44:06.0Z,4,REGULAR,rebound,defensive,[],1642846,,,1610612762,112,116,2026-02-06T02:44:09Z,6440000,False,,,0,,A. Bailey REBOUND (Off:3 Def:3),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,649.0,6.0,3.0,3.0,,,,,,,,,,,,,,
651,PT02M44.00S,2026-02-06T02:44:25.5Z,4,REGULAR,turnover,bad pass,[],1631131,,,1610612762,112,116,2026-02-06T02:44:33Z,6450000,False,,,0,,O. Tshiebwe bad pass TURNOVER (1 TO),"[1631131, 1629638]",1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,,,,,,,Alexander-Walker,1629638.0
652,PT02M44.00S,2026-02-06T02:44:25.5Z,4,REGULAR,steal,,[],1629638,,,1610612737,112,116,2026-02-06T02:54:04Z,6460000,False,,,0,,N. Alexander-Walker STEAL (2 STL),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
653,PT02M38.00S,2026-02-06T02:44:31.7Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630552,85.49605781865965,48.529411764705884,1610612737,114,116,2026-02-06T02:47:51Z,6470000,False,-7.0,84.0,1,right,J. Johnson 8' running pullup Jump Shot (22 PTS),[1630552],1610612737.0,ATL,running pullup,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,8.41,Made,,,,,,,,,,,22.0,,,,,,,
654,PT02M15.00S,2026-02-06T02:44:54.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642262,13.748357424441524,42.8921568627451,1610612762,114,116,2026-02-06T02:45:04Z,6480000,False,36.0,77.0,1,left,MISS C. Williams 8' floating Shot,[1642262],1610612762.0,UTA,floating,,,Williams,C. Williams,,,,,In The Paint (Non-RA),8-16 Center,8.45,Missed,,,,,,,,,,,,,,,,,,
655,PT02M11.00S,2026-02-06T02:44:58.1Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,114,116,2026-02-06T02:45:04Z,6490000,False,,,0,,J. Johnson REBOUND (Off:4 Def:12),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,654.0,16.0,12.0,4.0,,,,,,,,,,,,,,
656,PT02M09.00S,2026-02-06T02:45:00.0Z,4,REGULAR,turnover,bad pass,[],1630552,,,1610612737,114,116,2026-02-06T02:45:06Z,6500000,False,,,0,,J. Johnson bad pass TURNOVER (4 TO),"[1630552, 1642846]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right,,,,,,,,4.0,,,,,,,,,,,Bailey,1642846.0
657,PT02M09.00S,2026-02-06T02:45:00.0Z,4,REGULAR,steal,,[],1642846,,,1610612762,114,116,2026-02-06T02:45:02Z,6510000,False,,,0,,A. Bailey STEAL (2 STL),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
658,PT01M46.00S,2026-02-06T02:45:23.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1642268,30.699737187910642,63.725490196078425,1610612762,114,116,2026-02-06T02:45:32Z,6520000,False,-69.0,236.0,1,left,MISS I. Collier 24' pullup 3PT,[1642268],1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,24.59,Missed,,,,,,,,,,,,,,,,,,
659,PT01M42.00S,2026-02-06T02:45:27.3Z,4,REGULAR,rebound,offensive,[],1642271,,,1610612762,114,116,2026-02-06T02:45:32Z,6530000,False,,,0,,K. Filipowski REBOUND (Off:6 Def:9),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Center,,,658.0,15.0,9.0,6.0,,,,,,,,,,,,,,
660,PT01M28.00S,2026-02-06T02:45:41.0Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1642268,24.78646517739816,49.26470588235294,1610612762,114,116,2026-02-06T02:45:50Z,6540000,False,4.0,180.0,1,left,MISS I. Collier 18' pullup Shot,[1642268],1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,Mid-Range,16-24 Center,18.05,Missed,,,,,,,,,,,,,,,,,,
661,PT01M24.00S,2026-02-06T02:45:44.7Z,4,REGULAR,rebound,offensive,[],1642271,,,1610612762,114,116,2026-02-06T02:45:44Z,6550000,False,,,0,,K. Filipowski REBOUND (Off:7 Def:9),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,16-24 Center,,,660.0,16.0,9.0,7.0,,,,,,,,,,,,,,
662,PT01M15.00S,2026-02-06T02:45:53.6Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1642846,23.866622864651774,55.88235294117647,1610612762,114,116,2026-02-06T02:51:07Z,6560000,False,-29.0,172.0,1,left,MISS A. Bailey 17' step back Shot,[1642846],1610612762.0,UTA,step back,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Center,17.43,Missed,,,,,,,,,,,,,,,,,,
663,PT01M12.00S,2026-02-06T02:45:56.6Z,4,REGULAR,rebound,offensive,[],1642271,,,1610612762,114,116,2026-02-06T02:45:59Z,6570000,False,,,0,,K. Filipowski REBOUND (Off:8 Def:9),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,16-24 Center,,,662.0,17.0,9.0,8.0,,,,,,,,,,,,,,
664,PT00M59.70S,2026-02-06T02:46:11.6Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1642268,11.514454664914586,71.56862745098039,1610612762,114,116,2026-02-06T02:46:29Z,6580000,False,-108.0,56.0,1,left,MISS I. Collier 12' pullup Shot - blocked,"[1642268, 203468]",1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,Mid-Range,8-16 Left,12.13,Missed,,,,,,,,,,,,McCollum,203468.0,,,,,
665,PT00M59.70S,2026-02-06T02:46:11.6Z,4,REGULAR,block,,[],203468,,,1610612762,114,116,2026-02-06T02:46:14Z,6590000,False,,,0,,C. McCollum BLOCK (3 BLK),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
666,PT00M59.00S,2026-02-06T02:46:12.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,114,116,2026-02-06T02:52:34Z,6600000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,8-16 Left,,,664.0,,,,,,,,,,,,,,,,,
667,PT00M59.00S,2026-02-06T02:46:17.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612762,114,116,2026-02-06T02:52:41Z,6610000,False,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,,,,,,,,,,,,,
668,PT00M46.30S,2026-02-06T02:47:03.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629111,92.59198423127464,95.58823529411765,1610612737,117,116,2026-02-06T02:47:08Z,6620000,False,228.0,17.0,1,right,J. Landale 3PT  (26 PTS) (N. Alexander-Walker 5 AST),"[1629111, 1629638]",1610612737.0,ATL,,,,Landale,J. Landale,,,,,Right Corner 3,24+ Right,22.85,Made,,,,,,,,,,,26.0,,,N. Alexander-Walker,1629638.0,5.0,,
670,PT00M34.80S,2026-02-06T02:47:18.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,10.33180026281209,55.63725490196079,1610612762,117,116,2026-02-06T02:47:24Z,6640000,False,-28.0,45.0,1,left,MISS I. Collier turnaround Shot,[1642268],1610612762.0,UTA,turnaround,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,5.28,Missed,,,,,,,,,,,,,,,,,,
671,PT00M30.50S,2026-02-06T02:47:22.5Z,4,REGULAR,rebound,offensive,[],1642268,,,1610612762,117,116,2026-02-06T02:47:22Z,6650000,False,,,0,,I. Collier REBOUND (Off:1 Def:6),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,670.0,7.0,6.0,1.0,,,,,,,,,,,,,,
674,PT00M21.80S,2026-02-06T02:51:44.2Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1642271,22.28975032851511,27.450980392156865,1610612762,117,116,2026-02-06T02:52:00Z,6680000,False,113.0,157.0,1,left,MISS K. Filipowski 19' pullup Shot - blocked,"[1642271, 1630552]",1610612762.0,UTA,pullup,,,Filipowski,K. Filipowski,,,,,Mid-Range,16-24 Right Center,19.33,Missed,,,,,,,,,,,,Johnson,1630552.0,,,,,
675,PT00M21.80S,2026-02-06T02:51:44.2Z,4,REGULAR,block,,[],1630552,,,1610612762,117,116,2026-02-06T02:51:47Z,6690000,False,,,0,,J. Johnson BLOCK (2 BLK),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
