actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
525,PT10M22.00S,2022-10-23T02:32:14.7Z,4,REGULAR,foul,personal,[],1631222,,,1610612742,102,75,2022-10-23T02:32:27Z,5160000,,,0,,J. LaRavia personal FOUL (4 PF),"[1631222, 203501]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,1179.0,,,,,,,,,,,,4.0,0.0,Hardaway Jr.,203501.0,,,,
527,PT10M09.00S,2022-10-23T02:32:42.4Z,4,REGULAR,3pt,Jump Shot,[],203501,69.85873850197109,22.794117647058822,1610612742,102,75,2022-10-23T02:33:05Z,5180000,-136.0,231.0,1,right,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,26.79,Missed,,,,,,,,,,,,,,,,
528,PT10M08.00S,2022-10-23T02:32:43.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,102,75,2022-10-23T02:33:05Z,5190000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,527.0,,,,,,,,,,,
529,PT10M08.00S,2022-10-23T02:32:47.5Z,4,REGULAR,foul,personal,[],1631223,,,1610612742,102,75,2022-10-23T02:32:51Z,5200000,,,0,,D. Roddy loose ball personal FOUL (3 PF),"[1631223, 1628467]",1610612763.0,MEM,loose ball,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,1626301.0,,,,,,,,,,,,3.0,0.0,Kleber,1628467.0,,,,
531,PT09M59.00S,2022-10-23T02:33:15.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628467,75.3777923784494,84.06862745098039,1610612742,105,75,2022-10-23T02:33:21Z,5220000,170.0,179.0,1,right,M. Kleber 24' 3PT  (8 PTS) (S. Dinwiddie 2 AST),"[1628467, 203915]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Right Center,,,24.7,Made,8.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,,
533,PT09M46.00S,2022-10-23T02:33:28.8Z,4,REGULAR,turnover,bad pass,[],1626145,,,1610612763,105,75,2022-10-23T02:33:32Z,5240000,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1626145, 1628467]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,,,Kleber,1628467.0
534,PT09M46.00S,2022-10-23T02:33:28.8Z,4,REGULAR,steal,,[],1628467,,,1610612742,105,75,2022-10-23T02:33:30Z,5250000,,,0,,M. Kleber STEAL (2 STL),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
535,PT09M39.00S,2022-10-23T02:33:35.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203501,91.14651773981603,54.65686274509803,1610612742,105,75,2022-10-23T02:36:03Z,5260000,23.0,31.0,1,right,MISS T. Hardaway Jr. driving floating Shot,[203501],1610612742.0,DAL,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,3.85,Missed,,,,,,,,,,,,,,,,
536,PT09M39.00S,2022-10-23T02:33:35.4Z,4,REGULAR,rebound,defensive,[],1631223,,,1610612763,105,75,2022-10-23T02:33:46Z,5270000,,,0,,D. Roddy REBOUND (Off:0 Def:1),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,,,,,535.0,1.0,1.0,0.0,,,,,,,,
537,PT09M33.00S,2022-10-23T02:33:42.7Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1631223,8.229303547963205,58.333333333333336,1610612763,105,77,2022-10-23T02:33:54Z,5280000,-42.0,25.0,1,left,D. Roddy driving bank Hook (4 PTS),[1631223],1610612763.0,MEM,driving bank,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,4.86,Made,4.0,,,,,,,,,,,,,,,
538,PT09M16.00S,2022-10-23T02:34:01.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631222,,,1610612742,105,77,2022-10-23T02:38:20Z,5290000,,,0,,J. LaRavia personal FOUL (5 PF) (Wood 2 FT),"[1631222, 1626174]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,1179.0,,,,,,,,,,,,5.0,0.0,Wood,1626174.0,,,,
541,PT09M16.00S,2022-10-23T02:36:15.6Z,4,REGULAR,freethrow,1 of 2,[],1626174,,,1610612742,106,77,2022-10-23T02:36:15Z,5320000,,,0,,C. Wood Free Throw 1 of 2 (20 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,,
542,PT09M16.00S,2022-10-23T02:36:28.2Z,4,REGULAR,freethrow,2 of 2,[],1626174,,,1610612742,107,77,2022-10-23T02:36:28Z,5330000,,,0,,C. Wood Free Throw 2 of 2 (21 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,,
543,PT09M06.00S,2022-10-23T02:36:39.8Z,4,REGULAR,3pt,Jump Shot,[],1630583,31.488173455978973,63.48039215686274,1610612763,107,77,2022-10-23T02:36:45Z,5340000,-67.0,243.0,1,left,MISS S. Aldama 25' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,,,25.27,Missed,,,,,,,,,,,,,,,,
544,PT09M01.00S,2022-10-23T02:36:44.8Z,4,REGULAR,rebound,defensive,[],1626174,,,1610612742,107,77,2022-10-23T02:36:45Z,5350000,,,0,,C. Wood REBOUND (Off:4 Def:7),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,,,,,,,,,543.0,11.0,7.0,4.0,,,,,,,,
545,PT08M54.00S,2022-10-23T02:36:55.6Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630583,,,1610612742,107,77,2022-10-23T02:37:04Z,5360000,,,0,,S. Aldama shooting personal FOUL (5 PF) (Wood 3 FT),"[1630583, 1626174]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,1193.0,,,,,,,,,,,,5.0,0.0,Wood,1626174.0,,,,
547,PT08M54.00S,2022-10-23T02:37:25.3Z,4,REGULAR,freethrow,1 of 3,[],1626174,,,1610612742,107,77,2022-10-23T02:37:25Z,5380000,,,0,,MISS C. Wood Free Throw 1 of 3,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
548,PT08M54.00S,2022-10-23T02:37:25.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,107,77,2022-10-23T02:37:25Z,5390000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,547.0,,,,,,,,,,,
549,PT08M54.00S,2022-10-23T02:37:38.5Z,4,REGULAR,freethrow,2 of 3,[],1626174,,,1610612742,108,77,2022-10-23T02:37:38Z,5400000,,,0,,C. Wood Free Throw 2 of 3 (22 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,,
550,PT08M54.00S,2022-10-23T02:37:51.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,108,77,2022-10-23T02:37:51Z,5410000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT08M54.00S,2022-10-23T02:37:57.4Z,4,REGULAR,substitution,out,[],1629634,,,1610612742,108,77,2022-10-23T02:40:15Z,5420000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT08M54.00S,2022-10-23T02:37:57.4Z,4,REGULAR,substitution,out,[],1626145,,,1610612742,108,77,2022-10-23T02:40:15Z,5430000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT08M54.00S,2022-10-23T02:37:57.4Z,4,REGULAR,substitution,out,[],1630583,,,1610612742,108,77,2022-10-23T02:40:15Z,5440000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT08M54.00S,2022-10-23T02:37:57.4Z,4,REGULAR,substitution,in,[],1631113,,,1610612742,108,77,2022-10-23T02:40:15Z,5450000,,,0,,SUB in: K. Chandler,[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT08M54.00S,2022-10-23T02:37:57.4Z,4,REGULAR,substitution,in,[],1630214,,,1610612742,108,77,2022-10-23T02:40:15Z,5460000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M54.00S,2022-10-23T02:37:57.4Z,4,REGULAR,substitution,in,[],1631254,,,1610612742,108,77,2022-10-23T02:40:15Z,5470000,,,0,,SUB in: K. Lofton Jr.,[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT08M54.00S,2022-10-23T02:40:50.9Z,4,REGULAR,freethrow,3 of 3,[],1626174,,,1610612742,109,77,2022-10-23T02:40:51Z,5480000,,,0,,C. Wood Free Throw 3 of 3 (23 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,Made,23.0,,,,,,,,,,,,,,,
558,PT08M35.00S,2022-10-23T02:41:17.3Z,4,REGULAR,foul,personal,['2freethrow'],1626174,,,1610612763,109,77,2022-10-23T02:41:25Z,5490000,,,0,,C. Wood shooting personal FOUL (4 PF) (Roddy 2 FT),"[1626174, 1631223]",1610612742.0,DAL,shooting,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Left,1179.0,,,,,,,,,,,,4.0,0.0,Roddy,1631223.0,,,,
560,PT08M35.00S,2022-10-23T02:41:40.3Z,4,REGULAR,freethrow,1 of 2,[],1631223,,,1610612763,109,78,2022-10-23T02:41:40Z,5510000,,,0,,D. Roddy Free Throw 1 of 2 (5 PTS),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
561,PT08M35.00S,2022-10-23T02:41:53.9Z,4,REGULAR,freethrow,2 of 2,[],1631223,,,1610612763,109,79,2022-10-23T02:41:53Z,5520000,,,0,,D. Roddy Free Throw 2 of 2 (6 PTS),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
562,PT08M28.00S,2022-10-23T02:42:09.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631223,,,1610612742,109,79,2022-10-23T02:42:27Z,5530000,,,0,,D. Roddy personal FOUL (4 PF) (Hardaway Jr. 2 FT),"[1631223, 203501]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),8-16 Left,1193.0,,,,,,,,,,,,4.0,0.0,Hardaway Jr.,203501.0,,,,
564,PT08M28.00S,2022-10-23T02:42:35.4Z,4,REGULAR,freethrow,1 of 2,[],203501,,,1610612742,110,79,2022-10-23T02:42:35Z,5550000,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (9 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
565,PT08M28.00S,2022-10-23T02:42:47.9Z,4,REGULAR,freethrow,2 of 2,[],203501,,,1610612742,111,79,2022-10-23T02:42:47Z,5560000,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (10 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
566,PT08M12.00S,2022-10-23T02:43:06.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,10.85742444152431,42.64705882352941,1610612763,111,79,2022-10-23T03:12:00Z,5570000,37.0,50.0,1,left,MISS D. Roddy 6' driving Layup,[1631223],1610612763.0,MEM,driving,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,6.18,Missed,,,,,,,,,,,,,,,,
567,PT08M11.00S,2022-10-23T02:43:07.7Z,4,REGULAR,rebound,defensive,[],1628467,,,1610612742,111,79,2022-10-23T02:43:12Z,5580000,,,0,,M. Kleber REBOUND (Off:2 Def:6),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,566.0,8.0,6.0,2.0,,,,,,,,
569,PT08M01.00S,2022-10-23T02:43:24.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631254,,,1610612742,111,79,2022-10-23T02:43:37Z,5600000,,,0,,K. Lofton Jr. personal FOUL (1 PF) (Kleber 2 FT),"[1631254, 1628467]",1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,In The Paint (Non-RA),0-8 Center,1626301.0,,,,,,,,,,,,1.0,0.0,Kleber,1628467.0,,,,
571,PT08M01.00S,2022-10-23T02:43:48.9Z,4,REGULAR,freethrow,1 of 2,[],1628467,,,1610612742,111,79,2022-10-23T02:43:48Z,5620000,,,0,,MISS M. Kleber Free Throw 1 of 2,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
572,PT08M01.00S,2022-10-23T02:43:48.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,111,79,2022-10-23T02:43:48Z,5630000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,571.0,,,,,,,,,,,
573,PT08M01.00S,2022-10-23T02:43:59.0Z,4,REGULAR,freethrow,2 of 2,[],1628467,,,1610612742,112,79,2022-10-23T02:43:59Z,5640000,,,0,,M. Kleber Free Throw 2 of 2 (9 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
574,PT07M46.00S,2022-10-23T02:44:14.8Z,4,REGULAR,3pt,Jump Shot,[],1631222,24.129434954007884,84.06862745098039,1610612763,112,79,2022-10-23T02:44:20Z,5650000,-170.0,174.0,1,left,MISS J. LaRavia 24' 3PT,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,,,24.37,Missed,,,,,,,,,,,,,,,,
575,PT07M43.00S,2022-10-23T02:44:17.8Z,4,REGULAR,rebound,defensive,[],1626174,,,1610612742,112,79,2022-10-23T02:44:20Z,5660000,,,0,,C. Wood REBOUND (Off:4 Def:8),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Left Center,,,,,,,,,574.0,12.0,8.0,4.0,,,,,,,,
576,PT07M36.00S,2022-10-23T02:44:24.9Z,4,REGULAR,3pt,Jump Shot,[],203501,77.21747700394218,86.27450980392157,1610612742,112,79,2022-10-23T02:44:33Z,5670000,181.0,162.0,1,right,MISS T. Hardaway Jr. 24' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,24.3,Missed,,,,,,,,,,,,,,,,
577,PT07M33.00S,2022-10-23T02:44:27.9Z,4,REGULAR,rebound,defensive,[],1631254,,,1610612763,112,79,2022-10-23T02:44:33Z,5680000,,,0,,K. Lofton Jr. REBOUND (Off:0 Def:1),[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,576.0,1.0,1.0,0.0,,,,,,,,
578,PT07M29.00S,2022-10-23T02:44:31.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631254,32.53942181340342,49.754901960784316,1610612763,112,79,2022-10-23T02:47:25Z,5690000,1.0,253.0,1,left,MISS K. Lofton Jr. 25' running 3PT,[1631254],1610612763.0,MEM,running,,,Lofton Jr.,K. Lofton Jr.,,,,,Above the Break 3,24+ Center,,,25.34,Missed,,,,,,,,,,,,,,,,
579,PT07M29.00S,2022-10-23T02:44:31.4Z,4,REGULAR,rebound,offensive,[],1630214,,,1610612763,112,79,2022-10-23T02:44:39Z,5700000,,,0,,X. Tillman REBOUND (Off:1 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Center,,,,,,,,,578.0,1.0,0.0,1.0,,,,,,,,
580,PT07M24.00S,2022-10-23T02:44:37.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631223,6.389618922470433,48.529411764705884,1610612763,112,81,2022-10-23T02:44:42Z,5710000,7.0,8.0,1,left,D. Roddy cutting DUNK (8 PTS) (X. Tillman 1 AST),"[1631223, 1630214]",1610612763.0,MEM,cutting,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,1.06,Made,8.0,X. Tillman,1630214.0,1.0,,,,,,,,,,,,
582,PT07M06.00S,2022-10-23T02:44:57.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631254,,,1610612742,112,81,2022-10-23T02:45:08Z,5730000,,,0,,K. Lofton Jr. shooting personal FOUL (2 PF) (Wood 2 FT),"[1631254, 1626174]",1610612763.0,MEM,shooting,,,Lofton Jr.,K. Lofton Jr.,,,,,Restricted Area,0-8 Center,1179.0,,,,,,,,,,,,2.0,0.0,Wood,1626174.0,,,,
584,PT07M06.00S,2022-10-23T02:45:25.7Z,4,REGULAR,freethrow,1 of 2,[],1626174,,,1610612742,113,81,2022-10-23T02:45:25Z,5750000,,,0,,C. Wood Free Throw 1 of 2 (24 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,Made,24.0,,,,,,,,,,,,,,,
585,PT07M06.00S,2022-10-23T02:45:27.0Z,4,REGULAR,substitution,out,[],1628467,,,1610612742,113,81,2022-10-23T02:45:36Z,5760000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT07M06.00S,2022-10-23T02:45:27.0Z,4,REGULAR,substitution,in,[],203939,,,1610612742,113,81,2022-10-23T02:45:36Z,5770000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT07M06.00S,2022-10-23T02:45:47.7Z,4,REGULAR,freethrow,2 of 2,[],1626174,,,1610612742,114,81,2022-10-23T02:45:47Z,5780000,,,0,,C. Wood Free Throw 2 of 2 (25 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,Made,25.0,,,,,,,,,,,,,,,
588,PT07M00.00S,2022-10-23T02:46:01.0Z,4,REGULAR,foul,personal,[],203915,,,1610612763,114,81,2022-10-23T02:46:17Z,5790000,,,0,,S. Dinwiddie personal FOUL (2 PF),"[203915, 1631222]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,1193.0,,,,,,,,,,,,2.0,0.0,LaRavia,1631222.0,,,,
590,PT07M00.00S,2022-10-23T02:46:06.5Z,4,REGULAR,substitution,out,[],1626174,,,1610612763,114,81,2022-10-23T02:46:15Z,5810000,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT07M00.00S,2022-10-23T02:46:06.5Z,4,REGULAR,substitution,in,[],1629033,,,1610612763,114,81,2022-10-23T02:46:15Z,5820000,,,0,,SUB in: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT06M54.00S,2022-10-23T02:46:22.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631113,12.828515111695138,62.99019607843137,1610612763,114,81,2022-10-23T02:46:26Z,5830000,-65.0,68.0,1,left,MISS K. Chandler 9' driving floating bank Shot,[1631113],1610612763.0,MEM,driving floating bank,,,Chandler,K. Chandler,,,,,In The Paint (Non-RA),8-16 Left,,,9.41,Missed,,,,,,,,,,,,,,,,
593,PT06M52.00S,2022-10-23T02:46:24.0Z,4,REGULAR,rebound,defensive,[],203915,,,1610612742,114,81,2022-10-23T02:46:26Z,5840000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,592.0,2.0,2.0,0.0,,,,,,,,
595,PT06M39.00S,2022-10-23T02:46:49.4Z,4,REGULAR,3pt,Jump Shot,[],203915,74.72076215505913,84.06862745098039,1610612742,117,81,2022-10-23T02:46:53Z,5860000,170.0,185.0,1,right,S. Dinwiddie 25' 3PT pullup (15 PTS) (T. Hardaway Jr. 2 AST),"[203915, 203501]",1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,25.15,Made,15.0,T. Hardaway Jr.,203501.0,2.0,,,,,,,,,,,,
633,PT06M16.00S,2022-10-23T02:47:02.1Z,4,REGULAR,turnover,bad pass,[],1630214,,,1610612763,117,81,2022-10-23T02:53:08Z,5875000,,,0,,X. Tillman bad pass TURNOVER (1 TO),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,,,,
597,PT06M16.00S,2022-10-23T02:47:14.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631254,,,1610612742,117,81,2022-10-23T02:53:08Z,5880000,,,0,,K. Lofton Jr. loose ball personal FOUL (3 PF) (Pinson 2 FT),"[1631254, 1629033]",1610612763.0,MEM,loose ball,,,Lofton Jr.,K. Lofton Jr.,,,,,Restricted Area,0-8 Center,1179.0,,,,,,,,,,,,3.0,0.0,Pinson,1629033.0,,,,
600,PT06M16.00S,2022-10-23T02:47:22.9Z,4,REGULAR,substitution,out,[],203915,,,1610612742,117,81,2022-10-23T02:47:39Z,5910000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT06M16.00S,2022-10-23T02:47:22.9Z,4,REGULAR,substitution,out,[],1631222,,,1610612742,117,81,2022-10-23T02:47:39Z,5920000,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT06M16.00S,2022-10-23T02:47:22.9Z,4,REGULAR,substitution,in,[],1630702,,,1610612742,117,81,2022-10-23T02:47:39Z,5930000,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT06M16.00S,2022-10-23T02:47:22.9Z,4,REGULAR,substitution,in,[],1631246,,,1610612742,117,81,2022-10-23T02:47:39Z,5940000,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT06M16.00S,2022-10-23T02:47:45.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629033,,,1610612742,118,81,2022-10-23T02:53:08Z,5950000,,,0,,T. Pinson Free Throw 1 of 2 (1 PTS),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
605,PT06M16.00S,2022-10-23T02:47:57.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629033,,,1610612742,119,81,2022-10-23T02:53:08Z,5960000,,,0,,T. Pinson Free Throw 2 of 2 (2 PTS),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
606,PT06M07.00S,2022-10-23T02:48:14.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631254,6.1268068331143235,50.98039215686274,1610612763,119,83,2022-10-23T02:54:28Z,5970000,-5.0,5.0,1,left,K. Lofton Jr. driving Layup (2 PTS),[1631254],1610612763.0,MEM,driving,,,Lofton Jr.,K. Lofton Jr.,,,,,Restricted Area,0-8 Center,,,0.71,Made,2.0,,,,,,,,,,,,,,,
607,PT06M07.00S,2022-10-23T02:48:16.7Z,4,REGULAR,foul,personal,['1freethrow'],203939,,,1610612763,119,83,2022-10-23T02:48:26Z,5980000,,,0,,D. Powell shooting personal FOUL (1 PF) (Lofton Jr. 1 FT),"[203939, 1631254]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,1626301.0,,,,,,,,,,,,1.0,0.0,Lofton Jr.,1631254.0,,,,
609,PT06M07.00S,2022-10-23T02:48:47.6Z,4,REGULAR,freethrow,1 of 1,[],1631254,,,1610612763,119,83,2022-10-23T02:48:47Z,6000000,,,0,,MISS K. Lofton Jr. Free Throw 1 of 1,[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
610,PT06M05.00S,2022-10-23T02:48:48.8Z,4,REGULAR,rebound,defensive,[],203501,,,1610612742,119,83,2022-10-23T02:48:48Z,6010000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,609.0,2.0,2.0,0.0,,,,,,,,
611,PT05M56.00S,2022-10-23T02:48:57.2Z,4,REGULAR,3pt,Jump Shot,[],203501,66.5735873850197,50.245098039215684,1610612742,122,83,2022-10-23T02:49:02Z,6020000,1.0,262.0,1,right,T. Hardaway Jr. 26' 3PT  (13 PTS) (J. Green 1 AST),"[203501, 1630182]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,26.17,Made,13.0,J. Green,1630182.0,1.0,,,,,,,,,,,,
613,PT05M39.00S,2022-10-23T02:49:14.9Z,4,REGULAR,3pt,Jump Shot,[],1631223,7.5722733245729295,5.147058823529411,1610612763,122,83,2022-10-23T02:49:20Z,6040000,224.0,19.0,1,left,MISS D. Roddy 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Right Corner 3,24+ Right,,,22.51,Missed,,,,,,,,,,,,,,,,
