actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
595,PT06M16.00S,2025-12-21T02:09:44.5Z,4,REGULAR,2pt,Jump Shot,[],1630314,10.85742444152431,23.52941176470588,1610612742,115,106,2025-12-21T02:09:50Z,5860000,False,132.0,50.0,1,left,B. Williams 14' step back Jump Shot (10 PTS),[1630314],1610612742.0,DAL,step back,,,Williams,B. Williams,,,,,Mid-Range,8-16 Right,14.14,Made,,,,,,,10.0,,,,,,,,,,,
596,PT05M52.00S,2025-12-21T02:10:08.0Z,4,REGULAR,3pt,Jump Shot,[],1642845,66.44218134034165,42.64705882352941,1610612755,115,106,2025-12-21T02:10:12Z,5870000,False,-37.0,263.0,1,right,MISS V. Edgecombe 26' 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Center,26.55,Missed,,,,,,,,,,,,,,,,,,
597,PT05M50.00S,2025-12-21T02:10:10.0Z,4,REGULAR,rebound,defensive,[],1630314,,,1610612742,115,106,2025-12-21T02:10:12Z,5880000,False,,,0,,B. Williams REBOUND (Off:0 Def:1),[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,Above the Break 3,24+ Center,,,596.0,1.0,1.0,0.0,,,,,,,,,,,,,,
598,PT05M31.00S,2025-12-21T02:10:32.7Z,4,REGULAR,foul,offensive,[],1630230,,,1610612742,115,106,2025-12-21T02:10:41Z,5890000,False,,,0,,N. Marshall charge offensive FOUL (3 PF),"[1630230, 1631133]",1610612742.0,DAL,charge,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627519.0,,,,,3.0,0.0,Walker,1631133.0,,,,,
600,PT05M31.00S,2025-12-21T02:10:32.7Z,4,REGULAR,turnover,offensive foul,[],1630230,,,1610612742,115,106,2025-12-21T02:10:32Z,5910000,False,,,0,,N. Marshall offensive foul TURNOVER (5 TO),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627519.0,5.0,,,,,,,,,,,,
601,PT05M31.00S,2025-12-21T02:10:40.9Z,4,REGULAR,substitution,out,[],203076,,,1610612755,115,106,2025-12-21T02:10:46Z,5920000,False,,,0,,SUB out: A. Davis,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT05M31.00S,2025-12-21T02:10:40.9Z,4,REGULAR,substitution,in,[],1629655,,,1610612755,115,106,2025-12-21T02:10:46Z,5930000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT05M22.00S,2025-12-21T02:11:08.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,68.54467805519053,73.0392156862745,1610612755,115,106,2025-12-21T02:11:14Z,5940000,False,115.0,243.0,1,right,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.91,Missed,,,,,,,,,,,,,,,,,,
604,PT05M18.00S,2025-12-21T02:11:12.9Z,4,REGULAR,rebound,defensive,[],1629655,,,1610612742,115,106,2025-12-21T02:11:14Z,5950000,False,,,0,,D. Gafford REBOUND (Off:0 Def:4),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,603.0,4.0,4.0,0.0,,,,,,,,,,,,,,
605,PT05M12.00S,2025-12-21T02:11:17.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630314,9.280551905387648,52.94117647058824,1610612742,115,106,2025-12-21T02:11:45Z,5960000,False,-15.0,35.0,1,left,MISS B. Williams running Layup,[1630314],1610612742.0,DAL,running,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,3.77,Missed,,,,,,,,,,,,,,,,,,
606,PT05M10.00S,2025-12-21T02:11:19.9Z,4,REGULAR,rebound,defensive,[],1642845,,,1610612755,115,106,2025-12-21T02:11:23Z,5970000,False,,,0,,V. Edgecombe REBOUND (Off:1 Def:3),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,605.0,4.0,3.0,1.0,,,,,,,,,,,,,,
607,PT05M05.00S,2025-12-21T02:11:25.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642845,92.9862023653088,46.81372549019608,1610612755,115,106,2025-12-21T02:11:31Z,5980000,False,-16.0,13.0,1,right,MISS V. Edgecombe running Layup - blocked,"[1642845, 1629655]",1610612755.0,PHI,running,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,Gafford,1629655.0
608,PT05M05.00S,2025-12-21T02:11:25.1Z,4,REGULAR,block,,[],1629655,,,1610612755,115,106,2025-12-21T02:11:27Z,5990000,False,,,0,,D. Gafford BLOCK (4 BLK),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
609,PT05M02.00S,2025-12-21T02:11:28.1Z,4,REGULAR,rebound,defensive,[],1630314,,,1610612742,115,106,2025-12-21T02:11:31Z,6000000,False,,,0,,B. Williams REBOUND (Off:0 Def:2),[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,,,607.0,2.0,2.0,0.0,,,,,,,,,,,,,,
610,PT05M00.00S,2025-12-21T02:11:30.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642843,6.258212877792378,50.98039215686274,1610612742,115,108,2025-12-21T02:11:38Z,6010000,False,-5.0,6.0,1,left,C. Flagg running alley-oop DUNK (24 PTS) (B. Williams 4 AST),"[1642843, 1630314]",1610612742.0,DAL,running alley-oop,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,,24.0,,,,,,,B. Williams,1630314.0,4.0,,
612,PT04M39.00S,2025-12-21T02:11:51.5Z,4,REGULAR,2pt,Jump Shot,[],1642272,75.77201051248358,50.73529411764706,1610612755,115,108,2025-12-21T02:11:57Z,6030000,False,4.0,175.0,1,right,MISS J. McCain 17' pullup Shot,[1642272],1610612755.0,PHI,pullup,,,McCain,J. McCain,,,,,Mid-Range,16-24 Center,17.52,Missed,,,,,,,,,,,,,,,,,,
613,PT04M36.00S,2025-12-21T02:11:54.5Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612742,115,108,2025-12-21T02:11:57Z,6040000,False,,,0,,N. Marshall REBOUND (Off:1 Def:7),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Center,,,612.0,8.0,7.0,1.0,,,,,,,,,,,,,,
614,PT04M29.00S,2025-12-21T02:12:01.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,12.697109067017081,50.73529411764706,1610612742,115,108,2025-12-21T02:12:05Z,6050000,False,-4.0,67.0,1,left,MISS N. Marshall 6' driving floating Shot,[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,6.7,Missed,,,,,,,,,,,,,,,,,,
615,PT04M28.00S,2025-12-21T02:12:02.1Z,4,REGULAR,rebound,defensive,[],1631133,,,1610612755,115,108,2025-12-21T02:12:05Z,6060000,False,,,0,,J. Walker REBOUND (Off:3 Def:3),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,614.0,6.0,3.0,3.0,,,,,,,,,,,,,,
616,PT04M09.00S,2025-12-21T02:12:23.9Z,4,REGULAR,turnover,traveling,[],1642272,,,1610612755,115,108,2025-12-21T02:12:29Z,6070000,False,,,0,,J. McCain traveling TURNOVER (2 TO),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2534.0,2.0,,,,,,,,,,,,
617,PT04M09.00S,2025-12-21T02:12:33.9Z,4,REGULAR,substitution,out,[],1631108,,,1610612742,115,108,2025-12-21T02:12:36Z,6080000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT04M09.00S,2025-12-21T02:12:33.9Z,4,REGULAR,substitution,in,[],1629023,,,1610612742,115,108,2025-12-21T02:12:36Z,6090000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT03M58.00S,2025-12-21T02:12:49.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1642843,23.99802890932983,34.31372549019608,1610612742,115,108,2025-12-21T02:12:55Z,6100000,False,78.0,173.0,1,left,MISS C. Flagg 19' pullup Shot,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Right Center,19.0,Missed,,,,,,,,,,,,,,,,,,
620,PT03M55.00S,2025-12-21T02:12:52.7Z,4,REGULAR,rebound,defensive,[],1642272,,,1610612755,115,108,2025-12-21T02:12:55Z,6110000,False,,,0,,J. McCain REBOUND (Off:0 Def:4),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Mid-Range,16-24 Right Center,,,619.0,4.0,4.0,0.0,,,,,,,,,,,,,,
621,PT03M49.00S,2025-12-21T02:13:04.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,115,108,2025-12-21T02:13:04Z,6120000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT03M49.00S,2025-12-21T02:14:18.0Z,4,REGULAR,substitution,out,[],1629655,,,1610612755,115,108,2025-12-21T02:14:21Z,6130000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT03M49.00S,2025-12-21T02:14:18.0Z,4,REGULAR,substitution,in,[],203076,,,1610612755,115,108,2025-12-21T02:14:21Z,6140000,False,,,0,,SUB in: A. Davis,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT03M34.00S,2025-12-21T02:14:56.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,92.9862023653088,54.41176470588235,1610612755,117,108,2025-12-21T02:15:00Z,6150000,False,22.0,13.0,1,right,T. Maxey driving Layup (36 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,,,36.0,,,,,,,,,,,
625,PT03M17.00S,2025-12-21T02:15:13.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203076,7.30946123521682,53.92156862745098,1610612742,117,110,2025-12-21T02:15:17Z,6160000,False,-20.0,16.0,1,left,A. Davis Layup (22 PTS) (B. Williams 5 AST),"[203076, 1630314]",1610612742.0,DAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.54,Made,,,,,,,22.0,,,,,,,B. Williams,1630314.0,5.0,,
627,PT02M55.00S,2025-12-21T02:15:34.5Z,4,REGULAR,3pt,Jump Shot,[],1630178,64.20827858081472,36.029411764705884,1610612755,117,110,2025-12-21T02:15:39Z,6180000,False,-70.0,284.0,1,right,MISS T. Maxey 29' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,29.24,Missed,,,,,,,,,,,,,,,,,,
628,PT02M51.00S,2025-12-21T02:15:38.5Z,4,REGULAR,rebound,defensive,[],1642843,,,1610612742,117,110,2025-12-21T02:15:39Z,6190000,False,,,0,,C. Flagg REBOUND (Off:0 Def:4),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Center,,,627.0,4.0,4.0,0.0,,,,,,,,,,,,,,
629,PT02M45.00S,2025-12-21T02:15:44.7Z,4,REGULAR,3pt,Jump Shot,[],203076,30.305519053876477,71.32352941176471,1610612742,117,110,2025-12-21T02:15:50Z,6200000,False,-107.0,232.0,1,left,MISS A. Davis 25' 3PT,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,25.57,Missed,,,,,,,,,,,,,,,,,,
630,PT02M43.00S,2025-12-21T02:15:46.7Z,4,REGULAR,rebound,defensive,[],1642272,,,1610612755,117,110,2025-12-21T02:15:50Z,6210000,False,,,0,,J. McCain REBOUND (Off:0 Def:5),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Left Center,,,629.0,5.0,5.0,0.0,,,,,,,,,,,,,,
631,PT02M32.00S,2025-12-21T02:15:58.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642272,85.3646517739816,45.588235294117645,1610612755,117,110,2025-12-21T02:16:08Z,6220000,False,-22.0,85.0,1,right,MISS J. McCain 8' driving Layup,[1642272],1610612755.0,PHI,driving,,,McCain,J. McCain,,,,,In The Paint (Non-RA),8-16 Center,8.79,Missed,,,,,,,,,,,,,,,,,,
633,PT02M27.00S,2025-12-21T02:16:03.7Z,4,REGULAR,rebound,offensive,[],1642845,,,1610612755,117,110,2025-12-21T02:16:08Z,6240000,False,,,0,,V. Edgecombe REBOUND (Off:2 Def:3),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,,,631.0,5.0,3.0,2.0,,,,,,,,,,,,,,
634,PT02M22.00S,2025-12-21T02:16:07.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630178,93.64323258869908,51.470588235294116,1610612755,117,110,2025-12-21T02:16:11Z,6250000,False,7.0,7.0,1,right,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.04,Missed,,,,,,,,,,,,,,,,,,
635,PT02M22.00S,2025-12-21T02:16:07.5Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612742,117,110,2025-12-21T02:16:11Z,6260000,False,,,0,,P. Washington REBOUND (Off:1 Def:7),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,634.0,8.0,7.0,1.0,,,,,,,,,,,,,,
636,PT02M16.00S,2025-12-21T02:16:14.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630230,7.046649145860711,48.03921568627451,1610612742,117,112,2025-12-21T02:16:21Z,6270000,False,10.0,14.0,1,left,N. Marshall running Layup (22 PTS) (P. Washington 2 AST),"[1630230, 1629023]",1610612742.0,DAL,running,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1.68,Made,,,,,,,22.0,,,,,,,P. Washington,1629023.0,2.0,,
638,PT01M52.00S,2025-12-21T02:16:38.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,89.56964520367937,50.49019607843137,1610612755,119,112,2025-12-21T02:16:43Z,6290000,False,2.0,46.0,1,right,T. Maxey driving finger roll Layup (38 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,4.56,Made,,,,,,,38.0,,,,,,,,,,,
639,PT01M37.00S,2025-12-21T02:16:55.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,20.05584756898817,59.55882352941176,1610612742,119,112,2025-12-21T02:17:01Z,6300000,False,-48.0,136.0,1,left,MISS N. Marshall 14' pullup Shot,[1630230],1610612742.0,DAL,pullup,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,14.42,Missed,,,,,,,,,,,,,,,,,,
640,PT01M33.00S,2025-12-21T02:16:59.0Z,4,REGULAR,rebound,defensive,[],1631133,,,1610612755,119,112,2025-12-21T02:17:01Z,6310000,False,,,0,,J. Walker REBOUND (Off:3 Def:4),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,639.0,7.0,4.0,3.0,,,,,,,,,,,,,,
641,PT01M26.00S,2025-12-21T02:17:06.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1641737,93.11760840998686,50.73529411764706,1610612755,119,112,2025-12-21T02:17:15Z,6320000,False,4.0,12.0,1,right,MISS A. Bona alley-oop DUNK,[1641737],1610612755.0,PHI,alley-oop,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,1.27,Missed,,,,,,,,,,,,,,,,,,
642,PT01M25.00S,2025-12-21T02:17:08.8Z,4,REGULAR,rebound,offensive,[],1642845,,,1610612755,119,112,2025-12-21T02:17:08Z,6330000,False,,,0,,V. Edgecombe REBOUND (Off:3 Def:3),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,641.0,6.0,3.0,3.0,,,,,,,,,,,,,,
643,PT01M25.00S,2025-12-21T02:17:11.5Z,4,REGULAR,turnover,out-of-bounds,[],1642845,,,1610612755,119,112,2025-12-21T02:17:22Z,6340000,False,,,0,,V. Edgecombe bad pass out-of-bounds TURNOVER (2 TO),[1642845],1610612755.0,PHI,bad pass,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,16-24 Left,,,,,,,2534.0,2.0,,,,,,,,,,,,
644,PT01M15.00S,2025-12-21T02:17:34.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,11.251642575558476,94.85294117647058,1610612742,119,112,2025-12-21T02:17:41Z,6350000,False,-224.0,53.0,1,left,MISS P. Washington 3PT,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
645,PT01M15.00S,2025-12-21T02:17:34.2Z,4,REGULAR,rebound,offensive,[],1630230,,,1610612742,119,112,2025-12-21T02:17:41Z,6360000,False,,,0,,N. Marshall REBOUND (Off:2 Def:7),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,,,644.0,9.0,7.0,2.0,,,,,,,,,,,,,,
646,PT01M08.00S,2025-12-21T02:17:40.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630230,5.590000152587891,50.0,1610612742,119,112,2025-12-21T02:17:40Z,6370000,False,0.0,0.0,1,left,MISS N. Marshall tip Layup,[1630230],1610612742.0,DAL,tip,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
647,PT01M07.00S,2025-12-21T02:17:40.7Z,4,REGULAR,rebound,defensive,[],1631133,,,1610612755,119,112,2025-12-21T02:17:40Z,6380000,False,,,0,,J. Walker REBOUND (Off:3 Def:5),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Left,,,646.0,8.0,5.0,3.0,,,,,,,,,,,,,,
648,PT00M51.20S,2025-12-21T02:17:57.1Z,4,REGULAR,3pt,Jump Shot,[],1642845,68.41327201051249,27.205882352941174,1610612755,119,112,2025-12-21T02:18:02Z,6390000,False,-114.0,244.0,1,right,MISS V. Edgecombe 26' 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,26.97,Missed,,,,,,,,,,,,,,,,,,
649,PT00M48.80S,2025-12-21T02:17:59.5Z,4,REGULAR,rebound,defensive,[],203076,,,1610612742,119,112,2025-12-21T02:18:02Z,6400000,False,,,0,,A. Davis REBOUND (Off:5 Def:10),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,648.0,15.0,10.0,5.0,,,,,,,,,,,,,,
650,PT00M34.70S,2025-12-21T02:18:15.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203076,6.389618922470433,52.20588235294118,1610612742,119,114,2025-12-21T02:18:19Z,6410000,False,-11.0,8.0,1,left,A. Davis driving Layup (24 PTS) (N. Marshall 4 AST),"[203076, 1630230]",1610612742.0,DAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.34,Made,,,,,,,24.0,,,,,,,N. Marshall,1630230.0,4.0,,
652,PT00M24.80S,2025-12-21T02:18:28.2Z,4,REGULAR,foul,personal,[],1642843,,,1610612755,119,114,2025-12-21T02:18:36Z,6430000,False,,,0,,C. Flagg take personal FOUL (4 PF),"[1642843, 1641737]",1610612742.0,DAL,take,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Right,,,,,,,1627519.0,,,,,4.0,0.0,Bona,1641737.0,,,,,
654,PT00M23.30S,2025-12-21T02:19:01.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630314,,,1610612755,119,114,2025-12-21T02:19:09Z,6450000,False,,,0,,B. Williams take personal FOUL (2 PF) (McCain 2 FT),"[1630314, 1642272]",1610612742.0,DAL,take,,,Williams,B. Williams,,,,,Mid-Range,8-16 Right,,,,,,,2534.0,,,,,2.0,0.0,McCain,1642272.0,,,,,
656,PT00M23.30S,2025-12-21T02:19:34.0Z,4,REGULAR,freethrow,1 of 2,[],1642272,,,1610612755,120,114,2025-12-21T02:19:34Z,6470000,False,,,0,,J. McCain Free Throw 1 of 2 (11 PTS),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
657,PT00M23.30S,2025-12-21T02:19:34.0Z,4,REGULAR,freethrow,2 of 2,[],1642272,,,1610612755,121,114,2025-12-21T02:22:38Z,6480000,False,,,0,,J. McCain Free Throw 2 of 2 (12 PTS),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
658,PT00M23.30S,2025-12-21T02:19:54.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,121,114,2025-12-21T02:19:54Z,6490000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M23.30S,2025-12-21T02:21:09.7Z,4,REGULAR,substitution,out,[],1630314,,,1610612742,121,114,2025-12-21T02:21:20Z,6500000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M23.30S,2025-12-21T02:21:09.7Z,4,REGULAR,substitution,in,[],202691,,,1610612742,121,114,2025-12-21T02:21:20Z,6510000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M20.50S,2025-12-21T02:21:38.8Z,4,REGULAR,3pt,Jump Shot,[],202691,34.37910643889619,61.274509803921575,1610612742,121,114,2025-12-21T02:21:45Z,6520000,False,-56.0,271.0,1,left,MISS K. Thompson 27' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,27.65,Missed,,,,,,,,,,,,,,,,,,
662,PT00M20.50S,2025-12-21T02:21:42.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,121,114,2025-12-21T02:21:42Z,6530000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,661.0,,,,,,,,,,,,,,,,,
664,PT00M00.00S,2025-12-21T02:22:05.7Z,4,REGULAR,period,end,[],0,,,1610612755,121,114,2025-12-21T02:22:05Z,6550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M00.00S,2025-12-21T02:22:08.2Z,4,REGULAR,game,end,[],0,,,0,121,114,2025-12-21T02:22:08Z,6560000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
