actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
428,PT05M41.00S,2023-11-28T01:32:52.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628398,,,1610612764,67,75,2023-11-28T01:37:29Z,4140000,False,,,0,,K. Kuzma Free Throw 2 of 2 (11 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
429,PT05M26.00S,2023-11-28T01:33:38.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,81.68528252299606,47.549019607843135,1610612765,67,75,2023-11-28T01:37:59Z,4150000,False,-12.0,120.0,1,right,MISS M. Sasser 12' driving floating Shot,[1631204],1610612765.0,DET,driving floating,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Center,12.03,Missed,,,,,,,,,,,,,,,,,,
430,PT05M26.00S,2023-11-28T01:33:38.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,67,75,2023-11-28T01:37:59Z,4160000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,429.0,,,,,,,,,,,,,,,,,
432,PT05M22.00S,2023-11-28T01:33:57.8Z,3,REGULAR,turnover,lost ball,[],1630164,,,1610612765,67,75,2023-11-28T01:34:03Z,4180000,False,,,0,,J. Wiseman lost ball TURNOVER (1 TO),"[1630164, 1629655]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,Gafford,1629655.0,,,,
433,PT05M22.00S,2023-11-28T01:33:57.8Z,3,REGULAR,steal,,[],1629655,,,1610612764,67,75,2023-11-28T01:34:02Z,4190000,False,,,0,,D. Gafford STEAL (1 STL),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
434,PT05M17.00S,2023-11-28T01:34:02.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628398,6.915243101182654,48.28431372549019,1610612764,67,77,2023-11-28T01:38:47Z,4200000,False,9.0,13.0,1,left,K. Kuzma running Layup (13 PTS) (J. Poole 3 AST),"[1628398, 1629673]",1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,13.0,,,J. Poole,1629673.0,3.0,,,,,,,,
436,PT05M00.00S,2023-11-28T01:34:19.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,93.51182654402102,48.77450980392157,1610612765,69,77,2023-11-28T01:39:17Z,4220000,False,-6.0,8.0,1,right,C. Cunningham driving finger roll Layup (18 PTS),[1630595],1610612765.0,DET,driving finger roll,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,1.05,Made,,,,,18.0,,,,,,,,,,,,,
437,PT04M52.00S,2023-11-28T01:34:34.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628398,6.915243101182654,54.65686274509803,1610612764,69,79,2023-11-28T01:39:51Z,4230000,False,-23.0,13.0,1,left,K. Kuzma driving Layup (15 PTS) (T. Jones 4 AST),"[1628398, 1626145]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.64,Made,,,,,15.0,,,T. Jones,1626145.0,4.0,,,,,,,,
439,PT04M52.00S,2023-11-28T01:34:38.2Z,3,REGULAR,violation,defensive goaltending,[],1630164,,,1610612764,69,79,2023-11-28T01:34:50Z,4250000,False,,,0,,J. Wiseman defensive goaltending VIOLATION,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,203054.0,,,,,,,
440,PT04M43.00S,2023-11-28T01:34:50.7Z,3,REGULAR,foul,personal,['2freethrow'],1641731,,,1610612765,69,79,2023-11-28T01:35:00Z,4260000,False,,,0,,B. Coulibaly shooting personal FOUL (1 PF) (Wiseman 2 FT),"[1641731, 1630164]",1610612764.0,WAS,shooting,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202007.0,,,,1.0,0.0,Wiseman,1630164.0
442,PT04M43.00S,2023-11-28T01:35:18.4Z,3,REGULAR,freethrow,1 of 2,[],1630164,,,1610612765,70,79,2023-11-28T01:35:44Z,4280000,False,,,0,,J. Wiseman Free Throw 1 of 2 (8 PTS),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
443,PT04M43.00S,2023-11-28T01:35:19.0Z,3,REGULAR,substitution,out,[],1631093,,,1610612765,70,79,2023-11-28T01:35:34Z,4290000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M43.00S,2023-11-28T01:35:19.0Z,3,REGULAR,substitution,out,[],1626145,,,1610612765,70,79,2023-11-28T01:35:34Z,4300000,False,,,0,,SUB out: T. Jones,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M43.00S,2023-11-28T01:35:19.0Z,3,REGULAR,substitution,out,[],1629655,,,1610612765,70,79,2023-11-28T01:35:34Z,4310000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M43.00S,2023-11-28T01:35:19.0Z,3,REGULAR,substitution,in,[],1630165,,,1610612765,70,79,2023-11-28T01:35:34Z,4320000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M43.00S,2023-11-28T01:35:19.0Z,3,REGULAR,substitution,in,[],1630557,,,1610612765,70,79,2023-11-28T01:35:34Z,4330000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M43.00S,2023-11-28T01:35:19.0Z,3,REGULAR,substitution,in,[],201568,,,1610612765,70,79,2023-11-28T01:35:34Z,4340000,False,,,0,,SUB in: D. Gallinari,[201568],1610612764.0,WAS,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M43.00S,2023-11-28T01:35:18.4Z,3,REGULAR,freethrow,2 of 2,[],1630164,,,1610612765,70,79,2023-11-28T01:35:44Z,4350000,False,,,0,,MISS J. Wiseman Free Throw 2 of 2,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
450,PT04M41.00S,2023-11-28T01:35:20.4Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,70,79,2023-11-28T01:35:44Z,4360000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:9),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,449.0,9.0,9.0,0.0,,,,,,,,,,,,,,
451,PT04M25.00S,2023-11-28T01:35:56.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630557,12.697109067017081,36.51960784313725,1610612764,70,81,2023-11-28T01:41:33Z,4370000,False,67.0,67.0,1,left,C. Kispert 9' driving floating bank Jump Shot (6 PTS) (K. Kuzma 8 AST),"[1630557, 1628398]",1610612764.0,WAS,driving floating bank,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),8-16 Right,9.5,Made,,,,,6.0,,,K. Kuzma,1628398.0,8.0,,,,,,,,
452,PT04M16.00S,2023-11-28T01:36:05.1Z,3,REGULAR,3pt,Jump Shot,[],1630595,79.05716162943496,90.68627450980392,1610612765,70,81,2023-11-28T01:41:56Z,4380000,False,203.0,144.0,1,right,MISS C. Cunningham 24' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,24.94,Missed,,,,,,,,,,,,,,,,,,
453,PT04M16.00S,2023-11-28T01:36:05.1Z,3,REGULAR,rebound,offensive,[],1630164,,,1610612765,70,81,2023-11-28T01:36:11Z,4390000,False,,,0,,J. Wiseman REBOUND (Off:3 Def:1),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Right Center,,,452.0,4.0,1.0,3.0,,,,,,,,,,,,,,
454,PT04M06.00S,2023-11-28T01:36:15.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631204,93.51182654402102,52.450980392156865,1610612765,72,81,2023-11-28T01:36:20Z,4400000,False,12.0,8.0,1,right,M. Sasser cutting Layup (2 PTS) (I. Livers 2 AST),"[1631204, 1630587]",1610612765.0,DET,cutting,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,2.0,,,I. Livers,1630587.0,2.0,,,,,,,,
456,PT03M56.00S,2023-11-28T01:36:26.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,13.748357424441524,50.49019607843137,1610612764,72,83,2023-11-28T01:36:31Z,4420000,False,-2.0,77.0,1,left,K. Kuzma 7' floating Jump Shot (17 PTS),[1628398],1610612764.0,WAS,floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,7.67,Made,,,,,17.0,,,,,,,,,,,,,
457,PT03M56.00S,2023-11-28T01:36:29.7Z,3,REGULAR,foul,personal,['1freethrow'],1630587,,,1610612764,72,83,2023-11-28T01:36:57Z,4430000,False,,,0,,I. Livers shooting personal FOUL (1 PF) (Kuzma 1 FT),"[1630587, 1628398]",1610612765.0,DET,shooting,,,Livers,I. Livers,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,203054.0,,,,1.0,0.0,Kuzma,1628398.0
459,PT03M56.00S,2023-11-28T01:36:38.9Z,3,REGULAR,substitution,out,[],1630595,,,1610612764,72,83,2023-11-28T01:36:56Z,4450000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M56.00S,2023-11-28T01:36:38.9Z,3,REGULAR,substitution,out,[],1630164,,,1610612764,72,83,2023-11-28T01:36:56Z,4460000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M56.00S,2023-11-28T01:36:38.9Z,3,REGULAR,substitution,in,[],1630191,,,1610612764,72,83,2023-11-28T01:36:56Z,4470000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M56.00S,2023-11-28T01:36:38.9Z,3,REGULAR,substitution,in,[],202692,,,1610612764,72,83,2023-11-28T01:36:56Z,4480000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M56.00S,2023-11-28T01:37:04.6Z,3,REGULAR,freethrow,1 of 1,[],1628398,,,1610612764,72,84,2023-11-28T01:37:04Z,4490000,False,,,0,,K. Kuzma Free Throw 1 of 1 (18 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
464,PT03M44.00S,2023-11-28T01:37:18.0Z,3,REGULAR,3pt,Jump Shot,[],202692,88.25558475689881,3.431372549019608,1610612765,72,84,2023-11-28T01:37:23Z,4500000,False,-233.0,58.0,1,right,MISS A. Burks 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Left Corner 3,24+ Left,23.99,Missed,,,,,,,,,,,,,,,,,,
465,PT03M40.00S,2023-11-28T01:37:22.0Z,3,REGULAR,rebound,defensive,[],1630557,,,1610612764,72,84,2023-11-28T01:37:23Z,4510000,False,,,0,,C. Kispert REBOUND (Off:0 Def:3),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,,,464.0,3.0,3.0,0.0,,,,,,,,,,,,,,
466,PT03M36.00S,2023-11-28T01:37:26.3Z,3,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",1628398,14.799605781865965,43.627450980392155,1610612764,72,86,2023-11-28T01:37:53Z,4520000,False,32.0,87.0,1,left,K. Kuzma 9' turnaround Hook (20 PTS),[1628398],1610612764.0,WAS,turnaround,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,9.23,Made,,,,,20.0,,,,,,,,,,,,,
467,PT03M25.00S,2023-11-28T01:37:37.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,84.05059132720105,47.549019607843135,1610612765,74,86,2023-11-28T01:37:50Z,4530000,False,-12.0,97.0,1,right,M. Sasser 9' driving floating Jump Shot (4 PTS) (I. Livers 3 AST),"[1631204, 1630587]",1610612765.0,DET,driving floating,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Center,9.82,Made,,,,,4.0,,,I. Livers,1630587.0,3.0,,,,,,,,
469,PT03M02.00S,2023-11-28T01:38:25.8Z,3,REGULAR,3pt,Jump Shot,[],1628398,15.588042049934298,96.81372549019608,1610612764,74,86,2023-11-28T01:44:22Z,4550000,False,-234.0,94.0,1,left,MISS K. Kuzma 25' step back 3PT,[1628398],1610612764.0,WAS,step back,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left,25.23,Missed,,,,,,,,,,,,,,,,,,
470,PT03M02.00S,2023-11-28T01:38:25.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612765,74,86,2023-11-28T01:38:36Z,4560000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Left,,,469.0,,,,,,,,,,,,,,,,,
471,PT03M02.00S,2023-11-28T01:38:43.3Z,3,REGULAR,foul,personal,[],1629673,,,1610612765,74,86,2023-11-28T01:39:09Z,4570000,False,,,0,,J. Poole loose ball personal FOUL (3 PF),"[1629673, 1630191]",1610612764.0,WAS,loose ball,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,202007.0,,,,3.0,0.0,Stewart,1630191.0
473,PT03M02.00S,2023-11-28T01:38:56.0Z,3,REGULAR,foul,technical,['1freethrow'],1629673,,,1610612765,74,86,2023-11-28T01:39:01Z,4590000,False,,,0,,J. Poole technical FOUL (1 Tech),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,202007.0,,,,3.0,1.0,,
474,PT03M02.00S,2023-11-28T01:39:09.6Z,3,REGULAR,freethrow,1 of 1,[],202692,,,1610612765,75,86,2023-11-28T01:39:09Z,4600000,False,,,0,,A. Burks technical Free Throw 1 of 1 (5 PTS),[202692],1610612765.0,DET,technical,,,Burks,A. Burks,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
475,PT02M45.00S,2023-11-28T01:39:39.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,92.19776609724047,53.18627450980392,1610612765,77,86,2023-11-28T01:39:42Z,4610000,False,16.0,21.0,1,right,I. Stewart Layup (7 PTS) (M. Sasser 2 AST),"[1630191, 1631204]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,7.0,,,M. Sasser,1631204.0,2.0,,,,,,,,
477,PT02M33.00S,2023-11-28T01:39:50.9Z,3,REGULAR,turnover,lost ball,[],201568,,,1610612764,77,86,2023-11-28T01:39:58Z,4630000,False,,,0,,D. Gallinari lost ball TURNOVER (1 TO),"[201568, 1630191]",1610612764.0,WAS,,,,Gallinari,D. Gallinari,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,Stewart,1630191.0,,,,
478,PT02M33.00S,2023-11-28T01:39:50.9Z,3,REGULAR,steal,,[],1630191,,,1610612765,77,86,2023-11-28T01:39:53Z,4640000,False,,,0,,I. Stewart STEAL (1 STL),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
479,PT02M27.00S,2023-11-28T01:39:57.2Z,3,REGULAR,turnover,lost ball,[],1631204,,,1610612765,77,86,2023-11-28T01:40:02Z,4650000,False,,,0,,M. Sasser lost ball TURNOVER (1 TO),"[1631204, 1630557]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,Kispert,1630557.0,,,,
480,PT02M27.00S,2023-11-28T01:39:57.2Z,3,REGULAR,steal,,[],1630557,,,1610612764,77,86,2023-11-28T01:39:59Z,4660000,False,,,0,,C. Kispert STEAL (1 STL),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
481,PT02M24.00S,2023-11-28T01:40:00.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630557,7.835085413929041,51.470588235294116,1610612764,77,86,2023-11-28T01:46:44Z,4670000,False,-7.0,21.0,1,left,MISS C. Kispert running Layup - blocked,"[1630557, 1630165]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,Hayes,1630165.0,,,,,,,,,,,
482,PT02M24.00S,2023-11-28T01:40:00.9Z,3,REGULAR,block,,[],1630165,,,1610612764,77,86,2023-11-28T01:40:04Z,4680000,False,,,0,,K. Hayes BLOCK (2 BLK),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
483,PT02M24.00S,2023-11-28T01:40:00.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612765,77,86,2023-11-28T01:40:11Z,4690000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,481.0,,,,,,,,,,,,,,,,,
485,PT02M24.00S,2023-11-28T01:40:12.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,77,86,2023-11-28T01:40:12Z,4710000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT02M24.00S,2023-11-28T01:42:15.7Z,3,REGULAR,substitution,out,[],1629673,,,1610612765,77,86,2023-11-28T01:42:34Z,4720000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT02M24.00S,2023-11-28T01:42:15.7Z,3,REGULAR,substitution,in,[],1629013,,,1610612765,77,86,2023-11-28T01:42:34Z,4730000,False,,,0,,SUB in: L. Shamet,[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT02M08.00S,2023-11-28T01:43:09.6Z,3,REGULAR,3pt,Jump Shot,[],1631204,68.80749014454665,71.81372549019608,1610612765,77,86,2023-11-28T01:47:44Z,4740000,False,109.0,241.0,1,right,MISS M. Sasser 26' pullup 3PT,[1631204],1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,26.43,Missed,,,,,,,,,,,,,,,,,,
491,PT02M07.00S,2023-11-28T01:43:10.6Z,3,REGULAR,rebound,defensive,[],1641731,,,1610612764,77,86,2023-11-28T01:43:13Z,4750000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:2),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,490.0,2.0,2.0,0.0,,,,,,,,,,,,,,
492,PT01M46.00S,2023-11-28T01:43:31.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,5.732588699080158,47.05882352941176,1610612764,77,88,2023-11-28T01:48:17Z,4760000,False,15.0,1.0,1,left,C. Kispert driving finger roll Layup (8 PTS) (L. Shamet 2 AST),"[1630557, 1629013]",1610612764.0,WAS,driving finger roll,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,1.48,Made,,,,,8.0,,,L. Shamet,1629013.0,2.0,,,,,,,,
494,PT01M33.00S,2023-11-28T01:43:44.3Z,3,REGULAR,3pt,Jump Shot,[],1630587,79.84559789750328,96.07843137254902,1610612765,80,88,2023-11-28T01:43:52Z,4780000,False,230.0,137.0,1,right,I. Livers 26' 3PT  (8 PTS) (K. Hayes 2 AST),"[1630587, 1630165]",1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Right Center,26.81,Made,,,,,8.0,,,K. Hayes,1630165.0,2.0,,,,,,,,
495,PT01M20.00S,2023-11-28T01:44:06.3Z,3,REGULAR,foul,technical,['1freethrow'],1630165,,,1610612764,80,88,2023-11-28T01:49:09Z,4790000,False,,,0,,K. Hayes defensive-3-second technical FOUL (2 Tech),[1630165],1610612765.0,DET,defensive-3-second,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202007.0,,,,0.0,2.0,,
497,PT01M20.00S,2023-11-28T01:44:19.8Z,3,REGULAR,freethrow,1 of 1,[],201568,,,1610612764,80,89,2023-11-28T01:44:19Z,4800000,False,,,0,,D. Gallinari technical Free Throw 1 of 1 (10 PTS),[201568],1610612764.0,WAS,technical,,,Gallinari,D. Gallinari,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
498,PT01M12.00S,2023-11-28T01:44:42.0Z,3,REGULAR,3pt,Jump Shot,[],201568,28.07161629434954,21.07843137254902,1610612764,80,89,2023-11-28T01:44:47Z,4810000,False,145.0,211.0,1,left,MISS D. Gallinari 25' 3PT,[201568],1610612764.0,WAS,,,,Gallinari,D. Gallinari,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
499,PT01M08.00S,2023-11-28T01:44:46.0Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,80,89,2023-11-28T01:44:47Z,4820000,False,,,0,,I. Stewart REBOUND (Off:2 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,,,498.0,5.0,3.0,2.0,,,,,,,,,,,,,,
500,PT00M59.60S,2023-11-28T01:44:59.2Z,3,REGULAR,foul,personal,[],1630557,,,1610612765,80,89,2023-11-28T01:45:16Z,4830000,False,,,0,,C. Kispert personal FOUL (3 PF),"[1630557, 1630191]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,203054.0,,,,3.0,0.0,Stewart,1630191.0
502,PT00M53.10S,2023-11-28T01:45:23.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630587,92.59198423127464,51.225490196078425,1610612765,80,89,2023-11-28T01:45:26Z,4850000,False,6.0,17.0,1,right,MISS I. Livers driving Layup,[1630587],1610612765.0,DET,driving,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
503,PT00M51.60S,2023-11-28T01:45:24.8Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,80,89,2023-11-28T01:45:24Z,4860000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:10),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,502.0,10.0,10.0,0.0,,,,,,,,,,,,,,
504,PT00M47.30S,2023-11-28T01:45:32.0Z,3,REGULAR,foul,personal,[],1631204,,,1610612764,80,89,2023-11-28T01:45:39Z,4870000,False,,,0,,M. Sasser personal FOUL (1 PF),"[1631204, 1628398]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202007.0,,,,1.0,0.0,Kuzma,1628398.0
506,PT00M42.00S,2023-11-28T01:45:51.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,8.886333771353483,37.745098039215684,1610612764,80,91,2023-11-28T01:46:00Z,4890000,False,61.0,31.0,1,left,K. Kuzma 6' turnaround bank Jump Shot (22 PTS),[1628398],1610612764.0,WAS,turnaround bank,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,6.87,Made,,,,,22.0,,,,,,,,,,,,,
507,PT00M34.60S,2023-11-28T01:46:04.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,87.99277266754271,44.36274509803921,1610612765,80,91,2023-11-28T01:46:11Z,4900000,False,-28.0,60.0,1,right,MISS K. Hayes 6' driving floating Shot,[1630165],1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,6.67,Missed,,,,,,,,,,,,,,,,,,
508,PT00M31.90S,2023-11-28T01:46:07.1Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,80,91,2023-11-28T01:46:11Z,4910000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:11),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,507.0,11.0,11.0,0.0,,,,,,,,,,,,,,
509,PT00M14.50S,2023-11-28T01:46:24.4Z,3,REGULAR,3pt,Jump Shot,[],1628398,34.90473061760841,64.70588235294117,1610612764,80,91,2023-11-28T01:50:57Z,4920000,False,-74.0,276.0,1,left,MISS K. Kuzma 28' pullup 3PT,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,28.52,Missed,,,,,,,,,,,,,,,,,,
510,PT00M10.90S,2023-11-28T01:46:27.9Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,80,91,2023-11-28T01:46:27Z,4930000,False,,,0,,I. Stewart REBOUND (Off:2 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,509.0,6.0,4.0,2.0,,,,,,,,,,,,,,
511,PT00M05.30S,2023-11-28T01:46:35.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202692,91.14651773981603,44.36274509803921,1610612765,82,91,2023-11-28T01:46:40Z,4940000,False,-28.0,31.0,1,right,A. Burks driving Layup (7 PTS) (K. Hayes 3 AST),"[202692, 1630165]",1610612765.0,DET,driving,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,4.17,Made,,,,,7.0,,,K. Hayes,1630165.0,3.0,,,,,,,,
512,PT00M05.30S,2023-11-28T01:46:38.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201568,,,1610612765,82,91,2023-11-28T01:46:49Z,4950000,False,,,0,,D. Gallinari shooting personal FOUL (2 PF) (Burks 1 FT),"[201568, 202692]",1610612764.0,WAS,shooting,,,Gallinari,D. Gallinari,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202007.0,,,,2.0,0.0,Burks,202692.0
