actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
637,PT04M12.00S,2022-02-12T02:41:10.8Z,4,REGULAR,substitution,in,[],1630219,,,1610612737,104,128,2022-02-12T02:41:46Z,6260000,,,0,,SUB in: S. Mays,[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,
638,PT04M10.00S,2022-02-12T02:41:50.7Z,4,REGULAR,foul,personal,[],1627749,,,1610612737,104,128,2022-02-12T02:41:57Z,6270000,,,0,,D. Murray take personal FOUL (2 PF),"[1627749, 1630219]",1610612759.0,SAS,take,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Mays,1630219.0
640,PT04M10.00S,2022-02-12T02:41:57.1Z,4,REGULAR,substitution,out,[],1629640,,,1610612737,104,128,2022-02-12T02:42:07Z,6290000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
641,PT04M10.00S,2022-02-12T02:41:57.1Z,4,REGULAR,substitution,out,[],1627749,,,1610612737,104,128,2022-02-12T02:42:07Z,6300000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
642,PT04M10.00S,2022-02-12T02:41:57.1Z,4,REGULAR,substitution,out,[],1630170,,,1610612737,104,128,2022-02-12T02:42:07Z,6310000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
643,PT04M10.00S,2022-02-12T02:41:57.1Z,4,REGULAR,substitution,out,[],1627751,,,1610612737,104,128,2022-02-12T02:42:07Z,6320000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
644,PT04M10.00S,2022-02-12T02:41:57.1Z,4,REGULAR,substitution,in,[],1630200,,,1610612737,104,128,2022-02-12T02:42:07Z,6330000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
645,PT04M10.00S,2022-02-12T02:41:57.1Z,4,REGULAR,substitution,in,[],1629111,,,1610612737,104,128,2022-02-12T02:42:07Z,6340000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
646,PT04M10.00S,2022-02-12T02:41:57.1Z,4,REGULAR,substitution,in,[],1630580,,,1610612737,104,128,2022-02-12T02:42:07Z,6350000,,,0,,SUB in: J. Wieskamp,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,
647,PT04M10.00S,2022-02-12T02:41:57.1Z,4,REGULAR,substitution,in,[],1629719,,,1610612737,104,128,2022-02-12T02:42:07Z,6360000,,,0,,SUB in: D. Cacok,[1629719],1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,,,,,,,,,,,,,,,,,,
648,PT03M57.00S,2022-02-12T02:42:23.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627789,7.046649145860711,44.85294117647059,1610612737,106,128,2022-02-12T02:42:28Z,6370000,26.0,14.0,1,left,T. Luwawu-Cabarrot driving Layup (2 PTS) (G. Dieng 1 AST),"[1627789, 203476]",1610612737.0,ATL,driving,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,2.91,Made,,,,,,,2.0,,,,G. Dieng,203476.0,1.0,,,,,
650,PT03M40.00S,2022-02-12T02:42:40.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630563,89.96386333771353,51.470588235294116,1610612759,106,128,2022-02-12T02:42:46Z,6390000,7.0,42.0,1,right,MISS J. Primo driving Layup - blocked,"[1630563, 203476]",1610612759.0,SAS,driving,,,Primo,J. Primo,,,,,4.24,Missed,Dieng,203476.0,,,,,,,,,,,,,,,,
651,PT03M40.00S,2022-02-12T02:42:40.7Z,4,REGULAR,block,,[],203476,,,1610612759,106,128,2022-02-12T02:42:43Z,6400000,,,0,,G. Dieng BLOCK (1 BLK),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,
652,PT03M39.00S,2022-02-12T02:42:41.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612737,106,128,2022-02-12T02:43:00Z,6410000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,650.0,,,,,,,,,,,,,,,
653,PT03M39.00S,2022-02-12T02:42:50.7Z,4,REGULAR,foul,personal,[],1630563,,,1610612737,106,128,2022-02-12T02:42:57Z,6420000,,,0,,J. Primo loose ball personal FOUL (3 PF),"[1630563, 1628995]",1610612759.0,SAS,loose ball,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,200832.0,3.0,0.0,Knox II,1628995.0
655,PT03M31.00S,2022-02-12T02:43:05.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630219,5.601182654402102,50.245098039215684,1610612737,106,128,2022-02-12T02:43:49Z,6440000,-1.0,0.0,1,left,MISS S. Mays driving Layup,[1630219],1610612737.0,ATL,driving,,,Mays,S. Mays,,,,,0.12,Missed,,,,,,,,,,,,,,,,,,
656,PT03M30.00S,2022-02-12T02:43:06.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,106,128,2022-02-12T03:00:54Z,6450000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,655.0,,,,,,,,,,,,,,,
657,PT03M30.00S,2022-02-12T02:43:22.7Z,4,REGULAR,foul,personal,[],1630563,,,1610612737,106,128,2022-02-12T03:00:48Z,6460000,,,0,,J. Primo loose ball personal FOUL (4 PF),"[1630563, 203476]",1610612759.0,SAS,loose ball,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,200832.0,4.0,0.0,Dieng,203476.0
659,PT03M18.00S,2022-02-12T02:43:36.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203992,24.129434954007884,12.745098039215685,1610612737,109,128,2022-02-12T02:43:40Z,6480000,186.0,174.0,1,left,B. Bogdanovic 25' 3PT  (21 PTS) (K. Knox II 1 AST),"[203992, 1628995]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,25.51,Made,,,,,,,21.0,,,,K. Knox II,1628995.0,1.0,,,,,
661,PT03M01.00S,2022-02-12T02:43:51.5Z,4,REGULAR,3pt,Jump Shot,[],1630563,73.80091984231275,12.5,1610612759,109,131,2022-02-12T02:43:55Z,6500000,-188.0,194.0,1,right,J. Primo 26' 3PT  (10 PTS) (T. Jones 3 AST),"[1630563, 1630200]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,26.97,Made,,,,,,,10.0,,,,T. Jones,1630200.0,3.0,,,,,
663,PT02M48.00S,2022-02-12T02:44:05.1Z,4,REGULAR,3pt,Jump Shot,[],203476,32.53942181340342,56.86274509803921,1610612737,109,131,2022-02-12T02:44:10Z,6520000,-34.0,253.0,1,left,MISS G. Dieng 25' 3PT,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,25.57,Missed,,,,,,,,,,,,,,,,,,
664,PT02M44.00S,2022-02-12T02:44:09.1Z,4,REGULAR,rebound,defensive,[],1629719,,,1610612759,109,131,2022-02-12T02:44:10Z,6530000,,,0,,D. Cacok REBOUND (Off:0 Def:1),[1629719],1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,,,663.0,1.0,1.0,0.0,,,,,,,,,,,,
665,PT02M39.00S,2022-02-12T02:44:23.5Z,4,REGULAR,foul,offensive,[],1629111,,,1610612759,109,131,2022-02-12T02:44:34Z,6540000,,,0,,J. Landale off-the-ball offensive FOUL (1 PF),"[1629111, 1630219]",1610612759.0,SAS,off-the-ball,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Mays,1630219.0
667,PT02M39.00S,2022-02-12T02:44:23.5Z,4,REGULAR,turnover,offensive foul,[],1629111,,,1610612759,109,131,2022-02-12T02:44:23Z,6560000,,,0,,J. Landale offensive foul TURNOVER (1 TO),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,1.0,,,,,,200832.0,,,,
668,PT02M26.00S,2022-02-12T02:44:40.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627789,5.863994743758213,52.450980392156865,1610612737,109,131,2022-02-12T02:44:45Z,6570000,-12.0,3.0,1,left,MISS T. Luwawu-Cabarrot driving Layup,[1627789],1610612737.0,ATL,driving,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,1.26,Missed,,,,,,,,,,,,,,,,,,
669,PT02M22.00S,2022-02-12T02:44:44.2Z,4,REGULAR,rebound,offensive,[],1627789,,,1610612737,109,131,2022-02-12T02:44:44Z,6580000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:1 Def:0),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,668.0,1.0,0.0,1.0,,,,,,,,,,,,
670,PT02M22.00S,2022-02-12T02:44:44.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627789,5.590000152587891,50.0,1610612737,109,131,2022-02-12T02:44:44Z,6590000,0.0,0.0,1,left,MISS T. Luwawu-Cabarrot tip Layup,[1627789],1610612737.0,ATL,tip,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
671,PT02M21.00S,2022-02-12T02:44:45.3Z,4,REGULAR,rebound,defensive,[],1630200,,,1610612759,109,131,2022-02-12T02:44:45Z,6600000,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,670.0,2.0,2.0,0.0,,,,,,,,,,,,
672,PT02M12.00S,2022-02-12T02:44:53.8Z,4,REGULAR,3pt,Jump Shot,[],1629111,67.49342969776609,54.90196078431373,1610612759,109,131,2022-02-12T02:44:58Z,6610000,25.0,253.0,1,right,MISS J. Landale 25' 3PT,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,
673,PT02M10.00S,2022-02-12T02:44:55.8Z,4,REGULAR,rebound,defensive,[],1627789,,,1610612737,109,131,2022-02-12T02:44:58Z,6620000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:1 Def:1),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,672.0,2.0,1.0,1.0,,,,,,,,,,,,
674,PT02M06.00S,2022-02-12T02:45:14.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,109,131,2022-02-12T02:45:14Z,6630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT02M01.00S,2022-02-12T02:45:19.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203476,6.915243101182654,48.28431372549019,1610612737,111,131,2022-02-12T02:45:24Z,6640000,9.0,13.0,1,left,G. Dieng driving Layup (2 PTS) (B. Bogdanovic 3 AST),"[203476, 203992]",1610612737.0,ATL,driving,,,Dieng,G. Dieng,,,,,1.52,Made,,,,,,,2.0,,,,B. Bogdanovic,203992.0,3.0,,,,,
677,PT02M01.00S,2022-02-12T02:45:23.9Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630580,,,1610612737,111,131,2022-02-12T02:45:30Z,6660000,,,0,,J. Wieskamp shooting personal FOUL (1 PF) (Dieng 1 FT),"[1630580, 203476]",1610612759.0,SAS,shooting,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Dieng,203476.0
679,PT02M01.00S,2022-02-12T02:45:42.3Z,4,REGULAR,freethrow,1 of 1,[],203476,,,1610612737,111,131,2022-02-12T02:45:46Z,6680000,,,0,,MISS G. Dieng Free Throw 1 of 1,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,Missed,,,,,,,,,,,,,,,,,,
680,PT01M59.00S,2022-02-12T02:45:44.3Z,4,REGULAR,rebound,defensive,[],1629719,,,1610612759,111,131,2022-02-12T02:45:46Z,6690000,,,0,,D. Cacok REBOUND (Off:0 Def:2),[1629719],1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,,,679.0,2.0,2.0,0.0,,,,,,,,,,,,
681,PT01M49.00S,2022-02-12T02:45:53.4Z,4,REGULAR,turnover,bad pass,[],1629719,,,1610612759,111,131,2022-02-12T02:45:57Z,6700000,,,0,,D. Cacok bad pass TURNOVER (1 TO),"[1629719, 203476]",1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,,,,,,,,1.0,Dieng,203476.0,,,,,,,,
682,PT01M49.00S,2022-02-12T02:45:53.4Z,4,REGULAR,steal,,[],203476,,,1610612737,111,131,2022-02-12T03:06:49Z,6710000,,,0,,G. Dieng STEAL (1 STL),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,
683,PT01M45.00S,2022-02-12T02:45:58.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628995,5.732588699080158,50.73529411764706,1610612737,113,131,2022-02-12T02:46:06Z,6720000,-4.0,1.0,1,left,K. Knox II running Layup (2 PTS),[1628995],1610612737.0,ATL,running,,,Knox II,K. Knox II,,,,,0.4,Made,,,,,,,2.0,,,,,,,,,,,
684,PT01M30.00S,2022-02-12T02:46:14.4Z,4,REGULAR,3pt,Jump Shot,[],1630580,71.82982917214193,82.84313725490196,1610612759,113,131,2022-02-12T02:46:19Z,6730000,164.0,212.0,1,right,MISS J. Wieskamp 26' 3PT,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,26.84,Missed,,,,,,,,,,,,,,,,,,
685,PT01M26.00S,2022-02-12T02:46:18.4Z,4,REGULAR,rebound,defensive,[],1628995,,,1610612737,113,131,2022-02-12T02:46:19Z,6740000,,,0,,K. Knox II REBOUND (Off:0 Def:1),[1628995],1610612737.0,ATL,,,,Knox II,K. Knox II,,,,,,,,,684.0,1.0,1.0,0.0,,,,,,,,,,,,
686,PT01M14.00S,2022-02-12T02:46:30.4Z,4,REGULAR,3pt,Jump Shot,[],203476,32.013797634691194,43.38235294117647,1610612737,116,131,2022-02-12T02:46:35Z,6750000,33.0,248.0,1,left,G. Dieng 25' 3PT  (5 PTS) (B. Bogdanovic 4 AST),"[203476, 203992]",1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,25.06,Made,,,,,,,5.0,,,,B. Bogdanovic,203992.0,4.0,,,,,
688,PT00M50.30S,2022-02-12T02:46:57.0Z,4,REGULAR,3pt,Jump Shot,[],1630563,96.5341655716163,4.166666666666666,1610612759,116,134,2022-02-12T02:47:01Z,6770000,-229.0,-20.0,1,right,J. Primo 3PT  (13 PTS) (T. Jones 4 AST),"[1630563, 1630200]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,23.01,Made,,,,,,,13.0,,,,T. Jones,1630200.0,4.0,,,,,
690,PT00M33.10S,2022-02-12T02:47:22.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629719,,,1610612737,116,134,2022-02-12T02:47:48Z,6790000,,,0,,D. Cacok shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1629719, 203992]",1610612759.0,SAS,shooting,,,Cacok,D. Cacok,,,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Bogdanovic,203992.0
692,PT00M33.10S,2022-02-12T02:47:49.6Z,4,REGULAR,freethrow,1 of 2,[],203992,,,1610612737,117,134,2022-02-12T02:47:49Z,6810000,,,0,,B. Bogdanovic Free Throw 1 of 2 (22 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,,,22.0,,,,,,,,,,,
693,PT00M33.10S,2022-02-12T02:48:05.9Z,4,REGULAR,freethrow,2 of 2,[],203992,,,1610612737,118,134,2022-02-12T02:48:05Z,6820000,,,0,,B. Bogdanovic Free Throw 2 of 2 (23 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,,,23.0,,,,,,,,,,,
694,PT00M31.80S,2022-02-12T02:48:13.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,118,134,2022-02-12T02:48:13Z,6830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT00M10.60S,2022-02-12T02:48:45.3Z,4,REGULAR,2pt,Jump Shot,[],1630200,76.03482260183968,28.186274509803923,1610612759,118,134,2022-02-12T02:57:04Z,6840000,-109.0,173.0,1,right,MISS T. Jones 20' step back Shot,[1630200],1610612759.0,SAS,step back,,,Jones,T. Jones,,,,,20.44,Missed,,,,,,,,,,,,,,,,,,
696,PT00M06.80S,2022-02-12T02:48:49.1Z,4,REGULAR,rebound,offensive,[],1630580,,,1610612759,118,134,2022-02-12T02:48:50Z,6850000,,,0,,J. Wieskamp REBOUND (Off:1 Def:0),[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,695.0,1.0,0.0,1.0,,,,,,,,,,,,
697,PT00M05.90S,2022-02-12T02:48:50.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629111,93.38042049934296,50.245098039215684,1610612759,118,136,2022-02-12T02:48:56Z,6860000,1.0,10.0,1,right,J. Landale DUNK (2 PTS) (J. Wieskamp 1 AST),"[1629111, 1630580]",1610612759.0,SAS,,,,Landale,J. Landale,,,,,0.98,Made,,,,,,,2.0,,,,J. Wieskamp,1630580.0,1.0,,,,,
699,PT00M00.50S,2022-02-12T02:49:01.2Z,4,REGULAR,3pt,Jump Shot,[],1627789,31.225361366622867,68.62745098039215,1610612737,121,136,2022-02-12T02:49:21Z,6880000,-93.0,241.0,1,left,T. Luwawu-Cabarrot 25' 3PT pullup (5 PTS),[1627789],1610612737.0,ATL,pullup,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,25.84,Made,,,,,,,5.0,,,,,,,,,,,
700,PT00M00.00S,2022-02-12T02:49:09.5Z,4,REGULAR,period,end,[],0,,,1610612759,121,136,2022-02-12T02:49:09Z,6890000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,PT00M00.00S,2022-02-12T02:49:12.4Z,4,REGULAR,game,end,[],0,,,0,121,136,2022-02-12T02:49:12Z,6900000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
