actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
479,PT06M51.00S,2025-01-30T04:54:09.3Z,3,REGULAR,3pt,Jump Shot,[],1631119,32.670827858081466,42.15686274509804,1610612760,67,64,2025-01-30T04:54:16Z,4550000,False,39.0,255.0,1,left,MISS J. Williams 25' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,25.76,Missed,,,,,,,,,,,,,
480,PT06M46.00S,2025-01-30T04:54:14.3Z,3,REGULAR,rebound,offensive,[],1629652,,,1610612760,67,64,2025-01-30T04:54:16Z,4560000,False,,,0,,L. Dort REBOUND (Off:5 Def:0),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,,,,,,,,479.0,5.0,0.0,5.0,,,,,,,
481,PT06M40.00S,2025-01-30T04:54:18.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628983,24.655059132720105,85.5392156862745,1610612760,67,64,2025-01-30T04:54:22Z,4570000,False,-178.0,179.0,1,left,MISS S. Gilgeous-Alexander 25' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,25.24,Missed,,,,,,,,,,,,,
482,PT06M38.00S,2025-01-30T04:54:20.8Z,3,REGULAR,rebound,defensive,[],1627780,,,1610612744,67,64,2025-01-30T04:54:22Z,4580000,False,,,0,,G. Payton II REBOUND (Off:0 Def:8),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,481.0,8.0,8.0,0.0,,,,,,,
483,PT06M34.00S,2025-01-30T04:54:28.3Z,3,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612744,67,64,2025-01-30T04:54:37Z,4590000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (3 PF) (Curry 2 FT),"[1628983, 201939]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,1628487.0,3.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,
485,PT06M34.00S,2025-01-30T04:54:59.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],201939,,,1610612744,68,64,2025-01-30T04:54:59Z,4610000,False,,,0,,S. Curry Free Throw 1 of 2 (8 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,Made,,,,,,,8.0,,,,,,
486,PT06M34.00S,2025-01-30T04:55:00.2Z,3,REGULAR,substitution,out,[],1627780,,,1610612744,68,64,2025-01-30T04:55:07Z,4620000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT06M34.00S,2025-01-30T04:55:00.2Z,3,REGULAR,substitution,out,[],1626172,,,1610612744,68,64,2025-01-30T04:55:07Z,4630000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT06M34.00S,2025-01-30T04:55:00.2Z,3,REGULAR,substitution,in,[],203937,,,1610612744,68,64,2025-01-30T04:55:07Z,4640000,False,,,0,,SUB in: K. Anderson,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT06M34.00S,2025-01-30T04:55:00.2Z,3,REGULAR,substitution,in,[],1630611,,,1610612744,68,64,2025-01-30T04:55:07Z,4650000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT06M34.00S,2025-01-30T04:55:23.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],201939,,,1610612744,69,64,2025-01-30T04:55:23Z,4660000,False,,,0,,S. Curry Free Throw 2 of 2 (9 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,Made,,,,,,,9.0,,,,,,
491,PT06M25.00S,2025-01-30T04:55:33.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,6.258212877792378,60.29411764705882,1610612760,69,64,2025-01-30T04:55:37Z,4670000,False,-51.0,6.0,1,left,MISS J. Williams fadeaway Shot,[1631114],1610612760.0,OKC,fadeaway,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.19,Missed,,,,,,,,,,,,,
492,PT06M22.00S,2025-01-30T04:55:35.8Z,3,REGULAR,rebound,defensive,[],203937,,,1610612744,69,64,2025-01-30T04:55:35Z,4680000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,491.0,1.0,1.0,0.0,,,,,,,
493,PT06M13.00S,2025-01-30T04:55:46.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203937,88.64980289093299,48.28431372549019,1610612744,69,64,2025-01-30T04:55:49Z,4690000,False,-9.0,54.0,1,right,MISS K. Anderson turnaround Hook,[203937],1610612744.0,GSW,turnaround,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.49,Missed,,,,,,,,,,,,,
494,PT06M11.00S,2025-01-30T04:55:48.0Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,69,64,2025-01-30T04:55:49Z,4700000,False,,,0,,L. Dort REBOUND (Off:5 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,493.0,6.0,1.0,5.0,,,,,,,
495,PT05M59.00S,2025-01-30T04:55:59.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.5722733245729295,55.63725490196079,1610612760,69,66,2025-01-30T04:56:02Z,4710000,False,-28.0,19.0,1,left,S. Gilgeous-Alexander driving Layup (33 PTS) (J. Williams 1 AST),"[1628983, 1631119]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,3.38,Made,,,,,,,33.0,,,,J. Williams,1631119.0,1.0
496,PT05M47.00S,2025-01-30T04:56:11.8Z,3,REGULAR,turnover,lost ball,[],203952,,,1610612744,69,66,2025-01-30T04:56:14Z,4720000,False,,,0,,A. Wiggins lost ball TURNOVER (1 TO),"[203952, 1629652]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,1.0,Dort,1629652.0,,,
497,PT05M47.00S,2025-01-30T04:56:11.8Z,3,REGULAR,steal,,[],1629652,,,1610612760,69,66,2025-01-30T04:56:13Z,4730000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
498,PT05M38.00S,2025-01-30T04:56:21.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628983,8.623521681997373,37.254901960784316,1610612760,69,66,2025-01-30T04:56:24Z,4740000,False,64.0,29.0,1,left,MISS S. Gilgeous-Alexander 6' driving floating bank Shot,[1628983],1610612760.0,OKC,driving floating bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.98,Missed,,,,,,,,,,,,,
499,PT05M34.00S,2025-01-30T04:56:23.7Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612744,69,66,2025-01-30T04:56:23Z,4750000,False,,,0,,B. Hield REBOUND (Off:0 Def:5),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,498.0,5.0,5.0,0.0,,,,,,,
500,PT05M30.00S,2025-01-30T04:56:27.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203937,90.75229960578186,46.568627450980394,1610612744,69,66,2025-01-30T04:56:34Z,4760000,False,-17.0,34.0,1,right,MISS K. Anderson driving floating Shot,[203937],1610612744.0,GSW,driving floating,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,3.85,Missed,,,,,,,,,,,,,
501,PT05M27.00S,2025-01-30T04:56:30.9Z,3,REGULAR,rebound,offensive,[],203952,,,1610612744,69,66,2025-01-30T04:56:34Z,4770000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,500.0,3.0,2.0,1.0,,,,,,,
502,PT05M27.00S,2025-01-30T04:56:31.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",203952,94.40999984741211,50.0,1610612744,69,66,2025-01-30T04:58:09Z,4780000,False,0.0,0.0,1,right,MISS A. Wiggins tip Layup,[203952],1610612744.0,GSW,tip,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
503,PT05M24.00S,2025-01-30T04:56:34.4Z,3,REGULAR,rebound,defensive,[],1631114,,,1610612760,69,66,2025-01-30T04:58:09Z,4790000,False,,,0,,J. Williams REBOUND (Off:1 Def:4),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,502.0,5.0,4.0,1.0,,,,,,,
504,PT05M11.00S,2025-01-30T04:56:48.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,8.754927726675426,50.245098039215684,1610612760,69,68,2025-01-30T04:57:04Z,4800000,False,-1.0,30.0,1,left,L. Dort cutting Layup (4 PTS) (J. Williams 2 AST),"[1629652, 1631119]",1610612760.0,OKC,cutting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,2.98,Made,,,,,,,4.0,,,,J. Williams,1631119.0,2.0
506,PT05M11.00S,2025-01-30T04:56:57.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,69,68,2025-01-30T04:56:57Z,4820000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT05M11.00S,2025-01-30T04:59:35.6Z,3,REGULAR,substitution,out,[],1627741,,,1610612744,69,68,2025-01-30T05:00:01Z,4830000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT05M11.00S,2025-01-30T04:59:35.6Z,3,REGULAR,substitution,in,[],203471,,,1610612744,69,68,2025-01-30T05:00:01Z,4840000,False,,,0,,SUB in: D. Schröder,[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT04M57.00S,2025-01-30T05:00:39.3Z,3,REGULAR,3pt,Jump Shot,[],203952,74.98357424441524,14.460784313725492,1610612744,72,68,2025-01-30T05:00:43Z,4850000,False,-178.0,183.0,1,right,A. Wiggins 25' 3PT  (20 PTS) (K. Anderson 2 AST),"[203952, 203937]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,25.49,Made,,,,,,,20.0,,,,K. Anderson,203937.0,2.0
512,PT04M33.00S,2025-01-30T05:01:02.4Z,3,REGULAR,3pt,Jump Shot,[],1631114,28.33442838370565,15.196078431372548,1610612760,72,71,2025-01-30T05:01:07Z,4870000,False,174.0,214.0,1,left,J. Williams 27' 3PT  (15 PTS) (I. Joe 1 AST),"[1631114, 1630198]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,27.57,Made,,,,,,,15.0,,,,I. Joe,1630198.0,1.0
514,PT04M18.00S,2025-01-30T05:01:17.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,87.33574244415243,52.450980392156865,1610612744,74,71,2025-01-30T05:01:20Z,4890000,False,12.0,67.0,1,right,A. Wiggins 6' driving floating bank Jump Shot (22 PTS) (K. Anderson 3 AST),"[203952, 203937]",1610612744.0,GSW,driving floating bank,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.76,Made,,,,,,,22.0,,,,K. Anderson,203937.0,3.0
516,PT04M08.00S,2025-01-30T05:01:30.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,11.645860709592641,52.69607843137255,1610612760,74,73,2025-01-30T05:01:37Z,4910000,False,-13.0,57.0,1,left,S. Gilgeous-Alexander driving floating bank Jump Shot (35 PTS),[1628983],1610612760.0,OKC,driving floating bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.86,Made,,,,,,,35.0,,,,,,
517,PT04M08.00S,2025-01-30T05:01:32.6Z,3,REGULAR,foul,personal,['1freethrow'],203937,,,1610612760,74,73,2025-01-30T05:01:39Z,4920000,False,,,0,,K. Anderson shooting personal FOUL (2 PF) (Gilgeous-Alexander 1 FT),"[203937, 1628983]",1610612744.0,GSW,shooting,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,101284.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
519,PT04M08.00S,2025-01-30T05:01:58.9Z,3,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,74,74,2025-01-30T05:01:58Z,4940000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (36 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,,,,,,,36.0,,,,,,
520,PT03M49.00S,2025-01-30T05:02:19.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203952,87.07293035479631,48.529411764705884,1610612744,74,74,2025-01-30T05:02:22Z,4950000,False,-7.0,69.0,1,right,MISS A. Wiggins 6' turnaround Hook,[203952],1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.94,Missed,,,,,,,,,,,,,
521,PT03M47.00S,2025-01-30T05:02:21.4Z,3,REGULAR,rebound,defensive,[],1631119,,,1610612760,74,74,2025-01-30T05:02:22Z,4960000,False,,,0,,J. Williams REBOUND (Off:0 Def:4),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,520.0,4.0,4.0,0.0,,,,,,,
522,PT03M44.00S,2025-01-30T05:02:24.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630198,13.091327201051248,96.07843137254902,1610612760,74,77,2025-01-30T05:02:31Z,4970000,False,-230.0,71.0,1,left,I. Joe 24' 3PT running (14 PTS) (J. Williams 2 AST),"[1630198, 1631114]",1610612760.0,OKC,running,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,,,,,,24.1,Made,,,,,,,14.0,,,,J. Williams,1631114.0,2.0
524,PT03M32.00S,2025-01-30T05:02:36.9Z,3,REGULAR,3pt,Jump Shot,[],203471,91.40932982917214,96.07843137254902,1610612744,74,77,2025-01-30T05:02:42Z,4990000,False,230.0,28.0,1,right,MISS D. Schröder 3PT,[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,Right Corner 3,24+ Right,,,,,,23.21,Missed,,,,,,,,,,,,,
525,PT03M26.00S,2025-01-30T05:02:42.9Z,3,REGULAR,rebound,defensive,[],1631114,,,1610612760,74,77,2025-01-30T05:02:42Z,5000000,False,,,0,,J. Williams REBOUND (Off:1 Def:5),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,,524.0,6.0,5.0,1.0,,,,,,,
526,PT03M24.00S,2025-01-30T05:02:44.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631114,6.521024967148489,42.64705882352941,1610612760,74,77,2025-01-30T05:02:49Z,5010000,False,37.0,9.0,1,left,MISS J. Williams running Layup,[1631114],1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,3.78,Missed,,,,,,,,,,,,,
527,PT03M21.00S,2025-01-30T05:02:47.7Z,3,REGULAR,rebound,defensive,[],203937,,,1610612744,74,77,2025-01-30T05:02:49Z,5020000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,526.0,2.0,2.0,0.0,,,,,,,
528,PT03M10.00S,2025-01-30T05:02:58.9Z,3,REGULAR,3pt,Jump Shot,[],201939,68.41327201051249,25.735294117647058,1610612744,77,77,2025-01-30T05:03:03Z,5030000,False,-121.0,244.0,1,right,S. Curry 27' 3PT step back (12 PTS) (D. Schröder 4 AST),"[201939, 203471]",1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,27.28,Made,,,,,,,12.0,,,,D. Schröder,203471.0,4.0
531,PT02M56.00S,2025-01-30T05:03:14.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,11.514454664914586,47.30392156862745,1610612760,77,79,2025-01-30T05:03:20Z,5060000,False,13.0,56.0,1,left,S. Gilgeous-Alexander driving floating Jump Shot (38 PTS),[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.73,Made,,,,,,,38.0,,,,,,
532,PT02M56.00S,2025-01-30T05:03:19.3Z,3,REGULAR,foul,personal,['1freethrow'],1630611,,,1610612760,77,79,2025-01-30T05:03:27Z,5070000,False,,,0,,G. Santos shooting personal FOUL (3 PF) (Gilgeous-Alexander 1 FT),"[1630611, 1628983]",1610612744.0,GSW,shooting,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,203593.0,3.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
534,PT02M56.00S,2025-01-30T05:03:31.9Z,3,REGULAR,substitution,out,[],203952,,,1610612760,77,79,2025-01-30T05:03:49Z,5090000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT02M56.00S,2025-01-30T05:03:31.9Z,3,REGULAR,substitution,out,[],201939,,,1610612760,77,79,2025-01-30T05:03:49Z,5100000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT02M56.00S,2025-01-30T05:03:31.9Z,3,REGULAR,substitution,in,[],1641764,,,1610612760,77,79,2025-01-30T05:03:49Z,5110000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT02M56.00S,2025-01-30T05:03:31.9Z,3,REGULAR,substitution,in,[],1630541,,,1610612760,77,79,2025-01-30T05:03:49Z,5120000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT02M56.00S,2025-01-30T05:03:31.9Z,3,REGULAR,substitution,out,[],1631114,,,1610612760,77,79,2025-01-30T05:03:58Z,5125000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT02M56.00S,2025-01-30T05:03:31.9Z,3,REGULAR,substitution,in,[],1630598,,,1610612760,77,79,2025-01-30T05:03:58Z,5127500,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT02M56.00S,2025-01-30T05:03:49.3Z,3,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,77,79,2025-01-30T05:03:51Z,5130000,False,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 1,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
539,PT02M53.00S,2025-01-30T05:03:52.3Z,3,REGULAR,rebound,defensive,[],203937,,,1610612744,77,79,2025-01-30T05:03:51Z,5140000,False,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,538.0,3.0,3.0,0.0,,,,,,,
542,PT02M36.00S,2025-01-30T05:04:06.5Z,3,REGULAR,3pt,Jump Shot,[],1641764,67.62483574244416,66.42156862745098,1610612744,80,79,2025-01-30T05:04:10Z,5150000,False,82.0,252.0,1,right,B. Podziemski 26' 3PT pullup (5 PTS),[1641764],1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,,,,,,26.48,Made,,,,,,,5.0,,,,,,
543,PT02M18.00S,2025-01-30T05:04:28.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203471,,,1610612760,80,79,2025-01-30T05:04:33Z,5160000,False,,,0,,D. Schröder personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[203471, 1628983]",1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,1628487.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
545,PT02M18.00S,2025-01-30T05:04:51.3Z,3,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,80,80,2025-01-30T05:04:51Z,5180000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (39 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,,,,,,,39.0,,,,,,
546,PT02M18.00S,2025-01-30T05:04:56.4Z,3,REGULAR,substitution,out,[],1631119,,,1610612760,80,80,2025-01-30T05:05:02Z,5190000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT02M18.00S,2025-01-30T05:04:56.4Z,3,REGULAR,substitution,in,[],1629026,,,1610612760,80,80,2025-01-30T05:05:02Z,5200000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT02M18.00S,2025-01-30T05:05:03.5Z,3,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,80,81,2025-01-30T05:05:03Z,5210000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (40 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,,,,,,,40.0,,,,,,
549,PT02M09.00S,2025-01-30T05:05:20.4Z,3,REGULAR,foul,personal,[],1629026,,,1610612744,80,81,2025-01-30T05:06:18Z,5220000,False,,,0,,K. Williams personal FOUL (2 PF),"[1629026, 203937]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Mid-Range,16-24 Center,101284.0,2.0,0.0,Anderson,203937.0,,,,,,,,,,,,,,,
552,PT02M09.00S,2025-01-30T05:06:31.3Z,3,REGULAR,substitution,out,[],1630198,,,1610612744,80,81,2025-01-30T05:06:36Z,5250000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT02M09.00S,2025-01-30T05:06:31.3Z,3,REGULAR,substitution,in,[],1641717,,,1610612744,80,81,2025-01-30T05:06:36Z,5260000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT01M56.00S,2025-01-30T05:06:55.2Z,3,REGULAR,2pt,Jump Shot,[],203471,89.04402102496715,16.666666666666664,1610612744,80,81,2025-01-30T05:07:02Z,5270000,False,-167.0,50.0,1,right,MISS D. Schröder 17' turnaround Shot,[203471],1610612744.0,GSW,turnaround,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Left,,,,,,17.42,Missed,,,,,,,,,,,,,
555,PT01M52.00S,2025-01-30T05:06:58.5Z,3,REGULAR,rebound,offensive,[],203471,,,1610612744,80,81,2025-01-30T05:06:58Z,5280000,False,,,0,,D. Schröder REBOUND (Off:1 Def:0),[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Left,,,,,,,,,,554.0,1.0,0.0,1.0,,,,,,,
556,PT01M42.00S,2025-01-30T05:07:11.9Z,3,REGULAR,turnover,traveling,[],203937,,,1610612744,80,81,2025-01-30T05:07:17Z,5290000,False,,,0,,K. Anderson traveling TURNOVER (1 TO),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,101284.0,,,,,,,,,,,,,,1.0,,,,,
557,PT01M29.00S,2025-01-30T05:07:36.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630611,,,1610612760,80,81,2025-01-30T05:07:43Z,5300000,False,,,0,,G. Santos shooting personal FOUL (4 PF) (Gilgeous-Alexander 2 FT),"[1630611, 1628983]",1610612744.0,GSW,shooting,,,Santos,G. Santos,,,,,Mid-Range,8-16 Left,203593.0,4.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
559,PT01M29.00S,2025-01-30T05:08:01.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628983,,,1610612760,80,82,2025-01-30T05:08:01Z,5320000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (41 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,,,,,,,41.0,,,,,,
560,PT01M29.00S,2025-01-30T05:08:06.0Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203937,,,1610612760,80,82,2025-01-30T05:08:11Z,5330000,False,,,0,,K. Anderson technical FOUL (1 Tech),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,1628487.0,2.0,1.0,,,,,,,,,,,,,,,,,
561,PT01M29.00S,2025-01-30T05:08:22.3Z,3,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,80,83,2025-01-30T05:08:22Z,5340000,False,,,0,,S. Gilgeous-Alexander technical Free Throw 1 of 1 (42 PTS),[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,,,,,,,42.0,,,,,,
