actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
591,PT06M31.00S,2024-12-27T02:59:10.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,92.59198423127464,47.549019607843135,1610612740,89,114,2024-12-27T02:59:16Z,5780000,False,-12.0,17.0,1,right,B. Boston driving Layup (7 PTS),[1630527],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,2.11,Made,Boston,B. Boston,,,,,,,7.0,,,,,,,,,,,
593,PT06M31.00S,2024-12-27T02:59:20.0Z,4,REGULAR,foul,personal,['1freethrow'],1629111,,,1610612740,89,114,2024-12-27T02:59:27Z,5800000,False,,,0,,J. Landale shooting personal FOUL (1 PF) (Boston 1 FT),"[1629111, 1630527]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,,,Landale,J. Landale,,,,,,,,,,,201638.0,1.0,0.0,Boston,1630527.0,,,
595,PT06M31.00S,2024-12-27T02:59:33.8Z,4,REGULAR,freethrow,1 of 1,[],1630527,,,1610612740,90,114,2024-12-27T02:59:33Z,5820000,False,,,0,,B. Boston Free Throw 1 of 1 (8 PTS),[1630527],1610612740.0,NOP,,,,,,,,,,Made,Boston,B. Boston,,,,,,,8.0,,,,,,,,,,,
596,PT06M13.00S,2024-12-27T02:59:55.2Z,4,REGULAR,3pt,Jump Shot,[],201145,4.418528252299605,4.901960784313726,1610612745,90,114,2024-12-27T03:01:30Z,5830000,False,225.0,-11.0,1,left,MISS J. Green 3PT,[201145],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,22.58,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,
597,PT06M11.00S,2024-12-27T02:59:57.2Z,4,REGULAR,rebound,defensive,[],1630527,,,1610612740,90,114,2024-12-27T03:01:30Z,5840000,False,,,0,,B. Boston REBOUND (Off:1 Def:4),[1630527],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,Boston,B. Boston,,,596.0,5.0,4.0,1.0,,,,,,,,,,,,
598,PT06M05.00S,2024-12-27T03:00:05.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641810,94.7437582128778,34.35585171568627,1610612740,90,114,2024-12-27T03:02:24Z,5850000,False,-78.0,-3.0,1,right,MISS A. Reeves 7' driving floating Shot - blocked,"[1641810, 1628988]",1610612740.0,NOP,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.83,Missed,Reeves,A. Reeves,Holiday,1628988.0,,,,,,,,,,,,,,,,
599,PT06M05.00S,2024-12-27T03:00:05.1Z,4,REGULAR,block,,[],1628988,,,1610612740,90,114,2024-12-27T03:00:07Z,5860000,False,,,0,,A. Holiday BLOCK (1 BLK),[1628988],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,
600,PT06M03.00S,2024-12-27T03:00:07.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,90,114,2024-12-27T03:02:24Z,5870000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,598.0,,,,,,,,,,,,,,,
602,PT05M53.00S,2024-12-27T03:00:34.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641810,84.62549277266754,44.09466911764706,1610612740,90,114,2024-12-27T03:02:56Z,5890000,False,-30.0,92.0,1,right,MISS A. Reeves 9' driving floating Shot,[1641810],1610612740.0,NOP,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,9.66,Missed,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,
603,PT05M49.00S,2024-12-27T03:00:38.0Z,4,REGULAR,rebound,offensive,[],1630526,,,1610612740,90,114,2024-12-27T03:02:56Z,5900000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:0),[1630526],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Center,,,Robinson-Earl,J. Robinson-Earl,,,602.0,1.0,0.0,1.0,,,,,,,,,,,,
604,PT05M47.00S,2024-12-27T03:00:38.2Z,4,REGULAR,turnover,bad pass,[],1630526,,,1610612740,90,114,2024-12-27T03:03:12Z,5910000,False,,,0,,J. Robinson-Earl bad pass TURNOVER (1 TO),"[1630526, 1628988]",1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,1.0,Holiday,1628988.0
605,PT05M47.00S,2024-12-27T03:00:38.2Z,4,REGULAR,steal,,[],1628988,,,1610612745,90,114,2024-12-27T03:00:39Z,5920000,False,,,0,,A. Holiday STEAL (1 STL),[1628988],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,
606,PT05M42.00S,2024-12-27T03:00:42.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201145,5.601182654402102,47.30392156862745,1610612745,90,116,2024-12-27T03:03:24Z,5930000,False,13.0,0.0,1,left,J. Green running Layup (5 PTS) (A. Holiday 1 AST),"[201145, 1628988]",1610612745.0,HOU,running,,,,,,Restricted Area,0-8 Center,1.35,Made,Green,J. Green,,,,,,,5.0,A. Holiday,1628988.0,1.0,,,,,,,,
609,PT05M31.00S,2024-12-27T03:00:53.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,93.24901445466492,46.568627450980394,1610612740,92,116,2024-12-27T03:03:39Z,5960000,False,-17.0,11.0,1,right,B. Boston cutting Layup (10 PTS) (D. Theis 2 AST),"[1630527, 1628464]",1610612740.0,NOP,cutting,,,,,,Restricted Area,0-8 Center,2.04,Made,Boston,B. Boston,,,,,,,10.0,D. Theis,1628464.0,2.0,,,,,,,,
611,PT05M17.00S,2024-12-27T03:01:09.5Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612745,92,116,2024-12-27T03:01:18Z,5980000,False,,,0,,D. Theis shooting personal FOUL (3 PF) (Whitmore 2 FT),"[1628464, 1641715]",1610612740.0,NOP,shooting,,,,,,Restricted Area,0-8 Center,,,Theis,D. Theis,,,,,,,,,,,201638.0,3.0,0.0,Whitmore,1641715.0,,,
613,PT05M17.00S,2024-12-27T03:01:48.4Z,4,REGULAR,freethrow,1 of 2,[],1641715,,,1610612745,92,117,2024-12-27T03:01:48Z,6000000,False,,,0,,C. Whitmore Free Throw 1 of 2 (19 PTS),[1641715],1610612745.0,HOU,,,,,,,,,,Made,Whitmore,C. Whitmore,,,,,,,19.0,,,,,,,,,,,
614,PT05M17.00S,2024-12-27T03:02:07.5Z,4,REGULAR,freethrow,2 of 2,[],1641715,,,1610612745,92,118,2024-12-27T03:02:07Z,6010000,False,,,0,,C. Whitmore Free Throw 2 of 2 (20 PTS),[1641715],1610612745.0,HOU,,,,,,,,,,Made,Whitmore,C. Whitmore,,,,,,,20.0,,,,,,,,,,,
615,PT05M04.00S,2024-12-27T03:02:22.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630527,92.9862023653088,50.73529411764706,1610612740,94,118,2024-12-27T03:02:29Z,6020000,False,4.0,13.0,1,right,B. Boston driving reverse DUNK (12 PTS) (A. Reeves 3 AST),"[1630527, 1641810]",1610612740.0,NOP,driving reverse,,,,,,Restricted Area,0-8 Center,1.39,Made,Boston,B. Boston,,,,,,,12.0,A. Reeves,1641810.0,3.0,,,,,,,,
617,PT04M48.00S,2024-12-27T03:02:38.2Z,4,REGULAR,3pt,Jump Shot,[],1641715,10.988830486202366,95.34313725490196,1610612745,94,121,2024-12-27T03:02:42Z,6040000,False,-227.0,51.0,1,left,C. Whitmore 3PT  (23 PTS) (R. Sheppard 2 AST),"[1641715, 1642263]",1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,23.23,Made,Whitmore,C. Whitmore,,,,,,,23.0,R. Sheppard,1642263.0,2.0,,,,,,,,
619,PT04M37.00S,2024-12-27T03:02:49.3Z,4,REGULAR,2pt,Jump Shot,[],1630527,76.03482260183968,40.44117647058824,1610612740,96,121,2024-12-27T03:02:53Z,6060000,False,-48.0,173.0,1,right,B. Boston 17' pullup Jump Shot (14 PTS),[1630527],1610612740.0,NOP,pullup,,,,,,Mid-Range,16-24 Center,17.93,Made,Boston,B. Boston,,,,,,,14.0,,,,,,,,,,,
620,PT04M30.00S,2024-12-27T03:03:06.7Z,4,REGULAR,2pt,Jump Shot,[],1642263,22.026938239159,23.284313725490197,1610612745,96,121,2024-12-27T03:05:01Z,6070000,False,134.0,155.0,1,left,MISS R. Sheppard 20' pullup Shot,[1642263],1610612745.0,HOU,pullup,,,,,,Mid-Range,16-24 Right Center,20.43,Missed,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,
621,PT04M26.00S,2024-12-27T03:03:10.7Z,4,REGULAR,rebound,offensive,[],201145,,,1610612745,96,121,2024-12-27T03:05:11Z,6080000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[201145],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Right Center,,,Green,J. Green,,,620.0,1.0,0.0,1.0,,,,,,,,,,,,
622,PT04M25.00S,2024-12-27T03:03:11.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1642263,29.517082785808146,24.019607843137255,1610612745,96,121,2024-12-27T03:05:33Z,6090000,False,130.0,225.0,1,left,MISS R. Sheppard 25' 3PT,[1642263],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,25.98,Missed,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,
623,PT04M21.00S,2024-12-27T03:03:15.5Z,4,REGULAR,rebound,defensive,[],1630527,,,1610612740,96,121,2024-12-27T03:05:33Z,6100000,False,,,0,,B. Boston REBOUND (Off:1 Def:5),[1630527],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,Boston,B. Boston,,,622.0,6.0,5.0,1.0,,,,,,,,,,,,
624,PT04M17.00S,2024-12-27T03:03:20.0Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641810,94.1688567674113,49.50980392156863,1610612740,98,121,2024-12-27T03:06:34Z,6110000,False,-2.0,2.0,1,right,A. Reeves running alley-oop DUNK (2 PTS) (J. Robinson-Earl 1 AST),"[1641810, 1630526]",1610612740.0,NOP,running alley-oop,,,,,,Restricted Area,0-8 Center,0.34,Made,Reeves,A. Reeves,,,,,,,2.0,J. Robinson-Earl,1630526.0,1.0,,,,,,,,
626,PT04M01.00S,2024-12-27T03:03:37.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642263,6.5703022339027655,40.01225490196079,1610612745,98,121,2024-12-27T03:07:11Z,6130000,False,50.0,9.0,1,left,MISS R. Sheppard driving Layup,[1642263],1610612745.0,HOU,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,
627,PT04M01.00S,2024-12-27T03:03:37.4Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612740,98,121,2024-12-27T03:07:11Z,6140000,False,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Theis,D. Theis,,,626.0,3.0,2.0,1.0,,,,,,,,,,,,
628,PT03M54.00S,2024-12-27T03:03:43.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1641810,79.84559789750328,7.8431372549019605,1610612740,98,121,2024-12-27T03:07:33Z,6150000,False,-211.0,137.0,1,right,MISS A. Reeves 25' running pullup 3PT,[1641810],1610612740.0,NOP,running pullup,,,,,,Above the Break 3,24+ Left Center,25.14,Missed,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,
629,PT03M51.00S,2024-12-27T03:03:46.3Z,4,REGULAR,rebound,offensive,[],1629750,,,1610612740,98,121,2024-12-27T03:07:43Z,6160000,False,,,0,,J. Green REBOUND (Off:3 Def:2),[1629750],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,Green,J. Green,,,628.0,5.0,2.0,3.0,,,,,,,,,,,,
630,PT03M50.00S,2024-12-27T03:03:47.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629750,90.14454664914587,50.306372549019606,1610612740,100,121,2024-12-27T03:07:56Z,6170000,False,2.0,40.0,1,right,J. Green putback Layup (11 PTS),[1629750],1610612740.0,NOP,putback,,,,,,Restricted Area,0-8 Center,4.01,Made,Green,J. Green,,,,,,,11.0,,,,,,,,,,,
632,PT03M30.00S,2024-12-27T03:04:14.5Z,4,REGULAR,3pt,Jump Shot,[],1641715,30.305519053876477,66.66666666666666,1610612745,100,124,2024-12-27T03:04:19Z,6190000,False,-83.0,232.0,1,left,C. Whitmore 24' 3PT pullup (26 PTS),[1641715],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Left Center,24.69,Made,Whitmore,C. Whitmore,,,,,,,26.0,,,,,,,,,,,
633,PT03M15.00S,2024-12-27T03:04:30.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,91.45860709592641,58.72012867647059,1610612740,100,124,2024-12-27T03:08:43Z,6200000,False,44.0,28.0,1,right,MISS B. Boston driving Layup - blocked,"[1630527, 1629111]",1610612740.0,NOP,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,Boston,B. Boston,Landale,1629111.0,,,,,,,,,,,,,,,,
634,PT03M15.00S,2024-12-27T03:04:30.5Z,4,REGULAR,block,,[],1629111,,,1610612740,100,124,2024-12-27T03:04:32Z,6210000,False,,,0,,J. Landale BLOCK (1 BLK),[1629111],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,
635,PT03M14.00S,2024-12-27T03:04:31.5Z,4,REGULAR,rebound,defensive,[],1642263,,,1610612745,100,124,2024-12-27T03:08:43Z,6220000,False,,,0,,R. Sheppard REBOUND (Off:1 Def:2),[1642263],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sheppard,R. Sheppard,,,633.0,3.0,2.0,1.0,,,,,,,,,,,,
636,PT03M10.00S,2024-12-27T03:04:36.4Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641715,12.352168199737193,48.95450367647059,1610612745,100,124,2024-12-27T03:09:13Z,6230000,False,5.0,64.0,1,left,MISS C. Whitmore 6' running DUNK,[1641715],1610612745.0,HOU,running,,,,,,In The Paint (Non-RA),0-8 Center,6.38,Missed,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,
637,PT03M08.00S,2024-12-27T03:04:38.4Z,4,REGULAR,rebound,defensive,[],1630526,,,1610612740,100,124,2024-12-27T03:09:05Z,6240000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:1),[1630526],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Robinson-Earl,J. Robinson-Earl,,,636.0,2.0,1.0,1.0,,,,,,,,,,,,
638,PT03M04.00S,2024-12-27T03:04:41.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630527,75.50919842312747,85.7843137254902,1610612740,103,124,2024-12-27T03:04:46Z,6250000,False,179.0,178.0,1,right,B. Boston 25' 3PT running (17 PTS) (J. Robinson-Earl 2 AST),"[1630527, 1630526]",1610612740.0,NOP,running,,,,,,Above the Break 3,24+ Right Center,25.22,Made,Boston,B. Boston,,,,,,,17.0,J. Robinson-Earl,1630526.0,2.0,,,,,,,,
640,PT03M00.00S,2024-12-27T03:04:46.0Z,4,REGULAR,turnover,bad pass,[],1629111,,,1610612745,103,124,2024-12-27T03:09:40Z,6270000,False,,,0,,J. Landale bad pass TURNOVER (2 TO),"[1629111, 1630527]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Left,,,Landale,J. Landale,,,,,,,,,,,,,,,,2.0,Boston,1630527.0
641,PT03M00.00S,2024-12-27T03:04:46.0Z,4,REGULAR,steal,,[],1630527,,,1610612740,103,124,2024-12-27T03:04:48Z,6280000,False,,,0,,B. Boston STEAL (4 STL),[1630527],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Left,,,Boston,B. Boston,,,,,,,,,,,,,,,,,,
642,PT02M55.00S,2024-12-27T03:04:51.1Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628464,91.72141918528253,4.388786764705884,1610612740,103,124,2024-12-27T03:10:00Z,6290000,False,-228.0,25.0,1,right,MISS D. Theis running 3PT,[1628464],1610612740.0,NOP,running,,,,,,Left Corner 3,24+ Left,22.95,Missed,Theis,D. Theis,,,,,,,,,,,,,,,,,,
643,PT02M52.00S,2024-12-27T03:04:54.1Z,4,REGULAR,rebound,offensive,[],1641810,,,1610612740,103,124,2024-12-27T03:10:08Z,6300000,False,,,0,,A. Reeves REBOUND (Off:1 Def:0),[1641810],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,,,Reeves,A. Reeves,,,642.0,1.0,0.0,1.0,,,,,,,,,,,,
644,PT02M50.00S,2024-12-27T03:04:55.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641810,92.64126149802891,46.158854166666664,1610612740,105,124,2024-12-27T03:10:28Z,6310000,False,-19.0,17.0,1,right,A. Reeves putback Layup (4 PTS),[1641810],1610612740.0,NOP,putback,,,,,,Restricted Area,0-8 Center,2.54,Made,Reeves,A. Reeves,,,,,,,4.0,,,,,,,,,,,
645,PT02M48.00S,2024-12-27T03:05:04.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,105,124,2024-12-27T03:05:07Z,6320000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT02M31.00S,2024-12-27T03:08:17.9Z,4,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612745,105,124,2024-12-27T03:08:24Z,6330000,False,,,0,,J. Robinson-Earl shooting personal FOUL (1 PF) (Green 2 FT),"[1630526, 201145]",1610612740.0,NOP,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,101283.0,1.0,0.0,Green,201145.0,,,
649,PT02M31.00S,2024-12-27T03:08:43.4Z,4,REGULAR,freethrow,1 of 2,[],201145,,,1610612745,105,125,2024-12-27T03:09:03Z,6350000,False,,,0,,J. Green Free Throw 1 of 2 (6 PTS),[201145],1610612745.0,HOU,,,,,,,,,,Made,Green,J. Green,,,,,,,6.0,,,,,,,,,,,
650,PT02M31.00S,2024-12-27T03:08:43.4Z,4,REGULAR,freethrow,2 of 2,[],201145,,,1610612745,105,125,2024-12-27T03:09:03Z,6360000,False,,,0,,MISS J. Green Free Throw 2 of 2,[201145],1610612745.0,HOU,,,,,,,,,,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,
651,PT02M30.00S,2024-12-27T03:08:44.4Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612740,105,125,2024-12-27T03:10:48Z,6370000,False,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612740.0,NOP,,,,,,,,,,,Theis,D. Theis,,,650.0,4.0,3.0,1.0,,,,,,,,,,,,
652,PT02M10.00S,2024-12-27T03:09:21.4Z,4,REGULAR,3pt,Jump Shot,[],1630526,93.51182654402102,95.34313725490196,1610612740,108,125,2024-12-27T03:09:25Z,6380000,False,227.0,8.0,1,right,J. Robinson-Earl 3PT  (6 PTS) (B. Boston 1 AST),"[1630526, 1630527]",1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,22.69,Made,Robinson-Earl,J. Robinson-Earl,,,,,,,6.0,B. Boston,1630527.0,1.0,,,,,,,,
654,PT01M50.00S,2024-12-27T03:09:43.1Z,4,REGULAR,3pt,Jump Shot,[],1641715,29.25427069645204,21.07843137254902,1610612745,108,125,2024-12-27T03:11:19Z,6400000,False,145.0,222.0,1,left,MISS C. Whitmore 26' step back 3PT,[1641715],1610612745.0,HOU,step back,,,,,,Above the Break 3,24+ Right Center,26.54,Missed,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,
655,PT01M47.00S,2024-12-27T03:09:46.1Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612740,108,125,2024-12-27T03:11:30Z,6410000,False,,,0,,D. Theis REBOUND (Off:1 Def:4),[1628464],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,Theis,D. Theis,,,654.0,5.0,4.0,1.0,,,,,,,,,,,,
656,PT01M34.00S,2024-12-27T03:09:58.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630527,80.28909329829172,49.31832107843137,1610612740,108,125,2024-12-27T03:12:50Z,6420000,False,-3.0,133.0,1,right,MISS B. Boston 13' pullup Shot,[1630527],1610612740.0,NOP,pullup,,,,,,In The Paint (Non-RA),8-16 Center,13.28,Missed,Boston,B. Boston,,,,,,,,,,,,,,,,,,
657,PT01M32.00S,2024-12-27T03:10:00.9Z,4,REGULAR,rebound,defensive,[],1642263,,,1610612745,108,125,2024-12-27T03:11:47Z,6430000,False,,,0,,R. Sheppard REBOUND (Off:1 Def:3),[1642263],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Center,,,Sheppard,R. Sheppard,,,656.0,4.0,3.0,1.0,,,,,,,,,,,,
658,PT01M25.00S,2024-12-27T03:10:07.7Z,4,REGULAR,turnover,lost ball,[],1629111,,,1610612745,108,125,2024-12-27T03:12:40Z,6440000,False,,,0,,J. Landale lost ball TURNOVER (3 TO),"[1629111, 1629750]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Landale,J. Landale,,,,,,,,,,,,,,,,3.0,Green,1629750.0
659,PT01M25.00S,2024-12-27T03:10:07.7Z,4,REGULAR,steal,,[],1629750,,,1610612740,108,125,2024-12-27T03:10:13Z,6450000,False,,,0,,J. Green STEAL (1 STL),[1629750],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Green,J. Green,,,,,,,,,,,,,,,,,,
660,PT01M13.00S,2024-12-27T03:10:20.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630526,73.06176084099869,10.271139705882348,1610612740,108,125,2024-12-27T03:13:12Z,6460000,False,-199.0,201.0,1,right,MISS J. Robinson-Earl 28' pullup 3PT,[1630526],1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Left Center,28.24,Missed,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,
661,PT01M08.00S,2024-12-27T03:10:25.2Z,4,REGULAR,rebound,defensive,[],1641715,,,1610612745,108,125,2024-12-27T03:13:22Z,6470000,False,,,0,,C. Whitmore REBOUND (Off:1 Def:3),[1641715],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,Whitmore,C. Whitmore,,,660.0,4.0,3.0,1.0,,,,,,,,,,,,
662,PT01M04.00S,2024-12-27T03:10:29.8Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612745,108,125,2024-12-27T03:10:39Z,6480000,False,,,0,,D. Theis shooting personal FOUL (4 PF) (Whitmore 2 FT),"[1628464, 1641715]",1610612740.0,NOP,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Theis,D. Theis,,,,,,,,,,,1628485.0,4.0,0.0,Whitmore,1641715.0,,,
664,PT01M04.00S,2024-12-27T03:11:18.8Z,4,REGULAR,freethrow,1 of 2,[],1641715,,,1610612745,108,125,2024-12-27T03:11:18Z,6500000,False,,,0,,MISS C. Whitmore Free Throw 1 of 2,[1641715],1610612745.0,HOU,,,,,,,,,,Missed,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,
665,PT01M04.00S,2024-12-27T03:11:18.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,108,125,2024-12-27T03:11:18Z,6510000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,664.0,,,,,,,,,,,,,,,
666,PT01M04.00S,2024-12-27T03:11:19.2Z,4,REGULAR,freethrow,2 of 2,[],1641715,,,1610612745,108,126,2024-12-27T03:11:19Z,6520000,False,,,0,,C. Whitmore Free Throw 2 of 2 (27 PTS),[1641715],1610612745.0,HOU,,,,,,,,,,Made,Whitmore,C. Whitmore,,,,,,,27.0,,,,,,,,,,,
667,PT00M49.70S,2024-12-27T03:11:34.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,93.51182654402102,52.69607843137255,1610612740,108,126,2024-12-27T03:14:16Z,6530000,False,13.0,8.0,1,right,MISS B. Boston driving reverse Layup,[1630527],1610612740.0,NOP,driving reverse,,,,,,Restricted Area,0-8 Center,1.6,Missed,Boston,B. Boston,,,,,,,,,,,,,,,,,,
668,PT00M47.70S,2024-12-27T03:11:36.6Z,4,REGULAR,rebound,offensive,[],1630526,,,1610612740,108,126,2024-12-27T03:14:16Z,6540000,False,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:1),[1630526],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,Robinson-Earl,J. Robinson-Earl,,,667.0,3.0,1.0,2.0,,,,,,,,,,,,
669,PT00M47.30S,2024-12-27T03:11:38.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630526,93.5611038107753,47.384344362745104,1610612740,110,126,2024-12-27T03:14:31Z,6550000,False,-13.0,8.0,1,right,J. Robinson-Earl putback Layup (8 PTS),[1630526],1610612740.0,NOP,putback,,,,,,Restricted Area,0-8 Center,1.53,Made,Robinson-Earl,J. Robinson-Earl,,,,,,,8.0,,,,,,,,,,,
670,PT00M47.30S,2024-12-27T03:11:40.3Z,4,REGULAR,foul,personal,['1freethrow'],201145,,,1610612740,110,126,2024-12-27T03:11:52Z,6560000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Robinson-Earl 1 FT),"[201145, 1630526]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,,,Green,J. Green,,,,,,,,,,,1628485.0,1.0,0.0,Robinson-Earl,1630526.0,,,
672,PT00M47.30S,2024-12-27T03:12:03.1Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1630526,,,1610612740,111,126,2024-12-27T03:12:03Z,6580000,False,,,0,,J. Robinson-Earl Free Throw 1 of 1 (9 PTS),[1630526],1610612740.0,NOP,,,,,,,,,,Made,Robinson-Earl,J. Robinson-Earl,,,,,,,9.0,,,,,,,,,,,
674,PT00M35.50S,2024-12-27T03:12:16.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630527,,,1610612745,111,126,2024-12-27T03:12:26Z,6600000,False,,,0,,B. Boston personal FOUL (3 PF) (Holiday 2 FT),"[1630527, 1628988]",1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Right,,,Boston,B. Boston,,,,,,,,,,,201638.0,3.0,0.0,Holiday,1628988.0,,,
