actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
604,PT01M05.00S,2025-03-27T03:13:15.2Z,4,REGULAR,substitution,out,[],1631157,,,1610612749,123,115,2025-03-27T03:13:31Z,5980000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,,,,,,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,
605,PT01M05.00S,2025-03-27T03:13:15.2Z,4,REGULAR,substitution,in,[],1629645,,,1610612749,123,115,2025-03-27T03:13:31Z,5990000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,,,,,,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,
606,PT01M05.00S,2025-03-27T03:13:47.7Z,4,REGULAR,turnover,inbound,[],1631260,,,1610612749,123,115,2025-03-27T03:14:30Z,6000000,False,,,0,,A. Green inbound TURNOVER (2 TO),[1631260],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Green,A. Green,,,,1628951.0,2.0,,,,,,,,,,,,
607,PT00M52.80S,2025-03-27T03:14:07.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627750,13.24942509855454,58.34482230392157,1610612743,125,115,2025-03-27T03:14:42Z,6010000,False,-42.0,72.0,1,left,J. Murray 8' driving Layup (17 PTS) (N. Jokić 10 AST),"[1627750, 203999]",1610612743.0,DEN,driving,,,,,,In The Paint (Non-RA),8-16 Center,8.32,Made,17.0,Murray,J. Murray,N. Jokić,203999.0,10.0,,,,,,,,,,,,,,
609,PT00M43.70S,2025-03-27T03:14:19.7Z,4,REGULAR,3pt,Jump Shot,[],1629018,82.52299605781866,6.349571078431367,1610612749,125,115,2025-03-27T03:15:03Z,6030000,False,-218.0,112.0,1,right,MISS G. Trent Jr. 24' pullup 3PT,[1629018],1610612749.0,MIL,pullup,,,,,,Above the Break 3,24+ Left Center,24.53,Missed,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,
610,PT00M41.40S,2025-03-27T03:14:22.0Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612743,125,115,2025-03-27T03:15:03Z,6040000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:9),[1629008],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,,Porter Jr.,M. Porter Jr.,,,,,,,,609.0,10.0,9.0,1.0,,,,,,
611,PT00M21.60S,2025-03-27T03:14:41.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203999,9.832867936925098,48.87408088235294,1610612743,127,115,2025-03-27T03:15:21Z,6050000,False,6.0,40.0,1,left,N. Jokić cutting DUNK (39 PTS) (C. Braun 6 AST),"[203999, 1631128]",1610612743.0,DEN,cutting,,,,,,Restricted Area,0-8 Center,4.03,Made,39.0,Jokić,N. Jokić,C. Braun,1631128.0,6.0,,,,,,,,,,,,,,
613,PT00M13.60S,2025-03-27T03:14:55.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,88.04204993429698,55.30790441176471,1610612749,127,115,2025-03-27T03:15:57Z,6070000,False,27.0,60.0,1,right,MISS K. Porter Jr. 6' driving Layup,[1629645],1610612749.0,MIL,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.55,Missed,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,
614,PT00M12.60S,2025-03-27T03:14:56.6Z,4,REGULAR,rebound,offensive,[],201572,,,1610612749,127,115,2025-03-27T03:15:57Z,6080000,False,,,0,,B. Lopez REBOUND (Off:5 Def:2),[201572],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Lopez,B. Lopez,,,,,,,,613.0,7.0,2.0,5.0,,,,,,
615,PT00M11.40S,2025-03-27T03:14:58.4Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201572,91.85282522996059,53.28584558823529,1610612749,127,117,2025-03-27T03:16:07Z,6090000,False,16.0,24.0,1,right,B. Lopez tip Layup (26 PTS),[201572],1610612749.0,MIL,tip,,,,,,Restricted Area,0-8 Center,2.92,Made,26.0,Lopez,B. Lopez,,,,,,,,,,,,,,,,,
616,PT00M00.00S,2025-03-27T03:15:23.1Z,4,REGULAR,period,end,[],0,,,1610612743,127,117,2025-03-27T03:15:23Z,6100000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT00M00.00S,2025-03-27T03:15:30.1Z,4,REGULAR,game,end,[],0,,,0,127,117,2025-03-27T03:15:30Z,6110000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
