actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
599,PT06M17.00S,2025-02-07T04:07:09.9Z,4,REGULAR,turnover,bad pass,[],201599,,,1610612743,102,72,2025-02-07T04:07:13Z,5900000,False,,,0,,D. Jordan bad pass TURNOVER (3 TO),"[201599, 1630243]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,3.0,Queen,1630243.0
600,PT06M17.00S,2025-02-07T04:07:09.9Z,4,REGULAR,steal,,[],1630243,,,1610612753,102,72,2025-02-07T04:07:11Z,5910000,False,,,0,,T. Queen STEAL (1 STL),[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
601,PT06M12.00S,2025-02-07T04:07:15.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641783,92.9862023653088,2.2058823529411766,1610612753,102,72,2025-02-07T04:08:10Z,5920000,False,-239.0,13.0,1,right,MISS T. da Silva 3PT,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Left Corner 3,24+ Left,23.94,Missed,,,,,,,,,,,,,,,,,,
602,PT06M11.00S,2025-02-07T04:07:16.3Z,4,REGULAR,rebound,defensive,[],201599,,,1610612743,102,72,2025-02-07T04:08:10Z,5930000,False,,,0,,D. Jordan REBOUND (Off:3 Def:4),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Left Corner 3,24+ Left,,,,,601.0,,,,,,,,,,7.0,4.0,3.0,,,
603,PT05M49.00S,2025-02-07T04:07:37.5Z,4,REGULAR,3pt,Jump Shot,[],1641816,5.601182654402102,96.32352941176471,1610612743,105,72,2025-02-07T04:07:42Z,5940000,False,-232.0,0.0,1,left,H. Tyson 3PT  (4 PTS) (J. Strawther 3 AST),"[1641816, 1631124]",1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,Left Corner 3,24+ Left,23.16,Made,,,,,,,,,4.0,J. Strawther,1631124.0,3.0,,,,,,
605,PT05M31.00S,2025-02-07T04:07:56.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630192,,,1610612753,105,72,2025-02-07T04:08:07Z,5960000,False,,,0,,Z. Nnaji shooting personal FOUL (2 PF) (da Silva 2 FT),"[1630192, 1641783]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),8-16 Left,,,,,,1626300.0,2.0,0.0,da Silva,1641783.0,,,,,,,,,,
607,PT05M31.00S,2025-02-07T04:08:21.8Z,4,REGULAR,freethrow,1 of 2,[],1641783,,,1610612753,105,73,2025-02-07T04:08:21Z,5980000,False,,,0,,T. da Silva Free Throw 1 of 2 (1 PTS),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
608,PT05M31.00S,2025-02-07T04:08:38.0Z,4,REGULAR,freethrow,2 of 2,[],1641783,,,1610612753,105,74,2025-02-07T04:08:38Z,5990000,False,,,0,,T. da Silva Free Throw 2 of 2 (2 PTS),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
609,PT05M18.00S,2025-02-07T04:08:55.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,7.440867279894875,49.754901960784316,1610612743,107,74,2025-02-07T04:09:00Z,6000000,False,1.0,17.0,1,left,D. Jordan cutting DUNK (8 PTS) (J. Pickett 3 AST),"[201599, 1629618]",1610612743.0,DEN,cutting,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,,,,,8.0,J. Pickett,1629618.0,3.0,,,,,,
611,PT05M04.00S,2025-02-07T04:09:08.7Z,4,REGULAR,3pt,Jump Shot,[],1630243,78.26872536136662,5.88235294117647,1610612753,107,74,2025-02-07T04:09:13Z,6020000,False,-221.0,152.0,1,right,MISS T. Queen 26' 3PT,[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,Above the Break 3,24+ Left Center,26.78,Missed,,,,,,,,,,,,,,,,,,
612,PT05M02.00S,2025-02-07T04:09:10.7Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,107,74,2025-02-07T04:09:13Z,6030000,False,,,0,,Z. Nnaji REBOUND (Off:2 Def:4),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Left Center,,,,,611.0,,,,,,,,,,6.0,4.0,2.0,,,
613,PT04M50.00S,2025-02-07T04:09:26.5Z,4,REGULAR,turnover,traveling,[],1630192,,,1610612743,107,74,2025-02-07T04:09:37Z,6040000,False,,,0,,Z. Nnaji traveling TURNOVER (1 TO),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),8-16 Right,,,,,,1628954.0,,,,,,,,,,,,1.0,,
614,PT04M50.00S,2025-02-07T04:09:29.6Z,4,REGULAR,substitution,out,[],1631124,,,1610612753,107,74,2025-02-07T04:09:58Z,6050000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT04M50.00S,2025-02-07T04:09:29.6Z,4,REGULAR,substitution,out,[],201599,,,1610612753,107,74,2025-02-07T04:09:58Z,6060000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT04M50.00S,2025-02-07T04:09:29.6Z,4,REGULAR,substitution,out,[],1630192,,,1610612753,107,74,2025-02-07T04:09:58Z,6070000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT04M50.00S,2025-02-07T04:09:29.6Z,4,REGULAR,substitution,in,[],1642461,,,1610612753,107,74,2025-02-07T04:09:58Z,6080000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT04M50.00S,2025-02-07T04:09:29.6Z,4,REGULAR,substitution,in,[],1641790,,,1610612753,107,74,2025-02-07T04:09:58Z,6090000,False,,,0,,SUB in: P. Hall,[1641790],1610612743.0,DEN,,,,Hall,P. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT04M50.00S,2025-02-07T04:09:29.6Z,4,REGULAR,substitution,in,[],1641725,,,1610612753,107,74,2025-02-07T04:09:58Z,6100000,False,,,0,,SUB in: T. Alexander,[1641725],1610612743.0,DEN,,,,Alexander,T. Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT04M39.00S,2025-02-07T04:10:04.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630243,69.99014454664915,70.34313725490196,1610612753,107,74,2025-02-07T04:10:37Z,6110000,False,102.0,230.0,1,right,MISS T. Queen 25' step back 3PT,[1630243],1610612753.0,ORL,step back,,,Queen,T. Queen,,,,,Above the Break 3,24+ Right Center,25.11,Missed,,,,,,,,,,,,,,,,,,
621,PT04M36.00S,2025-02-07T04:10:07.4Z,4,REGULAR,rebound,offensive,[],1629048,,,1610612753,107,74,2025-02-07T04:10:10Z,6120000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Right Center,,,,,620.0,,,,,,,,,,3.0,2.0,1.0,,,
623,PT04M35.00S,2025-02-07T04:10:12.2Z,4,REGULAR,substitution,out,[],1629048,,,1610612753,107,74,2025-02-07T04:10:17Z,6140000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT04M35.00S,2025-02-07T04:10:12.2Z,4,REGULAR,substitution,in,[],1641724,,,1610612753,107,74,2025-02-07T04:10:17Z,6150000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT04M32.00S,2025-02-07T04:10:28.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641783,92.32917214191852,43.872549019607845,1610612753,107,76,2025-02-07T04:10:32Z,6160000,False,-31.0,20.0,1,right,T. da Silva cutting Layup (4 PTS) (A. Black 2 AST),"[1641783, 1641710]",1610612753.0,ORL,cutting,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,3.63,Made,,,,,,,,,4.0,A. Black,1641710.0,2.0,,,,,,
627,PT04M11.00S,2025-02-07T04:10:48.7Z,4,REGULAR,2pt,Jump Shot,[],1641725,6.915243101182654,25.49019607843137,1610612743,109,76,2025-02-07T04:10:55Z,6180000,False,123.0,13.0,1,left,T. Alexander 12' fadeaway Jump Shot (2 PTS) (J. Pickett 4 AST),"[1641725, 1629618]",1610612743.0,DEN,fadeaway,,,Alexander,T. Alexander,,,,,Mid-Range,8-16 Right,12.31,Made,,,,,,,,,2.0,J. Pickett,1629618.0,4.0,,,,,,
629,PT03M54.00S,2025-02-07T04:11:06.2Z,4,REGULAR,3pt,Jump Shot,[],1641783,66.83639947437582,28.676470588235293,1610612753,109,79,2025-02-07T04:11:12Z,6200000,False,-107.0,259.0,1,right,T. da Silva 28' 3PT step back (7 PTS) (A. Black 3 AST),"[1641783, 1641710]",1610612753.0,ORL,step back,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,28.03,Made,,,,,,,,,7.0,A. Black,1641710.0,3.0,,,,,,
631,PT03M42.00S,2025-02-07T04:11:17.9Z,4,REGULAR,3pt,Jump Shot,[],1641816,21.895532194480946,90.44117647058823,1610612743,112,79,2025-02-07T04:11:23Z,6220000,False,-202.0,153.0,1,left,H. Tyson 25' 3PT  (7 PTS) (J. Pickett 5 AST),"[1641816, 1629618]",1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,Above the Break 3,24+ Left Center,25.37,Made,,,,,,,,,7.0,J. Pickett,1629618.0,5.0,,,,,,
633,PT03M21.00S,2025-02-07T04:11:40.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642461,,,1610612753,112,79,2025-02-07T04:11:52Z,6240000,False,,,0,,S. Jones shooting personal FOUL (1 PF) (Houstan 2 FT),"[1642461, 1631216]",1610612743.0,DEN,shooting,,,Jones,S. Jones,,,,,Restricted Area,0-8 Center,,,,,,101283.0,1.0,0.0,Houstan,1631216.0,,,,,,,,,,
635,PT03M21.00S,2025-02-07T04:12:04.9Z,4,REGULAR,freethrow,1 of 2,[],1631216,,,1610612753,112,80,2025-02-07T04:12:22Z,6260000,False,,,0,,C. Houstan Free Throw 1 of 2 (1 PTS),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
636,PT03M21.00S,2025-02-07T04:12:04.9Z,4,REGULAR,freethrow,2 of 2,[],1631216,,,1610612753,112,80,2025-02-07T04:12:22Z,6270000,False,,,0,,MISS C. Houstan Free Throw 2 of 2,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
637,PT03M18.00S,2025-02-07T04:12:07.9Z,4,REGULAR,rebound,defensive,[],1641816,,,1610612743,112,80,2025-02-07T04:12:22Z,6280000,False,,,0,,H. Tyson REBOUND (Off:0 Def:2),[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,,,,,,,636.0,,,,,,,,,,2.0,2.0,0.0,,,
638,PT03M15.00S,2025-02-07T04:12:27.3Z,4,REGULAR,turnover,out-of-bounds,[],1641816,,,1610612743,112,80,2025-02-07T05:04:45Z,6290000,False,,,0,,H. Tyson bad pass out-of-bounds TURNOVER (1 TO),[1641816],1610612743.0,DEN,bad pass,,,Tyson,H. Tyson,,,,,Mid-Range,8-16 Left,,,,,,1628954.0,,,,,,,,,,,,1.0,,
639,PT02M56.00S,2025-02-07T04:12:52.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630243,92.9862023653088,43.627450980392155,1610612753,112,82,2025-02-07T04:12:56Z,6300000,False,-32.0,13.0,1,right,T. Queen driving Layup (2 PTS) (A. Black 4 AST),"[1630243, 1641710]",1610612753.0,ORL,driving,,,Queen,T. Queen,,,,,Restricted Area,0-8 Center,3.46,Made,,,,,,,,,2.0,A. Black,1641710.0,4.0,,,,,,
641,PT02M44.00S,2025-02-07T04:13:03.0Z,4,REGULAR,3pt,Jump Shot,[],1641790,29.77989487516426,27.205882352941174,1610612743,112,82,2025-02-07T04:13:07Z,6320000,False,114.0,227.0,1,left,MISS P. Hall 25' 3PT,[1641790],1610612743.0,DEN,,,,Hall,P. Hall,,,,,Above the Break 3,24+ Right Center,25.44,Missed,,,,,,,,,,,,,,,,,,
642,PT02M41.00S,2025-02-07T04:13:06.0Z,4,REGULAR,rebound,defensive,[],1630243,,,1610612753,112,82,2025-02-07T04:13:07Z,6330000,False,,,0,,T. Queen REBOUND (Off:2 Def:2),[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,Above the Break 3,24+ Right Center,,,,,641.0,,,,,,,,,,4.0,2.0,2.0,,,
643,PT02M34.00S,2025-02-07T04:13:12.3Z,4,REGULAR,3pt,Jump Shot,[],1631216,72.48685939553219,81.12745098039215,1610612753,112,82,2025-02-07T04:13:17Z,6340000,False,156.0,206.0,1,right,MISS C. Houstan 25' 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Right Center,25.82,Missed,,,,,,,,,,,,,,,,,,
644,PT02M31.00S,2025-02-07T04:13:15.3Z,4,REGULAR,rebound,defensive,[],1641790,,,1610612743,112,82,2025-02-07T04:13:17Z,6350000,False,,,0,,P. Hall REBOUND (Off:0 Def:1),[1641790],1610612743.0,DEN,,,,Hall,P. Hall,,,,,Above the Break 3,24+ Right Center,,,,,643.0,,,,,,,,,,1.0,1.0,0.0,,,
645,PT02M27.00S,2025-02-07T04:13:20.4Z,4,REGULAR,turnover,lost ball,[],1641816,,,1610612743,112,82,2025-02-07T04:13:24Z,6360000,False,,,0,,H. Tyson lost ball TURNOVER (2 TO),"[1641816, 1630243]",1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,2.0,Queen,1630243.0
646,PT02M27.00S,2025-02-07T04:13:20.4Z,4,REGULAR,steal,,[],1630243,,,1610612753,112,82,2025-02-07T04:13:22Z,6370000,False,,,0,,T. Queen STEAL (2 STL),[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
647,PT02M22.00S,2025-02-07T04:13:24.6Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641783,69.59592641261499,26.96078431372549,1610612753,112,82,2025-02-07T04:14:23Z,6380000,False,-115.0,233.0,1,right,MISS T. da Silva 26' running pullup 3PT,[1641783],1610612753.0,ORL,running pullup,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,26.02,Missed,,,,,,,,,,,,,,,,,,
648,PT02M21.00S,2025-02-07T04:13:25.6Z,4,REGULAR,rebound,offensive,[],1630243,,,1610612753,112,82,2025-02-07T04:13:33Z,6390000,False,,,0,,T. Queen REBOUND (Off:3 Def:2),[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,Above the Break 3,24+ Left Center,,,,,647.0,,,,,,,,,,5.0,2.0,3.0,,,
649,PT02M21.00S,2025-02-07T04:13:35.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641725,,,1610612753,112,82,2025-02-07T04:13:55Z,6400000,False,,,0,,T. Alexander shooting personal FOUL (1 PF) (Queen 2 FT),"[1641725, 1630243]",1610612743.0,DEN,shooting,,,Alexander,T. Alexander,,,,,Restricted Area,0-8 Center,,,,,,1628954.0,1.0,0.0,Queen,1630243.0,,,,,,,,,,
651,PT02M21.00S,2025-02-07T04:13:43.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,112,82,2025-02-07T04:13:43Z,6420000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT02M21.00S,2025-02-07T04:16:27.1Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630243,,,1610612753,112,83,2025-02-07T04:16:27Z,6430000,False,,,0,,T. Queen Free Throw 1 of 2 (3 PTS),[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
653,PT02M21.00S,2025-02-07T04:16:39.6Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630243,,,1610612753,112,84,2025-02-07T04:16:39Z,6440000,False,,,0,,T. Queen Free Throw 2 of 2 (4 PTS),[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
654,PT02M10.00S,2025-02-07T04:16:56.1Z,4,REGULAR,turnover,traveling,[],1641816,,,1610612743,112,84,2025-02-07T04:17:06Z,6450000,False,,,0,,H. Tyson traveling TURNOVER (3 TO),[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,Above the Break 3,24+ Right Center,,,,,,1626300.0,,,,,,,,,,,,3.0,,
655,PT01M51.00S,2025-02-07T04:17:27.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630243,71.43561103810775,80.63725490196079,1610612753,112,84,2025-02-07T04:17:33Z,6460000,False,153.0,216.0,1,right,MISS T. Queen 26' step back 3PT,[1630243],1610612753.0,ORL,step back,,,Queen,T. Queen,,,,,Above the Break 3,24+ Right Center,26.48,Missed,,,,,,,,,,,,,,,,,,
656,PT01M47.00S,2025-02-07T04:17:31.2Z,4,REGULAR,rebound,defensive,[],1629618,,,1610612743,112,84,2025-02-07T04:17:33Z,6470000,False,,,0,,J. Pickett REBOUND (Off:0 Def:2),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Right Center,,,,,655.0,,,,,,,,,,2.0,2.0,0.0,,,
669,PT01M33.00S,2025-02-07T04:17:37.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641790,7.835085413929041,47.794117647058826,1610612743,112,84,2025-02-07T04:19:13Z,6475000,False,11.0,21.0,1,left,MISS P. Hall Layup - blocked,"[1641790, 1641783]",1610612743.0,DEN,,,,Hall,P. Hall,,,,,Restricted Area,0-8 Center,2.38,Missed,da Silva,1641783.0,,,,,,,,,,,,,,,,
670,PT01M33.00S,2025-02-07T04:17:37.5Z,4,REGULAR,block,,[],1641783,,,1610612743,112,84,2025-02-07T04:19:13Z,6477500,False,,,0,,T. da Silva BLOCK (1 BLK),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
671,PT01M32.00S,2025-02-07T04:17:38.5Z,4,REGULAR,rebound,offensive,[],1641790,,,1610612743,112,84,2025-02-07T04:19:13Z,6478750,False,,,0,,P. Hall REBOUND (Off:1 Def:1),[1641790],1610612743.0,DEN,,,,Hall,P. Hall,,,,,Restricted Area,0-8 Center,,,,,669.0,,,,,,,,,,2.0,1.0,1.0,,,
657,PT01M30.00S,2025-02-07T04:17:47.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642461,7.440867279894875,54.41176470588235,1610612743,112,84,2025-02-07T04:19:13Z,6480000,False,-22.0,17.0,1,left,MISS S. Jones driving Layup,[1642461],1610612743.0,DEN,driving,,,Jones,S. Jones,,,,,Restricted Area,0-8 Center,2.81,Missed,,,,,,,,,,,,,,,,,,
658,PT01M28.00S,2025-02-07T04:17:49.8Z,4,REGULAR,rebound,defensive,[],1631216,,,1610612753,112,84,2025-02-07T04:17:53Z,6490000,False,,,0,,C. Houstan REBOUND (Off:0 Def:1),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Restricted Area,0-8 Center,,,,,657.0,,,,,,,,,,1.0,1.0,0.0,,,
659,PT01M12.00S,2025-02-07T04:18:07.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641710,90.75229960578186,49.754901960784316,1610612753,112,86,2025-02-07T04:18:48Z,6500000,False,-1.0,34.0,1,right,A. Black driving Layup (7 PTS),[1641710],1610612753.0,ORL,driving,,,Black,A. Black,,,,,Restricted Area,0-8 Center,3.44,Made,,,,,,,,,7.0,,,,,,,,,
660,PT01M12.00S,2025-02-07T04:18:10.2Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641790,,,1610612753,112,86,2025-02-07T04:18:16Z,6510000,False,,,0,,P. Hall shooting personal FOUL (1 PF) (Black 1 FT),"[1641790, 1641710]",1610612743.0,DEN,shooting,,,Hall,P. Hall,,,,,Restricted Area,0-8 Center,,,,,,101283.0,1.0,0.0,Black,1641710.0,,,,,,,,,,
662,PT01M12.00S,2025-02-07T04:18:28.0Z,4,REGULAR,freethrow,1 of 1,[],1641710,,,1610612753,112,87,2025-02-07T04:18:28Z,6530000,False,,,0,,A. Black Free Throw 1 of 1 (8 PTS),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
663,PT00M53.80S,2025-02-07T04:18:48.8Z,4,REGULAR,3pt,Jump Shot,[],1641816,30.305519053876477,21.323529411764707,1610612743,112,87,2025-02-07T04:18:55Z,6540000,False,143.0,232.0,1,left,MISS H. Tyson 27' 3PT,[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,Above the Break 3,24+ Right Center,27.31,Missed,,,,,,,,,,,,,,,,,,
664,PT00M51.60S,2025-02-07T04:18:51.8Z,4,REGULAR,rebound,offensive,[],1642461,,,1610612743,112,87,2025-02-07T04:18:51Z,6550000,False,,,0,,S. Jones REBOUND (Off:1 Def:0),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Right Center,,,,,663.0,,,,,,,,,,1.0,0.0,1.0,,,
665,PT00M45.50S,2025-02-07T04:18:57.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641816,31.750985545335087,27.205882352941174,1610612743,112,87,2025-02-07T04:19:03Z,6560000,False,114.0,246.0,1,left,MISS H. Tyson 27' 3PT,[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,Above the Break 3,24+ Right Center,27.11,Missed,,,,,,,,,,,,,,,,,,
666,PT00M42.60S,2025-02-07T04:19:00.7Z,4,REGULAR,rebound,defensive,[],1641783,,,1610612753,112,87,2025-02-07T04:19:00Z,6570000,False,,,0,,T. da Silva REBOUND (Off:1 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Right Center,,,,,665.0,,,,,,,,,,2.0,1.0,1.0,,,
667,PT00M34.40S,2025-02-07T04:19:08.9Z,4,REGULAR,3pt,Jump Shot,[],1641724,75.50919842312747,87.99019607843137,1610612753,112,90,2025-02-07T04:19:21Z,6580000,False,190.0,178.0,1,right,J. Howard 26' 3PT  (3 PTS) (T. Queen 2 AST),"[1641724, 1630243]",1610612753.0,ORL,,,,Howard,J. Howard,,,,,Above the Break 3,24+ Right Center,26.01,Made,,,,,,,,,3.0,T. Queen,1630243.0,2.0,,,,,,
672,PT00M09.50S,2025-02-07T04:19:39.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612743,112,90,2025-02-07T04:19:48Z,6600000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
673,PT00M04.30S,2025-02-07T04:19:49.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641724,67.7562417871222,12.5,1610612753,112,90,2025-02-07T05:04:50Z,6610000,False,-188.0,251.0,1,right,MISS J. Howard 31' 3PT,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Above the Break 3,24+ Left Center,31.3,Missed,,,,,,,,,,,,,,,,,,
674,PT00M03.50S,2025-02-07T04:19:50.2Z,4,REGULAR,rebound,defensive,[],1629618,,,1610612743,112,90,2025-02-07T04:20:30Z,6620000,False,,,0,,J. Pickett REBOUND (Off:0 Def:3),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Left Center,,,,,673.0,,,,,,,,,,3.0,3.0,0.0,,,
675,PT00M00.00S,2025-02-07T04:20:24.3Z,4,REGULAR,period,end,[],0,,,1610612743,112,90,2025-02-07T04:20:24Z,6630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M00.00S,2025-02-07T04:20:27.5Z,4,REGULAR,game,end,[],0,,,0,112,90,2025-02-07T04:20:27Z,6640000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
