actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId
589,PT05M24.00S,2025-02-12T02:06:09.2Z,4,REGULAR,3pt,Jump Shot,[],1641711,29.221419185282528,80.88235294117646,1610612761,96,96,2025-02-12T02:06:14Z,5710000,False,-154.0,222.0,1,left,G. Dick 27' 3PT  (13 PTS) (J. Shead 5 AST),"[1641711, 1642347]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,,,27.06,Made,13.0,J. Shead,1642347.0,5.0,,,,,,,,,,,,
591,PT05M15.00S,2025-02-12T02:06:19.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630215,94.53022339027595,52.450980392156865,1610612755,96,96,2025-02-12T02:06:23Z,5730000,False,12.0,-1.0,1,right,MISS J. Butler driving Layup,[1630215],1610612755.0,PHI,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,1.23,Missed,,,,,,,,,,,,,,,,
592,PT05M13.00S,2025-02-12T02:06:21.4Z,4,REGULAR,rebound,defensive,[],1630534,,,1610612761,96,96,2025-02-12T02:06:23Z,5740000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:2),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,591.0,2.0,2.0,0.0,,
593,PT05M07.00S,2025-02-12T02:06:28.7Z,4,REGULAR,turnover,traveling,[],1642266,,,1610612761,96,96,2025-02-12T02:06:33Z,5750000,False,,,0,,J. Walter traveling TURNOVER (1 TO),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Mid-Range,8-16 Right,1627963.0,1.0,,,,,,,,,,,,,,,,,,
598,PT05M07.00S,2025-02-12T02:06:48.3Z,4,REGULAR,substitution,out,[],1642266,,,1610612755,96,96,2025-02-12T02:07:44Z,5755000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT05M07.00S,2025-02-12T02:06:48.3Z,4,REGULAR,substitution,in,[],1630567,,,1610612755,96,96,2025-02-12T02:07:44Z,5757500,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT04M50.00S,2025-02-12T02:07:07.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626162,95.31865965834429,52.94117647058824,1610612755,96,96,2025-02-12T02:07:13Z,5760000,False,15.0,-8.0,1,right,MISS K. Oubre Jr. Layup - blocked,"[1626162, 1630567]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,1.7,Missed,,,,,,,,,Barnes,1630567.0,,,,,,
595,PT04M50.00S,2025-02-12T02:07:07.9Z,4,REGULAR,block,,[],1630567,,,1610612755,96,96,2025-02-12T02:07:11Z,5770000,False,,,0,,S. Barnes BLOCK (2 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
596,PT04M46.00S,2025-02-12T02:07:11.9Z,4,REGULAR,rebound,defensive,[],1630534,,,1610612761,96,96,2025-02-12T02:07:13Z,5780000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:3),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,594.0,3.0,3.0,0.0,,
597,PT04M45.00S,2025-02-12T02:07:14.7Z,4,REGULAR,turnover,out-of-bounds,[],1642347,,,1610612761,96,96,2025-02-12T02:07:26Z,5790000,False,,,0,,J. Shead bad pass out-of-bounds TURNOVER (3 TO),[1642347],1610612761.0,TOR,bad pass,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,1627963.0,3.0,,,,,,,,,,,,,,,,,,
617,PT04M45.00S,2025-02-12T02:07:33.3Z,4,REGULAR,substitution,out,[],1630215,,,1610612755,96,96,2025-02-12T02:10:25Z,5815000,False,,,0,,SUB out: J. Butler,[1630215],1610612755.0,PHI,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT04M45.00S,2025-02-12T02:07:33.3Z,4,REGULAR,substitution,in,[],1630178,,,1610612755,96,96,2025-02-12T02:10:25Z,5827500,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT04M27.00S,2025-02-12T02:07:52.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,67.06636005256242,53.18627450980392,1610612755,96,96,2025-02-12T02:08:04Z,5840000,False,16.0,257.0,1,right,MISS T. Maxey 25' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,25.76,Missed,,,,,,,,,,,,,,,,
605,PT04M25.00S,2025-02-12T02:07:54.2Z,4,REGULAR,rebound,defensive,[],1641711,,,1610612761,96,96,2025-02-12T02:07:54Z,5850000,False,,,0,,G. Dick REBOUND (Off:0 Def:3),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,604.0,3.0,3.0,0.0,,
606,PT04M06.00S,2025-02-12T02:08:12.5Z,4,REGULAR,3pt,Jump Shot,[],1642347,31.192509855453352,28.186274509803923,1610612761,96,96,2025-02-12T02:08:18Z,5860000,False,109.0,241.0,1,left,MISS J. Shead 26' 3PT,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Right Center,,,26.43,Missed,,,,,,,,,,,,,,,,
607,PT04M05.00S,2025-02-12T02:08:13.5Z,4,REGULAR,rebound,defensive,[],1629656,,,1610612755,96,96,2025-02-12T02:08:18Z,5870000,False,,,0,,Q. Grimes REBOUND (Off:2 Def:2),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,606.0,4.0,2.0,2.0,,
608,PT04M05.00S,2025-02-12T02:08:18.4Z,4,REGULAR,foul,personal,[],1630534,,,1610612755,96,96,2025-02-12T02:08:39Z,5880000,False,,,0,,O. Agbaji personal FOUL (5 PF),"[1630534, 1629656]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,1627963.0,,,,,,,,5.0,0.0,Grimes,1629656.0,,,,,,,,
610,PT04M05.00S,2025-02-12T02:08:38.9Z,4,REGULAR,substitution,out,[],1642347,,,1610612755,96,96,2025-02-12T02:08:42Z,5900000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT04M05.00S,2025-02-12T02:08:38.9Z,4,REGULAR,substitution,in,[],1630193,,,1610612755,96,96,2025-02-12T02:08:42Z,5910000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT03M48.00S,2025-02-12T02:08:59.8Z,4,REGULAR,3pt,Jump Shot,[],203954,72.19119579500656,18.382352941176478,1610612755,96,96,2025-02-12T02:27:34Z,5920000,False,-158.0,209.0,1,right,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,26.2,Missed,,,,,,,,,,,,,,,,
613,PT03M45.00S,2025-02-12T02:09:02.8Z,4,REGULAR,rebound,defensive,[],1630534,,,1610612761,96,96,2025-02-12T02:27:34Z,5930000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:4),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,612.0,4.0,4.0,0.0,,
614,PT03M32.00S,2025-02-12T02:09:09.9Z,4,REGULAR,3pt,Jump Shot,[],1641711,31.84954007884363,73.52941176470588,1610612761,96,99,2025-02-12T02:09:38Z,5940000,False,-118.0,247.0,1,left,G. Dick 27' 3PT  (16 PTS) (J. Mogbo 5 AST),"[1641711, 1642367]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,,,27.35,Made,16.0,J. Mogbo,1642367.0,5.0,,,,,,,,,,,,
616,PT03M24.00S,2025-02-12T02:09:23.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,96,99,2025-02-12T02:09:23Z,5960000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT03M16.00S,2025-02-12T02:12:24.0Z,4,REGULAR,foul,personal,['2freethrow'],1642367,,,1610612755,96,99,2025-02-12T02:12:29Z,5970000,False,,,0,,J. Mogbo shooting personal FOUL (5 PF) (Embiid 2 FT),"[1642367, 203954]",1610612761.0,TOR,shooting,,,Mogbo,J. Mogbo,,,,,Mid-Range,16-24 Right Center,1626300.0,,,,,,,,5.0,0.0,Embiid,203954.0,,,,,,,,
621,PT03M16.00S,2025-02-12T02:12:45.0Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,96,99,2025-02-12T02:12:45Z,5990000,False,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
622,PT03M16.00S,2025-02-12T02:12:45.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,96,99,2025-02-12T02:12:45Z,6000000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,621.0,,,,,
623,PT03M16.00S,2025-02-12T02:12:45.0Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,97,99,2025-02-12T02:13:09Z,6010000,False,,,0,,J. Embiid Free Throw 2 of 2 (27 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,27.0,,,,,,,,,,,,,,,
624,PT03M01.00S,2025-02-12T02:13:28.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,17.526281208935615,65.19607843137254,1610612761,97,101,2025-02-12T02:13:34Z,6020000,False,-76.0,112.0,1,left,S. Barnes 13' pullup Jump Shot (33 PTS),[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Left,,,13.55,Made,33.0,,,,,,,,,,,,,,,
625,PT02M44.00S,2025-02-12T02:13:45.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203954,93.08475689881735,50.245098039215684,1610612755,97,101,2025-02-12T02:13:54Z,6030000,False,1.0,13.0,1,right,MISS J. Embiid driving reverse Layup,[203954],1610612755.0,PHI,driving reverse,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,1.26,Missed,,,,,,,,,,,,,,,,
626,PT02M42.00S,2025-02-12T02:13:47.8Z,4,REGULAR,rebound,defensive,[],1641711,,,1610612761,97,101,2025-02-12T02:13:54Z,6040000,False,,,0,,G. Dick REBOUND (Off:0 Def:4),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,625.0,4.0,4.0,0.0,,
627,PT02M32.00S,2025-02-12T02:13:57.7Z,4,REGULAR,3pt,Jump Shot,[],1630534,16.080814717476997,4.901960784313729,1610612761,97,101,2025-02-12T02:14:03Z,6050000,False,225.0,99.0,1,left,MISS O. Agbaji 24' 3PT,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,,,24.62,Missed,,,,,,,,,,,,,,,,
628,PT02M29.00S,2025-02-12T02:14:00.7Z,4,REGULAR,rebound,defensive,[],1629656,,,1610612755,97,101,2025-02-12T02:14:03Z,6060000,False,,,0,,Q. Grimes REBOUND (Off:2 Def:3),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,627.0,5.0,3.0,2.0,,
629,PT02M20.00S,2025-02-12T02:14:09.6Z,4,REGULAR,3pt,Jump Shot,[],202331,92.95335085413929,4.901960784313729,1610612755,100,101,2025-02-12T02:14:14Z,6070000,False,-225.0,14.0,1,right,P. George 3PT  (14 PTS) (K. Oubre Jr. 3 AST),"[202331, 1626162]",1610612755.0,PHI,,,,George,P. George,,,,,Left Corner 3,24+ Left,,,22.59,Made,14.0,K. Oubre Jr.,1626162.0,3.0,,,,,,,,,,,,
631,PT02M02.00S,2025-02-12T02:14:30.4Z,4,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612761,100,101,2025-02-12T02:14:38Z,6090000,False,,,0,,K. Oubre Jr. shooting personal FOUL (3 PF) (Quickley 2 FT),"[1626162, 1630193]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,2530.0,,,,,,,,3.0,0.0,Quickley,1630193.0,,,,,,,,
633,PT02M02.00S,2025-02-12T02:14:56.0Z,4,REGULAR,freethrow,1 of 2,[],1630193,,,1610612761,100,102,2025-02-12T02:14:56Z,6110000,False,,,0,,I. Quickley Free Throw 1 of 2 (22 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,,
634,PT02M02.00S,2025-02-12T02:15:17.4Z,4,REGULAR,freethrow,2 of 2,[],1630193,,,1610612761,100,103,2025-02-12T02:15:17Z,6120000,False,,,0,,I. Quickley Free Throw 2 of 2 (23 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,Made,23.0,,,,,,,,,,,,,,,
635,PT01M49.00S,2025-02-12T02:15:34.5Z,4,REGULAR,3pt,Jump Shot,[],1630178,73.63666228646518,19.362745098039213,1610612755,103,103,2025-02-12T02:15:40Z,6130000,False,-153.0,195.0,1,right,T. Maxey 24' 3PT step back (5 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,24.82,Made,5.0,,,,,,,,,,,,,,,
636,PT01M32.00S,2025-02-12T02:15:58.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,7.408015768725363,52.69607843137255,1610612761,103,105,2025-02-12T02:16:02Z,6140000,False,-13.0,17.0,1,left,O. Agbaji Layup (11 PTS) (S. Barnes 3 AST),"[1630534, 1630567]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,2.18,Made,11.0,S. Barnes,1630567.0,3.0,,,,,,,,,,,,
638,PT01M17.00S,2025-02-12T02:16:14.9Z,4,REGULAR,2pt,Jump Shot,[],203954,75.87056504599212,42.15686274509803,1610612755,103,105,2025-02-12T02:16:19Z,6160000,False,-39.0,174.0,1,right,MISS J. Embiid 17' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,17.87,Missed,,,,,,,,,,,,,,,,
639,PT01M14.00S,2025-02-12T02:16:17.9Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,103,105,2025-02-12T02:16:19Z,6170000,False,,,0,,S. Barnes REBOUND (Off:1 Def:8),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,638.0,9.0,8.0,1.0,,
640,PT01M00.00S,2025-02-12T02:16:31.6Z,4,REGULAR,3pt,Jump Shot,[],1630193,30.535479632063073,28.186274509803923,1610612761,103,105,2025-02-12T02:21:56Z,6180000,False,109.0,235.0,1,left,MISS I. Quickley 25' step back 3PT,[1630193],1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,25.86,Missed,,,,,,,,,,,,,,,,
641,PT00M58.60S,2025-02-12T02:16:33.0Z,4,REGULAR,rebound,defensive,[],1629656,,,1610612755,103,105,2025-02-12T02:16:38Z,6190000,False,,,0,,Q. Grimes REBOUND (Off:2 Def:4),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,640.0,6.0,4.0,2.0,,
642,PT00M49.00S,2025-02-12T02:16:44.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,93.87319316688567,46.568627450980394,1610612755,103,105,2025-02-12T02:16:50Z,6200000,False,-17.0,5.0,1,right,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,1.79,Missed,,,,,,,,,,,,,,,,
643,PT00M48.30S,2025-02-12T02:16:48.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,103,105,2025-02-12T02:16:48Z,6210000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,642.0,,,,,
645,PT00M47.00S,2025-02-12T02:17:05.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202331,95.58147174770039,5.637254901960787,1610612755,103,105,2025-02-12T02:17:11Z,6230000,False,-222.0,-11.0,1,right,MISS P. George fadeaway 3PT,[202331],1610612755.0,PHI,fadeaway,,,George,P. George,,,,,Left Corner 3,24+ Left,,,22.21,Missed,,,,,,,,,,,,,,,,
646,PT00M43.70S,2025-02-12T02:17:08.3Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,103,105,2025-02-12T02:17:11Z,6240000,False,,,0,,S. Barnes REBOUND (Off:1 Def:9),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,645.0,10.0,9.0,1.0,,
647,PT00M20.60S,2025-02-12T02:17:31.2Z,4,REGULAR,3pt,Jump Shot,[],1642367,33.952036793692514,29.166666666666657,1610612761,103,105,2025-02-12T02:17:36Z,6250000,False,104.0,267.0,1,left,MISS J. Mogbo 28' pullup 3PT,[1642367],1610612761.0,TOR,pullup,,,Mogbo,J. Mogbo,,,,,Above the Break 3,24+ Right Center,,,28.62,Missed,,,,,,,,,,,,,,,,
648,PT00M20.00S,2025-02-12T02:17:31.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,103,105,2025-02-12T02:17:55Z,6260000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,647.0,,,,,
649,PT00M20.00S,2025-02-12T02:17:36.9Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612761,103,105,2025-02-12T02:18:29Z,6270000,False,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Center,2530.0,,,,,,,,,,,,,,,,,,,
650,PT00M08.70S,2025-02-12T02:18:01.2Z,4,REGULAR,turnover,lost ball,[],203954,,,1610612755,103,105,2025-02-12T02:18:07Z,6280000,False,,,0,,J. Embiid lost ball TURNOVER (4 TO),"[203954, 1641711]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,4.0,,,,,,,,,,,,,,,,,Dick,1641711.0
651,PT00M08.70S,2025-02-12T02:18:01.2Z,4,REGULAR,steal,,[],1641711,,,1610612761,103,105,2025-02-12T02:18:03Z,6290000,False,,,0,,G. Dick STEAL (3 STL),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
652,PT00M05.30S,2025-02-12T02:18:05.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630178,,,1610612761,103,105,2025-02-12T02:18:21Z,6300000,False,,,0,,T. Maxey take personal FOUL (4 PF) (Dick 2 FT),"[1630178, 1641711]",1610612755.0,PHI,take,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left Center,1627963.0,,,,,,,,4.0,0.0,Dick,1641711.0,,,,,,,,
654,PT00M05.30S,2025-02-12T02:18:38.2Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641711,,,1610612761,103,105,2025-02-12T02:18:38Z,6320000,False,,,0,,MISS G. Dick Free Throw 1 of 2,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
655,PT00M05.30S,2025-02-12T02:18:38.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,103,105,2025-02-12T02:18:38Z,6330000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,654.0,,,,,
656,PT00M05.30S,2025-02-12T02:18:52.2Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641711,,,1610612761,103,106,2025-02-12T02:18:52Z,6340000,False,,,0,,G. Dick Free Throw 2 of 2 (17 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,,
657,PT00M05.30S,2025-02-12T02:18:55.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,103,106,2025-02-12T02:18:55Z,6350000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M01.70S,2025-02-12T02:20:33.3Z,4,REGULAR,3pt,Jump Shot,[],1630178,70.08869908015768,75.73529411764706,1610612755,103,106,2025-02-12T02:26:07Z,6360000,False,129.0,229.0,1,right,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,26.24,Missed,,,,,,,,,,,,,,,,
659,PT00M01.70S,2025-02-12T02:20:33.3Z,4,REGULAR,rebound,offensive,[],1629656,,,1610612755,103,106,2025-02-12T02:20:45Z,6370000,False,,,0,,Q. Grimes REBOUND (Off:3 Def:4),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,658.0,7.0,4.0,3.0,,
661,PT00M00.00S,2025-02-12T02:21:14.2Z,4,REGULAR,period,end,[],0,,,1610612755,103,106,2025-02-12T02:21:14Z,6390000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M00.00S,2025-02-12T02:21:16.1Z,4,REGULAR,game,end,[],0,,,0,103,106,2025-02-12T02:21:16Z,6400000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
