actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
600,PT04M31.00S,2024-12-14T02:14:47.5Z,4,REGULAR,substitution,out,[],1630167,,,1610612755,97,105,2024-12-14T02:15:03Z,5930000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,
601,PT04M31.00S,2024-12-14T02:14:47.5Z,4,REGULAR,substitution,in,[],203083,,,1610612755,97,105,2024-12-14T02:15:03Z,5940000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
602,PT04M31.00S,2024-12-14T02:14:47.5Z,4,REGULAR,substitution,in,[],1627783,,,1610612755,97,105,2024-12-14T02:15:03Z,5950000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,,,,,,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,
603,PT04M31.00S,2024-12-14T02:15:25.2Z,4,REGULAR,freethrow,2 of 2,[],202331,,,1610612755,98,105,2024-12-14T02:15:25Z,5960000,False,,,0,,P. George Free Throw 2 of 2 (15 PTS),[202331],1610612755.0,PHI,,,,,,,,,,Made,15.0,George,P. George,,,,,,,,,,,,,,,,,
604,PT04M12.00S,2024-12-14T02:15:51.2Z,4,REGULAR,3pt,Jump Shot,[],1627783,8.722076215505908,96.32352941176471,1610612754,98,108,2024-12-14T02:16:04Z,5970000,False,-232.0,29.0,1,left,P. Siakam 3PT  (21 PTS) (A. Nembhard 5 AST),"[1627783, 1629614]",1610612754.0,IND,,,,,,,Left Corner 3,24+ Left,23.35,Made,21.0,Siakam,P. Siakam,A. Nembhard,1629614.0,5.0,,,,,,,,,,,,,,
606,PT03M45.00S,2024-12-14T02:16:16.9Z,4,REGULAR,3pt,Jump Shot,[],202331,66.40932982917215,49.754901960784316,1610612755,98,108,2024-12-14T02:16:21Z,5990000,False,-1.0,263.0,1,right,MISS P. George 26' 3PT,[202331],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,26.33,Missed,,George,P. George,,,,,,,,,,,,,,,,,
607,PT03M42.00S,2024-12-14T02:16:19.9Z,4,REGULAR,rebound,defensive,[],1629614,,,1610612754,98,108,2024-12-14T02:16:21Z,6000000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:2),[1629614],1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,,,,Nembhard,A. Nembhard,,,,606.0,2.0,2.0,0.0,,,,,,,,,,
608,PT03M23.00S,2024-12-14T02:16:38.9Z,4,REGULAR,2pt,Jump Shot,[],1627783,14.50394218134035,80.3921568627451,1610612754,98,110,2024-12-14T02:16:44Z,6010000,False,-152.0,84.0,1,left,P. Siakam 17' turnaround fadeaway Jump Shot (23 PTS) (A. Nembhard 6 AST),"[1627783, 1629614]",1610612754.0,IND,turnaround fadeaway,,,,,,Mid-Range,16-24 Left,17.36,Made,23.0,Siakam,P. Siakam,A. Nembhard,1629614.0,6.0,,,,,,,,,,,,,,
610,PT03M10.00S,2024-12-14T02:17:02.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,98,110,2024-12-14T02:17:05Z,6030000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT03M06.00S,2024-12-14T02:19:55.2Z,4,REGULAR,2pt,Jump Shot,[],202331,94.66162943495401,12.25490196078431,1610612755,98,110,2024-12-14T02:20:00Z,6040000,False,-189.0,-2.0,1,right,MISS P. George 18' Jump Shot,[202331],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Left,18.87,Missed,,George,P. George,,,,,,,,,,,,,,,,,
612,PT03M03.00S,2024-12-14T02:19:57.3Z,4,REGULAR,rebound,defensive,[],1629614,,,1610612754,98,110,2024-12-14T02:19:57Z,6050000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:3),[1629614],1610612754.0,IND,,,,,,,Mid-Range,16-24 Left,,,,Nembhard,A. Nembhard,,,,611.0,3.0,3.0,0.0,,,,,,,,,,
613,PT02M54.00S,2024-12-14T02:20:10.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,16.343626806833115,46.568627450980394,1610612754,98,112,2024-12-14T02:20:16Z,6060000,False,17.0,101.0,1,left,T. Haliburton 10' driving floating Jump Shot (31 PTS),[1630169],1610612754.0,IND,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,10.26,Made,31.0,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
614,PT02M54.00S,2024-12-14T02:20:13.5Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642272,,,1610612754,98,112,2024-12-14T02:20:21Z,6070000,False,,,0,,J. McCain shooting personal FOUL (5 PF) (Haliburton 1 FT),"[1642272, 1630169]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,McCain,J. McCain,,,,,,,,1627539.0,,5.0,0.0,Haliburton,1630169.0,,,,
616,PT02M54.00S,2024-12-14T02:20:39.0Z,4,REGULAR,freethrow,1 of 1,[],1630169,,,1610612754,98,113,2024-12-14T02:20:39Z,6090000,False,,,0,,T. Haliburton Free Throw 1 of 1 (32 PTS),[1630169],1610612754.0,IND,,,,,,,,,,Made,32.0,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
617,PT02M42.00S,2024-12-14T02:20:51.9Z,4,REGULAR,3pt,Jump Shot,[],1626162,88.74835742444152,97.05882352941177,1610612755,98,113,2024-12-14T02:20:57Z,6100000,False,235.0,53.0,1,right,MISS K. Oubre Jr. 24' step back 3PT,[1626162],1610612755.0,PHI,step back,,,,,,Right Corner 3,24+ Right,24.13,Missed,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,
618,PT02M40.00S,2024-12-14T02:20:53.9Z,4,REGULAR,rebound,defensive,[],1629614,,,1610612754,98,113,2024-12-14T02:20:57Z,6110000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:4),[1629614],1610612754.0,IND,,,,,,,Right Corner 3,24+ Right,,,,Nembhard,A. Nembhard,,,,617.0,4.0,4.0,0.0,,,,,,,,,,
619,PT02M28.00S,2024-12-14T02:21:06.8Z,4,REGULAR,2pt,Jump Shot,[],1629614,17.000657030223394,73.2843137254902,1610612754,98,115,2024-12-14T02:21:50Z,6120000,False,-116.0,107.0,1,left,A. Nembhard 15' step back Jump Shot (5 PTS),[1629614],1610612754.0,IND,step back,,,,,,Mid-Range,8-16 Left,15.83,Made,5.0,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,
620,PT02M12.00S,2024-12-14T02:21:22.1Z,4,REGULAR,turnover,lost ball,[],1630178,,,1610612755,98,115,2024-12-14T02:21:26Z,6130000,False,,,0,,T. Maxey lost ball TURNOVER (6 TO),"[1630178, 1627783]",1610612755.0,PHI,,,,,,,Mid-Range,16-24 Right Center,,,,Maxey,T. Maxey,,,,,,,,,6.0,,,,,Siakam,1627783.0,,
621,PT02M12.00S,2024-12-14T02:21:22.1Z,4,REGULAR,steal,,[],1627783,,,1610612754,98,115,2024-12-14T02:21:24Z,6140000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612754.0,IND,,,,,,,Mid-Range,16-24 Right Center,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,
622,PT02M08.00S,2024-12-14T02:21:26.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631097,7.276609724047319,48.774509803921575,1610612754,98,117,2024-12-14T02:21:32Z,6150000,False,6.0,16.0,1,left,B. Mathurin running DUNK (13 PTS) (A. Nembhard 7 AST),"[1631097, 1629614]",1610612754.0,IND,running,,,,,,Restricted Area,0-8 Center,1.7,Made,13.0,Mathurin,B. Mathurin,A. Nembhard,1629614.0,7.0,,,,,,,,,,,,,,
624,PT02M08.00S,2024-12-14T02:22:41.2Z,4,REGULAR,substitution,out,[],1630178,,,1610612755,98,117,2024-12-14T02:23:01Z,6170000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,
625,PT02M08.00S,2024-12-14T02:22:41.2Z,4,REGULAR,substitution,out,[],202331,,,1610612755,98,117,2024-12-14T02:23:01Z,6180000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,,,,,,,,,George,P. George,,,,,,,,,,,,,,,,,
626,PT02M08.00S,2024-12-14T02:22:41.2Z,4,REGULAR,substitution,out,[],1642272,,,1610612755,98,117,2024-12-14T02:23:01Z,6190000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,,,,,,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,
627,PT02M08.00S,2024-12-14T02:22:41.2Z,4,REGULAR,substitution,out,[],1630169,,,1610612755,98,117,2024-12-14T02:23:01Z,6200000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,,,,,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
628,PT02M08.00S,2024-12-14T02:22:41.2Z,4,REGULAR,substitution,out,[],1629614,,,1610612755,98,117,2024-12-14T02:23:01Z,6210000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,,,,,,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,
629,PT02M08.00S,2024-12-14T02:22:41.2Z,4,REGULAR,substitution,out,[],1626167,,,1610612755,98,117,2024-12-14T02:23:01Z,6220000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,,,,,,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,
630,PT02M08.00S,2024-12-14T02:22:41.2Z,4,REGULAR,substitution,out,[],1627783,,,1610612755,98,117,2024-12-14T02:23:01Z,6230000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,,,,,,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,
631,PT02M08.00S,2024-12-14T02:22:41.2Z,4,REGULAR,substitution,in,[],202704,,,1610612755,98,117,2024-12-14T02:23:01Z,6240000,False,,,0,,SUB in: R. Jackson,[202704],1610612755.0,PHI,,,,,,,,,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,
632,PT02M08.00S,2024-12-14T02:22:41.2Z,4,REGULAR,substitution,in,[],1641741,,,1610612755,98,117,2024-12-14T02:23:01Z,6250000,False,,,0,,SUB in: R. Council IV,[1641741],1610612755.0,PHI,,,,,,,,,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
633,PT02M08.00S,2024-12-14T02:22:41.2Z,4,REGULAR,substitution,in,[],1630231,,,1610612755,98,117,2024-12-14T02:23:01Z,6260000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,,,,,,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,
634,PT02M08.00S,2024-12-14T02:22:41.2Z,4,REGULAR,substitution,in,[],1642402,,,1610612755,98,117,2024-12-14T02:23:01Z,6270000,False,,,0,,SUB in: E. Freeman,[1642402],1610612754.0,IND,,,,,,,,,,,,Freeman,E. Freeman,,,,,,,,,,,,,,,,,
635,PT02M08.00S,2024-12-14T02:22:41.2Z,4,REGULAR,substitution,in,[],1642277,,,1610612755,98,117,2024-12-14T02:23:01Z,6280000,False,,,0,,SUB in: J. Furphy,[1642277],1610612754.0,IND,,,,,,,,,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,
636,PT02M08.00S,2024-12-14T02:22:41.2Z,4,REGULAR,substitution,in,[],1641716,,,1610612755,98,117,2024-12-14T02:23:01Z,6290000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,,,,,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,
637,PT02M08.00S,2024-12-14T02:22:41.2Z,4,REGULAR,substitution,in,[],1631245,,,1610612755,98,117,2024-12-14T02:23:01Z,6300000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,,,,,,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,
638,PT01M53.00S,2024-12-14T02:23:18.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641741,89.14257555847568,53.67647058823529,1610612755,100,117,2024-12-14T02:23:24Z,6310000,False,18.0,50.0,1,right,R. Council IV driving floating Jump Shot (12 PTS),[1641741],1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.29,Made,12.0,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
639,PT01M33.00S,2024-12-14T02:23:39.8Z,4,REGULAR,3pt,Jump Shot,[],1631245,31.061103810775293,25.0,1610612754,100,117,2024-12-14T02:23:49Z,6320000,False,125.0,239.0,1,left,MISS Q. Jackson 27' step back 3PT,[1631245],1610612754.0,IND,step back,,,,,,Above the Break 3,24+ Right Center,27.02,Missed,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,
640,PT01M31.00S,2024-12-14T02:23:41.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,100,117,2024-12-14T02:23:49Z,6330000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,639.0,,,,,,,,,,,,,
642,PT01M26.00S,2024-12-14T02:23:59.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631245,,,1610612755,100,117,2024-12-14T02:24:19Z,6350000,False,,,0,,Q. Jackson shooting personal FOUL (1 PF) (Council IV 2 FT),"[1631245, 1641741]",1610612754.0,IND,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jackson,Q. Jackson,,,,,,,,1627539.0,,1.0,0.0,Council IV,1641741.0,,,,
644,PT01M26.00S,2024-12-14T02:24:21.1Z,4,REGULAR,freethrow,1 of 2,[],1641741,,,1610612755,101,117,2024-12-14T02:24:21Z,6370000,False,,,0,,R. Council IV Free Throw 1 of 2 (13 PTS),[1641741],1610612755.0,PHI,,,,,,,,,,Made,13.0,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
645,PT01M26.00S,2024-12-14T02:24:34.7Z,4,REGULAR,freethrow,2 of 2,[],1641741,,,1610612755,102,117,2024-12-14T02:24:34Z,6380000,False,,,0,,R. Council IV Free Throw 2 of 2 (14 PTS),[1641741],1610612755.0,PHI,,,,,,,,,,Made,14.0,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
646,PT01M05.00S,2024-12-14T02:24:54.2Z,4,REGULAR,3pt,Jump Shot,[],1631097,22.78252299605782,93.13725490196079,1610612754,102,117,2024-12-14T02:25:00Z,6390000,False,-216.0,162.0,1,left,MISS B. Mathurin 26' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,,,,Above the Break 3,24+ Left Center,26.96,Missed,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,
647,PT01M03.00S,2024-12-14T02:24:56.2Z,4,REGULAR,rebound,offensive,[],1642277,,,1610612754,102,117,2024-12-14T02:25:00Z,6400000,False,,,0,,J. Furphy REBOUND (Off:1 Def:0),[1642277],1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,,,,Furphy,J. Furphy,,,,646.0,1.0,0.0,1.0,,,,,,,,,,
648,PT01M00.00S,2024-12-14T02:25:02.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642402,6.4881734559789805,51.71568627450981,1610612754,102,119,2024-12-14T02:25:05Z,6410000,False,-9.0,8.0,1,left,E. Freeman DUNK (2 PTS) (J. Furphy 1 AST),"[1642402, 1642277]",1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,1.21,Made,2.0,Freeman,E. Freeman,J. Furphy,1642277.0,1.0,,,,,,,,,,,,,,
650,PT00M56.80S,2024-12-14T02:25:07.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,94.13600525624179,48.774509803921575,1610612755,104,119,2024-12-14T02:25:11Z,6430000,False,-6.0,3.0,1,right,K. Martin driving Layup (13 PTS) (R. Jackson 1 AST),"[1630231, 202704]",1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,0.66,Made,13.0,Martin,K. Martin,R. Jackson,202704.0,1.0,,,,,,,,,,,,,,
652,PT00M46.20S,2024-12-14T02:25:22.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631245,13.584099868593952,50.245098039215684,1610612754,104,121,2024-12-14T02:25:26Z,6450000,False,-1.0,75.0,1,left,Q. Jackson 7' driving floating Jump Shot (2 PTS),[1631245],1610612754.0,IND,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.52,Made,2.0,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,
653,PT00M24.10S,2024-12-14T02:25:47.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641741,91.77069645203679,53.18627450980392,1610612755,104,121,2024-12-14T02:25:52Z,6460000,False,16.0,25.0,1,right,MISS R. Council IV driving finger roll Layup,[1641741],1610612755.0,PHI,driving finger roll,,,,,,Restricted Area,0-8 Center,2.95,Missed,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
654,PT00M22.20S,2024-12-14T02:25:48.9Z,4,REGULAR,rebound,offensive,[],1641741,,,1610612755,104,121,2024-12-14T02:25:49Z,6470000,False,,,0,,R. Council IV REBOUND (Off:4 Def:5),[1641741],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Council IV,R. Council IV,,,,653.0,9.0,5.0,4.0,,,,,,,,,,
655,PT00M16.70S,2024-12-14T02:25:54.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202704,68.11760840998686,72.79411764705883,1610612755,107,121,2024-12-14T02:25:59Z,6480000,False,114.0,247.0,1,right,R. Jackson 27' 3PT  (3 PTS) (R. Council IV 2 AST),"[202704, 1641741]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,27.22,Made,3.0,Jackson,R. Jackson,R. Council IV,1641741.0,2.0,,,,,,,,,,,,,,
657,PT00M00.00S,2024-12-14T02:26:27.2Z,4,REGULAR,period,end,[],0,,,1610612754,107,121,2024-12-14T02:26:27Z,6500000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M00.00S,2024-12-14T02:26:31.4Z,4,REGULAR,game,end,[],0,,,0,107,121,2024-12-14T02:26:31Z,6510000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
