actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
469,PT02M45.00S,2022-11-20T00:46:26.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,89.30683311432325,56.372549019607845,1610612761,78,82,2022-11-20T00:50:56Z,4570000,False,32.0,48.0,1,right,S. Barnes driving floating bank Jump Shot (22 PTS),[1630567],1610612761.0,TOR,driving floating bank,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,5.76,Made,,,,,,,22.0,,,,,,,,,,,
470,PT02M34.00S,2022-11-20T00:46:38.3Z,3,REGULAR,3pt,Jump Shot,[],203200,11.383048620236531,4.6568627450980395,1610612737,78,82,2022-11-20T00:46:42Z,4580000,False,227.0,55.0,1,left,MISS J. Holiday 3PT,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,23.32,Missed,,,,,,,,,,,,,,,,,,
471,PT02M31.00S,2022-11-20T00:46:41.3Z,3,REGULAR,rebound,defensive,[],1627823,,,1610612761,78,82,2022-11-20T00:46:42Z,4590000,False,,,0,,J. Hernangomez REBOUND (Off:1 Def:6),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Right Corner 3,24+ Right,,,470.0,,,7.0,6.0,1.0,,,,,,,,,,,,
472,PT02M16.00S,2022-11-20T00:46:58.2Z,3,REGULAR,foul,personal,[],1631100,,,1610612761,78,82,2022-11-20T00:47:05Z,4600000,False,,,0,,A. Griffin personal FOUL (1 PF),"[1631100, 1627832]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,202049.0,1.0,0.0,VanVleet,1627832.0
474,PT02M10.00S,2022-11-20T00:47:27.6Z,3,REGULAR,3pt,Jump Shot,[],1627832,74.58935611038108,14.705882352941178,1610612761,78,82,2022-11-20T00:47:36Z,4620000,False,-176.0,186.0,1,right,MISS F. VanVleet 25' step back 3PT,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,25.67,Missed,,,,,,,,,,,,,,,,,,
475,PT02M07.00S,2022-11-20T00:47:30.6Z,3,REGULAR,rebound,offensive,[],1631132,,,1610612761,78,82,2022-11-20T00:47:36Z,4630000,False,,,0,,C. Koloko REBOUND (Off:4 Def:2),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Left Center,,,474.0,,,6.0,2.0,4.0,,,,,,,,,,,,
476,PT02M04.00S,2022-11-20T00:47:33.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630201,82.07950065703022,56.127450980392155,1610612761,78,82,2022-11-20T00:47:40Z,4640000,False,31.0,116.0,1,right,MISS M. Flynn 12' driving floating Shot,[1630201],1610612761.0,TOR,driving floating,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),8-16 Center,12.0,Missed,,,,,,,,,,,,,,,,,,
477,PT02M04.00S,2022-11-20T00:47:33.0Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,78,82,2022-11-20T00:47:40Z,4650000,False,,,0,,C. Capela REBOUND (Off:5 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,476.0,,,9.0,4.0,5.0,,,,,,,,,,,,
478,PT01M47.00S,2022-11-20T00:47:49.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203200,5.995400788436268,50.0,1610612737,80,82,2022-11-20T00:47:53Z,4660000,False,0.0,4.0,1,left,J. Holiday cutting Layup (2 PTS) (T. Young 8 AST),"[203200, 1629027]",1610612737.0,ATL,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,0.39,Made,,,,,,,2.0,T. Young,1629027.0,8.0,,,,,,,,
480,PT01M30.00S,2022-11-20T00:48:06.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,90.88370565045992,49.26470588235294,1610612761,80,82,2022-11-20T00:54:16Z,4680000,False,-4.0,33.0,1,right,MISS F. VanVleet driving Layup,[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,,
481,PT01M27.00S,2022-11-20T00:48:09.8Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,80,82,2022-11-20T00:48:11Z,4690000,False,,,0,,C. Capela REBOUND (Off:5 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,480.0,,,10.0,5.0,5.0,,,,,,,,,,,,
482,PT01M24.00S,2022-11-20T00:48:16.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630201,,,1610612737,80,82,2022-11-20T00:48:42Z,4700000,False,,,0,,M. Flynn personal FOUL (3 PF) (Young 2 FT),"[1630201, 1629027]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,203177.0,3.0,0.0,Young,1629027.0
484,PT01M24.00S,2022-11-20T00:48:47.4Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,80,82,2022-11-20T00:49:11Z,4720000,False,,,0,,MISS T. Young Free Throw 1 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
485,PT01M24.00S,2022-11-20T00:48:47.4Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,80,82,2022-11-20T00:49:11Z,4730000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,484.0,,,,,,,,,,,,,,,,,
486,PT01M24.00S,2022-11-20T00:48:59.5Z,3,REGULAR,substitution,out,[],1627832,,,1610612737,80,82,2022-11-20T00:49:02Z,4740000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT01M24.00S,2022-11-20T00:48:59.5Z,3,REGULAR,substitution,in,[],1628384,,,1610612737,80,82,2022-11-20T00:49:02Z,4750000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT01M24.00S,2022-11-20T00:48:47.4Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,80,82,2022-11-20T00:49:11Z,4760000,False,,,0,,MISS T. Young Free Throw 2 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
489,PT01M22.00S,2022-11-20T00:48:49.4Z,3,REGULAR,rebound,defensive,[],1627823,,,1610612761,80,82,2022-11-20T00:49:11Z,4770000,False,,,0,,J. Hernangomez REBOUND (Off:1 Def:7),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,488.0,,,8.0,7.0,1.0,,,,,,,,,,,,
490,PT01M04.00S,2022-11-20T00:49:28.7Z,3,REGULAR,3pt,Jump Shot,[],1630201,75.3777923784494,12.254901960784313,1610612761,80,85,2022-11-20T00:49:33Z,4780000,False,-189.0,179.0,1,right,M. Flynn 26' 3PT  (11 PTS) (S. Barnes 7 AST),"[1630201, 1630567]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,26.0,Made,,,,,,,11.0,S. Barnes,1630567.0,7.0,,,,,,,,
492,PT00M50.60S,2022-11-20T00:49:42.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,12.565703022339028,61.274509803921575,1610612737,80,85,2022-11-20T00:49:47Z,4800000,False,-56.0,66.0,1,left,MISS T. Young 8' driving floating Shot - blocked,"[1629027, 1631132]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Left,8.65,Missed,,Koloko,1631132.0,,,,,,,,,,,,,,,
493,PT00M50.60S,2022-11-20T00:49:42.8Z,3,REGULAR,block,,[],1631132,,,1610612737,80,85,2022-11-20T00:49:45Z,4810000,False,,,0,,C. Koloko BLOCK (2 BLK),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
494,PT00M46.90S,2022-11-20T00:49:46.5Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,80,85,2022-11-20T00:49:47Z,4820000,False,,,0,,S. Barnes REBOUND (Off:2 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Left,,,492.0,,,5.0,3.0,2.0,,,,,,,,,,,,
497,PT00M46.20S,2022-11-20T00:50:21.1Z,3,REGULAR,timeout,challenge,['team'],0,,,1610612761,80,85,2022-11-20T00:51:58Z,4850000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT00M46.20S,2022-11-20T00:52:03.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628384,90.09526938239159,45.83333333333333,1610612761,80,85,2022-11-20T00:57:13Z,4870000,False,-21.0,41.0,1,right,MISS O. Anunoby running Layup - blocked,"[1628384, 1631100]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,4.56,Missed,,Griffin,1631100.0,,,,,,,,,,,,,,,
500,PT00M46.20S,2022-11-20T00:52:03.8Z,3,REGULAR,block,,[],1631100,,,1610612761,80,85,2022-11-20T00:52:10Z,4880000,False,,,0,,A. Griffin BLOCK (1 BLK),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
501,PT00M46.20S,2022-11-20T00:52:03.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,80,85,2022-11-20T00:52:14Z,4890000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,499.0,,,,,,,,,,,,,,,,,
503,PT00M32.60S,2022-11-20T00:52:38.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629631,7.5722733245729295,49.50980392156863,1610612737,82,85,2022-11-20T00:52:43Z,4910000,False,2.0,19.0,1,left,D. Hunter cutting DUNK (12 PTS) (T. Young 9 AST),"[1629631, 1629027]",1610612737.0,ATL,cutting,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,1.89,Made,,,,,,,12.0,T. Young,1629027.0,9.0,,,,,,,,
505,PT00M12.40S,2022-11-20T00:53:02.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630201,80.89684625492772,61.029411764705884,1610612761,82,87,2022-11-20T00:53:07Z,4930000,False,55.0,127.0,1,right,M. Flynn 13' pullup Jump Shot (13 PTS),[1630201],1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),8-16 Center,13.85,Made,,,,,,,13.0,,,,,,,,,,,
506,PT00M01.50S,2022-11-20T00:53:16.2Z,3,REGULAR,3pt,Jump Shot,[],203200,7.835085413929041,4.6568627450980395,1610612737,82,87,2022-11-20T00:53:21Z,4940000,False,227.0,21.0,1,left,MISS J. Holiday 3PT,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,22.77,Missed,,,,,,,,,,,,,,,,,,
507,PT00M01.10S,2022-11-20T00:53:20.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,82,87,2022-11-20T00:53:20Z,4950000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Right Corner 3,24+ Right,,,506.0,,,,,,,,,,,,,,,,,
508,PT00M01.10S,2022-11-20T00:53:21.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203991,,,1610612761,82,87,2022-11-20T00:53:50Z,4960000,False,,,0,,C. Capela loose ball personal FOUL (3 PF) (Barnes 2 FT),"[203991, 1630567]",1610612737.0,ATL,loose ball,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202049.0,3.0,0.0,Barnes,1630567.0
510,PT00M01.10S,2022-11-20T00:53:57.6Z,3,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,82,88,2022-11-20T00:53:57Z,4980000,False,,,0,,S. Barnes Free Throw 1 of 2 (23 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,,23.0,,,,,,,,,,,
511,PT00M01.10S,2022-11-20T00:54:14.0Z,3,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,82,89,2022-11-20T00:54:14Z,4990000,False,,,0,,S. Barnes Free Throw 2 of 2 (24 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,,24.0,,,,,,,,,,,
512,PT00M00.00S,2022-11-20T00:54:19.2Z,3,REGULAR,period,end,[],0,,,1610612737,82,89,2022-11-20T00:54:19Z,5000000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2022-11-20T00:56:30.2Z,4,REGULAR,substitution,out,['startperiod'],1629027,,,1610612737,82,89,2022-11-20T00:56:46Z,5010000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2022-11-20T00:56:30.2Z,4,REGULAR,substitution,out,['startperiod'],1629631,,,1610612737,82,89,2022-11-20T00:56:46Z,5020000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2022-11-20T00:56:30.2Z,4,REGULAR,substitution,out,['startperiod'],203991,,,1610612737,82,89,2022-11-20T00:56:46Z,5030000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2022-11-20T00:56:30.2Z,4,REGULAR,substitution,in,['startperiod'],1627749,,,1610612737,82,89,2022-11-20T00:56:46Z,5040000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2022-11-20T00:56:30.2Z,4,REGULAR,substitution,in,['startperiod'],1630168,,,1610612737,82,89,2022-11-20T00:56:46Z,5050000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2022-11-20T00:56:30.2Z,4,REGULAR,substitution,in,['startperiod'],1628381,,,1610612737,82,89,2022-11-20T00:56:46Z,5060000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2022-11-20T00:57:00.6Z,4,REGULAR,period,start,[],0,,,1610612737,82,89,2022-11-20T00:57:00Z,5070000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT11M45.00S,2022-11-20T00:57:15.5Z,4,REGULAR,3pt,Jump Shot,[],1631100,24.26084099868594,82.84313725490196,1610612737,82,89,2022-11-20T00:57:20Z,5080000,False,-164.0,176.0,1,left,MISS A. Griffin 24' 3PT,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Left Center,24.04,Missed,,,,,,,,,,,,,,,,,,
521,PT11M41.00S,2022-11-20T00:57:19.5Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,82,89,2022-11-20T00:57:20Z,5090000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,520.0,,,2.0,2.0,0.0,,,,,,,,,,,,
522,PT11M30.00S,2022-11-20T00:57:29.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,84.97043363994744,46.07843137254902,1610612761,82,91,2022-11-20T01:00:11Z,5100000,False,-20.0,89.0,1,right,S. Barnes 9' turnaround Jump Shot (26 PTS) (O. Anunoby 5 AST),"[1630567, 1628384]",1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,9.09,Made,,,,,,,26.0,O. Anunoby,1628384.0,5.0,,,,,,,,
523,PT11M13.00S,2022-11-20T00:57:46.2Z,4,REGULAR,3pt,Jump Shot,[],203200,27.020367936925098,17.401960784313726,1610612737,85,91,2022-11-20T00:57:55Z,5110000,False,163.0,201.0,1,left,J. Holiday 25' 3PT pullup bank (5 PTS),[203200],1610612737.0,ATL,pullup bank,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,25.92,Made,,,,,,,5.0,,,,,,,,,,,
524,PT10M57.00S,2022-11-20T00:58:01.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,86.67871222076215,46.568627450980394,1610612761,85,91,2022-11-20T00:58:07Z,5120000,False,-17.0,73.0,1,right,MISS S. Barnes 7' driving Hook,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,7.47,Missed,,,,,,,,,,,,,,,,,,
525,PT10M54.00S,2022-11-20T00:58:04.8Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612737,85,91,2022-11-20T00:58:07Z,5130000,False,,,0,,D. Murray REBOUND (Off:0 Def:5),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,524.0,,,5.0,5.0,0.0,,,,,,,,,,,,
526,PT10M44.00S,2022-11-20T00:58:15.5Z,4,REGULAR,turnover,lost ball,[],203200,,,1610612737,85,91,2022-11-20T00:58:19Z,5140000,False,,,0,,J. Holiday lost ball TURNOVER (1 TO),"[203200, 1630201]",1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Flynn,1630201.0,,,,,
527,PT10M44.00S,2022-11-20T00:58:15.5Z,4,REGULAR,steal,,[],1630201,,,1610612761,85,91,2022-11-20T00:58:18Z,5150000,False,,,0,,M. Flynn STEAL (2 STL),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
528,PT10M38.00S,2022-11-20T00:58:22.1Z,4,REGULAR,turnover,offensive goaltending,[],1627823,,,1610612761,85,91,2022-11-20T00:58:50Z,5160000,False,,,0,,J. Hernangomez offensive goaltending TURNOVER (1 TO),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,,,202049.0,,,,
529,PT10M25.00S,2022-11-20T00:58:53.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631100,6.389618922470433,43.872549019607845,1610612737,87,91,2022-11-20T00:58:58Z,5170000,False,31.0,8.0,1,left,A. Griffin driving floating Jump Shot (9 PTS),[1631100],1610612737.0,ATL,driving floating,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,3.15,Made,,,,,,,9.0,,,,,,,,,,,
530,PT10M08.00S,2022-11-20T00:59:10.2Z,4,REGULAR,3pt,Jump Shot,[],1628384,93.38042049934296,93.87254901960785,1610612761,87,91,2022-11-20T00:59:16Z,5180000,False,219.0,10.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,21.96,Missed,,,,,,,,,,,,,,,,,,
531,PT10M04.00S,2022-11-20T00:59:14.2Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,87,91,2022-11-20T00:59:16Z,5190000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,,,530.0,,,4.0,4.0,0.0,,,,,,,,,,,,
532,PT10M00.00S,2022-11-20T00:59:18.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203200,6.258212877792378,49.26470588235294,1610612737,87,91,2022-11-20T00:59:23Z,5200000,False,4.0,6.0,1,left,MISS J. Holiday running Layup - blocked,"[203200, 1630567]",1610612737.0,ATL,running,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,0.73,Missed,,Barnes,1630567.0,,,,,,,,,,,,,,,
533,PT10M00.00S,2022-11-20T00:59:18.0Z,4,REGULAR,block,,[],1630567,,,1610612737,87,91,2022-11-20T00:59:21Z,5210000,False,,,0,,S. Barnes BLOCK (2 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
534,PT09M58.00S,2022-11-20T00:59:20.0Z,4,REGULAR,rebound,defensive,[],1630201,,,1610612761,87,91,2022-11-20T00:59:23Z,5220000,False,,,0,,M. Flynn REBOUND (Off:0 Def:3),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,,,532.0,,,3.0,3.0,0.0,,,,,,,,,,,,
535,PT09M52.00S,2022-11-20T00:59:26.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627823,92.9862023653088,48.529411764705884,1610612761,87,93,2022-11-20T00:59:33Z,5230000,False,-7.0,13.0,1,right,J. Hernangomez running Layup (10 PTS) (M. Flynn 2 AST),"[1627823, 1630201]",1610612761.0,TOR,running,,,Hernangomez,J. Hernangomez,,,,,Restricted Area,0-8 Center,1.53,Made,,,,,,,10.0,M. Flynn,1630201.0,2.0,,,,,,,,
537,PT09M40.00S,2022-11-20T00:59:37.8Z,4,REGULAR,3pt,Jump Shot,[],1631100,32.40801576872536,49.50980392156863,1610612737,87,93,2022-11-20T00:59:43Z,5250000,False,2.0,252.0,1,left,MISS A. Griffin 25' 3PT,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Center,25.21,Missed,,,,,,,,,,,,,,,,,,
538,PT09M38.00S,2022-11-20T00:59:39.8Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,87,93,2022-11-20T00:59:43Z,5260000,False,,,0,,S. Barnes REBOUND (Off:2 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,537.0,,,6.0,4.0,2.0,,,,,,,,,,,,
539,PT09M33.00S,2022-11-20T00:59:45.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628384,92.9862023653088,50.49019607843137,1610612761,87,95,2022-11-20T00:59:57Z,5270000,False,2.0,13.0,1,right,O. Anunoby running reverse Layup (15 PTS) (S. Barnes 8 AST),"[1628384, 1630567]",1610612761.0,TOR,running reverse,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,15.0,S. Barnes,1630567.0,8.0,,,,,,,,
541,PT09M18.00S,2022-11-20T01:00:00.7Z,4,REGULAR,3pt,Jump Shot,[],1628381,31.488173455978973,35.53921568627451,1610612737,90,95,2022-11-20T01:00:05Z,5290000,False,72.0,243.0,1,left,J. Collins 25' 3PT  (9 PTS) (D. Murray 3 AST),"[1628381, 1627749]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,25.4,Made,,,,,,,9.0,D. Murray,1627749.0,3.0,,,,,,,,
543,PT08M54.00S,2022-11-20T01:00:24.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,93.11760840998686,50.0,1610612761,90,95,2022-11-20T01:00:42Z,5310000,False,0.0,12.0,1,right,MISS S. Barnes driving reverse Layup,[1630567],1610612761.0,TOR,driving reverse,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.22,Missed,,,,,,,,,,,,,,,,,,
544,PT08M51.00S,2022-11-20T01:00:27.2Z,4,REGULAR,rebound,offensive,[],1627823,,,1610612761,90,95,2022-11-20T01:00:27Z,5320000,False,,,0,,J. Hernangomez REBOUND (Off:2 Def:7),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Restricted Area,0-8 Center,,,543.0,,,9.0,7.0,2.0,,,,,,,,,,,,
545,PT08M50.00S,2022-11-20T01:00:37.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612761,90,95,2022-11-20T01:00:47Z,5330000,False,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,202049.0,,,,
546,PT08M50.00S,2022-11-20T01:00:47.1Z,4,REGULAR,substitution,out,[],203200,,,1610612737,90,95,2022-11-20T01:00:51Z,5340000,False,,,0,,SUB out: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT08M50.00S,2022-11-20T01:00:47.1Z,4,REGULAR,substitution,out,[],1631100,,,1610612737,90,95,2022-11-20T01:00:51Z,5350000,False,,,0,,SUB out: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT08M50.00S,2022-11-20T01:00:47.1Z,4,REGULAR,substitution,in,[],1629631,,,1610612737,90,95,2022-11-20T01:00:51Z,5360000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M50.00S,2022-11-20T01:00:47.1Z,4,REGULAR,substitution,in,[],1629027,,,1610612737,90,95,2022-11-20T01:00:51Z,5370000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT08M41.00S,2022-11-20T01:01:11.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627749,30.17411300919842,67.8921568627451,1610612737,90,95,2022-11-20T01:01:16Z,5380000,False,-89.0,231.0,1,left,MISS D. Murray 24' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,24.78,Missed,,,,,,,,,,,,,,,,,,
551,PT08M39.00S,2022-11-20T01:01:13.6Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,90,95,2022-11-20T01:01:16Z,5390000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,550.0,,,3.0,3.0,0.0,,,,,,,,,,,,
