actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
593,PT02M34.00S,2022-10-20T01:39:47.4Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,111,100,2022-10-20T01:39:50Z,5900000,,,0,,J. Collins REBOUND (Off:0 Def:4),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,592.0,4.0,4.0,0.0,,,,,,,,,,,,,
594,PT02M13.00S,2022-10-20T01:40:08.4Z,4,REGULAR,3pt,Jump Shot,[],1629027,36.35019710906702,32.84313725490196,1610612737,111,100,2022-10-20T01:40:14Z,5910000,86.0,289.0,1,left,MISS T. Young 30' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,30.17,Missed,,,,,,,,,,,,,,,,,,
595,PT02M10.00S,2022-10-20T01:40:11.4Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,111,100,2022-10-20T01:40:14Z,5920000,,,0,,J. Smith Jr. REBOUND (Off:1 Def:5),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,594.0,6.0,5.0,1.0,,,,,,,,,,,,,
596,PT02M01.00S,2022-10-20T01:40:20.2Z,4,REGULAR,2pt,Jump Shot,[],1631095,76.16622864651774,45.588235294117645,1610612745,111,102,2022-10-20T01:40:25Z,5930000,-22.0,172.0,1,right,J. Smith Jr. 17' pullup Jump Shot (17 PTS) (B. Fernando 7 AST),"[1631095, 1628981]",1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Center,17.29,Made,17.0,,,,,,,B. Fernando,1628981.0,7.0,,,,,,,,
598,PT01M44.00S,2022-10-20T01:40:39.3Z,4,REGULAR,3pt,Jump Shot,[],1627749,29.6484888304862,27.941176470588236,1610612737,111,102,2022-10-20T01:40:44Z,5950000,110.0,226.0,1,left,MISS D. Murray 25' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,,
599,PT01M41.00S,2022-10-20T01:40:42.3Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,111,102,2022-10-20T01:40:44Z,5960000,,,0,,J. Smith Jr. REBOUND (Off:1 Def:6),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,598.0,7.0,6.0,1.0,,,,,,,,,,,,,
601,PT01M28.00S,2022-10-20T01:40:55.9Z,4,REGULAR,3pt,Jump Shot,[],1629645,68.67608409986859,27.450980392156865,1610612745,111,102,2022-10-20T01:41:01Z,5970000,-113.0,242.0,1,right,MISS K. Porter Jr. 26' pullup 3PT - blocked,"[1629645, 1627749]",1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.69,Missed,,,,,,Murray,1627749.0,,,,,,,,,,,
602,PT01M28.00S,2022-10-20T01:40:55.9Z,4,REGULAR,block,,[],1627749,,,1610612745,111,102,2022-10-20T01:40:59Z,5980000,,,0,,D. Murray BLOCK (1 BLK),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
603,PT01M24.00S,2022-10-20T01:40:59.9Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,111,102,2022-10-20T01:41:01Z,5990000,,,0,,J. Collins REBOUND (Off:0 Def:5),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,601.0,5.0,5.0,0.0,,,,,,,,,,,,,
604,PT01M05.00S,2022-10-20T01:41:19.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,7.30946123521682,44.6078431372549,1610612737,111,102,2022-10-20T01:41:28Z,6000000,27.0,16.0,1,left,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,3.15,Missed,,,,,,,,,,,,,,,,,,
605,PT01M00.00S,2022-10-20T01:41:24.0Z,4,REGULAR,rebound,defensive,[],1630231,,,1610612745,111,102,2022-10-20T01:41:28Z,6010000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:5),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,,604.0,5.0,5.0,0.0,,,,,,,,,,,,,
606,PT00M54.50S,2022-10-20T01:41:28.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,88.51839684625493,51.71568627450981,1610612745,111,102,2022-10-20T01:42:05Z,6020000,9.0,55.0,1,right,MISS K. Martin Jr. Layup,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.61,Missed,,,,,,,,,,,,,,,,,,
607,PT00M53.90S,2022-10-20T01:41:29.5Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,111,102,2022-10-20T01:42:17Z,6030000,,,0,,J. Collins REBOUND (Off:0 Def:6),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,606.0,6.0,6.0,0.0,,,,,,,,,,,,,
608,PT00M52.90S,2022-10-20T01:41:32.3Z,4,REGULAR,turnover,lost ball,[],1628381,,,1610612737,111,102,2022-10-20T01:42:14Z,6040000,,,0,,J. Collins lost ball TURNOVER (2 TO),"[1628381, 1630231]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,2.0,Martin Jr.,1630231.0
609,PT00M52.90S,2022-10-20T01:41:32.3Z,4,REGULAR,steal,,[],1630231,,,1610612745,111,102,2022-10-20T01:41:34Z,6050000,,,0,,K. Martin Jr. STEAL (1 STL),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
610,PT00M52.90S,2022-10-20T01:41:36.1Z,4,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612745,111,102,2022-10-20T01:41:50Z,6060000,,,0,,J. Collins shooting personal FOUL (3 PF) (Martin Jr. 2 FT),"[1628381, 1630231]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2530.0,3.0,0.0,Martin Jr.,1630231.0,,,
612,PT00M52.90S,2022-10-20T01:42:02.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630231,,,1610612745,111,103,2022-10-20T01:42:02Z,6080000,,,0,,K. Martin Jr. Free Throw 1 of 2 (5 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
613,PT00M52.90S,2022-10-20T01:42:03.2Z,4,REGULAR,substitution,out,[],1628981,,,1610612745,111,103,2022-10-20T01:42:08Z,6090000,,,0,,SUB out: B. Fernando,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT00M52.90S,2022-10-20T01:42:03.2Z,4,REGULAR,substitution,in,[],201569,,,1610612745,111,103,2022-10-20T01:42:08Z,6100000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT00M52.90S,2022-10-20T01:42:25.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630231,,,1610612745,111,104,2022-10-20T01:42:25Z,6110000,,,0,,K. Martin Jr. Free Throw 2 of 2 (6 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
616,PT00M50.70S,2022-10-20T01:42:33.8Z,4,REGULAR,foul,personal,[],1629645,,,1610612737,111,104,2022-10-20T01:42:50Z,6120000,,,0,,K. Porter Jr. personal FOUL (2 PF),"[1629645, 1629027]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628168.0,2.0,0.0,Young,1629027.0,,,
618,PT00M50.70S,2022-10-20T01:42:41.5Z,4,REGULAR,substitution,out,[],203991,,,1610612737,111,104,2022-10-20T01:42:45Z,6140000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT00M50.70S,2022-10-20T01:42:41.5Z,4,REGULAR,substitution,in,[],203200,,,1610612737,111,104,2022-10-20T01:42:45Z,6150000,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT00M45.70S,2022-10-20T01:43:00.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630231,,,1610612737,111,104,2022-10-20T01:43:23Z,6160000,,,0,,K. Martin Jr. personal FOUL (3 PF) (Murray 2 FT),"[1630231, 1627749]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628168.0,3.0,0.0,Murray,1627749.0,,,
622,PT00M45.70S,2022-10-20T01:43:24.6Z,4,REGULAR,freethrow,1 of 2,[],1627749,,,1610612737,112,104,2022-10-20T01:43:24Z,6180000,,,0,,D. Murray Free Throw 1 of 2 (19 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
623,PT00M45.70S,2022-10-20T01:43:35.6Z,4,REGULAR,freethrow,2 of 2,[],1627749,,,1610612737,113,104,2022-10-20T01:43:35Z,6190000,,,0,,D. Murray Free Throw 2 of 2 (20 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
624,PT00M39.50S,2022-10-20T01:43:47.3Z,4,REGULAR,3pt,Jump Shot,[],1629645,70.51576872536137,22.30392156862745,1610612745,113,107,2022-10-20T01:43:52Z,6200000,-138.0,225.0,1,right,K. Porter Jr. 26' 3PT  (21 PTS) (E. Gordon 4 AST),"[1629645, 201569]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.4,Made,21.0,,,,,,,E. Gordon,201569.0,4.0,,,,,,,,
626,PT00M34.40S,2022-10-20T01:43:59.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630231,,,1610612737,113,107,2022-10-20T01:44:26Z,6220000,,,0,,K. Martin Jr. take personal FOUL (4 PF) (Young 2 FT),"[1630231, 1629027]",1610612745.0,HOU,take,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1628168.0,4.0,0.0,Young,1629027.0,,,
628,PT00M34.40S,2022-10-20T01:44:27.7Z,4,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,114,107,2022-10-20T01:44:27Z,6240000,,,0,,T. Young Free Throw 1 of 2 (20 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
629,PT00M34.40S,2022-10-20T01:44:42.2Z,4,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,115,107,2022-10-20T01:44:42Z,6250000,,,0,,T. Young Free Throw 2 of 2 (21 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
630,PT00M34.40S,2022-10-20T01:44:46.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,115,107,2022-10-20T01:44:46Z,6260000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT00M25.00S,2022-10-20T01:46:31.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,92.46057818659659,49.754901960784316,1610612745,115,107,2022-10-20T01:46:41Z,6270000,-1.0,18.0,1,right,MISS K. Martin Jr. reverse Layup,[1630231],1610612745.0,HOU,reverse,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
632,PT00M22.00S,2022-10-20T01:46:34.8Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,115,107,2022-10-20T01:46:34Z,6280000,,,0,,J. Collins REBOUND (Off:0 Def:7),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,631.0,7.0,7.0,0.0,,,,,,,,,,,,,
633,PT00M20.20S,2022-10-20T01:46:38.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631095,,,1610612737,115,107,2022-10-20T01:47:05Z,6290000,,,0,,J. Smith Jr. take personal FOUL (4 PF) (Young 2 FT),"[1631095, 1629027]",1610612745.0,HOU,take,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628168.0,4.0,0.0,Young,1629027.0,,,
635,PT00M20.20S,2022-10-20T01:47:06.7Z,4,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,116,107,2022-10-20T01:47:06Z,6310000,,,0,,T. Young Free Throw 1 of 2 (22 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
636,PT00M20.20S,2022-10-20T01:47:21.0Z,4,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,117,107,2022-10-20T01:47:21Z,6320000,,,0,,T. Young Free Throw 2 of 2 (23 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
637,PT00M11.70S,2022-10-20T01:47:33.8Z,4,REGULAR,3pt,Jump Shot,[],1630224,72.09264126149803,21.813725490196077,1610612745,117,107,2022-10-20T01:47:40Z,6330000,-141.0,210.0,1,right,MISS J. Green 25' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
638,PT00M08.40S,2022-10-20T01:47:37.1Z,4,REGULAR,rebound,offensive,[],1629645,,,1610612745,117,107,2022-10-20T01:47:37Z,6340000,,,0,,K. Porter Jr. REBOUND (Off:3 Def:4),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,637.0,7.0,4.0,3.0,,,,,,,,,,,,,
639,PT00M06.80S,2022-10-20T01:47:38.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201569,67.62483574244416,69.36274509803921,1610612745,117,107,2022-10-20T01:47:45Z,6350000,97.0,252.0,1,right,MISS E. Gordon 26' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,26.98,Missed,,,,,,,,,,,,,,,,,,
640,PT00M03.50S,2022-10-20T01:47:42.0Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,117,107,2022-10-20T01:47:42Z,6360000,,,0,,J. Collins REBOUND (Off:0 Def:8),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,639.0,8.0,8.0,0.0,,,,,,,,,,,,,
641,PT00M00.00S,2022-10-20T01:47:48.5Z,4,REGULAR,period,end,[],0,,,1610612737,117,107,2022-10-20T01:47:48Z,6370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M00.00S,2022-10-20T01:47:52.0Z,4,REGULAR,game,end,[],0,,,0,117,107,2022-10-20T01:47:52Z,6380000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
