actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
460,PT09M00.00S,2023-02-16T02:39:55.1Z,3,REGULAR,3pt,Jump Shot,[],1631119,67.23061760840999,45.34313725490196,1610612760,82,59,2023-02-16T02:40:00Z,4590000,False,-23.0,256.0,1,right,J. Williams 25' 3PT  (5 PTS) (J. Williams 2 AST),"[1631119, 1631114]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,25.66,Made,Williams,J. Williams,,,,,5.0,,,,,,,,J. Williams,1631114.0,2.0,,,
462,PT08M43.00S,2023-02-16T02:40:14.7Z,3,REGULAR,foul,personal,['2freethrow'],1631119,,,1610612745,82,59,2023-02-16T02:40:22Z,4610000,False,,,0,,J. Williams shooting personal FOUL (3 PF) (Smith Jr. 2 FT),"[1631119, 1631095]",1610612760.0,OKC,shooting,,,,,,Restricted Area,0-8 Center,,,Williams,J. Williams,,,,,,,,1627962.0,3.0,0.0,Smith Jr.,1631095.0,,,,,,
464,PT08M43.00S,2023-02-16T02:40:45.2Z,3,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,82,59,2023-02-16T02:40:45Z,4630000,False,,,0,,MISS J. Smith Jr. Free Throw 1 of 2,[1631095],1610612745.0,HOU,,,,,,,,,,Missed,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
465,PT08M43.00S,2023-02-16T02:40:45.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,82,59,2023-02-16T02:40:45Z,4640000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,464.0,,,,,,,,,,,,,,,,,
466,PT08M43.00S,2023-02-16T02:40:46.0Z,3,REGULAR,substitution,out,[],1631106,,,1610612745,82,59,2023-02-16T02:40:50Z,4650000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,,,,,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,
467,PT08M43.00S,2023-02-16T02:40:46.0Z,3,REGULAR,substitution,in,[],1630256,,,1610612745,82,59,2023-02-16T02:40:50Z,4660000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
468,PT08M43.00S,2023-02-16T02:41:10.4Z,3,REGULAR,freethrow,2 of 2,[],1631095,,,1610612745,82,60,2023-02-16T02:41:10Z,4670000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (10 PTS),[1631095],1610612745.0,HOU,,,,,,,,,,Made,Smith Jr.,J. Smith Jr.,,,,,10.0,,,,,,,,,,,,,
469,PT08M43.00S,2023-02-16T02:41:13.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,82,60,2023-02-16T02:41:13Z,4680000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT08M29.00S,2023-02-16T02:44:15.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,92.85479632063075,51.71568627450981,1610612760,84,60,2023-02-16T02:44:19Z,4690000,False,9.0,15.0,1,right,J. Giddey cutting Layup (11 PTS) (L. Dort 2 AST),"[1630581, 1629652]",1610612760.0,OKC,cutting,,,,,,Restricted Area,0-8 Center,1.7,Made,Giddey,J. Giddey,,,,,11.0,,,,,,,,L. Dort,1629652.0,2.0,,,
472,PT08M14.00S,2023-02-16T02:44:31.9Z,3,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,84,60,2023-02-16T02:44:37Z,4710000,False,,,0,,A. Sengun bad pass out-of-bounds TURNOVER (3 TO),[1630578],1610612745.0,HOU,bad pass,,,,,,In The Paint (Non-RA),8-16 Right,,,Sengun,A. Sengun,,,,,,,,1627962.0,,,,,,,,3.0,,
473,PT08M08.00S,2023-02-16T02:44:40.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628983,68.15045992115637,28.431372549019606,1610612760,84,60,2023-02-16T02:44:45Z,4720000,False,-108.0,247.0,1,right,MISS S. Gilgeous-Alexander 26' step back 3PT,[1628983],1610612760.0,OKC,step back,,,,,,Above the Break 3,24+ Left Center,26.94,Missed,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,
474,PT08M05.00S,2023-02-16T02:44:43.4Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,84,60,2023-02-16T02:44:45Z,4730000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:7),[1631095],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,Smith Jr.,J. Smith Jr.,473.0,7.0,7.0,0.0,,,,,,,,,,,,,,
475,PT07M54.00S,2023-02-16T02:44:55.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,7.30946123521682,59.068627450980394,1610612745,84,60,2023-02-16T02:49:16Z,4740000,False,-45.0,16.0,1,left,MISS J. Tate turnaround Hook,[1630256],1610612745.0,HOU,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,Tate,J. Tate,,,,,,,,,,,,,,,,,,
476,PT07M52.00S,2023-02-16T02:44:57.6Z,3,REGULAR,rebound,defensive,[],1631119,,,1610612760,84,60,2023-02-16T02:44:58Z,4750000,False,,,0,,J. Williams REBOUND (Off:0 Def:8),[1631119],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Williams,J. Williams,475.0,8.0,8.0,0.0,,,,,,,,,,,,,,
478,PT07M42.00S,2023-02-16T02:45:23.7Z,3,REGULAR,turnover,bad pass,[],1630581,,,1610612760,84,60,2023-02-16T02:46:08Z,4770000,False,,,0,,J. Giddey bad pass TURNOVER (2 TO),"[1630581, 1631095]",1610612760.0,OKC,,,,,,,Mid-Range,8-16 Left,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,2.0,Smith Jr.,1631095.0
479,PT07M42.00S,2023-02-16T02:45:23.7Z,3,REGULAR,steal,,[],1631095,,,1610612745,84,60,2023-02-16T02:45:26Z,4780000,False,,,0,,J. Smith Jr. STEAL (2 STL),[1631095],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Left,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
480,PT07M36.00S,2023-02-16T02:45:30.1Z,3,REGULAR,turnover,bad pass,[],1630231,,,1610612745,84,60,2023-02-16T03:04:24Z,4790000,False,,,0,,K. Martin Jr. bad pass TURNOVER (1 TO),"[1630231, 1631114]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,1.0,Williams,1631114.0
481,PT07M36.00S,2023-02-16T02:45:30.1Z,3,REGULAR,steal,,[],1631114,,,1610612760,84,60,2023-02-16T02:45:31Z,4800000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
482,PT07M33.00S,2023-02-16T02:45:35.4Z,3,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612760,84,60,2023-02-16T02:45:59Z,4810000,False,,,0,,J. Tate shooting personal FOUL (4 PF) (Williams 2 FT),"[1630256, 1631114]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,,,Tate,J. Tate,,,,,,,,1627962.0,4.0,1.0,Williams,1631114.0,,,,,,
484,PT07M33.00S,2023-02-16T02:46:07.2Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631114,,,1610612760,85,60,2023-02-16T02:54:55Z,4830000,False,,,0,,J. Williams Free Throw 1 of 2 (9 PTS),[1631114],1610612760.0,OKC,,,,,,,,,,Made,Williams,J. Williams,,,,,9.0,,,,,,,,,,,,,
485,PT07M33.00S,2023-02-16T02:46:07.2Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1631114,,,1610612760,86,60,2023-02-16T02:54:55Z,4840000,False,,,0,,J. Williams Free Throw 2 of 2 (10 PTS),[1631114],1610612760.0,OKC,,,,,,,,,,Made,Williams,J. Williams,,,,,10.0,,,,,,,,,,,,,
486,PT07M22.00S,2023-02-16T02:46:38.2Z,3,REGULAR,2pt,Jump Shot,[],1630578,23.340998685939553,51.71568627450981,1610612745,86,60,2023-02-16T02:55:25Z,4850000,False,-9.0,167.0,1,left,MISS A. Sengun 16' pullup Shot,[1630578],1610612745.0,HOU,pullup,,,,,,Mid-Range,16-24 Center,16.71,Missed,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
487,PT07M18.00S,2023-02-16T02:46:42.2Z,3,REGULAR,rebound,defensive,[],1631119,,,1610612760,86,60,2023-02-16T02:46:43Z,4860000,False,,,0,,J. Williams REBOUND (Off:0 Def:9),[1631119],1610612760.0,OKC,,,,,,,Mid-Range,16-24 Center,,,Williams,J. Williams,486.0,9.0,9.0,0.0,,,,,,,,,,,,,,
488,PT07M03.00S,2023-02-16T02:46:56.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,92.85479632063075,52.450980392156865,1610612760,88,60,2023-02-16T02:47:00Z,4870000,False,12.0,15.0,1,right,J. Giddey driving Layup (13 PTS) (L. Dort 3 AST),"[1630581, 1629652]",1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,1.92,Made,Giddey,J. Giddey,,,,,13.0,,,,,,,,L. Dort,1629652.0,3.0,,,
489,PT06M47.00S,2023-02-16T02:47:12.1Z,3,REGULAR,3pt,Jump Shot,[],1630231,33.065045992115635,51.470588235294116,1610612745,88,60,2023-02-16T02:47:18Z,4880000,False,-7.0,258.0,1,left,MISS K. Martin Jr. 25' 3PT,[1630231],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,25.84,Missed,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,
490,PT06M44.00S,2023-02-16T02:47:15.1Z,3,REGULAR,rebound,offensive,[],1631095,,,1610612745,88,60,2023-02-16T02:47:18Z,4890000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:7),[1631095],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,Smith Jr.,J. Smith Jr.,489.0,8.0,7.0,1.0,,,,,,,,,,,,,,
491,PT06M42.00S,2023-02-16T02:47:16.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631095,9.937582128777924,47.794117647058826,1610612745,88,62,2023-02-16T02:56:16Z,4900000,False,11.0,41.0,1,left,J. Smith Jr. floating Jump Shot (12 PTS),[1631095],1610612745.0,HOU,floating,,,,,,Restricted Area,0-8 Center,4.24,Made,Smith Jr.,J. Smith Jr.,,,,,12.0,,,,,,,,,,,,,
492,PT06M24.00S,2023-02-16T02:47:34.5Z,3,REGULAR,3pt,Jump Shot,[],1631114,95.22010512483574,94.6078431372549,1610612760,91,62,2023-02-16T02:47:38Z,4910000,False,223.0,-8.0,1,right,J. Williams 3PT  (13 PTS) (S. Gilgeous-Alexander 3 AST),"[1631114, 1628983]",1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,22.31,Made,Williams,J. Williams,,,,,13.0,,,,,,,,S. Gilgeous-Alexander,1628983.0,3.0,,,
494,PT06M09.00S,2023-02-16T02:47:50.5Z,3,REGULAR,turnover,bad pass,[],1631095,,,1610612745,91,62,2023-02-16T02:47:53Z,4930000,False,,,0,,J. Smith Jr. bad pass TURNOVER (2 TO),"[1631095, 1629652]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Left,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,2.0,Dort,1629652.0
495,PT06M09.00S,2023-02-16T02:47:50.5Z,3,REGULAR,steal,,[],1629652,,,1610612760,91,62,2023-02-16T02:47:52Z,4940000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),8-16 Left,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,
496,PT06M04.00S,2023-02-16T02:47:56.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629652,93.64323258869908,41.911764705882355,1610612760,93,62,2023-02-16T02:48:03Z,4950000,False,-40.0,7.0,1,right,L. Dort running Layup (11 PTS),[1629652],1610612760.0,OKC,running,,,,,,Restricted Area,0-8 Center,4.11,Made,Dort,L. Dort,,,,,11.0,,,,,,,,,,,,,
497,PT05M52.00S,2023-02-16T02:48:06.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,6.389618922470433,44.85294117647059,1610612745,93,62,2023-02-16T02:57:07Z,4960000,False,26.0,8.0,1,left,MISS K. Martin Jr. driving Layup,[1630231],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,2.68,Missed,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,
498,PT05M50.00S,2023-02-16T02:48:08.6Z,3,REGULAR,rebound,defensive,[],1631119,,,1610612760,93,62,2023-02-16T02:48:11Z,4970000,False,,,0,,J. Williams REBOUND (Off:0 Def:10),[1631119],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Williams,J. Williams,497.0,10.0,10.0,0.0,,,,,,,,,,,,,,
499,PT05M44.00S,2023-02-16T02:48:18.0Z,3,REGULAR,turnover,out-of-bounds,[],1631114,,,1610612760,93,62,2023-02-16T02:48:31Z,4980000,False,,,0,,J. Williams lost ball out-of-bounds TURNOVER (1 TO),[1631114],1610612760.0,OKC,lost ball,,,,,,Right Corner 3,24+ Right,,,Williams,J. Williams,,,,,,,,203591.0,,,,,,,,1.0,,
500,PT05M32.00S,2023-02-16T02:48:38.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630578,10.463206307490145,48.03921568627451,1610612745,93,62,2023-02-16T02:57:40Z,4990000,False,10.0,46.0,1,left,MISS A. Sengun turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
501,PT05M29.00S,2023-02-16T02:48:41.9Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,93,62,2023-02-16T02:48:41Z,5000000,False,,,0,,A. Sengun REBOUND (Off:5 Def:5),[1630578],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sengun,A. Sengun,500.0,10.0,5.0,5.0,,,,,,,,,,,,,,
502,PT05M29.00S,2023-02-16T02:48:41.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630578,5.590000152587891,50.0,1610612745,93,62,2023-02-16T02:48:41Z,5010000,False,0.0,0.0,1,left,MISS A. Sengun tip Layup,[1630578],1610612745.0,HOU,tip,,,,,,Mid-Range,8-16 Left,0.0,Missed,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
503,PT05M28.00S,2023-02-16T02:48:42.8Z,3,REGULAR,rebound,defensive,[],1631119,,,1610612760,93,62,2023-02-16T02:48:42Z,5020000,False,,,0,,J. Williams REBOUND (Off:0 Def:11),[1631119],1610612760.0,OKC,,,,,,,Mid-Range,8-16 Left,,,Williams,J. Williams,502.0,11.0,11.0,0.0,,,,,,,,,,,,,,
505,PT05M22.00S,2023-02-16T02:48:49.1Z,3,REGULAR,3pt,Jump Shot,[],1631119,66.3107752956636,50.245098039215684,1610612760,96,62,2023-02-16T02:48:53Z,5030000,False,1.0,264.0,1,right,J. Williams 26' 3PT  (8 PTS) (S. Gilgeous-Alexander 4 AST),"[1631119, 1628983]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,26.42,Made,Williams,J. Williams,,,,,8.0,,,,,,,,S. Gilgeous-Alexander,1628983.0,4.0,,,
507,PT05M20.00S,2023-02-16T02:48:53.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,96,62,2023-02-16T02:48:53Z,5050000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT05M20.00S,2023-02-16T02:51:21.1Z,3,REGULAR,substitution,out,[],1630578,,,1610612745,96,62,2023-02-16T02:51:33Z,5060000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
509,PT05M20.00S,2023-02-16T02:51:21.1Z,3,REGULAR,substitution,out,[],1630256,,,1610612745,96,62,2023-02-16T02:51:33Z,5070000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
510,PT05M20.00S,2023-02-16T02:51:21.1Z,3,REGULAR,substitution,in,[],1630620,,,1610612745,96,62,2023-02-16T02:51:33Z,5080000,False,,,0,,SUB in: D. Days,[1630620],1610612745.0,HOU,,,,,,,,,,,Days,D. Days,,,,,,,,,,,,,,,,,,
511,PT05M20.00S,2023-02-16T02:51:21.1Z,3,REGULAR,substitution,in,[],1626163,,,1610612745,96,62,2023-02-16T02:51:33Z,5090000,False,,,0,,SUB in: F. Kaminsky,[1626163],1610612745.0,HOU,,,,,,,,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,
512,PT05M11.00S,2023-02-16T02:51:53.9Z,3,REGULAR,3pt,Jump Shot,[],1631102,25.57490144546649,16.666666666666664,1610612745,96,62,2023-02-16T02:51:58Z,5100000,False,167.0,188.0,1,left,MISS T. Washington Jr. 25' 3PT,[1631102],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,25.12,Missed,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,
513,PT05M07.00S,2023-02-16T02:51:58.2Z,3,REGULAR,rebound,offensive,[],1631095,,,1610612745,96,62,2023-02-16T02:51:58Z,5110000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:7),[1631095],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Smith Jr.,J. Smith Jr.,512.0,9.0,7.0,2.0,,,,,,,,,,,,,,
514,PT04M59.00S,2023-02-16T02:52:06.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630620,7.046649145860711,95.58823529411765,1610612745,96,65,2023-02-16T02:52:09Z,5120000,False,-228.0,14.0,1,left,D. Days 3PT  (3 PTS) (F. Kaminsky 2 AST),"[1630620, 1626163]",1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,22.83,Made,Days,D. Days,,,,,3.0,,,,,,,,F. Kaminsky,1626163.0,2.0,,,
516,PT04M43.00S,2023-02-16T02:52:23.7Z,3,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612760,96,65,2023-02-16T02:52:29Z,5140000,False,,,0,,J. Smith Jr. shooting personal FOUL (3 PF) (Dort 2 FT),"[1631095, 1629652]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,,,Smith Jr.,J. Smith Jr.,,,,,,,,202056.0,3.0,0.0,Dort,1629652.0,,,,,,
519,PT04M43.00S,2023-02-16T02:52:51.4Z,3,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,97,65,2023-02-16T02:52:51Z,5160000,False,,,0,,L. Dort Free Throw 1 of 2 (12 PTS),[1629652],1610612760.0,OKC,,,,,,,,,,Made,Dort,L. Dort,,,,,12.0,,,,,,,,,,,,,
520,PT04M43.00S,2023-02-16T02:52:52.1Z,3,REGULAR,substitution,out,[],1630581,,,1610612760,97,65,2023-02-16T02:53:01Z,5170000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
521,PT04M43.00S,2023-02-16T02:52:52.1Z,3,REGULAR,substitution,out,[],1631119,,,1610612760,97,65,2023-02-16T02:53:01Z,5180000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
522,PT04M43.00S,2023-02-16T02:52:52.1Z,3,REGULAR,substitution,out,[],1631114,,,1610612760,97,65,2023-02-16T02:53:01Z,5190000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
523,PT04M43.00S,2023-02-16T02:52:52.1Z,3,REGULAR,substitution,in,[],1629026,,,1610612760,97,65,2023-02-16T02:53:01Z,5200000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,,,,,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,
524,PT04M43.00S,2023-02-16T02:52:52.1Z,3,REGULAR,substitution,in,[],1630198,,,1610612760,97,65,2023-02-16T02:53:01Z,5210000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,,,,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,
525,PT04M43.00S,2023-02-16T02:52:52.1Z,3,REGULAR,substitution,in,[],1630526,,,1610612760,97,65,2023-02-16T02:53:01Z,5220000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,,,,,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,
526,PT04M43.00S,2023-02-16T02:53:16.3Z,3,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,98,65,2023-02-16T02:53:16Z,5230000,False,,,0,,L. Dort Free Throw 2 of 2 (13 PTS),[1629652],1610612760.0,OKC,,,,,,,,,,Made,Dort,L. Dort,,,,,13.0,,,,,,,,,,,,,
527,PT04M30.00S,2023-02-16T02:53:31.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631102,10.200394218134035,39.21568627450981,1610612745,98,67,2023-02-16T02:59:02Z,5240000,False,54.0,43.0,1,left,T. Washington Jr. 6' driving floating Jump Shot (8 PTS),[1631102],1610612745.0,HOU,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.92,Made,Washington Jr.,T. Washington Jr.,,,,,8.0,,,,,,,,,,,,,
528,PT04M15.00S,2023-02-16T02:53:45.3Z,3,REGULAR,3pt,Jump Shot,[],1630198,68.41327201051249,64.70588235294117,1610612760,101,67,2023-02-16T02:53:50Z,5250000,False,74.0,244.0,1,right,I. Joe 25' 3PT  (7 PTS) (S. Gilgeous-Alexander 5 AST),"[1630198, 1628983]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,25.52,Made,Joe,I. Joe,,,,,7.0,,,,,,,,S. Gilgeous-Alexander,1628983.0,5.0,,,
530,PT03M56.00S,2023-02-16T02:54:05.2Z,3,REGULAR,3pt,Jump Shot,[],1631095,32.670827858081466,49.754901960784316,1610612745,101,70,2023-02-16T02:54:09Z,5270000,False,1.0,255.0,1,left,J. Smith Jr. 25' 3PT  (15 PTS) (K. Martin Jr. 2 AST),"[1631095, 1630231]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,25.46,Made,Smith Jr.,J. Smith Jr.,,,,,15.0,,,,,,,,K. Martin Jr.,1630231.0,2.0,,,
532,PT03M39.00S,2023-02-16T02:54:21.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629652,93.38042049934296,48.77450980392157,1610612760,103,70,2023-02-16T02:59:41Z,5290000,False,-6.0,10.0,1,right,L. Dort cutting DUNK (15 PTS) (S. Gilgeous-Alexander 6 AST),"[1629652, 1628983]",1610612760.0,OKC,cutting,,,,,,Restricted Area,0-8 Center,1.15,Made,Dort,L. Dort,,,,,15.0,,,,,,,,S. Gilgeous-Alexander,1628983.0,6.0,,,
534,PT03M24.00S,2023-02-16T02:54:36.7Z,3,REGULAR,3pt,Jump Shot,[],1630620,22.552562417871222,9.558823529411764,1610612745,103,70,2023-02-16T02:54:41Z,5310000,False,202.0,159.0,1,left,MISS D. Days 25' 3PT,[1630620],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,25.75,Missed,Days,D. Days,,,,,,,,,,,,,,,,,,
535,PT03M23.00S,2023-02-16T02:54:37.7Z,3,REGULAR,rebound,offensive,[],1626163,,,1610612745,103,70,2023-02-16T03:00:27Z,5320000,False,,,0,,F. Kaminsky REBOUND (Off:1 Def:0),[1626163],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Kaminsky,F. Kaminsky,534.0,1.0,0.0,1.0,,,,,,,,,,,,,,
536,PT03M22.00S,2023-02-16T02:54:50.5Z,3,REGULAR,foul,personal,[],1629026,,,1610612745,103,70,2023-02-16T02:55:01Z,5330000,False,,,0,,K. Williams personal FOUL (1 PF),"[1629026, 1626163]",1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Williams,K. Williams,,,,,,,,202056.0,1.0,0.0,Kaminsky,1626163.0,,,,,,
538,PT03M22.00S,2023-02-16T02:55:04.7Z,3,REGULAR,substitution,out,[],1630231,,,1610612745,103,70,2023-02-16T02:55:07Z,5350000,False,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,
539,PT03M22.00S,2023-02-16T02:55:04.7Z,3,REGULAR,substitution,in,[],1631106,,,1610612745,103,70,2023-02-16T02:55:07Z,5360000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,,,,,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,
540,PT03M11.00S,2023-02-16T02:55:20.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631106,11.514454664914586,42.8921568627451,1610612745,103,72,2023-02-16T03:01:38Z,5370000,False,36.0,56.0,1,left,T. Eason 6' driving floating Jump Shot (6 PTS) (F. Kaminsky 3 AST),"[1631106, 1626163]",1610612745.0,HOU,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.61,Made,Eason,T. Eason,,,,,6.0,,,,,,,,F. Kaminsky,1626163.0,3.0,,,
542,PT03M11.00S,2023-02-16T02:55:24.6Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628983,,,1610612745,103,72,2023-02-16T02:55:35Z,5390000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (3 PF) (Eason 1 FT),"[1628983, 1631106]",1610612760.0,OKC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,203591.0,3.0,1.0,Eason,1631106.0,,,,,,
544,PT03M11.00S,2023-02-16T02:55:48.3Z,3,REGULAR,freethrow,1 of 1,[],1631106,,,1610612745,103,73,2023-02-16T02:55:48Z,5410000,False,,,0,,T. Eason Free Throw 1 of 1 (7 PTS),[1631106],1610612745.0,HOU,,,,,,,,,,Made,Eason,T. Eason,,,,,7.0,,,,,,,,,,,,,
