actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
620,PT07M29.00S,2023-01-19T03:02:59.7Z,4,REGULAR,steal,,[],1630198,,,1610612760,111,85,2023-01-19T03:03:01Z,6150000,False,,,0,,I. Joe STEAL (2 STL),[1630198],1610612760.0,OKC,,Joe,I. Joe,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,
621,PT07M25.00S,2023-01-19T03:03:04.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630598,4.812746386333772,51.225490196078425,1610612760,113,85,2023-01-19T03:03:09Z,6160000,False,-6.0,-7.0,1,left,A. Wiggins alley-oop Layup (8 PTS) (I. Joe 1 AST),"[1630598, 1630198]",1610612760.0,OKC,,Wiggins,A. Wiggins,alley-oop,Restricted Area,0-8 Center,0.95,Made,8.0,I. Joe,1630198.0,1.0,,,,,,,,,,,,,
623,PT07M13.00S,2023-01-19T03:03:16.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,84.97043363994744,48.03921568627451,1610612754,113,87,2023-01-19T03:13:51Z,6180000,False,-10.0,89.0,1,right,A. Nembhard 8' driving Layup (15 PTS),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,driving,In The Paint (Non-RA),8-16 Center,8.93,Made,15.0,,,,,,,,,,,,,,,,
624,PT06M53.00S,2023-01-19T03:03:35.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,7.178055190538765,49.50980392156863,1610612760,113,87,2023-01-19T03:03:41Z,6190000,False,2.0,15.0,1,left,MISS J. Giddey Layup,[1630581],1610612760.0,OKC,,Giddey,J. Giddey,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,,,,,,,
625,PT06M52.00S,2023-01-19T03:03:36.6Z,4,REGULAR,rebound,offensive,[],1631114,,,1610612760,113,87,2023-01-19T03:03:41Z,6200000,False,,,0,,J. Williams REBOUND (Off:1 Def:3),[1631114],1610612760.0,OKC,,Williams,J. Williams,,Restricted Area,0-8 Center,,,,,,,624.0,4.0,3.0,1.0,,,,,,,,,
626,PT06M52.00S,2023-01-19T03:03:38.8Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631114,5.590000152587891,50.0,1610612760,113,87,2023-01-19T03:04:35Z,6210000,False,0.0,0.0,1,left,MISS J. Williams tip DUNK,[1631114],1610612760.0,OKC,,Williams,J. Williams,tip,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
627,PT06M52.00S,2023-01-19T03:03:38.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,113,87,2023-01-19T03:03:50Z,6220000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,Restricted Area,0-8 Center,,,,,,,626.0,,,,,,,,,,,,
628,PT06M52.00S,2023-01-19T03:03:47.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630581,,,1610612754,113,87,2023-01-19T03:04:08Z,6230000,False,,,0,,J. Giddey loose ball personal FOUL (4 PF) (Bitadze 2 FT),"[1630581, 1629048]",1610612760.0,OKC,1627519.0,Giddey,J. Giddey,loose ball,Restricted Area,0-8 Center,,,,,,,,,,,4.0,0.0,Bitadze,1629048.0,,,,,
630,PT06M52.00S,2023-01-19T03:04:12.0Z,4,REGULAR,freethrow,1 of 2,[],1629048,,,1610612754,113,87,2023-01-19T03:04:12Z,6250000,False,,,0,,MISS G. Bitadze Free Throw 1 of 2,[1629048],1610612754.0,IND,,Bitadze,G. Bitadze,,,,,Missed,,,,,,,,,,,,,,,,,
631,PT06M52.00S,2023-01-19T03:04:12.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,113,87,2023-01-19T03:04:12Z,6260000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,630.0,,,,,,,,,,,,
632,PT06M52.00S,2023-01-19T03:04:27.9Z,4,REGULAR,freethrow,2 of 2,[],1629048,,,1610612754,113,88,2023-01-19T03:04:27Z,6270000,False,,,0,,G. Bitadze Free Throw 2 of 2 (1 PTS),[1629048],1610612754.0,IND,,Bitadze,G. Bitadze,,,,,Made,1.0,,,,,,,,,,,,,,,,
633,PT06M39.00S,2023-01-19T03:04:42.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,18.084756898817346,39.705882352941174,1610612760,113,88,2023-01-19T03:16:34Z,6280000,False,51.0,117.0,1,left,MISS J. Giddey 12' driving floating Shot,[1630581],1610612760.0,OKC,,Giddey,J. Giddey,driving floating,In The Paint (Non-RA),8-16 Center,12.83,Missed,,,,,,,,,,,,,,,,,
634,PT06M36.00S,2023-01-19T03:04:45.3Z,4,REGULAR,rebound,defensive,[],1629614,,,1610612754,113,88,2023-01-19T03:04:47Z,6290000,False,,,0,,A. Nembhard REBOUND (Off:2 Def:1),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,In The Paint (Non-RA),8-16 Center,,,,,,,633.0,3.0,1.0,2.0,,,,,,,,,
635,PT06M32.00S,2023-01-19T03:04:49.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629614,91.67214191852825,46.32352941176471,1610612754,113,88,2023-01-19T03:17:07Z,6300000,False,-18.0,26.0,1,right,MISS A. Nembhard running Layup,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,running,Restricted Area,0-8 Center,3.17,Missed,,,,,,,,,,,,,,,,,
636,PT06M28.00S,2023-01-19T03:04:53.5Z,4,REGULAR,rebound,offensive,[],1630243,,,1610612754,113,88,2023-01-19T03:04:56Z,6310000,False,,,0,,T. Queen REBOUND (Off:2 Def:4),[1630243],1610612754.0,IND,,Queen,T. Queen,,Restricted Area,0-8 Center,,,,,,,635.0,6.0,4.0,2.0,,,,,,,,,
637,PT06M28.00S,2023-01-19T03:04:53.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630243,94.40999984741211,50.0,1610612754,113,90,2023-01-19T03:04:53Z,6320000,False,0.0,0.0,1,right,T. Queen tip Layup (11 PTS),[1630243],1610612754.0,IND,,Queen,T. Queen,tip,Mid-Range,8-16 Left,0.0,Made,11.0,,,,,,,,,,,,,,,,
638,PT06M21.00S,2023-01-19T03:05:00.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,6.521024967148489,53.431372549019606,1610612760,115,90,2023-01-19T03:05:04Z,6330000,False,-17.0,9.0,1,left,J. Giddey Layup (16 PTS) (A. Wiggins 3 AST),"[1630581, 1630598]",1610612760.0,OKC,,Giddey,J. Giddey,,Restricted Area,0-8 Center,1.93,Made,16.0,A. Wiggins,1630598.0,3.0,,,,,,,,,,,,,
640,PT06M07.00S,2023-01-19T03:05:15.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631114,,,1610612754,115,90,2023-01-19T03:05:25Z,6350000,False,,,0,,J. Williams shooting personal FOUL (3 PF) (Bitadze 2 FT),"[1631114, 1629048]",1610612760.0,OKC,203591.0,Williams,J. Williams,shooting,Restricted Area,0-8 Center,,,,,,,,,,,3.0,0.0,Bitadze,1629048.0,,,,,
642,PT06M07.00S,2023-01-19T03:05:41.2Z,4,REGULAR,freethrow,1 of 2,[],1629048,,,1610612754,115,90,2023-01-19T03:05:41Z,6370000,False,,,0,,MISS G. Bitadze Free Throw 1 of 2,[1629048],1610612754.0,IND,,Bitadze,G. Bitadze,,,,,Missed,,,,,,,,,,,,,,,,,
643,PT06M07.00S,2023-01-19T03:05:41.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,115,90,2023-01-19T03:05:41Z,6380000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,642.0,,,,,,,,,,,,
644,PT06M07.00S,2023-01-19T03:05:41.8Z,4,REGULAR,substitution,out,[],203488,,,1610612754,115,90,2023-01-19T03:05:48Z,6390000,False,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,
645,PT06M07.00S,2023-01-19T03:05:41.8Z,4,REGULAR,substitution,in,[],1631119,,,1610612754,115,90,2023-01-19T03:05:48Z,6400000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,
646,PT06M07.00S,2023-01-19T03:06:00.8Z,4,REGULAR,freethrow,2 of 2,[],1629048,,,1610612754,115,91,2023-01-19T03:06:00Z,6410000,False,,,0,,G. Bitadze Free Throw 2 of 2 (2 PTS),[1629048],1610612754.0,IND,,Bitadze,G. Bitadze,,,,,Made,2.0,,,,,,,,,,,,,,,,
647,PT05M48.00S,2023-01-19T03:06:20.7Z,4,REGULAR,3pt,Jump Shot,[],1630198,32.933639947437584,29.166666666666668,1610612760,115,91,2023-01-19T03:06:26Z,6420000,False,104.0,257.0,1,left,MISS I. Joe 27' step back 3PT - blocked,"[1630198, 1630243]",1610612760.0,OKC,,Joe,I. Joe,step back,Above the Break 3,24+ Right Center,27.74,Missed,,,,,,,,,,,,,,,,Queen,1630243.0
648,PT05M48.00S,2023-01-19T03:06:20.7Z,4,REGULAR,block,,[],1630243,,,1610612760,115,91,2023-01-19T03:06:23Z,6430000,False,,,0,,T. Queen BLOCK (3 BLK),[1630243],1610612754.0,IND,,Queen,T. Queen,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,
649,PT05M45.00S,2023-01-19T03:06:23.7Z,4,REGULAR,rebound,offensive,[],1631114,,,1610612760,115,91,2023-01-19T03:06:26Z,6440000,False,,,0,,J. Williams REBOUND (Off:2 Def:3),[1631114],1610612760.0,OKC,,Williams,J. Williams,,Above the Break 3,24+ Right Center,,,,,,,647.0,5.0,3.0,2.0,,,,,,,,,
650,PT05M44.00S,2023-01-19T03:06:30.0Z,4,REGULAR,foul,offensive,['inpenalty'],1630581,,,1610612760,115,91,2023-01-19T03:06:38Z,6450000,False,,,0,,J. Giddey charge offensive FOUL (5 PF),"[1630581, 1630678]",1610612760.0,OKC,201639.0,Giddey,J. Giddey,charge,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,5.0,0.0,Taylor,1630678.0,,,,,
652,PT05M44.00S,2023-01-19T03:06:30.0Z,4,REGULAR,turnover,offensive foul,[],1630581,,,1610612760,115,91,2023-01-19T03:06:30Z,6470000,False,,,0,,J. Giddey offensive foul TURNOVER (5 TO),[1630581],1610612760.0,OKC,201639.0,Giddey,J. Giddey,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,5.0,,,,
653,PT05M44.00S,2023-01-19T03:06:35.0Z,4,REGULAR,substitution,out,[],1629048,,,1610612754,115,91,2023-01-19T03:06:40Z,6480000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,
654,PT05M44.00S,2023-01-19T03:06:35.0Z,4,REGULAR,substitution,in,[],1630543,,,1610612754,115,91,2023-01-19T03:06:40Z,6490000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,
655,PT05M29.00S,2023-01-19T03:07:03.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630678,71.82982917214193,74.50980392156863,1610612754,115,91,2023-01-19T03:07:08Z,6500000,False,123.0,212.0,1,right,MISS T. Taylor 24' 3PT,[1630678],1610612754.0,IND,,Taylor,T. Taylor,,Above the Break 3,24+ Right Center,24.51,Missed,,,,,,,,,,,,,,,,,
656,PT05M26.00S,2023-01-19T03:07:06.5Z,4,REGULAR,rebound,offensive,[],1630243,,,1610612754,115,91,2023-01-19T03:07:08Z,6510000,False,,,0,,T. Queen REBOUND (Off:3 Def:4),[1630243],1610612754.0,IND,,Queen,T. Queen,,Above the Break 3,24+ Right Center,,,,,,,655.0,7.0,4.0,3.0,,,,,,,,,
657,PT05M24.00S,2023-01-19T03:07:08.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630243,91.40932982917214,49.26470588235294,1610612754,115,91,2023-01-19T03:19:16Z,6520000,False,-4.0,28.0,1,right,MISS T. Queen floating Shot,[1630243],1610612754.0,IND,,Queen,T. Queen,floating,Restricted Area,0-8 Center,2.85,Missed,,,,,,,,,,,,,,,,,
658,PT05M22.00S,2023-01-19T03:07:13.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,115,91,2023-01-19T03:07:13Z,6530000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,Restricted Area,0-8 Center,,,,,,,657.0,,,,,,,,,,,,
659,PT05M22.00S,2023-01-19T03:07:14.0Z,4,REGULAR,foul,personal,[],1630678,,,1610612760,115,91,2023-01-19T03:07:19Z,6540000,False,,,0,,T. Taylor loose ball personal FOUL (2 PF),"[1630678, 1631119]",1610612754.0,IND,203591.0,Taylor,T. Taylor,loose ball,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Williams,1631119.0,,,,,
661,PT05M03.00S,2023-01-19T03:07:43.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,8.09789750328515,58.57843137254902,1610612760,115,91,2023-01-19T03:19:42Z,6560000,False,-43.0,24.0,1,left,MISS J. Williams driving floating Shot,[1631114],1610612760.0,OKC,,Williams,J. Williams,driving floating,In The Paint (Non-RA),0-8 Center,4.9,Missed,,,,,,,,,,,,,,,,,
662,PT04M59.00S,2023-01-19T03:07:47.9Z,4,REGULAR,rebound,defensive,[],1630543,,,1610612754,115,91,2023-01-19T03:07:48Z,6570000,False,,,0,,I. Jackson REBOUND (Off:2 Def:3),[1630543],1610612754.0,IND,,Jackson,I. Jackson,,In The Paint (Non-RA),0-8 Center,,,,,,,661.0,5.0,3.0,2.0,,,,,,,,,
663,PT04M55.00S,2023-01-19T03:07:51.8Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630543,92.59198423127464,49.26470588235294,1610612754,115,93,2023-01-19T03:20:28Z,6580000,False,-4.0,17.0,1,right,I. Jackson running DUNK (9 PTS) (T. Queen 1 AST),"[1630543, 1630243]",1610612754.0,IND,,Jackson,I. Jackson,running,Restricted Area,0-8 Center,1.75,Made,9.0,T. Queen,1630243.0,1.0,,,,,,,,,,,,,
665,PT04M32.00S,2023-01-19T03:08:27.8Z,4,REGULAR,foul,offensive,['inpenalty'],1631119,,,1610612760,115,93,2023-01-19T03:09:15Z,6600000,False,,,0,,J. Williams offensive FOUL (3 PF),"[1631119, 1630243]",1610612760.0,OKC,203591.0,Williams,J. Williams,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,3.0,0.0,Queen,1630243.0,,,,,
667,PT04M32.00S,2023-01-19T03:08:27.8Z,4,REGULAR,turnover,offensive foul,[],1631119,,,1610612760,115,93,2023-01-19T03:08:27Z,6620000,False,,,0,,J. Williams offensive foul TURNOVER (4 TO),[1631119],1610612760.0,OKC,203591.0,Williams,J. Williams,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,4.0,,,,
668,PT04M25.00S,2023-01-19T03:08:43.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630581,,,1610612754,115,93,2023-01-19T03:08:55Z,6630000,False,,,0,,J. Giddey shooting personal FOUL (6 PF) (Jackson 2 FT),"[1630581, 1630543]",1610612760.0,OKC,201639.0,Giddey,J. Giddey,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,6.0,0.0,Jackson,1630543.0,,,,,
670,PT04M25.00S,2023-01-19T03:09:02.2Z,4,REGULAR,substitution,out,[],1630581,,,1610612754,115,93,2023-01-19T03:09:09Z,6650000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,
671,PT04M25.00S,2023-01-19T03:09:02.2Z,4,REGULAR,substitution,in,[],1630544,,,1610612754,115,93,2023-01-19T03:09:09Z,6660000,False,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,
672,PT04M25.00S,2023-01-19T03:09:28.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630543,,,1610612754,115,93,2023-01-19T03:09:28Z,6670000,False,,,0,,MISS I. Jackson Free Throw 1 of 2,[1630543],1610612754.0,IND,,Jackson,I. Jackson,,,,,Missed,,,,,,,,,,,,,,,,,
673,PT04M25.00S,2023-01-19T03:09:28.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,115,93,2023-01-19T03:09:28Z,6680000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,672.0,,,,,,,,,,,,
674,PT04M25.00S,2023-01-19T03:09:46.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630543,,,1610612754,115,94,2023-01-19T03:09:46Z,6690000,False,,,0,,I. Jackson Free Throw 2 of 2 (10 PTS),[1630543],1610612754.0,IND,,Jackson,I. Jackson,,,,,Made,10.0,,,,,,,,,,,,,,,,
675,PT04M12.00S,2023-01-19T03:10:00.0Z,4,REGULAR,3pt,Jump Shot,[],1630198,32.933639947437584,50.98039215686274,1610612760,118,94,2023-01-19T03:10:18Z,6700000,False,-5.0,257.0,1,left,I. Joe 25' 3PT  (20 PTS) (J. Williams 1 AST),"[1630198, 1631119]",1610612760.0,OKC,,Joe,I. Joe,,Above the Break 3,24+ Center,25.71,Made,20.0,J. Williams,1631119.0,1.0,,,,,,,,,,,,,
677,PT04M00.00S,2023-01-19T03:10:14.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630544,,,1610612754,118,94,2023-01-19T03:10:23Z,6720000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Duarte 2 FT),"[1630544, 1630537]",1610612760.0,OKC,1627519.0,Mann,T. Mann,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,0.0,Duarte,1630537.0,,,,,
679,PT04M00.00S,2023-01-19T03:10:40.4Z,4,REGULAR,freethrow,1 of 2,[],1630537,,,1610612754,118,94,2023-01-19T03:10:40Z,6740000,False,,,0,,MISS C. Duarte Free Throw 1 of 2,[1630537],1610612754.0,IND,,Duarte,C. Duarte,,,,,Missed,,,,,,,,,,,,,,,,,
680,PT04M00.00S,2023-01-19T03:10:40.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,118,94,2023-01-19T03:10:40Z,6750000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,679.0,,,,,,,,,,,,
681,PT04M00.00S,2023-01-19T03:10:55.2Z,4,REGULAR,freethrow,2 of 2,[],1630537,,,1610612754,118,95,2023-01-19T03:10:55Z,6760000,False,,,0,,C. Duarte Free Throw 2 of 2 (8 PTS),[1630537],1610612754.0,IND,,Duarte,C. Duarte,,,,,Made,8.0,,,,,,,,,,,,,,,,
682,PT03M48.00S,2023-01-19T03:11:08.8Z,4,REGULAR,turnover,bad pass,[],1631119,,,1610612760,118,95,2023-01-19T03:22:14Z,6770000,False,,,0,,J. Williams bad pass TURNOVER (5 TO),"[1631119, 1629614]",1610612760.0,OKC,,Williams,J. Williams,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,5.0,Nembhard,1629614.0,,
683,PT03M48.00S,2023-01-19T03:11:08.8Z,4,REGULAR,steal,,[],1629614,,,1610612754,118,95,2023-01-19T03:11:10Z,6780000,False,,,0,,A. Nembhard STEAL (2 STL),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
684,PT03M42.00S,2023-01-19T03:11:15.2Z,4,REGULAR,turnover,bad pass,[],1629614,,,1610612754,118,95,2023-01-19T03:11:31Z,6790000,False,,,0,,A. Nembhard bad pass TURNOVER (1 TO),"[1629614, 1631114]",1610612754.0,IND,,Nembhard,A. Nembhard,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,1.0,Williams,1631114.0,,
685,PT03M42.00S,2023-01-19T03:11:15.2Z,4,REGULAR,steal,,[],1631114,,,1610612760,118,95,2023-01-19T03:11:16Z,6800000,False,,,0,,J. Williams STEAL (3 STL),[1631114],1610612760.0,OKC,,Williams,J. Williams,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
686,PT03M30.00S,2023-01-19T03:11:27.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631114,20.97568988173456,9.068627450980392,1610612760,118,95,2023-01-19T03:22:31Z,6810000,False,205.0,145.0,1,left,MISS J. Williams 25' step back 3PT,[1631114],1610612760.0,OKC,,Williams,J. Williams,step back,Above the Break 3,24+ Right Center,25.07,Missed,,,,,,,,,,,,,,,,,
687,PT03M26.00S,2023-01-19T03:11:30.6Z,4,REGULAR,rebound,defensive,[],1630537,,,1610612754,118,95,2023-01-19T03:11:30Z,6820000,False,,,0,,C. Duarte REBOUND (Off:1 Def:4),[1630537],1610612754.0,IND,,Duarte,C. Duarte,,Above the Break 3,24+ Right Center,,,,,,,686.0,5.0,4.0,1.0,,,,,,,,,
688,PT03M17.00S,2023-01-19T03:11:40.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630678,93.77463863337714,50.49019607843137,1610612754,118,97,2023-01-19T03:11:53Z,6830000,False,2.0,6.0,1,right,T. Taylor cutting DUNK (4 PTS) (C. Duarte 2 AST),"[1630678, 1630537]",1610612754.0,IND,,Taylor,T. Taylor,cutting,Restricted Area,0-8 Center,0.65,Made,4.0,C. Duarte,1630537.0,2.0,,,,,,,,,,,,,
690,PT03M17.00S,2023-01-19T03:11:44.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,118,97,2023-01-19T03:11:44Z,6850000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,
693,PT03M00.00S,2023-01-19T03:14:46.9Z,4,REGULAR,3pt,Jump Shot,[],1630598,26.757555847568987,18.38235294117647,1610612760,118,97,2023-01-19T03:14:52Z,6870000,False,158.0,199.0,1,left,MISS A. Wiggins 25' step back 3PT,[1630598],1610612760.0,OKC,,Wiggins,A. Wiggins,step back,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,
694,PT02M56.00S,2023-01-19T03:14:50.9Z,4,REGULAR,rebound,defensive,[],1629614,,,1610612754,118,97,2023-01-19T03:14:52Z,6880000,False,,,0,,A. Nembhard REBOUND (Off:2 Def:2),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,Above the Break 3,24+ Right Center,,,,,,,693.0,4.0,2.0,2.0,,,,,,,,,
695,PT02M48.00S,2023-01-19T03:15:02.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631114,,,1610612754,118,97,2023-01-19T03:15:29Z,6890000,False,,,0,,J. Williams shooting personal FOUL (4 PF) (Jackson 2 FT),"[1631114, 1630543]",1610612760.0,OKC,201639.0,Williams,J. Williams,shooting,Restricted Area,0-8 Center,,,,,,,,,,,4.0,0.0,Jackson,1630543.0,,,,,
697,PT02M48.00S,2023-01-19T03:15:30.3Z,4,REGULAR,freethrow,1 of 2,[],1630543,,,1610612754,118,98,2023-01-19T03:15:30Z,6910000,False,,,0,,I. Jackson Free Throw 1 of 2 (11 PTS),[1630543],1610612754.0,IND,,Jackson,I. Jackson,,,,,Made,11.0,,,,,,,,,,,,,,,,
698,PT02M48.00S,2023-01-19T03:15:30.3Z,4,REGULAR,freethrow,2 of 2,[],1630543,,,1610612754,118,98,2023-01-19T03:15:43Z,6920000,False,,,0,,MISS I. Jackson Free Throw 2 of 2,[1630543],1610612754.0,IND,,Jackson,I. Jackson,,,,,Missed,,,,,,,,,,,,,,,,,
699,PT02M46.00S,2023-01-19T03:15:32.3Z,4,REGULAR,rebound,defensive,[],1631114,,,1610612760,118,98,2023-01-19T03:15:43Z,6930000,False,,,0,,J. Williams REBOUND (Off:2 Def:4),[1631114],1610612760.0,OKC,,Williams,J. Williams,,,,,,,,,,698.0,6.0,4.0,2.0,,,,,,,,,
700,PT02M30.00S,2023-01-19T03:15:58.4Z,4,REGULAR,3pt,Jump Shot,[],1630198,29.517082785808146,77.69607843137256,1610612760,118,98,2023-01-19T03:16:03Z,6940000,False,-138.0,225.0,1,left,MISS I. Joe 26' 3PT,[1630198],1610612760.0,OKC,,Joe,I. Joe,,Above the Break 3,24+ Left Center,26.42,Missed,,,,,,,,,,,,,,,,,
701,PT02M25.00S,2023-01-19T03:16:03.4Z,4,REGULAR,rebound,defensive,[],1630243,,,1610612754,118,98,2023-01-19T03:16:03Z,6950000,False,,,0,,T. Queen REBOUND (Off:3 Def:5),[1630243],1610612754.0,IND,,Queen,T. Queen,,Above the Break 3,24+ Left Center,,,,,,,700.0,8.0,5.0,3.0,,,,,,,,,
702,PT02M23.00S,2023-01-19T03:16:04.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630537,79.45137976346912,4.166666666666666,1610612754,118,101,2023-01-19T03:23:25Z,6960000,False,-229.0,141.0,1,right,C. Duarte 26' 3PT running (11 PTS) (A. Nembhard 7 AST),"[1630537, 1629614]",1610612754.0,IND,,Duarte,C. Duarte,running,Above the Break 3,24+ Left Center,26.89,Made,11.0,A. Nembhard,1629614.0,7.0,,,,,,,,,,,,,
704,PT02M00.00S,2023-01-19T03:16:28.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,9.937582128777924,38.48039215686275,1610612760,120,101,2023-01-19T03:16:33Z,6980000,False,58.0,41.0,1,left,A. Wiggins 7' driving Layup (10 PTS) (T. Mann 1 AST),"[1630598, 1630544]",1610612760.0,OKC,,Wiggins,A. Wiggins,driving,In The Paint (Non-RA),0-8 Center,7.06,Made,10.0,T. Mann,1630544.0,1.0,,,,,,,,,,,,,
705,PT01M53.00S,2023-01-19T03:16:37.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630243,91.01511169513797,37.745098039215684,1610612754,120,101,2023-01-19T03:16:41Z,6990000,False,-61.0,32.0,1,right,MISS T. Queen 6' Layup - blocked,"[1630243, 1630198]",1610612754.0,IND,,Queen,T. Queen,,In The Paint (Non-RA),0-8 Center,6.91,Missed,,,,,,,,,,,,,,,,Joe,1630198.0
706,PT01M53.00S,2023-01-19T03:16:37.6Z,4,REGULAR,block,,[],1630198,,,1610612754,120,101,2023-01-19T03:16:40Z,7000000,False,,,0,,I. Joe BLOCK (1 BLK),[1630198],1610612760.0,OKC,,Joe,I. Joe,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
707,PT01M52.00S,2023-01-19T03:16:38.6Z,4,REGULAR,rebound,offensive,[],1630243,,,1610612754,120,101,2023-01-19T03:16:41Z,7010000,False,,,0,,T. Queen REBOUND (Off:4 Def:5),[1630243],1610612754.0,IND,,Queen,T. Queen,,In The Paint (Non-RA),0-8 Center,,,,,,,705.0,9.0,5.0,4.0,,,,,,,,,
