actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
585,PT05M39.00S,2024-03-21T02:14:48.4Z,4,REGULAR,3pt,Jump Shot,[],1641707,95.22010512483574,94.6078431372549,1610612762,106,90,2024-03-21T02:14:52Z,5760000,False,223.0,-8.0,1,right,MISS T. Hendricks 3PT,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.31,,,,,,,,,,,,
586,PT05M36.00S,2024-03-21T02:14:51.4Z,4,REGULAR,rebound,defensive,[],1641717,,,1610612760,106,90,2024-03-21T02:14:52Z,5770000,False,,,0,,C. Wallace REBOUND (Off:1 Def:2),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,585.0,3.0,2.0,1.0,,,
587,PT05M26.00S,2024-03-21T02:15:09.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631117,,,1610612760,106,90,2024-03-21T02:15:16Z,5780000,False,,,0,,W. Kessler personal FOUL (3 PF) (Holmgren 2 FT),"[1631117, 1631096]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,1627541.0,3.0,0.0,Holmgren,1631096.0,,,,,,,,,,,,,,,
589,PT05M26.00S,2024-03-21T02:15:40.1Z,4,REGULAR,freethrow,1 of 2,[],1631096,,,1610612760,107,90,2024-03-21T02:15:40Z,5800000,False,,,0,,C. Holmgren Free Throw 1 of 2 (32 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,Made,32.0,,,,,,,,,,,,,
590,PT05M26.00S,2024-03-21T02:16:00.1Z,4,REGULAR,freethrow,2 of 2,[],1631096,,,1610612760,108,90,2024-03-21T02:16:00Z,5810000,False,,,0,,C. Holmgren Free Throw 2 of 2 (33 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,Made,33.0,,,,,,,,,,,,,
591,PT05M13.00S,2024-03-21T02:16:17.6Z,4,REGULAR,violation,kicked ball,[],1631096,,,1610612762,108,90,2024-03-21T02:16:23Z,5820000,False,,,0,,C. Holmgren kicked ball VIOLATION,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,202026.0,,,,,,,,,,,,,,,,,,,
592,PT05M07.00S,2024-03-21T02:16:41.3Z,4,REGULAR,3pt,Jump Shot,[],1641707,77.08607095926413,8.333333333333332,1610612762,108,93,2024-03-21T02:16:45Z,5830000,False,-208.0,163.0,1,right,T. Hendricks 26' 3PT  (12 PTS) (C. Sexton 7 AST),"[1641707, 1629012]",1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Left Center,,,,,,Made,12.0,26.44,C. Sexton,1629012.0,7.0,,,,,,,,,
594,PT04M49.00S,2024-03-21T02:16:57.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,13.485545335085414,39.950980392156865,1610612760,108,93,2024-03-21T02:17:02Z,5850000,False,50.0,74.0,1,left,MISS S. Gilgeous-Alexander 8' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,8.97,,,,,,,,,,,,
595,PT04M47.00S,2024-03-21T02:16:59.4Z,4,REGULAR,rebound,offensive,[],1641717,,,1610612760,108,93,2024-03-21T02:17:02Z,5860000,False,,,0,,C. Wallace REBOUND (Off:2 Def:2),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,594.0,4.0,2.0,2.0,,,
596,PT04M33.00S,2024-03-21T02:17:13.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631096,10.463206307490145,43.627450980392155,1610612760,110,93,2024-03-21T02:17:40Z,5870000,False,32.0,46.0,1,left,C. Holmgren floating Jump Shot (35 PTS) (C. Wallace 2 AST),"[1631096, 1641717]",1610612760.0,OKC,floating,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,35.0,5.59,C. Wallace,1641717.0,2.0,,,,,,,,,
598,PT04M20.00S,2024-03-21T02:17:27.2Z,4,REGULAR,3pt,Jump Shot,[],1628381,66.04796320630749,55.63725490196079,1610612762,110,93,2024-03-21T02:17:31Z,5890000,False,28.0,267.0,1,right,MISS J. Collins 26' 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.81,,,,,,,,,,,,
599,PT04M17.00S,2024-03-21T02:17:30.2Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,110,93,2024-03-21T02:17:31Z,5900000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,598.0,3.0,2.0,1.0,,,
600,PT04M09.00S,2024-03-21T02:17:38.6Z,4,REGULAR,2pt,Jump Shot,[],1631114,22.421156373193167,64.2156862745098,1610612760,112,93,2024-03-21T02:18:30Z,5910000,False,-71.0,158.0,1,left,J. Williams 17' step back Jump Shot (18 PTS) (S. Gilgeous-Alexander 7 AST),"[1631114, 1628983]",1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,Made,18.0,17.35,S. Gilgeous-Alexander,1628983.0,7.0,,,,,,,,,
602,PT04M07.00S,2024-03-21T02:17:46.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,112,93,2024-03-21T02:17:46Z,5930000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT04M07.00S,2024-03-21T02:17:47.4Z,4,REGULAR,substitution,out,[],1631114,,,1610612762,112,93,2024-03-21T02:19:20Z,5940000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT04M07.00S,2024-03-21T02:17:47.4Z,4,REGULAR,substitution,out,[],1641707,,,1610612762,112,93,2024-03-21T02:19:20Z,5950000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT04M07.00S,2024-03-21T02:17:47.4Z,4,REGULAR,substitution,out,[],1629012,,,1610612762,112,93,2024-03-21T02:19:20Z,5960000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT04M07.00S,2024-03-21T02:17:47.4Z,4,REGULAR,substitution,out,[],1641718,,,1610612762,112,93,2024-03-21T02:19:20Z,5970000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT04M07.00S,2024-03-21T02:17:47.4Z,4,REGULAR,substitution,out,[],1628381,,,1610612762,112,93,2024-03-21T02:19:20Z,5980000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT04M07.00S,2024-03-21T02:17:47.4Z,4,REGULAR,substitution,out,[],1631117,,,1610612762,112,93,2024-03-21T02:19:20Z,5990000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT04M07.00S,2024-03-21T02:17:47.4Z,4,REGULAR,substitution,in,[],1631172,,,1610612762,112,93,2024-03-21T02:19:20Z,6000000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT04M07.00S,2024-03-21T02:17:47.4Z,4,REGULAR,substitution,in,[],1641729,,,1610612762,112,93,2024-03-21T02:19:20Z,6010000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT04M07.00S,2024-03-21T02:17:47.4Z,4,REGULAR,substitution,in,[],1629677,,,1610612762,112,93,2024-03-21T02:19:20Z,6020000,False,,,0,,SUB in: L. Samanic,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT04M07.00S,2024-03-21T02:17:47.4Z,4,REGULAR,substitution,in,[],1630184,,,1610612762,112,93,2024-03-21T02:19:20Z,6030000,False,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612762.0,UTA,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT04M07.00S,2024-03-21T02:17:47.4Z,4,REGULAR,substitution,in,[],1630209,,,1610612762,112,93,2024-03-21T02:19:20Z,6040000,False,,,0,,SUB in: O. Yurtseven,[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT04M07.00S,2024-03-21T02:17:47.4Z,4,REGULAR,substitution,in,[],1630554,,,1610612762,112,93,2024-03-21T02:19:20Z,6050000,False,,,0,,SUB in: J. Preston,[1630554],1610612762.0,UTA,,,,Preston,J. Preston,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT03M54.00S,2024-03-21T02:19:34.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630209,89.17542706964521,38.48039215686275,1610612762,112,95,2024-03-21T02:19:41Z,6060000,False,-58.0,49.0,1,right,O. Yurtseven 7' floating Jump Shot (2 PTS) (K. Lewis Jr. 1 AST),"[1630209, 1630184]",1610612762.0,UTA,floating,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,7.58,K. Lewis Jr.,1630184.0,1.0,,,,,,,,,
617,PT03M29.00S,2024-03-21T02:19:58.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,11.777266754270697,45.83333333333333,1610612760,112,95,2024-03-21T02:20:03Z,6080000,False,21.0,58.0,1,left,MISS S. Gilgeous-Alexander 6' driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.18,,,,,,,,,,,,
618,PT03M27.00S,2024-03-21T02:20:00.8Z,4,REGULAR,rebound,defensive,[],1630209,,,1610612762,112,95,2024-03-21T02:20:03Z,6090000,False,,,0,,O. Yurtseven REBOUND (Off:0 Def:1),[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,617.0,1.0,1.0,0.0,,,
619,PT03M21.00S,2024-03-21T02:20:07.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630184,80.50262812089356,50.73529411764706,1610612762,112,97,2024-03-21T02:20:15Z,6100000,False,4.0,131.0,1,right,K. Lewis Jr. 13' driving floating Jump Shot (2 PTS),[1630184],1610612762.0,UTA,driving floating,,,Lewis Jr.,K. Lewis Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,13.09,,,,,,,,,,,,
620,PT03M01.00S,2024-03-21T02:20:29.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.915243101182654,48.77450980392157,1610612760,114,97,2024-03-21T02:20:34Z,6110000,False,6.0,13.0,1,left,S. Gilgeous-Alexander driving Layup (28 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,Made,28.0,1.39,,,,,,,,,,,,
621,PT03M01.00S,2024-03-21T02:20:30.9Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629677,,,1610612760,114,97,2024-03-21T02:21:01Z,6120000,False,,,0,,L. Samanic shooting personal FOUL (1 PF) (Gilgeous-Alexander 1 FT),"[1629677, 1628983]",1610612762.0,UTA,shooting,,,Samanic,L. Samanic,,,,,Restricted Area,0-8 Center,202026.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
623,PT03M01.00S,2024-03-21T02:20:38.9Z,4,REGULAR,substitution,out,[],1631096,,,1610612760,114,97,2024-03-21T02:21:01Z,6140000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT03M01.00S,2024-03-21T02:20:38.9Z,4,REGULAR,substitution,in,[],1631119,,,1610612760,114,97,2024-03-21T02:21:01Z,6150000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT03M01.00S,2024-03-21T02:20:59.6Z,4,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,115,97,2024-03-21T02:20:59Z,6160000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (29 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,29.0,,,,,,,,,,,,,
626,PT02M52.00S,2024-03-21T02:21:09.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630209,91.80354796320631,63.23529411764706,1610612762,115,99,2024-03-21T02:22:14Z,6170000,False,66.0,25.0,1,right,O. Yurtseven 7' floating Jump Shot (4 PTS) (K. Lewis Jr. 2 AST),"[1630209, 1630184]",1610612762.0,UTA,floating,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,7.06,K. Lewis Jr.,1630184.0,2.0,,,,,,,,,
628,PT02M37.00S,2024-03-21T02:21:24.6Z,4,REGULAR,2pt,Jump Shot,[],1628983,8.360709592641262,32.84313725490196,1610612760,115,99,2024-03-21T02:21:28Z,6190000,False,86.0,26.0,1,left,MISS S. Gilgeous-Alexander 8' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,,,,,,Missed,,8.97,,,,,,,,,,,,
629,PT02M35.00S,2024-03-21T02:21:26.6Z,4,REGULAR,rebound,defensive,[],1630209,,,1610612762,115,99,2024-03-21T02:21:28Z,6200000,False,,,0,,O. Yurtseven REBOUND (Off:0 Def:2),[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,628.0,2.0,2.0,0.0,,,
630,PT02M20.00S,2024-03-21T02:21:41.7Z,4,REGULAR,2pt,Jump Shot,[],1641729,79.45137976346912,62.5,1610612762,115,101,2024-03-21T02:21:47Z,6210000,False,62.0,141.0,1,right,B. Sensabaugh 15' pullup Jump Shot (4 PTS),[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Center,,,,,,Made,4.0,15.4,,,,,,,,,,,,
631,PT02M01.00S,2024-03-21T02:22:01.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,7.5722733245729295,36.76470588235294,1610612760,117,101,2024-03-21T02:23:01Z,6220000,False,66.0,19.0,1,left,S. Gilgeous-Alexander 6' driving floating Jump Shot (31 PTS),[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,31.0,6.88,,,,,,,,,,,,
632,PT01M56.00S,2024-03-21T02:22:07.2Z,4,REGULAR,foul,personal,[],1641717,,,1610612762,117,101,2024-03-21T02:22:13Z,6230000,False,,,0,,C. Wallace personal FOUL (2 PF),"[1641717, 1630184]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,202056.0,2.0,0.0,Lewis Jr.,1630184.0,,,,,,,,,,,,,,,
634,PT01M56.00S,2024-03-21T02:22:13.5Z,4,REGULAR,substitution,out,[],1628983,,,1610612762,117,101,2024-03-21T02:22:18Z,6250000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT01M56.00S,2024-03-21T02:22:13.5Z,4,REGULAR,substitution,in,[],1630322,,,1610612762,117,101,2024-03-21T02:22:18Z,6260000,False,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT01M44.00S,2024-03-21T02:22:37.1Z,4,REGULAR,3pt,Jump Shot,[],1630184,94.03745072273325,4.901960784313726,1610612762,117,101,2024-03-21T02:22:41Z,6270000,False,-225.0,4.0,1,right,MISS K. Lewis Jr. 3PT,[1630184],1610612762.0,UTA,,,,Lewis Jr.,K. Lewis Jr.,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.55,,,,,,,,,,,,
637,PT01M41.00S,2024-03-21T02:22:40.1Z,4,REGULAR,rebound,defensive,[],1631119,,,1610612760,117,101,2024-03-21T02:22:41Z,6280000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,636.0,2.0,2.0,0.0,,,
638,PT01M28.00S,2024-03-21T02:22:53.0Z,4,REGULAR,3pt,Jump Shot,[],1631172,32.670827858081466,50.98039215686274,1610612760,117,101,2024-03-21T02:22:57Z,6290000,False,-5.0,255.0,1,left,MISS O. Dieng 25' 3PT,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.46,,,,,,,,,,,,
639,PT01M23.00S,2024-03-21T02:22:58.0Z,4,REGULAR,rebound,defensive,[],1641729,,,1610612762,117,101,2024-03-21T02:22:57Z,6300000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:5),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,638.0,5.0,5.0,0.0,,,
640,PT01M15.00S,2024-03-21T02:23:09.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631172,,,1610612762,117,101,2024-03-21T02:23:16Z,6310000,False,,,0,,O. Dieng personal FOUL (1 PF) (Yurtseven 2 FT),"[1631172, 1630209]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,1627541.0,1.0,0.0,Yurtseven,1630209.0,,,,,,,,,,,,,,,
642,PT01M15.00S,2024-03-21T02:23:34.3Z,4,REGULAR,freethrow,1 of 2,[],1630209,,,1610612762,117,102,2024-03-21T02:23:34Z,6330000,False,,,0,,O. Yurtseven Free Throw 1 of 2 (5 PTS),[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
643,PT01M15.00S,2024-03-21T02:23:46.9Z,4,REGULAR,freethrow,2 of 2,[],1630209,,,1610612762,117,103,2024-03-21T02:23:47Z,6340000,False,,,0,,O. Yurtseven Free Throw 2 of 2 (6 PTS),[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
644,PT01M04.00S,2024-03-21T02:23:59.1Z,4,REGULAR,turnover,bad pass,[],1631172,,,1610612760,117,103,2024-03-21T02:24:07Z,6350000,False,,,0,,O. Dieng bad pass TURNOVER (1 TO),"[1631172, 1630554]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,1.0,Preston,1630554.0
645,PT01M04.00S,2024-03-21T02:23:59.1Z,4,REGULAR,steal,,[],1630554,,,1610612762,117,103,2024-03-21T02:24:01Z,6360000,False,,,0,,J. Preston STEAL (1 STL),[1630554],1610612762.0,UTA,,,,Preston,J. Preston,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
646,PT01M01.00S,2024-03-21T02:24:04.7Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641729,93.38042049934296,51.470588235294116,1610612762,117,103,2024-03-21T02:24:46Z,6370000,False,7.0,10.0,1,right,MISS B. Sensabaugh running Layup - blocked,"[1641729, 1630322]",1610612762.0,UTA,running,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.22,,,,Waters III,1630322.0,,,,,,,
661,PT01M01.00S,2024-03-21T02:24:04.7Z,4,REGULAR,block,,[],1630322,,,1610612762,117,103,2024-03-21T02:30:06Z,6375000,False,,,0,,L. Waters III BLOCK (1 BLK),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
647,PT01M00.00S,2024-03-21T02:24:05.7Z,4,REGULAR,rebound,offensive,[],1641729,,,1610612762,117,103,2024-03-21T02:31:35Z,6380000,False,,,0,,B. Sensabaugh REBOUND (Off:1 Def:5),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,646.0,6.0,5.0,1.0,,,
662,PT01M00.00S,2024-03-21T02:24:06.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",1641729,92.9862023653088,58.08823529411765,1610612762,117,103,2024-03-21T02:33:10Z,6385000,False,40.0,13.0,1,right,MISS B. Sensabaugh tip Layup,[1641729],1610612762.0,UTA,tip,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,,,Missed,,4.26,,,,,,,,,,,,
663,PT01M00.00S,2024-03-21T02:24:06.6Z,4,REGULAR,rebound,offensive,[],1630184,,,1610612762,117,103,2024-03-21T02:32:58Z,6387500,False,,,0,,K. Lewis Jr. REBOUND (Off:1 Def:0),[1630184],1610612762.0,UTA,,,,Lewis Jr.,K. Lewis Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,662.0,1.0,0.0,1.0,,,
648,PT00M59.70S,2024-03-21T02:24:08.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",1630184,94.40999984741211,50.0,1610612762,117,105,2024-03-21T02:32:42Z,6390000,False,0.0,0.0,1,right,K. Lewis Jr. tip Layup (4 PTS),[1630184],1610612762.0,UTA,tip,,,Lewis Jr.,K. Lewis Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,0.0,,,,,,,,,,,,
649,PT00M39.70S,2024-03-21T02:24:29.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,6.521024967148489,48.529411764705884,1610612760,119,105,2024-03-21T02:24:35Z,6400000,False,7.0,9.0,1,left,C. Wallace driving Layup (5 PTS) (L. Waters III 1 AST),"[1641717, 1630322]",1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,1.15,L. Waters III,1630322.0,1.0,,,,,,,,,
651,PT00M34.10S,2024-03-21T02:24:39.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630322,,,1610612762,119,105,2024-03-21T02:24:50Z,6420000,False,,,0,,L. Waters III shooting personal FOUL (1 PF) (Lewis Jr. 2 FT),"[1630322, 1630184]",1610612760.0,OKC,shooting,,,Waters III,L. Waters III,,,,,Restricted Area,0-8 Center,202056.0,1.0,0.0,Lewis Jr.,1630184.0,,,,,,,,,,,,,,,
653,PT00M34.10S,2024-03-21T02:25:00.9Z,4,REGULAR,freethrow,1 of 2,[],1630184,,,1610612762,119,106,2024-03-21T02:25:01Z,6440000,False,,,0,,K. Lewis Jr. Free Throw 1 of 2 (5 PTS),[1630184],1610612762.0,UTA,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
654,PT00M34.10S,2024-03-21T02:25:14.1Z,4,REGULAR,freethrow,2 of 2,[],1630184,,,1610612762,119,107,2024-03-21T02:25:14Z,6450000,False,,,0,,K. Lewis Jr. Free Throw 2 of 2 (6 PTS),[1630184],1610612762.0,UTA,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
655,PT00M22.00S,2024-03-21T02:25:31.6Z,4,REGULAR,3pt,Jump Shot,[],1630322,26.757555847568987,80.3921568627451,1610612760,119,107,2024-03-21T02:28:02Z,6460000,False,-152.0,199.0,1,left,MISS L. Waters III 25' pullup 3PT,[1630322],1610612760.0,OKC,pullup,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.04,,,,,,,,,,,,
656,PT00M19.10S,2024-03-21T02:25:34.6Z,4,REGULAR,rebound,defensive,[],1630209,,,1610612762,119,107,2024-03-21T02:25:34Z,6470000,False,,,0,,O. Yurtseven REBOUND (Off:0 Def:3),[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,655.0,3.0,3.0,0.0,,,
657,PT00M10.20S,2024-03-21T02:25:43.5Z,4,REGULAR,3pt,Jump Shot,[],1641729,74.85216819973719,85.7843137254902,1610612762,119,107,2024-03-21T02:25:58Z,6480000,False,179.0,184.0,1,right,MISS B. Sensabaugh 25' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.66,,,,,,,,,,,,
658,PT00M07.00S,2024-03-21T02:25:46.7Z,4,REGULAR,rebound,defensive,[],1631172,,,1610612760,119,107,2024-03-21T02:25:58Z,6490000,False,,,0,,O. Dieng REBOUND (Off:0 Def:1),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,657.0,1.0,1.0,0.0,,,
659,PT00M00.00S,2024-03-21T02:26:03.0Z,4,REGULAR,period,end,[],0,,,1610612760,119,107,2024-03-21T02:26:03Z,6500000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M00.00S,2024-03-21T02:26:05.1Z,4,REGULAR,game,end,[],0,,,0,119,107,2024-03-21T02:26:05Z,6510000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
