actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
617,PT06M26.00S,2025-03-31T03:06:41.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629626,92.72339027595268,50.49019607843137,1610612756,93,127,2025-03-31T03:06:47Z,5920000,False,2.0,16.0,1,right,B. Bol reverse Layup (2 PTS) (M. Morris 1 AST),"[1629626, 1628420]",1610612756.0,PHX,reverse,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,1.61,Made,2.0,,,,,,,,,,,,M. Morris,1628420.0,1.0,,,
620,PT06M19.00S,2025-03-31T03:06:48.9Z,4,REGULAR,turnover,bad pass,[],1642263,,,1610612745,93,127,2025-03-31T03:21:02Z,5950000,False,,,0,,R. Sheppard bad pass TURNOVER (1 TO),"[1642263, 1628420]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Morris,1628420.0
621,PT06M19.00S,2025-03-31T03:06:48.9Z,4,REGULAR,steal,,[],1628420,,,1610612756,93,127,2025-03-31T03:07:21Z,5960000,False,,,0,,M. Morris STEAL (1 STL),[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
622,PT06M12.00S,2025-03-31T03:06:56.0Z,4,REGULAR,turnover,lost ball,[],203486,,,1610612756,93,127,2025-03-31T03:07:02Z,5970000,False,,,0,,M. Plumlee lost ball TURNOVER (2 TO),"[203486, 1630256]",1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Tate,1630256.0
623,PT06M12.00S,2025-03-31T03:06:56.0Z,4,REGULAR,steal,,[],1630256,,,1610612745,93,127,2025-03-31T03:06:58Z,5980000,False,,,0,,J. Tate STEAL (2 STL),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
624,PT06M08.00S,2025-03-31T03:06:59.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630256,5.995400788436268,50.98039215686274,1610612745,93,129,2025-03-31T03:07:07Z,5990000,False,-5.0,4.0,1,left,J. Tate running DUNK (3 PTS),[1630256],1610612745.0,HOU,running,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,0.63,Made,3.0,,,,,,,,,,,,,,,,,
625,PT05M52.00S,2025-03-31T03:07:29.9Z,4,REGULAR,turnover,out-of-bounds,[],203995,,,1610612756,93,129,2025-03-31T03:07:36Z,6000000,False,,,0,,V. Micić bad pass out-of-bounds TURNOVER (1 TO),[203995],1610612756.0,PHX,bad pass,,,Micić,V. Micić,,,,,Mid-Range,16-24 Center,,,,1628954.0,,,,,,,,,,,,,,1.0,,
626,PT05M43.00S,2025-03-31T03:07:39.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628988,19.004599211563733,95.83333333333334,1610612745,93,132,2025-03-31T03:07:44Z,6010000,False,-229.0,126.0,1,left,A. Holiday 26' 3PT  (11 PTS) (J. Landale 1 AST),"[1628988, 1629111]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,26.16,Made,11.0,,,,,,,,,,,,J. Landale,1629111.0,1.0,,,
628,PT05M25.00S,2025-03-31T03:07:56.0Z,4,REGULAR,3pt,Jump Shot,[],1627814,70.64717477003943,19.362745098039216,1610612756,93,132,2025-03-31T03:08:00Z,6030000,False,-153.0,223.0,1,right,MISS D. Lee 27' 3PT,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Above the Break 3,24+ Left Center,27.09,Missed,,,,,,,,,,,,,,,,,,
629,PT05M22.00S,2025-03-31T03:07:59.0Z,4,REGULAR,rebound,defensive,[],1630256,,,1610612745,93,132,2025-03-31T03:08:00Z,6040000,False,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Above the Break 3,24+ Left Center,,,,,,,,,628.0,1.0,1.0,0.0,,,,,,,,
630,PT05M14.00S,2025-03-31T03:08:07.3Z,4,REGULAR,3pt,Jump Shot,[],1641715,10.5946123521682,0.9803921568627451,1610612745,93,132,2025-03-31T03:08:36Z,6050000,False,245.0,47.0,1,left,MISS C. Whitmore 24' pullup 3PT,[1641715],1610612745.0,HOU,pullup,,,Whitmore,C. Whitmore,,,,,Right Corner 3,24+ Right,24.96,Missed,,,,,,,,,,,,,,,,,,
631,PT05M10.00S,2025-03-31T03:08:11.3Z,4,REGULAR,rebound,defensive,[],203486,,,1610612756,93,132,2025-03-31T03:08:12Z,6060000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:2),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Right Corner 3,24+ Right,,,,,,,,,630.0,4.0,2.0,2.0,,,,,,,,
632,PT04M54.00S,2025-03-31T03:08:27.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,93.51182654402102,49.50980392156863,1610612756,95,132,2025-03-31T03:08:31Z,6070000,False,-2.0,8.0,1,right,M. Morris driving finger roll Layup (5 PTS),[1628420],1610612756.0,PHX,driving finger roll,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,0.89,Made,5.0,,,,,,,,,,,,,,,,,
633,PT04M39.00S,2025-03-31T03:08:41.6Z,4,REGULAR,3pt,Jump Shot,[],1629111,32.802233902759525,35.78431372549019,1610612745,95,135,2025-03-31T03:08:46Z,6080000,False,71.0,256.0,1,left,J. Landale 26' 3PT  (5 PTS) (C. Whitmore 2 AST),"[1629111, 1641715]",1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,26.55,Made,5.0,,,,,,,,,,,,C. Whitmore,1641715.0,2.0,,,
635,PT04M27.00S,2025-03-31T03:08:54.3Z,4,REGULAR,turnover,bad pass,[],1629626,,,1610612756,95,135,2025-03-31T03:09:01Z,6100000,False,,,0,,B. Bol bad pass TURNOVER (1 TO),"[1629626, 1642263]",1610612756.0,PHX,,,,Bol,B. Bol,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,1.0,Sheppard,1642263.0
636,PT04M27.00S,2025-03-31T03:08:54.3Z,4,REGULAR,steal,,[],1642263,,,1610612745,95,135,2025-03-31T03:08:56Z,6110000,False,,,0,,R. Sheppard STEAL (1 STL),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
637,PT04M21.00S,2025-03-31T03:08:59.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629111,7.046649145860711,46.568627450980394,1610612745,95,137,2025-03-31T03:09:20Z,6120000,False,17.0,14.0,1,left,J. Landale running Layup (7 PTS) (J. Tate 4 AST),"[1629111, 1630256]",1610612745.0,HOU,running,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,2.2,Made,7.0,,,,,,,,,,,,J. Tate,1630256.0,4.0,,,
640,PT04M01.00S,2025-03-31T03:09:20.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627814,93.38042049934296,50.0,1610612756,95,137,2025-03-31T03:09:25Z,6150000,False,0.0,10.0,1,right,MISS D. Lee driving Layup,[1627814],1610612756.0,PHX,driving,,,Lee,D. Lee,,,,,Restricted Area,0-8 Center,0.97,Missed,,,,,,,,,,,,,,,,,,
641,PT03M57.00S,2025-03-31T03:09:24.5Z,4,REGULAR,rebound,defensive,[],1642263,,,1610612745,95,137,2025-03-31T03:14:17Z,6160000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:1),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,,,,640.0,1.0,1.0,0.0,,,,,,,,
642,PT03M53.00S,2025-03-31T03:09:28.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629111,6.652431011826544,47.30392156862745,1610612745,95,137,2025-03-31T03:10:55Z,6170000,False,13.0,10.0,1,left,MISS J. Landale running Layup,[1629111],1610612745.0,HOU,running,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1.68,Missed,,,,,,,,,,,,,,,,,,
643,PT03M51.00S,2025-03-31T03:09:30.1Z,4,REGULAR,rebound,defensive,[],1628420,,,1610612756,95,137,2025-03-31T03:09:33Z,6180000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,,,,,,642.0,1.0,1.0,0.0,,,,,,,,
644,PT03M45.00S,2025-03-31T03:09:35.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629626,92.06636005256242,47.549019607843135,1610612756,97,137,2025-03-31T03:10:50Z,6190000,False,-12.0,22.0,1,right,B. Bol reverse Layup (4 PTS) (M. Morris 2 AST),"[1629626, 1628420]",1610612756.0,PHX,reverse,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,2.53,Made,4.0,,,,,,,,,,,,M. Morris,1628420.0,2.0,,,
646,PT03M45.00S,2025-03-31T03:09:42.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,97,137,2025-03-31T03:09:42Z,6210000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT03M32.00S,2025-03-31T03:12:43.7Z,4,REGULAR,turnover,lost ball,[],1630256,,,1610612745,97,137,2025-03-31T03:12:53Z,6220000,False,,,0,,J. Tate lost ball TURNOVER (1 TO),"[1630256, 203486]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Plumlee,203486.0
648,PT03M32.00S,2025-03-31T03:12:43.7Z,4,REGULAR,steal,,[],203486,,,1610612756,97,137,2025-03-31T03:12:45Z,6230000,False,,,0,,M. Plumlee STEAL (1 STL),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
649,PT03M26.00S,2025-03-31T03:12:49.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629626,78.13731931668858,7.598039215686274,1610612756,100,137,2025-03-31T03:13:09Z,6240000,False,-212.0,153.0,1,right,B. Bol 26' 3PT running pullup (7 PTS) (M. Plumlee 3 AST),"[1629626, 203486]",1610612756.0,PHX,running pullup,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,26.14,Made,7.0,,,,,,,,,,,,M. Plumlee,203486.0,3.0,,,
651,PT03M17.00S,2025-03-31T03:12:58.1Z,4,REGULAR,3pt,Jump Shot,[],1642263,22.421156373193167,8.088235294117647,1610612745,100,140,2025-03-31T03:13:02Z,6260000,False,210.0,158.0,1,left,R. Sheppard 26' 3PT  (6 PTS) (J. Tate 5 AST),"[1642263, 1630256]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,26.27,Made,6.0,,,,,,,,,,,,J. Tate,1630256.0,5.0,,,
656,PT02M58.00S,2025-03-31T03:13:17.2Z,4,REGULAR,3pt,Jump Shot,[],1628420,73.53810775295663,14.705882352941178,1610612756,103,140,2025-03-31T03:21:41Z,6310000,False,-176.0,196.0,1,right,M. Morris 26' 3PT  (8 PTS) (B. Bol 1 AST),"[1628420, 1629626]",1610612756.0,PHX,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,26.39,Made,8.0,,,,,,,,,,,,B. Bol,1629626.0,1.0,,,
658,PT02M43.00S,2025-03-31T03:13:31.4Z,4,REGULAR,3pt,Jump Shot,[],1628988,27.020367936925098,80.63725490196079,1610612745,103,140,2025-03-31T03:13:36Z,6330000,False,-153.0,201.0,1,left,MISS A. Holiday 25' 3PT,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,,
659,PT02M41.00S,2025-03-31T03:13:33.4Z,4,REGULAR,rebound,defensive,[],1628420,,,1610612756,103,140,2025-03-31T03:13:36Z,6340000,False,,,0,,M. Morris REBOUND (Off:0 Def:2),[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,658.0,2.0,2.0,0.0,,,,,,,,
660,PT02M36.00S,2025-03-31T03:13:39.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628420,92.32917214191852,50.49019607843137,1610612756,103,140,2025-03-31T03:13:45Z,6350000,False,2.0,20.0,1,right,MISS M. Morris running Layup,[1628420],1610612756.0,PHX,running,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,1.98,Missed,,,,,,,,,,,,,,,,,,
661,PT02M34.00S,2025-03-31T03:13:41.0Z,4,REGULAR,rebound,defensive,[],1642263,,,1610612745,103,140,2025-03-31T03:13:45Z,6360000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:2),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,,,,660.0,2.0,2.0,0.0,,,,,,,,
662,PT02M30.00S,2025-03-31T03:13:46.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629111,5.075558475689881,47.05882352941176,1610612745,103,142,2025-03-31T03:15:33Z,6370000,False,15.0,-5.0,1,left,J. Landale running reverse Layup (9 PTS) (R. Sheppard 1 AST),"[1629111, 1642263]",1610612745.0,HOU,running reverse,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1.55,Made,9.0,,,,,,,,,,,,R. Sheppard,1642263.0,1.0,,,
664,PT02M30.00S,2025-03-31T03:13:47.7Z,4,REGULAR,foul,personal,['1freethrow'],203486,,,1610612745,103,142,2025-03-31T03:14:01Z,6390000,False,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Landale 1 FT),"[203486, 1629111]",1610612756.0,PHX,shooting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,203593.0,1.0,0.0,Landale,1629111.0,,,,,,,,,,,,
666,PT02M30.00S,2025-03-31T03:14:08.7Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1629111,,,1610612745,103,142,2025-03-31T03:43:44Z,6410000,False,,,0,,MISS J. Landale Free Throw 1 of 1,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
667,PT02M28.00S,2025-03-31T03:14:10.7Z,4,REGULAR,rebound,defensive,[],203486,,,1610612756,103,142,2025-03-31T03:43:44Z,6420000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,666.0,5.0,3.0,2.0,,,,,,,,
668,PT02M21.00S,2025-03-31T03:14:19.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642263,,,1610612756,103,142,2025-03-31T03:14:26Z,6430000,False,,,0,,R. Sheppard personal FOUL (1 PF) (Lee 2 FT),"[1642263, 1627814]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),8-16 Right,,,,203593.0,1.0,0.0,Lee,1627814.0,,,,,,,,,,,,
670,PT02M21.00S,2025-03-31T03:14:49.4Z,4,REGULAR,freethrow,1 of 2,[],1627814,,,1610612756,104,142,2025-03-31T03:14:49Z,6450000,False,,,0,,D. Lee Free Throw 1 of 2 (3 PTS),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
671,PT02M21.00S,2025-03-31T03:15:11.3Z,4,REGULAR,freethrow,2 of 2,[],1627814,,,1610612756,105,142,2025-03-31T03:15:11Z,6460000,False,,,0,,D. Lee Free Throw 2 of 2 (4 PTS),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
672,PT02M04.00S,2025-03-31T03:15:29.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,5.995400788436268,45.83333333333333,1610612745,105,144,2025-03-31T03:15:33Z,6470000,False,21.0,4.0,1,left,J. Landale alley-oop Layup (11 PTS) (R. Sheppard 2 AST),"[1629111, 1642263]",1610612745.0,HOU,alley-oop,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,2.12,Made,11.0,,,,,,,,,,,,R. Sheppard,1642263.0,2.0,,,
674,PT01M52.00S,2025-03-31T03:15:41.9Z,4,REGULAR,turnover,bad pass,[],1629626,,,1610612756,105,144,2025-03-31T03:15:47Z,6490000,False,,,0,,B. Bol bad pass TURNOVER (2 TO),"[1629626, 1629111]",1610612756.0,PHX,,,,Bol,B. Bol,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,2.0,Landale,1629111.0
675,PT01M52.00S,2025-03-31T03:15:41.9Z,4,REGULAR,steal,,[],1629111,,,1610612745,105,144,2025-03-31T03:16:15Z,6500000,False,,,0,,J. Landale STEAL (2 STL),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
676,PT01M48.00S,2025-03-31T03:15:45.9Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641715,8.229303547963205,48.529411764705884,1610612745,105,146,2025-03-31T03:17:03Z,6510000,False,7.0,25.0,1,left,C. Whitmore running DUNK (11 PTS) (J. Landale 2 AST),"[1641715, 1629111]",1610612745.0,HOU,running,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,2.6,Made,11.0,,,,,,,,,,,,J. Landale,1629111.0,2.0,,,
678,PT01M38.00S,2025-03-31T03:16:01.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642263,,,1610612756,105,146,2025-03-31T03:16:07Z,6530000,False,,,0,,R. Sheppard shooting personal FOUL (2 PF) (Lee 2 FT),"[1642263, 1627814]",1610612745.0,HOU,shooting,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Right,,,,1628954.0,2.0,0.0,Lee,1627814.0,,,,,,,,,,,,
680,PT01M38.00S,2025-03-31T03:16:31.7Z,4,REGULAR,freethrow,1 of 2,[],1627814,,,1610612756,106,146,2025-03-31T03:16:31Z,6550000,False,,,0,,D. Lee Free Throw 1 of 2 (5 PTS),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
681,PT01M38.00S,2025-03-31T03:16:54.6Z,4,REGULAR,freethrow,2 of 2,[],1627814,,,1610612756,107,146,2025-03-31T03:16:54Z,6560000,False,,,0,,D. Lee Free Throw 2 of 2 (6 PTS),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
682,PT01M22.00S,2025-03-31T03:17:18.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1641715,6.1268068331143235,45.09803921568628,1610612745,107,148,2025-03-31T03:17:22Z,6570000,False,25.0,5.0,1,left,C. Whitmore driving DUNK (13 PTS) (R. Sheppard 3 AST),"[1641715, 1642263]",1610612745.0,HOU,driving,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,2.5,Made,13.0,,,,,,,,,,,,R. Sheppard,1642263.0,3.0,,,
684,PT01M12.00S,2025-03-31T03:17:30.9Z,4,REGULAR,2pt,Jump Shot,[],1628420,84.97043363994744,67.64705882352942,1610612756,109,148,2025-03-31T03:17:48Z,6590000,False,88.0,89.0,1,right,M. Morris 12' pullup Jump Shot (10 PTS),[1628420],1610612756.0,PHX,pullup,,,Morris,M. Morris,,,,,Mid-Range,8-16 Right,12.52,Made,10.0,,,,,,,,,,,,,,,,,
685,PT00M56.30S,2025-03-31T03:17:50.1Z,4,REGULAR,2pt,Jump Shot,[],1641715,27.54599211563732,37.745098039215684,1610612745,109,148,2025-03-31T03:18:14Z,6600000,False,61.0,206.0,1,left,MISS C. Whitmore 21' step back Shot,[1641715],1610612745.0,HOU,step back,,,Whitmore,C. Whitmore,,,,,Mid-Range,16-24 Center,21.53,Missed,,,,,,,,,,,,,,,,,,
686,PT00M53.50S,2025-03-31T03:17:52.9Z,4,REGULAR,rebound,defensive,[],203486,,,1610612756,109,148,2025-03-31T03:17:55Z,6610000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:4),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Center,,,,,,,,,685.0,6.0,4.0,2.0,,,,,,,,
687,PT00M47.30S,2025-03-31T03:17:59.3Z,4,REGULAR,turnover,bad pass,[],1628420,,,1610612756,109,148,2025-03-31T03:18:05Z,6620000,False,,,0,,M. Morris bad pass TURNOVER (1 TO),"[1628420, 1642263]",1610612756.0,PHX,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Sheppard,1642263.0
688,PT00M47.30S,2025-03-31T03:17:59.3Z,4,REGULAR,steal,,[],1642263,,,1610612745,109,148,2025-03-31T03:18:01Z,6630000,False,,,0,,R. Sheppard STEAL (2 STL),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
692,PT00M47.30S,2025-03-31T03:18:02.6Z,4,REGULAR,turnover,bad pass,[],1641715,,,1610612745,109,148,2025-03-31T03:24:44Z,6635000,False,,,0,,C. Whitmore bad pass TURNOVER (1 TO),"[1641715, 1627814]",1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Lee,1627814.0
693,PT00M47.30S,2025-03-31T03:18:02.6Z,4,REGULAR,steal,,[],1627814,,,1610612756,109,148,2025-03-31T03:25:07Z,6637500,False,,,0,,D. Lee STEAL (1 STL),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
689,PT00M40.80S,2025-03-31T03:18:05.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629626,94.95729303547962,95.58823529411765,1610612756,109,148,2025-03-31T03:18:48Z,6640000,False,228.0,-5.0,1,right,MISS B. Bol pullup 3PT,[1629626],1610612756.0,PHX,pullup,,,Bol,B. Bol,,,,,Right Corner 3,24+ Right,22.8,Missed,,,,,,,,,,,,,,,,,,
690,PT00M37.10S,2025-03-31T03:18:09.6Z,4,REGULAR,rebound,defensive,[],1630256,,,1610612745,109,148,2025-03-31T03:18:12Z,6650000,False,,,0,,J. Tate REBOUND (Off:0 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Right Corner 3,24+ Right,,,,,,,,,689.0,2.0,2.0,0.0,,,,,,,,
691,PT00M15.00S,2025-03-31T03:18:32.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612745,109,148,2025-03-31T03:18:38Z,6660000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,,1662.0,,,,,,,,,,,,,,,,
694,PT00M00.00S,2025-03-31T03:18:57.2Z,4,REGULAR,period,end,[],0,,,1610612756,109,148,2025-03-31T03:18:57Z,6670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT00M00.00S,2025-03-31T03:18:59.9Z,4,REGULAR,game,end,[],0,,,0,109,148,2025-03-31T03:18:59Z,6680000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
