actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
621,PT04M24.00S,2024-11-19T05:04:34.9Z,4,REGULAR,3pt,Jump Shot,[],203926,88.51839684625493,95.58823529411765,1610612758,99,98,2024-11-19T05:04:42Z,6000000,False,228.0,55.0,1,right,MISS D. McDermott 3PT,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Right Corner 3,24+ Right,,,,,23.45,Missed,,,,,,,,,,,,,,
622,PT04M21.00S,2024-11-19T05:04:38.4Z,4,REGULAR,rebound,offensive,[],1626168,,,1610612758,99,98,2024-11-19T05:04:38Z,6010000,False,,,0,,T. Lyles REBOUND (Off:4 Def:5),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Right Corner 3,24+ Right,,,,,,,621.0,9.0,5.0,4.0,,,,,,,,,,
623,PT04M20.00S,2024-11-19T05:04:40.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631165,70.90998685939553,19.11764705882353,1610612758,99,98,2024-11-19T05:11:38Z,6020000,False,-154.0,221.0,1,right,MISS K. Ellis 26' 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Left Center,,,,,26.95,Missed,,,,,,,,,,,,,,
624,PT04M19.00S,2024-11-19T05:04:41.4Z,4,REGULAR,rebound,defensive,[],1629027,,,1610612737,99,98,2024-11-19T05:11:38Z,6030000,False,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,623.0,2.0,2.0,0.0,,,,,,,,,,
625,PT04M15.00S,2024-11-19T05:04:49.2Z,4,REGULAR,foul,personal,['2freethrow'],203926,,,1610612737,99,98,2024-11-19T05:05:02Z,6040000,False,,,0,,D. McDermott shooting personal FOUL (3 PF) (Young 2 FT),"[203926, 1629027]",1610612758.0,SAC,shooting,,,McDermott,D. McDermott,,,,,Mid-Range,8-16 Left,2002.0,,,,,,,,,,,,,,3.0,0.0,Young,1629027.0,,
627,PT04M15.00S,2024-11-19T05:05:20.1Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629027,,,1610612737,99,99,2024-11-19T05:11:54Z,6060000,False,,,0,,T. Young Free Throw 1 of 2 (5 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,
628,PT04M15.00S,2024-11-19T05:05:20.7Z,4,REGULAR,substitution,out,[],203926,,,1610612737,99,99,2024-11-19T05:05:23Z,6070000,False,,,0,,SUB out: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT04M15.00S,2024-11-19T05:05:20.7Z,4,REGULAR,substitution,in,[],1629162,,,1610612737,99,99,2024-11-19T05:05:23Z,6080000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT04M15.00S,2024-11-19T05:05:20.1Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629027,,,1610612737,99,100,2024-11-19T05:11:54Z,6090000,False,,,0,,T. Young Free Throw 2 of 2 (6 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,Made,,,,,6.0,,,,,,,,,
631,PT04M04.00S,2024-11-19T05:05:56.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,90.75229960578186,48.03921568627451,1610612758,101,100,2024-11-19T05:12:50Z,6100000,False,-10.0,34.0,1,right,D. Fox driving Layup (26 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,3.58,Made,,,,,26.0,,,,,,,,,
632,PT03M47.00S,2024-11-19T05:06:13.0Z,4,REGULAR,2pt,Jump Shot,[],1629631,6.389618922470433,67.15686274509804,1610612737,101,102,2024-11-19T05:06:20Z,6110000,False,-86.0,8.0,1,left,D. Hunter 8' pullup Jump Shot (21 PTS) (T. Young 19 AST),"[1629631, 1629027]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,,,,,8.61,Made,,,,,21.0,T. Young,1629027.0,19.0,,,,,,
634,PT03M33.00S,2024-11-19T05:06:28.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,85.75886990801577,48.28431372549019,1610612758,101,102,2024-11-19T05:13:29Z,6130000,False,-9.0,81.0,1,right,MISS D. Fox 8' driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,8.19,Missed,,,,,,,,,,,,,,
635,PT03M30.00S,2024-11-19T05:06:31.2Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612737,101,102,2024-11-19T05:13:29Z,6140000,False,,,0,,D. Daniels REBOUND (Off:1 Def:6),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,634.0,7.0,6.0,1.0,,,,,,,,,,
636,PT03M21.00S,2024-11-19T05:06:38.3Z,4,REGULAR,3pt,Jump Shot,[],1629631,26.363337713534822,16.911764705882355,1610612737,101,105,2024-11-19T05:06:48Z,6150000,False,165.0,195.0,1,left,D. Hunter 25' 3PT  (24 PTS) (G. Mathews 4 AST),"[1629631, 1629726]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,25.59,Made,,,,,24.0,G. Mathews,1629726.0,4.0,,,,,,
638,PT03M21.00S,2024-11-19T05:06:46.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,101,105,2024-11-19T05:06:46Z,6170000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT03M21.00S,2024-11-19T05:06:51.6Z,4,REGULAR,foul,technical,['1freethrow'],1628368,,,1610612758,101,105,2024-11-19T05:09:55Z,6180000,False,,,0,,D. Fox technical FOUL (1 Tech),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,2002.0,,,,,,,,,,,,,,2.0,1.0,,,,
644,PT03M21.00S,2024-11-19T05:10:03.7Z,4,REGULAR,freethrow,1 of 1,[],1629027,,,1610612758,101,106,2024-11-19T05:10:03Z,6200000,False,,,0,,T. Young technical Free Throw 1 of 1 (7 PTS),[1629027],1610612737.0,ATL,technical,,,Young,T. Young,,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,
645,PT03M01.00S,2024-11-19T05:10:45.2Z,4,REGULAR,foul,personal,['2freethrow'],1629726,,,1610612758,101,106,2024-11-19T05:10:54Z,6210000,False,,,0,,G. Mathews shooting personal FOUL (1 PF) (Ellis 2 FT),"[1629726, 1631165]",1610612737.0,ATL,shooting,,,Mathews,G. Mathews,,,,,In The Paint (Non-RA),8-16 Right,1626302.0,,,,,,,,,,,,,,1.0,0.0,Ellis,1631165.0,,
647,PT03M01.00S,2024-11-19T05:11:11.0Z,4,REGULAR,freethrow,1 of 2,[],1631165,,,1610612758,102,106,2024-11-19T05:11:11Z,6230000,False,,,0,,K. Ellis Free Throw 1 of 2 (29 PTS),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,Made,,,,,29.0,,,,,,,,,
648,PT03M01.00S,2024-11-19T05:11:31.5Z,4,REGULAR,freethrow,2 of 2,[],1631165,,,1610612758,103,106,2024-11-19T05:11:31Z,6240000,False,,,0,,K. Ellis Free Throw 2 of 2 (30 PTS),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,Made,,,,,30.0,,,,,,,,,
649,PT02M43.00S,2024-11-19T05:11:52.7Z,4,REGULAR,2pt,Jump Shot,[],1629726,6.258212877792378,66.91176470588235,1610612737,103,106,2024-11-19T05:15:48Z,6250000,False,-85.0,6.0,1,left,MISS G. Mathews 8' floating Shot,[1629726],1610612737.0,ATL,floating,,,Mathews,G. Mathews,,,,,Mid-Range,8-16 Left,,,,,8.48,Missed,,,,,,,,,,,,,,
650,PT02M41.00S,2024-11-19T05:11:54.7Z,4,REGULAR,rebound,defensive,[],1629162,,,1610612758,103,106,2024-11-19T05:15:48Z,6260000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,Mid-Range,8-16 Left,,,,,,,649.0,1.0,1.0,0.0,,,,,,,,,,
651,PT02M37.00S,2024-11-19T05:11:59.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629162,91.93495400788436,51.71568627450981,1610612758,103,106,2024-11-19T05:16:16Z,6270000,False,9.0,23.0,1,right,MISS J. McLaughlin running Layup - blocked,"[1629162, 1630700]",1610612758.0,SAC,running,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,,,,,2.48,Missed,,,,,,,,,,,,,Daniels,1630700.0
652,PT02M37.00S,2024-11-19T05:11:59.8Z,4,REGULAR,block,,[],1630700,,,1610612758,103,106,2024-11-19T05:12:02Z,6280000,False,,,0,,D. Daniels BLOCK (3 BLK),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
653,PT02M36.00S,2024-11-19T05:12:00.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,103,106,2024-11-19T05:16:16Z,6290000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,651.0,,,,,,,,,,,,,
655,PT02M26.00S,2024-11-19T05:12:28.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629027,,,1610612758,103,106,2024-11-19T05:12:35Z,6310000,False,,,0,,T. Young shooting personal FOUL (1 PF) (Ellis 2 FT),"[1629027, 1631165]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,2003.0,,,,,,,,,,,,,,1.0,0.0,Ellis,1631165.0,,
657,PT02M26.00S,2024-11-19T05:12:59.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1631165,,,1610612758,104,106,2024-11-19T05:12:59Z,6330000,False,,,0,,K. Ellis Free Throw 1 of 2 (31 PTS),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,Made,,,,,31.0,,,,,,,,,
658,PT02M26.00S,2024-11-19T05:12:59.2Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1631165,,,1610612758,104,106,2024-11-19T05:13:33Z,6340000,False,,,0,,MISS K. Ellis Free Throw 2 of 2,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
659,PT02M23.00S,2024-11-19T05:13:02.2Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,104,106,2024-11-19T05:13:33Z,6350000,False,,,0,,C. Capela REBOUND (Off:2 Def:11),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,658.0,13.0,11.0,2.0,,,,,,,,,,
660,PT02M15.00S,2024-11-19T05:13:41.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,8.623521681997373,45.588235294117645,1610612737,104,106,2024-11-19T05:21:56Z,6360000,False,22.0,29.0,1,left,MISS T. Young driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,3.61,Missed,,,,,,,,,,,,,,
661,PT02M13.00S,2024-11-19T05:13:43.9Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,104,106,2024-11-19T05:21:56Z,6370000,False,,,0,,C. Capela REBOUND (Off:3 Def:11),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,660.0,14.0,11.0,3.0,,,,,,,,,,
662,PT02M10.00S,2024-11-19T05:13:45.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,6.521024967148489,49.26470588235294,1610612737,104,108,2024-11-19T05:17:38Z,6380000,False,4.0,9.0,1,left,C. Capela putback Layup (13 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,0.95,Made,,,,,13.0,,,,,,,,,
663,PT01M53.00S,2024-11-19T05:14:02.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,82.86793692509855,40.44117647058824,1610612758,106,108,2024-11-19T05:14:10Z,6390000,False,-48.0,109.0,1,right,D. Fox 11' turnaround Jump Shot (28 PTS),[1628368],1610612758.0,SAC,turnaround,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.86,Made,,,,,28.0,,,,,,,,,
664,PT01M41.00S,2024-11-19T05:14:21.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626168,,,1610612737,106,108,2024-11-19T05:14:28Z,6400000,False,,,0,,T. Lyles shooting personal FOUL (2 PF) (Capela 2 FT),"[1626168, 203991]",1610612758.0,SAC,shooting,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,1626302.0,,,,,,,,,,,,,,2.0,0.0,Capela,203991.0,,
666,PT01M41.00S,2024-11-19T05:14:45.5Z,4,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,106,109,2024-11-19T05:15:04Z,6420000,False,,,0,,C. Capela Free Throw 1 of 2 (14 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,Made,,,,,14.0,,,,,,,,,
667,PT01M41.00S,2024-11-19T05:14:45.5Z,4,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,106,109,2024-11-19T05:15:04Z,6430000,False,,,0,,MISS C. Capela Free Throw 2 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
668,PT01M39.00S,2024-11-19T05:14:47.5Z,4,REGULAR,rebound,defensive,[],1626168,,,1610612758,106,109,2024-11-19T05:15:04Z,6440000,False,,,0,,T. Lyles REBOUND (Off:4 Def:6),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,667.0,10.0,6.0,4.0,,,,,,,,,,
669,PT01M30.00S,2024-11-19T05:15:11.1Z,4,REGULAR,3pt,Jump Shot,[],1628989,93.51182654402102,96.56862745098039,1610612758,106,109,2024-11-19T05:15:27Z,6450000,False,233.0,8.0,1,right,MISS K. Huerter 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Right Corner 3,24+ Right,,,,,23.3,Missed,,,,,,,,,,,,,,
670,PT01M28.00S,2024-11-19T05:15:13.1Z,4,REGULAR,rebound,defensive,[],1629631,,,1610612737,106,109,2024-11-19T05:19:25Z,6460000,False,,,0,,D. Hunter REBOUND (Off:1 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,,,,,,,669.0,2.0,1.0,1.0,,,,,,,,,,
671,PT01M23.00S,2024-11-19T05:15:19.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203991,5.338370565045992,46.81372549019608,1610612737,106,109,2024-11-19T05:23:43Z,6470000,False,16.0,-2.0,1,left,MISS C. Capela running Layup - blocked,"[203991, 1631165]",1610612737.0,ATL,running,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,1.61,Missed,,,,,,,,,,,,,Ellis,1631165.0
690,PT01M23.00S,2024-11-19T05:15:19.5Z,4,REGULAR,block,,[],1631165,,,1610612737,106,109,2024-11-19T05:21:46Z,6475000,False,,,0,,K. Ellis BLOCK (1 BLK),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
672,PT01M21.00S,2024-11-19T05:15:21.5Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612758,106,109,2024-11-19T05:23:43Z,6480000,False,,,0,,K. Huerter REBOUND (Off:0 Def:5),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,671.0,5.0,5.0,0.0,,,,,,,,,,
673,PT01M17.00S,2024-11-19T05:15:24.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,69.99014454664915,25.735294117647058,1610612758,106,109,2024-11-19T05:20:42Z,6490000,False,-121.0,230.0,1,right,MISS D. Fox 25' running pullup 3PT,[1628368],1610612758.0,SAC,running pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,,25.97,Missed,,,,,,,,,,,,,,
674,PT01M15.00S,2024-11-19T05:15:26.1Z,4,REGULAR,rebound,defensive,[],1629027,,,1610612737,106,109,2024-11-19T05:20:42Z,6500000,False,,,0,,T. Young REBOUND (Off:0 Def:3),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,673.0,3.0,3.0,0.0,,,,,,,,,,
675,PT00M57.40S,2024-11-19T05:15:46.1Z,4,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,106,109,2024-11-19T05:16:01Z,6510000,False,,,0,,T. Young bad pass out-of-bounds TURNOVER (5 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,Mid-Range,16-24 Right,2003.0,5.0,,,,,,,,,,,,,,,,,,
676,PT00M49.40S,2024-11-19T05:16:08.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629726,,,1610612758,106,109,2024-11-19T05:16:19Z,6520000,False,,,0,,G. Mathews personal FOUL (2 PF) (Ellis 2 FT),"[1629726, 1631165]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Center,1626302.0,,,,,,,,,,,,,,2.0,0.0,Ellis,1631165.0,,
678,PT00M49.40S,2024-11-19T05:16:41.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1631165,,,1610612758,107,109,2024-11-19T05:16:41Z,6540000,False,,,0,,K. Ellis Free Throw 1 of 2 (32 PTS),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,Made,,,,,32.0,,,,,,,,,
679,PT00M49.40S,2024-11-19T05:17:00.2Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1631165,,,1610612758,108,109,2024-11-19T05:17:00Z,6550000,False,,,0,,K. Ellis Free Throw 2 of 2 (33 PTS),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,Made,,,,,33.0,,,,,,,,,
680,PT00M29.00S,2024-11-19T05:17:24.1Z,4,REGULAR,3pt,Jump Shot,[],1630700,7.30946123521682,4.411764705882353,1610612737,108,109,2024-11-19T05:17:33Z,6560000,False,228.0,16.0,1,left,MISS D. Daniels 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,,,,,22.85,Missed,,,,,,,,,,,,,,
681,PT00M26.70S,2024-11-19T05:17:26.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,108,109,2024-11-19T05:17:33Z,6570000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,680.0,,,,,,,,,,,,,
682,PT00M26.70S,2024-11-19T05:17:42.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,108,109,2024-11-19T05:17:42Z,6580000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M12.00S,2024-11-19T05:19:35.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629631,5.469776609724048,2.696078431372549,1610612737,108,109,2024-11-19T05:22:54Z,6590000,False,237.0,-1.0,1,left,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,,,,,23.65,Missed,,,,,,,,,,,,,,
686,PT00M08.90S,2024-11-19T05:19:38.8Z,4,REGULAR,rebound,defensive,[],1629162,,,1610612758,108,109,2024-11-19T05:22:54Z,6600000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:2),[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,Right Corner 3,24+ Right,,,,,,,685.0,2.0,2.0,0.0,,,,,,,,,,
687,PT00M02.70S,2024-11-19T05:19:44.0Z,4,REGULAR,2pt,Jump Shot,[],1628368,89.96386333771353,23.284313725490197,1610612758,108,109,2024-11-19T05:23:22Z,6610000,False,-134.0,42.0,1,right,MISS D. Fox 14' step back bank Shot - blocked,"[1628368, 1630700]",1610612758.0,SAC,step back bank,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,,,,,14.0,Missed,,,,,,,,,,,,,Daniels,1630700.0
688,PT00M02.70S,2024-11-19T05:19:44.0Z,4,REGULAR,block,,[],1630700,,,1610612758,108,109,2024-11-19T05:19:46Z,6620000,False,,,0,,D. Daniels BLOCK (4 BLK),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
689,PT00M00.70S,2024-11-19T05:19:46.0Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612737,108,109,2024-11-19T05:23:22Z,6630000,False,,,0,,D. Daniels REBOUND (Off:1 Def:7),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,,,,,687.0,8.0,7.0,1.0,,,,,,,,,,
691,PT00M00.00S,2024-11-19T05:23:21.1Z,4,REGULAR,period,end,[],0,,,1610612737,108,109,2024-11-19T05:23:21Z,6640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,PT00M00.00S,2024-11-19T05:24:56.2Z,4,REGULAR,game,end,[],0,,,0,108,109,2024-11-19T05:24:56Z,6650000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
