actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
605,PT08M46.00S,2024-10-27T01:19:38.9Z,4,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,78,92,2024-10-27T01:20:03Z,5960000,False,,,0,,MISS J. Butler Free Throw 2 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
606,PT08M43.00S,2024-10-27T01:19:41.9Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,78,92,2024-10-27T01:20:03Z,5970000,False,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,605.0,2.0,1.0,1.0,,,,,,,,,,,,,,
607,PT08M31.00S,2024-10-27T01:20:08.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,5.206964520367937,48.28431372549019,1610612766,80,92,2024-10-27T01:20:12Z,5980000,False,9.0,-4.0,1,left,N. Richards DUNK (10 PTS) (C. Martin 2 AST),"[1630208, 1628998]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,,,,,,,,,10.0,C. Martin,1628998.0,2.0,,
609,PT08M15.00S,2024-10-27T01:20:25.3Z,4,REGULAR,3pt,Jump Shot,[],1629130,91.80354796320631,3.9215686274509802,1610612748,80,92,2024-10-27T01:20:28Z,6000000,False,-230.0,25.0,1,right,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
610,PT08M12.00S,2024-10-27T01:20:28.3Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,80,92,2024-10-27T01:20:28Z,6010000,False,,,0,,M. Bridges REBOUND (Off:2 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,609.0,5.0,3.0,2.0,,,,,,,,,,,,,,
611,PT08M06.00S,2024-10-27T01:20:34.2Z,4,REGULAR,turnover,lost ball,[],1630163,,,1610612766,80,92,2024-10-27T01:20:38Z,6020000,False,,,0,,L. Ball lost ball TURNOVER (5 TO),"[1630163, 1631107]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.0,,,,,,,,,,,,Jović,1631107.0
612,PT08M06.00S,2024-10-27T01:20:34.2Z,4,REGULAR,steal,,[],1631107,,,1610612748,80,92,2024-10-27T01:20:36Z,6030000,False,,,0,,N. Jović STEAL (2 STL),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
613,PT07M57.00S,2024-10-27T01:20:44.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631107,78.40013140604468,6.61764705882353,1610612748,80,92,2024-10-27T01:20:47Z,6040000,False,-217.0,151.0,1,right,MISS N. Jović 26' 3PT,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Above the Break 3,24+ Left Center,26.4,Missed,,,,,,,,,,,,,,,,,,
614,PT07M53.00S,2024-10-27T01:20:46.7Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,80,92,2024-10-27T01:20:46Z,6050000,False,,,0,,M. Bridges REBOUND (Off:2 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,613.0,6.0,4.0,2.0,,,,,,,,,,,,,,
615,PT07M47.00S,2024-10-27T01:20:53.4Z,4,REGULAR,3pt,Jump Shot,[],1628998,5.075558475689881,0.9803921568627451,1610612766,83,92,2024-10-27T01:20:57Z,6060000,False,245.0,-5.0,1,left,C. Martin 24' 3PT  (5 PTS) (L. Ball 6 AST),"[1628998, 1630163]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,24.51,Made,,,,,,,,,,,,,5.0,L. Ball,1630163.0,6.0,,
617,PT07M27.00S,2024-10-27T01:21:19.6Z,4,REGULAR,foul,offensive,[],1631107,,,1610612748,83,92,2024-10-27T01:21:44Z,6080000,False,,,0,,N. Jović offensive FOUL (3 PF),"[1631107, 1628970]",1610612748.0,MIA,,,,Jović,N. Jović,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202026.0,3.0,0.0,Bridges,1628970.0,,,,,,,,
619,PT07M27.00S,2024-10-27T01:21:19.6Z,4,REGULAR,turnover,offensive foul,[],1631107,,,1610612748,83,92,2024-10-27T01:21:19Z,6100000,False,,,0,,N. Jović offensive foul TURNOVER (1 TO),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,202026.0,,,,,,,,,,,,
620,PT07M27.00S,2024-10-27T01:21:35.5Z,4,REGULAR,substitution,out,[],1631170,,,1610612766,83,92,2024-10-27T01:21:44Z,6110000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT07M27.00S,2024-10-27T01:21:35.5Z,4,REGULAR,substitution,out,[],202710,,,1610612766,83,92,2024-10-27T01:21:44Z,6120000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT07M27.00S,2024-10-27T01:21:35.5Z,4,REGULAR,substitution,out,[],1629130,,,1610612766,83,92,2024-10-27T01:21:44Z,6130000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT07M27.00S,2024-10-27T01:21:35.5Z,4,REGULAR,substitution,in,[],1629639,,,1610612766,83,92,2024-10-27T01:21:44Z,6140000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT07M27.00S,2024-10-27T01:21:35.5Z,4,REGULAR,substitution,in,[],1628389,,,1610612766,83,92,2024-10-27T01:21:44Z,6150000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT07M27.00S,2024-10-27T01:21:35.5Z,4,REGULAR,substitution,in,[],1626179,,,1610612766,83,92,2024-10-27T01:21:44Z,6160000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT07M16.00S,2024-10-27T01:21:58.9Z,4,REGULAR,turnover,out-of-bounds,[],1628998,,,1610612766,83,92,2024-10-27T01:22:05Z,6170000,False,,,0,,C. Martin lost ball out-of-bounds TURNOVER (2 TO),[1628998],1610612766.0,CHA,lost ball,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,2.0,202026.0,,,,,,,,,,,,
627,PT07M01.00S,2024-10-27T01:22:14.0Z,4,REGULAR,turnover,bad pass,[],1629639,,,1610612748,83,92,2024-10-27T01:22:18Z,6180000,False,,,0,,T. Herro bad pass TURNOVER (3 TO),"[1629639, 1630208]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,,3.0,,,,,,,,,,,,Richards,1630208.0
628,PT07M01.00S,2024-10-27T01:22:14.0Z,4,REGULAR,steal,,[],1630208,,,1610612766,83,92,2024-10-27T01:22:16Z,6190000,False,,,0,,N. Richards STEAL (1 STL),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
629,PT06M53.00S,2024-10-27T01:22:21.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630163,8.360709592641262,47.794117647058826,1610612766,85,92,2024-10-27T01:22:30Z,6200000,False,11.0,26.0,1,left,L. Ball driving Layup (21 PTS),[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.83,Made,,,,,,,,,,,,,21.0,,,,,
630,PT06M40.00S,2024-10-27T01:22:36.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,83.52496714848883,49.50980392156863,1610612748,85,94,2024-10-27T01:22:40Z,6210000,False,-2.0,102.0,1,right,B. Adebayo 10' Jump Shot (10 PTS) (T. Rozier 2 AST),"[1628389, 1626179]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,10.24,Made,,,,,,,,,,,,,10.0,T. Rozier,1626179.0,2.0,,
632,PT06M22.00S,2024-10-27T01:22:53.0Z,4,REGULAR,3pt,Jump Shot,[],1630163,32.802233902759525,33.57843137254902,1610612766,88,94,2024-10-27T01:22:57Z,6230000,False,82.0,256.0,1,left,L. Ball 26' 3PT step back (24 PTS),[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,26.87,Made,,,,,,,,,,,,,24.0,,,,,
633,PT06M05.00S,2024-10-27T01:23:15.6Z,4,REGULAR,foul,personal,[],203552,,,1610612748,88,94,2024-10-27T01:23:32Z,6240000,False,,,0,,S. Curry personal FOUL (3 PF),"[203552, 1629639]",1610612766.0,CHA,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,,,,,,,,1626300.0,3.0,0.0,Herro,1629639.0,,,,,,,,
635,PT06M05.00S,2024-10-27T01:23:38.9Z,4,REGULAR,substitution,out,[],203552,,,1610612748,88,94,2024-10-27T01:23:50Z,6260000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT06M05.00S,2024-10-27T01:23:38.9Z,4,REGULAR,substitution,in,[],1630544,,,1610612748,88,94,2024-10-27T01:23:50Z,6270000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT05M54.00S,2024-10-27T01:24:05.7Z,4,REGULAR,3pt,Jump Shot,[],1629639,71.04139290407359,77.45098039215686,1610612748,88,97,2024-10-27T01:25:15Z,6280000,False,137.0,220.0,1,right,T. Herro 25' 3PT  (19 PTS) (B. Adebayo 3 AST),"[1629639, 1628389]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,25.91,Made,,,,,,,,,,,,,19.0,B. Adebayo,1628389.0,3.0,,
639,PT05M47.00S,2024-10-27T01:24:13.3Z,4,REGULAR,3pt,Jump Shot,[],1630163,35.29894875164258,25.245098039215684,1610612766,88,97,2024-10-27T01:26:03Z,6300000,False,124.0,279.0,1,left,MISS L. Ball 30' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,30.55,Missed,,,,,,,,,,,,,,,,,,
640,PT05M43.00S,2024-10-27T01:24:17.3Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,88,97,2024-10-27T01:24:18Z,6310000,False,,,0,,B. Adebayo REBOUND (Off:3 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,639.0,10.0,7.0,3.0,,,,,,,,,,,,,,
641,PT05M35.00S,2024-10-27T01:24:26.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,92.32917214191852,50.73529411764706,1610612748,88,99,2024-10-27T01:24:32Z,6320000,False,4.0,20.0,1,right,B. Adebayo cutting DUNK (12 PTS) (T. Herro 4 AST),"[1628389, 1629639]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,,,,,,,,,12.0,T. Herro,1629639.0,4.0,,
643,PT05M35.00S,2024-10-27T01:24:31.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,88,99,2024-10-27T01:24:31Z,6340000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT05M35.00S,2024-10-27T01:24:33.3Z,4,REGULAR,substitution,out,[],1631107,,,1610612766,88,99,2024-10-27T01:26:16Z,6350000,False,,,0,,SUB out: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT05M35.00S,2024-10-27T01:24:33.3Z,4,REGULAR,substitution,in,[],202710,,,1610612766,88,99,2024-10-27T01:26:16Z,6360000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT05M17.00S,2024-10-27T01:26:25.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628998,11.777266754270697,51.225490196078425,1610612766,88,99,2024-10-27T01:27:12Z,6370000,False,-6.0,58.0,1,left,MISS C. Martin driving floating Shot,[1628998],1610612766.0,CHA,driving floating,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,5.85,Missed,,,,,,,,,,,,,,,,,,
647,PT05M15.00S,2024-10-27T01:26:27.3Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612748,88,99,2024-10-27T01:27:12Z,6380000,False,,,0,,T. Rozier REBOUND (Off:0 Def:5),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,646.0,5.0,5.0,0.0,,,,,,,,,,,,,,
648,PT05M01.00S,2024-10-27T01:26:41.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,84.05059132720105,50.245098039215684,1610612748,88,99,2024-10-27T01:26:44Z,6390000,False,1.0,97.0,1,right,MISS B. Adebayo 9' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,9.74,Missed,,,,,,,,,,,,,,,,,,
649,PT04M59.00S,2024-10-27T01:26:44.1Z,4,REGULAR,rebound,defensive,[],1630163,,,1610612766,88,99,2024-10-27T01:26:44Z,6400000,False,,,0,,L. Ball REBOUND (Off:2 Def:5),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,648.0,7.0,5.0,2.0,,,,,,,,,,,,,,
650,PT04M43.00S,2024-10-27T01:27:00.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,5.863994743758213,44.36274509803921,1610612766,90,99,2024-10-27T01:27:03Z,6410000,False,28.0,3.0,1,left,C. Martin Layup (7 PTS) (T. Mann 3 AST),"[1628998, 1630544]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.83,Made,,,,,,,,,,,,,7.0,T. Mann,1630544.0,3.0,,
652,PT04M21.00S,2024-10-27T01:27:22.0Z,4,REGULAR,3pt,Jump Shot,[],202710,92.32917214191852,94.36274509803921,1610612748,90,99,2024-10-27T01:27:27Z,6430000,False,222.0,20.0,1,right,MISS J. Butler 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,22.27,Missed,,,,,,,,,,,,,,,,,,
653,PT04M18.00S,2024-10-27T01:27:25.0Z,4,REGULAR,rebound,defensive,[],1630163,,,1610612766,90,99,2024-10-27T01:27:27Z,6440000,False,,,0,,L. Ball REBOUND (Off:2 Def:6),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Right Corner 3,24+ Right,,,652.0,8.0,6.0,2.0,,,,,,,,,,,,,,
654,PT04M02.00S,2024-10-27T01:27:40.4Z,4,REGULAR,3pt,Jump Shot,[],1628998,23.209592641261498,12.745098039215685,1610612766,93,99,2024-10-27T01:27:44Z,6450000,False,186.0,166.0,1,left,C. Martin 24' 3PT  (10 PTS) (T. Mann 4 AST),"[1628998, 1630544]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,24.93,Made,,,,,,,,,,,,,10.0,T. Mann,1630544.0,4.0,,
656,PT03M50.00S,2024-10-27T01:27:53.0Z,4,REGULAR,3pt,Jump Shot,[],1629639,69.20170827858082,20.34313725490196,1610612748,93,99,2024-10-27T01:27:58Z,6470000,False,-148.0,237.0,1,right,MISS T. Herro 27' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,27.96,Missed,,,,,,,,,,,,,,,,,,
657,PT03M45.00S,2024-10-27T01:27:58.0Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,93,99,2024-10-27T01:27:58Z,6480000,False,,,0,,M. Bridges REBOUND (Off:2 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,656.0,7.0,5.0,2.0,,,,,,,,,,,,,,
658,PT03M34.00S,2024-10-27T01:28:08.3Z,4,REGULAR,3pt,Jump Shot,[],1628998,6.521024967148489,1.9607843137254901,1610612766,93,99,2024-10-27T01:28:13Z,6490000,False,240.0,9.0,1,left,MISS C. Martin 24' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,24.04,Missed,,,,,,,,,,,,,,,,,,
659,PT03M30.00S,2024-10-27T01:28:12.3Z,4,REGULAR,rebound,offensive,[],1630208,,,1610612766,93,99,2024-10-27T01:28:13Z,6500000,False,,,0,,N. Richards REBOUND (Off:4 Def:8),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Right Corner 3,24+ Right,,,658.0,12.0,8.0,4.0,,,,,,,,,,,,,,
660,PT03M30.00S,2024-10-27T01:28:13.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,5.590000152587891,50.0,1610612766,95,99,2024-10-27T01:28:13Z,6510000,False,0.0,0.0,1,left,N. Richards putback Layup (12 PTS),[1630208],1610612766.0,CHA,putback,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,12.0,,,,,
661,PT03M15.00S,2024-10-27T01:28:28.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,81.94809461235218,48.77450980392157,1610612748,95,99,2024-10-27T01:28:33Z,6520000,False,-6.0,117.0,1,right,MISS J. Butler 11' pullup Shot - blocked,"[202710, 1628970]",1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,11.74,Missed,,,,,,,,,,,Bridges,1628970.0,,,,,,
662,PT03M15.00S,2024-10-27T01:28:28.1Z,4,REGULAR,block,,[],1628970,,,1610612748,95,99,2024-10-27T01:28:31Z,6530000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
663,PT03M11.00S,2024-10-27T01:28:32.1Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,95,99,2024-10-27T01:28:33Z,6540000,False,,,0,,B. Adebayo REBOUND (Off:4 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,661.0,11.0,7.0,4.0,,,,,,,,,,,,,,
664,PT03M09.00S,2024-10-27T01:28:34.5Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],202710,77.4802890932983,46.32352941176471,1610612748,95,99,2024-10-27T01:28:49Z,6550000,False,-18.0,159.0,1,right,MISS J. Butler 16' floating Shot,[202710],1610612748.0,MIA,floating,,,Butler,J. Butler,,,,,Mid-Range,16-24 Center,16.03,Missed,,,,,,,,,,,,,,,,,,
665,PT03M03.00S,2024-10-27T01:28:40.5Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,95,99,2024-10-27T01:28:49Z,6560000,False,,,0,,M. Bridges REBOUND (Off:2 Def:6),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,,,664.0,8.0,6.0,2.0,,,,,,,,,,,,,,
666,PT02M58.00S,2024-10-27T01:28:44.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,30.17411300919842,14.950980392156863,1610612766,95,99,2024-10-27T01:30:41Z,6570000,False,175.0,231.0,1,left,MISS L. Ball 29' running 3PT,[1630163],1610612766.0,CHA,running,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,29.0,Missed,,,,,,,,,,,,,,,,,,
667,PT02M56.00S,2024-10-27T01:28:46.6Z,4,REGULAR,rebound,offensive,[],1628998,,,1610612766,95,99,2024-10-27T01:30:41Z,6580000,False,,,0,,C. Martin REBOUND (Off:2 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,666.0,3.0,1.0,2.0,,,,,,,,,,,,,,
668,PT02M56.00S,2024-10-27T01:28:53.6Z,4,REGULAR,foul,personal,['2freethrow'],1626179,,,1610612766,95,99,2024-10-27T01:29:14Z,6590000,False,,,0,,T. Rozier shooting personal FOUL (3 PF) (Ball 2 FT),"[1626179, 1630163]",1610612748.0,MIA,shooting,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,1629178.0,3.0,0.0,Ball,1630163.0,,,,,,,,
670,PT02M56.00S,2024-10-27T01:29:22.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630163,,,1610612766,95,99,2024-10-27T01:29:22Z,6610000,False,,,0,,MISS L. Ball Free Throw 1 of 2,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
671,PT02M56.00S,2024-10-27T01:29:22.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,95,99,2024-10-27T01:29:22Z,6620000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,670.0,,,,,,,,,,,,,,,,,
672,PT02M56.00S,2024-10-27T01:29:40.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630163,,,1610612766,96,99,2024-10-27T01:29:40Z,6630000,False,,,0,,L. Ball Free Throw 2 of 2 (25 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,,,,,,,,,25.0,,,,,
673,PT02M30.00S,2024-10-27T01:30:07.9Z,4,REGULAR,3pt,Jump Shot,[],202710,77.08607095926413,89.70588235294117,1610612748,96,102,2024-10-27T01:30:11Z,6640000,False,199.0,163.0,1,right,J. Butler 25' 3PT  (20 PTS) (T. Herro 5 AST),"[202710, 1629639]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,25.68,Made,,,,,,,,,,,,,20.0,T. Herro,1629639.0,5.0,,
675,PT02M15.00S,2024-10-27T01:30:22.2Z,4,REGULAR,3pt,Jump Shot,[],1630544,26.62614980289093,16.911764705882355,1610612766,99,102,2024-10-27T01:30:27Z,6660000,False,165.0,198.0,1,left,T. Mann 25' 3PT step back (12 PTS),[1630544],1610612766.0,CHA,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,25.78,Made,,,,,,,,,,,,,12.0,,,,,
676,PT01M54.00S,2024-10-27T01:30:47.3Z,4,REGULAR,2pt,Jump Shot,[],202710,86.94152431011827,31.372549019607842,1610612748,99,104,2024-10-27T01:30:51Z,6670000,False,-93.0,70.0,1,right,J. Butler 11' driving floating Jump Shot (22 PTS),[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,11.66,Made,,,,,,,,,,,,,22.0,,,,,
677,PT01M54.00S,2024-10-27T01:30:50.6Z,4,REGULAR,foul,personal,['1freethrow'],1630163,,,1610612748,99,104,2024-10-27T01:30:58Z,6680000,False,,,0,,L. Ball shooting personal FOUL (4 PF) (Butler 1 FT),"[1630163, 202710]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,Mid-Range,8-16 Left,,,,,,,,202026.0,4.0,0.0,Butler,202710.0,,,,,,,,
679,PT01M54.00S,2024-10-27T01:31:23.8Z,4,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,99,104,2024-10-27T01:31:26Z,6700000,False,,,0,,MISS J. Butler Free Throw 1 of 1,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
680,PT01M50.00S,2024-10-27T01:31:27.8Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,99,104,2024-10-27T01:31:26Z,6710000,False,,,0,,M. Bridges REBOUND (Off:2 Def:7),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,679.0,9.0,7.0,2.0,,,,,,,,,,,,,,
681,PT01M36.00S,2024-10-27T01:31:40.2Z,4,REGULAR,2pt,Jump Shot,[],1630544,12.828515111695138,18.38235294117647,1610612766,101,104,2024-10-27T01:31:44Z,6720000,False,158.0,68.0,1,left,T. Mann 17' pullup Jump Shot (14 PTS),[1630544],1610612766.0,CHA,pullup,,,Mann,T. Mann,,,,,Mid-Range,16-24 Right,17.21,Made,,,,,,,,,,,,,14.0,,,,,
682,PT01M15.00S,2024-10-27T01:32:03.4Z,4,REGULAR,3pt,Jump Shot,[],1629639,63.55124835742444,58.82352941176471,1610612748,101,107,2024-10-27T01:32:09Z,6730000,False,44.0,290.0,1,right,T. Herro 29' 3PT pullup (22 PTS) (T. Rozier 3 AST),"[1629639, 1626179]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,29.34,Made,,,,,,,,,,,,,22.0,T. Rozier,1626179.0,3.0,,
683,PT01M06.00S,2024-10-27T01:32:15.8Z,4,REGULAR,turnover,lost ball,[],1630208,,,1610612766,101,107,2024-10-27T01:37:54Z,6740000,False,,,0,,N. Richards lost ball TURNOVER (3 TO),"[1630208, 202710]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,3.0,,,,,,,,,,,,Butler,202710.0
684,PT01M06.00S,2024-10-27T01:32:15.8Z,4,REGULAR,steal,,[],202710,,,1610612748,101,107,2024-10-27T01:32:18Z,6750000,False,,,0,,J. Butler STEAL (2 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
685,PT01M06.00S,2024-10-27T01:32:30.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628970,,,1610612748,101,107,2024-10-27T01:32:56Z,6760000,False,,,0,,M. Bridges personal FOUL (2 PF) (Butler 2 FT),"[1628970, 202710]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,1629178.0,2.0,0.0,Butler,202710.0,,,,,,,,
