actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
587,PT05M05.00S,2023-12-24T02:00:22.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.9862023653088,53.92156862745098,1610612743,85,93,2023-12-24T02:00:47Z,5710000,False,20.0,13.0,1,right,MISS N. Jokic driving Layup,[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,,,,,,
588,PT05M05.00S,2023-12-24T02:00:22.4Z,4,REGULAR,rebound,defensive,[],1630208,,,1610612766,85,93,2023-12-24T02:00:47Z,5720000,False,,,0,,N. Richards REBOUND (Off:5 Def:8),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,587.0,13.0,8.0,5.0,,,,,,,,,,,
589,PT05M00.00S,2023-12-24T02:00:27.0Z,4,REGULAR,turnover,bad pass,[],1630208,,,1610612766,85,93,2023-12-24T02:00:50Z,5730000,False,,,0,,N. Richards bad pass TURNOVER (3 TO),"[1630208, 1627750]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,3.0,Murray,1627750.0,,,,
590,PT05M00.00S,2023-12-24T02:00:27.0Z,4,REGULAR,steal,,[],1627750,,,1610612743,85,93,2023-12-24T02:00:30Z,5740000,False,,,0,,J. Murray STEAL (3 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
591,PT04M55.00S,2023-12-24T02:00:31.5Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627750,71.43561103810775,80.63725490196079,1610612743,85,93,2023-12-24T02:00:55Z,5750000,False,153.0,216.0,1,right,MISS J. Murray 26' running 3PT,[1627750],1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,26.48,Missed,,,,,,,,,,,,,,,,,,
592,PT04M52.00S,2023-12-24T02:00:34.1Z,4,REGULAR,rebound,defensive,[],1630208,,,1610612766,85,93,2023-12-24T02:00:34Z,5760000,False,,,0,,N. Richards REBOUND (Off:5 Def:9),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,,,,591.0,14.0,9.0,5.0,,,,,,,,,,,
593,PT04M48.00S,2023-12-24T02:00:38.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1641733,24.392247043363994,10.049019607843137,1610612766,88,93,2023-12-24T02:11:26Z,5770000,False,200.0,177.0,1,left,N. Smith Jr. 26' 3PT pullup (13 PTS) (G. Hayward 4 AST),"[1641733, 202330]",1610612766.0,CHA,pullup,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Right Center,26.68,Made,13.0,,,,,,,,G. Hayward,202330.0,4.0,,,,,,,
595,PT04M28.00S,2023-12-24T02:01:01.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203932,90.62089356110381,45.09803921568628,1610612743,88,93,2023-12-24T02:01:08Z,5790000,False,-25.0,36.0,1,right,MISS A. Gordon driving Layup - blocked,"[203932, 1628970]",1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,4.33,Missed,,Bridges,1628970.0,,,,,,,,,,,,,,,
596,PT04M28.00S,2023-12-24T02:01:01.0Z,4,REGULAR,block,,[],1628970,,,1610612743,88,93,2023-12-24T02:01:06Z,5800000,False,,,0,,M. Bridges BLOCK (3 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
597,PT04M28.00S,2023-12-24T02:01:01.0Z,4,REGULAR,rebound,offensive,[],203932,,,1610612743,88,93,2023-12-24T02:01:08Z,5810000,False,,,0,,A. Gordon REBOUND (Off:2 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,595.0,2.0,0.0,2.0,,,,,,,,,,,
598,PT04M28.00S,2023-12-24T02:01:07.8Z,4,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612743,88,93,2023-12-24T02:01:24Z,5820000,False,,,0,,M. Bridges shooting personal FOUL (2 PF) (Gordon 2 FT),"[1628970, 203932]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,201638.0,,,,,,,2.0,0.0,Gordon,203932.0
600,PT04M28.00S,2023-12-24T02:01:39.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203932,,,1610612743,88,94,2023-12-24T02:01:39Z,5840000,False,,,0,,A. Gordon Free Throw 1 of 2 (13 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
601,PT04M28.00S,2023-12-24T02:01:43.9Z,4,REGULAR,substitution,out,[],1628998,,,1610612743,88,94,2023-12-24T02:01:48Z,5850000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT04M28.00S,2023-12-24T02:01:43.9Z,4,REGULAR,substitution,out,[],1631128,,,1610612743,88,94,2023-12-24T02:01:48Z,5860000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT04M28.00S,2023-12-24T02:01:43.9Z,4,REGULAR,substitution,in,[],1629023,,,1610612743,88,94,2023-12-24T02:01:48Z,5870000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT04M28.00S,2023-12-24T02:01:43.9Z,4,REGULAR,substitution,in,[],1629008,,,1610612743,88,94,2023-12-24T02:01:48Z,5880000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT04M28.00S,2023-12-24T02:02:12.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203932,,,1610612743,88,95,2023-12-24T02:02:12Z,5890000,False,,,0,,A. Gordon Free Throw 2 of 2 (14 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
606,PT04M17.00S,2023-12-24T02:02:26.3Z,4,REGULAR,3pt,Jump Shot,[],1641733,32.013797634691194,18.872549019607842,1610612766,91,95,2023-12-24T02:02:31Z,5900000,False,156.0,248.0,1,left,N. Smith Jr. 29' 3PT  (16 PTS) (P. Washington 1 AST),"[1641733, 1629023]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Right Center,29.31,Made,16.0,,,,,,,,P. Washington,1629023.0,1.0,,,,,,,
608,PT03M54.00S,2023-12-24T02:02:48.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,82.7365308804205,51.71568627450981,1610612743,91,97,2023-12-24T02:02:54Z,5920000,False,9.0,110.0,1,right,N. Jokic 11' Jump Shot (14 PTS) (J. Murray 5 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,11.01,Made,14.0,,,,,,,,J. Murray,1627750.0,5.0,,,,,,,
612,PT03M24.00S,2023-12-24T02:04:04.9Z,4,REGULAR,3pt,Jump Shot,[],1641733,24.917871222076215,84.55882352941177,1610612766,94,97,2023-12-24T02:04:12Z,5960000,False,-173.0,182.0,1,left,N. Smith Jr. 25' 3PT  (19 PTS) (P. Washington 2 AST),"[1641733, 1629023]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.07,Made,19.0,,,,,,,,P. Washington,1629023.0,2.0,,,,,,,
614,PT03M08.00S,2023-12-24T02:04:21.1Z,4,REGULAR,3pt,Jump Shot,[],203484,91.14651773981603,97.30392156862744,1610612743,94,97,2023-12-24T02:04:26Z,5980000,False,237.0,31.0,1,right,MISS K. Caldwell-Pope 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,23.85,Missed,,,,,,,,,,,,,,,,,,
615,PT03M04.00S,2023-12-24T02:04:25.1Z,4,REGULAR,rebound,defensive,[],202330,,,1610612766,94,97,2023-12-24T02:04:26Z,5990000,False,,,0,,G. Hayward REBOUND (Off:0 Def:6),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Right Corner 3,24+ Right,,,,,,614.0,6.0,6.0,0.0,,,,,,,,,,,
616,PT02M54.00S,2023-12-24T02:04:34.5Z,4,REGULAR,2pt,Jump Shot,[],202330,22.026938239159,31.61764705882353,1610612766,94,97,2023-12-24T02:04:39Z,6000000,False,92.0,155.0,1,left,MISS G. Hayward 17' Jump Shot,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Right Center,17.99,Missed,,,,,,,,,,,,,,,,,,
617,PT02M52.00S,2023-12-24T02:04:36.5Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,94,97,2023-12-24T02:04:39Z,6010000,False,,,0,,N. Jokic REBOUND (Off:2 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Right Center,,,,,,616.0,9.0,7.0,2.0,,,,,,,,,,,
618,PT02M41.00S,2023-12-24T02:04:52.4Z,4,REGULAR,foul,offensive,[],203999,,,1610612743,94,97,2023-12-24T02:05:03Z,6020000,False,,,0,,N. Jokic offensive FOUL (5 PF),"[203999, 1630208]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,201638.0,,,,,,,5.0,1.0,Richards,1630208.0
620,PT02M41.00S,2023-12-24T02:04:52.4Z,4,REGULAR,turnover,offensive foul,[],203999,,,1610612743,94,97,2023-12-24T02:04:52Z,6040000,False,,,0,,N. Jokic offensive foul TURNOVER (3 TO),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,201638.0,,,,3.0,,,,,,
621,PT02M28.00S,2023-12-24T02:05:21.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641733,9.280551905387648,5.147058823529411,1610612766,94,97,2023-12-24T02:05:26Z,6050000,False,224.0,35.0,1,left,MISS N. Smith Jr. 3PT,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Right Corner 3,24+ Right,22.7,Missed,,,,,,,,,,,,,,,,,,
622,PT02M26.00S,2023-12-24T02:05:23.6Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,94,97,2023-12-24T02:05:26Z,6060000,False,,,0,,N. Jokic REBOUND (Off:2 Def:8),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Right Corner 3,24+ Right,,,,,,621.0,10.0,8.0,2.0,,,,,,,,,,,
623,PT02M17.00S,2023-12-24T02:05:39.2Z,4,REGULAR,foul,personal,[],1630208,,,1610612743,94,97,2023-12-24T02:05:53Z,6070000,False,,,0,,N. Richards personal FOUL (1 PF),"[1630208, 203999]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Right,,,,,,,,,,1627524.0,,,,,,,1.0,0.0,Jokic,203999.0
625,PT02M07.00S,2023-12-24T02:05:59.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.72339027595268,52.69607843137255,1610612743,94,99,2023-12-24T02:06:05Z,6090000,False,13.0,16.0,1,right,N. Jokic driving Layup (16 PTS) (M. Porter Jr. 1 AST),"[203999, 1629008]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.09,Made,16.0,,,,,,,,M. Porter Jr.,1629008.0,1.0,,,,,,,
627,PT01M42.00S,2023-12-24T02:06:24.5Z,4,REGULAR,3pt,Jump Shot,[],1629023,30.436925098554536,27.205882352941174,1610612766,94,99,2023-12-24T02:06:30Z,6110000,False,114.0,234.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
628,PT01M37.00S,2023-12-24T02:06:29.5Z,4,REGULAR,rebound,defensive,[],203484,,,1610612743,94,99,2023-12-24T02:06:30Z,6120000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:3),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,,,,627.0,3.0,3.0,0.0,,,,,,,,,,,
629,PT01M27.00S,2023-12-24T02:06:39.2Z,4,REGULAR,turnover,bad pass,[],203932,,,1610612743,94,99,2023-12-24T02:06:44Z,6130000,False,,,0,,A. Gordon bad pass TURNOVER (2 TO),"[203932, 1629023]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2.0,Washington,1629023.0,,,,
630,PT01M27.00S,2023-12-24T02:06:39.2Z,4,REGULAR,steal,,[],1629023,,,1610612766,94,99,2023-12-24T02:06:41Z,6140000,False,,,0,,P. Washington STEAL (4 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
631,PT01M23.00S,2023-12-24T02:06:48.1Z,4,REGULAR,foul,offensive,[],202330,,,1610612766,94,99,2023-12-24T02:10:15Z,6150000,False,,,0,,G. Hayward charge offensive FOUL (2 PF),"[202330, 203932]",1610612766.0,CHA,charge,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627524.0,,,,,,,2.0,0.0,Gordon,203932.0
633,PT01M23.00S,2023-12-24T02:06:48.1Z,4,REGULAR,turnover,offensive foul,[],202330,,,1610612766,94,99,2023-12-24T02:10:15Z,6170000,False,,,0,,G. Hayward offensive foul TURNOVER (4 TO),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627524.0,,,,4.0,,,,,,
634,PT01M23.00S,2023-12-24T02:08:07.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,94,99,2023-12-24T02:08:07Z,6180000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT01M08.00S,2023-12-24T02:12:21.4Z,4,REGULAR,foul,personal,['2freethrow'],1641733,,,1610612743,94,99,2023-12-24T02:12:47Z,6190000,False,,,0,,N. Smith Jr. shooting personal FOUL (2 PF) (Jokic 2 FT),"[1641733, 203999]",1610612766.0,CHA,shooting,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627524.0,,,,,,,2.0,0.0,Jokic,203999.0
637,PT01M08.00S,2023-12-24T02:13:31.8Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203999,,,1610612743,94,100,2023-12-24T02:13:31Z,6210000,False,,,0,,N. Jokic Free Throw 1 of 2 (17 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
638,PT01M08.00S,2023-12-24T02:13:43.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203999,,,1610612743,94,101,2023-12-24T02:13:43Z,6220000,False,,,0,,N. Jokic Free Throw 2 of 2 (18 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
639,PT00M52.80S,2023-12-24T02:14:03.8Z,4,REGULAR,3pt,Jump Shot,[],1628970,23.73521681997372,88.23529411764706,1610612766,94,101,2023-12-24T02:17:09Z,6230000,False,-191.0,171.0,1,left,MISS M. Bridges 25' 3PT - blocked,"[1628970, 203932]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.62,Missed,,Gordon,203932.0,,,,,,,,,,,,,,,
640,PT00M52.80S,2023-12-24T02:14:03.8Z,4,REGULAR,block,,[],203932,,,1610612766,94,101,2023-12-24T02:14:07Z,6240000,False,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
641,PT00M50.70S,2023-12-24T02:14:05.9Z,4,REGULAR,rebound,offensive,[],1629023,,,1610612766,94,101,2023-12-24T02:17:09Z,6250000,False,,,0,,P. Washington REBOUND (Off:1 Def:7),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,,,,639.0,8.0,7.0,1.0,,,,,,,,,,,
642,PT00M44.80S,2023-12-24T02:14:09.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629023,6.1268068331143235,53.67647058823529,1610612766,94,101,2023-12-24T02:14:16Z,6260000,False,-18.0,5.0,1,left,MISS P. Washington driving Layup,[1629023],1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,,
643,PT00M42.90S,2023-12-24T02:14:12.2Z,4,REGULAR,rebound,offensive,[],1630208,,,1610612766,94,101,2023-12-24T02:14:12Z,6270000,False,,,0,,N. Richards REBOUND (Off:6 Def:9),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,642.0,15.0,9.0,6.0,,,,,,,,,,,
645,PT00M42.90S,2023-12-24T02:14:40.6Z,4,REGULAR,turnover,5-second-violation,['team'],0,,,1610612766,94,101,2023-12-24T02:14:47Z,6290000,False,,,0,,CHA 5-second-violation Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,200834.0,,,,,,,,,,
646,PT00M28.90S,2023-12-24T02:15:10.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629023,,,1610612743,94,101,2023-12-24T02:18:06Z,6300000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1629023, 1629008]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1627524.0,,,,,,,1.0,0.0,Porter Jr.,1629008.0
648,PT00M28.90S,2023-12-24T02:15:36.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629008,,,1610612743,94,101,2023-12-24T02:17:51Z,6320000,False,,,0,,MISS M. Porter Jr. Free Throw 1 of 2,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
649,PT00M28.90S,2023-12-24T02:15:36.4Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612743,94,101,2023-12-24T02:17:51Z,6330000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,648.0,,,,,,,,,,,,,,
650,PT00M28.90S,2023-12-24T02:15:36.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629008,,,1610612743,94,102,2023-12-24T02:17:51Z,6340000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (22 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
651,PT00M28.90S,2023-12-24T02:15:47.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,94,102,2023-12-24T02:15:47Z,6350000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M27.30S,2023-12-24T02:17:24.4Z,4,REGULAR,3pt,Jump Shot,[],1628970,7.966491458607096,3.6764705882352944,1610612766,94,102,2023-12-24T02:17:30Z,6360000,False,232.0,22.0,1,left,MISS M. Bridges 3PT - blocked,"[1628970, 203484]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.27,Missed,,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,
653,PT00M27.30S,2023-12-24T02:17:24.4Z,4,REGULAR,block,,[],203484,,,1610612766,94,102,2023-12-24T02:17:27Z,6370000,False,,,0,,K. Caldwell-Pope BLOCK (3 BLK),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
654,PT00M27.30S,2023-12-24T02:17:24.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,94,102,2023-12-24T02:17:30Z,6380000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Right Corner 3,24+ Right,,,,,,652.0,,,,,,,,,,,,,,
656,PT00M26.70S,2023-12-24T02:17:46.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203999,,,1610612766,94,102,2023-12-24T02:18:02Z,6400000,False,,,0,,N. Jokic personal FOUL (6 PF) (Washington 2 FT),"[203999, 1629023]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Right,,,,,,,,,,1627524.0,,,,,,,6.0,1.0,Washington,1629023.0
658,PT00M26.70S,2023-12-24T02:18:14.8Z,4,REGULAR,substitution,out,[],203999,,,1610612766,94,102,2023-12-24T02:18:22Z,6420000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M26.70S,2023-12-24T02:18:14.8Z,4,REGULAR,substitution,in,[],202704,,,1610612766,94,102,2023-12-24T02:18:22Z,6430000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M26.70S,2023-12-24T02:18:27.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629023,,,1610612766,95,102,2023-12-24T02:18:54Z,6440000,False,,,0,,P. Washington Free Throw 1 of 2 (20 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
661,PT00M26.70S,2023-12-24T02:18:29.4Z,4,REGULAR,substitution,out,[],1630208,,,1610612766,95,102,2023-12-24T02:18:35Z,6450000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M26.70S,2023-12-24T02:18:29.4Z,4,REGULAR,substitution,in,[],1631121,,,1610612766,95,102,2023-12-24T02:18:35Z,6460000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M26.70S,2023-12-24T02:18:27.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629023,,,1610612766,95,102,2023-12-24T02:18:54Z,6470000,False,,,0,,MISS P. Washington Free Throw 2 of 2,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
664,PT00M23.10S,2023-12-24T02:18:31.3Z,4,REGULAR,rebound,offensive,[],1631121,,,1610612766,95,102,2023-12-24T02:18:54Z,6480000,False,,,0,,B. McGowens REBOUND (Off:2 Def:1),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,663.0,3.0,1.0,2.0,,,,,,,,,,,
665,PT00M21.00S,2023-12-24T02:18:56.1Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1641733,18.478975032851512,25.49019607843137,1610612766,95,102,2023-12-24T02:19:01Z,6490000,False,123.0,121.0,1,left,MISS N. Smith Jr. 17' pullup Shot - blocked,"[1641733, 203484]",1610612766.0,CHA,pullup,,,Smith Jr.,N. Smith Jr.,,,,,Mid-Range,16-24 Right Center,17.23,Missed,,Caldwell-Pope,203484.0,,,,,,,,,,,,,,,
666,PT00M21.00S,2023-12-24T02:18:56.1Z,4,REGULAR,block,,[],203484,,,1610612766,95,102,2023-12-24T02:18:59Z,6500000,False,,,0,,K. Caldwell-Pope BLOCK (4 BLK),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
667,PT00M21.00S,2023-12-24T02:18:56.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,95,102,2023-12-24T02:19:37Z,6510000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,665.0,,,,,,,,,,,,,,
669,PT00M21.00S,2023-12-24T02:19:12.7Z,4,REGULAR,substitution,out,[],202704,,,1610612766,95,102,2023-12-24T02:19:15Z,6530000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M21.00S,2023-12-24T02:19:12.7Z,4,REGULAR,substitution,in,[],1631212,,,1610612766,95,102,2023-12-24T02:19:15Z,6540000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M18.50S,2023-12-24T02:19:24.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628970,27.54599211563732,17.401960784313726,1610612766,95,102,2023-12-24T02:19:31Z,6550000,False,163.0,206.0,1,left,MISS M. Bridges 26' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
672,PT00M15.60S,2023-12-24T02:19:27.5Z,4,REGULAR,rebound,defensive,[],1627750,,,1610612743,95,102,2023-12-24T02:19:27Z,6560000,False,,,0,,J. Murray REBOUND (Off:2 Def:10),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,671.0,12.0,10.0,2.0,,,,,,,,,,,
673,PT00M00.00S,2023-12-24T02:19:44.6Z,4,REGULAR,period,end,[],0,,,1610612743,95,102,2023-12-24T02:19:44Z,6570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M00.00S,2023-12-24T02:19:50.9Z,4,REGULAR,game,end,[],0,,,0,95,102,2023-12-24T02:19:50Z,6580000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
