actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
495,PT01M21.00S,2025-12-23T04:17:28.8Z,3,REGULAR,substitution,out,[],1642377,,,1610612760,82,71,2025-12-23T04:17:44Z,4900000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT01M21.00S,2025-12-23T04:17:28.8Z,3,REGULAR,substitution,out,[],203484,,,1610612760,82,71,2025-12-23T04:17:44Z,4910000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT01M21.00S,2025-12-23T04:17:28.8Z,3,REGULAR,substitution,out,[],1641765,,,1610612760,82,71,2025-12-23T04:17:44Z,4920000,False,,,0,,SUB out: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT01M21.00S,2025-12-23T04:17:28.8Z,3,REGULAR,substitution,in,[],1642285,,,1610612760,82,71,2025-12-23T04:17:44Z,4930000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT01M21.00S,2025-12-23T04:17:28.8Z,3,REGULAR,substitution,in,[],1642907,,,1610612760,82,71,2025-12-23T04:17:44Z,4940000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT01M21.00S,2025-12-23T04:17:28.8Z,3,REGULAR,substitution,in,[],1628991,,,1610612760,82,71,2025-12-23T04:17:44Z,4950000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT01M07.00S,2025-12-23T04:18:01.5Z,3,REGULAR,turnover,out-of-bounds,[],1642349,,,1610612760,82,71,2025-12-23T04:18:10Z,4960000,False,,,0,,A. Mitchell bad pass out-of-bounds TURNOVER (3 TO),[1642349],1610612760.0,OKC,bad pass,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,3.0,,,101284.0,,,,,,
502,PT00M50.30S,2025-12-23T04:18:21.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630583,4.812746386333772,95.09803921568627,1610612763,82,71,2025-12-23T04:18:28Z,4970000,False,-225.0,-7.0,1,left,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,22.56,Missed,,,,,,,,,,,,,,,,,,
503,PT00M47.20S,2025-12-23T04:18:24.9Z,3,REGULAR,rebound,defensive,[],1629026,,,1610612760,82,71,2025-12-23T04:18:28Z,4980000,False,,,0,,K. Williams REBOUND (Off:0 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Left Corner 3,24+ Left,,,502.0,2.0,2.0,0.0,,,,,,,,,,,,,,
504,PT00M32.60S,2025-12-23T04:18:40.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631114,93.11760840998686,49.26470588235294,1610612760,84,71,2025-12-23T04:18:45Z,4990000,False,-4.0,12.0,1,right,J. Williams driving DUNK (18 PTS),[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,18.0,,,,,,,,,,,,,
505,PT00M08.50S,2025-12-23T04:19:09.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642907,7.5722733245729295,37.745098039215684,1610612763,84,73,2025-12-23T04:19:21Z,5000000,False,61.0,19.0,1,left,C. Coward 6' driving bank Jump Shot (7 PTS),[1642907],1610612763.0,MEM,driving bank,,,Coward,C. Coward,,,,,In The Paint (Non-RA),0-8 Center,6.41,Made,,,,,7.0,,,,,,,,,,,,,
506,PT00M01.50S,2025-12-23T04:19:22.0Z,3,REGULAR,3pt,Jump Shot,[],1631114,72.22404730617609,17.15686274509804,1610612760,84,73,2025-12-23T04:19:29Z,5010000,False,-164.0,209.0,1,right,MISS J. Williams 26' step back 3PT,[1631114],1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,26.55,Missed,,,,,,,,,,,,,,,,,,
507,PT00M01.50S,2025-12-23T04:19:22.0Z,3,REGULAR,rebound,defensive,[],1631132,,,1610612763,84,73,2025-12-23T04:19:29Z,5020000,False,,,0,,C. Koloko REBOUND (Off:0 Def:1),[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Left Center,,,506.0,1.0,1.0,0.0,,,,,,,,,,,,,,
508,PT00M00.00S,2025-12-23T04:19:40.5Z,3,REGULAR,period,end,[],0,,,1610612763,84,73,2025-12-23T04:19:40Z,5030000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2025-12-23T04:19:50.4Z,4,REGULAR,substitution,out,['startperiod'],1631114,,,1610612763,84,73,2025-12-23T04:22:37Z,5040000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2025-12-23T04:19:50.4Z,4,REGULAR,substitution,out,['startperiod'],1630198,,,1610612763,84,73,2025-12-23T04:22:37Z,5050000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2025-12-23T04:19:50.4Z,4,REGULAR,substitution,out,['startperiod'],1642964,,,1610612763,84,73,2025-12-23T04:22:37Z,5060000,False,,,0,,SUB out: B. Barnhizer,[1642964],1610612760.0,OKC,,,,Barnhizer,B. Barnhizer,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2025-12-23T04:19:50.4Z,4,REGULAR,substitution,out,['startperiod'],1630583,,,1610612763,84,73,2025-12-23T04:22:37Z,5070000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2025-12-23T04:19:50.4Z,4,REGULAR,substitution,out,['startperiod'],1631132,,,1610612763,84,73,2025-12-23T04:22:37Z,5080000,False,,,0,,SUB out: C. Koloko,[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2025-12-23T04:19:50.4Z,4,REGULAR,substitution,in,['startperiod'],1628983,,,1610612763,84,73,2025-12-23T04:22:37Z,5090000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2025-12-23T04:19:50.4Z,4,REGULAR,substitution,in,['startperiod'],1629652,,,1610612763,84,73,2025-12-23T04:22:37Z,5100000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2025-12-23T04:19:50.4Z,4,REGULAR,substitution,in,['startperiod'],1641717,,,1610612763,84,73,2025-12-23T04:22:37Z,5110000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2025-12-23T04:19:50.4Z,4,REGULAR,substitution,in,['startperiod'],1641713,,,1610612763,84,73,2025-12-23T04:22:37Z,5120000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2025-12-23T04:19:50.4Z,4,REGULAR,substitution,in,['startperiod'],1629111,,,1610612763,84,73,2025-12-23T04:22:37Z,5130000,False,,,0,,SUB in: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2025-12-23T04:23:03.6Z,4,REGULAR,period,start,[],0,,,1610612763,84,73,2025-12-23T04:23:03Z,5140000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT11M46.00S,2025-12-23T04:23:17.2Z,4,REGULAR,2pt,Jump Shot,[],1642907,6.521024967148489,22.30392156862745,1610612763,84,73,2025-12-23T04:23:22Z,5150000,False,138.0,9.0,1,left,MISS C. Coward 13' pullup Shot,[1642907],1610612763.0,MEM,pullup,,,Coward,C. Coward,,,,,Mid-Range,8-16 Right,13.88,Missed,,,,,,,,,,,,,,,,,,
521,PT11M42.00S,2025-12-23T04:23:21.2Z,4,REGULAR,rebound,defensive,[],1628983,,,1610612760,84,73,2025-12-23T04:23:22Z,5160000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:7),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,,,520.0,7.0,7.0,0.0,,,,,,,,,,,,,,
522,PT11M34.00S,2025-12-23T04:23:28.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,79.71419185282524,38.23529411764706,1610612760,86,73,2025-12-23T04:23:32Z,5170000,False,-59.0,138.0,1,right,S. Gilgeous-Alexander 15' step back Jump Shot (21 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,15.02,Made,,,,,21.0,,,,,,,,,,,,,
523,PT11M16.00S,2025-12-23T04:23:47.1Z,4,REGULAR,turnover,lost ball,[],1629111,,,1610612763,86,73,2025-12-23T04:23:52Z,5180000,False,,,0,,J. Landale lost ball TURNOVER (2 TO),"[1629111, 1641717]",1610612763.0,MEM,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2.0,,,,,,,,Wallace,1641717.0
524,PT11M16.00S,2025-12-23T04:23:47.1Z,4,REGULAR,steal,,[],1641717,,,1610612760,86,73,2025-12-23T04:23:49Z,5190000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
525,PT11M13.00S,2025-12-23T04:23:51.2Z,4,REGULAR,foul,personal,[],1642285,,,1610612760,86,73,2025-12-23T04:24:01Z,5200000,False,,,0,,C. Spencer personal FOUL (1 PF),"[1642285, 1641717]",1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1628484.0,1.0,0.0,Wallace,1641717.0,,
527,PT11M02.00S,2025-12-23T04:24:25.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642349,90.75229960578186,63.23529411764706,1610612760,88,73,2025-12-23T04:24:32Z,5220000,False,66.0,34.0,1,right,A. Mitchell 7' pullup Jump Shot (11 PTS),[1642349],1610612760.0,OKC,pullup,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,7.46,Made,,,,,11.0,,,,,,,,,,,,,
528,PT10M48.00S,2025-12-23T04:24:41.7Z,4,REGULAR,turnover,bad pass,[],1641713,,,1610612763,88,73,2025-12-23T04:25:03Z,5230000,False,,,0,,G. Jackson bad pass TURNOVER (1 TO),"[1641713, 1629652]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,,,,,,Dort,1629652.0
529,PT10M48.00S,2025-12-23T04:24:41.7Z,4,REGULAR,steal,,[],1629652,,,1610612760,88,73,2025-12-23T04:24:45Z,5240000,False,,,0,,L. Dort STEAL (3 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
530,PT10M48.00S,2025-12-23T04:24:46.0Z,4,REGULAR,foul,personal,[],1628991,,,1610612760,88,73,2025-12-23T04:24:48Z,5250000,False,,,0,,J. Jackson Jr. personal FOUL (1 PF),"[1628991, 1629652]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,204058.0,1.0,0.0,Dort,1629652.0,,
532,PT10M42.00S,2025-12-23T04:25:27.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642349,92.72339027595268,50.73529411764706,1610612760,90,73,2025-12-23T04:25:31Z,5270000,False,4.0,16.0,1,right,A. Mitchell driving finger roll Layup (13 PTS),[1642349],1610612760.0,OKC,driving finger roll,,,Mitchell,A. Mitchell,,,,,Restricted Area,0-8 Center,1.63,Made,,,,,13.0,,,,,,,,,,,,,
533,PT10M40.00S,2025-12-23T04:25:36.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,90,73,2025-12-23T04:25:36Z,5280000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT10M23.00S,2025-12-23T04:29:09.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629111,13.091327201051248,45.588235294117645,1610612763,90,75,2025-12-23T04:30:40Z,5290000,False,22.0,71.0,1,left,J. Landale 7' turnaround Hook (11 PTS),[1629111],1610612763.0,MEM,turnaround,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,7.4,Made,,,,,11.0,,,,,,,,,,,,,
535,PT10M04.00S,2025-12-23T04:29:28.2Z,4,REGULAR,3pt,Jump Shot,[],1642349,69.33311432325887,26.47058823529412,1610612760,93,75,2025-12-23T04:29:32Z,5300000,False,-118.0,236.0,1,right,A. Mitchell 26' 3PT pullup (16 PTS),[1642349],1610612760.0,OKC,pullup,,,Mitchell,A. Mitchell,,,,,Above the Break 3,24+ Left Center,26.35,Made,,,,,16.0,,,,,,,,,,,,,
536,PT09M56.00S,2025-12-23T04:29:39.5Z,4,REGULAR,foul,personal,['2freethrow'],1642349,,,1610612763,93,75,2025-12-23T04:29:58Z,5310000,False,,,0,,A. Mitchell shooting personal FOUL (3 PF) (Coward 2 FT),"[1642349, 1642907]",1610612760.0,OKC,shooting,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,1628484.0,3.0,0.0,Coward,1642907.0,,
538,PT09M56.00S,2025-12-23T04:30:07.5Z,4,REGULAR,freethrow,1 of 2,[],1642907,,,1610612763,93,75,2025-12-23T04:30:26Z,5330000,False,,,0,,MISS C. Coward Free Throw 1 of 2,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
539,PT09M56.00S,2025-12-23T04:30:07.5Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,93,75,2025-12-23T04:30:26Z,5340000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,538.0,,,,,,,,,,,,,,,,,
540,PT09M56.00S,2025-12-23T04:30:07.5Z,4,REGULAR,freethrow,2 of 2,[],1642907,,,1610612763,93,75,2025-12-23T04:30:26Z,5350000,False,,,0,,MISS C. Coward Free Throw 2 of 2,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
541,PT09M53.00S,2025-12-23T04:30:10.5Z,4,REGULAR,rebound,defensive,[],1642349,,,1610612760,93,75,2025-12-23T04:30:26Z,5360000,False,,,0,,A. Mitchell REBOUND (Off:3 Def:6),[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,540.0,9.0,6.0,3.0,,,,,,,,,,,,,,
542,PT09M42.00S,2025-12-23T04:30:37.6Z,4,REGULAR,3pt,Jump Shot,[],1628983,74.98357424441524,13.23529411764706,1610612760,93,75,2025-12-23T04:30:47Z,5370000,False,-184.0,183.0,1,right,MISS S. Gilgeous-Alexander 25' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,25.92,Missed,,,,,,,,,,,,,,,,,,
543,PT09M36.00S,2025-12-23T04:30:43.6Z,4,REGULAR,rebound,defensive,[],1642907,,,1610612763,93,75,2025-12-23T04:30:47Z,5380000,False,,,0,,C. Coward REBOUND (Off:1 Def:5),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Left Center,,,542.0,6.0,5.0,1.0,,,,,,,,,,,,,,
544,PT09M34.00S,2025-12-23T04:30:45.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642907,6.1268068331143235,47.794117647058826,1610612763,93,75,2025-12-23T04:30:51Z,5390000,False,11.0,5.0,1,left,MISS C. Coward running Layup,[1642907],1610612763.0,MEM,running,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,1.21,Missed,,,,,,,,,,,,,,,,,,
545,PT09M34.00S,2025-12-23T04:30:45.2Z,4,REGULAR,rebound,offensive,[],1642285,,,1610612763,93,75,2025-12-23T04:30:51Z,5400000,False,,,0,,C. Spencer REBOUND (Off:1 Def:4),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Restricted Area,0-8 Center,,,544.0,5.0,4.0,1.0,,,,,,,,,,,,,,
546,PT09M19.00S,2025-12-23T04:31:00.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642285,8.886333771353483,51.470588235294116,1610612763,93,77,2025-12-23T04:31:05Z,5410000,False,-7.0,31.0,1,left,C. Spencer driving floating Jump Shot (8 PTS) (C. Coward 6 AST),"[1642285, 1642907]",1610612763.0,MEM,driving floating,,,Spencer,C. Spencer,,,,,Restricted Area,0-8 Center,3.19,Made,,,,,8.0,C. Coward,1642907.0,6.0,,,,,,,,,,
548,PT09M07.00S,2025-12-23T04:31:11.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,83.13074901445466,47.30392156862745,1610612760,93,77,2025-12-23T04:31:16Z,5430000,False,-13.0,106.0,1,right,MISS S. Gilgeous-Alexander 10' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,10.7,Missed,,,,,,,,,,,,,,,,,,
549,PT09M05.00S,2025-12-23T04:31:13.6Z,4,REGULAR,rebound,defensive,[],1629111,,,1610612763,93,77,2025-12-23T04:31:16Z,5440000,False,,,0,,J. Landale REBOUND (Off:3 Def:7),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Center,,,548.0,10.0,7.0,3.0,,,,,,,,,,,,,,
550,PT08M58.00S,2025-12-23T04:31:21.6Z,4,REGULAR,3pt,Jump Shot,[],1642285,27.808804204993432,77.45098039215686,1610612763,93,77,2025-12-23T04:33:43Z,5450000,False,-137.0,209.0,1,left,MISS C. Spencer 25' pullup 3PT,[1642285],1610612763.0,MEM,pullup,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,
551,PT08M55.00S,2025-12-23T04:31:25.2Z,4,REGULAR,rebound,offensive,[],1642907,,,1610612763,93,77,2025-12-23T04:31:25Z,5460000,False,,,0,,C. Coward REBOUND (Off:2 Def:5),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Left Center,,,550.0,7.0,5.0,2.0,,,,,,,,,,,,,,
552,PT08M55.00S,2025-12-23T04:31:25.9Z,4,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612763,93,77,2025-12-23T04:31:33Z,5470000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (3 PF) (Coward 2 FT),"[1628983, 1642907]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,204058.0,3.0,0.0,Coward,1642907.0,,
554,PT08M55.00S,2025-12-23T04:31:50.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1642907,,,1610612763,93,78,2025-12-23T04:31:50Z,5490000,False,,,0,,C. Coward Free Throw 1 of 2 (8 PTS),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
555,PT08M55.00S,2025-12-23T04:31:57.4Z,4,REGULAR,substitution,out,[],1629026,,,1610612763,93,78,2025-12-23T04:32:06Z,5500000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M55.00S,2025-12-23T04:31:57.4Z,4,REGULAR,substitution,out,[],1629652,,,1610612763,93,78,2025-12-23T04:32:06Z,5510000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT08M55.00S,2025-12-23T04:31:57.4Z,4,REGULAR,substitution,in,[],1642382,,,1610612763,93,78,2025-12-23T04:32:06Z,5520000,False,,,0,,SUB in: B. Carlson,[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT08M55.00S,2025-12-23T04:31:57.4Z,4,REGULAR,substitution,in,[],1630198,,,1610612763,93,78,2025-12-23T04:32:06Z,5530000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT08M55.00S,2025-12-23T04:32:21.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1642907,,,1610612763,93,79,2025-12-23T04:32:21Z,5540000,False,,,0,,C. Coward Free Throw 2 of 2 (9 PTS),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
560,PT08M39.00S,2025-12-23T04:32:39.2Z,4,REGULAR,turnover,lost ball,[],1642382,,,1610612760,93,79,2025-12-23T04:32:44Z,5550000,False,,,0,,B. Carlson lost ball TURNOVER (2 TO),"[1642382, 1628991]",1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,,,,,,,,Jackson Jr.,1628991.0
561,PT08M39.00S,2025-12-23T04:32:39.2Z,4,REGULAR,steal,,[],1628991,,,1610612763,93,79,2025-12-23T04:32:41Z,5560000,False,,,0,,J. Jackson Jr. STEAL (2 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
562,PT08M36.00S,2025-12-23T04:32:45.4Z,4,REGULAR,foul,personal,['2freethrow'],1630198,,,1610612763,93,79,2025-12-23T04:33:09Z,5570000,False,,,0,,I. Joe shooting personal FOUL (3 PF) (Coward 2 FT),"[1630198, 1642907]",1610612760.0,OKC,shooting,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,101284.0,3.0,0.0,Coward,1642907.0,,
564,PT08M36.00S,2025-12-23T04:33:16.2Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1642907,,,1610612763,93,80,2025-12-23T04:36:11Z,5590000,False,,,0,,C. Coward Free Throw 1 of 2 (10 PTS),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
565,PT08M36.00S,2025-12-23T04:33:17.3Z,4,REGULAR,substitution,out,[],1641717,,,1610612763,93,80,2025-12-23T04:33:23Z,5600000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT08M36.00S,2025-12-23T04:33:17.3Z,4,REGULAR,substitution,in,[],1631114,,,1610612763,93,80,2025-12-23T04:33:23Z,5610000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT08M36.00S,2025-12-23T04:33:16.2Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1642907,,,1610612763,93,81,2025-12-23T04:36:11Z,5620000,False,,,0,,C. Coward Free Throw 2 of 2 (11 PTS),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
568,PT08M25.00S,2025-12-23T04:33:52.5Z,4,REGULAR,3pt,Jump Shot,[],1642349,67.49342969776609,61.51960784313726,1610612760,93,81,2025-12-23T04:33:57Z,5630000,False,58.0,253.0,1,right,MISS A. Mitchell 25' pullup 3PT,[1642349],1610612760.0,OKC,pullup,,,Mitchell,A. Mitchell,,,,,Above the Break 3,24+ Center,25.96,Missed,,,,,,,,,,,,,,,,,,
569,PT08M22.00S,2025-12-23T04:33:55.5Z,4,REGULAR,rebound,defensive,[],1641713,,,1610612763,93,81,2025-12-23T04:33:57Z,5640000,False,,,0,,G. Jackson REBOUND (Off:0 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Center,,,568.0,1.0,1.0,0.0,,,,,,,,,,,,,,
570,PT08M17.00S,2025-12-23T04:34:00.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1641713,33.722076215505915,50.73529411764706,1610612763,93,81,2025-12-23T04:37:41Z,5650000,False,-4.0,264.0,1,left,MISS G. Jackson 26' running pullup 3PT,[1641713],1610612763.0,MEM,running pullup,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Center,26.45,Missed,,,,,,,,,,,,,,,,,,
571,PT08M13.00S,2025-12-23T04:34:04.4Z,4,REGULAR,rebound,defensive,[],1631114,,,1610612760,93,81,2025-12-23T04:34:05Z,5660000,False,,,0,,J. Williams REBOUND (Off:2 Def:4),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,570.0,6.0,4.0,2.0,,,,,,,,,,,,,,
572,PT08M07.00S,2025-12-23T04:34:10.1Z,4,REGULAR,3pt,Jump Shot,[],1628983,72.7496714848883,80.3921568627451,1610612760,96,81,2025-12-23T04:34:14Z,5670000,False,152.0,204.0,1,right,S. Gilgeous-Alexander 25' 3PT step back (24 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,25.42,Made,,,,,24.0,,,,,,,,,,,,,
