actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
612,PT07M54.00S,2024-11-28T02:06:01.9Z,4,REGULAR,rebound,offensive,[],1630171,,,1610612739,109,105,2024-11-28T02:06:01Z,6030000,False,,,0,,I. Okoro REBOUND (Off:2 Def:2),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,,,,611.0,4.0,2.0,2.0,,,,,,,,,,,
613,PT07M50.00S,2024-11-28T02:06:04.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,28.203022339027594,75.49019607843137,1610612739,109,105,2024-11-28T02:06:20Z,6040000,False,-127.0,213.0,1,left,MISS D. Garland 24' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,24.79,Missed,,,,,,,,,,,,,,,
614,PT07M47.00S,2024-11-28T02:06:07.3Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612737,109,105,2024-11-28T02:06:08Z,6050000,False,,,0,,D. Daniels REBOUND (Off:3 Def:7),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,613.0,10.0,7.0,3.0,,,,,,,,,,,
615,PT07M44.00S,2024-11-28T02:06:11.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203992,92.46057818659659,50.49019607843137,1610612737,109,107,2024-11-28T02:06:30Z,6060000,False,2.0,18.0,1,right,B. Bogdanović running finger roll Layup (17 PTS) (T. Young 17 AST),"[203992, 1629027]",1610612737.0,ATL,running finger roll,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,,,,1.86,Made,,,,,,,,,,17.0,,,T. Young,1629027.0,17.0
617,PT07M35.00S,2024-11-28T02:06:23.5Z,4,REGULAR,foul,personal,[],1630700,,,1610612739,109,107,2024-11-28T02:06:27Z,6080000,False,,,0,,D. Daniels personal FOUL (3 PF),"[1630700, 1629636]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1628951.0,3.0,0.0,Garland,1629636.0,,,,,,
619,PT07M35.00S,2024-11-28T02:06:50.3Z,4,REGULAR,turnover,backcourt,[],1627777,,,1610612739,109,107,2024-11-28T02:06:59Z,6100000,False,,,0,,G. Niang backcourt TURNOVER (2 TO),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,2.0,,,,,,,,,1628951.0,,,,,,,,,,
620,PT07M23.00S,2024-11-28T02:07:12.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1642258,74.72076215505913,9.803921568627452,1610612737,109,107,2024-11-28T02:07:16Z,6110000,False,-201.0,185.0,1,right,MISS Z. Risacher 27' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,,27.32,Missed,,,,,,,,,,,,,,,
621,PT07M19.00S,2024-11-28T02:07:16.8Z,4,REGULAR,rebound,defensive,[],1627777,,,1610612739,109,107,2024-11-28T02:07:16Z,6120000,False,,,0,,G. Niang REBOUND (Off:2 Def:6),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,,,620.0,8.0,6.0,2.0,,,,,,,,,,,
622,PT07M06.00S,2024-11-28T02:07:28.7Z,4,REGULAR,turnover,lost ball,[],1627777,,,1610612739,109,107,2024-11-28T02:07:31Z,6130000,False,,,0,,G. Niang lost ball TURNOVER (3 TO),"[1627777, 1630700]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,Mid-Range,16-24 Right,3.0,Daniels,1630700.0,,,,,,,,,,,,,,,,,
623,PT07M06.00S,2024-11-28T02:07:28.7Z,4,REGULAR,steal,,[],1630700,,,1610612737,109,107,2024-11-28T02:07:30Z,6140000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
624,PT07M05.00S,2024-11-28T02:07:36.9Z,4,REGULAR,foul,personal,['2freethrow'],1629636,,,1610612737,109,107,2024-11-28T02:07:45Z,6150000,False,,,0,,D. Garland shooting personal FOUL (2 PF) (Risacher 2 FT),"[1629636, 1642258]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628951.0,2.0,1.0,Risacher,1642258.0,,,,,,
626,PT07M05.00S,2024-11-28T02:08:01.1Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1642258,,,1610612737,109,108,2024-11-28T02:08:01Z,6170000,False,,,0,,Z. Risacher Free Throw 1 of 2 (16 PTS),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,Made,,,,,,,,,,16.0,,,,,
627,PT07M05.00S,2024-11-28T02:08:04.5Z,4,REGULAR,substitution,out,[],1627777,,,1610612737,109,108,2024-11-28T02:08:18Z,6180000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT07M05.00S,2024-11-28T02:08:04.5Z,4,REGULAR,substitution,out,[],1642281,,,1610612737,109,108,2024-11-28T02:08:18Z,6190000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT07M05.00S,2024-11-28T02:08:04.5Z,4,REGULAR,substitution,in,[],1630596,,,1610612737,109,108,2024-11-28T02:08:18Z,6200000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT07M05.00S,2024-11-28T02:08:04.5Z,4,REGULAR,substitution,in,[],1628378,,,1610612737,109,108,2024-11-28T02:08:18Z,6210000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT07M05.00S,2024-11-28T02:08:22.8Z,4,REGULAR,substitution,out,[],203992,,,1610612737,109,108,2024-11-28T02:08:31Z,6220000,False,,,0,,SUB out: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT07M05.00S,2024-11-28T02:08:22.8Z,4,REGULAR,substitution,in,[],1629631,,,1610612737,109,108,2024-11-28T02:08:31Z,6230000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT07M05.00S,2024-11-28T02:08:42.5Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1642258,,,1610612737,109,109,2024-11-28T02:08:42Z,6240000,False,,,0,,Z. Risacher Free Throw 2 of 2 (17 PTS),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,Made,,,,,,,,,,17.0,,,,,
634,PT06M50.00S,2024-11-28T02:08:59.6Z,4,REGULAR,2pt,Jump Shot,[],1629636,21.23850197109067,54.166666666666664,1610612739,109,109,2024-11-28T02:09:03Z,6250000,False,-21.0,147.0,1,left,MISS D. Garland 14' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,8-16 Center,,,,14.86,Missed,,,,,,,,,,,,,,,
635,PT06M47.00S,2024-11-28T02:09:02.6Z,4,REGULAR,rebound,defensive,[],1629027,,,1610612737,109,109,2024-11-28T02:09:03Z,6260000,False,,,0,,T. Young REBOUND (Off:0 Def:4),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Center,,,,,,634.0,4.0,4.0,0.0,,,,,,,,,,,
636,PT06M44.00S,2024-11-28T02:09:05.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629631,79.58278580814718,5.147058823529411,1610612737,109,112,2024-11-28T02:09:10Z,6270000,False,-224.0,139.0,1,right,D. Hunter 26' 3PT running (21 PTS) (T. Young 18 AST),"[1629631, 1629027]",1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,26.41,Made,,,,,,,,,,21.0,,,T. Young,1629027.0,18.0
638,PT06M30.00S,2024-11-28T02:09:19.2Z,4,REGULAR,3pt,Jump Shot,[],1628378,25.443495400788436,83.33333333333334,1610612739,109,112,2024-11-28T02:11:22Z,6290000,False,-167.0,187.0,1,left,MISS D. Mitchell 25' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,25.03,Missed,,,,,,,,,,,,,,,
639,PT06M30.00S,2024-11-28T02:09:19.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,109,112,2024-11-28T02:09:24Z,6300000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,638.0,,,,,,,,,,,,,,
641,PT06M30.00S,2024-11-28T02:09:25.8Z,4,REGULAR,substitution,out,[],1642258,,,1610612739,109,112,2024-11-28T02:09:31Z,6320000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT06M30.00S,2024-11-28T02:09:25.8Z,4,REGULAR,substitution,in,[],1630552,,,1610612739,109,112,2024-11-28T02:09:31Z,6330000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT06M30.00S,2024-11-28T02:09:48.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,109,112,2024-11-28T02:09:48Z,6340000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT06M16.00S,2024-11-28T02:12:52.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,27.151773981603156,78.92156862745098,1610612739,109,112,2024-11-28T02:12:55Z,6350000,False,-145.0,203.0,1,left,MISS D. Mitchell 24' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,24.9,Missed,,,,,,,,,,,,,,,
645,PT06M13.00S,2024-11-28T02:12:55.1Z,4,REGULAR,rebound,offensive,[],1629636,,,1610612739,109,112,2024-11-28T02:12:55Z,6360000,False,,,0,,D. Garland REBOUND (Off:1 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,,,644.0,2.0,1.0,1.0,,,,,,,,,,,
646,PT06M05.00S,2024-11-28T02:13:05.5Z,4,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612739,109,112,2024-11-28T02:13:16Z,6370000,False,,,0,,D. Hunter shooting personal FOUL (1 PF) (Mobley 2 FT),"[1629631, 1630596]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,,,,,202041.0,1.0,0.0,Mobley,1630596.0,,,,,,
648,PT06M05.00S,2024-11-28T02:13:31.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630596,,,1610612739,109,112,2024-11-28T02:14:03Z,6390000,False,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
649,PT06M05.00S,2024-11-28T02:13:31.5Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,109,112,2024-11-28T02:14:03Z,6400000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,648.0,,,,,,,,,,,,,,
650,PT06M05.00S,2024-11-28T02:13:32.7Z,4,REGULAR,substitution,out,[],203991,,,1610612739,109,112,2024-11-28T02:13:42Z,6410000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT06M05.00S,2024-11-28T02:13:32.7Z,4,REGULAR,substitution,in,[],1630168,,,1610612739,109,112,2024-11-28T02:13:42Z,6420000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT06M05.00S,2024-11-28T02:13:31.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630596,,,1610612739,109,112,2024-11-28T02:14:03Z,6430000,False,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
653,PT06M01.00S,2024-11-28T02:13:35.5Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,109,112,2024-11-28T02:14:03Z,6440000,False,,,0,,J. Johnson REBOUND (Off:1 Def:6),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,652.0,7.0,6.0,1.0,,,,,,,,,,,
654,PT05M49.00S,2024-11-28T02:14:07.3Z,4,REGULAR,3pt,Jump Shot,[],1629027,57.24375821287779,58.57843137254902,1610612737,109,115,2024-11-28T02:15:34Z,6450000,False,43.0,349.0,1,right,T. Young 35' 3PT pullup (15 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,35.2,Made,,,,,,,,,,15.0,,,,,
655,PT05M35.00S,2024-11-28T02:14:20.6Z,4,REGULAR,3pt,Jump Shot,[],1629636,31.35676741130092,20.34313725490196,1610612739,109,115,2024-11-28T02:14:26Z,6460000,False,148.0,242.0,1,left,MISS D. Garland 28' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,,28.41,Missed,,,,,,,,,,,,,,,
656,PT05M34.00S,2024-11-28T02:14:21.6Z,4,REGULAR,rebound,offensive,[],1630596,,,1610612739,109,115,2024-11-28T02:16:06Z,6470000,False,,,0,,E. Mobley REBOUND (Off:4 Def:8),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,655.0,12.0,8.0,4.0,,,,,,,,,,,
657,PT05M33.00S,2024-11-28T02:14:26.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630700,,,1610612739,109,115,2024-11-28T02:14:33Z,6480000,False,,,0,,D. Daniels shooting personal FOUL (4 PF) (Mobley 2 FT),"[1630700, 1630596]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627524.0,4.0,0.0,Mobley,1630596.0,,,,,,
659,PT05M33.00S,2024-11-28T02:14:55.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630596,,,1610612739,110,115,2024-11-28T02:15:20Z,6500000,False,,,0,,E. Mobley Free Throw 1 of 2 (22 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,Made,,,,,,,,,,22.0,,,,,
660,PT05M33.00S,2024-11-28T02:14:56.9Z,4,REGULAR,substitution,out,[],1630171,,,1610612739,110,115,2024-11-28T02:15:01Z,6510000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT05M33.00S,2024-11-28T02:14:56.9Z,4,REGULAR,substitution,in,[],1629660,,,1610612739,110,115,2024-11-28T02:15:01Z,6520000,False,,,0,,SUB in: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT05M33.00S,2024-11-28T02:14:55.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630596,,,1610612739,110,115,2024-11-28T02:15:20Z,6530000,False,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
663,PT05M33.00S,2024-11-28T02:14:55.4Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,110,115,2024-11-28T02:15:20Z,6540000,False,,,0,,J. Johnson REBOUND (Off:1 Def:7),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,662.0,8.0,7.0,1.0,,,,,,,,,,,
666,PT05M13.00S,2024-11-28T02:15:58.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,93.11760840998686,48.77450980392157,1610612737,110,117,2024-11-28T02:16:02Z,6570000,False,-6.0,12.0,1,right,O. Okongwu cutting Layup (8 PTS) (D. Hunter 1 AST),"[1630168, 1629631]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,1.36,Made,,,,,,,,,,8.0,,,D. Hunter,1629631.0,1.0
668,PT05M04.00S,2024-11-28T02:16:10.4Z,4,REGULAR,turnover,out-of-bounds,[],1629636,,,1610612739,110,117,2024-11-28T02:16:19Z,6590000,False,,,0,,D. Garland bad pass out-of-bounds TURNOVER (1 TO),[1629636],1610612739.0,CLE,bad pass,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,1628951.0,,,,,,,,,,
669,PT04M39.00S,2024-11-28T02:16:41.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,93.38042049934296,96.32352941176471,1610612737,110,117,2024-11-28T02:17:49Z,6600000,False,232.0,10.0,1,right,MISS T. Young step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Right Corner 3,24+ Right,,,,23.18,Missed,,,,,,,,,,,,,,,
670,PT04M37.00S,2024-11-28T02:16:43.3Z,4,REGULAR,rebound,defensive,[],1628378,,,1610612739,110,117,2024-11-28T02:16:48Z,6610000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:4),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,,,,,,669.0,4.0,4.0,0.0,,,,,,,,,,,
671,PT04M34.00S,2024-11-28T02:16:47.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629636,12.434296977660972,39.21568627450981,1610612739,112,117,2024-11-28T02:16:58Z,6620000,False,54.0,64.0,1,left,D. Garland 8' running Jump Shot (15 PTS) (D. Mitchell 6 AST),"[1629636, 1628378]",1610612739.0,CLE,running,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Right,,,,8.4,Made,,,,,,,,,,15.0,,,D. Mitchell,1628378.0,6.0
672,PT04M19.00S,2024-11-28T02:17:02.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,87.99277266754271,50.73529411764706,1610612737,112,119,2024-11-28T02:19:57Z,6630000,False,4.0,60.0,1,right,D. Hunter 6' floating Jump Shot (23 PTS) (T. Young 19 AST),"[1629631, 1629027]",1610612737.0,ATL,floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,6.05,Made,,,,,,,,,,23.0,,,T. Young,1629027.0,19.0
674,PT04M05.00S,2024-11-28T02:17:15.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,6.389618922470433,49.50980392156863,1610612739,114,119,2024-11-28T02:17:20Z,6650000,False,2.0,8.0,1,left,D. Mitchell driving finger roll Layup (29 PTS) (J. Allen 1 AST),"[1628378, 1628386]",1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,0.8,Made,,,,,,,,,,29.0,,,J. Allen,1628386.0,1.0
676,PT03M38.00S,2024-11-28T02:17:43.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,86.67871222076215,44.85294117647059,1610612737,114,121,2024-11-28T02:17:47Z,6670000,False,-26.0,73.0,1,right,D. Daniels 7' driving floating Jump Shot (10 PTS) (T. Young 20 AST),"[1630700, 1629027]",1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,7.71,Made,,,,,,,,,,10.0,,,T. Young,1629027.0,20.0
677,PT03M10.00S,2024-11-28T02:18:10.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,7.30946123521682,48.77450980392157,1610612739,116,121,2024-11-28T02:21:56Z,6680000,False,6.0,16.0,1,left,J. Allen Layup (17 PTS) (D. Mitchell 7 AST),"[1628386, 1628378]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,1.73,Made,,,,,,,,,,17.0,,,D. Mitchell,1628378.0,7.0
680,PT02M44.00S,2024-11-28T02:18:39.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,93.77463863337714,48.77450980392157,1610612737,116,123,2024-11-28T02:18:44Z,6700000,False,-6.0,6.0,1,right,D. Hunter driving Layup (25 PTS) (T. Young 21 AST),"[1629631, 1629027]",1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,0.86,Made,,,,,,,,,,25.0,,,T. Young,1629027.0,21.0
682,PT02M44.00S,2024-11-28T02:18:44.2Z,4,REGULAR,foul,personal,['1freethrow'],1630596,,,1610612737,116,123,2024-11-28T02:19:02Z,6720000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Hunter 1 FT),"[1630596, 1629631]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627524.0,1.0,0.0,Hunter,1629631.0,,,,,,
684,PT02M44.00S,2024-11-28T02:19:06.1Z,4,REGULAR,freethrow,1 of 1,[],1629631,,,1610612737,116,124,2024-11-28T02:19:06Z,6740000,False,,,0,,D. Hunter Free Throw 1 of 1 (26 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,Made,,,,,,,,,,26.0,,,,,
685,PT02M36.00S,2024-11-28T02:19:22.5Z,4,REGULAR,3pt,Jump Shot,[],1628378,27.151773981603156,77.94117647058823,1610612739,116,124,2024-11-28T02:26:44Z,6750000,False,-140.0,203.0,1,left,MISS D. Mitchell 24' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,24.62,Missed,,,,,,,,,,,,,,,
686,PT02M34.00S,2024-11-28T02:19:24.5Z,4,REGULAR,rebound,defensive,[],1629631,,,1610612737,116,124,2024-11-28T02:35:44Z,6760000,False,,,0,,D. Hunter REBOUND (Off:0 Def:5),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,685.0,5.0,5.0,0.0,,,,,,,,,,,
739,PT02M33.00S,2024-11-28T02:19:26.2Z,4,REGULAR,turnover,lost ball,[],1629631,,,1610612737,116,124,2024-11-28T02:37:05Z,6765000,False,,,0,,D. Hunter lost ball TURNOVER (3 TO),"[1629631, 1629660]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,3.0,Jerome,1629660.0,,,,,,,,,,,,,,,,,
740,PT02M33.00S,2024-11-28T02:19:26.2Z,4,REGULAR,steal,,[],1629660,,,1610612739,116,124,2024-11-28T02:36:28Z,6767500,False,,,0,,T. Jerome STEAL (2 STL),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
687,PT02M31.00S,2024-11-28T02:19:29.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630596,6.1268068331143235,51.470588235294116,1610612739,116,124,2024-11-28T02:37:18Z,6770000,False,-7.0,5.0,1,left,MISS E. Mobley DUNK - blocked,"[1630596, 1630552]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,0.9,Missed,,,,,,,,,,,Johnson,1630552.0,,,
688,PT02M31.00S,2024-11-28T02:19:29.9Z,4,REGULAR,block,,[],1630552,,,1610612739,116,124,2024-11-28T02:19:33Z,6780000,False,,,0,,J. Johnson BLOCK (1 BLK),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
689,PT02M31.00S,2024-11-28T02:19:29.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,116,124,2024-11-28T02:21:11Z,6790000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,,,,687.0,,,,,,,,,,,,,,
690,PT02M31.00S,2024-11-28T02:20:02.2Z,4,REGULAR,jumpball,recovered,[],1629636,,,1610612739,116,124,2024-11-28T02:23:12Z,6800000,False,,,0,,Jump Ball E. Mobley vs. J. Johnson: Tip to D. Garland,"[1629636, 1630596, 1630552]",1610612739.0,CLE,heldball,D. Garland,1629636.0,Garland,D. Garland,Mobley,1630596.0,Johnson,1630552.0,,,,,,,,,,,,,,,,,,,,,,
693,PT02M26.00S,2024-11-28T02:20:06.2Z,4,REGULAR,2pt,Jump Shot,"['2ndchance', 'fromturnover']",1629636,20.45006570302234,51.470588235294116,1610612739,118,124,2024-11-28T02:36:28Z,6830000,False,-7.0,140.0,1,left,D. Garland 13' driving floating Jump Shot (17 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,Mid-Range,8-16 Center,,,,13.99,Made,,,,,,,,,,17.0,,,,,
694,PT02M22.00S,2024-11-28T02:20:12.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629636,,,1610612737,118,124,2024-11-28T02:20:23Z,6840000,False,,,0,,D. Garland personal FOUL (3 PF) (Young 2 FT),"[1629636, 1629027]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1627524.0,3.0,1.0,Young,1629027.0,,,,,,
696,PT02M22.00S,2024-11-28T02:20:39.0Z,4,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,118,125,2024-11-28T02:22:07Z,6860000,False,,,0,,T. Young Free Throw 1 of 2 (16 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,Made,,,,,,,,,,16.0,,,,,
697,PT02M22.00S,2024-11-28T02:20:39.0Z,4,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,118,126,2024-11-28T02:22:07Z,6870000,False,,,0,,T. Young Free Throw 2 of 2 (17 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,Made,,,,,,,,,,17.0,,,,,
