actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
610,PT03M00.00S,2026-03-26T01:49:55.7Z,4,REGULAR,3pt,Jump Shot,[],1628389,73.40670170827858,14.950980392156863,1610612748,98,112,2026-03-26T01:50:08Z,5950000,False,-175.0,197.0,1,right,MISS B. Adebayo 26' 3PT,[1628389],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,26.4,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
611,PT02M57.00S,2026-03-26T01:49:58.7Z,4,REGULAR,rebound,offensive,[],1641796,,,1610612748,98,112,2026-03-26T01:50:08Z,5960000,False,,,0,,P. Larsson REBOUND (Off:3 Def:2),[1641796],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,Larsson,P. Larsson,610.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
612,PT02M57.00S,2026-03-26T01:50:02.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630241,,,1610612748,98,112,2026-03-26T01:50:17Z,5970000,False,,,0,,S. Merrill personal FOUL (1 PF) (Larsson 2 FT),"[1630241, 1641796]",1610612739.0,CLE,,,,,,,Mid-Range,16-24 Left,,,Merrill,S. Merrill,,,,,,,,,201246.0,1.0,0.0,Larsson,1641796.0,,,,,,
614,PT02M57.00S,2026-03-26T01:50:35.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1641796,,,1610612748,98,113,2026-03-26T01:50:35Z,5990000,False,,,0,,P. Larsson Free Throw 1 of 2 (13 PTS),[1641796],1610612748.0,MIA,,,,,,,,,,Made,Larsson,P. Larsson,,,,,,,,13.0,,,,,,,,,,,
615,PT02M57.00S,2026-03-26T01:50:54.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1641796,,,1610612748,98,114,2026-03-26T01:50:54Z,6000000,False,,,0,,P. Larsson Free Throw 2 of 2 (14 PTS),[1641796],1610612748.0,MIA,,,,,,,,,,Made,Larsson,P. Larsson,,,,,,,,14.0,,,,,,,,,,,
616,PT02M44.00S,2026-03-26T01:51:06.8Z,4,REGULAR,3pt,Jump Shot,[],201935,28.33442838370565,74.26470588235294,1610612739,101,114,2026-03-26T01:57:12Z,6010000,False,-121.0,214.0,1,left,J. Harden 24' 3PT  (18 PTS) (E. Mobley 4 AST),"[201935, 1630596]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,24.58,Made,Harden,J. Harden,,,,,,,,18.0,,,,,,E. Mobley,1630596.0,4.0,,,
618,PT02M14.00S,2026-03-26T01:51:42.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612748,101,114,2026-03-26T01:56:52Z,6030000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2004.0,,,,,,,,,,
619,PT02M08.00S,2026-03-26T01:51:55.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630558,,,1610612739,101,114,2026-03-26T01:52:05Z,6040000,False,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Schröder 2 FT),"[1630558, 203471]",1610612748.0,MIA,shooting,,,,,,Mid-Range,8-16 Right,,,Mitchell,D. Mitchell,,,,,,,,,1627526.0,2.0,0.0,Schröder,203471.0,,,,,,
621,PT02M08.00S,2026-03-26T01:52:25.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203471,,,1610612739,102,114,2026-03-26T01:52:25Z,6060000,False,,,0,,D. Schröder Free Throw 1 of 2 (3 PTS),[203471],1610612739.0,CLE,,,,,,,,,,Made,Schröder,D. Schröder,,,,,,,,3.0,,,,,,,,,,,
622,PT02M08.00S,2026-03-26T01:52:42.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203471,,,1610612739,103,114,2026-03-26T01:52:42Z,6070000,False,,,0,,D. Schröder Free Throw 2 of 2 (4 PTS),[203471],1610612739.0,CLE,,,,,,,,,,Made,Schröder,D. Schröder,,,,,,,,4.0,,,,,,,,,,,
623,PT01M45.00S,2026-03-26T01:53:11.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642276,93.51182654402102,52.69607843137255,1610612748,103,116,2026-03-26T01:53:20Z,6080000,False,13.0,8.0,1,right,K. Ware alley-oop DUNK (13 PTS) (B. Adebayo 7 AST),"[1642276, 1628389]",1610612748.0,MIA,alley-oop,,,,,,Restricted Area,0-8 Center,1.6,Made,Ware,K. Ware,,,,,,,,13.0,,,,,,B. Adebayo,1628389.0,7.0,,,
625,PT01M30.00S,2026-03-26T01:53:28.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,10.5946123521682,41.17647058823529,1610612739,103,116,2026-03-26T01:53:34Z,6100000,False,44.0,47.0,1,left,MISS E. Mobley 6' turnaround Hook,[1630596],1610612739.0,CLE,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,6.45,Missed,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,
626,PT01M30.00S,2026-03-26T01:53:28.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,103,116,2026-03-26T01:53:34Z,6110000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,625.0,,,,,,,,,,,,,,,,,,
628,PT01M10.00S,2026-03-26T01:54:01.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,89.96386333771353,57.59803921568627,1610612748,103,118,2026-03-26T01:58:39Z,6130000,False,38.0,42.0,1,right,D. Mitchell driving floating Jump Shot (11 PTS),[1630558],1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.65,Made,Mitchell,D. Mitchell,,,,,,,,11.0,,,,,,,,,,,
629,PT00M58.40S,2026-03-26T01:54:18.6Z,4,REGULAR,3pt,Jump Shot,[],1630241,18.610381077529567,92.8921568627451,1610612739,103,118,2026-03-26T01:54:24Z,6140000,False,-214.0,122.0,1,left,MISS S. Merrill 24' 3PT,[1630241],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,24.7,Missed,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,
630,PT00M56.10S,2026-03-26T01:54:20.7Z,4,REGULAR,rebound,defensive,[],1630558,,,1610612748,103,118,2026-03-26T01:54:20Z,6150000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1630558],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,Mitchell,D. Mitchell,629.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
631,PT00M54.90S,2026-03-26T01:54:22.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626181,92.9862023653088,51.225490196078425,1610612748,103,120,2026-03-26T01:54:29Z,6160000,False,6.0,13.0,1,right,N. Powell running DUNK (19 PTS) (D. Mitchell 3 AST),"[1626181, 1630558]",1610612748.0,MIA,running,,,,,,Restricted Area,0-8 Center,1.47,Made,Powell,N. Powell,,,,,,,,19.0,,,,,,D. Mitchell,1630558.0,3.0,,,
633,PT00M42.50S,2026-03-26T01:54:36.0Z,4,REGULAR,3pt,Jump Shot,[],1631165,31.882391590013142,50.98039215686274,1610612739,103,120,2026-03-26T01:54:41Z,6180000,False,-5.0,247.0,1,left,MISS K. Ellis 24' 3PT,[1631165],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,24.72,Missed,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
634,PT00M39.90S,2026-03-26T01:54:38.6Z,4,REGULAR,rebound,offensive,[],201935,,,1610612739,103,120,2026-03-26T01:54:38Z,6190000,False,,,0,,J. Harden REBOUND (Off:1 Def:8),[201935],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,,,Harden,J. Harden,633.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
635,PT00M34.90S,2026-03-26T01:54:43.6Z,4,REGULAR,turnover,lost ball,[],1630241,,,1610612739,103,120,2026-03-26T01:54:47Z,6200000,False,,,0,,S. Merrill lost ball TURNOVER (3 TO),"[1630241, 1628389]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Right,,,Merrill,S. Merrill,,,,,3.0,Adebayo,1628389.0,,,,,,,,,,,,
636,PT00M34.90S,2026-03-26T01:54:43.6Z,4,REGULAR,steal,,[],1628389,,,1610612748,103,120,2026-03-26T01:54:45Z,6210000,False,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Right,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
637,PT00M12.00S,2026-03-26T01:55:07.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612748,103,120,2026-03-26T01:55:26Z,6220000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,,,,
638,PT00M00.00S,2026-03-26T01:55:34.3Z,4,REGULAR,period,end,[],0,,,1610612739,103,120,2026-03-26T01:55:34Z,6230000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT00M00.00S,2026-03-26T01:55:52.1Z,4,REGULAR,game,end,[],0,,,0,103,120,2026-03-26T01:55:52Z,6240000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
