actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
535,PT02M14.00S,2025-12-23T02:01:39.3Z,3,REGULAR,rebound,defensive,[],1642275,,,1610612766,98,87,2025-12-23T02:01:40Z,5240000,False,,,0,,T. Salaün REBOUND (Off:0 Def:2),[1642275],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Salaün,T. Salaün,,,534.0,2.0,2.0,0.0,,,,,,,,,,,,,
536,PT02M07.00S,2025-12-23T02:01:45.6Z,3,REGULAR,3pt,Jump Shot,[],1641706,20.45006570302234,90.19607843137256,1610612766,98,90,2025-12-23T02:02:02Z,5250000,False,-201.0,140.0,1,left,B. Miller 24' 3PT  (16 PTS) (T. Mann 2 AST),"[1641706, 1630544]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,Miller,B. Miller,24.48,Made,,,,,,,,,16.0,T. Mann,1630544.0,2.0,,,,,
538,PT02M07.00S,2025-12-23T02:01:59.4Z,3,REGULAR,foul,personal,[],1642275,,,1610612739,98,90,2025-12-23T02:02:15Z,5270000,False,,,0,,T. Salaün loose ball personal FOUL (1 PF),"[1642275, 1630241]",1610612766.0,CHA,loose ball,,,,,,Mid-Range,8-16 Right,202058.0,,Salaün,T. Salaün,,,,,,,1.0,0.0,Merrill,1630241.0,,,,,,,,,
540,PT01M50.00S,2025-12-23T02:02:23.3Z,3,REGULAR,3pt,Jump Shot,[],1628378,65.39093298291722,18.38235294117647,1610612739,101,90,2025-12-23T02:02:28Z,5290000,False,-158.0,273.0,1,right,D. Mitchell 31' 3PT  (27 PTS) (S. Merrill 4 AST),"[1628378, 1630241]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,Mitchell,D. Mitchell,31.53,Made,,,,,,,,,27.0,S. Merrill,1630241.0,4.0,,,,,
542,PT01M36.00S,2025-12-23T02:02:37.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642275,12.040078843626807,50.73529411764706,1610612766,101,90,2025-12-23T02:02:42Z,5310000,False,-4.0,61.0,1,left,MISS T. Salaün 6' driving floating Shot,[1642275],1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,Salaün,T. Salaün,6.08,Missed,,,,,,,,,,,,,,,,,
543,PT01M35.00S,2025-12-23T02:02:38.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,101,90,2025-12-23T02:02:42Z,5320000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,542.0,,,,,,,,,,,,,,,,
545,PT01M35.00S,2025-12-23T02:02:51.7Z,3,REGULAR,substitution,out,[],1630544,,,1610612739,101,90,2025-12-23T02:02:56Z,5340000,False,,,0,,SUB out: T. Mann,[1630544],1610612766.0,CHA,,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,
546,PT01M35.00S,2025-12-23T02:02:51.7Z,3,REGULAR,substitution,in,[],1642883,,,1610612739,101,90,2025-12-23T02:02:56Z,5350000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,,,,,,,,James,S. James,,,,,,,,,,,,,,,,,,,
547,PT01M16.00S,2025-12-23T02:03:22.9Z,3,REGULAR,3pt,Jump Shot,[],1628418,92.9862023653088,95.09803921568627,1610612739,101,90,2025-12-23T02:03:25Z,5360000,False,225.0,13.0,1,right,MISS T. Bryant 3PT,[1628418],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,,,Bryant,T. Bryant,22.59,Missed,,,,,,,,,,,,,,,,,
548,PT01M14.00S,2025-12-23T02:03:24.9Z,3,REGULAR,rebound,defensive,[],1631217,,,1610612766,101,90,2025-12-23T02:03:25Z,5370000,False,,,0,,M. Diabaté REBOUND (Off:6 Def:7),[1631217],1610612766.0,CHA,,,,,,,Right Corner 3,24+ Right,,,Diabaté,M. Diabaté,,,547.0,13.0,7.0,6.0,,,,,,,,,,,,,
549,PT00M58.90S,2025-12-23T02:03:41.0Z,3,REGULAR,3pt,Jump Shot,[],1630182,25.969119579500656,12.990196078431374,1610612766,101,93,2025-12-23T02:03:45Z,5380000,False,185.0,192.0,1,left,J. Green 26' 3PT  (7 PTS) (T. Salaün 1 AST),"[1630182, 1642275]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Green,J. Green,26.63,Made,,,,,,,,,7.0,T. Salaün,1642275.0,1.0,,,,,
551,PT00M47.30S,2025-12-23T02:04:00.6Z,3,REGULAR,foul,personal,[],1642275,,,1610612739,101,93,2025-12-23T02:04:12Z,5400000,False,,,0,,T. Salaün personal FOUL (2 PF),"[1642275, 1629631]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,202058.0,,Salaün,T. Salaün,,,,,,,2.0,0.0,Hunter,1629631.0,,,,,,,,,
553,PT00M39.90S,2025-12-23T02:04:36.4Z,3,REGULAR,turnover,lost ball,[],1628378,,,1610612739,101,93,2025-12-23T02:04:41Z,5420000,False,,,0,,D. Mitchell lost ball TURNOVER (3 TO),"[1628378, 1630182]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Center,,3.0,Mitchell,D. Mitchell,,,,,,,,,,,,,,,Green,1630182.0,,,
554,PT00M39.90S,2025-12-23T02:04:36.4Z,3,REGULAR,steal,,[],1630182,,,1610612766,101,93,2025-12-23T02:04:38Z,5430000,False,,,0,,J. Green STEAL (2 STL),[1630182],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),8-16 Center,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
555,PT00M36.40S,2025-12-23T02:04:42.3Z,3,REGULAR,turnover,out-of-bounds,[],1630182,,,1610612766,101,93,2025-12-23T02:04:47Z,5440000,False,,,0,,J. Green bad pass out-of-bounds TURNOVER (1 TO),[1630182],1610612766.0,CHA,bad pass,,,,,,Mid-Range,8-16 Right,202058.0,1.0,Green,J. Green,,,,,,,,,,,,,,,,,,,
556,PT00M30.90S,2025-12-23T02:04:54.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628418,93.38042049934296,96.07843137254902,1610612739,104,93,2025-12-23T02:04:57Z,5450000,False,230.0,10.0,1,right,T. Bryant 3PT  (10 PTS) (L. Ball 3 AST),"[1628418, 1628366]",1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,,,Bryant,T. Bryant,23.06,Made,,,,,,,,,10.0,L. Ball,1628366.0,3.0,,,,,
558,PT00M10.00S,2025-12-23T02:05:18.0Z,3,REGULAR,2pt,Jump Shot,[],1641706,23.99802890932983,75.98039215686273,1610612766,104,95,2025-12-23T02:09:25Z,5470000,False,-130.0,173.0,1,left,B. Miller 21' pullup Jump Shot (18 PTS),[1641706],1610612766.0,CHA,pullup,,,,,,Mid-Range,16-24 Left Center,,,Miller,B. Miller,21.64,Made,,,,,,,,,18.0,,,,,,,,
559,PT00M02.40S,2025-12-23T02:05:31.7Z,3,REGULAR,3pt,Jump Shot,[],1628378,68.28186596583443,64.70588235294117,1610612739,104,95,2025-12-23T02:05:42Z,5480000,False,74.0,246.0,1,right,MISS D. Mitchell 25' step back 3PT,[1628378],1610612739.0,CLE,step back,,,,,,Above the Break 3,24+ Center,,,Mitchell,D. Mitchell,25.65,Missed,,,,,,,,,,,,,,,,,
560,PT00M01.40S,2025-12-23T02:05:32.7Z,3,REGULAR,rebound,offensive,[],1629631,,,1610612739,104,95,2025-12-23T02:05:42Z,5490000,False,,,0,,D. Hunter REBOUND (Off:1 Def:3),[1629631],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,,,Hunter,D. Hunter,,,559.0,4.0,3.0,1.0,,,,,,,,,,,,,
561,PT00M00.00S,2025-12-23T02:05:38.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629631,94.37007227332457,21.959252450980394,1610612739,104,95,2025-12-23T02:06:31Z,5500000,False,-140.0,0.0,1,right,MISS D. Hunter 14' fadeaway Shot,[1629631],1610612739.0,CLE,fadeaway,,,,,,Mid-Range,8-16 Left,,,Hunter,D. Hunter,14.02,Missed,,,,,,,,,,,,,,,,,
562,PT00M00.00S,2025-12-23T02:05:38.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,104,95,2025-12-23T02:06:31Z,5510000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Left,,,,,,,561.0,,,,,,,,,,,,,,,,
563,PT00M00.00S,2025-12-23T02:05:42.4Z,3,REGULAR,period,end,[],0,,,1610612739,104,95,2025-12-23T02:05:42Z,5520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT12M00.00S,2025-12-23T02:06:09.7Z,4,REGULAR,substitution,out,['startperiod'],1628418,,,1610612739,104,95,2025-12-23T02:09:09Z,5530000,False,,,0,,SUB out: T. Bryant,[1628418],1610612739.0,CLE,,,,,,,,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,
565,PT12M00.00S,2025-12-23T02:06:09.7Z,4,REGULAR,substitution,out,['startperiod'],1630241,,,1610612739,104,95,2025-12-23T02:09:09Z,5540000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,,,,,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,
566,PT12M00.00S,2025-12-23T02:06:09.7Z,4,REGULAR,substitution,out,['startperiod'],1630182,,,1610612739,104,95,2025-12-23T02:09:09Z,5550000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
567,PT12M00.00S,2025-12-23T02:06:09.7Z,4,REGULAR,substitution,out,['startperiod'],1631217,,,1610612739,104,95,2025-12-23T02:09:09Z,5560000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,,,,,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,
568,PT12M00.00S,2025-12-23T02:06:09.7Z,4,REGULAR,substitution,out,['startperiod'],1641706,,,1610612739,104,95,2025-12-23T02:09:09Z,5570000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,
569,PT12M00.00S,2025-12-23T02:06:09.7Z,4,REGULAR,substitution,in,['startperiod'],1641772,,,1610612739,104,95,2025-12-23T02:09:09Z,5580000,False,,,0,,SUB in: N. Tomlin,[1641772],1610612739.0,CLE,,,,,,,,,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,,
570,PT12M00.00S,2025-12-23T02:06:09.7Z,4,REGULAR,substitution,in,['startperiod'],1629731,,,1610612739,104,95,2025-12-23T02:09:09Z,5590000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,,,,,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,
571,PT12M00.00S,2025-12-23T02:06:09.7Z,4,REGULAR,substitution,in,['startperiod'],1628970,,,1610612739,104,95,2025-12-23T02:09:09Z,5600000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,
572,PT12M00.00S,2025-12-23T02:06:09.7Z,4,REGULAR,substitution,in,['startperiod'],1630163,,,1610612739,104,95,2025-12-23T02:09:09Z,5610000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
573,PT12M00.00S,2025-12-23T02:06:09.7Z,4,REGULAR,substitution,in,['startperiod'],1642851,,,1610612739,104,95,2025-12-23T02:09:09Z,5620000,False,,,0,,SUB in: K. Knueppel,[1642851],1610612766.0,CHA,,,,,,,,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,
574,PT12M00.00S,2025-12-23T02:09:17.6Z,4,REGULAR,period,start,[],0,,,1610612739,104,95,2025-12-23T02:09:17Z,5630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT11M47.00S,2025-12-23T02:09:31.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,95.22010512483574,50.98039215686274,1610612739,106,95,2025-12-23T02:11:05Z,5640000,False,5.0,-8.0,1,right,D. Mitchell cutting finger roll Layup (29 PTS) (L. Ball 4 AST),"[1628378, 1628366]",1610612739.0,CLE,cutting finger roll,,,,,,Restricted Area,0-8 Center,,,Mitchell,D. Mitchell,0.9,Made,,,,,,,,,29.0,L. Ball,1628366.0,4.0,,,,,
577,PT11M47.00S,2025-12-23T02:09:34.8Z,4,REGULAR,foul,personal,['1freethrow'],1642851,,,1610612739,106,95,2025-12-23T02:09:44Z,5660000,False,,,0,,K. Knueppel shooting personal FOUL (2 PF) (Mitchell 1 FT),"[1642851, 1628378]",1610612766.0,CHA,shooting,,,,,,Restricted Area,0-8 Center,1627541.0,,Knueppel,K. Knueppel,,,,,,,2.0,0.0,Mitchell,1628378.0,,,,,,,,,
579,PT11M47.00S,2025-12-23T02:10:00.4Z,4,REGULAR,freethrow,1 of 1,[],1628378,,,1610612739,107,95,2025-12-23T02:10:00Z,5680000,False,,,0,,D. Mitchell Free Throw 1 of 1 (30 PTS),[1628378],1610612739.0,CLE,,,,,,,,,,,Mitchell,D. Mitchell,,Made,,,,,,,,,30.0,,,,,,,,
580,PT11M34.00S,2025-12-23T02:10:18.4Z,4,REGULAR,foul,personal,[],1628378,,,1610612766,107,95,2025-12-23T02:10:40Z,5690000,False,,,0,,D. Mitchell personal FOUL (4 PF),"[1628378, 1630163]",1610612739.0,CLE,,,,,,,Mid-Range,16-24 Right Center,1629178.0,,Mitchell,D. Mitchell,,,,,,,4.0,0.0,Ball,1630163.0,,,,,,,,,
582,PT11M22.00S,2025-12-23T02:10:46.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,7.30946123521682,50.49019607843137,1610612766,107,97,2025-12-23T02:10:53Z,5710000,False,-2.0,16.0,1,left,L. Ball driving Layup (23 PTS),[1630163],1610612766.0,CHA,driving,,,,,,Restricted Area,0-8 Center,,,Ball,L. Ball,1.64,Made,,,,,,,,,23.0,,,,,,,,
583,PT11M13.00S,2025-12-23T02:10:58.2Z,4,REGULAR,2pt,Jump Shot,[],1629631,89.56964520367937,32.84313725490196,1610612739,109,97,2025-12-23T02:11:09Z,5720000,False,-86.0,46.0,1,right,D. Hunter 9' driving floating bank Jump Shot (21 PTS),[1629631],1610612739.0,CLE,driving floating bank,,,,,,Mid-Range,8-16 Left,,,Hunter,D. Hunter,9.71,Made,,,,,,,,,21.0,,,,,,,,
584,PT11M13.00S,2025-12-23T02:11:01.0Z,4,REGULAR,foul,personal,['1freethrow'],1642883,,,1610612739,109,97,2025-12-23T02:11:11Z,5730000,False,,,0,,S. James shooting personal FOUL (2 PF) (Hunter 1 FT),"[1642883, 1629631]",1610612766.0,CHA,shooting,,,,,,Mid-Range,8-16 Left,1629178.0,,James,S. James,,,,,,,2.0,0.0,Hunter,1629631.0,,,,,,,,,
586,PT11M13.00S,2025-12-23T02:11:20.7Z,4,REGULAR,freethrow,1 of 1,[],1629631,,,1610612739,110,97,2025-12-23T02:11:20Z,5750000,False,,,0,,D. Hunter Free Throw 1 of 1 (22 PTS),[1629631],1610612739.0,CLE,,,,,,,,,,,Hunter,D. Hunter,,Made,,,,,,,,,22.0,,,,,,,,
587,PT11M01.00S,2025-12-23T02:11:36.2Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'defensivegoaltending']",1628970,6.521024967148489,35.294117647058826,1610612766,110,99,2025-12-23T02:13:04Z,5760000,False,74.0,9.0,1,left,M. Bridges 7' driving Hook (9 PTS),[1628970],1610612766.0,CHA,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,Bridges,M. Bridges,7.4,Made,,,,,,,,,9.0,,,,,,,,
588,PT11M01.00S,2025-12-23T02:11:43.0Z,4,REGULAR,violation,defensive goaltending,[],1641772,,,1610612766,110,99,2025-12-23T02:11:56Z,5770000,False,,,0,,N. Tomlin defensive goaltending VIOLATION,[1641772],1610612739.0,CLE,,,,,,,,,202058.0,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,,
589,PT10M42.00S,2025-12-23T02:12:03.7Z,4,REGULAR,2pt,Jump Shot,[],1629631,87.46714848883047,19.607843137254903,1610612739,112,99,2025-12-23T02:12:15Z,5780000,False,-152.0,65.0,1,right,D. Hunter 16' pullup Jump Shot (24 PTS) (L. Ball 5 AST),"[1629631, 1628366]",1610612739.0,CLE,pullup,,,,,,Mid-Range,16-24 Left,,,Hunter,D. Hunter,16.54,Made,,,,,,,,,24.0,L. Ball,1628366.0,5.0,,,,,
591,PT10M32.00S,2025-12-23T02:12:17.3Z,4,REGULAR,foul,personal,['2freethrow'],1628366,,,1610612766,112,99,2025-12-23T02:12:24Z,5800000,False,,,0,,L. Ball shooting personal FOUL (1 PF) (Bridges 2 FT),"[1628366, 1628970]",1610612739.0,CLE,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1627541.0,,Ball,L. Ball,,,,,,,1.0,0.0,Bridges,1628970.0,,,,,,,,,
593,PT10M32.00S,2025-12-23T02:12:37.1Z,4,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,112,99,2025-12-23T02:12:37Z,5820000,False,,,0,,MISS M. Bridges Free Throw 1 of 2,[1628970],1610612766.0,CHA,,,,,,,,,,,Bridges,M. Bridges,,Missed,,,,,,,,,,,,,,,,,
594,PT10M32.00S,2025-12-23T02:12:37.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,112,99,2025-12-23T02:12:37Z,5830000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,593.0,,,,,,,,,,,,,,,,
595,PT10M32.00S,2025-12-23T02:12:53.5Z,4,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,112,100,2025-12-23T02:12:53Z,5840000,False,,,0,,M. Bridges Free Throw 2 of 2 (10 PTS),[1628970],1610612766.0,CHA,,,,,,,,,,,Bridges,M. Bridges,,Made,,,,,,,,,10.0,,,,,,,,
596,PT10M19.00S,2025-12-23T02:13:10.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628366,93.38042049934296,50.98039215686274,1610612739,112,100,2025-12-23T02:14:37Z,5850000,False,5.0,10.0,1,right,MISS L. Ball cutting DUNK - blocked,"[1628366, 1628970]",1610612739.0,CLE,cutting,,,,,,Restricted Area,0-8 Center,,,Ball,L. Ball,1.09,Missed,,,,,,,,,,,,,,,Bridges,1628970.0,
597,PT10M19.00S,2025-12-23T02:13:10.8Z,4,REGULAR,block,,[],1628970,,,1610612739,112,100,2025-12-23T02:13:13Z,5860000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,
598,PT10M17.00S,2025-12-23T02:13:12.8Z,4,REGULAR,rebound,defensive,[],1630163,,,1610612766,112,100,2025-12-23T02:14:37Z,5870000,False,,,0,,L. Ball REBOUND (Off:0 Def:4),[1630163],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Ball,L. Ball,,,596.0,4.0,4.0,0.0,,,,,,,,,,,,,
599,PT10M12.00S,2025-12-23T02:13:18.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1642851,22.683968462549277,92.40196078431373,1610612766,112,100,2025-12-23T02:16:58Z,5880000,False,-212.0,161.0,1,left,MISS K. Knueppel 26' running 3PT,[1642851],1610612766.0,CHA,running,,,,,,Above the Break 3,24+ Left Center,,,Knueppel,K. Knueppel,26.6,Missed,,,,,,,,,,,,,,,,,
600,PT10M10.00S,2025-12-23T02:13:20.1Z,4,REGULAR,rebound,defensive,[],1628366,,,1610612739,112,100,2025-12-23T02:16:58Z,5890000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1628366],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,Ball,L. Ball,,,599.0,1.0,1.0,0.0,,,,,,,,,,,,,
601,PT10M03.00S,2025-12-23T02:13:41.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629731,66.40932982917215,52.205882352941174,1610612739,115,100,2025-12-23T02:17:11Z,5900000,False,11.0,263.0,1,right,D. Wade 26' 3PT running (6 PTS) (L. Ball 6 AST),"[1629731, 1628366]",1610612739.0,CLE,running,,,,,,Above the Break 3,24+ Center,,,Wade,D. Wade,26.35,Made,,,,,,,,,6.0,L. Ball,1628366.0,6.0,,,,,
604,PT09M45.00S,2025-12-23T02:13:59.2Z,4,REGULAR,3pt,Jump Shot,[],1630163,29.517082785808146,22.54901960784314,1610612766,115,100,2025-12-23T02:17:58Z,5930000,False,137.0,225.0,1,left,MISS L. Ball 26' step back 3PT,[1630163],1610612766.0,CHA,step back,,,,,,Above the Break 3,24+ Right Center,,,Ball,L. Ball,26.36,Missed,,,,,,,,,,,,,,,,,
605,PT09M43.00S,2025-12-23T02:14:01.2Z,4,REGULAR,rebound,defensive,[],1629631,,,1610612739,115,100,2025-12-23T02:16:01Z,5940000,False,,,0,,D. Hunter REBOUND (Off:1 Def:4),[1629631],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,Hunter,D. Hunter,,,604.0,5.0,4.0,1.0,,,,,,,,,,,,,
606,PT09M28.00S,2025-12-23T02:14:16.7Z,4,REGULAR,3pt,Jump Shot,[],1629631,79.97700394218134,5.88235294117647,1610612739,118,100,2025-12-23T02:15:23Z,5950000,False,-221.0,136.0,1,right,D. Hunter 25' 3PT  (27 PTS) (L. Ball 7 AST),"[1629631, 1628366]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,Hunter,D. Hunter,25.9,Made,,,,,,,,,27.0,L. Ball,1628366.0,7.0,,,,,
608,PT09M28.00S,2025-12-23T02:14:26.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,118,100,2025-12-23T02:14:26Z,5970000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT09M28.00S,2025-12-23T02:17:06.1Z,4,REGULAR,substitution,out,[],1642883,,,1610612766,118,100,2025-12-23T02:17:19Z,5980000,False,,,0,,SUB out: S. James,[1642883],1610612766.0,CHA,,,,,,,,,,,James,S. James,,,,,,,,,,,,,,,,,,,
611,PT09M28.00S,2025-12-23T02:17:06.1Z,4,REGULAR,substitution,out,[],1642275,,,1610612766,118,100,2025-12-23T02:17:19Z,5990000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,,,,,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,
612,PT09M28.00S,2025-12-23T02:17:06.1Z,4,REGULAR,substitution,in,[],1631217,,,1610612766,118,100,2025-12-23T02:17:19Z,6000000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,,,,,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,
613,PT09M28.00S,2025-12-23T02:17:06.1Z,4,REGULAR,substitution,in,[],1641706,,,1610612766,118,100,2025-12-23T02:17:19Z,6010000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,
614,PT09M14.00S,2025-12-23T02:17:45.8Z,4,REGULAR,3pt,Jump Shot,[],1642851,30.436925098554536,77.94117647058823,1610612766,118,103,2025-12-23T02:17:49Z,6020000,False,-140.0,234.0,1,left,K. Knueppel 27' 3PT  (20 PTS) (L. Ball 7 AST),"[1642851, 1630163]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,Knueppel,K. Knueppel,27.22,Made,,,,,,,,,20.0,L. Ball,1630163.0,7.0,,,,,
616,PT09M01.00S,2025-12-23T02:17:58.3Z,4,REGULAR,3pt,Jump Shot,[],1628378,71.69842312746385,80.63725490196079,1610612739,118,103,2025-12-23T02:18:03Z,6040000,False,153.0,214.0,1,right,MISS D. Mitchell 26' step back 3PT,[1628378],1610612739.0,CLE,step back,,,,,,Above the Break 3,24+ Right Center,,,Mitchell,D. Mitchell,26.28,Missed,,,,,,,,,,,,,,,,,
617,PT08M58.00S,2025-12-23T02:18:01.3Z,4,REGULAR,rebound,defensive,[],1631217,,,1610612766,118,103,2025-12-23T02:18:03Z,6050000,False,,,0,,M. Diabaté REBOUND (Off:6 Def:8),[1631217],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Diabaté,M. Diabaté,,,616.0,14.0,8.0,6.0,,,,,,,,,,,,,
618,PT08M52.00S,2025-12-23T02:18:10.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.915243101182654,50.73529411764706,1610612766,118,105,2025-12-23T02:18:16Z,6060000,False,-4.0,13.0,1,left,M. Bridges alley-oop Layup (12 PTS) (L. Ball 8 AST),"[1628970, 1630163]",1610612766.0,CHA,alley-oop,,,,,,Restricted Area,0-8 Center,,,Bridges,M. Bridges,1.3,Made,,,,,,,,,12.0,L. Ball,1630163.0,8.0,,,,,
620,PT08M52.00S,2025-12-23T02:18:13.4Z,4,REGULAR,foul,personal,['1freethrow'],1628378,,,1610612766,118,105,2025-12-23T02:18:40Z,6080000,False,,,0,,D. Mitchell shooting personal FOUL (5 PF) (Bridges 1 FT),"[1628378, 1628970]",1610612739.0,CLE,shooting,,,,,,Restricted Area,0-8 Center,1629178.0,,Mitchell,D. Mitchell,,,,,,,5.0,0.0,Bridges,1628970.0,,,,,,,,,
622,PT08M52.00S,2025-12-23T02:18:31.2Z,4,REGULAR,substitution,out,[],1629631,,,1610612766,118,105,2025-12-23T02:18:36Z,6100000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,,,,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,
623,PT08M52.00S,2025-12-23T02:18:31.2Z,4,REGULAR,substitution,out,[],1628378,,,1610612766,118,105,2025-12-23T02:18:36Z,6110000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
624,PT08M52.00S,2025-12-23T02:18:31.2Z,4,REGULAR,substitution,in,[],1629636,,,1610612766,118,105,2025-12-23T02:18:36Z,6120000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,,,,,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
625,PT08M52.00S,2025-12-23T02:18:31.2Z,4,REGULAR,substitution,in,[],1628386,,,1610612766,118,105,2025-12-23T02:18:36Z,6130000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,
