actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
585,PT02M17.00S,2025-03-01T02:50:53.3Z,4,REGULAR,rebound,defensive,[],1629631,,,1610612739,114,116,2025-03-01T02:50:58Z,5730000,False,,,0,,D. Hunter REBOUND (Off:0 Def:5),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,584.0,5.0,5.0,0.0,,,,,,,,,,,,,
586,PT01M57.00S,2025-03-01T02:51:15.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,10.33180026281209,59.55882352941176,1610612739,114,118,2025-03-01T02:51:24Z,5740000,False,-48.0,45.0,1,left,D. Mitchell 6' driving Layup (38 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,6.54,Made,38.0,,,,,,,,,,,,,,,,,
587,PT01M57.00S,2025-03-01T02:51:19.2Z,4,REGULAR,foul,personal,['1freethrow'],1630573,,,1610612739,114,118,2025-03-01T02:51:31Z,5750000,False,,,0,,S. Hauser shooting personal FOUL (2 PF) (Mitchell 1 FT),"[1630573, 1628378]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202027.0,2.0,0.0,Mitchell,1628378.0,,
589,PT01M57.00S,2025-03-01T02:51:31.8Z,4,REGULAR,substitution,out,[],1629731,,,1610612739,114,118,2025-03-01T02:51:35Z,5770000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT01M57.00S,2025-03-01T02:51:31.8Z,4,REGULAR,substitution,in,[],1630596,,,1610612739,114,118,2025-03-01T02:51:35Z,5780000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT01M57.00S,2025-03-01T02:51:56.7Z,4,REGULAR,freethrow,1 of 1,[],1628378,,,1610612739,114,119,2025-03-01T02:51:56Z,5790000,False,,,0,,D. Mitchell Free Throw 1 of 1 (39 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,39.0,,,,,,,,,,,,,,,,,
592,PT01M46.00S,2025-03-01T02:52:13.9Z,4,REGULAR,foul,offensive,[],1628369,,,1610612738,114,119,2025-03-01T02:52:20Z,5800000,False,,,0,,J. Tatum offensive FOUL (4 PF),"[1628369, 1629636]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,202049.0,4.0,0.0,Garland,1629636.0,,
594,PT01M46.00S,2025-03-01T02:52:13.9Z,4,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,114,119,2025-03-01T02:52:13Z,5820000,False,,,0,,J. Tatum offensive foul TURNOVER (3 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,3.0,,,,,,202049.0,,,,,,
595,PT01M27.00S,2025-03-01T02:52:42.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,28.597240473061763,80.63725490196079,1610612739,114,119,2025-03-01T02:53:21Z,5830000,False,-153.0,216.0,1,left,MISS D. Mitchell 26' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,26.51,Missed,,,,,,,,,,,,,,,,,,
596,PT01M26.00S,2025-03-01T02:52:46.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,114,119,2025-03-01T02:52:46Z,5840000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,595.0,,,,,,,,,,,,,,,,
598,PT01M16.00S,2025-03-01T02:53:01.9Z,4,REGULAR,3pt,Jump Shot,[],1628401,64.86530880420499,41.911764705882355,1610612738,114,119,2025-03-01T02:53:07Z,5860000,False,-40.0,278.0,1,right,MISS D. White 28' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,28.07,Missed,,,,,,,,,,,,,,,,,,
599,PT01M13.00S,2025-03-01T02:53:04.9Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,114,119,2025-03-01T02:53:07Z,5870000,False,,,0,,E. Mobley REBOUND (Off:5 Def:7),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,,598.0,12.0,7.0,5.0,,,,,,,,,,,,,
600,PT00M55.70S,2025-03-01T02:53:23.3Z,4,REGULAR,2pt,Jump Shot,[],1629636,21.76412614980289,80.88235294117648,1610612739,114,121,2025-03-01T02:54:11Z,5880000,False,-154.0,152.0,1,left,D. Garland 21' step back Jump Shot (20 PTS),[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,21.67,Made,20.0,,,,,,,,,,,,,,,,,
601,PT00M49.80S,2025-03-01T02:53:50.4Z,4,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612738,114,121,2025-03-01T02:53:57Z,5890000,False,,,0,,M. Strus shooting personal FOUL (2 PF) (White 2 FT),"[1629622, 1628401]",1610612739.0,CLE,shooting,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202049.0,2.0,0.0,White,1628401.0,,
604,PT00M49.80S,2025-03-01T02:57:00.3Z,4,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,115,121,2025-03-01T02:57:00Z,5920000,False,,,0,,D. White Free Throw 1 of 2 (15 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
605,PT00M49.80S,2025-03-01T02:57:02.7Z,4,REGULAR,substitution,out,[],1630573,,,1610612738,115,121,2025-03-01T02:57:06Z,5930000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT00M49.80S,2025-03-01T02:57:02.7Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,115,121,2025-03-01T02:57:06Z,5940000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT00M49.80S,2025-03-01T02:57:21.5Z,4,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,116,121,2025-03-01T02:57:21Z,5950000,False,,,0,,D. White Free Throw 2 of 2 (16 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
608,PT00M34.50S,2025-03-01T02:57:39.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,9.198423127463863,63.99356617647059,1610612739,116,121,2025-03-01T02:57:47Z,5960000,False,-70.0,34.0,1,left,MISS D. Garland 7' driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,7.78,Missed,,,,,,,,,,,,,,,,,,
609,PT00M32.30S,2025-03-01T02:57:41.7Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,116,121,2025-03-01T02:57:47Z,5970000,False,,,0,,J. Tatum REBOUND (Off:5 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,608.0,16.0,11.0,5.0,,,,,,,,,,,,,
610,PT00M26.90S,2025-03-01T02:57:47.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,68.15045992115637,28.676470588235293,1610612738,116,121,2025-03-01T02:58:29Z,5980000,False,-107.0,247.0,1,right,MISS J. Tatum 26' running 3PT - blocked,"[1628369, 1629631]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.89,Missed,,,,,,,,,,,,,,,,,Hunter,1629631.0
614,PT00M26.90S,2025-03-01T02:57:47.1Z,4,REGULAR,block,,[],1629631,,,1610612738,116,121,2025-03-01T02:58:25Z,5985000,False,,,0,,D. Hunter BLOCK (1 BLK),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
611,PT00M22.80S,2025-03-01T02:57:51.2Z,4,REGULAR,rebound,defensive,[],1629622,,,1610612739,116,121,2025-03-01T02:58:25Z,5990000,False,,,0,,M. Strus REBOUND (Off:1 Def:3),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,610.0,4.0,3.0,1.0,,,,,,,,,,,,,
612,PT00M22.80S,2025-03-01T02:57:56.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612739,116,121,2025-03-01T02:58:07Z,6000000,False,,,0,,D. White take personal FOUL (3 PF) (Mitchell 2 FT),"[1628401, 1628378]",1610612738.0,BOS,take,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,202049.0,3.0,0.0,Mitchell,1628378.0,,
615,PT00M22.80S,2025-03-01T02:58:30.7Z,4,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,116,122,2025-03-01T02:58:30Z,6020000,False,,,0,,D. Mitchell Free Throw 1 of 2 (40 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,40.0,,,,,,,,,,,,,,,,,
616,PT00M22.80S,2025-03-01T02:58:31.4Z,4,REGULAR,substitution,out,[],1629636,,,1610612739,116,122,2025-03-01T02:58:34Z,6030000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT00M22.80S,2025-03-01T02:58:31.4Z,4,REGULAR,substitution,in,[],1629731,,,1610612739,116,122,2025-03-01T02:58:34Z,6040000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT00M22.80S,2025-03-01T02:58:56.2Z,4,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,116,123,2025-03-01T02:58:56Z,6050000,False,,,0,,D. Mitchell Free Throw 2 of 2 (41 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,41.0,,,,,,,,,,,,,,,,,
619,PT00M18.50S,2025-03-01T02:59:01.8Z,4,REGULAR,3pt,Jump Shot,[],1627759,65.52233902759527,45.588235294117645,1610612738,116,123,2025-03-01T03:00:15Z,6060000,False,-22.0,272.0,1,right,MISS J. Brown 27' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,27.25,Missed,,,,,,,,,,,,,,,,,,
620,PT00M15.20S,2025-03-01T02:59:05.1Z,4,REGULAR,rebound,defensive,[],1628378,,,1610612739,116,123,2025-03-01T02:59:05Z,6070000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,619.0,3.0,3.0,0.0,,,,,,,,,,,,,
621,PT00M00.00S,2025-03-01T02:59:22.4Z,4,REGULAR,period,end,[],0,,,1610612739,116,123,2025-03-01T02:59:22Z,6080000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT00M00.00S,2025-03-01T02:59:25.4Z,4,REGULAR,game,end,[],0,,,0,116,123,2025-03-01T02:59:25Z,6090000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
