actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
595,PT04M27.00S,2022-11-01T04:39:39.1Z,4,REGULAR,rebound,defensive,[],1629645,,,1610612745,86,88,2022-11-01T04:39:47Z,5870000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:5),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,594.0,5.0,5.0,0.0,,,,,,,,,,,
596,PT04M20.00S,2022-11-01T04:39:45.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,86.25164257555848,48.0392156862745,1610612745,86,88,2022-11-01T04:39:51Z,5880000,-10.0,77.0,1,right,MISS J. Smith Jr. 7' turnaround Shot,[1631095],1610612745.0,HOU,turnaround,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.73,Missed,,,,,,,,,,,,,,,,,,
597,PT04M20.00S,2022-11-01T04:39:45.5Z,4,REGULAR,rebound,defensive,[],1628379,,,1610612746,86,88,2022-11-01T04:39:51Z,5890000,,,0,,L. Kennard REBOUND (Off:1 Def:9),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,596.0,10.0,9.0,1.0,,,,,,,,,,,
598,PT04M03.00S,2022-11-01T04:40:02.1Z,4,REGULAR,turnover,lost ball,[],202331,,,1610612746,86,88,2022-11-01T04:40:06Z,5900000,,,0,,P. George lost ball TURNOVER (1 TO),"[202331, 1629645]",1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Center,,,,,,,,,,1.0,Porter Jr.,1629645.0,,,,,,,,
599,PT04M03.00S,2022-11-01T04:40:02.1Z,4,REGULAR,steal,,[],1629645,,,1610612745,86,88,2022-11-01T04:40:03Z,5910000,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
600,PT04M02.00S,2022-11-01T04:40:06.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629645,93.74178712220763,49.50980392156863,1610612745,86,90,2022-11-01T04:40:11Z,5920000,-2.0,6.0,1,right,K. Porter Jr. running DUNK (13 PTS),[1629645],1610612745.0,HOU,running,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,0.68,Made,13.0,,,,,,,,,,,,,,,,,
601,PT04M02.00S,2022-11-01T04:40:11.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,86,90,2022-11-01T04:40:11Z,5930000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT04M02.00S,2022-11-01T04:41:18.0Z,4,REGULAR,substitution,out,[],202704,,,1610612746,86,90,2022-11-01T04:41:42Z,5940000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT04M02.00S,2022-11-01T04:41:18.0Z,4,REGULAR,substitution,out,[],1630231,,,1610612746,86,90,2022-11-01T04:41:42Z,5950000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT04M02.00S,2022-11-01T04:41:18.0Z,4,REGULAR,substitution,in,[],1626181,,,1610612746,86,90,2022-11-01T04:41:42Z,5960000,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT04M02.00S,2022-11-01T04:41:18.0Z,4,REGULAR,substitution,in,[],201569,,,1610612746,86,90,2022-11-01T04:41:42Z,5970000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT03M46.00S,2022-11-01T04:42:06.7Z,4,REGULAR,turnover,bad pass,[],202331,,,1610612746,86,90,2022-11-01T04:42:12Z,5980000,,,0,,P. George bad pass TURNOVER (2 TO),"[202331, 1629645]",1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,8-16 Center,,,,,,,,,,2.0,Porter Jr.,1629645.0,,,,,,,,
607,PT03M46.00S,2022-11-01T04:42:06.7Z,4,REGULAR,steal,,[],1629645,,,1610612745,86,90,2022-11-01T04:42:08Z,5990000,,,0,,K. Porter Jr. STEAL (2 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
608,PT03M42.00S,2022-11-01T04:42:10.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629645,93.47897503285151,46.81372549019608,1610612745,86,90,2022-11-01T04:42:15Z,6000000,-16.0,9.0,1,right,MISS K. Porter Jr. running Layup - blocked,"[1629645, 202331]",1610612745.0,HOU,running,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1.82,Missed,,George,202331.0,,,,,,,,,,,,,,,
609,PT03M42.00S,2022-11-01T04:42:10.6Z,4,REGULAR,block,,[],202331,,,1610612745,86,90,2022-11-01T04:42:13Z,6010000,,,0,,P. George BLOCK (2 BLK),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
610,PT03M39.00S,2022-11-01T04:42:13.6Z,4,REGULAR,rebound,defensive,[],202694,,,1610612746,86,90,2022-11-01T04:42:15Z,6020000,,,0,,M. Morris Sr. REBOUND (Off:1 Def:2),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,,,608.0,3.0,2.0,1.0,,,,,,,,,,,
611,PT03M21.00S,2022-11-01T04:42:33.7Z,4,REGULAR,foul,offensive,[],202331,,,1610612746,86,90,2022-11-01T04:42:41Z,6030000,,,0,,P. George offensive FOUL (3 PF),"[202331, 1630224]",1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,2534.0,3.0,0.0,Green,1630224.0,,,
613,PT03M21.00S,2022-11-01T04:42:33.7Z,4,REGULAR,turnover,offensive foul,[],202331,,,1610612746,86,90,2022-11-01T04:42:33Z,6050000,,,0,,P. George offensive foul TURNOVER (3 TO),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,3.0,,,2534.0,,,,,,,
614,PT03M04.00S,2022-11-01T04:43:06.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629645,89.79960578186596,54.16666666666667,1610612745,86,90,2022-11-01T04:43:13Z,6060000,21.0,43.0,1,right,MISS K. Porter Jr. driving floating Shot,[1629645],1610612745.0,HOU,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,,,,,,,,,,
615,PT02M59.00S,2022-11-01T04:43:11.5Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,86,90,2022-11-01T04:43:13Z,6070000,,,0,,I. Zubac REBOUND (Off:1 Def:10),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,614.0,11.0,10.0,1.0,,,,,,,,,,,
616,PT02M54.00S,2022-11-01T04:43:16.0Z,4,REGULAR,3pt,Jump Shot,[],202331,32.637976346911955,63.23529411764706,1610612746,86,90,2022-11-01T04:43:21Z,6080000,-66.0,254.0,1,left,MISS P. George 26' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,26.28,Missed,,,,,,,,,,,,,,,,,,
617,PT02M51.00S,2022-11-01T04:43:19.0Z,4,REGULAR,rebound,defensive,[],1630224,,,1610612745,86,90,2022-11-01T04:43:21Z,6090000,,,0,,J. Green REBOUND (Off:0 Def:4),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,616.0,4.0,4.0,0.0,,,,,,,,,,,
619,PT02M29.00S,2022-11-01T04:43:57.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612745,86,90,2022-11-01T04:44:06Z,6110000,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,202007.0,,,,,,,
620,PT02M15.00S,2022-11-01T04:44:41.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627826,6.356767411300922,49.50980392156863,1610612746,88,90,2022-11-01T04:44:48Z,6120000,2.0,7.0,1,left,I. Zubac cutting DUNK (14 PTS) (P. George 7 AST),"[1627826, 202331]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.77,Made,14.0,,,,,,,,,,,,,,,P. George,202331.0,7.0
622,PT02M02.00S,2022-11-01T04:44:54.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,89.79960578186596,53.67647058823529,1610612745,88,92,2022-11-01T04:45:03Z,6140000,18.0,43.0,1,right,J. Green driving finger roll Layup (12 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,4.71,Made,12.0,,,,,,,,,,,,,,,,,
624,PT01M41.00S,2022-11-01T04:45:15.4Z,4,REGULAR,2pt,Jump Shot,[],202694,17.526281208935615,82.35294117647058,1610612746,88,92,2022-11-01T04:45:22Z,6160000,-162.0,112.0,1,left,MISS M. Morris Sr. 19' Jump Shot,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Left,19.69,Missed,,,,,,,,,,,,,,,,,,
626,PT01M37.00S,2022-11-01T04:45:19.4Z,4,REGULAR,rebound,defensive,[],1630578,,,1610612745,88,92,2022-11-01T04:45:22Z,6180000,,,0,,A. Sengun REBOUND (Off:2 Def:7),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left,,,,,,624.0,9.0,7.0,2.0,,,,,,,,,,,
627,PT01M27.00S,2022-11-01T04:45:31.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628379,,,1610612745,88,92,2022-11-01T04:45:58Z,6190000,,,0,,L. Kennard personal FOUL (3 PF) (Green 2 FT),"[1628379, 1630224]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1201.0,3.0,0.0,Green,1630224.0,,,
629,PT01M27.00S,2022-11-01T04:46:06.0Z,4,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,88,93,2022-11-01T04:46:29Z,6210000,,,0,,J. Green Free Throw 1 of 2 (13 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
630,PT01M27.00S,2022-11-01T04:46:06.8Z,4,REGULAR,substitution,out,[],1630578,,,1610612745,88,93,2022-11-01T04:46:11Z,6220000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT01M27.00S,2022-11-01T04:46:06.8Z,4,REGULAR,substitution,in,[],1630231,,,1610612745,88,93,2022-11-01T04:46:11Z,6230000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT01M27.00S,2022-11-01T04:46:06.0Z,4,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,88,93,2022-11-01T04:46:29Z,6240000,,,0,,MISS J. Green Free Throw 2 of 2,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
633,PT01M25.00S,2022-11-01T04:46:08.0Z,4,REGULAR,rebound,defensive,[],202331,,,1610612746,88,93,2022-11-01T04:46:29Z,6250000,,,0,,P. George REBOUND (Off:0 Def:8),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,632.0,8.0,8.0,0.0,,,,,,,,,,,
634,PT01M17.00S,2022-11-01T04:46:37.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,6.750985545335084,50.0,1610612746,90,93,2022-11-01T04:46:43Z,6260000,0.0,11.0,1,left,I. Zubac cutting DUNK (16 PTS) (P. George 8 AST),"[1627826, 202331]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1.1,Made,16.0,,,,,,,,,,,,,,,P. George,202331.0,8.0
636,PT00M56.20S,2022-11-01T04:47:01.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630231,89.01116951379764,57.59803921568628,1610612745,90,93,2022-11-01T04:47:05Z,6280000,38.0,51.0,1,right,MISS K. Martin Jr. 6' floating Shot,[1630231],1610612745.0,HOU,floating,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.34,Missed,,,,,,,,,,,,,,,,,,
637,PT00M54.20S,2022-11-01T04:47:03.8Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,90,93,2022-11-01T04:47:05Z,6290000,,,0,,I. Zubac REBOUND (Off:1 Def:11),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,636.0,12.0,11.0,1.0,,,,,,,,,,,
638,PT00M43.40S,2022-11-01T04:47:19.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,90,93,2022-11-01T04:47:19Z,6300000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT00M43.40S,2022-11-01T04:48:39.1Z,4,REGULAR,substitution,out,[],1627826,,,1610612746,90,93,2022-11-01T04:48:54Z,6310000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT00M43.40S,2022-11-01T04:48:39.1Z,4,REGULAR,substitution,in,[],202704,,,1610612746,90,93,2022-11-01T04:48:54Z,6320000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M40.20S,2022-11-01T04:49:12.1Z,4,REGULAR,3pt,Jump Shot,[],202331,33.6892247043364,48.774509803921575,1610612746,93,93,2022-11-01T04:49:18Z,6330000,6.0,264.0,1,left,P. George 26' 3PT pullup (33 PTS) (M. Morris Sr. 3 AST),"[202331, 202694]",1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Center,26.43,Made,33.0,,,,,,,,,,,,,,,M. Morris Sr.,202694.0,3.0
643,PT00M36.50S,2022-11-01T04:49:22.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,93,93,2022-11-01T04:49:22Z,6350000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M36.50S,2022-11-01T04:50:33.1Z,4,REGULAR,substitution,out,[],1628379,,,1610612745,93,93,2022-11-01T04:50:58Z,6360000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M36.50S,2022-11-01T04:50:33.1Z,4,REGULAR,substitution,out,[],1626181,,,1610612745,93,93,2022-11-01T04:50:58Z,6370000,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M36.50S,2022-11-01T04:50:33.1Z,4,REGULAR,substitution,out,[],202704,,,1610612745,93,93,2022-11-01T04:50:58Z,6380000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M36.50S,2022-11-01T04:50:33.1Z,4,REGULAR,substitution,in,[],1629599,,,1610612745,93,93,2022-11-01T04:50:58Z,6390000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M36.50S,2022-11-01T04:50:33.1Z,4,REGULAR,substitution,in,[],1629611,,,1610612745,93,93,2022-11-01T04:50:58Z,6400000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M36.50S,2022-11-01T04:50:33.1Z,4,REGULAR,substitution,in,[],201587,,,1610612745,93,93,2022-11-01T04:50:58Z,6410000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M29.30S,2022-11-01T04:51:08.8Z,4,REGULAR,turnover,lost ball,[],201569,,,1610612745,93,93,2022-11-01T04:51:16Z,6420000,,,0,,E. Gordon lost ball TURNOVER (2 TO),"[201569, 202331]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2.0,George,202331.0,,,,,,,,
651,PT00M29.30S,2022-11-01T04:51:08.8Z,4,REGULAR,steal,,[],202331,,,1610612746,93,93,2022-11-01T04:51:10Z,6430000,,,0,,P. George STEAL (6 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
652,PT00M24.40S,2022-11-01T04:51:17.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,93,93,2022-11-01T04:51:17Z,6440000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M24.40S,2022-11-01T04:52:36.1Z,4,REGULAR,substitution,out,[],1629599,,,1610612746,93,93,2022-11-01T04:52:45Z,6450000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M24.40S,2022-11-01T04:52:36.1Z,4,REGULAR,substitution,out,[],1629611,,,1610612746,93,93,2022-11-01T04:52:45Z,6460000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M24.40S,2022-11-01T04:52:36.1Z,4,REGULAR,substitution,out,[],201587,,,1610612746,93,93,2022-11-01T04:52:45Z,6470000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M24.40S,2022-11-01T04:52:36.1Z,4,REGULAR,substitution,in,[],202704,,,1610612746,93,93,2022-11-01T04:52:45Z,6480000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M24.40S,2022-11-01T04:52:36.1Z,4,REGULAR,substitution,in,[],1628379,,,1610612746,93,93,2022-11-01T04:52:45Z,6490000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M24.40S,2022-11-01T04:52:36.1Z,4,REGULAR,substitution,in,[],1626181,,,1610612746,93,93,2022-11-01T04:52:45Z,6500000,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M06.20S,2022-11-01T04:53:13.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202331,7.670827858081481,20.833333333333343,1610612746,95,93,2022-11-01T04:53:25Z,6510000,146.0,20.0,1,left,P. George 14' fadeaway Jump Shot (35 PTS),[202331],1610612746.0,LAC,fadeaway,,,George,P. George,,,,,Mid-Range,8-16 Right,14.71,Made,35.0,,,,,,,,,,,,,,,,,
660,PT00M06.20S,2022-11-01T04:53:20.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,95,93,2022-11-01T04:53:20Z,6520000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M06.20S,2022-11-01T04:54:20.1Z,4,REGULAR,substitution,out,[],202704,,,1610612745,95,93,2022-11-01T04:54:29Z,6530000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M06.20S,2022-11-01T04:54:20.1Z,4,REGULAR,substitution,out,[],1628379,,,1610612745,95,93,2022-11-01T04:54:29Z,6540000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M06.20S,2022-11-01T04:54:20.1Z,4,REGULAR,substitution,out,[],1626181,,,1610612745,95,93,2022-11-01T04:54:29Z,6550000,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M06.20S,2022-11-01T04:54:20.1Z,4,REGULAR,substitution,in,[],1629599,,,1610612745,95,93,2022-11-01T04:54:29Z,6560000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M06.20S,2022-11-01T04:54:20.1Z,4,REGULAR,substitution,in,[],1629611,,,1610612745,95,93,2022-11-01T04:54:29Z,6570000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M06.20S,2022-11-01T04:54:20.1Z,4,REGULAR,substitution,in,[],201587,,,1610612745,95,93,2022-11-01T04:54:29Z,6580000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M03.40S,2022-11-01T04:54:50.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201569,92.42772667542707,45.34313725490197,1610612745,95,93,2022-11-01T04:55:51Z,6590000,-23.0,19.0,1,right,MISS E. Gordon driving reverse Layup,[201569],1610612745.0,HOU,driving reverse,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,,
668,PT00M02.30S,2022-11-01T04:54:51.7Z,4,REGULAR,rebound,defensive,[],202331,,,1610612746,95,93,2022-11-01T04:55:51Z,6600000,,,0,,P. George REBOUND (Off:0 Def:9),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,667.0,9.0,9.0,0.0,,,,,,,,,,,
669,PT00M00.00S,2022-11-01T04:54:56.8Z,4,REGULAR,period,end,[],0,,,1610612746,95,93,2022-11-01T04:54:56Z,6610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M00.00S,2022-11-01T04:57:21.6Z,4,REGULAR,game,end,[],0,,,0,95,93,2022-11-01T04:57:21Z,6620000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
