actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
596,PT00M22.90S,2024-01-23T04:15:44.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,15.982260183968464,43.13725490196079,1610612741,113,113,2024-01-23T04:16:22Z,5830000,False,34.0,98.0,1,left,D. DeRozan 10' turnaround Jump Shot (21 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,10.35,Made,,21.0,,,,,,,,,,,,,,,,
597,PT00M22.90S,2024-01-23T04:15:53.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612756,113,113,2024-01-23T04:15:53Z,5840000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT00M22.90S,2024-01-23T04:17:01.7Z,4,REGULAR,substitution,out,[],1628966,,,1610612756,113,113,2024-01-23T04:17:26Z,5850000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT00M22.90S,2024-01-23T04:17:01.7Z,4,REGULAR,substitution,in,[],203994,,,1610612756,113,113,2024-01-23T04:17:26Z,5860000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT00M06.30S,2024-01-23T04:17:58.3Z,4,REGULAR,foul,personal,[],1627936,,,1610612756,113,113,2024-01-23T04:19:19Z,5870000,False,,,0,,A. Caruso take personal FOUL (5 PF),"[1627936, 201142]",1610612741.0,CHI,take,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1830.0,,5.0,0.0,Durant,201142.0,,,,
602,PT00M01.60S,2024-01-23T04:18:30.8Z,4,REGULAR,2pt,Jump Shot,[],201142,79.58278580814718,28.921568627450984,1610612756,115,113,2024-01-23T04:18:36Z,5890000,False,-105.0,139.0,1,right,K. Durant 17' pullup Jump Shot (43 PTS) (J. Nurkic 4 AST),"[201142, 203994]",1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,17.48,Made,,43.0,J. Nurkic,203994.0,4.0,,,,,,,,,,,,,
604,PT00M01.60S,2024-01-23T04:18:36.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,115,113,2024-01-23T04:18:36Z,5910000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT00M01.60S,2024-01-23T04:19:44.4Z,4,REGULAR,substitution,out,[],203994,,,1610612741,115,113,2024-01-23T04:20:03Z,5920000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT00M01.60S,2024-01-23T04:19:44.4Z,4,REGULAR,substitution,in,[],1628966,,,1610612741,115,113,2024-01-23T04:20:03Z,5930000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT00M01.00S,2024-01-23T04:20:21.1Z,4,REGULAR,foul,personal,[],1628966,,,1610612741,115,113,2024-01-23T04:20:41Z,5940000,False,,,0,,K. Bates-Diop personal FOUL (1 PF),"[1628966, 1630172]",1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202026.0,,1.0,0.0,Williams,1630172.0,,,,
609,PT00M01.00S,2024-01-23T04:21:00.8Z,4,REGULAR,substitution,out,[],1628966,,,1610612741,115,113,2024-01-23T04:21:03Z,5960000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT00M01.00S,2024-01-23T04:21:00.8Z,4,REGULAR,substitution,in,[],203994,,,1610612741,115,113,2024-01-23T04:21:03Z,5970000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT00M00.00S,2024-01-23T04:21:22.0Z,4,REGULAR,3pt,Jump Shot,[],201942,33.590670170827856,15.441176470588236,1610612741,115,113,2024-01-23T04:22:15Z,5980000,False,173.0,263.0,1,left,MISS D. DeRozan 31' bank 3PT,[201942],1610612741.0,CHI,bank,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,31.49,Missed,,,,,,,,,,,,,,,,,,
612,PT00M00.00S,2024-01-23T04:21:24.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612741,115,113,2024-01-23T04:21:24Z,5990000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,611.0,,,,,,,,,,,,,,,,,
613,PT00M00.00S,2024-01-23T04:21:24.9Z,4,REGULAR,period,end,[],0,,,1610612741,115,113,2024-01-23T04:21:24Z,6000000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT00M00.00S,2024-01-23T04:21:28.6Z,4,REGULAR,game,end,[],0,,,0,115,113,2024-01-23T04:21:28Z,6010000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
