actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,jumpBallRecoverdPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
612,PT03M48.00S,2026-02-26T03:06:29.5Z,4,REGULAR,rebound,defensive,[],1642384,,,1610612745,124,88,2026-02-26T03:10:46Z,5777500,False,,,0,,I. Crawford REBOUND (Off:1 Def:3),[1642384],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,Crawford,I. Crawford,,,611.0,4.0,3.0,1.0,,,,,,,,,,,,,
588,PT03M35.00S,2026-02-26T03:06:36.2Z,4,REGULAR,turnover,bad pass,[],1628988,,,1610612745,124,88,2026-02-26T03:06:43Z,5780000,False,,,0,,A. Holiday bad pass TURNOVER (1 TO),"[1628988, 1631342]",1610612745.0,HOU,,,,,,,Mid-Range,16-24 Right,,,Holiday,A. Holiday,,,,,,,,,1.0,,,,,Plowden,1631342.0,,,,
589,PT03M35.00S,2026-02-26T03:06:36.2Z,4,REGULAR,steal,,[],1631342,,,1610612758,124,88,2026-02-26T03:23:36Z,5790000,False,,,0,,D. Plowden STEAL (2 STL),[1631342],1610612758.0,SAC,,,,,,,Mid-Range,16-24 Right,,,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,
590,PT03M30.00S,2026-02-26T03:06:41.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642363,92.19776609724047,57.107843137254896,1610612758,124,90,2026-02-26T03:11:59Z,5800000,False,36.0,21.0,1,right,N. Clifford running Layup (15 PTS) (P. Baldwin Jr. 1 AST),"[1642363, 1631116]",1610612758.0,SAC,running,,,,,,Restricted Area,0-8 Center,4.11,Made,Clifford,N. Clifford,,,,,,,15.0,,,P. Baldwin Jr.,1631116.0,1.0,,,,,,,
592,PT03M03.00S,2026-02-26T03:07:09.3Z,4,REGULAR,turnover,lost ball,[],1642384,,,1610612745,124,90,2026-02-26T03:07:15Z,5820000,False,,,0,,I. Crawford lost ball TURNOVER (2 TO),"[1642384, 1642363]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Crawford,I. Crawford,,,,,,,,,2.0,,,,,Clifford,1642363.0,,,,
593,PT03M03.00S,2026-02-26T03:07:09.3Z,4,REGULAR,steal,,[],1642363,,,1610612758,124,90,2026-02-26T03:11:14Z,5830000,False,,,0,,N. Clifford STEAL (4 STL),[1642363],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,
594,PT02M58.00S,2026-02-26T03:07:14.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631116,92.72339027595268,57.35294117647059,1610612758,124,92,2026-02-26T03:07:21Z,5840000,False,37.0,16.0,1,right,P. Baldwin Jr. running DUNK (5 PTS) (N. Clifford 1 AST),"[1631116, 1642363]",1610612758.0,SAC,running,,,,,,Restricted Area,0-8 Center,4.01,Made,Baldwin Jr.,P. Baldwin Jr.,,,,,,,5.0,,,N. Clifford,1642363.0,1.0,,,,,,,
596,PT02M34.00S,2026-02-26T03:07:38.4Z,4,REGULAR,2pt,Jump Shot,[],1628988,19.398817345597898,23.284313725490197,1610612745,126,92,2026-02-26T03:07:42Z,5860000,False,134.0,130.0,1,left,A. Holiday 18' pullup Jump Shot (7 PTS) (J. Davison 2 AST),"[1628988, 1631120]",1610612745.0,HOU,pullup,,,,,,Mid-Range,16-24 Right Center,18.63,Made,Holiday,A. Holiday,,,,,,,7.0,,,J. Davison,1631120.0,2.0,,,,,,,
597,PT02M26.00S,2026-02-26T03:07:46.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631342,93.11760840998686,54.90196078431373,1610612758,126,94,2026-02-26T03:08:03Z,5870000,False,25.0,12.0,1,right,D. Plowden driving DUNK (7 PTS) (K. Hayes 3 AST),"[1631342, 1630165]",1610612758.0,SAC,driving,,,,,,Restricted Area,0-8 Center,2.74,Made,Plowden,D. Plowden,,,,,,,7.0,,,K. Hayes,1630165.0,3.0,,,,,,,
598,PT02M04.00S,2026-02-26T03:08:07.6Z,4,REGULAR,turnover,bad pass,[],1628988,,,1610612745,126,94,2026-02-26T03:08:12Z,5880000,False,,,0,,A. Holiday bad pass TURNOVER (2 TO),"[1628988, 1630165]",1610612745.0,HOU,,,,,,,Mid-Range,16-24 Right Center,,,Holiday,A. Holiday,,,,,,,,,2.0,,,,,Hayes,1630165.0,,,,
599,PT02M04.00S,2026-02-26T03:08:07.6Z,4,REGULAR,steal,,[],1630165,,,1610612758,126,94,2026-02-26T03:08:09Z,5890000,False,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612758.0,SAC,,,,,,,Mid-Range,16-24 Right Center,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,
600,PT01M57.00S,2026-02-26T03:08:15.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1642363,70.64717477003943,81.12745098039215,1610612758,126,94,2026-02-26T03:08:20Z,5900000,False,156.0,223.0,1,right,MISS N. Clifford 27' 3PT,[1642363],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,27.22,Missed,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,
601,PT01M54.00S,2026-02-26T03:08:18.3Z,4,REGULAR,rebound,defensive,[],1631120,,,1610612745,126,94,2026-02-26T03:08:20Z,5910000,False,,,0,,J. Davison REBOUND (Off:0 Def:2),[1631120],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Davison,J. Davison,,,600.0,2.0,2.0,0.0,,,,,,,,,,,,,
603,PT01M38.00S,2026-02-26T03:08:34.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631120,14.14257555847569,54.41176470588235,1610612745,128,94,2026-02-26T03:08:39Z,5920000,False,-22.0,80.0,1,left,J. Davison 8' pullup Jump Shot (2 PTS),[1631120],1610612745.0,HOU,pullup,,,,,,In The Paint (Non-RA),8-16 Center,8.34,Made,Davison,J. Davison,,,,,,,2.0,,,,,,,,,,,,
604,PT01M27.00S,2026-02-26T03:08:49.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631342,91.40932982917214,54.166666666666664,1610612758,128,96,2026-02-26T03:08:54Z,5930000,False,21.0,28.0,1,right,D. Plowden cutting DUNK (9 PTS) (D. Eubanks 1 AST),"[1631342, 1629234]",1610612758.0,SAC,cutting,,,,,,Restricted Area,0-8 Center,3.51,Made,Plowden,D. Plowden,,,,,,,9.0,,,D. Eubanks,1629234.0,1.0,,,,,,,
606,PT01M04.00S,2026-02-26T03:09:14.6Z,4,REGULAR,3pt,Jump Shot,[],1631120,27.94021024967148,16.42156862745098,1610612745,128,96,2026-02-26T03:09:21Z,5950000,False,168.0,210.0,1,left,MISS J. Davison 26' pullup 3PT,[1631120],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Right Center,26.89,Missed,Davison,J. Davison,,,,,,,,,,,,,,,,,,,
607,PT01M03.00S,2026-02-26T03:09:15.6Z,4,REGULAR,rebound,defensive,[],1629234,,,1610612758,128,96,2026-02-26T03:09:21Z,5960000,False,,,0,,D. Eubanks REBOUND (Off:2 Def:3),[1629234],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,,,Eubanks,D. Eubanks,,,606.0,5.0,3.0,2.0,,,,,,,,,,,,,
608,PT00M58.40S,2026-02-26T03:09:23.5Z,4,REGULAR,foul,personal,['2freethrow'],1628988,,,1610612758,128,96,2026-02-26T03:12:30Z,5970000,False,,,0,,A. Holiday shooting personal FOUL (3 PF) (Eubanks 2 FT),"[1628988, 1629234]",1610612745.0,HOU,shooting,,,,,,Mid-Range,16-24 Left Center,,,Holiday,A. Holiday,,,,,,,,202058.0,,,,,,,,3.0,0.0,Eubanks,1629234.0
610,PT00M58.40S,2026-02-26T03:09:51.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,128,96,2026-02-26T03:09:51Z,5990000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT00M58.40S,2026-02-26T03:12:33.0Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629234,,,1610612758,128,96,2026-02-26T03:26:07Z,6000000,False,,,0,,MISS D. Eubanks Free Throw 1 of 2,[1629234],1610612758.0,SAC,,,,,,,,,,Missed,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,
614,PT00M58.40S,2026-02-26T03:12:33.0Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612758,128,96,2026-02-26T03:26:07Z,6010000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,613.0,,,,,,,,,,,,,,,,
615,PT00M58.40S,2026-02-26T03:12:33.0Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629234,,,1610612758,128,97,2026-02-26T03:26:07Z,6020000,False,,,0,,D. Eubanks Free Throw 2 of 2 (1 PTS),[1629234],1610612758.0,SAC,,,,,,,,,,Made,Eubanks,D. Eubanks,,,,,,,1.0,,,,,,,,,,,,
616,PT00M41.50S,2026-02-26T03:12:56.4Z,4,REGULAR,3pt,Jump Shot,[],1628988,26.49474375821288,86.51960784313727,1610612745,128,97,2026-02-26T03:26:48Z,6030000,False,-183.0,197.0,1,left,MISS A. Holiday 26' pullup 3PT,[1628988],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Left Center,26.83,Missed,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,
617,PT00M39.30S,2026-02-26T03:12:58.6Z,4,REGULAR,rebound,defensive,[],1631342,,,1610612758,128,97,2026-02-26T03:13:04Z,6040000,False,,,0,,D. Plowden REBOUND (Off:0 Def:2),[1631342],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,Plowden,D. Plowden,,,616.0,2.0,2.0,0.0,,,,,,,,,,,,,
618,PT00M32.10S,2026-02-26T03:13:05.9Z,4,REGULAR,3pt,Jump Shot,[],1631342,70.38436268068331,20.34313725490196,1610612758,128,97,2026-02-26T03:13:10Z,6050000,False,-148.0,226.0,1,right,MISS D. Plowden 27' 3PT,[1631342],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,27.02,Missed,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,
619,PT00M28.00S,2026-02-26T03:13:10.0Z,4,REGULAR,rebound,offensive,[],1631116,,,1610612758,128,97,2026-02-26T03:13:10Z,6060000,False,,,0,,P. Baldwin Jr. REBOUND (Off:2 Def:0),[1631116],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,Baldwin Jr.,P. Baldwin Jr.,,,618.0,2.0,0.0,2.0,,,,,,,,,,,,,
620,PT00M28.00S,2026-02-26T03:13:09.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631116,94.40999984741211,50.0,1610612758,128,97,2026-02-26T03:13:09Z,6070000,False,0.0,0.0,1,right,MISS P. Baldwin Jr. tip Layup,[1631116],1610612758.0,SAC,tip,,,,,,Mid-Range,8-16 Left,0.0,Missed,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,
621,PT00M27.10S,2026-02-26T03:13:10.8Z,4,REGULAR,rebound,offensive,[],1631116,,,1610612758,128,97,2026-02-26T03:13:10Z,6080000,False,,,0,,P. Baldwin Jr. REBOUND (Off:3 Def:0),[1631116],1610612758.0,SAC,,,,,,,Mid-Range,8-16 Left,,,Baldwin Jr.,P. Baldwin Jr.,,,620.0,3.0,0.0,3.0,,,,,,,,,,,,,
622,PT00M27.10S,2026-02-26T03:13:10.8Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631116,94.40999984741211,50.0,1610612758,128,97,2026-02-26T03:13:13Z,6090000,False,0.0,0.0,1,right,MISS P. Baldwin Jr. tip Layup,[1631116],1610612758.0,SAC,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,
623,PT00M27.10S,2026-02-26T03:13:10.8Z,4,REGULAR,rebound,defensive,[],1629006,,,1610612745,128,97,2026-02-26T03:13:13Z,6100000,False,,,0,,J. Okogie REBOUND (Off:0 Def:7),[1629006],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,Okogie,J. Okogie,,,622.0,7.0,7.0,0.0,,,,,,,,,,,,,
624,PT00M03.10S,2026-02-26T03:13:37.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612745,128,97,2026-02-26T03:13:50Z,6110000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M00.00S,2026-02-26T03:14:00.4Z,4,REGULAR,period,end,[],0,,,1610612758,128,97,2026-02-26T03:14:00Z,6120000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M00.00S,2026-02-26T03:14:05.3Z,4,REGULAR,game,end,[],0,,,0,128,97,2026-02-26T03:14:05Z,6130000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
