actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
589,PT05M49.00S,2023-02-25T02:44:00.9Z,4,REGULAR,turnover,bad pass,[],203506,,,1610612748,116,87,2023-02-25T02:44:13Z,5870000,False,,,0,,V. Oladipo bad pass TURNOVER (2 TO),"[203506, 203114]",1610612748.0,MIA,,,,,,,Mid-Range,8-16 Left,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,2.0,Middleton,203114.0,
590,PT05M49.00S,2023-02-25T02:44:00.9Z,4,REGULAR,steal,,[],203114,,,1610612749,116,87,2023-02-25T02:44:03Z,5880000,False,,,0,,K. Middleton STEAL (1 STL),[203114],1610612749.0,MIL,,,,,,,Mid-Range,8-16 Left,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,
591,PT05M36.00S,2023-02-25T02:44:12.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203114,92.85479632063075,73.0392156862745,1610612749,118,87,2023-02-25T02:44:17Z,5890000,False,115.0,15.0,1,right,K. Middleton 11' pullup Jump Shot (12 PTS) (A. Green 3 AST),"[203114, 1631260]",1610612749.0,MIL,pullup,,,,,,Mid-Range,8-16 Right,,,,Middleton,K. Middleton,,,Made,12.0,,,,,11.61,A. Green,1631260.0,3.0,,,,,,
593,PT05M23.00S,2023-02-25T02:44:25.6Z,4,REGULAR,3pt,Jump Shot,[],1629312,32.802233902759525,33.33333333333333,1610612748,118,87,2023-02-25T02:44:32Z,5910000,False,83.0,256.0,1,left,MISS H. Highsmith 26' 3PT,[1629312],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Highsmith,H. Highsmith,,,Missed,,,,,,26.9,,,,,,,,,
594,PT05M19.00S,2023-02-25T02:44:29.6Z,4,REGULAR,rebound,defensive,[],1631260,,,1610612749,118,87,2023-02-25T02:44:32Z,5920000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Green,A. Green,,,,,593.0,1.0,1.0,0.0,,,,,,,,,,
595,PT05M13.00S,2023-02-25T02:44:35.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203114,66.96780551905388,65.19607843137256,1610612749,118,87,2023-02-25T02:44:44Z,5930000,False,76.0,258.0,1,right,MISS K. Middleton 26' running pullup 3PT - blocked,"[203114, 1629622]",1610612749.0,MIL,running pullup,,,,,,Above the Break 3,24+ Center,,,,Middleton,K. Middleton,,,Missed,,,,,,26.9,,,,Strus,1629622.0,,,,
596,PT05M13.00S,2023-02-25T02:44:35.6Z,4,REGULAR,block,,[],1629622,,,1610612749,118,87,2023-02-25T02:44:40Z,5940000,False,,,0,,M. Strus BLOCK (1 BLK),[1629622],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,
597,PT05M09.00S,2023-02-25T02:44:39.6Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,118,87,2023-02-25T02:44:44Z,5950000,False,,,0,,C. Martin REBOUND (Off:1 Def:4),[1628997],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Martin,C. Martin,,,,,595.0,5.0,4.0,1.0,,,,,,,,,,
598,PT05M09.00S,2023-02-25T02:44:46.9Z,4,REGULAR,foul,personal,['2freethrow'],203114,,,1610612748,118,87,2023-02-25T02:44:55Z,5960000,False,,,0,,K. Middleton shooting personal FOUL (2 PF) (Martin 2 FT),"[203114, 1628997]",1610612749.0,MIL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,2005.0,2.0,0.0,Middleton,K. Middleton,Martin,1628997.0,,,,,,,,,,,,,,,,
600,PT05M09.00S,2023-02-25T02:45:10.7Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1628997,,,1610612748,118,88,2023-02-25T02:45:10Z,5980000,False,,,0,,C. Martin Free Throw 1 of 2 (14 PTS),[1628997],1610612748.0,MIA,,,,,,,,,,,,Martin,C. Martin,,,Made,14.0,,,,,,,,,,,,,,
601,PT05M09.00S,2023-02-25T02:45:14.0Z,4,REGULAR,substitution,out,[],203506,,,1610612748,118,88,2023-02-25T02:45:18Z,5990000,False,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,,,,,,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,
602,PT05M09.00S,2023-02-25T02:45:14.0Z,4,REGULAR,substitution,in,[],1631288,,,1610612748,118,88,2023-02-25T02:45:18Z,6000000,False,,,0,,SUB in: J. Cain,[1631288],1610612748.0,MIA,,,,,,,,,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,
603,PT05M09.00S,2023-02-25T02:45:33.2Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1628997,,,1610612748,118,89,2023-02-25T02:45:33Z,6010000,False,,,0,,C. Martin Free Throw 2 of 2 (15 PTS),[1628997],1610612748.0,MIA,,,,,,,,,,,,Martin,C. Martin,,,Made,15.0,,,,,,,,,,,,,,
604,PT04M54.00S,2023-02-25T02:45:48.7Z,4,REGULAR,3pt,Jump Shot,[],201950,89.48751642575559,94.87591911764706,1610612749,121,89,2023-02-25T02:45:58Z,6020000,False,224.0,46.0,1,right,J. Holiday 3PT  (21 PTS) (K. Middleton 5 AST),"[201950, 203114]",1610612749.0,MIL,,,,,,,Right Corner 3,24+ Right,,,,Holiday,J. Holiday,,,Made,21.0,,,,,22.91,K. Middleton,203114.0,5.0,,,,,,
606,PT04M43.00S,2023-02-25T02:46:00.7Z,4,REGULAR,3pt,Jump Shot,[],1629130,35.955978975032856,51.71568627450981,1610612748,121,89,2023-02-25T02:46:05Z,6040000,False,-9.0,285.0,1,left,MISS D. Robinson 28' 3PT,[1629130],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Robinson,D. Robinson,,,Missed,,,,,,28.56,,,,,,,,,
607,PT04M40.00S,2023-02-25T02:46:03.7Z,4,REGULAR,rebound,defensive,[],201572,,,1610612749,121,89,2023-02-25T02:46:05Z,6050000,False,,,0,,B. Lopez REBOUND (Off:3 Def:4),[201572],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Lopez,B. Lopez,,,,,606.0,7.0,4.0,3.0,,,,,,,,,,
608,PT04M30.00S,2023-02-25T02:46:14.4Z,4,REGULAR,3pt,Jump Shot,[],201950,70.77858081471747,16.666666666666664,1610612749,124,89,2023-02-25T02:49:01Z,6060000,False,-167.0,222.0,1,right,J. Holiday 27' 3PT  (24 PTS) (A. Green 4 AST),"[201950, 1631260]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Holiday,J. Holiday,,,Made,24.0,,,,,27.78,A. Green,1631260.0,4.0,,,,,,
610,PT04M29.00S,2023-02-25T02:46:21.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,124,89,2023-02-25T02:46:21Z,6080000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT04M29.00S,2023-02-25T02:49:06.1Z,4,REGULAR,substitution,out,[],204060,,,1610612748,124,89,2023-02-25T02:49:32Z,6090000,False,,,0,,SUB out: J. Ingles,[204060],1610612749.0,MIL,,,,,,,,,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,
612,PT04M29.00S,2023-02-25T02:49:06.1Z,4,REGULAR,substitution,out,[],201572,,,1610612748,124,89,2023-02-25T02:49:32Z,6100000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,,,,,,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,
613,PT04M29.00S,2023-02-25T02:49:06.1Z,4,REGULAR,substitution,out,[],201950,,,1610612748,124,89,2023-02-25T02:49:32Z,6110000,False,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
614,PT04M29.00S,2023-02-25T02:49:06.1Z,4,REGULAR,substitution,out,[],203114,,,1610612748,124,89,2023-02-25T02:49:32Z,6120000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,,,,,,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,
615,PT04M29.00S,2023-02-25T02:49:06.1Z,4,REGULAR,substitution,in,[],1630699,,,1610612748,124,89,2023-02-25T02:49:32Z,6130000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612749.0,MIL,,,,,,,,,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,
616,PT04M29.00S,2023-02-25T02:49:06.1Z,4,REGULAR,substitution,in,[],203086,,,1610612748,124,89,2023-02-25T02:49:32Z,6140000,False,,,0,,SUB in: M. Leonard,[203086],1610612749.0,MIL,,,,,,,,,,,,Leonard,M. Leonard,,,,,,,,,,,,,,,,,,
617,PT04M29.00S,2023-02-25T02:49:06.1Z,4,REGULAR,substitution,in,[],1628975,,,1610612748,124,89,2023-02-25T02:49:32Z,6150000,False,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,,,,,,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,
618,PT04M29.00S,2023-02-25T02:49:06.1Z,4,REGULAR,substitution,in,[],203648,,,1610612748,124,89,2023-02-25T02:49:32Z,6160000,False,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,,,,,,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,
619,PT04M11.00S,2023-02-25T02:50:04.0Z,4,REGULAR,turnover,bad pass,[],1629130,,,1610612748,124,89,2023-02-25T02:50:11Z,6170000,False,,,0,,D. Robinson bad pass TURNOVER (1 TO),"[1629130, 1631260]",1610612748.0,MIA,,,,,,,Mid-Range,8-16 Left,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,1.0,Green,1631260.0,
620,PT04M11.00S,2023-02-25T02:50:04.0Z,4,REGULAR,steal,,[],1631260,,,1610612749,124,89,2023-02-25T02:50:07Z,6180000,False,,,0,,A. Green STEAL (1 STL),[1631260],1610612749.0,MIL,,,,,,,Mid-Range,8-16 Left,,,,Green,A. Green,,,,,,,,,,,,,,,,,,
621,PT04M07.00S,2023-02-25T02:50:08.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631260,64.60249671484888,39.950980392156865,1610612749,124,89,2023-02-25T02:50:15Z,6190000,False,-50.0,280.0,1,right,MISS A. Green 28' running pullup 3PT,[1631260],1610612749.0,MIL,running pullup,,,,,,Above the Break 3,24+ Center,,,,Green,A. Green,,,Missed,,,,,,28.47,,,,,,,,,
622,PT04M04.00S,2023-02-25T02:50:10.8Z,4,REGULAR,rebound,defensive,[],1631288,,,1610612748,124,89,2023-02-25T02:50:10Z,6200000,False,,,0,,J. Cain REBOUND (Off:0 Def:1),[1631288],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Cain,J. Cain,,,,,621.0,1.0,1.0,0.0,,,,,,,,,,
623,PT03M45.00S,2023-02-25T02:50:29.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631288,9.017739816031538,45.09803921568628,1610612748,124,91,2023-02-25T02:50:35Z,6210000,False,25.0,32.0,1,left,J. Cain Hook (2 PTS) (C. Martin 1 AST),"[1631288, 1628997]",1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Cain,J. Cain,,,Made,2.0,,,,,4.05,C. Martin,1628997.0,1.0,,,,,,
625,PT03M22.00S,2023-02-25T02:50:52.9Z,4,REGULAR,2pt,Jump Shot,[],1628975,76.69185282522996,29.901960784313726,1610612749,124,91,2023-02-25T02:50:58Z,6230000,False,-100.0,167.0,1,right,MISS J. Carter 19' pullup Shot,[1628975],1610612749.0,MIL,pullup,,,,,,Mid-Range,16-24 Left Center,,,,Carter,J. Carter,,,Missed,,,,,,19.46,,,,,,,,,
626,PT03M19.00S,2023-02-25T02:50:55.9Z,4,REGULAR,rebound,defensive,[],1629312,,,1610612748,124,91,2023-02-25T02:50:58Z,6240000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Left Center,,,,Highsmith,H. Highsmith,,,,,625.0,1.0,1.0,0.0,,,,,,,,,,
627,PT03M08.00S,2023-02-25T02:51:06.9Z,4,REGULAR,3pt,Jump Shot,[],1628997,30.042706964520367,77.69607843137256,1610612748,124,91,2023-02-25T02:51:11Z,6250000,False,-138.0,230.0,1,left,MISS C. Martin 26' 3PT,[1628997],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Martin,C. Martin,,,Missed,,,,,,26.84,,,,,,,,,
628,PT03M05.00S,2023-02-25T02:51:09.9Z,4,REGULAR,rebound,defensive,[],1630699,,,1610612749,124,91,2023-02-25T02:51:11Z,6260000,False,,,0,,M. Beauchamp REBOUND (Off:0 Def:2),[1630699],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Beauchamp,M. Beauchamp,,,,,627.0,2.0,2.0,0.0,,,,,,,,,,
629,PT02M50.00S,2023-02-25T02:51:24.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203648,92.19776609724047,52.450980392156865,1610612749,126,91,2023-02-25T02:51:29Z,6270000,False,12.0,21.0,1,right,T. Antetokounmpo driving DUNK (2 PTS),[203648],1610612749.0,MIL,driving,,,,,,Restricted Area,0-8 Center,,,,Antetokounmpo,T. Antetokounmpo,,,Made,2.0,,,,,2.42,,,,,,,,,
630,PT02M29.00S,2023-02-25T02:51:45.7Z,4,REGULAR,3pt,Jump Shot,[],1629130,35.56176084099869,47.05882352941176,1610612748,126,91,2023-02-25T02:51:50Z,6280000,False,15.0,282.0,1,left,MISS D. Robinson 28' 3PT,[1629130],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Robinson,D. Robinson,,,Missed,,,,,,28.22,,,,,,,,,
631,PT02M27.00S,2023-02-25T02:51:47.7Z,4,REGULAR,rebound,defensive,[],1628975,,,1610612749,126,91,2023-02-25T02:51:50Z,6290000,False,,,0,,J. Carter REBOUND (Off:1 Def:7),[1628975],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Carter,J. Carter,,,,,630.0,8.0,7.0,1.0,,,,,,,,,,
632,PT02M14.00S,2023-02-25T02:52:00.2Z,4,REGULAR,3pt,Jump Shot,[],1631260,75.1149802890933,8.333333333333332,1610612749,126,91,2023-02-25T02:52:07Z,6300000,False,-208.0,181.0,1,right,MISS A. Green 27' 3PT,[1631260],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Green,A. Green,,,Missed,,,,,,27.62,,,,,,,,,
633,PT02M12.00S,2023-02-25T02:52:02.5Z,4,REGULAR,rebound,offensive,[],203086,,,1610612749,126,91,2023-02-25T02:52:02Z,6310000,False,,,0,,M. Leonard REBOUND (Off:2 Def:3),[203086],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Leonard,M. Leonard,,,,,632.0,5.0,3.0,2.0,,,,,,,,,,
634,PT02M11.00S,2023-02-25T02:52:04.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631260,92.32917214191852,51.225490196078425,1610612749,126,91,2023-02-25T02:52:14Z,6320000,False,6.0,20.0,1,right,MISS A. Green cutting Layup,[1631260],1610612749.0,MIL,cutting,,,,,,Restricted Area,0-8 Center,,,,Green,A. Green,,,Missed,,,,,,2.05,,,,,,,,,
635,PT02M11.00S,2023-02-25T02:52:04.3Z,4,REGULAR,rebound,defensive,[],1629312,,,1610612748,126,91,2023-02-25T02:52:14Z,6330000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:2),[1629312],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Highsmith,H. Highsmith,,,,,634.0,2.0,2.0,0.0,,,,,,,,,,
636,PT02M11.00S,2023-02-25T02:52:13.5Z,4,REGULAR,foul,personal,[],1630699,,,1610612748,126,91,2023-02-25T02:52:20Z,6340000,False,,,0,,M. Beauchamp personal FOUL (1 PF),"[1630699, 1629312]",1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,2005.0,1.0,0.0,Beauchamp,M. Beauchamp,Highsmith,1629312.0,,,,,,,,,,,,,,,,
638,PT02M00.00S,2023-02-25T02:52:26.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,6.389618922470433,49.26470588235294,1610612748,126,93,2023-02-25T02:52:32Z,6360000,False,4.0,8.0,1,left,C. Martin driving reverse Layup (17 PTS),[1628997],1610612748.0,MIA,driving reverse,,,,,,Restricted Area,0-8 Center,,,,Martin,C. Martin,,,Made,17.0,,,,,0.85,,,,,,,,,
639,PT01M49.00S,2023-02-25T02:52:40.1Z,4,REGULAR,turnover,lost ball,[],1628975,,,1610612749,126,93,2023-02-25T02:55:29Z,6370000,False,,,0,,J. Carter lost ball TURNOVER (1 TO),"[1628975, 1629130]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Carter,J. Carter,,,,,,,,,,,,,,,1.0,Robinson,1629130.0,
640,PT01M49.00S,2023-02-25T02:52:40.1Z,4,REGULAR,steal,,[],1629130,,,1610612748,126,93,2023-02-25T03:01:13Z,6380000,False,,,0,,D. Robinson STEAL (2 STL),[1629130],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
641,PT01M46.00S,2023-02-25T02:52:46.2Z,4,REGULAR,turnover,lost ball,[],1629130,,,1610612748,126,93,2023-02-25T03:01:18Z,6390000,False,,,0,,D. Robinson lost ball TURNOVER (2 TO),"[1629130, 203086]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,2.0,Leonard,203086.0,
642,PT01M46.00S,2023-02-25T02:52:46.2Z,4,REGULAR,steal,,[],203086,,,1610612749,126,93,2023-02-25T02:52:49Z,6400000,False,,,0,,M. Leonard STEAL (1 STL),[203086],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Leonard,M. Leonard,,,,,,,,,,,,,,,,,,
643,PT01M42.00S,2023-02-25T02:52:50.1Z,4,REGULAR,turnover,bad pass,[],1631260,,,1610612749,126,93,2023-02-25T02:57:12Z,6410000,False,,,0,,A. Green bad pass TURNOVER (1 TO),"[1631260, 1629130]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Green,A. Green,,,,,,,,,,,,,,,1.0,Robinson,1629130.0,
644,PT01M42.00S,2023-02-25T02:52:50.1Z,4,REGULAR,steal,,[],1629130,,,1610612748,126,93,2023-02-25T02:52:52Z,6420000,False,,,0,,D. Robinson STEAL (3 STL),[1629130],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
645,PT01M33.00S,2023-02-25T02:52:54.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631288,16.245072273324574,94.36274509803921,1610612748,126,93,2023-02-25T02:53:08Z,6430000,False,-222.0,100.0,1,left,MISS J. Cain 24' 3PT,[1631288],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Cain,J. Cain,,,Missed,,,,,,24.34,,,,,,,,,
646,PT01M29.00S,2023-02-25T02:52:58.4Z,4,REGULAR,rebound,defensive,[],203086,,,1610612749,126,93,2023-02-25T02:52:58Z,6440000,False,,,0,,M. Leonard REBOUND (Off:2 Def:4),[203086],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Leonard,M. Leonard,,,,,645.0,6.0,4.0,2.0,,,,,,,,,,
647,PT01M20.00S,2023-02-25T02:53:11.7Z,4,REGULAR,foul,personal,[],1628997,,,1610612749,126,93,2023-02-25T02:53:32Z,6450000,False,,,0,,C. Martin personal FOUL (2 PF),"[1628997, 203648]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,2004.0,2.0,0.0,Martin,C. Martin,Antetokounmpo,203648.0,,,,,,,,,,,,,,,,
649,PT01M13.00S,2023-02-25T02:53:44.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629622,,,1610612749,126,93,2023-02-25T02:54:05Z,6470000,False,,,0,,M. Strus shooting personal FOUL (3 PF) (Carter 2 FT),"[1629622, 1628975]",1610612748.0,MIA,shooting,,,,,,In The Paint (Non-RA),8-16 Center,2004.0,3.0,0.0,Strus,M. Strus,Carter,1628975.0,,,,,,,,,,,,,,,,
651,PT01M13.00S,2023-02-25T02:54:06.7Z,4,REGULAR,freethrow,1 of 2,[],1628975,,,1610612749,126,93,2023-02-25T02:54:06Z,6490000,False,,,0,,MISS J. Carter Free Throw 1 of 2,[1628975],1610612749.0,MIL,,,,,,,,,,,,Carter,J. Carter,,,Missed,,,,,,,,,,,,,,,
652,PT01M13.00S,2023-02-25T02:54:06.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,126,93,2023-02-25T02:54:06Z,6500000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,651.0,,,,,,,,,,,,,
653,PT01M13.00S,2023-02-25T02:54:06.7Z,4,REGULAR,freethrow,2 of 2,[],1628975,,,1610612749,126,93,2023-02-25T02:54:19Z,6510000,False,,,0,,MISS J. Carter Free Throw 2 of 2,[1628975],1610612749.0,MIL,,,,,,,,,,,,Carter,J. Carter,,,Missed,,,,,,,,,,,,,,,
654,PT01M12.00S,2023-02-25T02:54:07.7Z,4,REGULAR,rebound,offensive,[],203648,,,1610612749,126,93,2023-02-25T03:03:19Z,6520000,False,,,0,,T. Antetokounmpo REBOUND (Off:1 Def:0),[203648],1610612749.0,MIL,,,,,,,,,,,,Antetokounmpo,T. Antetokounmpo,,,,,653.0,1.0,0.0,1.0,,,,,,,,,,
655,PT01M00.00S,2023-02-25T02:54:30.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628975,87.46714848883047,50.245098039215684,1610612749,126,93,2023-02-25T02:54:43Z,6530000,False,1.0,65.0,1,right,MISS J. Carter 6' driving finger roll Layup - blocked,"[1628975, 1628997]",1610612749.0,MIL,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,,,,Carter,J. Carter,,,Missed,,,,,,6.53,,,,Martin,1628997.0,,,,
656,PT01M00.00S,2023-02-25T02:54:30.1Z,4,REGULAR,block,,[],1628997,,,1610612749,126,93,2023-02-25T02:54:33Z,6540000,False,,,0,,C. Martin BLOCK (3 BLK),[1628997],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
657,PT01M00.00S,2023-02-25T02:54:30.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,126,93,2023-02-25T02:54:36Z,6550000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,655.0,,,,,,,,,,,,,
660,PT00M57.20S,2023-02-25T02:54:59.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630699,73.80091984231275,11.76470588235294,1610612749,126,93,2023-02-25T02:55:08Z,6580000,False,-191.0,194.0,1,right,MISS M. Beauchamp 27' 3PT,[1630699],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Beauchamp,M. Beauchamp,,,Missed,,,,,,27.22,,,,,,,,,
661,PT00M54.30S,2023-02-25T02:55:02.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,126,93,2023-02-25T02:55:08Z,6590000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,660.0,,,,,,,,,,,,,
663,PT00M42.00S,2023-02-25T02:55:24.8Z,4,REGULAR,3pt,Jump Shot,[],1629622,31.61957950065703,68.87254901960785,1610612748,126,96,2023-02-25T02:55:56Z,6610000,False,-94.0,245.0,1,left,M. Strus 26' 3PT  (5 PTS) (J. Cain 1 AST),"[1629622, 1631288]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Strus,M. Strus,,,Made,5.0,,,,,26.23,J. Cain,1631288.0,1.0,,,,,,
665,PT00M31.60S,2023-02-25T02:55:39.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628975,92.19776609724047,50.49019607843137,1610612749,128,96,2023-02-25T02:55:59Z,6630000,False,2.0,21.0,1,right,J. Carter driving Layup (11 PTS),[1628975],1610612749.0,MIL,driving,,,,,,Restricted Area,0-8 Center,,,,Carter,J. Carter,,,Made,11.0,,,,,2.09,,,,,,,,,
666,PT00M19.20S,2023-02-25T02:55:53.0Z,4,REGULAR,3pt,Jump Shot,[],1628997,29.6484888304862,75.98039215686273,1610612748,128,96,2023-02-25T02:56:03Z,6640000,False,-130.0,226.0,1,left,MISS C. Martin 26' 3PT,[1628997],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Martin,C. Martin,,,Missed,,,,,,26.08,,,,,,,,,
667,PT00M19.20S,2023-02-25T02:55:53.0Z,4,REGULAR,rebound,offensive,[],1629622,,,1610612748,128,96,2023-02-25T02:56:03Z,6650000,False,,,0,,M. Strus REBOUND (Off:2 Def:2),[1629622],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Strus,M. Strus,,,,,666.0,4.0,2.0,2.0,,,,,,,,,,
668,PT00M14.50S,2023-02-25T02:55:57.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629312,34.37910643889619,53.67647058823529,1610612748,128,99,2023-02-25T02:56:07Z,6660000,False,-18.0,271.0,1,left,H. Highsmith 27' 3PT  (3 PTS) (M. Strus 4 AST),"[1629312, 1629622]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Highsmith,H. Highsmith,,,Made,3.0,,,,,27.13,M. Strus,1629622.0,4.0,,,,,,
670,PT00M00.00S,2023-02-25T02:56:24.0Z,4,REGULAR,period,end,[],0,,,1610612749,128,99,2023-02-25T02:56:24Z,6680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M00.00S,2023-02-25T02:56:26.8Z,4,REGULAR,game,end,[],0,,,0,128,99,2023-02-25T02:56:26Z,6690000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
