actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
600,PT09M07.00S,2022-10-23T02:08:04.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631095,19.66162943495401,36.51960784313725,1610612745,104,80,2022-10-23T02:08:15Z,5830000,67.0,132.0,1,left,MISS J. Smith Jr. 14' Jump Shot,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,14.85,Missed,,,,,,,,,,,,,,,,,,
601,PT09M04.00S,2022-10-23T02:08:07.9Z,4,REGULAR,rebound,defensive,[],201950,,,1610612749,104,80,2022-10-23T02:08:15Z,5840000,,,0,,J. Holiday REBOUND (Off:0 Def:4),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,600.0,4.0,4.0,0.0,,,,,,,,,,,,,,
602,PT08M56.00S,2022-10-23T02:08:14.9Z,4,REGULAR,3pt,Jump Shot,[],201586,88.91261498028909,96.56862745098039,1610612749,107,80,2022-10-23T02:08:24Z,5850000,233.0,52.0,1,right,S. Ibaka 3PT  (3 PTS) (J. Carter 3 AST),"[201586, 1628975]",1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,Right Corner 3,24+ Right,23.85,Made,,,,,,,,3.0,,J. Carter,1628975.0,3.0,,,,,,
604,PT08M44.00S,2022-10-23T02:08:27.4Z,4,REGULAR,3pt,Jump Shot,[],1631095,34.247700394218136,44.36274509803921,1610612745,107,83,2022-10-23T02:08:32Z,5870000,28.0,269.0,1,left,J. Smith Jr. 27' 3PT  (13 PTS) (K. Porter Jr. 5 AST),"[1631095, 1629645]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,27.09,Made,,,,,,,,13.0,,K. Porter Jr.,1629645.0,5.0,,,,,,
606,PT08M20.00S,2022-10-23T02:08:50.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.19776609724047,51.470588235294116,1610612749,107,83,2022-10-23T02:08:55Z,5890000,7.0,21.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,,
607,PT08M18.00S,2022-10-23T02:08:53.1Z,4,REGULAR,rebound,defensive,[],1629645,,,1610612745,107,83,2022-10-23T02:08:53Z,5900000,,,0,,K. Porter Jr. REBOUND (Off:2 Def:3),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,606.0,5.0,3.0,2.0,,,,,,,,,,,,,,
608,PT08M08.00S,2022-10-23T02:09:03.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,8.623521681997373,50.245098039215684,1610612745,107,85,2022-10-23T02:09:09Z,5910000,-1.0,29.0,1,left,A. Sengun cutting DUNK (9 PTS) (J. Smith Jr. 1 AST),"[1630578, 1631095]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,,,9.0,,J. Smith Jr.,1631095.0,1.0,,,,,,
610,PT08M08.00S,2022-10-23T02:09:10.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,107,85,2022-10-23T02:09:10Z,5930000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT08M08.00S,2022-10-23T02:11:17.9Z,4,REGULAR,substitution,out,[],203507,,,1610612749,107,85,2022-10-23T02:11:43Z,5940000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT08M08.00S,2022-10-23T02:11:17.9Z,4,REGULAR,substitution,out,[],1631095,,,1610612749,107,85,2022-10-23T02:11:43Z,5950000,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT08M08.00S,2022-10-23T02:11:17.9Z,4,REGULAR,substitution,out,[],1630528,,,1610612749,107,85,2022-10-23T02:11:43Z,5960000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT08M08.00S,2022-10-23T02:11:17.9Z,4,REGULAR,substitution,in,[],1626171,,,1610612749,107,85,2022-10-23T02:11:43Z,5970000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT08M08.00S,2022-10-23T02:11:17.9Z,4,REGULAR,substitution,in,[],1630231,,,1610612749,107,85,2022-10-23T02:11:43Z,5980000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT08M08.00S,2022-10-23T02:11:17.9Z,4,REGULAR,substitution,in,[],1631106,,,1610612749,107,85,2022-10-23T02:11:43Z,5990000,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT07M58.00S,2022-10-23T02:12:11.6Z,4,REGULAR,turnover,out-of-bounds,[],1628975,,,1610612749,107,85,2022-10-23T02:13:11Z,6000000,,,0,,J. Carter bad pass out-of-bounds TURNOVER (3 TO),[1628975],1610612749.0,MIL,bad pass,,,Carter,J. Carter,,,,,Mid-Range,16-24 Right Center,,,,,,,3.0,,,,1155.0,,,,,,,,,
618,PT07M39.00S,2022-10-23T02:12:33.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629645,18.610381077529567,59.31372549019608,1610612745,107,85,2022-10-23T02:12:42Z,6010000,-47.0,122.0,1,left,MISS K. Porter Jr. 13' pullup Shot,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.1,Missed,,,,,,,,,,,,,,,,,,
619,PT07M36.00S,2022-10-23T02:12:36.6Z,4,REGULAR,rebound,defensive,[],201950,,,1610612749,107,85,2022-10-23T02:12:42Z,6020000,,,0,,J. Holiday REBOUND (Off:0 Def:5),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,618.0,5.0,5.0,0.0,,,,,,,,,,,,,,
620,PT07M25.00S,2022-10-23T02:12:49.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201586,85.10183968462549,50.245098039215684,1610612749,107,85,2022-10-23T02:13:52Z,6030000,1.0,88.0,1,right,MISS S. Ibaka 8' Hook,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,In The Paint (Non-RA),8-16 Center,8.75,Missed,,,,,,,,,,,,,,,,,,
621,PT07M24.00S,2022-10-23T02:12:50.7Z,4,REGULAR,rebound,offensive,[],201586,,,1610612749,107,85,2022-10-23T02:13:52Z,6040000,,,0,,S. Ibaka REBOUND (Off:1 Def:3),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,In The Paint (Non-RA),8-16 Center,,,620.0,4.0,3.0,1.0,,,,,,,,,,,,,,
622,PT07M23.00S,2022-10-23T02:13:12.4Z,4,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612749,107,85,2022-10-23T02:13:21Z,6050000,,,0,,T. Eason shooting personal FOUL (3 PF) (Ibaka 2 FT),"[1631106, 201586]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202041.0,,,,3.0,0.0,Ibaka,201586.0,,
624,PT07M23.00S,2022-10-23T02:13:22.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201586,,,1610612749,108,85,2022-10-23T02:13:22Z,6070000,,,0,,S. Ibaka Free Throw 1 of 2 (4 PTS),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
625,PT07M23.00S,2022-10-23T02:13:22.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201586,,,1610612749,108,85,2022-10-23T02:13:57Z,6080000,,,0,,MISS S. Ibaka Free Throw 2 of 2,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
626,PT07M20.00S,2022-10-23T02:13:25.7Z,4,REGULAR,rebound,defensive,[],1630578,,,1610612745,108,85,2022-10-23T02:13:57Z,6090000,,,0,,A. Sengun REBOUND (Off:3 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,625.0,7.0,4.0,3.0,,,,,,,,,,,,,,
627,PT07M12.00S,2022-10-23T02:13:54.0Z,4,REGULAR,3pt,Jump Shot,[],1631106,30.17411300919842,26.47058823529412,1610612745,108,88,2022-10-23T02:14:00Z,6100000,118.0,231.0,1,left,T. Eason 25' 3PT  (9 PTS) (K. Martin Jr. 2 AST),"[1631106, 1630231]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,25.93,Made,,,,,,,,9.0,,K. Martin Jr.,1630231.0,2.0,,,,,,
629,PT06M52.00S,2022-10-23T02:14:13.3Z,4,REGULAR,3pt,Jump Shot,[],201586,67.88764783180025,68.38235294117648,1610612749,111,88,2022-10-23T02:14:18Z,6120000,92.0,249.0,1,right,S. Ibaka 26' 3PT  (7 PTS) (J. Holiday 9 AST),"[201586, 201950]",1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,Above the Break 3,24+ Right Center,26.58,Made,,,,,,,,7.0,,J. Holiday,201950.0,9.0,,,,,,
631,PT06M48.00S,2022-10-23T02:14:20.6Z,4,REGULAR,foul,personal,[],201586,,,1610612745,111,88,2022-10-23T02:14:29Z,6140000,,,0,,S. Ibaka personal FOUL (2 PF),"[201586, 1630578]",1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,202041.0,,,,2.0,0.0,Sengun,1630578.0,,
633,PT06M48.00S,2022-10-23T02:14:37.9Z,4,REGULAR,substitution,out,[],201586,,,1610612745,111,88,2022-10-23T02:14:42Z,6160000,,,0,,SUB out: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT06M48.00S,2022-10-23T02:14:37.9Z,4,REGULAR,substitution,in,[],201572,,,1610612745,111,88,2022-10-23T02:14:42Z,6170000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT06M35.00S,2022-10-23T02:14:54.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,7.703679369250986,51.225490196078425,1610612745,111,90,2022-10-23T02:14:59Z,6180000,-6.0,20.0,1,left,K. Martin Jr. cutting DUNK (12 PTS) (K. Porter Jr. 6 AST),"[1630231, 1629645]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,,12.0,,K. Porter Jr.,1629645.0,6.0,,,,,,
637,PT06M19.00S,2022-10-23T02:15:10.6Z,4,REGULAR,3pt,Jump Shot,[],1628960,69.99014454664915,21.07843137254902,1610612749,111,90,2022-10-23T02:15:23Z,6200000,-145.0,230.0,1,right,MISS G. Allen 27' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,27.13,Missed,,,,,,,,,,,,,,,,,,
638,PT06M16.00S,2022-10-23T02:15:13.6Z,4,REGULAR,rebound,defensive,[],1631106,,,1610612745,111,90,2022-10-23T02:15:23Z,6210000,,,0,,T. Eason REBOUND (Off:0 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,637.0,2.0,2.0,0.0,,,,,,,,,,,,,,
639,PT06M09.00S,2022-10-23T02:15:21.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,7.30946123521682,60.5392156862745,1610612745,111,92,2022-10-23T02:16:03Z,6220000,-53.0,16.0,1,left,K. Martin Jr. running Layup (14 PTS) (T. Eason 1 AST),"[1630231, 1631106]",1610612745.0,HOU,running,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.51,Made,,,,,,,,14.0,,T. Eason,1631106.0,1.0,,,,,,
641,PT05M54.00S,2022-10-23T02:15:35.7Z,4,REGULAR,2pt,Jump Shot,[],1626171,79.84559789750328,19.852941176470587,1610612749,111,92,2022-10-23T02:15:40Z,6240000,-151.0,137.0,1,right,MISS B. Portis 20' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left Center,20.37,Missed,,,,,,,,,,,,,,,,,,
642,PT05M52.00S,2022-10-23T02:15:37.7Z,4,REGULAR,rebound,defensive,[],1630578,,,1610612745,111,92,2022-10-23T02:15:40Z,6250000,,,0,,A. Sengun REBOUND (Off:3 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left Center,,,641.0,8.0,5.0,3.0,,,,,,,,,,,,,,
643,PT05M46.00S,2022-10-23T02:15:44.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.30946123521682,47.05882352941176,1610612745,111,94,2022-10-23T02:15:50Z,6260000,15.0,16.0,1,left,J. Green driving finger roll Layup (22 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.19,Made,,,,,,,,22.0,,,,,,,,,,
644,PT05M26.00S,2022-10-23T02:16:04.3Z,4,REGULAR,2pt,Jump Shot,[],201950,75.77201051248358,25.245098039215684,1610612749,111,94,2022-10-23T02:17:16Z,6270000,-124.0,175.0,1,right,MISS J. Holiday 21' step back Shot,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Left Center,21.45,Missed,,,,,,,,,,,,,,,,,,
645,PT05M23.00S,2022-10-23T02:16:07.3Z,4,REGULAR,rebound,defensive,[],1630578,,,1610612745,111,94,2022-10-23T02:16:09Z,6280000,,,0,,A. Sengun REBOUND (Off:3 Def:6),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left Center,,,644.0,9.0,6.0,3.0,,,,,,,,,,,,,,
646,PT05M16.00S,2022-10-23T02:16:16.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,18.2161629434954,42.8921568627451,1610612745,111,96,2022-10-23T02:16:27Z,6290000,36.0,119.0,1,left,K. Porter Jr. 12' pullup Jump Shot (17 PTS),[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,12.39,Made,,,,,,,,17.0,,,,,,,,,,
647,PT05M16.00S,2022-10-23T02:16:21.3Z,4,REGULAR,foul,personal,['1freethrow'],1628975,,,1610612745,111,96,2022-10-23T02:16:44Z,6300000,,,0,,J. Carter shooting personal FOUL (4 PF) (Porter Jr. 1 FT),"[1628975, 1629645]",1610612749.0,MIL,shooting,,,Carter,J. Carter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1155.0,,,,4.0,0.0,Porter Jr.,1629645.0,,
649,PT05M16.00S,2022-10-23T02:16:33.1Z,4,REGULAR,substitution,out,[],1628975,,,1610612745,111,96,2022-10-23T02:16:38Z,6320000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT05M16.00S,2022-10-23T02:16:33.1Z,4,REGULAR,substitution,in,[],201588,,,1610612745,111,96,2022-10-23T02:16:38Z,6330000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT05M16.00S,2022-10-23T02:16:45.3Z,4,REGULAR,freethrow,1 of 1,[],1629645,,,1610612745,111,97,2022-10-23T02:16:45Z,6340000,,,0,,K. Porter Jr. Free Throw 1 of 1 (18 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,,,,,,,18.0,,,,,,,,,,
652,PT04M59.00S,2022-10-23T02:17:03.2Z,4,REGULAR,3pt,Jump Shot,[],201588,81.02825229960578,5.392156862745098,1610612749,114,97,2022-10-23T02:17:08Z,6350000,-223.0,126.0,1,right,G. Hill 25' 3PT  (9 PTS) (J. Holiday 10 AST),"[201588, 201950]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,Above the Break 3,24+ Left Center,25.6,Made,,,,,,,,9.0,,J. Holiday,201950.0,10.0,,,,,,
654,PT04M43.00S,2022-10-23T02:17:23.7Z,4,REGULAR,turnover,out-of-bounds,[],1629645,,,1610612745,114,97,2022-10-23T02:17:37Z,6370000,,,0,,K. Porter Jr. bad pass out-of-bounds TURNOVER (2 TO),[1629645],1610612745.0,HOU,bad pass,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right,,,,,,,2.0,,,,202041.0,,,,,,,,,
655,PT04M28.00S,2022-10-23T02:17:48.0Z,4,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612749,114,97,2022-10-23T02:17:56Z,6380000,,,0,,J. Green shooting personal FOUL (3 PF) (Allen 2 FT),"[1630224, 1628960]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1155.0,,,,3.0,0.0,Allen,1628960.0,,
657,PT04M28.00S,2022-10-23T02:18:17.2Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628960,,,1610612749,114,97,2022-10-23T02:18:17Z,6400000,,,0,,MISS G. Allen Free Throw 1 of 2,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
658,PT04M28.00S,2022-10-23T02:18:17.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,114,97,2022-10-23T02:18:17Z,6410000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,657.0,,,,,,,,,,,,,,,,,
659,PT04M28.00S,2022-10-23T02:18:37.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628960,,,1610612749,115,97,2022-10-23T02:18:37Z,6420000,,,0,,G. Allen Free Throw 2 of 2 (11 PTS),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
660,PT04M12.00S,2022-10-23T02:18:54.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,7.30946123521682,51.71568627450981,1610612745,115,99,2022-10-23T02:18:58Z,6430000,-9.0,16.0,1,left,T. Eason driving Layup (11 PTS) (K. Porter Jr. 7 AST),"[1631106, 1629645]",1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,1.83,Made,,,,,,,,11.0,,K. Porter Jr.,1629645.0,7.0,,,,,,
661,PT03M49.00S,2022-10-23T02:19:17.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,91.93495400788436,52.94117647058824,1610612749,115,99,2022-10-23T02:21:09Z,6440000,15.0,23.0,1,right,MISS G. Allen driving Layup,[1628960],1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,,
662,PT03M48.00S,2022-10-23T02:19:18.2Z,4,REGULAR,rebound,offensive,[],1626171,,,1610612749,115,99,2022-10-23T02:21:09Z,6450000,,,0,,B. Portis REBOUND (Off:3 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,661.0,7.0,4.0,3.0,,,,,,,,,,,,,,
663,PT03M48.00S,2022-10-23T02:19:25.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626171,94.40999984741211,50.0,1610612749,117,99,2022-10-23T02:20:43Z,6460000,0.0,0.0,1,right,B. Portis putback Layup (11 PTS),[1626171],1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,11.0,,,,,,,,,,
664,PT03M47.00S,2022-10-23T02:19:29.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,117,99,2022-10-23T02:19:29Z,6470000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT03M47.00S,2022-10-23T02:20:35.4Z,4,REGULAR,substitution,out,[],1628960,,,1610612745,117,99,2022-10-23T02:20:53Z,6480000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT03M47.00S,2022-10-23T02:20:35.4Z,4,REGULAR,substitution,out,[],201950,,,1610612745,117,99,2022-10-23T02:20:53Z,6490000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT03M47.00S,2022-10-23T02:20:35.4Z,4,REGULAR,substitution,out,[],1629645,,,1610612745,117,99,2022-10-23T02:20:53Z,6500000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT03M47.00S,2022-10-23T02:20:35.4Z,4,REGULAR,substitution,out,[],1630224,,,1610612745,117,99,2022-10-23T02:20:53Z,6510000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT03M47.00S,2022-10-23T02:20:35.4Z,4,REGULAR,substitution,out,[],1630231,,,1610612745,117,99,2022-10-23T02:20:53Z,6520000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT03M47.00S,2022-10-23T02:20:35.4Z,4,REGULAR,substitution,out,[],1631106,,,1610612745,117,99,2022-10-23T02:20:53Z,6530000,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT03M47.00S,2022-10-23T02:20:35.4Z,4,REGULAR,substitution,out,[],1630578,,,1610612745,117,99,2022-10-23T02:20:53Z,6540000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT03M47.00S,2022-10-23T02:20:35.4Z,4,REGULAR,substitution,in,[],1628975,,,1610612745,117,99,2022-10-23T02:20:53Z,6550000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT03M47.00S,2022-10-23T02:20:35.4Z,4,REGULAR,substitution,in,[],1629670,,,1610612745,117,99,2022-10-23T02:20:53Z,6560000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT03M47.00S,2022-10-23T02:20:35.4Z,4,REGULAR,substitution,in,[],1630528,,,1610612745,117,99,2022-10-23T02:20:53Z,6570000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT03M47.00S,2022-10-23T02:20:35.4Z,4,REGULAR,substitution,in,[],1631309,,,1610612745,117,99,2022-10-23T02:20:53Z,6580000,,,0,,SUB in: T. Hudgins,[1631309],1610612745.0,HOU,,,,Hudgins,T. Hudgins,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT03M47.00S,2022-10-23T02:20:35.4Z,4,REGULAR,substitution,in,[],1630227,,,1610612745,117,99,2022-10-23T02:20:53Z,6590000,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT03M47.00S,2022-10-23T02:20:35.4Z,4,REGULAR,substitution,in,[],1630586,,,1610612745,117,99,2022-10-23T02:20:53Z,6600000,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT03M47.00S,2022-10-23T02:20:35.4Z,4,REGULAR,substitution,in,[],1626246,,,1610612745,117,99,2022-10-23T02:20:53Z,6610000,,,0,,SUB in: B. Marjanovic,[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT03M20.00S,2022-10-23T02:21:22.9Z,4,REGULAR,3pt,Jump Shot,[],1630528,28.991458607095925,78.67647058823529,1610612745,117,99,2022-10-23T02:21:30Z,6620000,-143.0,220.0,1,left,MISS J. Christopher 26' step back 3PT,[1630528],1610612745.0,HOU,step back,,,Christopher,J. Christopher,,,,,Above the Break 3,24+ Left Center,26.26,Missed,,,,,,,,,,,,,,,,,,
681,PT03M17.00S,2022-10-23T02:21:26.0Z,4,REGULAR,rebound,defensive,[],201572,,,1610612749,117,99,2022-10-23T02:21:26Z,6630000,,,0,,B. Lopez REBOUND (Off:0 Def:5),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,680.0,5.0,5.0,0.0,,,,,,,,,,,,,,
682,PT02M57.00S,2022-10-23T02:21:46.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,92.9862023653088,52.94117647058824,1610612749,119,99,2022-10-23T02:21:50Z,6640000,15.0,13.0,1,right,J. Nwora driving Layup (9 PTS) (J. Carter 4 AST),"[1629670, 1628975]",1610612749.0,MIL,driving,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,,,,9.0,,J. Carter,1628975.0,4.0,,,,,,
684,PT02M34.00S,2022-10-23T02:22:09.5Z,4,REGULAR,2pt,Jump Shot,[],1630528,15.719448094612352,74.50980392156863,1610612745,119,99,2022-10-23T02:22:14Z,6660000,-123.0,95.0,1,left,MISS J. Christopher 15' turnaround fadeaway Shot,[1630528],1610612745.0,HOU,turnaround fadeaway,,,Christopher,J. Christopher,,,,,Mid-Range,8-16 Left,15.52,Missed,,,,,,,,,,,,,,,,,,
