actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
602,PT03M46.00S,2025-04-12T03:13:08.0Z,4,REGULAR,foul,offensive,[],1631166,,,1610612751,108,88,2025-04-12T03:13:16Z,5950000,False,,,0,,D. Timme offensive FOUL (4 PF),"[1631166, 1629638]",1610612751.0,BKN,,,,Timme,D. Timme,,,,,Mid-Range,16-24 Center,,,,,,1626300.0,4.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,,
604,PT03M46.00S,2025-04-12T03:13:08.0Z,4,REGULAR,turnover,offensive foul,[],1631166,,,1610612751,108,88,2025-04-12T03:13:08Z,5970000,False,,,0,,D. Timme offensive foul TURNOVER (2 TO),[1631166],1610612751.0,BKN,,,,Timme,D. Timme,,,,,Mid-Range,16-24 Center,,,,,,1626300.0,,,,,,,,,,,,2.0,,
605,PT03M22.00S,2025-04-12T03:13:44.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629638,92.85479632063075,45.588235294117645,1610612750,110,88,2025-04-12T03:13:50Z,5980000,False,-22.0,15.0,1,right,N. Alexander-Walker driving Layup (10 PTS) (J. Clark 1 AST),"[1629638, 1641740]",1610612750.0,MIN,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,2.65,Made,,,,,,,,,,,,10.0,J. Clark,1641740.0,1.0,,,
607,PT03M22.00S,2025-04-12T03:13:50.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,110,88,2025-04-12T03:13:50Z,6000000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT03M22.00S,2025-04-12T03:15:05.9Z,4,REGULAR,substitution,out,[],1628978,,,1610612751,110,88,2025-04-12T03:15:23Z,6010000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT03M22.00S,2025-04-12T03:15:05.9Z,4,REGULAR,substitution,out,[],1629638,,,1610612751,110,88,2025-04-12T03:15:23Z,6020000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT03M22.00S,2025-04-12T03:15:05.9Z,4,REGULAR,substitution,out,[],203497,,,1610612751,110,88,2025-04-12T03:15:23Z,6030000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT03M22.00S,2025-04-12T03:15:05.9Z,4,REGULAR,substitution,out,[],203944,,,1610612751,110,88,2025-04-12T03:15:23Z,6040000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT03M22.00S,2025-04-12T03:15:05.9Z,4,REGULAR,substitution,in,[],1630545,,,1610612751,110,88,2025-04-12T03:15:23Z,6050000,False,,,0,,SUB in: T. Shannon Jr.,[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT03M22.00S,2025-04-12T03:15:05.9Z,4,REGULAR,substitution,in,[],1642265,,,1610612751,110,88,2025-04-12T03:15:23Z,6060000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT03M22.00S,2025-04-12T03:15:05.9Z,4,REGULAR,substitution,in,[],1631169,,,1610612751,110,88,2025-04-12T03:15:23Z,6070000,False,,,0,,SUB in: J. Minott,[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT03M22.00S,2025-04-12T03:15:05.9Z,4,REGULAR,substitution,in,[],1630568,,,1610612751,110,88,2025-04-12T03:15:23Z,6080000,False,,,0,,SUB in: L. Garza,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT03M11.00S,2025-04-12T03:15:35.8Z,4,REGULAR,3pt,Jump Shot,[],1631166,28.991458607095925,26.47058823529412,1610612751,110,88,2025-04-12T03:15:42Z,6090000,False,118.0,220.0,1,left,MISS D. Timme 24' 3PT,[1631166],1610612751.0,BKN,,,,Timme,D. Timme,,,,,Above the Break 3,24+ Right Center,24.95,Missed,,,,,,,,,,,,,,,,,,
617,PT03M07.00S,2025-04-12T03:15:39.8Z,4,REGULAR,rebound,defensive,[],1641740,,,1610612750,110,88,2025-04-12T03:15:42Z,6100000,False,,,0,,J. Clark REBOUND (Off:1 Def:3),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Above the Break 3,24+ Right Center,,,,,616.0,,,,,,4.0,3.0,1.0,,,,,,,
618,PT02M59.00S,2025-04-12T03:15:48.9Z,4,REGULAR,turnover,bad pass,[],1642265,,,1610612750,110,88,2025-04-12T03:15:52Z,6110000,False,,,0,,R. Dillingham bad pass TURNOVER (1 TO),"[1642265, 1641787]",1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Evbuomwan,1641787.0
619,PT02M59.00S,2025-04-12T03:15:48.9Z,4,REGULAR,steal,,[],1641787,,,1610612751,110,88,2025-04-12T03:15:50Z,6120000,False,,,0,,T. Evbuomwan STEAL (3 STL),[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
620,PT02M55.00S,2025-04-12T03:15:52.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641787,7.046649145860711,46.568627450980394,1610612751,110,90,2025-04-12T03:16:02Z,6130000,False,17.0,14.0,1,left,T. Evbuomwan running Layup (6 PTS),[1641787],1610612751.0,BKN,running,,,Evbuomwan,T. Evbuomwan,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,,,,,,,,6.0,,,,,,
621,PT02M44.00S,2025-04-12T03:16:06.3Z,4,REGULAR,foul,personal,['2freethrow'],1641787,,,1610612750,110,90,2025-04-12T03:16:18Z,6140000,False,,,0,,T. Evbuomwan shooting personal FOUL (3 PF) (Minott 2 FT),"[1641787, 1631169]",1610612751.0,BKN,shooting,,,Evbuomwan,T. Evbuomwan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1628159.0,3.0,0.0,Minott,1631169.0,,,,,,,,,,
623,PT02M44.00S,2025-04-12T03:16:39.3Z,4,REGULAR,freethrow,1 of 2,[],1631169,,,1610612750,111,90,2025-04-12T03:16:39Z,6160000,False,,,0,,J. Minott Free Throw 1 of 2 (1 PTS),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
624,PT02M44.00S,2025-04-12T03:16:52.8Z,4,REGULAR,freethrow,2 of 2,[],1631169,,,1610612750,112,90,2025-04-12T03:16:52Z,6170000,False,,,0,,J. Minott Free Throw 2 of 2 (2 PTS),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
625,PT02M22.00S,2025-04-12T03:17:15.7Z,4,REGULAR,3pt,Jump Shot,[],1641787,5.732588699080158,95.34313725490196,1610612751,112,90,2025-04-12T03:17:21Z,6180000,False,-227.0,1.0,1,left,MISS T. Evbuomwan 3PT,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
626,PT02M19.00S,2025-04-12T03:17:18.7Z,4,REGULAR,rebound,defensive,[],1641740,,,1610612750,112,90,2025-04-12T03:17:21Z,6190000,False,,,0,,J. Clark REBOUND (Off:1 Def:4),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Left Corner 3,24+ Left,,,,,625.0,,,,,,5.0,4.0,1.0,,,,,,,
627,PT01M55.00S,2025-04-12T03:17:42.5Z,4,REGULAR,turnover,lost ball,[],1630568,,,1610612750,112,90,2025-04-12T03:17:46Z,6200000,False,,,0,,L. Garza lost ball TURNOVER (1 TO),"[1630568, 1641736]",1610612750.0,MIN,,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Beekman,1641736.0
628,PT01M55.00S,2025-04-12T03:17:42.5Z,4,REGULAR,steal,,[],1641736,,,1610612751,112,90,2025-04-12T03:17:44Z,6210000,False,,,0,,R. Beekman STEAL (3 STL),[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
629,PT01M47.00S,2025-04-12T03:17:50.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641787,7.30946123521682,4.166666666666666,1610612751,112,90,2025-04-12T03:17:54Z,6220000,False,229.0,16.0,1,left,MISS T. Evbuomwan 3PT,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,Right Corner 3,24+ Right,22.98,Missed,,,,,,,,,,,,,,,,,,
630,PT01M45.00S,2025-04-12T03:17:52.3Z,4,REGULAR,rebound,defensive,[],1631169,,,1610612750,112,90,2025-04-12T03:17:54Z,6230000,False,,,0,,J. Minott REBOUND (Off:0 Def:1),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,Right Corner 3,24+ Right,,,,,629.0,,,,,,1.0,1.0,0.0,,,,,,,
631,PT01M29.00S,2025-04-12T03:18:08.4Z,4,REGULAR,3pt,Jump Shot,[],1631169,71.56701708278581,19.607843137254903,1610612750,115,90,2025-04-12T03:18:15Z,6240000,False,-152.0,215.0,1,right,J. Minott 26' 3PT  (5 PTS) (R. Dillingham 1 AST),"[1631169, 1642265]",1610612750.0,MIN,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Left Center,26.31,Made,,,,,,,,,,,,5.0,R. Dillingham,1642265.0,1.0,,,
633,PT01M18.00S,2025-04-12T03:18:22.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641736,14.668199737187912,58.333333333333336,1610612751,115,90,2025-04-12T03:18:26Z,6260000,False,-42.0,85.0,1,left,MISS R. Beekman 9' pullup Shot,[1641736],1610612751.0,BKN,pullup,,,Beekman,R. Beekman,,,,,In The Paint (Non-RA),8-16 Center,9.5,Missed,,,,,,,,,,,,,,,,,,
634,PT01M15.00S,2025-04-12T03:18:25.2Z,4,REGULAR,rebound,offensive,[],1631166,,,1610612751,115,90,2025-04-12T03:18:26Z,6270000,False,,,0,,D. Timme REBOUND (Off:4 Def:4),[1631166],1610612751.0,BKN,,,,Timme,D. Timme,,,,,In The Paint (Non-RA),8-16 Center,,,,,633.0,,,,,,8.0,4.0,4.0,,,,,,,
635,PT01M15.00S,2025-04-12T03:18:25.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631166,5.590000152587891,50.0,1610612751,115,90,2025-04-12T03:18:30Z,6280000,False,0.0,0.0,1,left,MISS D. Timme tip Layup,[1631166],1610612751.0,BKN,tip,,,Timme,D. Timme,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
636,PT01M15.00S,2025-04-12T03:18:25.6Z,4,REGULAR,rebound,offensive,[],1631166,,,1610612751,115,90,2025-04-12T03:18:30Z,6290000,False,,,0,,D. Timme REBOUND (Off:5 Def:4),[1631166],1610612751.0,BKN,,,,Timme,D. Timme,,,,,Restricted Area,0-8 Center,,,,,635.0,,,,,,9.0,4.0,5.0,,,,,,,
654,PT01M15.00S,2025-04-12T03:18:26.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631166,6.783837056504599,50.98039215686274,1610612751,115,90,2025-04-12T03:27:15Z,6295000,False,-5.0,11.0,1,left,MISS D. Timme tip Layup,[1631166],1610612751.0,BKN,tip,,,Timme,D. Timme,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
655,PT01M13.00S,2025-04-12T03:18:28.8Z,4,REGULAR,rebound,offensive,[],1631166,,,1610612751,115,90,2025-04-12T03:27:15Z,6297500,False,,,0,,D. Timme REBOUND (Off:6 Def:4),[1631166],1610612751.0,BKN,,,,Timme,D. Timme,,,,,Restricted Area,0-8 Center,,,,,654.0,,,,,,10.0,4.0,6.0,,,,,,,
637,PT01M13.00S,2025-04-12T03:18:28.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631166,5.590000152587891,50.0,1610612751,115,90,2025-04-12T03:27:15Z,6300000,False,0.0,0.0,1,left,MISS D. Timme tip Layup,[1631166],1610612751.0,BKN,tip,,,Timme,D. Timme,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
638,PT01M11.00S,2025-04-12T03:18:29.7Z,4,REGULAR,rebound,defensive,[],1642265,,,1610612750,115,90,2025-04-12T03:18:29Z,6310000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:1),[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,Mid-Range,8-16 Left,,,,,637.0,,,,,,1.0,1.0,0.0,,,,,,,
639,PT00M54.40S,2025-04-12T03:18:46.9Z,4,REGULAR,3pt,Jump Shot,[],1642265,68.15045992115637,30.637254901960787,1610612750,115,90,2025-04-12T03:18:51Z,6320000,False,-97.0,247.0,1,right,MISS R. Dillingham 26' pullup 3PT,[1642265],1610612750.0,MIN,pullup,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Left Center,26.52,Missed,,,,,,,,,,,,,,,,,,
640,PT00M51.50S,2025-04-12T03:18:49.8Z,4,REGULAR,rebound,defensive,[],1641721,,,1610612751,115,90,2025-04-12T03:18:51Z,6330000,False,,,0,,M. Lewis REBOUND (Off:0 Def:1),[1641721],1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,Above the Break 3,24+ Left Center,,,,,639.0,,,,,,1.0,1.0,0.0,,,,,,,
641,PT00M44.20S,2025-04-12T03:18:59.5Z,4,REGULAR,foul,personal,['2freethrow'],1630545,,,1610612751,115,90,2025-04-12T03:19:08Z,6340000,False,,,0,,T. Shannon Jr. shooting personal FOUL (1 PF) (Evbuomwan 2 FT),"[1630545, 1641787]",1610612750.0,MIN,shooting,,,Shannon Jr.,T. Shannon Jr.,,,,,Mid-Range,8-16 Right,,,,,,1626300.0,1.0,0.0,Evbuomwan,1641787.0,,,,,,,,,,
643,PT00M44.20S,2025-04-12T03:19:24.9Z,4,REGULAR,freethrow,1 of 2,[],1641787,,,1610612751,115,91,2025-04-12T03:19:42Z,6360000,False,,,0,,T. Evbuomwan Free Throw 1 of 2 (7 PTS),[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,Made,,,,,,,,,,,,7.0,,,,,,
644,PT00M44.20S,2025-04-12T03:19:24.9Z,4,REGULAR,freethrow,2 of 2,[],1641787,,,1610612751,115,91,2025-04-12T03:19:42Z,6370000,False,,,0,,MISS T. Evbuomwan Free Throw 2 of 2,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
645,PT00M43.00S,2025-04-12T03:19:26.1Z,4,REGULAR,rebound,defensive,[],1630545,,,1610612750,115,91,2025-04-12T03:19:42Z,6380000,False,,,0,,T. Shannon Jr. REBOUND (Off:0 Def:1),[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,,,,644.0,,,,,,1.0,1.0,0.0,,,,,,,
646,PT00M31.50S,2025-04-12T03:19:54.0Z,4,REGULAR,foul,personal,['2freethrow'],1641721,,,1610612750,115,91,2025-04-12T03:20:03Z,6390000,False,,,0,,M. Lewis shooting personal FOUL (1 PF) (Minott 2 FT),"[1641721, 1631169]",1610612751.0,BKN,shooting,,,Lewis,M. Lewis,,,,,Restricted Area,0-8 Center,,,,,,1626300.0,1.0,0.0,Minott,1631169.0,,,,,,,,,,
648,PT00M31.50S,2025-04-12T03:20:20.1Z,4,REGULAR,freethrow,1 of 2,[],1631169,,,1610612750,116,91,2025-04-12T03:20:20Z,6410000,False,,,0,,J. Minott Free Throw 1 of 2 (6 PTS),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,,,,Made,,,,,,,,,,,,6.0,,,,,,
649,PT00M31.50S,2025-04-12T03:20:30.9Z,4,REGULAR,freethrow,2 of 2,[],1631169,,,1610612750,117,91,2025-04-12T03:20:30Z,6420000,False,,,0,,J. Minott Free Throw 2 of 2 (7 PTS),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,,,,Made,,,,,,,,,,,,7.0,,,,,,
650,PT00M18.00S,2025-04-12T03:20:45.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631166,14.011169513797633,60.29411764705882,1610612751,117,91,2025-04-12T03:24:58Z,6430000,False,-51.0,79.0,1,left,MISS D. Timme 9' floating Shot,[1631166],1610612751.0,BKN,floating,,,Timme,D. Timme,,,,,In The Paint (Non-RA),8-16 Left,9.45,Missed,,,,,,,,,,,,,,,,,,
651,PT00M15.00S,2025-04-12T03:20:48.8Z,4,REGULAR,rebound,defensive,[],1630568,,,1610612750,117,91,2025-04-12T03:20:48Z,6440000,False,,,0,,L. Garza REBOUND (Off:0 Def:1),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,In The Paint (Non-RA),8-16 Left,,,,,650.0,,,,,,1.0,1.0,0.0,,,,,,,
652,PT00M00.00S,2025-04-12T03:21:06.6Z,4,REGULAR,period,end,[],0,,,1610612750,117,91,2025-04-12T03:21:06Z,6450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M00.00S,2025-04-12T03:21:12.6Z,4,REGULAR,game,end,[],0,,,0,117,91,2025-04-12T03:21:12Z,6460000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
