actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
591,PT03M40.00S,2025-12-07T22:41:47.1Z,4,REGULAR,rebound,defensive,[],1629674,,,1610612738,104,110,2025-12-07T22:41:47Z,5810000,False,,,0,,N. Queta REBOUND (Off:6 Def:4),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,590.0,10.0,4.0,6.0,,,,,,,,,,,,
592,PT03M29.00S,2025-12-07T22:41:57.9Z,4,REGULAR,3pt,Jump Shot,[],1628401,60.00328515111695,47.30392156862745,1610612738,104,113,2025-12-07T22:42:02Z,5820000,False,-13.0,323.0,1,right,D. White 32' 3PT pullup (25 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,,,32.38,Made,,,,,,,,,,,,,25.0,,,
594,PT03M06.00S,2025-12-07T22:42:34.9Z,4,REGULAR,3pt,Jump Shot,[],1642347,26.757555847568987,82.59803921568627,1610612761,104,113,2025-12-07T22:42:41Z,5840000,False,-163.0,199.0,1,left,MISS J. Shead 25' 3PT,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Left Center,,,25.72,Missed,,,,,,,,,,,,,,,,
595,PT03M05.00S,2025-12-07T22:42:35.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,104,113,2025-12-07T22:42:41Z,5850000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,594.0,,,,,,,,,,,,,,,
596,PT03M05.00S,2025-12-07T22:42:40.9Z,4,REGULAR,foul,personal,[],1641775,,,1610612761,104,113,2025-12-07T22:42:50Z,5860000,False,,,0,,J. Walsh loose ball personal FOUL (5 PF),"[1641775, 1627751]",1610612738.0,BOS,loose ball,,,Walsh,J. Walsh,,,,,Mid-Range,8-16 Right,101284.0,,,,,,,,,,5.0,0.0,Poeltl,1627751.0,,,,,,
598,PT02M56.00S,2025-12-07T22:43:12.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,31.35676741130092,19.362745098039216,1610612761,104,113,2025-12-07T22:43:18Z,5880000,False,153.0,242.0,1,left,MISS I. Quickley 28' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,28.67,Missed,,,,,,,,,,,,,,,,
599,PT02M53.00S,2025-12-07T22:43:15.8Z,4,REGULAR,rebound,defensive,[],1629674,,,1610612738,104,113,2025-12-07T22:43:18Z,5890000,False,,,0,,N. Queta REBOUND (Off:6 Def:5),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Right Center,,,,,598.0,11.0,5.0,6.0,,,,,,,,,,,,
600,PT02M34.00S,2025-12-07T22:43:34.4Z,4,REGULAR,3pt,Jump Shot,[],1628401,67.36202365308804,20.34313725490196,1610612738,104,113,2025-12-07T22:46:56Z,5900000,False,-148.0,254.0,1,right,MISS D. White 29' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,29.44,Missed,,,,,,,,,,,,,,,,
601,PT02M31.00S,2025-12-07T22:43:37.4Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612761,104,113,2025-12-07T22:43:39Z,5910000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,600.0,4.0,3.0,1.0,,,,,,,,,,,,
602,PT02M16.00S,2025-12-07T22:43:56.9Z,4,REGULAR,foul,personal,['2freethrow'],1641775,,,1610612761,104,113,2025-12-07T22:44:18Z,5920000,False,,,0,,J. Walsh shooting personal FOUL (6 PF) (Barnes 2 FT),"[1641775, 1630567]",1610612738.0,BOS,shooting,,,Walsh,J. Walsh,,,,,In The Paint (Non-RA),8-16 Center,1629177.0,,,,,,,,,,6.0,0.0,Barnes,1630567.0,,,,,,
604,PT02M16.00S,2025-12-07T22:44:07.5Z,4,REGULAR,substitution,out,[],1641775,,,1610612761,104,113,2025-12-07T22:44:16Z,5940000,False,,,0,,SUB out: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT02M16.00S,2025-12-07T22:44:07.5Z,4,REGULAR,substitution,in,[],1630573,,,1610612761,104,113,2025-12-07T22:44:16Z,5950000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT02M16.00S,2025-12-07T22:44:28.3Z,4,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,104,113,2025-12-07T22:44:28Z,5960000,False,,,0,,MISS S. Barnes Free Throw 1 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
607,PT02M16.00S,2025-12-07T22:44:28.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,104,113,2025-12-07T22:44:28Z,5970000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,606.0,,,,,,,,,,,,,,,
608,PT02M16.00S,2025-12-07T22:44:40.9Z,4,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,105,113,2025-12-07T22:44:40Z,5980000,False,,,0,,S. Barnes Free Throw 2 of 2 (18 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Made,,,,,,,,,,,,,18.0,,,
609,PT01M57.00S,2025-12-07T22:45:02.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,81.2910643889619,53.431372549019606,1610612738,105,115,2025-12-07T22:45:05Z,5990000,False,17.0,123.0,1,right,D. White 12' pullup Jump Shot (27 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,12.46,Made,,,,,,,,,,,,,27.0,,,
610,PT01M46.00S,2025-12-07T22:45:18.5Z,4,REGULAR,3pt,Jump Shot,[],1630193,7.178055190538765,2.941176470588235,1610612761,105,115,2025-12-07T22:45:24Z,6000000,False,235.0,15.0,1,left,MISS I. Quickley 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,,,23.58,Missed,,,,,,,,,,,,,,,,
611,PT01M44.00S,2025-12-07T22:45:20.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,105,115,2025-12-07T22:45:24Z,6010000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Right Corner 3,24+ Right,,,,,610.0,,,,,,,,,,,,,,,
613,PT01M44.00S,2025-12-07T22:45:43.1Z,4,REGULAR,turnover,5-second-violation,['team'],0,,,1610612761,105,115,2025-12-07T22:45:51Z,6030000,False,,,0,,TOR 5-second-violation Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Right,202053.0,,,,,,,,,,,,,,,,,,,
614,PT01M30.00S,2025-12-07T22:46:06.5Z,4,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612738,105,115,2025-12-07T22:46:13Z,6040000,False,,,0,,S. Barnes shooting personal FOUL (2 PF) (Queta 2 FT),"[1630567, 1629674]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,101284.0,,,,,,,,,,2.0,0.0,Queta,1629674.0,,,,,,
616,PT01M30.00S,2025-12-07T22:46:29.2Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629674,,,1610612738,105,116,2025-12-07T22:46:29Z,6060000,False,,,0,,N. Queta Free Throw 1 of 2 (10 PTS),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,Made,,,,,,,,,,,,,10.0,,,
617,PT01M30.00S,2025-12-07T22:46:33.7Z,4,REGULAR,substitution,out,[],1627751,,,1610612738,105,116,2025-12-07T22:46:37Z,6070000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT01M30.00S,2025-12-07T22:46:33.7Z,4,REGULAR,substitution,in,[],1630572,,,1610612738,105,116,2025-12-07T22:46:37Z,6080000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT01M30.00S,2025-12-07T22:46:54.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629674,,,1610612738,105,117,2025-12-07T22:46:54Z,6090000,False,,,0,,N. Queta Free Throw 2 of 2 (11 PTS),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,Made,,,,,,,,,,,,,11.0,,,
620,PT01M23.00S,2025-12-07T22:47:11.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,6.258212877792378,37.99019607843137,1610612761,107,117,2025-12-07T22:48:33Z,6100000,False,60.0,6.0,1,left,I. Quickley 6' driving floating Jump Shot (11 PTS),[1630193],1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,6.03,Made,,,,,,,,,,,,,11.0,,,
621,PT01M14.00S,2025-12-07T22:47:21.6Z,4,REGULAR,turnover,lost ball,[],1628401,,,1610612738,107,117,2025-12-07T22:47:26Z,6110000,False,,,0,,D. White lost ball TURNOVER (5 TO),"[1628401, 1642347]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,5.0,,,,,,,,,,,,,Shead,1642347.0,,,,
622,PT01M14.00S,2025-12-07T22:47:21.6Z,4,REGULAR,steal,,[],1642347,,,1610612761,107,117,2025-12-07T22:47:23Z,6120000,False,,,0,,J. Shead STEAL (2 STL),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
623,PT01M12.00S,2025-12-07T22:47:25.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630572,4.681340341655716,50.98039215686274,1610612761,109,117,2025-12-07T22:47:30Z,6130000,False,-5.0,-8.0,1,left,S. Mamukelashvili cutting DUNK (13 PTS) (J. Shead 3 AST),"[1630572, 1642347]",1610612761.0,TOR,cutting,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,0.98,Made,,,,,,,,,,,,,13.0,J. Shead,1642347.0,3.0
625,PT01M12.00S,2025-12-07T22:47:32.8Z,4,REGULAR,foul,personal,['1freethrow'],1628401,,,1610612761,109,117,2025-12-07T22:47:43Z,6150000,False,,,0,,D. White shooting personal FOUL (4 PF) (Mamukelashvili 1 FT),"[1628401, 1630572]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,101284.0,,,,,,,,,,4.0,0.0,Mamukelashvili,1630572.0,,,,,,
627,PT01M12.00S,2025-12-07T22:47:56.3Z,4,REGULAR,substitution,out,[],1629674,,,1610612761,109,117,2025-12-07T22:48:33Z,6170000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT01M12.00S,2025-12-07T22:47:56.3Z,4,REGULAR,substitution,in,[],1629014,,,1610612761,109,117,2025-12-07T22:48:33Z,6180000,False,,,0,,SUB in: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT01M12.00S,2025-12-07T22:48:17.9Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1630572,,,1610612761,110,117,2025-12-07T22:48:17Z,6190000,False,,,0,,S. Mamukelashvili Free Throw 1 of 1 (14 PTS),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,Made,,,,,,,,,,,,,14.0,,,
630,PT01M06.00S,2025-12-07T22:48:30.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630567,,,1610612738,110,117,2025-12-07T22:48:37Z,6200000,False,,,0,,S. Barnes shooting personal FOUL (3 PF) (Brown 2 FT),"[1630567, 1627759]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,101284.0,,,,,,,,,,3.0,0.0,Brown,1627759.0,,,,,,
632,PT01M06.00S,2025-12-07T22:48:56.9Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,110,118,2025-12-07T22:48:56Z,6220000,False,,,0,,J. Brown Free Throw 1 of 2 (27 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,,,,,,,,,27.0,,,
633,PT01M06.00S,2025-12-07T22:48:58.4Z,4,REGULAR,substitution,out,[],1629014,,,1610612738,110,118,2025-12-07T22:49:01Z,6230000,False,,,0,,SUB out: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT01M06.00S,2025-12-07T22:48:58.4Z,4,REGULAR,substitution,in,[],1629674,,,1610612738,110,118,2025-12-07T22:49:01Z,6240000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT01M06.00S,2025-12-07T22:49:21.0Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,110,119,2025-12-07T22:49:21Z,6250000,False,,,0,,J. Brown Free Throw 2 of 2 (28 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,,,,,,,,,28.0,,,
636,PT00M59.00S,2025-12-07T22:49:31.8Z,4,REGULAR,3pt,Jump Shot,[],1627742,26.363337713534822,78.67647058823529,1610612761,113,119,2025-12-07T22:50:11Z,6260000,False,-143.0,195.0,1,left,B. Ingram 24' 3PT pullup (30 PTS) (I. Quickley 5 AST),"[1627742, 1630193]",1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,24.23,Made,,,,,,,,,,,,,30.0,I. Quickley,1630193.0,5.0
640,PT00M36.80S,2025-12-07T22:50:26.9Z,4,REGULAR,2pt,Jump Shot,[],1628401,77.87450722733246,31.61764705882353,1610612738,113,119,2025-12-07T22:50:33Z,6300000,False,-92.0,155.0,1,right,MISS D. White 18' pullup Shot,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,16-24 Left Center,,,18.06,Missed,,,,,,,,,,,,,,,,
641,PT00M32.80S,2025-12-07T22:50:30.9Z,4,REGULAR,rebound,defensive,[],1642347,,,1610612761,113,119,2025-12-07T22:50:33Z,6310000,False,,,0,,J. Shead REBOUND (Off:2 Def:2),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,16-24 Left Center,,,,,640.0,4.0,2.0,2.0,,,,,,,,,,,,
642,PT00M22.90S,2025-12-07T22:50:40.8Z,4,REGULAR,3pt,Jump Shot,[],1630572,31.750985545335087,64.70588235294117,1610612761,113,119,2025-12-07T22:53:06Z,6320000,False,-74.0,246.0,1,left,MISS S. Mamukelashvili 25' pullup 3PT,[1630572],1610612761.0,TOR,pullup,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,,,25.67,Missed,,,,,,,,,,,,,,,,
643,PT00M20.30S,2025-12-07T22:50:43.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,113,119,2025-12-07T22:53:06Z,6330000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,642.0,,,,,,,,,,,,,,,
645,PT00M20.30S,2025-12-07T22:50:49.6Z,4,REGULAR,substitution,out,[],1629674,,,1610612738,113,119,2025-12-07T22:50:53Z,6350000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M20.30S,2025-12-07T22:50:49.6Z,4,REGULAR,substitution,in,[],1629014,,,1610612738,113,119,2025-12-07T22:50:53Z,6360000,False,,,0,,SUB in: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M18.90S,2025-12-07T22:51:08.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630567,,,1610612738,113,119,2025-12-07T22:51:14Z,6370000,False,,,0,,S. Barnes personal FOUL (4 PF) (Brown 2 FT),"[1630567, 1627759]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,202053.0,,,,,,,,,,4.0,0.0,Brown,1627759.0,,,,,,
649,PT00M18.90S,2025-12-07T22:51:42.7Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,113,120,2025-12-07T22:51:42Z,6390000,False,,,0,,J. Brown Free Throw 1 of 2 (29 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,,,,,,,,,29.0,,,
650,PT00M18.90S,2025-12-07T22:51:43.5Z,4,REGULAR,substitution,out,[],1629014,,,1610612738,113,120,2025-12-07T22:51:46Z,6400000,False,,,0,,SUB out: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M18.90S,2025-12-07T22:51:43.5Z,4,REGULAR,substitution,in,[],1629674,,,1610612738,113,120,2025-12-07T22:51:46Z,6410000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M18.90S,2025-12-07T22:51:43.5Z,4,REGULAR,substitution,out,[],1630572,,,1610612738,113,120,2025-12-07T22:52:04Z,6420000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M18.90S,2025-12-07T22:51:43.5Z,4,REGULAR,substitution,in,[],1627751,,,1610612738,113,120,2025-12-07T22:52:04Z,6430000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M18.90S,2025-12-07T22:52:24.0Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,113,121,2025-12-07T22:52:24Z,6440000,False,,,0,,J. Brown Free Throw 2 of 2 (30 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,,,,,,,,,,,,,30.0,,,
655,PT00M18.90S,2025-12-07T22:52:26.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,113,121,2025-12-07T22:52:26Z,6450000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M18.90S,2025-12-07T22:52:27.7Z,4,REGULAR,substitution,out,[],1642347,,,1610612761,113,121,2025-12-07T22:53:47Z,6460000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M18.90S,2025-12-07T22:52:27.7Z,4,REGULAR,substitution,out,[],1627751,,,1610612761,113,121,2025-12-07T22:53:47Z,6470000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M18.90S,2025-12-07T22:52:27.7Z,4,REGULAR,substitution,out,[],1630202,,,1610612761,113,121,2025-12-07T22:53:47Z,6480000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M18.90S,2025-12-07T22:52:27.7Z,4,REGULAR,substitution,in,[],1630572,,,1610612761,113,121,2025-12-07T22:53:47Z,6490000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M18.90S,2025-12-07T22:52:27.7Z,4,REGULAR,substitution,in,[],1630639,,,1610612761,113,121,2025-12-07T22:53:47Z,6500000,False,,,0,,SUB in: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M18.90S,2025-12-07T22:52:27.7Z,4,REGULAR,substitution,in,[],1631248,,,1610612761,113,121,2025-12-07T22:53:47Z,6510000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M15.00S,2025-12-07T22:54:06.9Z,4,REGULAR,3pt,Jump Shot,[],1627742,32.802233902759525,57.35294117647059,1610612761,113,121,2025-12-07T22:54:14Z,6520000,False,-37.0,256.0,1,left,MISS B. Ingram 25' pullup 3PT - blocked,"[1627742, 1628401]",1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,25.84,Missed,,,,,White,1628401.0,,,,,,,,,,
663,PT00M15.00S,2025-12-07T22:54:06.9Z,4,REGULAR,block,,[],1628401,,,1610612761,113,121,2025-12-07T22:54:10Z,6530000,False,,,0,,D. White BLOCK (3 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
664,PT00M14.30S,2025-12-07T22:54:07.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,113,121,2025-12-07T22:54:14Z,6540000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,,,662.0,,,,,,,,,,,,,,,
666,PT00M09.80S,2025-12-07T22:54:29.7Z,4,REGULAR,foul,offensive,['inpenalty'],1630567,,,1610612761,113,121,2025-12-07T22:54:37Z,6560000,False,,,0,,S. Barnes charge offensive FOUL (5 PF),"[1630567, 1628401]",1610612761.0,TOR,charge,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,1629177.0,,,,,,,,,,5.0,0.0,White,1628401.0,,,,,,
668,PT00M09.80S,2025-12-07T22:54:29.7Z,4,REGULAR,turnover,offensive foul,[],1630567,,,1610612761,113,121,2025-12-07T22:54:29Z,6580000,False,,,0,,S. Barnes offensive foul TURNOVER (2 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,1629177.0,2.0,,,,,,,,,,,,,,,,,,
669,PT00M09.80S,2025-12-07T22:54:37.6Z,4,REGULAR,substitution,out,[],1629674,,,1610612738,113,121,2025-12-07T22:54:48Z,6590000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M09.80S,2025-12-07T22:54:37.6Z,4,REGULAR,substitution,out,[],1631248,,,1610612738,113,121,2025-12-07T22:54:48Z,6600000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M09.80S,2025-12-07T22:54:37.6Z,4,REGULAR,substitution,in,[],1629014,,,1610612738,113,121,2025-12-07T22:54:48Z,6610000,False,,,0,,SUB in: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M09.80S,2025-12-07T22:54:37.6Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,113,121,2025-12-07T22:54:48Z,6620000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M00.00S,2025-12-07T22:55:05.3Z,4,REGULAR,period,end,[],0,,,1610612738,113,121,2025-12-07T22:55:05Z,6630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M00.00S,2025-12-07T22:56:33.5Z,4,REGULAR,game,end,[],0,,,0,113,121,2025-12-07T22:56:33Z,6640000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
