actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
599,PT06M03.00S,2024-01-24T03:02:31.9Z,4,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612762,130,104,2024-01-24T03:08:12Z,5925000,False,,,0,,H. Jones shooting personal FOUL (4 PF) (Collins 2 FT),"[1630529, 1628381]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,2534.0,,,,,4.0,0.0,Collins,1628381.0,,
601,PT06M03.00S,2024-01-24T03:02:52.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628381,,,1610612762,130,105,2024-01-24T03:08:12Z,5940000,False,,,0,,J. Collins Free Throw 1 of 2 (13 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
602,PT06M03.00S,2024-01-24T03:02:52.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628381,,,1610612762,130,106,2024-01-24T03:08:12Z,5950000,False,,,0,,J. Collins Free Throw 2 of 2 (14 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
605,PT05M39.00S,2024-01-24T03:03:33.3Z,4,REGULAR,2pt,Jump Shot,[],1630529,76.82325886990802,54.65686274509803,1610612740,132,106,2024-01-24T03:17:58Z,5980000,False,23.0,165.0,1,right,H. Jones 16' pullup Jump Shot (20 PTS) (J. Valanciunas 3 AST),"[1630529, 202685]",1610612740.0,NOP,pullup,,,Jones,H. Jones,,,,,Mid-Range,16-24 Center,16.7,Made,,,,,,,20.0,,,J. Valanciunas,202685.0,3.0,,,,,,
607,PT05M20.00S,2024-01-24T03:03:51.0Z,4,REGULAR,2pt,Jump Shot,[],1641718,23.340998685939553,51.9607843137255,1610612762,132,106,2024-01-24T03:03:56Z,6000000,False,-10.0,167.0,1,left,MISS K. George 16' pullup Shot,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Mid-Range,16-24 Center,16.72,Missed,,,,,,,,,,,,,,,,,,
608,PT05M16.00S,2024-01-24T03:03:55.0Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612740,132,106,2024-01-24T03:03:56Z,6010000,False,,,0,,D. Daniels REBOUND (Off:0 Def:4),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Center,,,607.0,4.0,4.0,0.0,,,,,,,,,,,,,,
609,PT05M14.00S,2024-01-24T03:03:57.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630529,94.69448094612353,51.470588235294116,1610612740,134,106,2024-01-24T03:04:04Z,6020000,False,7.0,-3.0,1,right,H. Jones running DUNK (22 PTS) (D. Daniels 2 AST),"[1630529, 1630700]",1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,0.78,Made,,,,,,,22.0,,,D. Daniels,1630700.0,2.0,,,,,,
611,PT04M58.00S,2024-01-24T03:04:12.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,5.995400788436268,46.07843137254902,1610612762,134,108,2024-01-24T03:04:17Z,6040000,False,20.0,4.0,1,left,T. Horton-Tucker driving Layup (2 PTS),[1629659],1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,2.0,Made,,,,,,,2.0,,,,,,,,,,,
612,PT04M49.00S,2024-01-24T03:04:35.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,134,108,2024-01-24T03:04:35Z,6050000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT04M49.00S,2024-01-24T03:06:52.6Z,4,REGULAR,substitution,out,[],1630529,,,1610612740,134,108,2024-01-24T03:07:08Z,6060000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT04M49.00S,2024-01-24T03:06:52.6Z,4,REGULAR,substitution,out,[],1627742,,,1610612740,134,108,2024-01-24T03:07:08Z,6070000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT04M49.00S,2024-01-24T03:06:52.6Z,4,REGULAR,substitution,out,[],202685,,,1610612740,134,108,2024-01-24T03:07:08Z,6080000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT04M49.00S,2024-01-24T03:06:52.6Z,4,REGULAR,substitution,out,[],1628381,,,1610612740,134,108,2024-01-24T03:07:08Z,6090000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT04M49.00S,2024-01-24T03:06:52.6Z,4,REGULAR,substitution,in,[],1630230,,,1610612740,134,108,2024-01-24T03:07:08Z,6100000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT04M49.00S,2024-01-24T03:06:52.6Z,4,REGULAR,substitution,in,[],1630631,,,1610612740,134,108,2024-01-24T03:07:08Z,6110000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT04M49.00S,2024-01-24T03:06:52.6Z,4,REGULAR,substitution,in,[],203469,,,1610612740,134,108,2024-01-24T03:07:08Z,6120000,False,,,0,,SUB in: C. Zeller,[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT04M49.00S,2024-01-24T03:06:52.6Z,4,REGULAR,substitution,in,[],1629677,,,1610612740,134,108,2024-01-24T03:07:08Z,6130000,False,,,0,,SUB in: L. Samanic,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT04M38.00S,2024-01-24T03:07:32.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,87.20433639947439,48.28431372549019,1610612740,134,108,2024-01-24T03:11:17Z,6140000,False,-9.0,68.0,1,right,MISS J. Alvarado 6' driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,6.83,Missed,,,,,,,,,,,,,,,,,,
622,PT04M36.00S,2024-01-24T03:07:34.8Z,4,REGULAR,rebound,offensive,[],203469,,,1610612740,134,108,2024-01-24T03:11:17Z,6150000,False,,,0,,C. Zeller REBOUND (Off:1 Def:0),[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),0-8 Center,,,621.0,1.0,0.0,1.0,,,,,,,,,,,,,,
623,PT04M35.00S,2024-01-24T03:07:35.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,69.07030223390277,67.64705882352942,1610612740,137,108,2024-01-24T03:07:40Z,6160000,False,88.0,238.0,1,right,T. Murphy III 25' 3PT  (9 PTS) (C. Zeller 1 AST),"[1630530, 203469]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,25.4,Made,,,,,,,9.0,,,C. Zeller,203469.0,1.0,,,,,,
625,PT04M16.00S,2024-01-24T03:07:57.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630700,,,1610612762,137,108,2024-01-24T03:08:23Z,6180000,False,,,0,,D. Daniels shooting personal FOUL (1 PF) (Kessler 2 FT),"[1630700, 1631117]",1610612740.0,NOP,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,202007.0,,,,,1.0,0.0,Kessler,1631117.0,,
627,PT04M16.00S,2024-01-24T03:08:24.2Z,4,REGULAR,freethrow,1 of 2,[],1631117,,,1610612762,137,109,2024-01-24T03:08:24Z,6200000,False,,,0,,W. Kessler Free Throw 1 of 2 (3 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
628,PT04M16.00S,2024-01-24T03:08:36.6Z,4,REGULAR,freethrow,2 of 2,[],1631117,,,1610612762,137,110,2024-01-24T03:08:36Z,6210000,False,,,0,,W. Kessler Free Throw 2 of 2 (4 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
629,PT03M56.00S,2024-01-24T03:08:57.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203469,93.38042049934296,46.568627450980394,1610612740,139,110,2024-01-24T03:09:02Z,6220000,False,-17.0,10.0,1,right,C. Zeller cutting Layup (2 PTS) (D. Daniels 3 AST),"[203469, 1630700]",1610612740.0,NOP,cutting,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,,,2.0,,,D. Daniels,1630700.0,3.0,,,,,,
631,PT03M48.00S,2024-01-24T03:09:05.9Z,4,REGULAR,3pt,Jump Shot,[],1629659,19.793035479632064,95.34313725490196,1610612762,139,110,2024-01-24T03:12:15Z,6240000,False,-227.0,134.0,1,left,MISS T. Horton-Tucker 26' pullup 3PT,[1629659],1610612762.0,UTA,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,26.31,Missed,,,,,,,,,,,,,,,,,,
632,PT03M44.00S,2024-01-24T03:09:09.9Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612740,139,110,2024-01-24T03:09:12Z,6250000,False,,,0,,D. Daniels REBOUND (Off:0 Def:5),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,631.0,5.0,5.0,0.0,,,,,,,,,,,,,,
633,PT03M36.00S,2024-01-24T03:09:17.5Z,4,REGULAR,3pt,Jump Shot,[],1630530,93.24901445466492,3.6764705882352944,1610612740,142,110,2024-01-24T03:09:22Z,6260000,False,-232.0,11.0,1,right,T. Murphy III 3PT  (12 PTS) (N. Marshall 2 AST),"[1630530, 1630230]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,23.19,Made,,,,,,,12.0,,,N. Marshall,1630230.0,2.0,,,,,,
635,PT03M16.00S,2024-01-24T03:09:38.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,6.1268068331143235,45.09803921568628,1610612762,142,112,2024-01-24T03:09:43Z,6280000,False,25.0,5.0,1,left,T. Horton-Tucker driving Layup (4 PTS) (K. George 5 AST),"[1629659, 1641718]",1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,2.5,Made,,,,,,,4.0,,,K. George,1641718.0,5.0,,,,,,
637,PT02M57.00S,2024-01-24T03:09:56.5Z,4,REGULAR,3pt,Jump Shot,[],1630530,72.88107752956637,15.931372549019606,1610612740,142,112,2024-01-24T03:10:01Z,6300000,False,-170.0,202.0,1,right,MISS T. Murphy III 26' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,26.45,Missed,,,,,,,,,,,,,,,,,,
638,PT02M53.00S,2024-01-24T03:10:00.5Z,4,REGULAR,rebound,defensive,[],1629659,,,1610612762,142,112,2024-01-24T03:10:01Z,6310000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,637.0,1.0,1.0,0.0,,,,,,,,,,,,,,
639,PT02M43.00S,2024-01-24T03:10:10.5Z,4,REGULAR,3pt,Jump Shot,[],1629659,32.802233902759525,37.99019607843137,1610612762,142,112,2024-01-24T03:10:16Z,6320000,False,60.0,256.0,1,left,MISS T. Horton-Tucker 26' step back 3PT,[1629659],1610612762.0,UTA,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Center,26.27,Missed,,,,,,,,,,,,,,,,,,
640,PT02M41.00S,2024-01-24T03:10:12.5Z,4,REGULAR,rebound,defensive,[],1630631,,,1610612740,142,112,2024-01-24T03:10:16Z,6330000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,,,639.0,1.0,1.0,0.0,,,,,,,,,,,,,,
641,PT02M37.00S,2024-01-24T03:10:17.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,93.51182654402102,4.6568627450980395,1610612740,142,112,2024-01-24T03:10:24Z,6340000,False,-227.0,8.0,1,right,MISS T. Murphy III running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,22.69,Missed,,,,,,,,,,,,,,,,,,
642,PT02M34.00S,2024-01-24T03:10:20.2Z,4,REGULAR,rebound,offensive,[],1630230,,,1610612740,142,112,2024-01-24T03:10:20Z,6350000,False,,,0,,N. Marshall REBOUND (Off:1 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,,,641.0,2.0,1.0,1.0,,,,,,,,,,,,,,
643,PT02M27.00S,2024-01-24T03:10:27.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630631,93.9060446780552,94.6078431372549,1610612740,145,112,2024-01-24T03:10:32Z,6360000,False,223.0,5.0,1,right,J. Alvarado 3PT  (3 PTS) (N. Marshall 3 AST),"[1630631, 1630230]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,22.31,Made,,,,,,,3.0,,,N. Marshall,1630230.0,3.0,,,,,,
645,PT02M10.00S,2024-01-24T03:10:44.1Z,4,REGULAR,3pt,Jump Shot,[],1641718,31.225361366622867,65.68627450980392,1610612762,145,115,2024-01-24T03:10:48Z,6380000,False,-78.0,241.0,1,left,K. George 25' 3PT  (9 PTS) (W. Kessler 1 AST),"[1641718, 1631117]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,25.34,Made,,,,,,,9.0,,,W. Kessler,1631117.0,1.0,,,,,,
647,PT02M01.00S,2024-01-24T03:10:52.8Z,4,REGULAR,3pt,Jump Shot,[],1630631,71.56701708278581,12.990196078431374,1610612740,148,115,2024-01-24T03:13:48Z,6400000,False,-185.0,215.0,1,right,J. Alvarado 28' 3PT pullup (6 PTS),[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,28.35,Made,,,,,,,6.0,,,,,,,,,,,
648,PT01M50.00S,2024-01-24T03:11:05.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,9.937582128777924,50.0,1610612762,148,115,2024-01-24T03:11:12Z,6410000,False,0.0,41.0,1,left,MISS T. Horton-Tucker driving Layup,[1629659],1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,,,,,,,,,,,,,
649,PT01M49.00S,2024-01-24T03:11:06.9Z,4,REGULAR,rebound,defensive,[],203469,,,1610612740,148,115,2024-01-24T03:11:12Z,6420000,False,,,0,,C. Zeller REBOUND (Off:1 Def:1),[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,648.0,2.0,1.0,1.0,,,,,,,,,,,,,,
650,PT01M46.00S,2024-01-24T03:11:11.3Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630530,93.51182654402102,50.73529411764706,1610612740,150,115,2024-01-24T03:14:30Z,6430000,False,4.0,8.0,1,right,T. Murphy III running alley-oop DUNK (14 PTS) (N. Marshall 4 AST),"[1630530, 1630230]",1610612740.0,NOP,running alley-oop,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,,,14.0,,,N. Marshall,1630230.0,4.0,,,,,,
652,PT01M34.00S,2024-01-24T03:11:28.6Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630230,,,1610612762,150,115,2024-01-24T03:11:42Z,6450000,False,,,0,,N. Marshall shooting personal FOUL (3 PF) (George 3 FT),"[1630230, 1641718]",1610612740.0,NOP,shooting,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1628954.0,,,,,3.0,0.0,George,1641718.0,,
654,PT01M34.00S,2024-01-24T03:11:51.1Z,4,REGULAR,freethrow,1 of 3,[],1641718,,,1610612762,150,116,2024-01-24T03:11:51Z,6470000,False,,,0,,K. George Free Throw 1 of 3 (10 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
655,PT01M34.00S,2024-01-24T03:12:04.5Z,4,REGULAR,freethrow,2 of 3,[],1641718,,,1610612762,150,117,2024-01-24T03:12:04Z,6480000,False,,,0,,K. George Free Throw 2 of 3 (11 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
656,PT01M34.00S,2024-01-24T03:12:18.3Z,4,REGULAR,freethrow,3 of 3,[],1641718,,,1610612762,150,118,2024-01-24T03:12:18Z,6490000,False,,,0,,K. George Free Throw 3 of 3 (12 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
657,PT01M16.00S,2024-01-24T03:12:40.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,94.1688567674113,52.20588235294118,1610612740,150,118,2024-01-24T03:12:44Z,6500000,False,11.0,2.0,1,right,MISS N. Marshall driving Layup,[1630230],1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1.12,Missed,,,,,,,,,,,,,,,,,,
659,PT01M13.00S,2024-01-24T03:12:43.0Z,4,REGULAR,rebound,defensive,[],1631117,,,1610612762,150,118,2024-01-24T03:12:44Z,6520000,False,,,0,,W. Kessler REBOUND (Off:0 Def:5),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,657.0,5.0,5.0,0.0,,,,,,,,,,,,,,
660,PT01M08.00S,2024-01-24T03:12:51.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,5.863994743758213,55.392156862745104,1610612762,150,120,2024-01-24T03:12:56Z,6530000,False,-27.0,3.0,1,left,W. Kessler Layup (6 PTS) (T. Horton-Tucker 2 AST),"[1631117, 1629659]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.71,Made,,,,,,,6.0,,,T. Horton-Tucker,1629659.0,2.0,,,,,,
662,PT01M08.00S,2024-01-24T03:12:54.8Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203469,,,1610612762,150,120,2024-01-24T03:13:04Z,6550000,False,,,0,,C. Zeller shooting personal FOUL (1 PF) (Kessler 1 FT),"[203469, 1631117]",1610612740.0,NOP,shooting,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,,,,,,,202007.0,,,,,1.0,0.0,Kessler,1631117.0,,
664,PT01M08.00S,2024-01-24T03:13:11.2Z,4,REGULAR,freethrow,1 of 1,[],1631117,,,1610612762,150,120,2024-01-24T03:13:11Z,6570000,False,,,0,,MISS W. Kessler Free Throw 1 of 1,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
665,PT01M05.00S,2024-01-24T03:13:12.1Z,4,REGULAR,rebound,defensive,[],203469,,,1610612740,150,120,2024-01-24T03:13:12Z,6580000,False,,,0,,C. Zeller REBOUND (Off:1 Def:2),[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,,,664.0,3.0,2.0,1.0,,,,,,,,,,,,,,
666,PT01M00.00S,2024-01-24T03:13:17.9Z,4,REGULAR,3pt,Jump Shot,[],1630700,66.70499342969777,27.941176470588236,1610612740,150,120,2024-01-24T03:13:47Z,6590000,False,-110.0,260.0,1,right,MISS D. Daniels 28' 3PT,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,28.29,Missed,,,,,,,,,,,,,,,,,,
667,PT00M57.40S,2024-01-24T03:13:20.5Z,4,REGULAR,rebound,defensive,[],1629659,,,1610612762,150,120,2024-01-24T03:13:25Z,6600000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:2),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,666.0,2.0,2.0,0.0,,,,,,,,,,,,,,
668,PT00M53.60S,2024-01-24T03:13:28.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203469,,,1610612762,150,120,2024-01-24T03:13:40Z,6610000,False,,,0,,C. Zeller shooting personal FOUL (2 PF) (Horton-Tucker 2 FT),"[203469, 1629659]",1610612740.0,NOP,shooting,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,,,,,,,2534.0,,,,,2.0,0.0,Horton-Tucker,1629659.0,,
670,PT00M53.60S,2024-01-24T03:13:58.2Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629659,,,1610612762,150,121,2024-01-24T03:13:58Z,6630000,False,,,0,,T. Horton-Tucker Free Throw 1 of 2 (5 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
671,PT00M53.60S,2024-01-24T03:14:08.3Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629659,,,1610612762,150,122,2024-01-24T03:14:08Z,6640000,False,,,0,,T. Horton-Tucker Free Throw 2 of 2 (6 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
672,PT00M45.60S,2024-01-24T03:14:20.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,86.28449408672799,59.068627450980394,1610612740,150,122,2024-01-24T03:14:26Z,6650000,False,45.0,76.0,1,right,MISS N. Marshall 8' driving floating Shot,[1630230],1610612740.0,NOP,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,8.88,Missed,,,,,,,,,,,,,,,,,,
673,PT00M43.20S,2024-01-24T03:14:22.9Z,4,REGULAR,rebound,offensive,[],203469,,,1610612740,150,122,2024-01-24T03:14:26Z,6660000,False,,,0,,C. Zeller REBOUND (Off:2 Def:2),[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),8-16 Center,,,672.0,4.0,2.0,2.0,,,,,,,,,,,,,,
674,PT00M43.20S,2024-01-24T03:14:25.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630631,95.0886990801577,3.1862745098039214,1610612740,153,122,2024-01-24T03:14:29Z,6670000,False,-234.0,-6.0,1,right,J. Alvarado 3PT  (9 PTS) (C. Zeller 2 AST),"[1630631, 203469]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Left Corner 3,24+ Left,23.42,Made,,,,,,,9.0,,,C. Zeller,203469.0,2.0,,,,,,
676,PT00M36.30S,2024-01-24T03:14:35.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630700,,,1610612762,153,122,2024-01-24T03:14:45Z,6690000,False,,,0,,D. Daniels shooting personal FOUL (2 PF) (Horton-Tucker 2 FT),"[1630700, 1629659]",1610612740.0,NOP,shooting,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1628954.0,,,,,2.0,0.0,Horton-Tucker,1629659.0,,
678,PT00M36.30S,2024-01-24T03:14:58.5Z,4,REGULAR,freethrow,1 of 2,[],1629659,,,1610612762,153,123,2024-01-24T03:14:58Z,6710000,False,,,0,,T. Horton-Tucker Free Throw 1 of 2 (7 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
679,PT00M36.30S,2024-01-24T03:15:12.4Z,4,REGULAR,freethrow,2 of 2,[],1629659,,,1610612762,153,124,2024-01-24T03:15:12Z,6720000,False,,,0,,T. Horton-Tucker Free Throw 2 of 2 (8 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
680,PT00M33.20S,2024-01-24T03:15:19.0Z,4,REGULAR,3pt,Jump Shot,[],1630631,68.41327201051249,77.94117647058823,1610612740,153,124,2024-01-24T03:16:27Z,6730000,False,140.0,244.0,1,right,MISS J. Alvarado 28' pullup 3PT,[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,28.15,Missed,,,,,,,,,,,,,,,,,,
681,PT00M29.80S,2024-01-24T03:15:22.4Z,4,REGULAR,rebound,defensive,[],1629659,,,1610612762,153,124,2024-01-24T03:15:24Z,6740000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:3),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,,,680.0,3.0,3.0,0.0,,,,,,,,,,,,,,
682,PT00M23.20S,2024-01-24T03:15:29.0Z,4,REGULAR,3pt,Jump Shot,[],1629677,24.52365308804205,84.31372549019608,1610612762,153,124,2024-01-24T03:15:34Z,6750000,False,-172.0,178.0,1,left,MISS L. Samanic 24' 3PT,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Above the Break 3,24+ Left Center,24.72,Missed,,,,,,,,,,,,,,,,,,
683,PT00M19.70S,2024-01-24T03:15:32.5Z,4,REGULAR,rebound,defensive,[],1630631,,,1610612740,153,124,2024-01-24T03:15:32Z,6760000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:2),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,682.0,2.0,2.0,0.0,,,,,,,,,,,,,,
684,PT00M05.10S,2024-01-24T03:15:47.2Z,4,REGULAR,turnover,lost ball,[],1630631,,,1610612740,153,124,2024-01-24T03:15:53Z,6770000,False,,,0,,J. Alvarado lost ball TURNOVER (1 TO),"[1630631, 1629659]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,,,,,,,,Horton-Tucker,1629659.0
685,PT00M05.10S,2024-01-24T03:15:47.2Z,4,REGULAR,steal,,[],1629659,,,1610612762,153,124,2024-01-24T03:15:48Z,6780000,False,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
