actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
507,PT00M39.60S,2025-02-05T04:50:20.4Z,3,REGULAR,rebound,defensive,[],1631101,,,1610612757,75,63,2025-02-05T04:50:20Z,4950000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:3),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,506.0,4.0,3.0,1.0,,,,,,,,,,,
508,PT00M31.30S,2025-02-05T04:50:28.8Z,3,REGULAR,3pt,Jump Shot,[],1631101,69.72733245729303,77.45098039215686,1610612757,78,63,2025-02-05T04:50:32Z,4960000,False,137.0,232.0,1,right,S. Sharpe 26' 3PT pullup (17 PTS),[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,26.97,Made,17.0,,,,,,,,,,,,,,,,,
509,PT00M10.40S,2025-02-05T04:50:52.2Z,3,REGULAR,3pt,Jump Shot,[],1630174,6.389618922470433,95.83333333333334,1610612754,78,66,2025-02-05T04:50:55Z,4970000,False,-229.0,8.0,1,left,A. Nesmith 3PT  (5 PTS) (T. McConnell 3 AST),"[1630174, 204456]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,22.93,Made,5.0,,,,,,,,,,,,,T. McConnell,204456.0,3.0,,
511,PT00M00.10S,2025-02-05T04:51:06.4Z,3,REGULAR,3pt,Jump Shot,[],1631101,65.39093298291722,48.529411764705884,1610612757,78,66,2025-02-05T04:51:11Z,4990000,False,-7.0,273.0,1,right,MISS S. Sharpe 27' step back 3PT,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,27.29,Missed,,,,,,,,,,,,,,,,,,
512,PT00M00.10S,2025-02-05T04:51:06.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,78,66,2025-02-05T04:51:11Z,5000000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,511.0,,,,,,,,,,,,,,
513,PT00M00.00S,2025-02-05T04:51:09.2Z,3,REGULAR,period,end,[],0,,,1610612757,78,66,2025-02-05T04:51:09Z,5010000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2025-02-05T04:53:14.4Z,4,REGULAR,substitution,out,['startperiod'],1630703,,,1610612757,78,66,2025-02-05T04:53:35Z,5020000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2025-02-05T04:53:14.4Z,4,REGULAR,substitution,out,['startperiod'],1630166,,,1610612757,78,66,2025-02-05T04:53:35Z,5030000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2025-02-05T04:53:14.4Z,4,REGULAR,substitution,out,['startperiod'],1641716,,,1610612757,78,66,2025-02-05T04:53:35Z,5040000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2025-02-05T04:53:14.4Z,4,REGULAR,substitution,in,['startperiod'],203924,,,1610612757,78,66,2025-02-05T04:53:35Z,5050000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2025-02-05T04:53:14.4Z,4,REGULAR,substitution,in,['startperiod'],1629014,,,1610612757,78,66,2025-02-05T04:53:35Z,5060000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2025-02-05T04:53:14.4Z,4,REGULAR,substitution,in,['startperiod'],1627783,,,1610612757,78,66,2025-02-05T04:53:35Z,5070000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2025-02-05T04:53:54.3Z,4,REGULAR,period,start,[],0,,,1610612757,78,66,2025-02-05T04:53:54Z,5080000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT11M56.00S,2025-02-05T04:53:57.9Z,4,REGULAR,turnover,bad pass,[],1631101,,,1610612757,78,66,2025-02-05T04:54:03Z,5090000,False,,,0,,S. Sharpe bad pass TURNOVER (1 TO),"[1631101, 1630174]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Right,,,,,1.0,,,,,Nesmith,1630174.0,,,,,,,,,
522,PT11M56.00S,2025-02-05T04:53:57.9Z,4,REGULAR,steal,,[],1630174,,,1610612754,78,66,2025-02-05T04:54:00Z,5100000,False,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
523,PT11M51.00S,2025-02-05T04:54:02.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641767,7.835085413929041,5.637254901960785,1610612754,78,66,2025-02-05T04:54:11Z,5110000,False,222.0,21.0,1,left,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,22.28,Missed,,,,,,,,,,,,,,,,,,
524,PT11M46.00S,2025-02-05T04:54:07.2Z,4,REGULAR,rebound,offensive,[],1627783,,,1610612754,78,66,2025-02-05T04:54:11Z,5120000,False,,,0,,P. Siakam REBOUND (Off:2 Def:4),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,,,,523.0,6.0,4.0,2.0,,,,,,,,,,,
525,PT11M45.00S,2025-02-05T04:54:08.2Z,4,REGULAR,turnover,bad pass,[],1627783,,,1610612754,78,66,2025-02-05T04:54:13Z,5130000,False,,,0,,P. Siakam bad pass TURNOVER (3 TO),"[1627783, 203924]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,,,3.0,,,,,Grant,203924.0,,,,,,,,,
526,PT11M45.00S,2025-02-05T04:54:08.2Z,4,REGULAR,steal,,[],203924,,,1610612757,78,66,2025-02-05T04:55:57Z,5140000,False,,,0,,J. Grant STEAL (1 STL),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
527,PT11M32.00S,2025-02-05T04:54:21.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629028,86.67871222076215,64.95098039215686,1610612757,78,66,2025-02-05T05:02:44Z,5150000,False,75.0,73.0,1,right,MISS D. Ayton 10' turnaround fadeaway Shot,[1629028],1610612757.0,POR,turnaround fadeaway,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Right,10.43,Missed,,,,,,,,,,,,,,,,,,
528,PT11M31.00S,2025-02-05T04:54:22.2Z,4,REGULAR,rebound,defensive,[],1641767,,,1610612754,78,66,2025-02-05T04:54:24Z,5160000,False,,,0,,B. Sheppard REBOUND (Off:1 Def:1),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),8-16 Right,,,,,,527.0,2.0,1.0,1.0,,,,,,,,,,,
529,PT11M23.00S,2025-02-05T04:54:30.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],204456,6.521024967148489,54.65686274509803,1610612754,78,66,2025-02-05T04:54:35Z,5170000,False,-23.0,9.0,1,left,MISS T. McConnell driving reverse Layup,[204456],1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,2.49,Missed,,,,,,,,,,,,,,,,,,
530,PT11M21.00S,2025-02-05T04:54:32.1Z,4,REGULAR,rebound,offensive,[],1641767,,,1610612754,78,66,2025-02-05T04:54:32Z,5180000,False,,,0,,B. Sheppard REBOUND (Off:2 Def:1),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,529.0,3.0,1.0,2.0,,,,,,,,,,,
531,PT11M16.00S,2025-02-05T04:54:37.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628418,30.436925098554536,22.794117647058822,1610612754,78,66,2025-02-05T04:54:40Z,5190000,False,136.0,234.0,1,left,MISS T. Bryant 27' 3PT,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Right Center,27.03,Missed,,,,,,,,,,,,,,,,,,
532,PT11M14.00S,2025-02-05T04:54:39.2Z,4,REGULAR,rebound,offensive,[],204456,,,1610612754,78,66,2025-02-05T05:04:58Z,5200000,False,,,0,,T. McConnell REBOUND (Off:1 Def:3),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,,,,,,531.0,4.0,3.0,1.0,,,,,,,,,,,
533,PT11M06.00S,2025-02-05T04:54:47.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,5.469776609724048,53.431372549019606,1610612754,78,68,2025-02-05T04:54:53Z,5210000,False,-17.0,-1.0,1,left,P. Siakam driving Layup (14 PTS) (A. Nesmith 1 AST),"[1627783, 1630174]",1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.72,Made,14.0,,,,,,,,,,,,,A. Nesmith,1630174.0,1.0,,
535,PT11M05.00S,2025-02-05T04:54:52.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,78,68,2025-02-05T04:54:52Z,5230000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT11M05.00S,2025-02-05T04:56:28.0Z,4,REGULAR,substitution,out,[],1631200,,,1610612757,78,68,2025-02-05T04:59:19Z,5235000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT11M05.00S,2025-02-05T04:56:28.0Z,4,REGULAR,substitution,in,[],1630703,,,1610612757,78,68,2025-02-05T04:59:19Z,5237500,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT10M46.00S,2025-02-05T04:58:03.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,83.65637319316689,49.26470588235294,1610612757,78,68,2025-02-05T05:05:41Z,5240000,False,-4.0,101.0,1,right,MISS A. Simons 10' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,10.12,Missed,,,,,,,,,,,,,,,,,,
538,PT10M44.00S,2025-02-05T04:58:05.2Z,4,REGULAR,rebound,defensive,[],1628418,,,1610612754,78,68,2025-02-05T04:58:07Z,5250000,False,,,0,,T. Bryant REBOUND (Off:2 Def:1),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,537.0,3.0,1.0,2.0,,,,,,,,,,,
539,PT10M29.00S,2025-02-05T04:58:19.9Z,4,REGULAR,2pt,Jump Shot,[],204456,10.068988173455978,26.225490196078432,1610612754,78,70,2025-02-05T04:58:24Z,5260000,False,119.0,42.0,1,left,T. McConnell 12' pullup Jump Shot (12 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,12.61,Made,12.0,,,,,,,,,,,,,,,,,
542,PT10M04.00S,2025-02-05T04:58:51.6Z,4,REGULAR,2pt,Jump Shot,[],1630703,80.1084099868594,14.950980392156863,1610612757,80,70,2025-02-05T04:58:56Z,5290000,False,-175.0,134.0,1,right,S. Henderson 22' Jump Shot (12 PTS) (D. Ayton 2 AST),"[1630703, 1629028]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Left Center,22.09,Made,12.0,,,,,,,,,,,,,D. Ayton,1629028.0,2.0,,
544,PT09M51.00S,2025-02-05T04:59:07.8Z,4,REGULAR,foul,personal,[],1630703,,,1610612754,80,70,2025-02-05T04:59:27Z,5310000,False,,,0,,S. Henderson personal FOUL (3 PF),"[1630703, 1628418]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,1628159.0,,,,,,,,3.0,0.0,Bryant,1628418.0,,,,,
548,PT09M37.00S,2025-02-05T04:59:50.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628418,8.492115637319317,49.50980392156863,1610612754,80,72,2025-02-05T05:07:27Z,5330000,False,2.0,27.0,1,left,T. Bryant turnaround Hook (5 PTS) (T. McConnell 4 AST),"[1628418, 204456]",1610612754.0,IND,turnaround,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,2.74,Made,5.0,,,,,,,,,,,,,T. McConnell,204456.0,4.0,,
551,PT09M24.00S,2025-02-05T05:00:02.9Z,4,REGULAR,turnover,bad pass,[],1629028,,,1610612757,80,72,2025-02-05T05:00:07Z,5350000,False,,,0,,D. Ayton bad pass TURNOVER (2 TO),"[1629028, 1630174]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,,,2.0,,,,,Nesmith,1630174.0,,,,,,,,,
552,PT09M24.00S,2025-02-05T05:00:02.9Z,4,REGULAR,steal,,[],1630174,,,1610612754,80,72,2025-02-05T05:00:04Z,5360000,False,,,0,,A. Nesmith STEAL (2 STL),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
553,PT09M22.00S,2025-02-05T05:00:05.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",204456,5.732588699080158,50.98039215686274,1610612754,80,74,2025-02-05T05:00:12Z,5370000,False,-5.0,1.0,1,left,T. McConnell running Layup (14 PTS) (A. Nesmith 2 AST),"[204456, 1630174]",1610612754.0,IND,running,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,0.51,Made,14.0,,,,,,,,,,,,,A. Nesmith,1630174.0,2.0,,
555,PT09M02.00S,2025-02-05T05:00:26.3Z,4,REGULAR,2pt,Jump Shot,[],203924,92.19776609724047,18.38235294117647,1610612757,82,74,2025-02-05T05:00:33Z,5390000,False,-158.0,21.0,1,right,J. Grant 15' turnaround Jump Shot (13 PTS) (A. Simons 4 AST),"[203924, 1629014]",1610612757.0,POR,turnaround,,,Grant,J. Grant,,,,,Mid-Range,8-16 Left,15.95,Made,13.0,,,,,,,,,,,,,A. Simons,1629014.0,4.0,,
557,PT08M43.00S,2025-02-05T05:00:47.6Z,4,REGULAR,foul,personal,['2freethrow'],203924,,,1610612754,82,74,2025-02-05T05:01:01Z,5410000,False,,,0,,J. Grant shooting personal FOUL (2 PF) (Siakam 2 FT),"[203924, 1627783]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,101284.0,,,,,,,,2.0,0.0,Siakam,1627783.0,,,,,
559,PT08M43.00S,2025-02-05T05:01:21.2Z,4,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,82,75,2025-02-05T05:01:21Z,5430000,False,,,0,,P. Siakam Free Throw 1 of 2 (15 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
560,PT08M43.00S,2025-02-05T05:01:21.9Z,4,REGULAR,substitution,out,[],1629028,,,1610612754,82,75,2025-02-05T05:01:32Z,5440000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT08M43.00S,2025-02-05T05:01:21.9Z,4,REGULAR,substitution,out,[],1631101,,,1610612754,82,75,2025-02-05T05:01:32Z,5450000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT08M43.00S,2025-02-05T05:01:21.9Z,4,REGULAR,substitution,in,[],1641739,,,1610612754,82,75,2025-02-05T05:01:32Z,5460000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M43.00S,2025-02-05T05:01:21.9Z,4,REGULAR,substitution,in,[],1629057,,,1610612754,82,75,2025-02-05T05:01:32Z,5470000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT08M43.00S,2025-02-05T05:01:50.9Z,4,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,82,76,2025-02-05T05:01:50Z,5480000,False,,,0,,P. Siakam Free Throw 2 of 2 (16 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
565,PT08M29.00S,2025-02-05T05:02:14.8Z,4,REGULAR,foul,offensive,[],1629057,,,1610612757,82,76,2025-02-05T05:02:25Z,5490000,False,,,0,,R. Williams III charge offensive FOUL (2 PF),"[1629057, 1630174]",1610612757.0,POR,charge,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,101284.0,,,,,,,,2.0,0.0,Nesmith,1630174.0,,,,,
567,PT08M29.00S,2025-02-05T05:02:14.8Z,4,REGULAR,turnover,offensive foul,[],1629057,,,1610612757,82,76,2025-02-05T05:02:14Z,5510000,False,,,0,,R. Williams III offensive foul TURNOVER (2 TO),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,101284.0,2.0,,,,,,,,,,,,,,,
568,PT08M08.00S,2025-02-05T05:02:52.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627783,32.670827858081466,39.21568627450981,1610612754,82,76,2025-02-05T05:02:59Z,5520000,False,54.0,255.0,1,left,MISS P. Siakam 26' pullup bank 3PT,[1627783],1610612754.0,IND,pullup bank,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,26.02,Missed,,,,,,,,,,,,,,,,,,
569,PT08M05.00S,2025-02-05T05:02:55.9Z,4,REGULAR,rebound,defensive,[],1641739,,,1610612757,82,76,2025-02-05T05:02:59Z,5530000,False,,,0,,T. Camara REBOUND (Off:3 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,,,,,,568.0,5.0,2.0,3.0,,,,,,,,,,,
571,PT07M57.00S,2025-02-05T05:03:08.0Z,4,REGULAR,substitution,out,[],1628418,,,1610612757,82,76,2025-02-05T05:03:33Z,5550000,False,,,0,,SUB out: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT07M57.00S,2025-02-05T05:03:08.0Z,4,REGULAR,substitution,out,[],204456,,,1610612757,82,76,2025-02-05T05:03:33Z,5560000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT07M57.00S,2025-02-05T05:03:08.0Z,4,REGULAR,substitution,out,[],1630174,,,1610612757,82,76,2025-02-05T05:03:33Z,5570000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT07M57.00S,2025-02-05T05:03:08.0Z,4,REGULAR,substitution,out,[],1641767,,,1610612757,82,76,2025-02-05T05:03:33Z,5580000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT07M57.00S,2025-02-05T05:03:08.0Z,4,REGULAR,substitution,in,[],1630169,,,1610612757,82,76,2025-02-05T05:03:33Z,5590000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT07M57.00S,2025-02-05T05:03:08.0Z,4,REGULAR,substitution,in,[],1629614,,,1610612757,82,76,2025-02-05T05:03:33Z,5600000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT07M57.00S,2025-02-05T05:03:08.0Z,4,REGULAR,substitution,in,[],1626167,,,1610612757,82,76,2025-02-05T05:03:33Z,5610000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M57.00S,2025-02-05T05:03:08.0Z,4,REGULAR,substitution,in,[],1631097,,,1610612757,82,76,2025-02-05T05:03:33Z,5620000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT07M47.00S,2025-02-05T05:03:51.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,92.32917214191852,55.63725490196079,1610612757,82,76,2025-02-05T05:03:58Z,5630000,False,28.0,20.0,1,right,MISS S. Henderson driving bank Shot,[1630703],1610612757.0,POR,driving bank,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,,,,
580,PT07M45.00S,2025-02-05T05:03:53.7Z,4,REGULAR,rebound,offensive,[],1630703,,,1610612757,82,76,2025-02-05T05:03:53Z,5640000,False,,,0,,S. Henderson REBOUND (Off:2 Def:5),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,,,579.0,7.0,5.0,2.0,,,,,,,,,,,
581,PT07M44.00S,2025-02-05T05:03:55.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203924,78.0059132720105,10.049019607843137,1610612757,82,76,2025-02-05T05:04:02Z,5650000,False,-200.0,154.0,1,right,MISS J. Grant 25' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
582,PT07M41.00S,2025-02-05T05:03:58.3Z,4,REGULAR,rebound,offensive,[],1630703,,,1610612757,82,76,2025-02-05T05:04:02Z,5660000,False,,,0,,S. Henderson REBOUND (Off:3 Def:5),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,,,,,,581.0,8.0,5.0,3.0,,,,,,,,,,,
583,PT07M32.00S,2025-02-05T05:04:07.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629014,90.88370565045992,35.78431372549019,1610612757,84,76,2025-02-05T05:04:15Z,5670000,False,-71.0,33.0,1,right,A. Simons 7' driving floating Jump Shot (17 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,7.85,Made,17.0,,,,,,,,,,,,,,,,,
584,PT07M27.00S,2025-02-05T05:04:17.1Z,4,REGULAR,foul,offensive,[],1629614,,,1610612754,84,76,2025-02-05T05:04:23Z,5680000,False,,,0,,A. Nembhard offensive FOUL (4 PF),"[1629614, 1641739]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,1628159.0,,,,,,,,4.0,1.0,Camara,1641739.0,,,,,
586,PT07M27.00S,2025-02-05T05:04:17.1Z,4,REGULAR,turnover,offensive foul,[],1629614,,,1610612754,84,76,2025-02-05T05:04:17Z,5700000,False,,,0,,A. Nembhard offensive foul TURNOVER (3 TO),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,1628159.0,3.0,,,,,,,,,,,,,,,
587,PT07M11.00S,2025-02-05T05:04:45.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630703,94.03745072273325,46.568627450980394,1610612757,86,76,2025-02-05T05:04:49Z,5710000,False,-17.0,4.0,1,right,S. Henderson driving Layup (14 PTS),[1630703],1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.76,Made,14.0,,,,,,,,,,,,,,,,,
588,PT06M49.00S,2025-02-05T05:05:08.9Z,4,REGULAR,turnover,bad pass,[],1629614,,,1610612754,86,76,2025-02-05T05:05:12Z,5720000,False,,,0,,A. Nembhard bad pass TURNOVER (4 TO),"[1629614, 1630703]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right Center,,,,,4.0,,,,,Henderson,1630703.0,,,,,,,,,
589,PT06M49.00S,2025-02-05T05:05:08.9Z,4,REGULAR,steal,,[],1630703,,,1610612757,86,76,2025-02-05T05:05:10Z,5730000,False,,,0,,S. Henderson STEAL (1 STL),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
590,PT06M28.00S,2025-02-05T05:05:30.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203924,79.97700394218134,93.13725490196079,1610612757,86,76,2025-02-05T05:05:34Z,5740000,False,216.0,136.0,1,right,MISS J. Grant 25' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
591,PT06M24.00S,2025-02-05T05:05:34.0Z,4,REGULAR,rebound,offensive,[],1641739,,,1610612757,86,76,2025-02-05T05:05:34Z,5750000,False,,,0,,T. Camara REBOUND (Off:4 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,,590.0,6.0,2.0,4.0,,,,,,,,,,,
592,PT06M13.00S,2025-02-05T05:05:45.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630703,72.48685939553219,87.00980392156863,1610612757,89,76,2025-02-05T05:05:49Z,5760000,False,185.0,206.0,1,right,S. Henderson 27' 3PT pullup (17 PTS),[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,27.7,Made,17.0,,,,,,,,,,,,,,,,,
593,PT06M10.00S,2025-02-05T05:05:52.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,89,76,2025-02-05T05:05:53Z,5770000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
