actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
508,PT01M21.00S,2023-01-05T02:48:53.3Z,3,REGULAR,rebound,defensive,[],1629637,,,1610612740,98,73,2023-01-05T02:48:53Z,4990000,False,,,0,,J. Hayes REBOUND (Off:2 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,507.0,,,5.0,3.0,2.0,,,,,,
509,PT01M09.00S,2023-01-05T02:49:03.5Z,3,REGULAR,turnover,bad pass,[],1630700,,,1610612740,98,73,2023-01-05T02:49:09Z,5000000,False,,,0,,D. Daniels bad pass TURNOVER (1 TO),"[1630700, 1630578]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Sengun,1630578.0
510,PT01M09.00S,2023-01-05T02:49:03.5Z,3,REGULAR,steal,,[],1630578,,,1610612745,98,73,2023-01-05T02:49:06Z,5010000,False,,,0,,A. Sengun STEAL (2 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
512,PT00M52.00S,2023-01-05T02:49:30.8Z,3,REGULAR,turnover,bad pass,[],1630578,,,1610612745,98,73,2023-01-05T02:49:38Z,5030000,False,,,0,,A. Sengun bad pass TURNOVER (1 TO),"[1630578, 1630700]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Daniels,1630700.0
513,PT00M52.00S,2023-01-05T02:49:30.8Z,3,REGULAR,steal,,[],1630700,,,1610612740,98,73,2023-01-05T02:49:33Z,5040000,False,,,0,,D. Daniels STEAL (3 STL),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
514,PT00M46.50S,2023-01-05T02:49:36.2Z,3,REGULAR,turnover,bad pass,[],1629637,,,1610612740,98,73,2023-01-05T02:51:17Z,5050000,False,,,0,,J. Hayes bad pass TURNOVER (1 TO),"[1629637, 1631102]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Washington Jr.,1631102.0
515,PT00M46.50S,2023-01-05T02:49:36.2Z,3,REGULAR,steal,,[],1631102,,,1610612745,98,73,2023-01-05T02:51:17Z,5060000,False,,,0,,T. Washington Jr. STEAL (1 STL),[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
516,PT00M38.70S,2023-01-05T02:49:44.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631102,66.44218134034165,59.55882352941176,1610612745,98,73,2023-01-05T02:49:49Z,5070000,False,48.0,263.0,1,right,MISS T. Washington Jr. 26' 3PT,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,Above the Break 3,24+ Center,26.72,Missed,,,,,,,,,,,,,,,,,,
517,PT00M36.20S,2023-01-05T02:49:46.5Z,3,REGULAR,rebound,offensive,[],1629726,,,1610612745,98,73,2023-01-05T02:49:46Z,5080000,False,,,0,,G. Mathews REBOUND (Off:1 Def:1),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Center,,,,,,,,,516.0,,,2.0,1.0,1.0,,,,,,
518,PT00M35.80S,2023-01-05T02:49:48.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629637,,,1610612745,98,73,2023-01-05T02:50:01Z,5090000,False,,,0,,J. Hayes shooting personal FOUL (2 PF) (Eason 2 FT),"[1629637, 1631106]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,1626300.0,2.0,0.0,Eason,1631106.0,,,,,,,,,,,,
520,PT00M35.80S,2023-01-05T02:50:10.2Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1631106,,,1610612745,98,73,2023-01-05T02:50:32Z,5110000,False,,,0,,MISS T. Eason Free Throw 1 of 2,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
521,PT00M35.80S,2023-01-05T02:50:10.2Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,98,73,2023-01-05T02:50:32Z,5120000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,520.0,,,,,,,,,,,
522,PT00M35.80S,2023-01-05T02:50:10.2Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1631106,,,1610612745,98,73,2023-01-05T02:50:32Z,5130000,False,,,0,,MISS T. Eason Free Throw 2 of 2,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
523,PT00M33.20S,2023-01-05T02:50:12.8Z,3,REGULAR,rebound,defensive,[],1626195,,,1610612740,98,73,2023-01-05T02:50:32Z,5140000,False,,,0,,W. Hernangomez REBOUND (Off:1 Def:5),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,522.0,,,6.0,5.0,1.0,,,,,,
524,PT00M15.20S,2023-01-05T02:50:46.3Z,3,REGULAR,turnover,out-of-bounds,[],1630230,,,1610612740,98,73,2023-01-05T02:52:09Z,5150000,False,,,0,,N. Marshall bad pass out-of-bounds TURNOVER (3 TO),[1630230],1610612740.0,NOP,bad pass,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Right,,,,1626300.0,,,,,,,,,,,,,,3.0,,
525,PT00M02.50S,2023-01-05T02:51:14.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631106,82.34231274638634,49.26470588235294,1610612745,98,73,2023-01-05T02:52:48Z,5160000,False,-4.0,113.0,1,right,MISS T. Eason 11' driving floating Shot,[1631106],1610612745.0,HOU,driving floating,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,11.36,Missed,,,,,,,,,,,,,,,,,,
526,PT00M02.50S,2023-01-05T02:51:14.8Z,3,REGULAR,rebound,defensive,[],1629637,,,1610612740,98,73,2023-01-05T02:52:20Z,5170000,False,,,0,,J. Hayes REBOUND (Off:2 Def:4),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,525.0,,,6.0,4.0,2.0,,,,,,
527,PT00M00.50S,2023-01-05T02:51:24.9Z,3,REGULAR,turnover,bad pass,[],1629637,,,1610612740,98,73,2023-01-05T02:51:46Z,5180000,False,,,0,,J. Hayes bad pass TURNOVER (2 TO),"[1629637, 1630231]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,2.0,Martin Jr.,1630231.0
528,PT00M00.50S,2023-01-05T02:51:24.9Z,3,REGULAR,steal,,[],1630231,,,1610612745,98,73,2023-01-05T02:51:29Z,5190000,False,,,0,,K. Martin Jr. STEAL (1 STL),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
529,PT00M00.00S,2023-01-05T02:52:32.0Z,3,REGULAR,period,end,[],0,,,1610612745,98,73,2023-01-05T02:52:32Z,5200000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2023-01-05T02:53:55.0Z,4,REGULAR,period,start,[],0,,,1610612740,98,73,2023-01-05T02:53:55Z,5210000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT11M47.00S,2023-01-05T02:54:07.4Z,4,REGULAR,3pt,Jump Shot,[],1630230,26.888961892247043,82.59803921568627,1610612740,98,73,2023-01-05T02:54:14Z,5220000,False,-163.0,200.0,1,left,MISS N. Marshall 25' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
532,PT11M42.00S,2023-01-05T02:54:12.1Z,4,REGULAR,rebound,offensive,[],1630230,,,1610612740,98,73,2023-01-05T02:54:12Z,5230000,False,,,0,,N. Marshall REBOUND (Off:2 Def:4),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,,,,531.0,,,6.0,4.0,2.0,,,,,,
533,PT11M36.00S,2023-01-05T02:54:20.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630230,9.017739816031538,55.63725490196079,1610612740,98,73,2023-01-05T02:54:53Z,5240000,False,-28.0,32.0,1,left,MISS N. Marshall driving floating Shot - blocked,"[1630230, 1630578]",1610612740.0,NOP,driving floating,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,4.29,Missed,,,,,,,,Sengun,1630578.0,,,,,,,,,
534,PT11M36.00S,2023-01-05T02:54:20.0Z,4,REGULAR,block,,[],1630578,,,1610612740,98,73,2023-01-05T02:54:23Z,5250000,False,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
535,PT11M36.00S,2023-01-05T02:54:20.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,98,73,2023-01-05T02:54:53Z,5260000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,533.0,,,,,,,,,,,
536,PT11M36.00S,2023-01-05T02:54:31.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612740,98,73,2023-01-05T02:54:44Z,5270000,False,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,2003.0,,,,,,,,,,,,,,,,
537,PT11M20.00S,2023-01-05T02:54:50.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630578,89.30683311432325,44.6078431372549,1610612745,98,73,2023-01-05T02:54:57Z,5280000,False,-27.0,48.0,1,right,MISS A. Sengun driving Layup - blocked,"[1630578, 1629637]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.51,Missed,,,,,,,,Hayes,1629637.0,,,,,,,,,
538,PT11M20.00S,2023-01-05T02:54:50.1Z,4,REGULAR,block,,[],1629637,,,1610612745,98,73,2023-01-05T02:54:52Z,5290000,False,,,0,,J. Hayes BLOCK (2 BLK),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
539,PT11M20.00S,2023-01-05T02:54:50.1Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612740,98,73,2023-01-05T02:54:57Z,5300000,False,,,0,,D. Daniels REBOUND (Off:2 Def:3),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,537.0,,,5.0,3.0,2.0,,,,,,
540,PT11M16.00S,2023-01-05T02:54:56.0Z,4,REGULAR,foul,offensive,[],1630700,,,1610612740,98,73,2023-01-05T02:55:04Z,5310000,False,,,0,,D. Daniels charge offensive FOUL (2 PF),"[1630700, 1631102]",1610612740.0,NOP,charge,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,2003.0,2.0,0.0,Washington Jr.,1631102.0,,,,,,,,,,,,
542,PT11M16.00S,2023-01-05T02:54:56.0Z,4,REGULAR,turnover,offensive foul,[],1630700,,,1610612740,98,73,2023-01-05T02:54:56Z,5330000,False,,,0,,D. Daniels offensive foul TURNOVER (2 TO),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,2003.0,,,,,,,,,,,,,,2.0,,
543,PT11M02.00S,2023-01-05T02:55:28.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629726,94.03745072273325,95.09803921568627,1610612745,98,76,2023-01-05T02:55:33Z,5340000,False,225.0,4.0,1,right,G. Mathews 3PT  (6 PTS) (T. Eason 2 AST),"[1629726, 1631106]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Right Corner 3,24+ Right,22.55,Made,6.0,,,,,,,,,,,,T. Eason,1631106.0,2.0,,,
545,PT10M47.00S,2023-01-05T02:55:44.7Z,4,REGULAR,2pt,Jump Shot,[],1630700,21.23850197109067,53.92156862745098,1610612740,98,76,2023-01-05T02:55:58Z,5360000,False,-20.0,147.0,1,left,MISS D. Daniels 14' driving floating Shot,[1630700],1610612740.0,NOP,driving floating,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Center,14.84,Missed,,,,,,,,,,,,,,,,,,
546,PT10M47.00S,2023-01-05T02:55:44.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,98,76,2023-01-05T02:55:58Z,5370000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,,,545.0,,,,,,,,,,,
547,PT10M47.00S,2023-01-05T02:55:55.3Z,4,REGULAR,foul,personal,[],1630578,,,1610612740,98,76,2023-01-05T02:56:03Z,5380000,False,,,0,,A. Sengun loose ball personal FOUL (3 PF),"[1630578, 1626195]",1610612745.0,HOU,loose ball,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,2003.0,3.0,0.0,Hernangomez,1626195.0,,,,,,,,,,,,
549,PT10M47.00S,2023-01-05T02:56:05.5Z,4,REGULAR,substitution,out,[],1630700,,,1610612740,98,76,2023-01-05T02:56:09Z,5400000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT10M47.00S,2023-01-05T02:56:05.5Z,4,REGULAR,substitution,in,[],1628984,,,1610612740,98,76,2023-01-05T02:56:09Z,5410000,False,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT10M31.00S,2023-01-05T02:56:29.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630230,30.576544021024965,69.140625,1610612740,98,76,2023-01-05T02:56:39Z,5420000,False,-96.0,235.0,1,left,MISS N. Marshall 25' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
552,PT10M29.00S,2023-01-05T02:56:31.1Z,4,REGULAR,rebound,defensive,[],1631106,,,1610612745,98,76,2023-01-05T02:56:39Z,5430000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,,,,,551.0,,,1.0,1.0,0.0,,,,,,
553,PT10M25.00S,2023-01-05T02:56:37.1Z,4,REGULAR,turnover,traveling,[],1629726,,,1610612745,98,76,2023-01-05T02:56:42Z,5440000,False,,,0,,G. Mathews traveling TURNOVER (1 TO),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Left Center,,,,1626300.0,,,,,,,,,,,,,,1.0,,
554,PT10M13.00S,2023-01-05T02:57:05.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,32.14520367936925,60.049019607843135,1610612740,98,76,2023-01-05T02:57:10Z,5450000,False,-50.0,250.0,1,left,MISS D. Graham 25' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
555,PT10M10.00S,2023-01-05T02:57:08.3Z,4,REGULAR,rebound,defensive,[],1631106,,,1610612745,98,76,2023-01-05T02:57:10Z,5460000,False,,,0,,T. Eason REBOUND (Off:0 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Center,,,,,,,,,554.0,,,2.0,2.0,0.0,,,,,,
556,PT09M55.00S,2023-01-05T02:57:24.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,91.80354796320631,50.0,1610612745,98,78,2023-01-05T02:57:28Z,5470000,False,0.0,25.0,1,right,K. Martin Jr. driving DUNK (10 PTS) (G. Mathews 1 AST),"[1630231, 1629726]",1610612745.0,HOU,driving,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,2.45,Made,10.0,,,,,,,,,,,,G. Mathews,1629726.0,1.0,,,
558,PT09M43.00S,2023-01-05T02:57:35.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628984,15.456636005256241,45.09803921568628,1610612740,98,78,2023-01-05T02:57:42Z,5490000,False,25.0,93.0,1,left,MISS D. Graham 9' driving floating Shot,[1628984],1610612740.0,NOP,driving floating,,,Graham,D. Graham,,,,,In The Paint (Non-RA),8-16 Center,9.6,Missed,,,,,,,,,,,,,,,,,,
559,PT09M38.00S,2023-01-05T02:57:40.7Z,4,REGULAR,rebound,offensive,[],1629637,,,1610612740,98,78,2023-01-05T02:57:42Z,5500000,False,,,0,,J. Hayes REBOUND (Off:3 Def:4),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,558.0,,,7.0,4.0,3.0,,,,,,
560,PT09M38.00S,2023-01-05T02:57:41.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629637,5.590000152587891,50.0,1610612740,100,78,2023-01-05T02:57:45Z,5510000,False,0.0,0.0,1,left,J. Hayes tip Layup (4 PTS),[1629637],1610612740.0,NOP,tip,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
561,PT09M27.00S,2023-01-05T02:57:52.5Z,4,REGULAR,3pt,Jump Shot,[],1630231,67.36202365308804,60.049019607843135,1610612745,100,81,2023-01-05T02:57:58Z,5520000,False,50.0,254.0,1,right,K. Martin Jr. 25' 3PT  (13 PTS) (A. Sengun 4 AST),"[1630231, 1630578]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Center,25.92,Made,13.0,,,,,,,,,,,,A. Sengun,1630578.0,4.0,,,
563,PT09M25.00S,2023-01-05T02:57:59.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,100,81,2023-01-05T02:57:59Z,5540000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT09M25.00S,2023-01-05T02:59:50.1Z,4,REGULAR,substitution,out,[],1629637,,,1610612740,100,81,2023-01-05T03:00:31Z,5550000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT09M25.00S,2023-01-05T02:59:50.1Z,4,REGULAR,substitution,out,[],1631102,,,1610612740,100,81,2023-01-05T03:00:31Z,5560000,False,,,0,,SUB out: T. Washington Jr.,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT09M25.00S,2023-01-05T02:59:50.1Z,4,REGULAR,substitution,out,[],1631106,,,1610612740,100,81,2023-01-05T03:00:31Z,5570000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT09M25.00S,2023-01-05T02:59:50.1Z,4,REGULAR,substitution,out,[],1629726,,,1610612740,100,81,2023-01-05T03:00:31Z,5580000,False,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT09M25.00S,2023-01-05T02:59:50.1Z,4,REGULAR,substitution,in,[],1630529,,,1610612740,100,81,2023-01-05T03:00:31Z,5590000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT09M25.00S,2023-01-05T02:59:50.1Z,4,REGULAR,substitution,in,[],1629645,,,1610612740,100,81,2023-01-05T03:00:31Z,5600000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT09M25.00S,2023-01-05T02:59:50.1Z,4,REGULAR,substitution,in,[],1630224,,,1610612740,100,81,2023-01-05T03:00:31Z,5610000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT09M25.00S,2023-01-05T02:59:50.1Z,4,REGULAR,substitution,in,[],201569,,,1610612740,100,81,2023-01-05T03:00:31Z,5620000,False,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT09M07.00S,2023-01-05T03:01:06.2Z,4,REGULAR,turnover,bad pass,[],1630230,,,1610612740,100,81,2023-01-05T03:01:12Z,5630000,False,,,0,,N. Marshall bad pass TURNOVER (4 TO),"[1630230, 1630231]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,4.0,Martin Jr.,1630231.0
573,PT09M07.00S,2023-01-05T03:01:06.2Z,4,REGULAR,steal,,[],1630231,,,1610612745,100,81,2023-01-05T03:02:36Z,5640000,False,,,0,,K. Martin Jr. STEAL (2 STL),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
574,PT08M51.00S,2023-01-05T03:01:23.8Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630578,86.94152431011827,45.09803921568628,1610612745,100,83,2023-01-05T03:01:29Z,5650000,False,-25.0,70.0,1,right,A. Sengun 7' turnaround Hook (13 PTS),[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,7.44,Made,13.0,,,,,,,,,,,,,,,,,
576,PT08M31.00S,2023-01-05T03:01:43.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626195,7.178055190538765,43.627450980392155,1610612740,102,83,2023-01-05T03:01:51Z,5670000,False,32.0,15.0,1,left,W. Hernangomez cutting DUNK (12 PTS) (N. Marshall 4 AST),"[1626195, 1630230]",1610612740.0,NOP,cutting,,,Hernangomez,W. Hernangomez,,,,,Restricted Area,0-8 Center,3.53,Made,12.0,,,,,,,,,,,,N. Marshall,1630230.0,4.0,,,
578,PT08M13.00S,2023-01-05T03:02:00.5Z,4,REGULAR,3pt,Jump Shot,[],1630224,65.39093298291722,40.68627450980392,1610612745,102,86,2023-01-05T03:02:05Z,5690000,False,-47.0,273.0,1,right,J. Green 27' 3PT pullup (12 PTS) (A. Sengun 5 AST),"[1630224, 1630578]",1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,27.68,Made,12.0,,,,,,,,,,,,A. Sengun,1630578.0,5.0,,,
580,PT07M57.00S,2023-01-05T03:02:16.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,16.245072273324574,39.705882352941174,1610612740,102,86,2023-01-05T03:02:24Z,5710000,False,51.0,100.0,1,left,MISS N. Marshall 11' driving floating Shot,[1630230],1610612740.0,NOP,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,11.27,Missed,,,,,,,,,,,,,,,,,,
581,PT07M55.00S,2023-01-05T03:02:18.8Z,4,REGULAR,rebound,offensive,[],1626195,,,1610612740,102,86,2023-01-05T03:02:24Z,5720000,False,,,0,,W. Hernangomez REBOUND (Off:2 Def:5),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,580.0,,,7.0,5.0,2.0,,,,,,
582,PT07M55.00S,2023-01-05T03:02:19.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,8.754927726675426,52.450980392156865,1610612740,104,86,2023-01-05T03:02:27Z,5730000,False,-12.0,30.0,1,left,W. Hernangomez putback Layup (14 PTS),[1626195],1610612740.0,NOP,putback,,,Hernangomez,W. Hernangomez,,,,,Restricted Area,0-8 Center,3.22,Made,14.0,,,,,,,,,,,,,,,,,
583,PT07M41.00S,2023-01-05T03:02:34.5Z,4,REGULAR,turnover,traveling,[],1629645,,,1610612745,104,86,2023-01-05T03:02:39Z,5740000,False,,,0,,K. Porter Jr. traveling TURNOVER (2 TO),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,1626300.0,,,,,,,,,,,,,,2.0,,
584,PT07M41.00S,2023-01-05T03:02:39.1Z,4,REGULAR,substitution,out,[],1630230,,,1610612740,104,86,2023-01-05T03:02:57Z,5750000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT07M41.00S,2023-01-05T03:02:39.1Z,4,REGULAR,substitution,out,[],1626195,,,1610612740,104,86,2023-01-05T03:02:57Z,5760000,False,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT07M41.00S,2023-01-05T03:02:39.1Z,4,REGULAR,substitution,out,[],1630631,,,1610612740,104,86,2023-01-05T03:02:57Z,5770000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT07M41.00S,2023-01-05T03:02:39.1Z,4,REGULAR,substitution,out,[],1630578,,,1610612740,104,86,2023-01-05T03:02:57Z,5780000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT07M41.00S,2023-01-05T03:02:39.1Z,4,REGULAR,substitution,in,[],202685,,,1610612740,104,86,2023-01-05T03:02:57Z,5790000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT07M41.00S,2023-01-05T03:02:39.1Z,4,REGULAR,substitution,in,[],203468,,,1610612740,104,86,2023-01-05T03:02:57Z,5800000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
