actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
599,PT03M24.00S,2026-01-21T03:05:27.3Z,4,REGULAR,foul,personal,[],1631116,,,1610612741,131,103,2026-01-21T03:05:51Z,5910000,False,,,0,,P. Baldwin Jr. personal FOUL (1 PF),"[1631116, 1628989]",1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,1628480.0,,,,,1.0,0.0,Huerter,1628989.0,,,,
601,PT03M15.00S,2026-01-21T03:05:56.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628975,32.276609724047304,61.029411764705884,1610612741,131,103,2026-01-21T03:06:01Z,5930000,False,-55.0,251.0,1,left,MISS J. Carter 25' 3PT,[1628975],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,25.69,Missed,Carter,J. Carter,,,,,,,,,,,,,,,,,,
602,PT03M11.00S,2026-01-21T03:06:00.6Z,4,REGULAR,rebound,defensive,[],1641738,,,1610612746,131,103,2026-01-21T03:06:01Z,5940000,False,,,0,,K. Brown REBOUND (Off:3 Def:2),[1641738],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,Brown,K. Brown,601.0,5.0,2.0,3.0,,,,,,,,,,,,,,
603,PT02M59.00S,2026-01-21T03:06:11.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631102,89.04402102496715,56.61764705882353,1610612746,131,105,2026-01-21T03:06:17Z,5950000,False,33.0,50.0,1,right,T. Washington Jr. 6' driving floating Jump Shot (9 PTS) (K. Brown 2 AST),"[1631102, 1641738]",1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.04,Made,Washington Jr.,T. Washington Jr.,,,,,9.0,,,K. Brown,1641738.0,2.0,,,,,,,,
605,PT02M47.00S,2026-01-21T03:06:23.2Z,4,REGULAR,3pt,Jump Shot,[],1631207,19.66162943495401,4.166666666666666,1610612741,131,105,2026-01-21T03:06:30Z,5970000,False,229.0,132.0,1,left,MISS D. Terry 26' 3PT,[1631207],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,26.46,Missed,Terry,D. Terry,,,,,,,,,,,,,,,,,,
606,PT02M45.00S,2026-01-21T03:06:25.2Z,4,REGULAR,rebound,defensive,[],1642949,,,1610612746,131,105,2026-01-21T03:06:30Z,5980000,False,,,0,,Y. Niederhäuser REBOUND (Off:1 Def:3),[1642949],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,Niederhäuser,Y. Niederhäuser,605.0,4.0,3.0,1.0,,,,,,,,,,,,,,
607,PT02M29.00S,2026-01-21T03:06:42.6Z,4,REGULAR,turnover,lost ball,[],1642949,,,1610612746,131,105,2026-01-21T03:06:45Z,5990000,False,,,0,,Y. Niederhäuser lost ball TURNOVER (1 TO),"[1642949, 1628975]",1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Niederhäuser,Y. Niederhäuser,,,,,,,1.0,,,,,,,,Carter,1628975.0,,
608,PT02M29.00S,2026-01-21T03:06:42.6Z,4,REGULAR,steal,,[],1628975,,,1610612741,131,105,2026-01-21T03:06:44Z,6000000,False,,,0,,J. Carter STEAL (1 STL),[1628975],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,
609,PT02M12.00S,2026-01-21T03:07:00.9Z,4,REGULAR,foul,personal,['2freethrow'],1641738,,,1610612741,131,105,2026-01-21T03:07:10Z,6010000,False,,,0,,K. Brown shooting personal FOUL (1 PF) (Terry 2 FT),"[1641738, 1631207]",1610612746.0,LAC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Brown,K. Brown,,,,,,1830.0,,,,,1.0,0.0,Terry,1631207.0,,,,
611,PT02M12.00S,2026-01-21T03:07:24.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1631207,,,1610612741,131,105,2026-01-21T03:07:24Z,6030000,False,,,0,,MISS D. Terry Free Throw 1 of 2,[1631207],1610612741.0,CHI,,,,,,,,,,Missed,Terry,D. Terry,,,,,,,,,,,,,,,,,,
612,PT02M12.00S,2026-01-21T03:07:24.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,131,105,2026-01-21T03:07:24Z,6040000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,611.0,,,,,,,,,,,,,,,,,
613,PT02M12.00S,2026-01-21T03:07:37.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1631207,,,1610612741,132,105,2026-01-21T03:07:37Z,6050000,False,,,0,,D. Terry Free Throw 2 of 2 (6 PTS),[1631207],1610612741.0,CHI,,,,,,,,,,Made,Terry,D. Terry,,,,,6.0,,,,,,,,,,,,,
614,PT01M59.00S,2026-01-21T03:07:53.7Z,4,REGULAR,3pt,Jump Shot,[],1631116,73.40670170827858,83.08823529411765,1610612746,132,105,2026-01-21T03:07:58Z,6060000,False,165.0,197.0,1,right,MISS P. Baldwin Jr. 25' 3PT,[1631116],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,25.76,Missed,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,
615,PT01M56.00S,2026-01-21T03:07:56.7Z,4,REGULAR,rebound,defensive,[],1631207,,,1610612741,132,105,2026-01-21T03:07:58Z,6070000,False,,,0,,D. Terry REBOUND (Off:1 Def:3),[1631207],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,Terry,D. Terry,614.0,4.0,3.0,1.0,,,,,,,,,,,,,,
616,PT01M51.00S,2026-01-21T03:08:04.6Z,4,REGULAR,turnover,bad pass,[],1631207,,,1610612741,132,105,2026-01-21T03:08:12Z,6080000,False,,,0,,D. Terry bad pass TURNOVER (1 TO),"[1631207, 1631102]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Center,,,Terry,D. Terry,,,,,,,1.0,,,,,,,,Washington Jr.,1631102.0,,
617,PT01M51.00S,2026-01-21T03:08:04.6Z,4,REGULAR,steal,,[],1631102,,,1610612746,132,105,2026-01-21T03:08:07Z,6090000,False,,,0,,T. Washington Jr. STEAL (2 STL),[1631102],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Center,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,
618,PT01M46.00S,2026-01-21T03:08:08.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631102,94.56307490144546,50.49019607843137,1610612746,132,107,2026-01-21T03:08:19Z,6100000,False,2.0,-1.0,1,right,T. Washington Jr. running DUNK (11 PTS),[1631102],1610612746.0,LAC,running,,,,,,Restricted Area,0-8 Center,0.29,Made,Washington Jr.,T. Washington Jr.,,,,,11.0,,,,,,,,,,,,,
619,PT01M24.00S,2026-01-21T03:08:32.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,12.302890932982917,52.69607843137255,1610612741,132,107,2026-01-21T03:08:37Z,6110000,False,-13.0,63.0,1,left,MISS K. Huerter 6' driving floating Shot,[1628989],1610612741.0,CHI,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.45,Missed,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
620,PT01M22.00S,2026-01-21T03:08:34.9Z,4,REGULAR,rebound,defensive,[],1642353,,,1610612746,132,107,2026-01-21T03:08:37Z,6120000,False,,,0,,C. Christie REBOUND (Off:0 Def:5),[1642353],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Christie,C. Christie,619.0,5.0,5.0,0.0,,,,,,,,,,,,,,
621,PT01M17.00S,2026-01-21T03:08:41.0Z,4,REGULAR,foul,personal,['2freethrow'],1628975,,,1610612746,132,107,2026-01-21T03:08:46Z,6130000,False,,,0,,J. Carter shooting personal FOUL (1 PF) (Brown 2 FT),"[1628975, 1641738]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,Carter,J. Carter,,,,,,1830.0,,,,,1.0,0.0,Brown,1641738.0,,,,
623,PT01M17.00S,2026-01-21T03:09:06.4Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1641738,,,1610612746,132,107,2026-01-21T03:11:01Z,6150000,False,,,0,,MISS K. Brown Free Throw 1 of 2,[1641738],1610612746.0,LAC,,,,,,,,,,Missed,Brown,K. Brown,,,,,,,,,,,,,,,,,,
624,PT01M17.00S,2026-01-21T03:09:06.4Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612746,132,107,2026-01-21T03:11:01Z,6160000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,623.0,,,,,,,,,,,,,,,,,
625,PT01M17.00S,2026-01-21T03:09:06.4Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1641738,,,1610612746,132,108,2026-01-21T03:11:01Z,6170000,False,,,0,,K. Brown Free Throw 2 of 2 (3 PTS),[1641738],1610612746.0,LAC,,,,,,,,,,Made,Brown,K. Brown,,,,,3.0,,,,,,,,,,,,,
626,PT01M05.00S,2026-01-21T03:09:37.9Z,4,REGULAR,3pt,Jump Shot,[],1631207,31.225361366622867,66.66666666666666,1610612741,135,108,2026-01-21T03:09:42Z,6180000,False,-83.0,241.0,1,left,D. Terry 25' 3PT  (9 PTS) (K. Huerter 7 AST),"[1631207, 1628989]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,25.5,Made,Terry,D. Terry,,,,,9.0,,,K. Huerter,1628989.0,7.0,,,,,,,,
628,PT00M43.50S,2026-01-21T03:10:03.6Z,4,REGULAR,3pt,Jump Shot,[],1642949,66.96780551905388,41.911764705882355,1610612746,135,108,2026-01-21T03:10:07Z,6200000,False,-40.0,258.0,1,right,MISS Y. Niederhäuser 26' 3PT,[1642949],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,26.11,Missed,Niederhäuser,Y. Niederhäuser,,,,,,,,,,,,,,,,,,
629,PT00M41.60S,2026-01-21T03:10:05.5Z,4,REGULAR,rebound,defensive,[],1631207,,,1610612741,135,108,2026-01-21T03:10:07Z,6210000,False,,,0,,D. Terry REBOUND (Off:1 Def:4),[1631207],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,Terry,D. Terry,628.0,5.0,4.0,1.0,,,,,,,,,,,,,,
630,PT00M33.10S,2026-01-21T03:10:14.7Z,4,REGULAR,3pt,Jump Shot,[],1628975,33.722076215505915,39.705882352941174,1610612741,138,108,2026-01-21T03:11:53Z,6220000,False,51.0,264.0,1,left,J. Carter 26' 3PT step back (3 PTS) (L. Olbrich 1 AST),"[1628975, 1642950]",1610612741.0,CHI,step back,,,,,,Above the Break 3,24+ Center,26.95,Made,Carter,J. Carter,,,,,3.0,,,L. Olbrich,1642950.0,1.0,,,,,,,,
632,PT00M14.40S,2026-01-21T03:10:51.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642950,,,1610612746,138,108,2026-01-21T03:11:40Z,6240000,False,,,0,,L. Olbrich personal FOUL (1 PF) (Baldwin Jr. 2 FT),"[1642950, 1631116]",1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,Olbrich,L. Olbrich,,,,,,1628480.0,,,,,1.0,0.0,Baldwin Jr.,1631116.0,,,,
634,PT00M14.40S,2026-01-21T03:11:22.0Z,4,REGULAR,freethrow,1 of 2,[],1631116,,,1610612746,138,109,2026-01-21T03:11:22Z,6260000,False,,,0,,P. Baldwin Jr. Free Throw 1 of 2 (1 PTS),[1631116],1610612746.0,LAC,,,,,,,,,,Made,Baldwin Jr.,P. Baldwin Jr.,,,,,1.0,,,,,,,,,,,,,
635,PT00M14.40S,2026-01-21T03:11:35.9Z,4,REGULAR,freethrow,2 of 2,[],1631116,,,1610612746,138,110,2026-01-21T03:11:35Z,6270000,False,,,0,,P. Baldwin Jr. Free Throw 2 of 2 (2 PTS),[1631116],1610612746.0,LAC,,,,,,,,,,Made,Baldwin Jr.,P. Baldwin Jr.,,,,,2.0,,,,,,,,,,,,,
636,PT00M00.00S,2026-01-21T03:12:00.8Z,4,REGULAR,period,end,[],0,,,1610612741,138,110,2026-01-21T03:12:00Z,6280000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M00.00S,2026-01-21T03:12:02.5Z,4,REGULAR,game,end,[],0,,,0,138,110,2026-01-21T03:12:02Z,6290000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
