actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
587,PT04M20.00S,2025-04-01T01:35:00.8Z,4,REGULAR,turnover,lost ball,[],1628401,,,1610612738,99,110,2025-04-01T01:35:04Z,5830000,False,,,0,,D. White lost ball TURNOVER (1 TO),"[1628401, 1629630]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,White,D. White,,,,,,,,,,,,,1.0,Morant,1629630.0,,
588,PT04M20.00S,2025-04-01T01:35:00.8Z,4,REGULAR,steal,,[],1629630,,,1610612763,99,110,2025-04-01T01:35:02Z,5840000,False,,,0,,J. Morant STEAL (2 STL),[1629630],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,
589,PT04M16.00S,2025-04-01T01:35:04.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,92.59198423127464,54.166666666666664,1610612763,101,110,2025-04-01T01:35:09Z,5850000,False,21.0,17.0,1,right,D. Bane running finger roll Layup (11 PTS),[1630217],1610612763.0,MEM,running finger roll,,,,,,Restricted Area,0-8 Center,2.69,Made,11.0,Bane,D. Bane,,,,,,,,,,,,,,,,,
590,PT04M16.00S,2025-04-01T01:35:11.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,101,110,2025-04-01T01:35:11Z,5860000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT04M16.00S,2025-04-01T01:37:57.3Z,4,REGULAR,substitution,out,[],1642377,,,1610612738,101,110,2025-04-01T01:38:24Z,5870000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,,,,,,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,
592,PT04M16.00S,2025-04-01T01:37:57.3Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,101,110,2025-04-01T01:38:24Z,5880000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,
593,PT04M16.00S,2025-04-01T01:37:57.3Z,4,REGULAR,substitution,out,[],1630573,,,1610612738,101,110,2025-04-01T01:38:24Z,5890000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,
594,PT04M16.00S,2025-04-01T01:37:57.3Z,4,REGULAR,substitution,in,[],1630590,,,1610612738,101,110,2025-04-01T01:38:24Z,5900000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,,,,,,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,
595,PT04M16.00S,2025-04-01T01:37:57.3Z,4,REGULAR,substitution,in,[],204001,,,1610612738,101,110,2025-04-01T01:38:24Z,5910000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612738.0,BOS,,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,
596,PT04M16.00S,2025-04-01T01:37:57.3Z,4,REGULAR,substitution,in,[],201950,,,1610612738,101,110,2025-04-01T01:38:24Z,5920000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,
597,PT03M58.00S,2025-04-01T01:38:57.5Z,4,REGULAR,3pt,Jump Shot,[],201143,24.52365308804205,13.970588235294118,1610612738,101,110,2025-04-01T01:39:00Z,5930000,False,180.0,178.0,1,left,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,Horford,A. Horford,,,,,,,,,,,,,,,,,
598,PT03M56.00S,2025-04-01T01:38:59.5Z,4,REGULAR,rebound,defensive,[],1630590,,,1610612763,101,110,2025-04-01T01:39:00Z,5940000,False,,,0,,S. Pippen Jr. REBOUND (Off:0 Def:1),[1630590],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Pippen Jr.,S. Pippen Jr.,597.0,,,,,,1.0,1.0,0.0,,,,,,,,
599,PT03M50.00S,2025-04-01T01:39:05.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630217,90.88370565045992,58.82352941176471,1610612763,101,110,2025-04-01T01:43:01Z,5950000,False,44.0,33.0,1,right,MISS D. Bane running finger roll Layup - blocked,"[1630217, 1628401]",1610612763.0,MEM,running finger roll,,,,,,In The Paint (Non-RA),0-8 Center,5.52,Missed,,Bane,D. Bane,,,,,,,,,,,,,,,,White,1628401.0
600,PT03M50.00S,2025-04-01T01:39:05.5Z,4,REGULAR,block,,[],1628401,,,1610612763,101,110,2025-04-01T01:43:01Z,5960000,False,,,0,,D. White BLOCK (2 BLK),[1628401],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,White,D. White,,,,,,,,,,,,,,,,,
601,PT03M46.00S,2025-04-01T01:39:09.5Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,101,110,2025-04-01T01:43:01Z,5970000,False,,,0,,D. White REBOUND (Off:1 Def:5),[1628401],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,White,D. White,599.0,,,,,,6.0,5.0,1.0,,,,,,,,
602,PT03M32.00S,2025-04-01T01:39:27.3Z,4,REGULAR,foul,offensive,[],204001,,,1610612738,101,110,2025-04-01T01:40:55Z,5980000,False,,,0,,K. Porziņģis offensive FOUL (2 PF),"[204001, 1629630]",1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Porziņģis,K. Porziņģis,,200834.0,2.0,1.0,Morant,1629630.0,,,,,,,,,,,
604,PT03M32.00S,2025-04-01T01:39:27.3Z,4,REGULAR,turnover,offensive foul,[],204001,,,1610612738,101,110,2025-04-01T01:39:27Z,6000000,False,,,0,,K. Porziņģis offensive foul TURNOVER (3 TO),[204001],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Porziņģis,K. Porziņģis,,200834.0,,,,,,,,,,,3.0,,,,
605,PT03M17.00S,2025-04-01T01:39:49.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629630,87.72996057818659,46.81372549019608,1610612763,101,110,2025-04-01T01:39:53Z,6010000,False,-16.0,63.0,1,right,MISS J. Morant 6' cutting Layup,[1629630],1610612763.0,MEM,cutting,,,,,,In The Paint (Non-RA),0-8 Center,6.48,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,
606,PT03M14.00S,2025-04-01T01:39:52.2Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,101,110,2025-04-01T01:39:53Z,6020000,False,,,0,,D. White REBOUND (Off:1 Def:6),[1628401],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,White,D. White,605.0,,,,,,7.0,6.0,1.0,,,,,,,,
607,PT02M58.00S,2025-04-01T01:40:08.1Z,4,REGULAR,turnover,lost ball,[],1628369,,,1610612738,101,110,2025-04-01T01:40:11Z,6030000,False,,,0,,J. Tatum lost ball TURNOVER (4 TO),"[1628369, 1630590]",1610612738.0,BOS,,,,,,,Mid-Range,8-16 Right,,,,Tatum,J. Tatum,,,,,,,,,,,,,4.0,Pippen Jr.,1630590.0,,
608,PT02M58.00S,2025-04-01T01:40:08.1Z,4,REGULAR,steal,,[],1630590,,,1610612763,101,110,2025-04-01T01:40:10Z,6040000,False,,,0,,S. Pippen Jr. STEAL (1 STL),[1630590],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Right,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,
609,PT02M55.00S,2025-04-01T01:40:14.0Z,4,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612763,101,110,2025-04-01T01:40:23Z,6050000,False,,,0,,D. White shooting personal FOUL (1 PF) (Pippen Jr. 2 FT),"[1628401, 1630590]",1610612738.0,BOS,shooting,,,,,,Restricted Area,0-8 Center,,,,White,D. White,,200834.0,1.0,0.0,Pippen Jr.,1630590.0,,,,,,,,,,,
611,PT02M55.00S,2025-04-01T01:40:37.4Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612763,101,110,2025-04-01T01:40:59Z,6070000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,1146.0,,,,,,,,,,,,,,,
612,PT02M55.00S,2025-04-01T01:40:46.2Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630590,,,1610612763,101,110,2025-04-01T01:44:34Z,6080000,False,,,0,,MISS S. Pippen Jr. Free Throw 1 of 2,[1630590],1610612763.0,MEM,,,,,,,,,,Missed,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,
613,PT02M55.00S,2025-04-01T01:40:46.2Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,101,110,2025-04-01T01:44:34Z,6090000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,612.0,,,,,,,,,,,,,,,,
614,PT02M55.00S,2025-04-01T01:40:51.8Z,4,REGULAR,foul,technical,['1freethrow'],1628369,,,1610612763,101,110,2025-04-01T01:41:07Z,6100000,False,,,0,,J. Tatum technical FOUL (1 Tech),[1628369],1610612738.0,BOS,,,,,,,,,,,,Tatum,J. Tatum,,1146.0,0.0,1.0,,,,,,,,,,,,,
615,PT02M55.00S,2025-04-01T01:41:08.3Z,4,REGULAR,freethrow,1 of 1,[],1630217,,,1610612763,102,110,2025-04-01T01:41:08Z,6110000,False,,,0,,D. Bane technical Free Throw 1 of 1 (12 PTS),[1630217],1610612763.0,MEM,technical,,,,,,,,,Made,12.0,Bane,D. Bane,,,,,,,,,,,,,,,,,
616,PT02M55.00S,2025-04-01T01:40:46.2Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630590,,,1610612763,103,110,2025-04-01T01:44:34Z,6120000,False,,,0,,S. Pippen Jr. Free Throw 2 of 2 (5 PTS),[1630590],1610612763.0,MEM,,,,,,,,,,Made,5.0,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,
617,PT02M34.00S,2025-04-01T01:41:57.4Z,4,REGULAR,3pt,Jump Shot,[],1628401,2.8416557161629434,4.901960784313726,1610612738,103,113,2025-04-01T01:42:02Z,6130000,False,225.0,-26.0,1,left,D. White 3PT  (14 PTS) (J. Holiday 7 AST),"[1628401, 201950]",1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,22.7,Made,14.0,White,D. White,,,,,,,,,,J. Holiday,201950.0,7.0,,,,,
619,PT02M21.00S,2025-04-01T01:42:09.3Z,4,REGULAR,3pt,Jump Shot,[],1628991,95.22010512483574,3.431372549019608,1610612763,103,113,2025-04-01T01:42:13Z,6150000,False,-233.0,-8.0,1,right,MISS J. Jackson Jr. pullup 3PT,[1628991],1610612763.0,MEM,pullup,,,,,,Left Corner 3,24+ Left,23.29,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
620,PT02M18.00S,2025-04-01T01:42:12.3Z,4,REGULAR,rebound,defensive,[],201950,,,1610612738,103,113,2025-04-01T01:42:13Z,6160000,False,,,0,,J. Holiday REBOUND (Off:1 Def:5),[201950],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,,,,Holiday,J. Holiday,619.0,,,,,,6.0,5.0,1.0,,,,,,,,
621,PT02M07.00S,2025-04-01T01:42:29.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630590,,,1610612738,103,113,2025-04-01T01:42:50Z,6170000,False,,,0,,S. Pippen Jr. personal FOUL (2 PF) (Holiday 2 FT),"[1630590, 201950]",1610612763.0,MEM,,,,,,,Mid-Range,16-24 Left,,,,Pippen Jr.,S. Pippen Jr.,,1146.0,2.0,0.0,Holiday,201950.0,,,,,,,,,,,
623,PT02M07.00S,2025-04-01T01:42:51.9Z,4,REGULAR,freethrow,1 of 2,[],201950,,,1610612738,103,114,2025-04-01T01:42:51Z,6190000,False,,,0,,J. Holiday Free Throw 1 of 2 (17 PTS),[201950],1610612738.0,BOS,,,,,,,,,,Made,17.0,Holiday,J. Holiday,,,,,,,,,,,,,,,,,
624,PT02M07.00S,2025-04-01T01:43:07.7Z,4,REGULAR,freethrow,2 of 2,[],201950,,,1610612738,103,115,2025-04-01T01:43:07Z,6200000,False,,,0,,J. Holiday Free Throw 2 of 2 (18 PTS),[201950],1610612738.0,BOS,,,,,,,,,,Made,18.0,Holiday,J. Holiday,,,,,,,,,,,,,,,,,
625,PT02M02.00S,2025-04-01T01:43:14.8Z,4,REGULAR,3pt,Jump Shot,[],1629630,66.3107752956636,37.00980392156863,1610612763,103,115,2025-04-01T01:43:20Z,6210000,False,-65.0,264.0,1,right,MISS J. Morant 27' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,,,,Above the Break 3,24+ Center,27.21,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,
626,PT01M56.00S,2025-04-01T01:43:20.8Z,4,REGULAR,rebound,defensive,[],201950,,,1610612738,103,115,2025-04-01T01:54:49Z,6220000,False,,,0,,J. Holiday REBOUND (Off:1 Def:6),[201950],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,Holiday,J. Holiday,625.0,,,,,,7.0,6.0,1.0,,,,,,,,
627,PT01M51.00S,2025-04-01T01:43:28.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630590,,,1610612738,103,115,2025-04-01T01:43:32Z,6230000,False,,,0,,S. Pippen Jr. personal FOUL (3 PF) (Tatum 2 FT),"[1630590, 1628369]",1610612763.0,MEM,,,,,,,Mid-Range,16-24 Left Center,,,,Pippen Jr.,S. Pippen Jr.,,1146.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,,
629,PT01M51.00S,2025-04-01T01:43:54.6Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,103,116,2025-04-01T01:43:54Z,6250000,False,,,0,,J. Tatum Free Throw 1 of 2 (24 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,Made,24.0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,
630,PT01M51.00S,2025-04-01T01:44:12.6Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,103,117,2025-04-01T01:44:12Z,6260000,False,,,0,,J. Tatum Free Throw 2 of 2 (25 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,Made,25.0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,
631,PT01M43.00S,2025-04-01T01:44:29.3Z,4,REGULAR,foul,personal,[],1628401,,,1610612763,103,117,2025-04-01T01:44:37Z,6270000,False,,,0,,D. White personal FOUL (2 PF),"[1628401, 1628991]",1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Center,,,,White,D. White,,200834.0,2.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,,,
633,PT01M35.00S,2025-04-01T01:44:58.1Z,4,REGULAR,3pt,Jump Shot,[],1630583,92.85479632063075,3.1862745098039214,1610612763,103,117,2025-04-01T01:45:01Z,6290000,False,-234.0,15.0,1,right,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,23.46,Missed,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
634,PT01M33.00S,2025-04-01T01:45:00.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,103,117,2025-04-01T01:45:01Z,6300000,False,,,0,,J. Tatum REBOUND (Off:2 Def:12),[1628369],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,,,,Tatum,J. Tatum,633.0,,,,,,14.0,12.0,2.0,,,,,,,,
635,PT01M15.00S,2025-04-01T01:45:17.6Z,4,REGULAR,3pt,Jump Shot,[],201143,20.581471747700395,9.068627450980392,1610612738,103,117,2025-04-01T01:45:22Z,6310000,False,205.0,141.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,24.86,Missed,,Horford,A. Horford,,,,,,,,,,,,,,,,,
636,PT01M12.00S,2025-04-01T01:45:20.6Z,4,REGULAR,rebound,defensive,[],1629630,,,1610612763,103,117,2025-04-01T01:45:22Z,6320000,False,,,0,,J. Morant REBOUND (Off:1 Def:5),[1629630],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Morant,J. Morant,635.0,,,,,,6.0,5.0,1.0,,,,,,,,
637,PT01M08.00S,2025-04-01T01:45:26.0Z,4,REGULAR,turnover,out-of-bounds,[],1630583,,,1610612763,103,117,2025-04-01T01:45:31Z,6330000,False,,,0,,S. Aldama bad pass out-of-bounds TURNOVER (4 TO),[1630583],1610612763.0,MEM,bad pass,,,,,,Above the Break 3,24+ Left Center,,,,Aldama,S. Aldama,,1146.0,,,,,,,,,,,4.0,,,,
638,PT01M08.00S,2025-04-01T01:45:38.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,103,117,2025-04-01T01:45:38Z,6340000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT01M08.00S,2025-04-01T01:46:54.6Z,4,REGULAR,substitution,out,[],1630583,,,1610612738,103,117,2025-04-01T01:47:21Z,6350000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
640,PT01M08.00S,2025-04-01T01:46:54.6Z,4,REGULAR,substitution,out,[],1629630,,,1610612738,103,117,2025-04-01T01:47:21Z,6360000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,
641,PT01M08.00S,2025-04-01T01:46:54.6Z,4,REGULAR,substitution,out,[],1628991,,,1610612738,103,117,2025-04-01T01:47:21Z,6370000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
642,PT01M08.00S,2025-04-01T01:46:54.6Z,4,REGULAR,substitution,out,[],1630217,,,1610612738,103,117,2025-04-01T01:47:21Z,6380000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,
643,PT01M08.00S,2025-04-01T01:46:54.6Z,4,REGULAR,substitution,out,[],1630590,,,1610612738,103,117,2025-04-01T01:47:21Z,6390000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,,,,,,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,
644,PT01M08.00S,2025-04-01T01:46:54.6Z,4,REGULAR,substitution,out,[],204001,,,1610612738,103,117,2025-04-01T01:47:21Z,6400000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612738.0,BOS,,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,
645,PT01M08.00S,2025-04-01T01:46:54.6Z,4,REGULAR,substitution,in,[],1630205,,,1610612738,103,117,2025-04-01T01:47:21Z,6410000,False,,,0,,SUB in: L. Stevens,[1630205],1610612763.0,MEM,,,,,,,,,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,
646,PT01M08.00S,2025-04-01T01:46:54.6Z,4,REGULAR,substitution,in,[],1642285,,,1610612738,103,117,2025-04-01T01:47:21Z,6420000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,,,,,,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,
647,PT01M08.00S,2025-04-01T01:46:54.6Z,4,REGULAR,substitution,in,[],1630643,,,1610612738,103,117,2025-04-01T01:47:21Z,6430000,False,,,0,,SUB in: J. Huff,[1630643],1610612763.0,MEM,,,,,,,,,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,
648,PT01M08.00S,2025-04-01T01:46:54.6Z,4,REGULAR,substitution,in,[],1628963,,,1610612738,103,117,2025-04-01T01:47:21Z,6440000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612763.0,MEM,,,,,,,,,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,
649,PT01M08.00S,2025-04-01T01:46:54.6Z,4,REGULAR,substitution,in,[],1629723,,,1610612738,103,117,2025-04-01T01:47:21Z,6450000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,
650,PT01M08.00S,2025-04-01T01:46:54.6Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,103,117,2025-04-01T01:47:21Z,6460000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,
651,PT00M49.80S,2025-04-01T01:47:31.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,34.90473061760841,47.794117647058826,1610612738,103,117,2025-04-01T01:47:39Z,6470000,False,11.0,276.0,1,left,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,,,,Above the Break 3,24+ Center,27.58,Missed,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,
652,PT00M46.10S,2025-04-01T01:47:35.1Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612763,103,117,2025-04-01T01:47:39Z,6480000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Konchar,J. Konchar,651.0,,,,,,1.0,1.0,0.0,,,,,,,,
653,PT00M41.60S,2025-04-01T01:47:39.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1642285,78.53153745072274,8.333333333333332,1610612763,103,117,2025-04-01T01:49:36Z,6490000,False,-208.0,149.0,1,right,MISS C. Spencer 25' running pullup 3PT,[1642285],1610612763.0,MEM,running pullup,,,,,,Above the Break 3,24+ Left Center,25.63,Missed,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,
654,PT00M37.30S,2025-04-01T01:47:43.9Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,103,117,2025-04-01T01:47:46Z,6500000,False,,,0,,D. White REBOUND (Off:1 Def:7),[1628401],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,,,White,D. White,653.0,,,,,,8.0,7.0,1.0,,,,,,,,
655,PT00M15.50S,2025-04-01T01:48:09.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,103,117,2025-04-01T01:48:15Z,6510000,False,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,,,,,,1146.0,,,,,,,,,,,,,,,
656,PT00M15.50S,2025-04-01T01:48:15.5Z,4,REGULAR,substitution,out,[],201143,,,1610612763,103,117,2025-04-01T01:48:23Z,6520000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,
657,PT00M15.50S,2025-04-01T01:48:15.5Z,4,REGULAR,substitution,in,[],1630573,,,1610612763,103,117,2025-04-01T01:48:23Z,6530000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,
658,PT00M00.00S,2025-04-01T01:48:40.7Z,4,REGULAR,period,end,[],0,,,1610612763,103,117,2025-04-01T01:48:40Z,6540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M00.00S,2025-04-01T01:48:42.2Z,4,REGULAR,game,end,[],0,,,0,103,117,2025-04-01T01:48:42Z,6550000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
