actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
587,PT02M52.00S,2025-03-16T02:07:31.2Z,4,REGULAR,3pt,Jump Shot,[],1642276,30.305519053876477,27.696078431372552,1610612748,114,91,2025-03-16T02:07:33Z,5800000,False,112.0,232.0,1,left,K. Ware 25' 3PT  (19 PTS) (P. Larsson 2 AST),"[1642276, 1641796]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,25.78,Made,19.0,Ware,K. Ware,P. Larsson,1641796.0,2.0,,,,,,,,,,,,,,
589,PT02M38.00S,2025-03-16T02:07:47.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,86.67871222076215,50.245098039215684,1610612763,116,91,2025-03-16T02:07:50Z,5820000,False,1.0,73.0,1,right,L. Stevens 7' driving floating Jump Shot (6 PTS),[1630205],1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.27,Made,6.0,Stevens,L. Stevens,,,,,,,,,,,,,,,,,
590,PT02M38.00S,2025-03-16T02:07:49.6Z,4,REGULAR,foul,personal,['1freethrow'],1641796,,,1610612763,116,91,2025-03-16T02:08:19Z,5830000,False,,,0,,P. Larsson shooting personal FOUL (2 PF) (Stevens 1 FT),"[1641796, 1630205]",1610612748.0,MIA,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Larsson,P. Larsson,,,,,,,,1628159.0,2.0,0.0,Stevens,1630205.0,,,,,
592,PT02M38.00S,2025-03-16T02:08:00.6Z,4,REGULAR,substitution,out,[],1642377,,,1610612763,116,91,2025-03-16T02:08:42Z,5850000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,,,,,,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,
593,PT02M38.00S,2025-03-16T02:08:00.6Z,4,REGULAR,substitution,out,[],1630590,,,1610612763,116,91,2025-03-16T02:08:42Z,5860000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,,,,,,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,
594,PT02M38.00S,2025-03-16T02:08:00.6Z,4,REGULAR,substitution,out,[],1641744,,,1610612763,116,91,2025-03-16T02:08:42Z,5870000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,,,,,,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,
595,PT02M38.00S,2025-03-16T02:08:00.6Z,4,REGULAR,substitution,in,[],1629723,,,1610612763,116,91,2025-03-16T02:08:42Z,5880000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,
596,PT02M38.00S,2025-03-16T02:08:00.6Z,4,REGULAR,substitution,in,[],1641713,,,1610612763,116,91,2025-03-16T02:08:42Z,5890000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,,,,,,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,
597,PT02M38.00S,2025-03-16T02:08:00.6Z,4,REGULAR,substitution,in,[],1628963,,,1610612763,116,91,2025-03-16T02:08:42Z,5900000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612763.0,MEM,,,,,,,,,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,
598,PT02M38.00S,2025-03-16T02:08:24.6Z,4,REGULAR,freethrow,1 of 1,[],1630205,,,1610612763,117,91,2025-03-16T02:08:24Z,5910000,False,,,0,,L. Stevens Free Throw 1 of 1 (7 PTS),[1630205],1610612763.0,MEM,,,,,,,,,,Made,7.0,Stevens,L. Stevens,,,,,,,,,,,,,,,,,
599,PT02M24.00S,2025-03-16T02:08:40.1Z,4,REGULAR,2pt,Jump Shot,[],1631170,14.273981603153747,32.1078431372549,1610612748,117,91,2025-03-16T02:08:43Z,5920000,False,89.0,82.0,1,left,MISS J. Jaquez Jr. 12' fadeaway Shot,[1631170],1610612748.0,MIA,fadeaway,,,,,,Mid-Range,8-16 Right,12.12,Missed,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,
600,PT02M21.00S,2025-03-16T02:08:43.1Z,4,REGULAR,rebound,defensive,[],1628963,,,1610612763,117,91,2025-03-16T02:08:43Z,5930000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Right,,,,Bagley III,M. Bagley III,,,,599.0,1.0,1.0,0.0,,,,,,,,,,
601,PT02M10.00S,2025-03-16T02:08:54.0Z,4,REGULAR,3pt,Jump Shot,[],1641713,93.51182654402102,5.392156862745098,1610612763,120,91,2025-03-16T02:08:58Z,5940000,False,-223.0,8.0,1,right,G. Jackson 3PT  (3 PTS) (C. Spencer 3 AST),"[1641713, 1642285]",1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,22.32,Made,3.0,Jackson,G. Jackson,C. Spencer,1642285.0,3.0,,,,,,,,,,,,,,
603,PT01M55.00S,2025-03-16T02:09:08.6Z,4,REGULAR,3pt,Jump Shot,[],1642276,32.670827858081466,56.61764705882353,1610612748,120,91,2025-03-16T02:09:11Z,5960000,False,-33.0,255.0,1,left,MISS K. Ware 25' 3PT,[1642276],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,25.67,Missed,,Ware,K. Ware,,,,,,,,,,,,,,,,,
604,PT01M52.00S,2025-03-16T02:09:11.6Z,4,REGULAR,rebound,defensive,[],1630205,,,1610612763,120,91,2025-03-16T02:09:11Z,5970000,False,,,0,,L. Stevens REBOUND (Off:1 Def:4),[1630205],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Stevens,L. Stevens,,,,603.0,5.0,4.0,1.0,,,,,,,,,,
605,PT01M46.00S,2025-03-16T02:09:17.9Z,4,REGULAR,3pt,Jump Shot,[],1641713,69.59592641261499,82.59803921568627,1610612763,120,91,2025-03-16T02:09:21Z,5980000,False,163.0,233.0,1,right,MISS G. Jackson 28' pullup 3PT,[1641713],1610612763.0,MEM,pullup,,,,,,Above the Break 3,24+ Right Center,28.46,Missed,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,
606,PT01M44.00S,2025-03-16T02:09:19.9Z,4,REGULAR,rebound,defensive,[],1642276,,,1610612748,120,91,2025-03-16T02:09:21Z,5990000,False,,,0,,K. Ware REBOUND (Off:2 Def:9),[1642276],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,,Ware,K. Ware,,,,605.0,11.0,9.0,2.0,,,,,,,,,,
607,PT01M41.00S,2025-03-16T02:09:31.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,120,91,2025-03-16T02:09:31Z,6000000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT01M30.00S,2025-03-16T02:11:20.8Z,4,REGULAR,3pt,Jump Shot,[],1626179,14.011169513797633,4.411764705882353,1610612748,120,91,2025-03-16T02:11:24Z,6010000,False,228.0,79.0,1,left,MISS T. Rozier 24' 3PT,[1626179],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,24.13,Missed,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,
609,PT01M27.00S,2025-03-16T02:11:23.8Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612763,120,91,2025-03-16T02:11:24Z,6020000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,,,,Konchar,J. Konchar,,,,608.0,1.0,1.0,0.0,,,,,,,,,,
610,PT01M18.00S,2025-03-16T02:11:32.3Z,4,REGULAR,3pt,Jump Shot,[],1642285,74.85216819973719,14.705882352941178,1610612763,123,91,2025-03-16T02:11:36Z,6030000,False,-176.0,184.0,1,right,C. Spencer 25' 3PT  (6 PTS) (L. Stevens 1 AST),"[1642285, 1630205]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,25.49,Made,6.0,Spencer,C. Spencer,L. Stevens,1630205.0,1.0,,,,,,,,,,,,,,
612,PT01M03.00S,2025-03-16T02:11:50.2Z,4,REGULAR,3pt,Jump Shot,[],1641796,4.812746386333772,3.6764705882352944,1610612748,123,91,2025-03-16T02:11:53Z,6050000,False,232.0,-7.0,1,left,MISS P. Larsson 3PT,[1641796],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,23.17,Missed,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,
613,PT01M01.00S,2025-03-16T02:11:52.2Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612763,123,91,2025-03-16T02:11:53Z,6060000,False,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,,,,Konchar,J. Konchar,,,,612.0,2.0,2.0,0.0,,,,,,,,,,
614,PT00M56.50S,2025-03-16T02:11:59.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642276,,,1610612763,123,91,2025-03-16T02:12:06Z,6070000,False,,,0,,K. Ware shooting personal FOUL (5 PF) (Jackson 2 FT),"[1642276, 1641713]",1610612748.0,MIA,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Ware,K. Ware,,,,,,,,201246.0,5.0,0.0,Jackson,1641713.0,,,,,
616,PT00M56.50S,2025-03-16T02:12:20.6Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1641713,,,1610612763,124,91,2025-03-16T02:12:20Z,6090000,False,,,0,,G. Jackson Free Throw 1 of 2 (4 PTS),[1641713],1610612763.0,MEM,,,,,,,,,,Made,4.0,Jackson,G. Jackson,,,,,,,,,,,,,,,,,
617,PT00M56.50S,2025-03-16T02:12:33.6Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1641713,,,1610612763,125,91,2025-03-16T02:12:33Z,6100000,False,,,0,,G. Jackson Free Throw 2 of 2 (5 PTS),[1641713],1610612763.0,MEM,,,,,,,,,,Made,5.0,Jackson,G. Jackson,,,,,,,,,,,,,,,,,
618,PT00M43.80S,2025-03-16T02:12:47.7Z,4,REGULAR,3pt,Jump Shot,[],1631170,29.77989487516426,25.735294117647058,1610612748,125,91,2025-03-16T02:12:51Z,6110000,False,121.0,227.0,1,left,MISS J. Jaquez Jr. 25' step back 3PT,[1631170],1610612748.0,MIA,step back,,,,,,Above the Break 3,24+ Right Center,25.77,Missed,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,
619,PT00M41.50S,2025-03-16T02:12:50.0Z,4,REGULAR,rebound,defensive,[],1641713,,,1610612763,125,91,2025-03-16T02:12:51Z,6120000,False,,,0,,G. Jackson REBOUND (Off:0 Def:2),[1641713],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Jackson,G. Jackson,,,,618.0,2.0,2.0,0.0,,,,,,,,,,
620,PT00M19.10S,2025-03-16T02:13:16.4Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612763,125,91,2025-03-16T02:13:20Z,6130000,False,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201246.0,,,,,,,,,
621,PT00M00.00S,2025-03-16T02:13:55.1Z,4,REGULAR,period,end,[],0,,,1610612748,125,91,2025-03-16T02:13:55Z,6140000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT00M00.00S,2025-03-16T02:13:56.8Z,4,REGULAR,game,end,[],0,,,0,125,91,2025-03-16T02:13:56Z,6150000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
