actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
610,PT04M13.00S,2023-03-01T05:14:13.9Z,4,REGULAR,3pt,Jump Shot,[],1629680,69.85873850197109,19.362745098039216,1610612757,110,98,2023-03-01T05:14:20Z,6000000,False,-153.0,231.0,1,right,M. Thybulle 27' 3PT  (15 PTS) (J. Grant 3 AST),"[1629680, 203924]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,27.7,Made,,,,,,,,,,15.0,,,,,,J. Grant,203924.0,3.0
612,PT03M46.00S,2023-03-01T05:14:39.7Z,4,REGULAR,2pt,Jump Shot,[],202691,7.30946123521682,70.09803921568627,1610612744,112,98,2023-03-01T05:14:45Z,6020000,False,-100.0,16.0,1,left,K. Thompson 10' turnaround fadeaway Jump Shot (21 PTS),[202691],1610612744.0,GSW,turnaround fadeaway,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,10.18,Made,,,,,,,,,,21.0,,,,,,,,
613,PT03M32.00S,2023-03-01T05:14:53.3Z,4,REGULAR,3pt,Jump Shot,[],203924,95.22010512483574,2.696078431372549,1610612757,112,98,2023-03-01T05:14:58Z,6030000,False,-237.0,-8.0,1,right,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Left Corner 3,24+ Left,23.66,Missed,,,,,,,,,,,,,,,,,,
614,PT03M30.00S,2023-03-01T05:14:55.3Z,4,REGULAR,rebound,defensive,[],202691,,,1610612744,112,98,2023-03-01T05:14:58Z,6040000,False,,,0,,K. Thompson REBOUND (Off:1 Def:7),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,,,,,613.0,8.0,7.0,1.0,,,,,,,,,,,,
615,PT03M23.00S,2023-03-01T05:15:05.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612744,112,98,2023-03-01T05:15:05Z,6050000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT03M23.00S,2023-03-01T05:16:20.8Z,4,REGULAR,substitution,out,[],1630228,,,1610612744,112,98,2023-03-01T05:16:35Z,6060000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT03M23.00S,2023-03-01T05:16:20.8Z,4,REGULAR,substitution,out,[],1630237,,,1610612744,112,98,2023-03-01T05:16:35Z,6070000,False,,,0,,SUB out: A. Lamb,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT03M23.00S,2023-03-01T05:16:20.8Z,4,REGULAR,substitution,out,[],1629660,,,1610612744,112,98,2023-03-01T05:16:35Z,6080000,False,,,0,,SUB out: T. Jerome,[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT03M23.00S,2023-03-01T05:16:20.8Z,4,REGULAR,substitution,out,[],203081,,,1610612744,112,98,2023-03-01T05:16:35Z,6090000,False,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT03M23.00S,2023-03-01T05:16:20.8Z,4,REGULAR,substitution,out,[],1629680,,,1610612744,112,98,2023-03-01T05:16:35Z,6100000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT03M23.00S,2023-03-01T05:16:20.8Z,4,REGULAR,substitution,out,[],1629629,,,1610612744,112,98,2023-03-01T05:16:35Z,6110000,False,,,0,,SUB out: C. Reddish,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT03M23.00S,2023-03-01T05:16:20.8Z,4,REGULAR,substitution,out,[],203924,,,1610612744,112,98,2023-03-01T05:16:35Z,6120000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT03M23.00S,2023-03-01T05:16:20.8Z,4,REGULAR,substitution,out,[],1629234,,,1610612744,112,98,2023-03-01T05:16:35Z,6130000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT03M23.00S,2023-03-01T05:16:20.8Z,4,REGULAR,substitution,in,[],203110,,,1610612744,112,98,2023-03-01T05:16:35Z,6140000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT03M23.00S,2023-03-01T05:16:20.8Z,4,REGULAR,substitution,in,[],1629673,,,1610612744,112,98,2023-03-01T05:16:35Z,6150000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT03M23.00S,2023-03-01T05:16:20.8Z,4,REGULAR,substitution,in,[],1628978,,,1610612744,112,98,2023-03-01T05:16:35Z,6160000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT03M23.00S,2023-03-01T05:16:20.8Z,4,REGULAR,substitution,in,[],1631133,,,1610612744,112,98,2023-03-01T05:16:35Z,6180000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT03M23.00S,2023-03-01T05:16:20.8Z,4,REGULAR,substitution,in,[],1630570,,,1610612744,112,98,2023-03-01T05:16:35Z,6190000,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT03M23.00S,2023-03-01T05:16:20.8Z,4,REGULAR,substitution,in,[],1630553,,,1610612744,112,98,2023-03-01T05:16:35Z,6200000,False,,,0,,SUB in: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT03M23.00S,2023-03-01T05:16:20.8Z,4,REGULAR,substitution,in,[],1631101,,,1610612744,112,98,2023-03-01T05:16:35Z,6210000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT03M23.00S,2023-03-01T05:16:20.8Z,4,REGULAR,substitution,in,[],1628995,,,1610612744,112,98,2023-03-01T05:16:50Z,6220000,False,,,0,,SUB in: K. Knox II,[1628995],1610612757.0,POR,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT03M15.00S,2023-03-01T05:16:58.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202691,8.754927726675426,45.588235294117645,1610612744,114,98,2023-03-01T05:17:02Z,6230000,False,22.0,30.0,1,left,K. Thompson driving Layup (23 PTS) (D. Green 8 AST),"[202691, 203110]",1610612744.0,GSW,driving,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,3.71,Made,,,,,,,,,,23.0,,,,,,D. Green,203110.0,8.0
635,PT02M56.00S,2023-03-01T05:17:17.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630553,87.72996057818659,45.588235294117645,1610612757,114,98,2023-03-01T05:17:22Z,6250000,False,-22.0,63.0,1,right,MISS K. Johnson 6' floating Shot - blocked,"[1630553, 203110]",1610612757.0,POR,floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.66,Missed,Green,203110.0,,,,,,,,,,,,,,,,
636,PT02M56.00S,2023-03-01T05:17:17.4Z,4,REGULAR,block,,[],203110,,,1610612757,114,98,2023-03-01T05:17:19Z,6260000,False,,,0,,D. Green BLOCK (2 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
637,PT02M52.00S,2023-03-01T05:17:21.4Z,4,REGULAR,rebound,defensive,[],1626172,,,1610612744,114,98,2023-03-01T05:17:28Z,6270000,False,,,0,,K. Looney REBOUND (Off:3 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,635.0,7.0,4.0,3.0,,,,,,,,,,,,
638,PT02M43.00S,2023-03-01T05:17:29.4Z,4,REGULAR,3pt,Jump Shot,[],1628978,33.590670170827856,64.95098039215686,1610612744,117,98,2023-03-01T05:17:34Z,6280000,False,-75.0,263.0,1,left,D. DiVincenzo 27' 3PT  (21 PTS) (J. Poole 6 AST),"[1628978, 1629673]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,27.37,Made,,,,,,,,,,21.0,,,,,,J. Poole,1629673.0,6.0
671,PT02M39.00S,2023-03-01T05:17:44.6Z,4,REGULAR,foul,personal,[],203110,,,1610612757,117,98,2023-03-01T05:22:26Z,6305000,False,,,0,,D. Green take personal FOUL (5 PF),"[203110, 1630570]",1610612744.0,GSW,take,,,Green,D. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1179.0,5.0,0.0,Watford,1630570.0,,,
642,PT02M39.00S,2023-03-01T05:17:59.9Z,4,REGULAR,substitution,out,[],202691,,,1610612757,117,98,2023-03-01T05:18:17Z,6320000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT02M39.00S,2023-03-01T05:17:59.9Z,4,REGULAR,substitution,out,[],1626172,,,1610612757,117,98,2023-03-01T05:18:17Z,6330000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT02M39.00S,2023-03-01T05:17:59.9Z,4,REGULAR,substitution,out,[],203110,,,1610612757,117,98,2023-03-01T05:18:17Z,6340000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT02M39.00S,2023-03-01T05:17:59.9Z,4,REGULAR,substitution,out,[],1629673,,,1610612757,117,98,2023-03-01T05:18:17Z,6350000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT02M39.00S,2023-03-01T05:17:59.9Z,4,REGULAR,substitution,out,[],1628978,,,1610612757,117,98,2023-03-01T05:18:17Z,6360000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT02M39.00S,2023-03-01T05:17:59.9Z,4,REGULAR,substitution,in,[],1630237,,,1610612757,117,98,2023-03-01T05:18:17Z,6370000,False,,,0,,SUB in: A. Lamb,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT02M39.00S,2023-03-01T05:17:59.9Z,4,REGULAR,substitution,in,[],1630541,,,1610612757,117,98,2023-03-01T05:18:17Z,6380000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT02M39.00S,2023-03-01T05:17:59.9Z,4,REGULAR,substitution,in,[],1629660,,,1610612757,117,98,2023-03-01T05:18:17Z,6390000,False,,,0,,SUB in: T. Jerome,[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT02M39.00S,2023-03-01T05:17:59.9Z,4,REGULAR,substitution,in,[],1630228,,,1610612757,117,98,2023-03-01T05:18:17Z,6400000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT02M39.00S,2023-03-01T05:17:59.9Z,4,REGULAR,substitution,in,[],1631116,,,1610612757,117,98,2023-03-01T05:18:17Z,6410000,False,,,0,,SUB in: P. Baldwin Jr.,[1631116],1610612744.0,GSW,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT02M33.00S,2023-03-01T05:18:34.1Z,4,REGULAR,3pt,Jump Shot,[],1631101,70.38436268068331,76.47058823529412,1610612757,117,101,2023-03-01T05:18:38Z,6420000,False,132.0,226.0,1,right,S. Sharpe 26' 3PT  (13 PTS) (K. Johnson 3 AST),"[1631101, 1630553]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,26.18,Made,,,,,,,,,,13.0,,,,,,K. Johnson,1630553.0,3.0
654,PT02M11.00S,2023-03-01T05:18:55.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,8.623521681997373,48.28431372549019,1610612744,119,101,2023-03-01T05:19:01Z,6440000,False,9.0,29.0,1,left,J. Kuminga cutting DUNK (12 PTS) (A. Lamb 3 AST),"[1630228, 1630237]",1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,,,,,,12.0,,,,,,A. Lamb,1630237.0,3.0
656,PT01M50.00S,2023-03-01T05:19:19.1Z,4,REGULAR,turnover,out-of-bounds,[],1630553,,,1610612757,119,101,2023-03-01T05:20:09Z,6460000,False,,,0,,K. Johnson bad pass out-of-bounds TURNOVER (3 TO),[1630553],1610612757.0,POR,bad pass,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,3.0,,,,1628159.0,,,,,,,
657,PT01M35.00S,2023-03-01T05:19:42.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631116,27.54599211563732,83.08823529411765,1610612744,119,101,2023-03-01T05:19:46Z,6470000,False,-165.0,206.0,1,left,MISS P. Baldwin Jr. 26' 3PT,[1631116],1610612744.0,GSW,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Left Center,26.45,Missed,,,,,,,,,,,,,,,,,,
658,PT01M32.00S,2023-03-01T05:19:45.1Z,4,REGULAR,rebound,defensive,[],1630570,,,1610612757,119,101,2023-03-01T05:19:46Z,6480000,False,,,0,,T. Watford REBOUND (Off:1 Def:6),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,,,,,657.0,7.0,6.0,1.0,,,,,,,,,,,,
659,PT01M25.00S,2023-03-01T05:19:52.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630553,87.86136662286465,46.32352941176471,1610612757,119,103,2023-03-01T05:19:59Z,6490000,False,-18.0,62.0,1,right,K. Johnson 6' driving floating Jump Shot (2 PTS) (T. Watford 7 AST),"[1630553, 1630570]",1610612757.0,POR,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.43,Made,,,,,,,,,,2.0,,,,,,T. Watford,1630570.0,7.0
661,PT01M03.00S,2023-03-01T05:20:19.5Z,4,REGULAR,foul,personal,[],1631133,,,1610612744,119,103,2023-03-01T05:32:45Z,6510000,False,,,0,,J. Walker personal FOUL (1 PF),"[1631133, 1629660]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1179.0,1.0,0.0,Jerome,1629660.0,,,
663,PT00M54.90S,2023-03-01T05:20:45.4Z,4,REGULAR,2pt,Jump Shot,[],1630228,25.969119579500656,35.78431372549019,1610612744,121,103,2023-03-01T05:20:52Z,6530000,False,71.0,192.0,1,left,J. Kuminga 20' pullup Jump Shot (14 PTS),[1630228],1610612744.0,GSW,pullup,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Right Center,20.44,Made,,,,,,,,,,14.0,,,,,,,,
664,PT00M47.70S,2023-03-01T05:21:02.0Z,4,REGULAR,2pt,Jump Shot,[],1630553,75.77201051248358,47.549019607843135,1610612757,121,105,2023-03-01T05:21:07Z,6540000,False,-12.0,175.0,1,right,K. Johnson 17' pullup Jump Shot (4 PTS),[1630553],1610612757.0,POR,pullup,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Center,17.56,Made,,,,,,,,,,4.0,,,,,,,,
665,PT00M32.20S,2023-03-01T05:21:20.2Z,4,REGULAR,2pt,Jump Shot,[],1630228,25.969119579500656,46.568627450980394,1610612744,123,105,2023-03-01T05:21:24Z,6550000,False,17.0,192.0,1,left,J. Kuminga 19' pullup Jump Shot (16 PTS) (A. Lamb 4 AST),"[1630228, 1630237]",1610612744.0,GSW,pullup,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Center,19.24,Made,,,,,,,,,,16.0,,,,,,A. Lamb,1630237.0,4.0
667,PT00M18.80S,2023-03-01T05:21:37.5Z,4,REGULAR,3pt,Jump Shot,[],1628995,64.73390275952694,51.470588235294116,1610612757,123,105,2023-03-01T05:21:42Z,6570000,False,7.0,279.0,1,right,MISS K. Knox II 27' 3PT,[1628995],1610612757.0,POR,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Center,27.91,Missed,,,,,,,,,,,,,,,,,,
668,PT00M15.40S,2023-03-01T05:21:40.9Z,4,REGULAR,rebound,defensive,[],1630228,,,1610612744,123,105,2023-03-01T05:21:40Z,6580000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:3),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Center,,,,,667.0,3.0,3.0,0.0,,,,,,,,,,,,
669,PT00M00.00S,2023-03-01T05:21:58.3Z,4,REGULAR,period,end,[],0,,,1610612744,123,105,2023-03-01T05:21:58Z,6590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M00.00S,2023-03-01T05:22:00.0Z,4,REGULAR,game,end,[],0,,,0,123,105,2023-03-01T05:22:00Z,6600000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
