actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
611,PT02M46.00S,2023-02-05T03:48:30.8Z,4,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,116,107,2023-02-05T03:48:30Z,6020000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (24 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,,,,24.0,,,,,,,,,,,,,
612,PT02M46.00S,2023-02-05T03:48:48.0Z,4,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,116,108,2023-02-05T03:48:48Z,6030000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (25 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,,,,25.0,,,,,,,,,,,,,
613,PT02M29.00S,2023-02-05T03:49:06.4Z,4,REGULAR,3pt,Jump Shot,[],203110,4.944152431011826,94.6078431372549,1610612744,116,108,2023-02-05T03:49:11Z,6040000,False,-223.0,-6.0,1,left,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,22.31,Missed,,,,,,,,,,,,,,,,,,
614,PT02M27.00S,2023-02-05T03:49:08.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612742,116,108,2023-02-05T03:49:11Z,6050000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Left Corner 3,24+ Left,,,613.0,,,,,,,,,,,,,,,,,
616,PT02M12.00S,2023-02-05T03:49:33.7Z,4,REGULAR,3pt,Jump Shot,[],203915,75.77201051248358,89.70588235294117,1610612742,116,108,2023-02-05T03:52:59Z,6070000,False,199.0,175.0,1,right,MISS S. Dinwiddie 26' step back 3PT,[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,26.48,Missed,,,,,,,,,,,,,,,,,,
617,PT02M08.00S,2023-02-05T03:49:37.7Z,4,REGULAR,rebound,defensive,[],1629673,,,1610612744,116,108,2023-02-05T03:49:39Z,6080000,False,,,0,,J. Poole REBOUND (Off:0 Def:3),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,616.0,3.0,3.0,0.0,,,,,,,,,,,,,,
618,PT02M01.00S,2023-02-05T03:49:45.8Z,4,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,116,108,2023-02-05T03:49:59Z,6090000,False,,,0,,J. Poole bad pass out-of-bounds TURNOVER (4 TO),[1629673],1610612744.0,GSW,bad pass,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,,,1155.0,4.0,,,,,,,,,,,
619,PT01M45.00S,2023-02-05T03:50:06.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627827,69.59592641261499,72.30392156862744,1610612742,116,108,2023-02-05T03:50:14Z,6100000,False,112.0,233.0,1,right,MISS D. Finney-Smith 25' 3PT - blocked,"[1627827, 203110]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,Green,203110.0,,,,,,
620,PT01M45.00S,2023-02-05T03:50:06.2Z,4,REGULAR,block,,[],203110,,,1610612742,116,108,2023-02-05T03:50:08Z,6110000,False,,,0,,D. Green BLOCK (2 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
621,PT01M43.00S,2023-02-05T03:50:08.2Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,116,108,2023-02-05T03:54:27Z,6120000,False,,,0,,D. Green REBOUND (Off:0 Def:9),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,619.0,9.0,9.0,0.0,,,,,,,,,,,,,,
665,PT01M41.00S,2023-02-05T03:50:25.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629673,8.623521681997373,59.31372549019608,1610612744,116,108,2023-02-05T03:59:57Z,6135000,False,-47.0,29.0,1,left,MISS J. Poole running Layup,[1629673],1610612744.0,GSW,running,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
666,PT01M40.00S,2023-02-05T03:50:26.5Z,4,REGULAR,rebound,defensive,[],203915,,,1610612742,116,108,2023-02-05T04:03:00Z,6142500,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:4),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,665.0,4.0,4.0,0.0,,,,,,,,,,,,,,
624,PT01M40.00S,2023-02-05T03:50:44.8Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612742,116,108,2023-02-05T03:59:45Z,6150000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT01M40.00S,2023-02-05T03:50:45.8Z,4,REGULAR,substitution,out,[],1629673,,,1610612742,116,108,2023-02-05T03:59:45Z,6155000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT01M40.00S,2023-02-05T03:50:45.8Z,4,REGULAR,substitution,in,[],1628978,,,1610612742,116,108,2023-02-05T03:59:45Z,6157500,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT01M28.00S,2023-02-05T03:54:20.5Z,4,REGULAR,3pt,Jump Shot,[],203501,61.711563731931676,53.431372549019606,1610612742,116,111,2023-02-05T03:54:29Z,6200000,False,17.0,307.0,1,right,T. Hardaway Jr. 30' 3PT  (22 PTS) (S. Dinwiddie 4 AST),"[203501, 203915]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,30.79,Made,,,,,22.0,,,S. Dinwiddie,203915.0,4.0,,,,,,,,
634,PT01M12.00S,2023-02-05T03:54:44.0Z,4,REGULAR,2pt,Jump Shot,[],202691,7.30946123521682,73.2843137254902,1610612744,116,111,2023-02-05T03:54:49Z,6220000,False,-116.0,16.0,1,left,MISS K. Thompson 11' step back Shot,[202691],1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,11.75,Missed,,,,,,,,,,,,,,,,,,
635,PT01M09.00S,2023-02-05T03:54:47.0Z,4,REGULAR,rebound,offensive,[],1626172,,,1610612744,116,111,2023-02-05T03:54:49Z,6230000,False,,,0,,K. Looney REBOUND (Off:3 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,,,634.0,6.0,3.0,3.0,,,,,,,,,,,,,,
636,PT01M00.00S,2023-02-05T03:54:57.8Z,4,REGULAR,foul,personal,['2freethrow'],203939,,,1610612744,116,111,2023-02-05T03:55:06Z,6240000,False,,,0,,D. Powell shooting personal FOUL (3 PF) (Looney 2 FT),"[203939, 1626172]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,202035.0,,,,,,,3.0,0.0,Looney,1626172.0,,
640,PT01M00.00S,2023-02-05T03:55:32.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1626172,,,1610612744,117,111,2023-02-05T03:55:51Z,6260000,False,,,0,,K. Looney Free Throw 1 of 2 (10 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
641,PT01M00.00S,2023-02-05T03:55:32.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1626172,,,1610612744,117,111,2023-02-05T03:55:51Z,6270000,False,,,0,,MISS K. Looney Free Throw 2 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
642,PT00M59.00S,2023-02-05T03:55:33.9Z,4,REGULAR,rebound,defensive,[],203501,,,1610612742,117,111,2023-02-05T03:55:51Z,6280000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:4),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,641.0,4.0,4.0,0.0,,,,,,,,,,,,,,
643,PT00M49.00S,2023-02-05T03:56:00.8Z,4,REGULAR,2pt,Jump Shot,[],203915,86.41590013140605,68.87254901960785,1610612742,117,111,2023-02-05T03:56:05Z,6290000,False,94.0,75.0,1,right,MISS S. Dinwiddie 12' pullup Shot,[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Right,12.07,Missed,,,,,,,,,,,,,,,,,,
644,PT00M45.80S,2023-02-05T03:56:04.0Z,4,REGULAR,rebound,defensive,[],1626172,,,1610612744,117,111,2023-02-05T03:56:05Z,6300000,False,,,0,,K. Looney REBOUND (Off:3 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Right,,,643.0,7.0,4.0,3.0,,,,,,,,,,,,,,
645,PT00M29.40S,2023-02-05T03:56:21.0Z,4,REGULAR,turnover,bad pass,[],203952,,,1610612744,117,111,2023-02-05T03:56:24Z,6310000,False,,,0,,A. Wiggins bad pass TURNOVER (3 TO),"[203952, 203493]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Center,,,,,,,,,3.0,,,,,,,,,,Bullock,203493.0
646,PT00M29.40S,2023-02-05T03:56:21.0Z,4,REGULAR,steal,,[],203493,,,1610612742,117,111,2023-02-05T03:56:22Z,6320000,False,,,0,,R. Bullock STEAL (2 STL),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
647,PT00M26.80S,2023-02-05T03:56:25.6Z,4,REGULAR,turnover,out-of-bounds,[],203493,,,1610612742,117,111,2023-02-05T03:56:31Z,6330000,False,,,0,,R. Bullock bad pass out-of-bounds TURNOVER (2 TO),[203493],1610612742.0,DAL,bad pass,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Right Center,,,,,,,,1155.0,2.0,,,,,,,,,,,
648,PT00M26.80S,2023-02-05T03:56:33.1Z,4,REGULAR,substitution,out,[],1626172,,,1610612744,117,111,2023-02-05T03:56:41Z,6340000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M26.80S,2023-02-05T03:56:33.1Z,4,REGULAR,substitution,in,[],1629673,,,1610612744,117,111,2023-02-05T03:56:41Z,6350000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M11.90S,2023-02-05T03:57:07.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203493,,,1610612744,117,111,2023-02-05T03:57:17Z,6360000,False,,,0,,R. Bullock personal FOUL (2 PF) (Thompson 2 FT),"[203493, 202691]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Left Corner 3,24+ Left,,,,,,,,1148.0,,,,,,,2.0,0.0,Thompson,202691.0,,
652,PT00M11.90S,2023-02-05T03:57:32.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],202691,,,1610612744,118,111,2023-02-05T03:57:32Z,6380000,False,,,0,,K. Thompson Free Throw 1 of 2 (13 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
653,PT00M11.90S,2023-02-05T03:57:34.2Z,4,REGULAR,substitution,out,[],1629673,,,1610612744,118,111,2023-02-05T03:57:36Z,6390000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M11.90S,2023-02-05T03:57:34.2Z,4,REGULAR,substitution,in,[],1626172,,,1610612744,118,111,2023-02-05T03:57:36Z,6400000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M11.90S,2023-02-05T03:57:59.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],202691,,,1610612744,119,111,2023-02-05T03:57:59Z,6410000,False,,,0,,K. Thompson Free Throw 2 of 2 (14 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
656,PT00M07.10S,2023-02-05T03:58:07.6Z,4,REGULAR,3pt,Jump Shot,[],203501,68.15045992115637,79.41176470588235,1610612742,119,111,2023-02-05T03:58:58Z,6420000,False,147.0,247.0,1,right,MISS T. Hardaway Jr. 28' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,28.74,Missed,,,,,,,,,,,,,,,,,,
657,PT00M04.70S,2023-02-05T03:58:11.6Z,4,REGULAR,rebound,offensive,[],203939,,,1610612742,119,111,2023-02-05T03:58:11Z,6430000,False,,,0,,D. Powell REBOUND (Off:3 Def:4),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,,,656.0,7.0,4.0,3.0,,,,,,,,,,,,,,
658,PT00M04.70S,2023-02-05T03:58:11.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203939,94.40999984741211,50.0,1610612742,119,113,2023-02-05T03:58:11Z,6440000,False,0.0,0.0,1,right,D. Powell putback Layup (10 PTS),[203939],1610612742.0,DAL,putback,,,Powell,D. Powell,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,10.0,,,,,,,,,,,,,
659,PT00M00.90S,2023-02-05T03:58:16.2Z,4,REGULAR,turnover,lost ball,[],202691,,,1610612744,119,113,2023-02-05T04:00:24Z,6450000,False,,,0,,K. Thompson lost ball TURNOVER (2 TO),"[202691, 203939]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2.0,,,,,,,,,,Powell,203939.0
660,PT00M00.90S,2023-02-05T03:58:16.2Z,4,REGULAR,steal,,[],203939,,,1610612742,119,113,2023-02-05T04:07:30Z,6460000,False,,,0,,D. Powell STEAL (4 STL),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
663,PT00M00.00S,2023-02-05T03:59:18.1Z,4,REGULAR,period,end,[],0,,,1610612742,119,113,2023-02-05T03:59:18Z,6490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M00.00S,2023-02-05T03:59:20.1Z,4,REGULAR,game,end,[],0,,,0,119,113,2023-02-05T03:59:20Z,6500000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
