actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
588,PT07M24.00S,2024-01-14T02:33:45.5Z,4,REGULAR,substitution,out,[],1631116,,,1610612737,81,108,2024-01-14T02:33:52Z,5820000,False,,,0,,SUB out: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT07M24.00S,2024-01-14T02:33:45.5Z,4,REGULAR,substitution,in,[],203991,,,1610612737,81,108,2024-01-14T02:33:52Z,5830000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT07M24.00S,2024-01-14T02:33:45.5Z,4,REGULAR,substitution,in,[],1629655,,,1610612737,81,108,2024-01-14T02:33:52Z,5840000,False,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT07M24.00S,2024-01-14T02:34:10.4Z,4,REGULAR,freethrow,2 of 2,[],1627749,,,1610612737,82,108,2024-01-14T02:34:10Z,5850000,False,,,0,,D. Murray Free Throw 2 of 2 (13 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,,,,,,13.0,,,,,,,,,,,,
592,PT07M03.00S,2024-01-14T02:34:33.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,6.389618922470433,50.49019607843137,1610612764,82,108,2024-01-14T02:34:42Z,5860000,False,-2.0,8.0,1,left,MISS D. Avdija cutting Layup - blocked,"[1630166, 1630552]",1610612764.0,WAS,cutting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.8,Missed,,,,,,,,,,,Johnson,1630552.0,,,,,,
593,PT07M03.00S,2024-01-14T02:34:33.7Z,4,REGULAR,block,,[],1630552,,,1610612764,82,108,2024-01-14T02:34:36Z,5870000,False,,,0,,J. Johnson BLOCK (2 BLK),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
594,PT07M00.00S,2024-01-14T02:34:36.7Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,82,108,2024-01-14T02:34:42Z,5880000,False,,,0,,C. Capela REBOUND (Off:2 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,592.0,8.0,6.0,2.0,,,,,,,,,,,,,,
595,PT06M56.00S,2024-01-14T02:34:41.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203992,93.11760840998686,3.431372549019608,1610612737,85,108,2024-01-14T02:34:47Z,5890000,False,-233.0,12.0,1,right,B. Bogdanovic 3PT running (14 PTS) (T. Young 10 AST),"[203992, 1629027]",1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,Left Corner 3,24+ Left,23.31,Made,,,,,,14.0,T. Young,1629027.0,10.0,,,,,,,,,
597,PT06M54.00S,2024-01-14T02:34:46.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,85,108,2024-01-14T02:34:46Z,5910000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M54.00S,2024-01-14T02:36:51.1Z,4,REGULAR,substitution,out,[],203992,,,1610612764,85,108,2024-01-14T02:37:26Z,5920000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M54.00S,2024-01-14T02:36:51.1Z,4,REGULAR,substitution,in,[],1630180,,,1610612764,85,108,2024-01-14T02:37:26Z,5930000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT06M34.00S,2024-01-14T02:37:57.7Z,4,REGULAR,3pt,Jump Shot,[],1626153,30.436925098554536,68.87254901960785,1610612764,85,111,2024-01-14T02:38:03Z,5940000,False,-94.0,234.0,1,left,D. Wright 25' 3PT  (6 PTS) (B. Coulibaly 3 AST),"[1626153, 1641731]",1610612764.0,WAS,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Left Center,25.2,Made,,,,,,6.0,B. Coulibaly,1641731.0,3.0,,,,,,,,,
602,PT06M17.00S,2024-01-14T02:38:15.8Z,4,REGULAR,turnover,lost ball,[],1627749,,,1610612737,85,111,2024-01-14T02:44:35Z,5960000,False,,,0,,D. Murray lost ball TURNOVER (2 TO),"[1627749, 1641731]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,,,,,,,Coulibaly,1641731.0
603,PT06M17.00S,2024-01-14T02:38:15.8Z,4,REGULAR,steal,,[],1641731,,,1610612764,85,111,2024-01-14T02:38:18Z,5970000,False,,,0,,B. Coulibaly STEAL (2 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
604,PT06M12.00S,2024-01-14T02:38:20.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641731,5.863994743758213,48.77450980392157,1610612764,85,113,2024-01-14T02:38:37Z,5980000,False,6.0,3.0,1,left,B. Coulibaly running DUNK (11 PTS) (D. Avdija 8 AST),"[1641731, 1630166]",1610612764.0,WAS,running,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,0.66,Made,,,,,,11.0,D. Avdija,1630166.0,8.0,,,,,,,,,
606,PT06M00.00S,2024-01-14T02:38:36.5Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1641731,,,1610612737,85,113,2024-01-14T02:39:02Z,6000000,False,,,0,,B. Coulibaly shooting personal FOUL (4 PF) (Young 3 FT),"[1641731, 1629027]",1610612764.0,WAS,shooting,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,,,,,,,1627529.0,,,,,,,,4.0,0.0,Young,1629027.0,,
608,PT06M00.00S,2024-01-14T02:39:04.5Z,4,REGULAR,freethrow,1 of 3,[],1629027,,,1610612737,86,113,2024-01-14T02:39:04Z,6020000,False,,,0,,T. Young Free Throw 1 of 3 (19 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,19.0,,,,,,,,,,,,
609,PT06M00.00S,2024-01-14T02:39:17.2Z,4,REGULAR,freethrow,2 of 3,[],1629027,,,1610612737,87,113,2024-01-14T02:39:17Z,6030000,False,,,0,,T. Young Free Throw 2 of 3 (20 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,20.0,,,,,,,,,,,,
610,PT06M00.00S,2024-01-14T02:39:31.0Z,4,REGULAR,freethrow,3 of 3,[],1629027,,,1610612737,88,113,2024-01-14T02:39:31Z,6040000,False,,,0,,T. Young Free Throw 3 of 3 (21 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,21.0,,,,,,,,,,,,
611,PT05M44.00S,2024-01-14T02:39:47.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,7.703679369250986,49.26470588235294,1610612764,88,115,2024-01-14T02:39:54Z,6050000,False,4.0,20.0,1,left,D. Avdija driving Layup (16 PTS),[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,,16.0,,,,,,,,,,,,
612,PT05M32.00S,2024-01-14T02:39:59.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,82.60512483574244,39.46078431372549,1610612737,88,115,2024-01-14T02:40:05Z,6060000,False,-53.0,111.0,1,right,MISS T. Young 12' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,12.29,Missed,,,,,,,,,,,,,,,,,,
613,PT05M29.00S,2024-01-14T02:40:03.1Z,4,REGULAR,rebound,offensive,[],1630180,,,1610612737,88,115,2024-01-14T02:40:03Z,6070000,False,,,0,,S. Bey REBOUND (Off:6 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,612.0,7.0,1.0,6.0,,,,,,,,,,,,,,
614,PT05M27.00S,2024-01-14T02:40:07.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630557,,,1610612737,88,115,2024-01-14T02:40:27Z,6080000,False,,,0,,C. Kispert personal FOUL (3 PF) (Bey 2 FT),"[1630557, 1630180]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,200834.0,,,,,,,,3.0,0.0,Bey,1630180.0,,
616,PT05M27.00S,2024-01-14T02:40:28.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630180,,,1610612737,89,115,2024-01-14T02:40:28Z,6100000,False,,,0,,S. Bey Free Throw 1 of 2 (15 PTS),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,Made,,,,,,15.0,,,,,,,,,,,,
617,PT05M27.00S,2024-01-14T02:40:40.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630180,,,1610612737,90,115,2024-01-14T02:40:40Z,6110000,False,,,0,,S. Bey Free Throw 2 of 2 (16 PTS),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,Made,,,,,,16.0,,,,,,,,,,,,
618,PT05M08.00S,2024-01-14T02:41:01.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,7.5722733245729295,52.94117647058824,1610612764,90,117,2024-01-14T02:41:09Z,6120000,False,-15.0,19.0,1,left,D. Avdija driving Layup (18 PTS),[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.38,Made,,,,,,18.0,,,,,,,,,,,,
619,PT05M08.00S,2024-01-14T02:41:08.7Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627749,,,1610612764,90,117,2024-01-14T02:41:29Z,6130000,False,,,0,,D. Murray shooting personal FOUL (1 PF) (Avdija 1 FT),"[1627749, 1630166]",1610612737.0,ATL,shooting,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,200834.0,,,,,,,,1.0,0.0,Avdija,1630166.0,,
621,PT05M08.00S,2024-01-14T02:41:30.5Z,4,REGULAR,freethrow,1 of 1,[],1630166,,,1610612764,90,118,2024-01-14T02:41:30Z,6150000,False,,,0,,D. Avdija Free Throw 1 of 1 (19 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,19.0,,,,,,,,,,,,
622,PT04M56.00S,2024-01-14T02:41:43.8Z,4,REGULAR,3pt,Jump Shot,[],1629027,71.69842312746385,80.14705882352942,1610612737,90,118,2024-01-14T02:41:50Z,6160000,False,151.0,214.0,1,right,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
623,PT04M53.00S,2024-01-14T02:41:46.8Z,4,REGULAR,rebound,defensive,[],1641731,,,1610612764,90,118,2024-01-14T02:41:50Z,6170000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:5),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,622.0,5.0,5.0,0.0,,,,,,,,,,,,,,
624,PT04M47.00S,2024-01-14T02:41:53.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203991,,,1610612764,90,118,2024-01-14T02:42:15Z,6180000,False,,,0,,C. Capela shooting personal FOUL (1 PF) (Coulibaly 2 FT),"[203991, 1641731]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,1627529.0,,,,,,,,1.0,0.0,Coulibaly,1641731.0,,
626,PT04M47.00S,2024-01-14T02:42:20.5Z,4,REGULAR,freethrow,1 of 2,[],1641731,,,1610612764,90,118,2024-01-14T02:42:20Z,6200000,False,,,0,,MISS B. Coulibaly Free Throw 1 of 2,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
627,PT04M47.00S,2024-01-14T02:42:20.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,90,118,2024-01-14T02:42:20Z,6210000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,626.0,,,,,,,,,,,,,,,,,
628,PT04M47.00S,2024-01-14T02:42:31.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,90,118,2024-01-14T02:42:31Z,6220000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT04M47.00S,2024-01-14T02:44:27.7Z,4,REGULAR,substitution,out,[],1630552,,,1610612764,90,118,2024-01-14T02:45:01Z,6230000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT04M47.00S,2024-01-14T02:44:27.7Z,4,REGULAR,substitution,out,[],1627749,,,1610612764,90,118,2024-01-14T02:45:01Z,6240000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT04M47.00S,2024-01-14T02:44:27.7Z,4,REGULAR,substitution,out,[],1629027,,,1610612764,90,118,2024-01-14T02:45:01Z,6250000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT04M47.00S,2024-01-14T02:44:27.7Z,4,REGULAR,substitution,out,[],203991,,,1610612764,90,118,2024-01-14T02:45:01Z,6260000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT04M47.00S,2024-01-14T02:44:27.7Z,4,REGULAR,substitution,out,[],1630180,,,1610612764,90,118,2024-01-14T02:45:01Z,6270000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT04M47.00S,2024-01-14T02:44:27.7Z,4,REGULAR,substitution,out,[],1629655,,,1610612764,90,118,2024-01-14T02:45:01Z,6280000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT04M47.00S,2024-01-14T02:44:27.7Z,4,REGULAR,substitution,in,[],1631100,,,1610612764,90,118,2024-01-14T02:45:01Z,6290000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT04M47.00S,2024-01-14T02:44:27.7Z,4,REGULAR,substitution,in,[],1629726,,,1610612764,90,118,2024-01-14T02:45:01Z,6300000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT04M47.00S,2024-01-14T02:44:27.7Z,4,REGULAR,substitution,in,[],1630235,,,1610612764,90,118,2024-01-14T02:45:01Z,6310000,False,,,0,,SUB in: T. Forrest,[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT04M47.00S,2024-01-14T02:44:27.7Z,4,REGULAR,substitution,in,[],1628981,,,1610612764,90,118,2024-01-14T02:45:01Z,6320000,False,,,0,,SUB in: B. Fernando,[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT04M47.00S,2024-01-14T02:44:27.7Z,4,REGULAR,substitution,in,[],1641754,,,1610612764,90,118,2024-01-14T02:45:01Z,6330000,False,,,0,,SUB in: S. Lundy,[1641754],1610612737.0,ATL,,,,Lundy,S. Lundy,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT04M47.00S,2024-01-14T02:44:27.7Z,4,REGULAR,substitution,in,[],1631116,,,1610612764,90,118,2024-01-14T02:45:01Z,6340000,False,,,0,,SUB in: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT04M47.00S,2024-01-14T02:45:32.0Z,4,REGULAR,freethrow,2 of 2,[],1641731,,,1610612764,90,119,2024-01-14T02:45:32Z,6350000,False,,,0,,B. Coulibaly Free Throw 2 of 2 (12 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,,,,,,12.0,,,,,,,,,,,,
642,PT04M36.00S,2024-01-14T02:45:47.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631116,,,1610612737,90,119,2024-01-14T02:46:04Z,6360000,False,,,0,,P. Baldwin Jr. personal FOUL (5 PF) (Fernando 2 FT),"[1631116, 1628981]",1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,1627529.0,,,,,,,,5.0,0.0,Fernando,1628981.0,,
644,PT04M36.00S,2024-01-14T02:46:08.4Z,4,REGULAR,freethrow,1 of 2,[],1628981,,,1610612737,91,119,2024-01-14T02:46:08Z,6380000,False,,,0,,B. Fernando Free Throw 1 of 2 (1 PTS),[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,Made,,,,,,1.0,,,,,,,,,,,,
645,PT04M36.00S,2024-01-14T02:46:11.0Z,4,REGULAR,substitution,out,[],1630557,,,1610612737,91,119,2024-01-14T02:46:15Z,6390000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT04M36.00S,2024-01-14T02:46:11.0Z,4,REGULAR,substitution,in,[],1631262,,,1610612737,91,119,2024-01-14T02:46:15Z,6400000,False,,,0,,SUB in: J. Bernard,[1631262],1610612764.0,WAS,,,,Bernard,J. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT04M36.00S,2024-01-14T02:46:23.6Z,4,REGULAR,freethrow,2 of 2,[],1628981,,,1610612737,92,119,2024-01-14T02:46:23Z,6410000,False,,,0,,B. Fernando Free Throw 2 of 2 (2 PTS),[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,Made,,,,,,2.0,,,,,,,,,,,,
648,PT04M22.00S,2024-01-14T02:46:39.5Z,4,REGULAR,2pt,Jump Shot,[],1626153,13.748357424441524,66.66666666666666,1610612764,92,121,2024-01-14T02:46:46Z,6420000,False,-83.0,77.0,1,left,D. Wright 11' driving floating Jump Shot (8 PTS) (D. Avdija 9 AST),"[1626153, 1630166]",1610612764.0,WAS,driving floating,,,Wright,D. Wright,,,,,Mid-Range,8-16 Left,11.32,Made,,,,,,8.0,D. Avdija,1630166.0,9.0,,,,,,,,,
650,PT04M09.00S,2024-01-14T02:46:52.6Z,4,REGULAR,3pt,Jump Shot,[],1631100,69.59592641261499,73.52941176470588,1610612737,92,121,2024-01-14T02:46:58Z,6440000,False,118.0,233.0,1,right,MISS A. Griffin 26' 3PT,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
651,PT04M06.00S,2024-01-14T02:46:55.6Z,4,REGULAR,rebound,defensive,[],1631116,,,1610612764,92,121,2024-01-14T02:46:58Z,6450000,False,,,0,,P. Baldwin Jr. REBOUND (Off:2 Def:4),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Right Center,,,650.0,6.0,4.0,2.0,,,,,,,,,,,,,,
652,PT03M57.00S,2024-01-14T02:47:05.2Z,4,REGULAR,3pt,Jump Shot,[],1631116,31.882391590013142,48.77450980392157,1610612764,92,121,2024-01-14T02:47:10Z,6460000,False,6.0,247.0,1,left,MISS P. Baldwin Jr. 24' 3PT,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Center,24.73,Missed,,,,,,,,,,,,,,,,,,
653,PT03M53.00S,2024-01-14T02:47:09.2Z,4,REGULAR,rebound,defensive,[],1628981,,,1610612737,92,121,2024-01-14T02:47:10Z,6470000,False,,,0,,B. Fernando REBOUND (Off:0 Def:1),[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,Above the Break 3,24+ Center,,,652.0,1.0,1.0,0.0,,,,,,,,,,,,,,
654,PT03M40.00S,2024-01-14T02:47:24.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631262,,,1610612737,92,121,2024-01-14T02:47:51Z,6480000,False,,,0,,J. Bernard personal FOUL (1 PF) (Forrest 2 FT),"[1631262, 1630235]",1610612764.0,WAS,,,,Bernard,J. Bernard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1193.0,,,,,,,,1.0,0.0,Forrest,1630235.0,,
656,PT03M40.00S,2024-01-14T02:47:52.5Z,4,REGULAR,freethrow,1 of 2,[],1630235,,,1610612737,93,121,2024-01-14T02:47:52Z,6500000,False,,,0,,T. Forrest Free Throw 1 of 2 (3 PTS),[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,,,,Made,,,,,,3.0,,,,,,,,,,,,
657,PT03M40.00S,2024-01-14T02:47:54.5Z,4,REGULAR,substitution,out,[],1641731,,,1610612737,93,121,2024-01-14T02:47:58Z,6510000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT03M40.00S,2024-01-14T02:47:54.5Z,4,REGULAR,substitution,in,[],1628977,,,1610612737,93,121,2024-01-14T02:47:58Z,6520000,False,,,0,,SUB in: H. Diallo,[1628977],1610612764.0,WAS,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT03M40.00S,2024-01-14T02:48:10.2Z,4,REGULAR,freethrow,2 of 2,[],1630235,,,1610612737,94,121,2024-01-14T02:48:10Z,6530000,False,,,0,,T. Forrest Free Throw 2 of 2 (4 PTS),[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,,,,Made,,,,,,4.0,,,,,,,,,,,,
660,PT03M26.00S,2024-01-14T02:48:25.4Z,4,REGULAR,2pt,Jump Shot,[],1626153,11.908672798948752,72.79411764705883,1610612764,94,121,2024-01-14T02:48:31Z,6540000,False,-114.0,59.0,1,left,MISS D. Wright 12' pullup Shot,[1626153],1610612764.0,WAS,pullup,,,Wright,D. Wright,,,,,Mid-Range,8-16 Left,12.85,Missed,,,,,,,,,,,,,,,,,,
661,PT03M22.00S,2024-01-14T02:48:29.4Z,4,REGULAR,rebound,defensive,[],1628981,,,1610612737,94,121,2024-01-14T02:48:31Z,6550000,False,,,0,,B. Fernando REBOUND (Off:0 Def:2),[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,Mid-Range,8-16 Left,,,660.0,2.0,2.0,0.0,,,,,,,,,,,,,,
662,PT03M10.00S,2024-01-14T02:48:40.8Z,4,REGULAR,2pt,Jump Shot,[],1629726,77.61169513797634,21.568627450980394,1610612737,96,121,2024-01-14T02:48:46Z,6560000,False,-142.0,158.0,1,right,G. Mathews 21' step back Jump Shot (8 PTS) (T. Forrest 1 AST),"[1629726, 1630235]",1610612737.0,ATL,step back,,,Mathews,G. Mathews,,,,,Mid-Range,16-24 Left Center,21.26,Made,,,,,,8.0,T. Forrest,1630235.0,1.0,,,,,,,,,
664,PT02M55.00S,2024-01-14T02:48:56.1Z,4,REGULAR,3pt,Jump Shot,[],1631116,32.53942181340342,55.392156862745104,1610612764,96,121,2024-01-14T02:49:01Z,6580000,False,-27.0,253.0,1,left,MISS P. Baldwin Jr. 25' 3PT,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Center,25.48,Missed,,,,,,,,,,,,,,,,,,
665,PT02M52.00S,2024-01-14T02:48:59.1Z,4,REGULAR,rebound,defensive,[],1641754,,,1610612737,96,121,2024-01-14T02:49:01Z,6590000,False,,,0,,S. Lundy REBOUND (Off:0 Def:1),[1641754],1610612737.0,ATL,,,,Lundy,S. Lundy,,,,,Above the Break 3,24+ Center,,,664.0,1.0,1.0,0.0,,,,,,,,,,,,,,
666,PT02M44.00S,2024-01-14T02:49:06.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641754,91.5407358738502,50.49019607843137,1610612737,96,121,2024-01-14T02:49:12Z,6600000,False,2.0,27.0,1,right,MISS S. Lundy driving Layup,[1641754],1610612737.0,ATL,driving,,,Lundy,S. Lundy,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,,,,,
667,PT02M41.00S,2024-01-14T02:49:10.1Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,96,121,2024-01-14T02:49:10Z,6610000,False,,,0,,D. Avdija REBOUND (Off:0 Def:13),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,666.0,13.0,13.0,0.0,,,,,,,,,,,,,,
668,PT02M37.00S,2024-01-14T02:49:14.3Z,4,REGULAR,turnover,bad pass,[],1628977,,,1610612764,96,121,2024-01-14T02:49:19Z,6620000,False,,,0,,H. Diallo bad pass TURNOVER (1 TO),"[1628977, 1630235]",1610612764.0,WAS,,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,,,Forrest,1630235.0
669,PT02M37.00S,2024-01-14T02:49:14.3Z,4,REGULAR,steal,,[],1630235,,,1610612737,96,121,2024-01-14T02:49:17Z,6630000,False,,,0,,T. Forrest STEAL (1 STL),[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
670,PT02M33.00S,2024-01-14T02:49:18.0Z,4,REGULAR,turnover,lost ball,[],1630235,,,1610612737,96,121,2024-01-14T02:49:24Z,6640000,False,,,0,,T. Forrest lost ball TURNOVER (2 TO),"[1630235, 1628977]",1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,2.0,,,,,,,Diallo,1628977.0
