actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
593,PT07M41.00S,2026-03-06T02:35:30.8Z,4,REGULAR,3pt,Jump Shot,[],1641730,31.488173455978973,28.921568627450984,1610612751,114,93,2026-03-06T02:35:36Z,5830000,False,105.0,243.0,1,left,N. Clowney 26' 3PT  (15 PTS) (T. Mann 3 AST),"[1641730, 1629611]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,,,,,,,Made,15.0,26.53,T. Mann,1629611.0,3.0,,,,,,,,
595,PT07M26.00S,2026-03-06T02:35:44.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630696,94.1688567674113,52.69607843137255,1610612748,114,93,2026-03-06T02:35:49Z,5850000,False,13.0,2.0,1,right,MISS D. Smith cutting Layup,[1630696],1610612748.0,MIA,cutting,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,1.37,,,,,,,,,,,
596,PT07M24.00S,2026-03-06T02:35:46.8Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612751,114,93,2026-03-06T02:35:49Z,5860000,False,,,0,,M. Porter Jr. REBOUND (Off:3 Def:9),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,595.0,12.0,9.0,3.0,,,,
597,PT07M19.00S,2026-03-06T02:35:52.1Z,4,REGULAR,3pt,Jump Shot,[],1629008,24.78646517739816,16.911764705882355,1610612751,114,93,2026-03-06T02:35:59Z,5870000,False,165.0,180.0,1,left,MISS M. Porter Jr. 24' pullup 3PT,[1629008],1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,24.48,,,,,,,,,,,
598,PT07M16.00S,2026-03-06T02:35:55.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,114,93,2026-03-06T02:35:59Z,5880000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,597.0,,,,,,,
702,PT07M15.00S,2026-03-06T02:36:04.6Z,4,REGULAR,turnover,bad pass,[],1630549,,,1610612751,114,93,2026-03-06T02:59:59Z,5892500,False,,,0,,D. Sharpe bad pass TURNOVER (2 TO),"[1630549, 1642857]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,,,,,,,Jakučionis,1642857.0
703,PT07M15.00S,2026-03-06T02:36:04.6Z,4,REGULAR,steal,,[],1642857,,,1610612748,114,93,2026-03-06T02:59:59Z,5893750,False,,,0,,K. Jakučionis STEAL (2 STL),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
610,PT07M15.00S,2026-03-06T02:36:10.9Z,4,REGULAR,turnover,bad pass,[],1642857,,,1610612748,114,93,2026-03-06T02:39:15Z,5895000,False,,,0,,K. Jakučionis bad pass TURNOVER (4 TO),"[1642857, 1641730]",1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Mid-Range,8-16 Left,,4.0,,,,,,,,,,,,,,,,,Clowney,1641730.0
611,PT07M15.00S,2026-03-06T02:36:10.9Z,4,REGULAR,steal,,[],1641730,,,1610612751,114,93,2026-03-06T02:38:48Z,5897500,False,,,0,,N. Clowney STEAL (2 STL),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
600,PT07M05.00S,2026-03-06T02:36:23.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630533,6.521024967148489,94.85294117647058,1610612751,114,96,2026-03-06T02:38:48Z,5900000,False,-224.0,9.0,1,left,Z. Williams 3PT  (12 PTS) (N. Clowney 4 AST),"[1630533, 1641730]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,,,,,,,Made,12.0,22.45,N. Clowney,1641730.0,4.0,,,,,,,,
602,PT06M51.00S,2026-03-06T02:36:37.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,82.7365308804205,36.51960784313725,1610612748,114,96,2026-03-06T02:36:43Z,5920000,False,-67.0,110.0,1,right,MISS J. Jaquez Jr. 12' driving floating Shot,[1631170],1610612748.0,MIA,driving floating,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,Missed,,12.88,,,,,,,,,,,
603,PT06M50.00S,2026-03-06T02:36:38.0Z,4,REGULAR,rebound,defensive,[],1641730,,,1610612751,114,96,2026-03-06T02:36:43Z,5930000,False,,,0,,N. Clowney REBOUND (Off:1 Def:4),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,602.0,5.0,4.0,1.0,,,,
604,PT06M50.00S,2026-03-06T02:36:44.4Z,4,REGULAR,foul,personal,[],1631170,,,1610612751,114,96,2026-03-06T02:36:55Z,5940000,False,,,0,,J. Jaquez Jr. personal FOUL (1 PF),"[1631170, 1641730]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Center,1627519.0,,1.0,0.0,Clowney,1641730.0,,,,,,,,,,,,,,
606,PT06M41.00S,2026-03-06T02:37:07.9Z,4,REGULAR,3pt,Jump Shot,[],1629008,4.02431011826544,95.34313725490196,1610612751,114,99,2026-03-06T02:37:13Z,5960000,False,-227.0,-15.0,1,left,M. Porter Jr. 3PT  (27 PTS) (T. Mann 4 AST),"[1629008, 1629611]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,Made,27.0,22.72,T. Mann,1629611.0,4.0,,,,,,,,
608,PT06M40.00S,2026-03-06T02:37:14.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,114,99,2026-03-06T02:37:14Z,5980000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT06M35.00S,2026-03-06T02:40:27.0Z,4,REGULAR,foul,offensive,[],1641796,,,1610612748,114,99,2026-03-06T02:40:33Z,5990000,False,,,0,,P. Larsson offensive FOUL (4 PF),"[1641796, 1630533]",1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Center,1628953.0,,4.0,0.0,Williams,1630533.0,,,,,,,,,,,,,,
614,PT06M35.00S,2026-03-06T02:40:27.0Z,4,REGULAR,turnover,offensive foul,[],1641796,,,1610612748,114,99,2026-03-06T02:40:27Z,6010000,False,,,0,,P. Larsson offensive foul TURNOVER (1 TO),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Center,1628953.0,1.0,,,,,,,,,,,,,,,,,,
615,PT06M25.00S,2026-03-06T02:40:49.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641730,27.020367936925098,80.63725490196079,1610612751,114,99,2026-03-06T02:40:56Z,6020000,False,-153.0,201.0,1,left,MISS N. Clowney 25' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,25.31,,,,,,,,,,,
616,PT06M21.00S,2026-03-06T02:40:53.1Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,114,99,2026-03-06T03:01:51Z,6030000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,615.0,3.0,1.0,2.0,,,,
704,PT06M21.00S,2026-03-06T02:40:54.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630549,6.521024967148489,45.34313725490196,1610612751,114,99,2026-03-06T03:02:49Z,6035000,False,23.0,9.0,1,left,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,2.49,,,,,,,,,,,
705,PT06M20.00S,2026-03-06T02:40:55.3Z,4,REGULAR,rebound,offensive,[],1629611,,,1610612751,114,99,2026-03-06T03:02:49Z,6037500,False,,,0,,T. Mann REBOUND (Off:3 Def:2),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,704.0,5.0,2.0,3.0,,,,
617,PT06M15.00S,2026-03-06T02:40:59.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641730,19.267411300919843,60.29411764705882,1610612751,114,99,2026-03-06T03:02:17Z,6040000,False,-51.0,129.0,1,left,MISS N. Clowney 13' driving floating Shot,[1641730],1610612751.0,BKN,driving floating,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,13.85,,,,,,,,,,,
618,PT06M12.00S,2026-03-06T02:41:02.7Z,4,REGULAR,rebound,offensive,[],1630533,,,1610612751,114,99,2026-03-06T02:41:02Z,6050000,False,,,0,,Z. Williams REBOUND (Off:1 Def:0),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,617.0,1.0,0.0,1.0,,,,
619,PT06M10.00S,2026-03-06T02:41:04.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630549,6.521024967148489,51.225490196078425,1610612751,114,101,2026-03-06T02:41:09Z,6060000,False,-6.0,9.0,1,left,D. Sharpe Layup (5 PTS) (Z. Williams 2 AST),"[1630549, 1630533]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,Made,5.0,1.07,Z. Williams,1630533.0,2.0,,,,,,,,
621,PT05M56.00S,2026-03-06T02:41:17.9Z,4,REGULAR,2pt,Jump Shot,[],1642276,82.7365308804205,88.48039215686273,1610612748,116,101,2026-03-06T02:41:34Z,6080000,False,192.0,110.0,1,right,K. Ware 22' Jump Shot (16 PTS) (J. Jaquez Jr. 7 AST),"[1642276, 1631170]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,16-24 Right,,,,,,,Made,16.0,22.15,J. Jaquez Jr.,1631170.0,7.0,,,,,,,,
623,PT05M43.00S,2026-03-06T02:41:31.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630549,7.046649145860711,50.73529411764706,1610612751,116,103,2026-03-06T02:41:43Z,6100000,False,-4.0,14.0,1,left,D. Sharpe DUNK (7 PTS) (M. Porter Jr. 3 AST),"[1630549, 1629008]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,Made,7.0,1.42,M. Porter Jr.,1629008.0,3.0,,,,,,,,
625,PT05M25.00S,2026-03-06T02:41:49.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630696,92.72339027595268,53.431372549019606,1610612748,118,103,2026-03-06T02:41:53Z,6120000,False,17.0,16.0,1,right,D. Smith driving Layup (9 PTS) (K. Jakučionis 3 AST),"[1630696, 1642857]",1610612748.0,MIA,driving,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,,,,,,,Made,9.0,2.34,K. Jakučionis,1642857.0,3.0,,,,,,,,
627,PT05M13.00S,2026-03-06T02:42:01.0Z,4,REGULAR,3pt,Jump Shot,[],1629008,26.757555847568987,16.666666666666664,1610612751,118,103,2026-03-06T02:42:07Z,6140000,False,167.0,199.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,25.96,,,,,,,,,,,
628,PT05M08.00S,2026-03-06T02:42:06.4Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,118,103,2026-03-06T02:42:06Z,6150000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,627.0,4.0,1.0,3.0,,,,
629,PT05M05.00S,2026-03-06T02:42:09.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630549,6.1268068331143235,2.696078431372549,1610612751,118,103,2026-03-06T02:42:13Z,6160000,False,237.0,5.0,1,left,MISS D. Sharpe 3PT,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Right Corner 3,24+ Right,,,,,,,Missed,,23.66,,,,,,,,,,,
630,PT05M01.00S,2026-03-06T02:42:13.3Z,4,REGULAR,rebound,defensive,[],1631170,,,1610612748,118,103,2026-03-06T02:42:13Z,6170000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:4),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,629.0,4.0,4.0,0.0,,,,
631,PT04M56.00S,2026-03-06T02:42:18.4Z,4,REGULAR,3pt,Jump Shot,[],1642276,69.72733245729303,24.264705882352942,1610612748,118,103,2026-03-06T02:42:23Z,6180000,False,-129.0,232.0,1,right,MISS K. Ware 26' 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,26.54,,,,,,,,,,,
632,PT04M53.00S,2026-03-06T02:42:21.4Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612751,118,103,2026-03-06T02:42:23Z,6190000,False,,,0,,M. Porter Jr. REBOUND (Off:3 Def:10),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,631.0,13.0,10.0,3.0,,,,
633,PT04M43.00S,2026-03-06T02:42:35.3Z,4,REGULAR,foul,personal,[],1642857,,,1610612751,118,103,2026-03-06T02:42:41Z,6200000,False,,,0,,K. Jakučionis personal FOUL (2 PF),"[1642857, 1641730]",1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Restricted Area,0-8 Center,101284.0,,2.0,0.0,Clowney,1641730.0,,,,,,,,,,,,,,
635,PT04M43.00S,2026-03-06T02:42:40.6Z,4,REGULAR,substitution,out,[],1631170,,,1610612751,118,103,2026-03-06T02:42:48Z,6220000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT04M43.00S,2026-03-06T02:42:40.6Z,4,REGULAR,substitution,out,[],1642857,,,1610612751,118,103,2026-03-06T02:42:48Z,6230000,False,,,0,,SUB out: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT04M43.00S,2026-03-06T02:42:40.6Z,4,REGULAR,substitution,in,[],1628389,,,1610612751,118,103,2026-03-06T02:42:48Z,6240000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT04M43.00S,2026-03-06T02:42:40.6Z,4,REGULAR,substitution,in,[],1629639,,,1610612751,118,103,2026-03-06T02:42:48Z,6250000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT04M33.00S,2026-03-06T02:43:13.5Z,4,REGULAR,3pt,Jump Shot,[],1641730,25.969119579500656,13.23529411764706,1610612751,118,103,2026-03-06T02:43:20Z,6260000,False,184.0,192.0,1,left,MISS N. Clowney 26' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,26.55,,,,,,,,,,,
640,PT04M30.00S,2026-03-06T02:43:16.5Z,4,REGULAR,rebound,offensive,[],1629611,,,1610612751,118,103,2026-03-06T02:43:20Z,6270000,False,,,0,,T. Mann REBOUND (Off:4 Def:2),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,639.0,6.0,2.0,4.0,,,,
641,PT04M24.00S,2026-03-06T02:43:24.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641730,12.040078843626807,37.254901960784316,1610612751,118,105,2026-03-06T02:43:29Z,6280000,False,64.0,61.0,1,left,N. Clowney 8' driving floating Jump Shot (17 PTS) (T. Mann 5 AST),"[1641730, 1629611]",1610612751.0,BKN,driving floating,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,Made,17.0,8.8,T. Mann,1629611.0,5.0,,,,,,,,
643,PT04M01.00S,2026-03-06T02:43:46.3Z,4,REGULAR,3pt,Jump Shot,[],1628389,92.59198423127464,3.6764705882352944,1610612748,118,105,2026-03-06T02:43:54Z,6300000,False,-232.0,17.0,1,right,MISS B. Adebayo 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,,,,,Missed,,23.22,,,,,,,,,,,
644,PT03M58.00S,2026-03-06T02:43:49.3Z,4,REGULAR,rebound,offensive,[],1630696,,,1610612748,118,105,2026-03-06T02:43:54Z,6310000,False,,,0,,D. Smith REBOUND (Off:2 Def:0),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,643.0,2.0,0.0,2.0,,,,
645,PT03M56.00S,2026-03-06T02:43:51.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,68.01905387647832,60.5392156862745,1610612748,118,105,2026-03-06T02:46:18Z,6320000,False,53.0,248.0,1,right,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,25.36,,,,,,,,,,,
646,PT03M56.00S,2026-03-06T02:43:51.7Z,4,REGULAR,rebound,defensive,[],1641730,,,1610612751,118,105,2026-03-06T02:43:57Z,6330000,False,,,0,,N. Clowney REBOUND (Off:1 Def:5),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,645.0,6.0,5.0,1.0,,,,
647,PT03M38.00S,2026-03-06T02:44:09.0Z,4,REGULAR,3pt,Jump Shot,[],1629008,25.04927726675427,83.57843137254902,1610612751,118,105,2026-03-06T02:44:13Z,6340000,False,-168.0,183.0,1,left,MISS M. Porter Jr. 24' pullup 3PT,[1629008],1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,24.84,,,,,,,,,,,
648,PT03M35.00S,2026-03-06T02:44:12.0Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,118,105,2026-03-06T02:44:13Z,6350000,False,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,647.0,4.0,4.0,0.0,,,,
649,PT03M14.00S,2026-03-06T02:44:33.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641796,81.02825229960578,45.588235294117645,1610612748,120,105,2026-03-06T02:44:37Z,6360000,False,-22.0,126.0,1,right,P. Larsson 12' pullup Jump Shot (16 PTS) (T. Herro 4 AST),"[1641796, 1629639]",1610612748.0,MIA,pullup,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Made,16.0,12.77,T. Herro,1629639.0,4.0,,,,,,,,
650,PT03M12.00S,2026-03-06T02:44:45.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,120,105,2026-03-06T02:44:45Z,6370000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT03M12.00S,2026-03-06T02:46:09.2Z,4,REGULAR,substitution,out,[],1642276,,,1610612751,120,105,2026-03-06T02:46:33Z,6390000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT03M12.00S,2026-03-06T02:46:09.2Z,4,REGULAR,substitution,in,[],1631170,,,1610612751,120,105,2026-03-06T02:46:33Z,6400000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT02M55.00S,2026-03-06T02:46:49.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641730,14.273981603153747,46.07843137254902,1610612751,120,105,2026-03-06T03:04:18Z,6410000,False,20.0,82.0,1,left,MISS N. Clowney 8' driving floating Shot,[1641730],1610612751.0,BKN,driving floating,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,8.4,,,,,,,,,,,
655,PT02M50.00S,2026-03-06T02:46:54.7Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,120,105,2026-03-06T02:46:56Z,6420000,False,,,0,,D. Sharpe REBOUND (Off:4 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,654.0,5.0,1.0,4.0,,,,
656,PT02M50.00S,2026-03-06T02:46:55.1Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630549,5.590000152587891,50.0,1610612751,120,105,2026-03-06T02:47:09Z,6430000,False,0.0,0.0,1,left,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,0.0,,,,,,,,,,,
657,PT02M50.00S,2026-03-06T02:46:55.1Z,4,REGULAR,rebound,offensive,[],1629611,,,1610612751,120,105,2026-03-06T03:03:21Z,6440000,False,,,0,,T. Mann REBOUND (Off:5 Def:2),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,656.0,7.0,2.0,5.0,,,,
700,PT02M48.00S,2026-03-06T02:47:02.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641730,36.21879106438896,44.11764705882353,1610612751,120,105,2026-03-06T02:54:38Z,6445000,False,29.0,288.0,1,left,MISS N. Clowney 28' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,,,,,,,Missed,,28.95,,,,,,,,,,,
701,PT02M47.00S,2026-03-06T02:47:03.8Z,4,REGULAR,rebound,offensive,[],1629611,,,1610612751,120,105,2026-03-06T02:54:38Z,6447500,False,,,0,,T. Mann REBOUND (Off:6 Def:2),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,700.0,8.0,2.0,6.0,,,,
658,PT02M41.00S,2026-03-06T02:47:10.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,14.454664914586072,94.87591911764706,1610612751,120,105,2026-03-06T02:55:06Z,6450000,False,-224.0,83.0,1,left,MISS M. Porter Jr. 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,Missed,,23.94,,,,,,,,,,,
659,PT02M39.00S,2026-03-06T02:47:12.5Z,4,REGULAR,rebound,defensive,[],1631170,,,1610612748,120,105,2026-03-06T02:55:06Z,6460000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:5),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,658.0,5.0,5.0,0.0,,,,
660,PT02M27.00S,2026-03-06T02:47:18.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631170,87.33574244415243,53.67647058823529,1610612748,120,105,2026-03-06T02:47:26Z,6470000,False,18.0,67.0,1,right,MISS J. Jaquez Jr. 6' driving Hook,[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,6.9,,,,,,,,,,,
661,PT02M23.00S,2026-03-06T02:47:22.6Z,4,REGULAR,rebound,defensive,[],1641730,,,1610612751,120,105,2026-03-06T02:47:26Z,6480000,False,,,0,,N. Clowney REBOUND (Off:1 Def:6),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,660.0,7.0,6.0,1.0,,,,
662,PT02M20.00S,2026-03-06T02:47:27.0Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630533,8.492115637319317,63.970588235294116,1610612751,120,107,2026-03-06T02:48:04Z,6490000,False,-70.0,27.0,1,left,Z. Williams 7' running Jump Shot (14 PTS),[1630533],1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,14.0,7.5,,,,,,,,,,,
663,PT02M20.00S,2026-03-06T02:47:37.1Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630696,,,1610612751,120,107,2026-03-06T02:47:55Z,6500000,False,,,0,,D. Smith shooting personal FOUL (2 PF) (Williams 1 FT),"[1630696, 1630533]",1610612748.0,MIA,shooting,,,Smith,D. Smith,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,,2.0,0.0,Williams,1630533.0,,,,,,,,,,,,,,
665,PT02M20.00S,2026-03-06T02:47:43.7Z,4,REGULAR,substitution,out,[],1629611,,,1610612751,120,107,2026-03-06T02:47:51Z,6520000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT02M20.00S,2026-03-06T02:47:43.7Z,4,REGULAR,substitution,out,[],1629008,,,1610612751,120,107,2026-03-06T02:47:51Z,6530000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT02M20.00S,2026-03-06T02:47:43.7Z,4,REGULAR,substitution,out,[],1630549,,,1610612751,120,107,2026-03-06T02:47:51Z,6540000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT02M20.00S,2026-03-06T02:47:43.7Z,4,REGULAR,substitution,out,[],1641730,,,1610612751,120,107,2026-03-06T02:47:51Z,6550000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
