actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,playerName,playerNameI,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
599,PT07M01.00S,2023-11-04T04:25:06.6Z,4,REGULAR,substitution,in,[],1630182,,,1610612742,111,97,2023-11-04T04:25:31Z,5880000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
602,PT07M01.00S,2023-11-04T04:25:06.6Z,4,REGULAR,substitution,out,[],1629684,,,1610612742,111,97,2023-11-04T04:26:09Z,5885000,False,,,0,,SUB out: G. Williams,[1629684],1610612742.0,DAL,,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,
600,PT06M50.00S,2023-11-04T04:25:58.0Z,4,REGULAR,3pt,Jump Shot,[],1641726,93.38042049934296,96.56862745098039,1610612742,111,97,2023-11-04T04:26:05Z,5890000,False,233.0,10.0,1,right,MISS D. Lively II 3PT,[1641726],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,,Lively II,D. Lively II,,,23.3,Missed,,,,,,,,,,,,,,,
601,PT06M46.00S,2023-11-04T04:26:02.0Z,4,REGULAR,rebound,defensive,[],203932,,,1610612743,111,97,2023-11-04T04:26:05Z,5900000,False,,,0,,A. Gordon REBOUND (Off:2 Def:5),[203932],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,Gordon,A. Gordon,,,,,,,,,600.0,7.0,5.0,2.0,,,,,,,
603,PT06M26.00S,2023-11-04T04:26:24.0Z,4,REGULAR,turnover,out-of-bounds,[],203932,,,1610612743,111,97,2023-11-04T04:26:29Z,5910000,False,,,0,,A. Gordon step out-of-bounds TURNOVER (3 TO),[203932],1610612743.0,DEN,step,,,,,,In The Paint (Non-RA),0-8 Center,3.0,Gordon,A. Gordon,,,,,,,,,,,,,204058.0,,,,,,
604,PT06M14.00S,2023-11-04T04:26:48.3Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629029,84.83902759526939,70.09803921568627,1610612742,111,97,2023-11-04T04:26:53Z,5920000,False,100.0,90.0,1,right,MISS L. Doncic 13' turnaround fadeaway Shot,[1629029],1610612742.0,DAL,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,,Doncic,L. Doncic,,,13.49,Missed,,,,,,,,,,,,,,,
605,PT06M11.00S,2023-11-04T04:26:51.3Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612743,111,97,2023-11-04T04:26:53Z,5930000,False,,,0,,M. Porter Jr. REBOUND (Off:4 Def:2),[1629008],1610612743.0,DEN,,,,,,,Mid-Range,8-16 Right,,Porter Jr.,M. Porter Jr.,,,,,,,,,604.0,6.0,2.0,4.0,,,,,,,
606,PT06M03.00S,2023-11-04T04:26:59.1Z,4,REGULAR,turnover,lost ball,[],203932,,,1610612743,111,97,2023-11-04T04:27:02Z,5940000,False,,,0,,A. Gordon lost ball TURNOVER (4 TO),"[203932, 1641726]",1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,4.0,Gordon,A. Gordon,Lively II,1641726.0,,,,,,,,,,,,,,,,,
607,PT06M03.00S,2023-11-04T04:26:59.1Z,4,REGULAR,steal,,[],1641726,,,1610612742,111,97,2023-11-04T04:27:00Z,5950000,False,,,0,,D. Lively II STEAL (1 STL),[1641726],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,
608,PT05M57.00S,2023-11-04T04:27:05.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,69.85873850197109,75.24509803921569,1610612742,111,100,2023-11-04T04:27:11Z,5960000,False,126.0,231.0,1,right,L. Doncic 26' 3PT  (28 PTS) (J. Green 1 AST),"[1629029, 1630182]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,Doncic,L. Doncic,,,26.3,Made,28.0,J. Green,1630182.0,1.0,,,,,,,,,,,
610,PT05M27.00S,2023-11-04T04:27:37.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203932,5.863994743758213,55.14705882352941,1610612743,113,100,2023-11-04T04:29:00Z,5980000,False,-26.0,3.0,1,left,A. Gordon cutting Layup (16 PTS) (N. Jokic 8 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,,,,Restricted Area,0-8 Center,,Gordon,A. Gordon,,,2.58,Made,16.0,N. Jokic,203999.0,8.0,,,,,,,,,,,
614,PT05M11.00S,2023-11-04T04:28:08.0Z,4,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,113,100,2023-11-04T04:28:19Z,6010000,False,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (9 TO),[1629029],1610612742.0,DAL,bad pass,,,,,,In The Paint (Non-RA),0-8 Center,9.0,Doncic,L. Doncic,,,,,,,,,,,,,1198.0,,,,,,
615,PT04M55.00S,2023-11-04T04:28:41.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203932,4.02431011826544,95.58823529411765,1610612743,113,100,2023-11-04T04:28:46Z,6020000,False,-228.0,-15.0,1,left,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,,Gordon,A. Gordon,,,22.84,Missed,,,,,,,,,,,,,,,
616,PT04M50.00S,2023-11-04T04:28:46.0Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,113,100,2023-11-04T04:28:46Z,6030000,False,,,0,,L. Doncic REBOUND (Off:3 Def:7),[1629029],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,,Doncic,L. Doncic,,,,,,,,,615.0,10.0,7.0,3.0,,,,,,,
617,PT04M47.00S,2023-11-04T04:28:48.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,71.96123521681997,80.14705882352942,1610612742,113,103,2023-11-04T04:28:56Z,6040000,False,151.0,211.0,1,right,L. Doncic 25' 3PT running pullup (31 PTS),[1629029],1610612742.0,DAL,running pullup,,,,,,Above the Break 3,24+ Right Center,,Doncic,L. Doncic,,,25.94,Made,31.0,,,,,,,,,,,,,,
618,PT04M17.00S,2023-11-04T04:29:18.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203932,5.469776609724048,53.92156862745098,1610612743,115,103,2023-11-04T04:29:23Z,6050000,False,-20.0,-1.0,1,left,A. Gordon alley-oop Layup (18 PTS) (N. Jokic 9 AST),"[203932, 203999]",1610612743.0,DEN,alley-oop,,,,,,Restricted Area,0-8 Center,,Gordon,A. Gordon,,,1.96,Made,18.0,N. Jokic,203999.0,9.0,,,,,,,,,,,
620,PT04M05.00S,2023-11-04T04:29:33.7Z,4,REGULAR,foul,personal,[],1627750,,,1610612742,115,103,2023-11-04T04:29:50Z,6070000,False,,,0,,J. Murray personal FOUL (4 PF),"[1627750, 202681]",1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,Murray,J. Murray,,,,,,,,,,,,,2530.0,4.0,0.0,Irving,202681.0,,
622,PT04M05.00S,2023-11-04T04:29:47.7Z,4,REGULAR,foul,technical,['1freethrow'],1627750,,,1610612742,115,103,2023-11-04T04:30:01Z,6090000,False,,,0,,J. Murray technical FOUL (1 Tech),[1627750],1610612743.0,DEN,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,2530.0,4.0,1.0,,,,
623,PT04M05.00S,2023-11-04T04:30:16.4Z,4,REGULAR,freethrow,1 of 1,[],202681,,,1610612742,115,104,2023-11-04T04:30:16Z,6100000,False,,,0,,K. Irving technical Free Throw 1 of 1 (19 PTS),[202681],1610612742.0,DAL,technical,,,,,,,,,Irving,K. Irving,,,,Made,19.0,,,,,,,,,,,,,,
624,PT04M05.00S,2023-11-04T04:30:18.1Z,4,REGULAR,substitution,out,[],1641726,,,1610612742,115,104,2023-11-04T04:30:23Z,6110000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,,,,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,
625,PT04M05.00S,2023-11-04T04:30:18.1Z,4,REGULAR,substitution,in,[],1629684,,,1610612742,115,104,2023-11-04T04:30:23Z,6120000,False,,,0,,SUB in: G. Williams,[1629684],1610612742.0,DAL,,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,
626,PT03M58.00S,2023-11-04T04:30:44.8Z,4,REGULAR,3pt,Jump Shot,[],1629029,70.38436268068331,16.666666666666664,1610612742,115,104,2023-11-04T04:30:53Z,6130000,False,-167.0,226.0,1,right,MISS L. Doncic 28' step back 3PT,[1629029],1610612742.0,DAL,step back,,,,,,Above the Break 3,24+ Left Center,,Doncic,L. Doncic,,,28.07,Missed,,,,,,,,,,,,,,,
627,PT03M56.00S,2023-11-04T04:30:46.8Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612742,115,104,2023-11-04T04:30:53Z,6140000,False,,,0,,G. Williams REBOUND (Off:2 Def:3),[1629684],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,Williams,G. Williams,,,,,,,,,626.0,5.0,3.0,2.0,,,,,,,
628,PT03M51.00S,2023-11-04T04:30:52.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630182,94.69448094612353,96.32352941176471,1610612742,115,104,2023-11-04T04:31:43Z,6150000,False,232.0,-3.0,1,right,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,,Green,J. Green,,,23.16,Missed,,,,,,,,,,,,,,,
629,PT03M48.00S,2023-11-04T04:30:55.1Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612743,115,104,2023-11-04T04:31:10Z,6160000,False,,,0,,M. Porter Jr. REBOUND (Off:4 Def:3),[1629008],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,Porter Jr.,M. Porter Jr.,,,,,,,,,628.0,7.0,3.0,4.0,,,,,,,
630,PT03M45.00S,2023-11-04T04:30:57.3Z,4,REGULAR,turnover,lost ball,[],1629008,,,1610612743,115,104,2023-11-04T04:31:13Z,6170000,False,,,0,,M. Porter Jr. lost ball TURNOVER (1 TO),"[1629008, 202681]",1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Left,1.0,Porter Jr.,M. Porter Jr.,Irving,202681.0,,,,,,,,,,,,,,,,,
631,PT03M45.00S,2023-11-04T04:30:57.3Z,4,REGULAR,steal,,[],202681,,,1610612742,115,104,2023-11-04T04:30:58Z,6180000,False,,,0,,K. Irving STEAL (4 STL),[202681],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Left,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
632,PT03M43.00S,2023-11-04T04:31:00.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202681,86.94152431011827,4.166666666666666,1610612742,115,107,2023-11-04T04:32:21Z,6190000,False,-229.0,70.0,1,right,K. Irving 3PT  (22 PTS) (L. Doncic 8 AST),"[202681, 1629029]",1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,,Irving,K. Irving,,,23.97,Made,22.0,L. Doncic,1629029.0,8.0,,,,,,,,,,,
635,PT03M13.00S,2023-11-04T04:31:54.7Z,4,REGULAR,substitution,out,[],202681,,,1610612743,115,107,2023-11-04T04:32:03Z,6220000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,,,,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
636,PT03M13.00S,2023-11-04T04:31:54.7Z,4,REGULAR,substitution,in,[],1627884,,,1610612743,115,107,2023-11-04T04:32:03Z,6230000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,
637,PT03M09.00S,2023-11-04T04:32:19.5Z,4,REGULAR,2pt,Jump Shot,[],203999,7.046649145860711,18.38235294117647,1610612743,115,107,2023-11-04T04:32:25Z,6240000,False,158.0,14.0,1,left,MISS N. Jokic 15' turnaround fadeaway Shot,[203999],1610612743.0,DEN,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,,Jokic,N. Jokic,,,15.87,Missed,,,,,,,,,,,,,,,
638,PT03M05.00S,2023-11-04T04:32:23.5Z,4,REGULAR,rebound,offensive,[],1629008,,,1610612743,115,107,2023-11-04T04:32:25Z,6250000,False,,,0,,M. Porter Jr. REBOUND (Off:5 Def:3),[1629008],1610612743.0,DEN,,,,,,,Mid-Range,8-16 Right,,Porter Jr.,M. Porter Jr.,,,,,,,,,637.0,8.0,3.0,5.0,,,,,,,
639,PT03M05.00S,2023-11-04T04:32:23.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,6.783837056504599,51.71568627450981,1610612743,117,107,2023-11-04T04:32:29Z,6260000,False,-9.0,11.0,1,left,M. Porter Jr. putback Layup (24 PTS),[1629008],1610612743.0,DEN,putback,,,,,,Restricted Area,0-8 Center,,Porter Jr.,M. Porter Jr.,,,1.42,Made,24.0,,,,,,,,,,,,,,
640,PT03M04.00S,2023-11-04T04:32:28.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,117,107,2023-11-04T04:32:28Z,6270000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT03M04.00S,2023-11-04T04:33:41.1Z,4,REGULAR,substitution,out,[],1627884,,,1610612742,117,107,2023-11-04T04:33:55Z,6280000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,
642,PT03M04.00S,2023-11-04T04:33:41.1Z,4,REGULAR,substitution,in,[],202681,,,1610612742,117,107,2023-11-04T04:33:55Z,6290000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,,,,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
643,PT02M52.00S,2023-11-04T04:34:20.2Z,4,REGULAR,3pt,Jump Shot,[],1630182,94.30026281208936,97.30392156862744,1610612742,117,107,2023-11-04T04:34:24Z,6300000,False,237.0,1.0,1,right,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,,Green,J. Green,,,23.65,Missed,,,,,,,,,,,,,,,
644,PT02M49.00S,2023-11-04T04:34:23.2Z,4,REGULAR,rebound,defensive,[],203484,,,1610612743,117,107,2023-11-04T04:34:24Z,6310000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:5),[203484],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,643.0,5.0,5.0,0.0,,,,,,,
645,PT02M29.00S,2023-11-04T04:34:43.3Z,4,REGULAR,3pt,Jump Shot,[],1627750,24.78646517739816,87.00980392156863,1610612743,117,107,2023-11-04T04:34:48Z,6320000,False,-185.0,180.0,1,left,MISS J. Murray 25' step back 3PT,[1627750],1610612743.0,DEN,step back,,,,,,Above the Break 3,24+ Left Center,,Murray,J. Murray,,,25.85,Missed,,,,,,,,,,,,,,,
646,PT02M26.00S,2023-11-04T04:34:46.3Z,4,REGULAR,rebound,defensive,[],1630182,,,1610612742,117,107,2023-11-04T04:34:48Z,6330000,False,,,0,,J. Green REBOUND (Off:1 Def:3),[1630182],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,Green,J. Green,,,,,,,,,645.0,4.0,3.0,1.0,,,,,,,
647,PT02M21.00S,2023-11-04T04:34:51.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202681,92.46057818659659,45.09803921568628,1610612742,117,107,2023-11-04T04:35:01Z,6340000,False,-25.0,18.0,1,right,MISS K. Irving running Layup,[202681],1610612742.0,DAL,running,,,,,,Restricted Area,0-8 Center,,Irving,K. Irving,,,3.06,Missed,,,,,,,,,,,,,,,
648,PT02M17.00S,2023-11-04T04:34:55.6Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612743,117,107,2023-11-04T04:35:01Z,6350000,False,,,0,,M. Porter Jr. REBOUND (Off:5 Def:4),[1629008],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,Porter Jr.,M. Porter Jr.,,,,,,,,,647.0,9.0,4.0,5.0,,,,,,,
649,PT02M01.00S,2023-11-04T04:35:13.4Z,4,REGULAR,foul,personal,[],1629684,,,1610612743,117,107,2023-11-04T04:35:47Z,6360000,False,,,0,,G. Williams personal FOUL (4 PF),"[1629684, 203999]",1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Right,,Williams,G. Williams,,,,,,,,,,,,,1198.0,4.0,1.0,Jokic,203999.0,,
651,PT01M49.00S,2023-11-04T04:35:45.1Z,4,REGULAR,2pt,Jump Shot,[],203999,6.521024967148489,23.52941176470588,1610612743,119,107,2023-11-04T04:35:50Z,6380000,False,132.0,9.0,1,left,N. Jokic 13' turnaround fadeaway Jump Shot (29 PTS) (J. Murray 12 AST),"[203999, 1627750]",1610612743.0,DEN,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,,Jokic,N. Jokic,,,13.27,Made,29.0,J. Murray,1627750.0,12.0,,,,,,,,,,,
653,PT01M39.00S,2023-11-04T04:35:59.7Z,4,REGULAR,3pt,Jump Shot,[],1629029,71.17279894875165,11.519607843137255,1610612742,119,110,2023-11-04T04:36:03Z,6400000,False,-192.0,218.0,1,right,L. Doncic 29' 3PT  (34 PTS) (K. Irving 7 AST),"[1629029, 202681]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,Doncic,L. Doncic,,,29.11,Made,34.0,K. Irving,202681.0,7.0,,,,,,,,,,,
655,PT01M31.00S,2023-11-04T04:36:19.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630182,,,1610612743,119,110,2023-11-04T04:36:26Z,6420000,False,,,0,,J. Green personal FOUL (2 PF) (Murray 2 FT),"[1630182, 1627750]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,Green,J. Green,,,,,,,,,,,,,2530.0,2.0,0.0,Murray,1627750.0,,
657,PT01M31.00S,2023-11-04T04:36:47.9Z,4,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,120,110,2023-11-04T04:36:48Z,6440000,False,,,0,,J. Murray Free Throw 1 of 2 (17 PTS),[1627750],1610612743.0,DEN,,,,,,,,,,Murray,J. Murray,,,,Made,17.0,,,,,,,,,,,,,,
658,PT01M31.00S,2023-11-04T04:37:05.1Z,4,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,121,110,2023-11-04T04:37:05Z,6450000,False,,,0,,J. Murray Free Throw 2 of 2 (18 PTS),[1627750],1610612743.0,DEN,,,,,,,,,,Murray,J. Murray,,,,Made,18.0,,,,,,,,,,,,,,
659,PT01M23.00S,2023-11-04T04:37:21.0Z,4,REGULAR,3pt,Jump Shot,[],203501,93.9060446780552,2.941176470588235,1610612742,121,110,2023-11-04T04:37:27Z,6460000,False,-235.0,5.0,1,right,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,,Hardaway Jr.,T. Hardaway Jr.,,,23.53,Missed,,,,,,,,,,,,,,,
660,PT01M19.00S,2023-11-04T04:37:24.9Z,4,REGULAR,rebound,defensive,[],203932,,,1610612743,121,110,2023-11-04T04:37:24Z,6470000,False,,,0,,A. Gordon REBOUND (Off:2 Def:6),[203932],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,,Gordon,A. Gordon,,,,,,,,,659.0,8.0,6.0,2.0,,,,,,,
661,PT01M11.00S,2023-11-04T04:37:34.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203999,5.995400788436268,55.88235294117647,1610612743,123,110,2023-11-04T04:37:43Z,6480000,False,-29.0,4.0,1,left,N. Jokic cutting Layup (31 PTS) (A. Gordon 6 AST),"[203999, 203932]",1610612743.0,DEN,cutting,,,,,,Restricted Area,0-8 Center,,Jokic,N. Jokic,,,2.97,Made,31.0,A. Gordon,203932.0,6.0,,,,,,,,,,,
663,PT01M11.00S,2023-11-04T04:37:46.0Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203501,,,1610612743,123,110,2023-11-04T04:38:07Z,6500000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (3 PF) (Jokic 1 FT),"[203501, 203999]",1610612742.0,DAL,shooting,,,,,,Restricted Area,0-8 Center,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,1198.0,3.0,0.0,Jokic,203999.0,,
665,PT01M11.00S,2023-11-04T04:37:56.9Z,4,REGULAR,substitution,out,[],1629684,,,1610612743,123,110,2023-11-04T04:38:30Z,6520000,False,,,0,,SUB out: G. Williams,[1629684],1610612742.0,DAL,,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,
666,PT01M11.00S,2023-11-04T04:37:56.9Z,4,REGULAR,substitution,out,[],1629029,,,1610612743,123,110,2023-11-04T04:38:30Z,6530000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,,,,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,
667,PT01M11.00S,2023-11-04T04:37:56.9Z,4,REGULAR,substitution,out,[],202681,,,1610612743,123,110,2023-11-04T04:38:30Z,6540000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,,,,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
668,PT01M11.00S,2023-11-04T04:37:56.9Z,4,REGULAR,substitution,in,[],203957,,,1610612743,123,110,2023-11-04T04:38:30Z,6550000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,,,,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,
669,PT01M11.00S,2023-11-04T04:37:56.9Z,4,REGULAR,substitution,in,[],1630702,,,1610612743,123,110,2023-11-04T04:38:30Z,6560000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,,,,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,
670,PT01M11.00S,2023-11-04T04:37:56.9Z,4,REGULAR,substitution,in,[],1641726,,,1610612743,123,110,2023-11-04T04:38:30Z,6570000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,,,,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,
671,PT01M11.00S,2023-11-04T04:38:09.7Z,4,REGULAR,substitution,out,[],203501,,,1610612743,123,110,2023-11-04T04:38:30Z,6580000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
672,PT01M11.00S,2023-11-04T04:38:09.7Z,4,REGULAR,substitution,in,[],1641765,,,1610612743,123,110,2023-11-04T04:38:30Z,6590000,False,,,0,,SUB in: O. Prosper,[1641765],1610612742.0,DAL,,,,,,,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,
673,PT01M11.00S,2023-11-04T04:38:28.5Z,4,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,123,110,2023-11-04T04:38:28Z,6600000,False,,,0,,MISS N. Jokic Free Throw 1 of 1,[203999],1610612743.0,DEN,,,,,,,,,,Jokic,N. Jokic,,,,Missed,,,,,,,,,,,,,,,
674,PT01M08.00S,2023-11-04T04:38:30.3Z,4,REGULAR,rebound,defensive,[],1630182,,,1610612742,123,110,2023-11-04T04:38:30Z,6610000,False,,,0,,J. Green REBOUND (Off:1 Def:4),[1630182],1610612742.0,DAL,,,,,,,,,,Green,J. Green,,,,,,,,,673.0,5.0,4.0,1.0,,,,,,,
675,PT00M56.60S,2023-11-04T04:38:43.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641726,93.24901445466492,44.6078431372549,1610612742,123,112,2023-11-04T04:38:52Z,6620000,False,-27.0,11.0,1,right,D. Lively II reverse Layup (4 PTS) (J. Green 2 AST),"[1641726, 1630182]",1610612742.0,DAL,reverse,,,,,,Restricted Area,0-8 Center,,Lively II,D. Lively II,,,2.92,Made,4.0,J. Green,1630182.0,2.0,,,,,,,,,,,
677,PT00M37.30S,2023-11-04T04:39:06.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,10.988830486202366,34.80392156862745,1610612743,125,112,2023-11-04T04:39:11Z,6640000,False,76.0,51.0,1,left,N. Jokic 9' floating Jump Shot (33 PTS) (J. Murray 13 AST),"[203999, 1627750]",1610612743.0,DEN,floating,,,,,,In The Paint (Non-RA),8-16 Right,,Jokic,N. Jokic,,,9.14,Made,33.0,J. Murray,1627750.0,13.0,,,,,,,,,,,
679,PT00M34.20S,2023-11-04T04:39:12.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630182,93.77463863337714,48.77450980392157,1610612742,125,114,2023-11-04T04:39:58Z,6660000,False,-6.0,6.0,1,right,J. Green cutting DUNK (13 PTS) (J. Hardy 3 AST),"[1630182, 1630702]",1610612742.0,DAL,cutting,,,,,,Restricted Area,0-8 Center,,Green,J. Green,,,0.86,Made,13.0,J. Hardy,1630702.0,3.0,,,,,,,,,,,
681,PT00M10.40S,2023-11-04T04:39:40.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612743,125,114,2023-11-04T04:40:07Z,6680000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1198.0,,,,,,
682,PT00M05.10S,2023-11-04T04:40:12.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641765,89.43823915900131,60.29411764705882,1610612742,125,114,2023-11-04T04:40:26Z,6690000,False,51.0,47.0,1,right,MISS O. Prosper 6' Jump Shot - blocked,"[1641765, 1629008]",1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,Prosper,O. Prosper,,,6.96,Missed,,,,,,,,,,,,,,Porter Jr.,1629008.0
683,PT00M05.10S,2023-11-04T04:40:12.8Z,4,REGULAR,block,,[],1629008,,,1610612742,125,114,2023-11-04T04:40:15Z,6700000,False,,,0,,M. Porter Jr. BLOCK (2 BLK),[1629008],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,
684,PT00M02.00S,2023-11-04T04:40:15.9Z,4,REGULAR,rebound,offensive,[],1630702,,,1610612742,125,114,2023-11-04T04:40:26Z,6710000,False,,,0,,J. Hardy REBOUND (Off:1 Def:2),[1630702],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,Hardy,J. Hardy,,,,,,,,,682.0,3.0,2.0,1.0,,,,,,,
685,PT00M01.50S,2023-11-04T04:40:16.5Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630702,68.01905387647832,64.95098039215686,1610612742,125,114,2023-11-04T04:40:37Z,6720000,False,75.0,248.0,1,right,MISS J. Hardy 25' 3PT,[1630702],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,Hardy,J. Hardy,,,25.91,Missed,,,,,,,,,,,,,,,
