actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
602,PT00M49.70S,2023-03-07T04:19:00.0Z,4,REGULAR,jumpball,recovered,[],1627750,,,1610612743,114,113,2023-03-07T04:19:00Z,5860000,False,,,0,,Jump Ball N. Jokic vs. J. Poeltl: Tip to J. Murray,"[1627750, 203999, 1627751]",1610612743.0,DEN,challenge,J. Murray,1627750.0,Murray,J. Murray,Jokic,203999.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
605,PT00M28.30S,2023-03-07T04:19:21.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627751,,,1610612743,114,113,2023-03-07T04:19:50Z,5890000,False,,,0,,J. Poeltl personal FOUL (3 PF) (Gordon 2 FT),"[1627751, 203932]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,1162.0,Restricted Area,0-8 Center,,,,,,,,,,,,,3.0,0.0,Gordon,203932.0,,,
607,PT00M28.30S,2023-03-07T04:19:53.4Z,4,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1630567,,,1610612743,114,113,2023-03-07T04:20:12Z,5910000,False,,,0,,S. Barnes technical FOUL (1 Tech),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,1162.0,,,,,,,,,,,,,,,2.0,1.0,,,,,
634,PT00M28.30S,2023-03-07T04:20:06.0Z,4,REGULAR,ejection,other,[],1630567,,,1610612743,114,113,2023-03-07T04:25:29Z,5915000,False,,,0,,Ejection S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,1162.0,,,,,,,,,,,,,,,,,,,,,
608,PT00M28.30S,2023-03-07T04:20:18.7Z,4,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,115,113,2023-03-07T04:20:18Z,5920000,False,,,0,,J. Murray technical Free Throw 1 of 1 (24 PTS),[1627750],1610612743.0,DEN,technical,,,Murray,J. Murray,,,,,,,,,Made,,,,,,,24.0,,,,,,,,,,
610,PT00M28.30S,2023-03-07T04:20:43.7Z,4,REGULAR,substitution,out,[],1630567,,,1610612743,115,113,2023-03-07T04:20:47Z,5940000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT00M28.30S,2023-03-07T04:20:43.7Z,4,REGULAR,substitution,in,[],1629018,,,1610612743,115,113,2023-03-07T04:20:47Z,5950000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT00M28.30S,2023-03-07T04:20:55.5Z,4,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,116,113,2023-03-07T04:20:55Z,5960000,False,,,0,,A. Gordon Free Throw 1 of 2 (18 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,
613,PT00M28.30S,2023-03-07T04:21:15.3Z,4,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,117,113,2023-03-07T04:21:15Z,5970000,False,,,0,,A. Gordon Free Throw 2 of 2 (19 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,Made,,,,,,,19.0,,,,,,,,,,
614,PT00M24.00S,2023-03-07T04:21:36.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203999,,,1610612761,117,113,2023-03-07T04:22:21Z,5980000,False,,,0,,N. Jokic personal FOUL (1 PF) (Poeltl 2 FT),"[203999, 1627751]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,1162.0,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,0.0,Poeltl,1627751.0,,,
616,PT00M24.00S,2023-03-07T04:21:55.0Z,4,REGULAR,freethrow,1 of 2,[],1627751,,,1610612761,117,113,2023-03-07T04:21:55Z,6000000,False,,,0,,MISS J. Poeltl Free Throw 1 of 2,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
617,PT00M24.00S,2023-03-07T04:21:55.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,117,113,2023-03-07T04:21:55Z,6010000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,616.0,,,,,,,,,,,,,,
618,PT00M24.00S,2023-03-07T04:21:55.0Z,4,REGULAR,freethrow,2 of 2,[],1627751,,,1610612761,117,113,2023-03-07T04:22:25Z,6020000,False,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
619,PT00M22.00S,2023-03-07T04:21:57.0Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612743,117,113,2023-03-07T04:22:25Z,6030000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,618.0,5.0,5.0,0.0,,,,,,,,,,,
620,PT00M22.00S,2023-03-07T04:22:20.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628384,,,1610612743,117,113,2023-03-07T04:22:30Z,6040000,False,,,0,,O. Anunoby take personal FOUL (3 PF) (Porter Jr. 2 FT),"[1628384, 1629008]",1610612761.0,TOR,take,,,Anunoby,O. Anunoby,,,,,202007.0,Restricted Area,0-8 Center,,,,,,,,,,,,,3.0,0.0,Porter Jr.,1629008.0,,,
622,PT00M22.00S,2023-03-07T04:22:56.0Z,4,REGULAR,freethrow,1 of 2,[],1629008,,,1610612743,117,113,2023-03-07T04:22:56Z,6060000,False,,,0,,MISS M. Porter Jr. Free Throw 1 of 2,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
623,PT00M22.00S,2023-03-07T04:22:56.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,117,113,2023-03-07T04:22:56Z,6070000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,622.0,,,,,,,,,,,,,,
626,PT00M22.00S,2023-03-07T04:23:10.2Z,4,REGULAR,freethrow,2 of 2,[],1629008,,,1610612743,118,113,2023-03-07T04:23:10Z,6080000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (20 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,Made,,,,,,,20.0,,,,,,,,,,
627,PT00M16.00S,2023-03-07T04:23:21.4Z,4,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612761,118,113,2023-03-07T04:23:25Z,6090000,False,,,0,,F. VanVleet bad pass out-of-bounds TURNOVER (5 TO),[1627832],1610612761.0,TOR,bad pass,,,VanVleet,F. VanVleet,,,,,1628480.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,5.0,,
628,PT00M10.50S,2023-03-07T04:23:33.0Z,4,REGULAR,turnover,bad pass,[],1629008,,,1610612743,118,113,2023-03-07T04:24:02Z,6100000,False,,,0,,M. Porter Jr. bad pass TURNOVER (2 TO),"[1629008, 1627832]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,2.0,VanVleet,1627832.0
629,PT00M10.50S,2023-03-07T04:23:33.0Z,4,REGULAR,steal,,[],1627832,,,1610612761,118,113,2023-03-07T04:23:34Z,6110000,False,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
630,PT00M06.20S,2023-03-07T04:23:37.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,78.79434954007884,7.352941176470589,1610612761,118,113,2023-03-07T04:23:42Z,6120000,False,-213.0,147.0,1,right,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,
631,PT00M04.00S,2023-03-07T04:23:39.6Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,118,113,2023-03-07T04:23:39Z,6130000,False,,,0,,N. Jokic REBOUND (Off:3 Def:10),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Above the Break 3,24+ Left Center,,,,,630.0,13.0,10.0,3.0,,,,,,,,,,,
632,PT00M00.00S,2023-03-07T04:24:40.1Z,4,REGULAR,period,end,[],0,,,1610612743,118,113,2023-03-07T04:24:40Z,6140000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT00M00.00S,2023-03-07T04:24:42.5Z,4,REGULAR,game,end,[],0,,,0,118,113,2023-03-07T04:24:42Z,6150000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
