actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
608,PT02M53.00S,2023-02-08T04:13:39.8Z,4,REGULAR,freethrow,1 of 1,[],1631298,,,1610612743,140,103,2023-02-08T04:13:39Z,6040000,False,,,0,,J. White Free Throw 1 of 1 (3 PTS),[1631298],1610612743.0,DEN,,,,White,J. White,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
609,PT02M41.00S,2023-02-08T04:13:52.4Z,4,REGULAR,3pt,Jump Shot,[],1630233,70.51576872536137,19.362745098039216,1610612750,140,103,2023-02-08T04:13:59Z,6050000,False,-153.0,225.0,1,right,MISS N. Knight 27' 3PT,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,Above the Break 3,24+ Left Center,27.2,Missed,,,,,,,,,,,,,,,,,,
610,PT02M39.00S,2023-02-08T04:13:54.4Z,4,REGULAR,rebound,defensive,[],1631212,,,1610612743,140,103,2023-02-08T04:13:59Z,6060000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,,,609.0,,,,,,,,,,,,,,,1.0,1.0,0.0
611,PT02M33.00S,2023-02-08T04:14:01.1Z,4,REGULAR,3pt,Jump Shot,[],1628432,8.886333771353483,3.6764705882352944,1610612743,140,103,2023-02-08T04:14:08Z,6070000,False,232.0,31.0,1,left,MISS D. Reed 3PT,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,Right Corner 3,24+ Right,23.37,Missed,,,,,,,,,,,,,,,,,,
612,PT02M29.00S,2023-02-08T04:14:05.1Z,4,REGULAR,rebound,defensive,[],1631169,,,1610612750,140,103,2023-02-08T04:14:08Z,6080000,False,,,0,,J. Minott REBOUND (Off:1 Def:3),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,Right Corner 3,24+ Right,,,611.0,,,,,,,,,,,,,,,4.0,3.0,1.0
613,PT02M24.00S,2023-02-08T04:14:10.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631111,92.9862023653088,55.392156862745104,1610612750,140,103,2023-02-08T04:14:47Z,6090000,False,27.0,13.0,1,right,MISS W. Moore Jr. driving Layup - blocked,"[1631111, 1631212]",1610612750.0,MIN,driving,,,Moore Jr.,W. Moore Jr.,,,,,Restricted Area,0-8 Center,3.01,Missed,,,,,,,,,,,,,,Watson,1631212.0,,,
614,PT02M24.00S,2023-02-08T04:14:10.3Z,4,REGULAR,block,,[],1631212,,,1610612750,140,103,2023-02-08T04:14:13Z,6100000,False,,,0,,P. Watson BLOCK (1 BLK),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
615,PT02M20.00S,2023-02-08T04:14:14.3Z,4,REGULAR,rebound,defensive,[],1628427,,,1610612743,140,103,2023-02-08T04:14:47Z,6110000,False,,,0,,V. Cancar REBOUND (Off:0 Def:6),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Restricted Area,0-8 Center,,,613.0,,,,,,,,,,,,,,,6.0,6.0,0.0
616,PT02M15.00S,2023-02-08T04:14:18.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631212,8.623521681997373,43.627450980392155,1610612743,140,103,2023-02-08T04:17:14Z,6120000,False,32.0,29.0,1,left,MISS P. Watson running Layup - blocked,"[1631212, 1631169]",1610612743.0,DEN,running,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,4.28,Missed,,,,,,,,,,,,,,Minott,1631169.0,,,
617,PT02M15.00S,2023-02-08T04:14:18.9Z,4,REGULAR,block,,[],1631169,,,1610612743,140,103,2023-02-08T04:14:20Z,6130000,False,,,0,,J. Minott BLOCK (2 BLK),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
618,PT02M13.00S,2023-02-08T04:14:20.9Z,4,REGULAR,rebound,defensive,[],1630568,,,1610612750,140,103,2023-02-08T04:14:55Z,6140000,False,,,0,,L. Garza REBOUND (Off:4 Def:4),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,616.0,,,,,,,,,,,,,,,8.0,4.0,4.0
619,PT02M09.00S,2023-02-08T04:14:25.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631169,90.88370565045992,44.6078431372549,1610612750,140,103,2023-02-08T04:18:33Z,6150000,False,-27.0,33.0,1,right,MISS J. Minott running Layup - blocked,"[1631169, 1628427]",1610612750.0,MIN,running,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,4.28,Missed,,,,,,,,,,,,,,Cancar,1628427.0,,,
620,PT02M09.00S,2023-02-08T04:14:25.2Z,4,REGULAR,block,,[],1628427,,,1610612750,140,103,2023-02-08T04:14:27Z,6160000,False,,,0,,V. Cancar BLOCK (1 BLK),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
621,PT02M06.00S,2023-02-08T04:14:28.2Z,4,REGULAR,rebound,defensive,[],1628432,,,1610612743,140,103,2023-02-08T04:15:03Z,6170000,False,,,0,,D. Reed REBOUND (Off:1 Def:2),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,Restricted Area,0-8 Center,,,619.0,,,,,,,,,,,,,,,3.0,2.0,1.0
622,PT02M03.00S,2023-02-08T04:14:31.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631298,24.917871222076215,87.5,1610612743,140,103,2023-02-08T04:14:41Z,6180000,False,-188.0,182.0,1,left,MISS J. White 26' pullup 3PT,[1631298],1610612743.0,DEN,pullup,,,White,J. White,,,,,Above the Break 3,24+ Left Center,26.11,Missed,,,,,,,,,,,,,,,,,,
623,PT02M00.00S,2023-02-08T04:14:34.4Z,4,REGULAR,rebound,defensive,[],1631169,,,1610612750,140,103,2023-02-08T04:14:34Z,6190000,False,,,0,,J. Minott REBOUND (Off:1 Def:4),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Left Center,,,622.0,,,,,,,,,,,,,,,5.0,4.0,1.0
624,PT01M52.00S,2023-02-08T04:14:42.1Z,4,REGULAR,3pt,Jump Shot,[],1630346,71.56701708278581,13.725490196078432,1610612750,140,103,2023-02-08T04:14:51Z,6200000,False,-181.0,215.0,1,right,MISS M. Ryan 28' 3PT,[1630346],1610612750.0,MIN,,,,Ryan,M. Ryan,,,,,Above the Break 3,24+ Left Center,28.11,Missed,,,,,,,,,,,,,,,,,,
625,PT01M50.00S,2023-02-08T04:14:44.2Z,4,REGULAR,rebound,defensive,[],1628432,,,1610612743,140,103,2023-02-08T04:14:44Z,6210000,False,,,0,,D. Reed REBOUND (Off:1 Def:3),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,Above the Break 3,24+ Left Center,,,624.0,,,,,,,,,,,,,,,4.0,3.0,1.0
626,PT01M36.00S,2023-02-08T04:14:58.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631298,6.652431011826544,49.01960784313725,1610612743,142,103,2023-02-08T04:15:03Z,6220000,False,5.0,10.0,1,left,J. White DUNK (5 PTS) (I. Smith 7 AST),"[1631298, 202397]",1610612743.0,DEN,,,,White,J. White,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,5.0,I. Smith,202397.0,7.0,,,,,,,,,,
628,PT01M26.00S,2023-02-08T04:15:12.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630568,93.64323258869908,48.03921568627451,1610612750,142,105,2023-02-08T04:15:18Z,6240000,False,-10.0,7.0,1,right,L. Garza cutting DUNK (19 PTS) (M. Ryan 4 AST),"[1630568, 1630346]",1610612750.0,MIN,cutting,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,19.0,M. Ryan,1630346.0,4.0,,,,,,,,,,
630,PT01M14.00S,2023-02-08T04:15:28.3Z,4,REGULAR,3pt,Jump Shot,[],1631298,4.681340341655716,95.83333333333334,1610612743,142,105,2023-02-08T04:15:32Z,6260000,False,-229.0,-8.0,1,left,MISS J. White 3PT,[1631298],1610612743.0,DEN,,,,White,J. White,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
631,PT01M13.00S,2023-02-08T04:15:29.3Z,4,REGULAR,rebound,defensive,[],1630568,,,1610612750,142,105,2023-02-08T04:15:32Z,6270000,False,,,0,,L. Garza REBOUND (Off:4 Def:5),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,Left Corner 3,24+ Left,,,630.0,,,,,,,,,,,,,,,9.0,5.0,4.0
632,PT01M07.00S,2023-02-08T04:15:36.6Z,4,REGULAR,3pt,Jump Shot,[],1630346,71.04139290407359,17.647058823529413,1610612750,142,108,2023-02-08T04:15:41Z,6280000,False,-162.0,220.0,1,right,M. Ryan 27' 3PT pullup (11 PTS) (W. Moore Jr. 4 AST),"[1630346, 1631111]",1610612750.0,MIN,pullup,,,Ryan,M. Ryan,,,,,Above the Break 3,24+ Left Center,27.29,Made,,,,,11.0,W. Moore Jr.,1631111.0,4.0,,,,,,,,,,
634,PT00M50.00S,2023-02-08T04:15:56.8Z,4,REGULAR,2pt,Jump Shot,[],202397,15.719448094612352,77.94117647058823,1610612743,144,108,2023-02-08T04:16:03Z,6300000,False,-140.0,95.0,1,left,I. Smith 16' pullup Jump Shot (8 PTS),[202397],1610612743.0,DEN,pullup,,,Smith,I. Smith,,,,,Mid-Range,16-24 Left,16.91,Made,,,,,8.0,,,,,,,,,,,,,
635,PT00M41.30S,2023-02-08T04:16:10.0Z,4,REGULAR,3pt,Jump Shot,[],1630233,67.62483574244416,72.54901960784314,1610612750,144,111,2023-02-08T04:16:16Z,6310000,False,113.0,252.0,1,right,N. Knight 27' 3PT  (8 PTS) (W. Moore Jr. 5 AST),"[1630233, 1631111]",1610612750.0,MIN,,,,Knight,N. Knight,,,,,Above the Break 3,24+ Right Center,27.59,Made,,,,,8.0,W. Moore Jr.,1631111.0,5.0,,,,,,,,,,
637,PT00M21.00S,2023-02-08T04:16:34.7Z,4,REGULAR,2pt,Jump Shot,[],1628432,19.66162943495401,16.911764705882355,1610612743,144,111,2023-02-08T04:16:40Z,6330000,False,165.0,132.0,1,left,MISS D. Reed 21' pullup Shot,[1628432],1610612743.0,DEN,pullup,,,Reed,D. Reed,,,,,Mid-Range,16-24 Right Center,21.18,Missed,,,,,,,,,,,,,,,,,,
638,PT00M18.40S,2023-02-08T04:16:37.3Z,4,REGULAR,rebound,offensive,[],1631212,,,1610612743,144,111,2023-02-08T04:16:40Z,6340000,False,,,0,,P. Watson REBOUND (Off:1 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,16-24 Right Center,,,637.0,,,,,,,,,,,,,,,2.0,1.0,1.0
639,PT00M17.10S,2023-02-08T04:16:39.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631212,6.389618922470433,53.92156862745098,1610612743,146,111,2023-02-08T04:16:44Z,6350000,False,-20.0,8.0,1,left,P. Watson driving Layup (7 PTS),[1631212],1610612743.0,DEN,driving,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,7.0,,,,,,,,,,,,,
640,PT00M07.30S,2023-02-08T04:16:53.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631298,,,1610612750,146,111,2023-02-08T04:16:59Z,6360000,False,,,0,,J. White shooting personal FOUL (1 PF) (Knight 2 FT),"[1631298, 1630233]",1610612743.0,DEN,shooting,,,White,J. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1830.0,1.0,0.0,Knight,1630233.0,,,,,
642,PT00M07.30S,2023-02-08T04:17:17.3Z,4,REGULAR,freethrow,1 of 2,[],1630233,,,1610612750,146,111,2023-02-08T04:17:17Z,6380000,False,,,0,,MISS N. Knight Free Throw 1 of 2,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
643,PT00M07.30S,2023-02-08T04:17:17.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,146,111,2023-02-08T04:17:17Z,6390000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,642.0,,,,,,,,,,,,,,,,,
644,PT00M07.30S,2023-02-08T04:17:31.7Z,4,REGULAR,freethrow,2 of 2,[],1630233,,,1610612750,146,112,2023-02-08T04:17:31Z,6400000,False,,,0,,N. Knight Free Throw 2 of 2 (9 PTS),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
645,PT00M00.00S,2023-02-08T04:17:46.6Z,4,REGULAR,period,end,[],0,,,1610612743,146,112,2023-02-08T04:17:46Z,6410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M00.00S,2023-02-08T04:17:50.1Z,4,REGULAR,game,end,[],0,,,0,146,112,2023-02-08T04:17:50Z,6420000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
