actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
620,PT07M34.00S,2023-01-19T05:21:20.1Z,4,REGULAR,3pt,Jump Shot,[],1630162,69.20170827858082,17.401960784313726,1610612750,99,104,2023-01-19T05:23:48Z,6100000,False,-163.0,237.0,1,right,MISS A. Edwards 28' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,28.76,Missed,,,,,,,,,,,,,,,,,,
621,PT07M33.00S,2023-01-19T05:21:21.1Z,4,REGULAR,rebound,defensive,[],1630538,,,1610612743,99,104,2023-01-19T05:21:32Z,6110000,False,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,,,,,620.0,1.0,1.0,0.0,,,,,,,,,,,,
622,PT07M33.00S,2023-01-19T05:21:30.8Z,4,REGULAR,foul,personal,[],203937,,,1610612743,99,104,2023-01-19T05:21:49Z,6120000,False,,,0,,K. Anderson personal FOUL (3 PF),"[203937, 1630538]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1151.0,,,,,,,,3.0,0.0,Hyland,1630538.0
624,PT07M33.00S,2023-01-19T05:21:40.1Z,4,REGULAR,substitution,out,[],1629675,,,1610612743,99,104,2023-01-19T05:21:43Z,6140000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT07M33.00S,2023-01-19T05:21:40.1Z,4,REGULAR,substitution,in,[],1630568,,,1610612743,99,104,2023-01-19T05:21:43Z,6150000,False,,,0,,SUB in: L. Garza,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT07M13.00S,2023-01-19T05:22:04.0Z,4,REGULAR,3pt,Jump Shot,[],203484,14.536793692509855,97.05882352941177,1610612743,102,104,2023-01-19T05:22:07Z,6160000,False,-235.0,84.0,1,left,K. Caldwell-Pope 24' 3PT  (11 PTS) (N. Jokic 10 AST),"[203484, 203999]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,24.99,Made,,,,,,,,11.0,,,,N. Jokic,203999.0,10.0,,,,
629,PT06M55.00S,2023-01-19T05:22:35.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,102,104,2023-01-19T05:22:35Z,6190000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT06M55.00S,2023-01-19T05:25:23.5Z,4,REGULAR,substitution,out,[],1631111,,,1610612750,102,104,2023-01-19T05:25:42Z,6200000,False,,,0,,SUB out: W. Moore Jr.,[1631111],1610612750.0,MIN,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT06M55.00S,2023-01-19T05:25:23.5Z,4,REGULAR,substitution,in,[],1630183,,,1610612750,102,104,2023-01-19T05:25:42Z,6210000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT06M48.00S,2023-01-19T05:26:02.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203937,93.11760840998686,56.61764705882353,1610612750,102,104,2023-01-19T05:26:10Z,6220000,False,33.0,12.0,1,right,MISS K. Anderson driving Layup,[203937],1610612750.0,MIN,driving,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,3.53,Missed,,,,,,,,,,,,,,,,,,
633,PT06M46.00S,2023-01-19T05:26:04.6Z,4,REGULAR,rebound,offensive,[],203937,,,1610612750,102,104,2023-01-19T05:26:10Z,6230000,False,,,0,,K. Anderson REBOUND (Off:2 Def:9),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,632.0,11.0,9.0,2.0,,,,,,,,,,,,
634,PT06M44.00S,2023-01-19T05:26:06.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203937,93.64323258869908,57.107843137254896,1610612750,102,104,2023-01-19T05:26:12Z,6240000,False,36.0,7.0,1,right,MISS K. Anderson putback Layup,[203937],1610612750.0,MIN,putback,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,3.62,Missed,,,,,,,,,,,,,,,,,,
635,PT06M43.00S,2023-01-19T05:26:07.4Z,4,REGULAR,rebound,offensive,[],1630568,,,1610612750,102,104,2023-01-19T05:26:07Z,6250000,False,,,0,,L. Garza REBOUND (Off:3 Def:1),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,,,634.0,4.0,1.0,3.0,,,,,,,,,,,,
636,PT06M42.00S,2023-01-19T05:26:08.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630568,94.43166885676742,52.69607843137255,1610612750,102,106,2023-01-19T05:26:14Z,6260000,False,13.0,0.0,1,right,L. Garza putback Layup (13 PTS),[1630568],1610612750.0,MIN,putback,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,,13.0,,,,,,,,,,
637,PT06M24.00S,2023-01-19T05:26:27.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,8.360709592641262,54.65686274509803,1610612743,102,106,2023-01-19T05:26:35Z,6270000,False,-23.0,26.0,1,left,MISS B. Brown driving Layup,[1628971],1610612743.0,DEN,driving,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,3.5,Missed,,,,,,,,,,,,,,,,,,
638,PT06M21.00S,2023-01-19T05:26:30.2Z,4,REGULAR,rebound,offensive,[],203932,,,1610612743,102,106,2023-01-19T05:26:35Z,6280000,False,,,0,,A. Gordon REBOUND (Off:2 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,637.0,3.0,1.0,2.0,,,,,,,,,,,,
639,PT06M21.00S,2023-01-19T05:26:30.4Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203932,5.590000152587891,50.0,1610612743,104,106,2023-01-19T05:26:40Z,6290000,False,0.0,0.0,1,left,A. Gordon tip Layup (8 PTS),[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,8.0,,,,,,,,,,
640,PT05M57.00S,2023-01-19T05:26:54.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,92.85479632063075,54.166666666666664,1610612750,104,108,2023-01-19T05:26:58Z,6300000,False,21.0,15.0,1,right,J. McDaniels driving Layup (18 PTS),[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.55,Made,,,,,,,,18.0,,,,,,,,,,
641,PT05M33.00S,2023-01-19T05:27:18.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,7.835085413929041,61.274509803921575,1610612743,104,108,2023-01-19T05:27:22Z,6310000,False,-56.0,21.0,1,left,MISS N. Jokic 6' driving floating Shot,[203999],1610612743.0,DEN,driving floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,6.02,Missed,,,,,,,,,,,,,,,,,,
642,PT05M32.00S,2023-01-19T05:27:19.1Z,4,REGULAR,rebound,defensive,[],1630162,,,1610612750,104,108,2023-01-19T05:27:22Z,6320000,False,,,0,,A. Edwards REBOUND (Off:2 Def:5),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,641.0,7.0,5.0,2.0,,,,,,,,,,,,
643,PT05M16.00S,2023-01-19T05:27:34.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630568,91.80354796320631,59.80392156862745,1610612750,104,108,2023-01-19T05:27:38Z,6330000,False,49.0,25.0,1,right,MISS L. Garza floating Shot,[1630568],1610612750.0,MIN,floating,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,5.48,Missed,,,,,,,,,,,,,,,,,,
644,PT05M15.00S,2023-01-19T05:27:35.4Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,104,108,2023-01-19T05:27:38Z,6340000,False,,,0,,N. Jokic REBOUND (Off:3 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,643.0,9.0,6.0,3.0,,,,,,,,,,,,
645,PT05M11.00S,2023-01-19T05:27:40.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628971,26.49474375821288,18.38235294117647,1610612743,107,108,2023-01-19T05:28:47Z,6350000,False,158.0,197.0,1,left,B. Brown 25' 3PT running (16 PTS) (N. Jokic 11 AST),"[1628971, 203999]",1610612743.0,DEN,running,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,25.23,Made,,,,,,,,16.0,,,,N. Jokic,203999.0,11.0,,,,
647,PT04M45.00S,2023-01-19T05:28:05.3Z,4,REGULAR,3pt,Jump Shot,[],1630568,71.43561103810775,78.43137254901961,1610612750,107,111,2023-01-19T05:28:09Z,6370000,False,142.0,216.0,1,right,L. Garza 25' 3PT  (16 PTS) (T. Prince 1 AST),"[1630568, 1627752]",1610612750.0,MIN,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Right Center,25.86,Made,,,,,,,,16.0,,,,T. Prince,1627752.0,1.0,,,,
649,PT04M28.00S,2023-01-19T05:28:22.0Z,4,REGULAR,2pt,Jump Shot,[],203932,21.76412614980289,48.03921568627451,1610612743,107,111,2023-01-19T05:28:30Z,6390000,False,10.0,152.0,1,left,MISS A. Gordon 15' Jump Shot,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Center,15.24,Missed,,,,,,,,,,,,,,,,,,
650,PT04M26.00S,2023-01-19T05:28:24.0Z,4,REGULAR,rebound,offensive,[],203999,,,1610612743,107,111,2023-01-19T05:28:30Z,6400000,False,,,0,,N. Jokic REBOUND (Off:4 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Center,,,,,649.0,10.0,6.0,4.0,,,,,,,,,,,,
651,PT04M24.00S,2023-01-19T05:28:27.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203932,5.338370565045992,50.245098039215684,1610612743,109,111,2023-01-19T05:29:39Z,6410000,False,-1.0,-2.0,1,left,A. Gordon cutting DUNK (10 PTS) (N. Jokic 12 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,,,10.0,,,,N. Jokic,203999.0,12.0,,,,
653,PT04M24.00S,2023-01-19T05:28:41.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,109,111,2023-01-19T05:28:41Z,6430000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT04M24.00S,2023-01-19T05:31:36.0Z,4,REGULAR,substitution,out,[],1630538,,,1610612750,109,111,2023-01-19T05:31:59Z,6440000,False,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT04M24.00S,2023-01-19T05:31:36.0Z,4,REGULAR,substitution,out,[],1627752,,,1610612750,109,111,2023-01-19T05:31:59Z,6450000,False,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT04M24.00S,2023-01-19T05:31:36.0Z,4,REGULAR,substitution,out,[],1630568,,,1610612750,109,111,2023-01-19T05:31:59Z,6460000,False,,,0,,SUB out: L. Garza,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT04M24.00S,2023-01-19T05:31:36.0Z,4,REGULAR,substitution,in,[],1627750,,,1610612750,109,111,2023-01-19T05:31:59Z,6470000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT04M24.00S,2023-01-19T05:31:36.0Z,4,REGULAR,substitution,in,[],1629675,,,1610612750,109,111,2023-01-19T05:31:59Z,6480000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT04M24.00S,2023-01-19T05:31:36.0Z,4,REGULAR,substitution,in,[],1626156,,,1610612750,109,111,2023-01-19T05:31:59Z,6490000,False,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT04M09.00S,2023-01-19T05:32:10.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.77463863337714,56.86274509803921,1610612750,109,113,2023-01-19T05:32:18Z,6500000,False,34.0,6.0,1,right,A. Edwards driving Layup (16 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.48,Made,,,,,,,,16.0,,,,,,,,,,
661,PT03M39.00S,2023-01-19T05:32:42.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203999,8.360709592641262,50.49019607843137,1610612743,111,113,2023-01-19T05:32:56Z,6510000,False,-2.0,26.0,1,left,N. Jokic driving Hook (29 PTS),[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,,,,29.0,,,,,,,,,,
662,PT03M16.00S,2023-01-19T05:33:04.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,90.88370565045992,46.568627450980394,1610612750,111,115,2023-01-19T05:33:14Z,6520000,False,-17.0,33.0,1,right,N. Reid driving Layup (17 PTS) (K. Anderson 8 AST),"[1629675, 203937]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,3.74,Made,,,,,,,,17.0,,,,K. Anderson,203937.0,8.0,,,,
664,PT03M16.00S,2023-01-19T05:33:07.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,111,115,2023-01-19T05:33:07Z,6540000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT03M08.00S,2023-01-19T05:34:45.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,7.046649145860711,54.41176470588235,1610612743,113,115,2023-01-19T05:34:49Z,6550000,False,-22.0,14.0,1,left,J. Murray driving Layup (23 PTS),[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,,,,23.0,,,,,,,,,,
666,PT02M51.00S,2023-01-19T05:35:01.7Z,4,REGULAR,3pt,Jump Shot,[],1626156,67.7562417871222,64.4607843137255,1610612750,113,118,2023-01-19T05:35:05Z,6560000,False,72.0,251.0,1,right,D. Russell 26' 3PT  (13 PTS) (N. Reid 2 AST),"[1626156, 1629675]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,26.08,Made,,,,,,,,13.0,,,,N. Reid,1629675.0,2.0,,,,
668,PT02M31.00S,2023-01-19T05:35:24.8Z,4,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612743,113,118,2023-01-19T05:35:37Z,6580000,False,,,0,,J. McDaniels shooting personal FOUL (3 PF) (Jokic 2 FT),"[1630183, 203999]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,1151.0,,,,,,,,3.0,0.0,Jokic,203999.0
670,PT02M31.00S,2023-01-19T05:35:53.9Z,4,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,114,118,2023-01-19T05:35:53Z,6600000,False,,,0,,N. Jokic Free Throw 1 of 2 (30 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,,,,30.0,,,,,,,,,,
671,PT02M31.00S,2023-01-19T05:36:09.2Z,4,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,115,118,2023-01-19T05:36:09Z,6610000,False,,,0,,N. Jokic Free Throw 2 of 2 (31 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,,,,31.0,,,,,,,,,,
673,PT02M16.00S,2023-01-19T05:36:45.2Z,4,REGULAR,3pt,Jump Shot,[],1630183,90.3580814717477,95.83333333333334,1610612750,115,118,2023-01-19T05:36:52Z,6630000,False,229.0,38.0,1,right,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,23.23,Missed,,,,,,,,,,,,,,,,,,
674,PT02M10.00S,2023-01-19T05:36:51.2Z,4,REGULAR,rebound,defensive,[],1627750,,,1610612743,115,118,2023-01-19T05:36:52Z,6640000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,,,,,673.0,2.0,2.0,0.0,,,,,,,,,,,,
675,PT02M05.00S,2023-01-19T05:36:54.7Z,4,REGULAR,3pt,Jump Shot,[],1627750,31.61957950065703,61.274509803921575,1610612743,118,118,2023-01-19T05:37:02Z,6650000,False,-56.0,245.0,1,left,J. Murray 25' 3PT pullup (26 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,25.11,Made,,,,,,,,26.0,,,,,,,,,,
676,PT01M48.00S,2023-01-19T05:37:14.1Z,4,REGULAR,turnover,out-of-bounds,[],1629675,,,1610612750,118,118,2023-01-19T05:37:20Z,6660000,False,,,0,,N. Reid bad pass out-of-bounds TURNOVER (3 TO),[1629675],1610612750.0,MIN,bad pass,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1151.0,,3.0,,,,,,,,,
677,PT01M30.00S,2023-01-19T05:37:51.1Z,4,REGULAR,foul,offensive,[],203999,,,1610612743,118,118,2023-01-19T05:38:09Z,6670000,False,,,0,,N. Jokic offensive FOUL (5 PF),"[203999, 1630183]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1151.0,,,,,,,,5.0,0.0,McDaniels,1630183.0
679,PT01M30.00S,2023-01-19T05:37:51.1Z,4,REGULAR,turnover,offensive foul,[],203999,,,1610612743,118,118,2023-01-19T05:37:51Z,6690000,False,,,0,,N. Jokic offensive foul TURNOVER (3 TO),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1151.0,,3.0,,,,,,,,,
680,PT01M06.00S,2023-01-19T05:38:26.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,91.93495400788436,96.81372549019608,1610612750,118,118,2023-01-19T05:38:31Z,6700000,False,234.0,23.0,1,right,MISS D. Russell 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Right Corner 3,24+ Right,23.53,Missed,,,,,,,,,,,,,,,,,,
681,PT01M06.00S,2023-01-19T05:38:26.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612750,118,118,2023-01-19T05:38:31Z,6710000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Right Corner 3,24+ Right,,,,,680.0,,,,,,,,,,,,,,,
682,PT01M06.00S,2023-01-19T05:38:31.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612750,118,118,2023-01-19T05:38:36Z,6720000,False,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2004.0,,,,,,,,,,,
683,PT00M55.90S,2023-01-19T05:38:56.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627750,12.959921156373195,42.15686274509804,1610612743,120,118,2023-01-19T05:39:03Z,6730000,False,39.0,69.0,1,left,J. Murray 7' driving floating Jump Shot (28 PTS),[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,7.96,Made,,,,,,,,28.0,,,,,,,,,,
684,PT00M55.90S,2023-01-19T05:39:00.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612750,120,118,2023-01-19T05:39:00Z,6740000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M55.90S,2023-01-19T05:40:07.5Z,4,REGULAR,substitution,out,[],1629675,,,1610612750,120,118,2023-01-19T05:40:31Z,6750000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M55.90S,2023-01-19T05:40:07.5Z,4,REGULAR,substitution,in,[],1627752,,,1610612750,120,118,2023-01-19T05:40:31Z,6760000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M36.90S,2023-01-19T05:41:11.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.19776609724047,40.68627450980392,1610612750,120,118,2023-01-19T05:45:26Z,6785000,False,-47.0,21.0,1,right,MISS A. Edwards driving reverse Layup,[1630162],1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,5.1,Missed,,,,,,,,,,,,,,,,,,
689,PT00M35.90S,2023-01-19T05:41:12.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,120,118,2023-01-19T05:45:26Z,6792500,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,688.0,,,,,,,,,,,,,,,
690,PT00M35.60S,2023-01-19T05:41:43.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,120,118,2023-01-19T05:45:26Z,6800000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT00M35.60S,2023-01-19T05:44:15.4Z,4,REGULAR,substitution,out,[],1626156,,,1610612743,120,118,2023-01-19T05:44:30Z,6840000,False,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT00M35.60S,2023-01-19T05:44:15.4Z,4,REGULAR,substitution,in,[],1629675,,,1610612743,120,118,2023-01-19T05:44:30Z,6850000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
696,PT00M13.60S,2023-01-19T05:44:49.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,7.30946123521682,50.98039215686274,1610612743,122,118,2023-01-19T05:44:52Z,6860000,False,-5.0,16.0,1,left,A. Gordon DUNK (12 PTS) (N. Jokic 13 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.69,Made,,,,,,,,12.0,,,,N. Jokic,203999.0,13.0,,,,
698,PT00M08.50S,2023-01-19T05:44:55.9Z,4,REGULAR,3pt,Jump Shot,[],1630162,65.91655716162943,48.77450980392157,1610612750,122,118,2023-01-19T05:45:04Z,6880000,False,-6.0,268.0,1,right,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,26.8,Missed,,,,,,,,,,,,,,,,,,
699,PT00M06.30S,2023-01-19T05:44:58.1Z,4,REGULAR,rebound,offensive,[],1630162,,,1610612750,122,118,2023-01-19T05:44:58Z,6890000,False,,,0,,A. Edwards REBOUND (Off:3 Def:5),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,698.0,8.0,5.0,3.0,,,,,,,,,,,,
700,PT00M04.40S,2023-01-19T05:45:00.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629675,86.15308804204993,3.6764705882352944,1610612750,122,118,2023-01-19T05:45:10Z,6900000,False,-232.0,78.0,1,right,MISS N. Reid 24' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,24.43,Missed,,,,,,,,,,,,,,,,,,
701,PT00M04.40S,2023-01-19T05:45:00.0Z,4,REGULAR,rebound,offensive,[],1630162,,,1610612750,122,118,2023-01-19T05:45:10Z,6910000,False,,,0,,A. Edwards REBOUND (Off:4 Def:5),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,,,,,700.0,9.0,5.0,4.0,,,,,,,,,,,,
702,PT00M00.20S,2023-01-19T05:45:08.0Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630162,94.40999984741211,50.0,1610612750,122,118,2023-01-19T05:45:16Z,6920000,False,0.0,0.0,1,right,MISS A. Edwards tip Layup,[1630162],1610612750.0,MIN,tip,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
703,PT00M00.10S,2023-01-19T05:45:08.1Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,122,118,2023-01-19T05:45:16Z,6930000,False,,,0,,N. Jokic REBOUND (Off:4 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,702.0,11.0,7.0,4.0,,,,,,,,,,,,
704,PT00M00.00S,2023-01-19T05:45:43.3Z,4,REGULAR,period,end,[],0,,,1610612743,122,118,2023-01-19T05:45:43Z,6940000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,PT00M00.00S,2023-01-19T05:45:50.7Z,4,REGULAR,game,end,[],0,,,0,122,118,2023-01-19T05:45:50Z,6950000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
